Date,IWF,IWM,MTUM,SPY,T,VLUE,VXX
2018-09-24,-0.16539059696135902,-0.5786876420624477,-0.0,-0.5910096901543247,1.0,-0.655700442636679,0.0
2018-09-25,-0.16982260911184902,-0.5777917377127644,-0.0,-0.5904155074934937,1.0,-0.6533548715187413,0.0
2018-09-26,-0.16952853894938374,-0.5776295321287543,-0.0,-0.5904929998803399,1.0,-0.653853057317219,0.0
2018-09-27,-0.16939007601604117,-0.5787993056802537,-0.0,-0.5906206979110552,1.0,-0.6539773747530975,0.0
2018-09-28,-0.16945500254392004,-0.5789961990841888,-0.0,-0.5905186604016401,1.0,-0.653877233412145,0.0
2018-10-01,-0.16942099275492487,-0.5799053948865338,-0.0,-0.590443686006826,1.0,-0.6540925693072271,0.0
2018-10-02,-0.17025416878723468,-0.5783312876088974,-0.0,-0.5907852588090889,1.0,-0.6543723617639134,0.0
2018-10-03,-0.1702165956680866,-0.5667786644267114,-0.0,-0.5977980440391192,1.0,-0.6651166976660466,0.0
2018-10-04,-0.17279841683907532,-0.5626517945488891,-0.0,-0.6005816917033973,1.0,-0.662378939162244,0.0
2018-10-05,-0.1531841137973284,-0.5525804620028091,-0.0,-0.60852284612856,1.0,-0.6741176822161791,0.0
2018-10-08,-0.15037280047718463,-0.5491798389501938,-0.0,-0.6097524604831495,1.0,-0.6730688935281837,0.0
2018-10-09,-0.14787199141042084,-0.5489576187777745,-0.0,-0.6107250439917684,1.0,-0.6749082883474008,0.0
2018-10-10,-0.14826188062727327,-0.5482082165643074,-0.0,-0.6110846103392762,1.0,-0.6737523105360443,0.0
2018-10-11,-0.09125387220983758,-0.530760545438754,-0.0,-0.592571147332156,1.0,-0.6805245939608002,0.0
2018-10-12,-0.08461117983831525,-0.5261371155671912,-0.0,-0.5886532984263068,1.0,-0.6775511378348054,0.0
2018-10-15,-0.08051395556066573,-0.5270631521457932,-0.0,-0.5886343384403117,1.0,-0.6782603696570756,0.0
2018-10-16,-0.07651388809017196,-0.5341020185174536,-0.0,-0.5875841048938985,1.0,-0.6771522226695037,0.0
2018-10-17,-0.0569591570837818,-0.5001416189882739,-0.0,-0.5863592590494534,1.0,-0.6889480541551012,0.0
2018-10-18,-0.056101776556257615,-0.49854078712492556,-0.0,-0.589096988071289,1.0,-0.689711840874961,0.0
2018-10-19,-0.03927687809266757,-0.4863079172289699,-0.0,-0.5930611785874943,1.0,-0.6928981106612686,0.0
2018-10-22,-0.039586676802657886,-0.4764197426584453,-0.0,-0.6002477686741561,1.0,-0.6992707717431089,0.0
2018-10-23,-0.03978152538078212,-0.47639291646724286,-0.0,-0.6000732002590162,1.0,-0.6991750893887778,0.0
2018-10-24,-0.037927245061850155,-0.4714700329679619,-0.0,-0.6033700583279326,1.0,-0.7050071853250303,0.0
2018-10-25,-0.048036445418372646,-0.4975203275474309,-0.0,-0.613257597601061,1.0,-0.7245256905599446,0.0
2018-10-26,-0.027052613460324743,-0.49076252223305983,-0.0,-0.6304435136840898,1.0,-0.7204945780021802,0.0
2018-10-29,-0.02449108501536076,-0.4904533578339889,-0.0,-0.6336673461770365,1.0,-0.7225300755117862,0.0
2018-10-30,-0.0029974636845745907,-0.4955038044731381,-0.0,-0.6389209130735531,1.0,-0.7447256167857966,0.0
2018-10-31,-0.003452939314591546,-0.49253301873219574,-0.0,-0.6379593128650763,1.0,-0.743532932408713,0.0
2018-11-01,-0.0,-0.49624924553789557,-0.0,-0.6357025838530739,1.0,-0.7421607794671342,0.0
2018-11-02,-0.004121114990555778,-0.46751760059527214,-0.0,-0.6501345086142751,1.0,-0.7400835670539752,0.0
2018-11-05,-0.0005723279439118615,-0.47775075118042637,-0.0,-0.6511661181857205,1.0,-0.7321505222492489,0.0
2018-11-06,-0.0027465453609132264,-0.4791005063943009,-0.0,-0.6494721483134495,1.0,-0.7296941607301233,0.0
2018-11-07,-0.002804085953818421,-0.4791553406392171,-0.0,-0.6496037082606083,1.0,-0.7297490629202551,0.0
2018-11-08,-0.0,-0.47466144280725664,-0.0,-0.6343014507566079,1.0,-0.7301195241745451,0.0
2018-11-09,-0.0,-0.4745642423210129,-0.0,-0.634446147731789,1.0,-0.7297734627831716,0.0
2018-11-12,-0.0,-0.46447360977541435,-0.0,-0.6365616337613849,1.0,-0.7274990100130112,0.0
2018-11-13,-0.0,-0.4539580875330074,-0.0,-0.632451261306815,1.0,-0.7227372324287881,0.0
2018-11-14,-0.0,-0.45610579628587505,-0.0,-0.6333708497467642,1.0,-0.7242543612830614,0.0
2018-11-15,-0.0,-0.4584810126582279,-0.0,-0.6387904360056259,1.0,-0.7156680731364276,0.0
2018-11-16,-0.0,-0.44855133614627285,-0.0,-0.6391842475386779,1.0,-0.7252320675105486,0.0
2018-11-19,-0.0,-0.448752215626143,-0.0,-0.639422671130743,1.0,-0.725318628140562,0.0
2018-11-20,-0.0,-0.43110252750020994,-0.0,-0.6299717300640972,1.0,-0.7379013071346601,0.0
2018-11-21,-0.0,-0.4270580691923838,-0.0,-0.6282233559142483,1.0,-0.7325137297538402,0.0
2018-11-23,-0.0,-0.42741238464326536,-0.0,-0.6282097750020911,1.0,-0.7324560180667467,0.0
2018-11-26,-0.0,-0.42653089691728274,-0.0,-0.6295438694378575,1.0,-0.7337146045473567,0.0
2018-11-27,-0.0,-0.42510504493975565,-0.0,-0.6262347997885187,1.0,-0.7313075660183097,0.0
2018-11-28,-0.0,-0.4158043011352543,-0.0,-0.6359655239742267,1.0,-0.7375526484616887,0.0
2018-11-29,-0.0,-0.40177313779103485,-0.0,-0.6248239290744884,1.0,-0.7352998039053222,0.0
2018-11-30,-0.0,-0.4015519717220811,-0.0,-0.6248757318016127,1.0,-0.7350878161935269,0.0
2018-12-03,-0.0,-0.40397295949465284,-0.0,-0.6284424003989583,1.0,-0.738100515321106,0.0
2018-12-04,-0.0,-0.4032806837985118,-0.0,-0.6259577881663024,1.0,-0.7369367375729579,0.0
2018-12-06,-0.0,-0.36306042884990253,-0.0,-0.6214262508122157,1.0,-0.7229261425167857,0.0
2018-12-07,-0.0,-0.3627724380668742,-0.0,-0.6212806281304996,1.0,-0.7234330580749966,0.0
2018-12-10,-0.0,-0.3585128356447329,-0.0,-0.6142332144102577,1.0,-0.7097293382333216,0.0
2018-12-11,-0.0,-0.35911883871313954,-0.0,-0.612573452467198,1.0,-0.7115028576028335,0.0
2018-12-12,-0.0,-0.359476071610704,-0.0,-0.612099739646241,1.0,-0.7124835601363503,0.0
2018-12-13,-0.0,-0.3611722989308548,-0.0,-0.6118035781443077,1.0,-0.7133186482565949,0.0
2018-12-14,-0.0,-0.3610282859215086,-0.0,-0.6120557659763075,1.0,-0.713138313589599,0.0
2018-12-17,-0.0,-0.3582902040706873,-0.0,-0.5922608672333807,1.0,-0.7310879300635541,0.0
2018-12-18,-0.0,-0.3475920151381893,-0.0,-0.5860184963087338,1.0,-0.7315636576850297,0.0
2018-12-19,-0.0,-0.3477530785223093,-0.0,-0.5861453169145476,1.0,-0.7314888853350392,0.0
2018-12-20,-0.0,-0.3360679676091863,-0.0,-0.5922474445771937,1.0,-0.7266693216514005,0.0
2018-12-21,-0.0,-0.33678065943438973,-0.0,-0.5942639336833969,1.0,-0.7344137324412933,0.0
2018-12-24,-0.0,-0.32043876848073766,-0.0,-0.5860049811880664,1.0,-0.7430978750463675,0.0
2018-12-26,-0.0,-0.3194158347858237,-0.0,-0.5805736016479164,1.0,-0.7409021285586015,0.0
2018-12-27,-0.0,-0.2933715954802839,-0.0,-0.5296830561889876,1.0,-0.7391426887698891,0.0
2018-12-28,-0.0,-0.29467188980208414,-0.0,-0.5283047853137722,1.0,-0.7373838236423689,0.0
2018-12-31,-0.0,-0.29933088932755664,-0.0,-0.5278539749275771,1.0,-0.7364575588996848,0.0
2019-01-02,-0.0,-0.2984401813385242,-0.0,-0.5259329457265066,1.0,-0.7369310759931357,0.0
2019-01-03,-0.0,-0.3053188742576814,-0.0,-0.516886134779241,1.0,-0.7597727859540409,0.0
2019-01-04,-0.0,-0.3085204789557531,-0.0,-0.4962999126368261,1.0,-0.7647104167737293,0.0
2019-01-07,-0.0,-0.29078193888410275,-0.0,-0.48956063447017684,1.0,-0.7535093498200982,0.0
2019-01-08,-0.0,-0.2911155035223759,-0.0,-0.4895088946328113,1.0,-0.7534590238710658,0.0
2019-01-09,-0.0,-0.29019101180523893,-0.0,-0.4893600851193191,1.0,-0.7537619699042408,0.0
2019-01-10,-0.0,-0.2875918346594809,-0.0,-0.5000889747565905,1.0,-0.7544296718102549,0.0
2019-01-11,-0.0,-0.28452490070271924,-0.0,-0.502240554027905,1.0,-0.759318667888787,0.0
2019-01-14,-0.0,-0.2847024052181003,-0.0,-0.49931206685690993,1.0,-0.7638860578883001,0.0
2019-01-15,-0.0,-0.2803998062163747,-0.0,-0.4949896733726,1.0,-0.7743950636171243,0.0
2019-01-16,-0.0,-0.2798654811342386,-0.0,-0.48671371430027255,1.0,-0.7811265955007515,0.0
2019-01-17,-0.0,-0.25118352829196205,-0.0,-0.4767928261904166,1.0,-0.7768454274478372,0.0
2019-01-18,-0.0,-0.25462265098985026,-0.0,-0.48068033363481055,1.0,-0.777007335946136,0.0
2019-01-22,-0.0,-0.13001348583986813,-0.0,-0.42210678787273365,1.0,-0.9452574796463713,0.0
2019-01-23,-0.0,-0.10169661178119214,-0.0,-0.4239027075721936,1.0,-0.9767779390420901,0.0
2019-01-24,-0.0,-0.0967661130733198,-0.0,-0.4360111219658826,1.0,-0.9721700358207459,0.0
2019-01-25,-0.0,-0.003450794690310068,-0.0,-0.41490138787436087,1.0,-1.1004760585375684,0.0
2019-01-28,-0.0,-0.0,-0.0,-0.4238240407145197,1.0,-1.0956388098057495,0.0
2019-01-29,-0.0,-0.0,-0.0,-0.41962933037066963,1.0,-1.1053681446318553,0.0
2019-01-30,-0.0,-0.0,-0.0,-0.41927339746017317,1.0,-1.105405337170845,0.0
2019-01-31,-0.0,-0.012628336755646816,-0.0,-0.3520277207392197,1.0,-1.2020790554414784,0.0
2019-02-01,-0.0,-0.014708534040854176,-0.0,-0.3588521676412251,1.0,-1.202364699518302,0.0
2019-02-04,-0.0,-0.01398583386992917,-0.0,-0.36234385061171925,1.0,-1.199304571796523,0.0
2019-02-05,-0.0,-0.0011859337939568938,-0.0,-0.3589254408579973,1.0,-1.2180055687325977,0.0
2019-02-06,-0.0,-0.003968765301651934,-0.0,-0.3574981315877639,1.0,-1.2156534288585934,0.0
2019-02-07,-0.0,-0.006159635060952038,-0.0,-0.36045462745805523,1.0,-1.2106389010592509,0.0
2019-02-08,-0.0,-0.006894058715691084,-0.0,-0.372485734204343,1.0,-1.2026646698856154,0.0
2019-02-11,-0.0,-0.009736821715436866,-0.0,-0.3782380743304321,1.0,-1.1947364343087374,0.0
2019-02-12,-0.0,-0.017638235141985207,-0.0,-0.3813945068018414,1.0,-1.1872187451507785,0.0
2019-02-13,-0.0,-0.021034972254484446,-0.0,-0.3817524841915086,1.0,-1.1781907342882951,0.0
2019-02-14,-0.0,-0.008563814649038834,-0.0,-0.40224056298672733,1.0,-1.1764766758945435,0.0
2019-02-15,-0.0,-0.007163731347143558,-0.0,-0.4023068766648563,1.0,-1.1767139938448807,0.0
2019-02-19,-0.0,-0.008738720049787367,-0.0,-0.4054040037340525,1.0,-1.1789492791204232,0.0
2019-02-20,-0.0,-0.008972563663710388,-0.0,-0.4050619781131684,1.0,-1.1791919506249675,0.0
2019-02-21,-0.0,-0.0041499157048372455,-0.0,-0.40549863830890936,1.0,-1.1840487615095319,0.0
2019-02-22,-0.0,-0.005392512703515503,-0.0,-0.4060458363579799,1.0,-1.181115835320958,0.0
2019-02-25,-0.0,-0.003853664887384455,-0.0,-0.4156490040359328,1.0,-1.1843249576878012,0.0
2019-02-26,-0.0,-0.0027062190996617226,-0.0,-0.4195420244600573,1.0,-1.1798855061150144,0.0
2019-02-27,-0.0,-0.0,-0.0,-0.42773091742163905,1.0,-1.1756222013953972,0.0
2019-02-28,-0.0,-0.0009113396693138914,-0.0,-0.42882437182658506,1.0,-1.1740919151152194,0.0
2019-03-01,-0.0,-0.002916514764855997,-0.0,-0.4334670069267226,1.0,-1.1676214780480185,0.0
2019-03-04,-0.0,-0.0,-0.0,-0.42469000729394607,1.0,-1.1802907158487026,0.0
2019-03-05,-0.0,-0.0049325707089258545,-0.0,-0.42908117752007136,1.0,-1.1896940756677337,0.0
2019-03-06,-0.0,-0.001416022027009309,-0.0,-0.4319653861282286,1.0,-1.188881604824964,0.0
2019-03-07,-0.0,-0.0,-0.0,-0.4392273869346734,1.0,-1.1780255443886098,0.0
2019-03-08,-0.0,-0.0,-0.0,-0.43997575310333925,1.0,-1.1955564926336872,0.0
2019-03-11,-0.0,-0.0,-0.0,-0.4449520571595527,1.0,-1.2111609870116073,0.0
2019-03-12,-0.0,-0.0,-0.0,-0.4379270612824566,1.0,-1.2416463463651222,0.0
2019-03-13,-0.0,-0.0,-0.0,-0.45738605753690337,1.0,-1.236289192974895,0.0
2019-03-14,-0.0,-0.0,-0.0,-0.4587353202010158,1.0,-1.228642068205638,0.0
2019-03-15,-0.0,-0.0,-0.0,-0.4588060908233392,1.0,-1.2362215334860531,0.0
2019-03-18,-0.0,-0.0,-0.0,-0.47354252773547967,1.0,-1.2456221448770939,0.0
2019-03-19,-0.0,-0.0,-0.0,-0.4736009599650922,1.0,-1.2535998690956693,0.0
2019-03-20,-0.0,-0.0,-0.0,-0.47472623501460987,1.0,-1.2560965618940987,0.0
2019-03-21,-0.0,-0.0,-0.0,-0.49114283374730466,1.0,-1.2383382918907115,0.0
2019-03-22,-0.0,-0.0,-0.0,-0.5150640497003683,1.0,-1.2338501291989665,0.0
2019-03-25,-0.0,-0.0,-0.0,-0.5219255133245958,1.0,-1.2085244648318043,0.0
2019-03-26,-0.0,-0.0,-0.0,-0.5208082026537998,1.0,-1.2206930584493914,0.0
2019-03-27,-0.0,-0.0,-0.0,-0.5181122658842241,1.0,-1.2240930156031482,0.0
2019-03-28,-0.0,-0.0,-0.0,-0.5090539947322212,1.0,-1.2345807726075504,0.0
2019-03-29,-0.0,-0.0,-0.0,-0.5074745809288266,1.0,-1.2405331134927178,0.0
2019-04-01,-0.0,-0.0,-0.0,-0.5088615942626329,1.0,-1.2389195724452506,0.0
2019-04-02,-0.0,-0.0,-0.0,-0.5253065591309357,1.0,-1.2179518832469205,0.0
2019-04-03,-0.0,-0.0,-0.0,-0.5205915438856421,1.0,-1.2231185008368315,0.0
2019-04-04,-0.0,-0.0,-0.0,-0.5201240940039534,1.0,-1.2253184713375795,0.0
2019-04-05,-0.0,-0.0,-0.0,-0.5241944352798856,1.0,-1.2251457164852084,0.0
2019-04-08,-0.0,-0.0,-0.0,-0.5251319841619005,1.0,-1.2245105587329521,0.0
2019-04-09,-0.0,-0.0,-0.0,-0.5473559480834412,1.0,-1.208327592383367,0.0
2019-04-10,-0.0,-0.0,-0.0,-0.553441629955947,1.0,-1.199862334801762,0.0
