Date,IWF,IWM,MTUM,MTX,SPY,VLUE,VXX
2018-09-24,-0.19960011425307053,-0.7340188517566408,-0.04790059982862039,1.0,-0.4265067123678949,-0.44830048557554986,0.0
2018-09-25,-0.19975437694570589,-0.7337560334732814,-0.04823922543055436,1.0,-0.42629880330163084,-0.44803358752463374,0.0
2018-09-26,-0.19989147198263552,-0.7339635574341692,-0.04858056777289085,1.0,-0.4261723881875821,-0.4473924715827955,0.0
2018-09-27,-0.20009709292363925,-0.7333085841567195,-0.04880347249985722,1.0,-0.42609515106516654,-0.44731281055457195,0.0
2018-09-28,-0.19797737401439836,-0.735573077362587,-0.04939435493086504,1.0,-0.42626556964918294,-0.44763455605073704,0.0
2018-10-01,-0.19766810504958132,-0.7363186923098906,-0.049724230560397785,1.0,-0.42611379418740886,-0.4478895779155831,0.0
2018-10-02,-0.19833128553876045,-0.7313484012915393,-0.0516044232362774,1.0,-0.42709375089293367,-0.4489813412578221,0.0
2018-10-03,-0.19817761147133592,-0.7284126938787169,-0.051386786254963006,1.0,-0.4278899711502756,-0.4505412893827302,0.0
2018-10-04,-0.19802263115784663,-0.7291690478911876,-0.05163447251114413,1.0,-0.42742027660304033,-0.451222996913933,0.0
2018-10-05,-0.19485115734794645,-0.7315980249450581,-0.04749265062648057,1.0,-0.4281188457915917,-0.45203641864314864,0.0
2018-10-08,-0.19512125453454823,-0.7330972035762232,-0.0476448913136622,1.0,-0.4279470993173184,-0.4525407752292267,0.0
2018-10-09,-0.19699308294746468,-0.7337220602526724,-0.051506316812439265,1.0,-0.42628479963413934,-0.4497799119647859,0.0
2018-10-10,-0.1975294355888564,-0.7496456157606968,-0.04411722162756386,1.0,-0.4338820262099691,-0.4677582665548066,0.0
2018-10-11,-0.17266002844950215,-0.7538264580369843,-0.013968705547652917,1.0,-0.42844950213371275,-0.476045519203414,0.0
2018-10-12,-0.16958964753958794,-0.7579033997389181,-0.008655428798456212,1.0,-0.4270106135421987,-0.47468641807140016,0.0
2018-10-15,-0.14768279539395313,-0.7852969538828067,-0.0,1.0,-0.4251517386125135,-0.47810426002609335,0.0
2018-10-16,-0.1475651606681982,-0.7855015740661958,-0.0,1.0,-0.42508295754275505,-0.47800561558750954,0.0
2018-10-17,-0.1410252797114111,-0.7749626581743371,-0.0,1.0,-0.4228221965448243,-0.4794408590029028,0.0
2018-10-18,-0.1418013596231418,-0.7775521141857776,-0.0,1.0,-0.4216242137034216,-0.4798172124904798,0.0
2018-10-19,-0.1277836988837157,-0.7712458630167722,-0.0,1.0,-0.4243843608010321,-0.4813204689515903,0.0
2018-10-22,-0.12918539325842698,-0.776938202247191,-0.0,1.0,-0.4228932584269663,-0.47997191011235957,0.0
2018-10-23,-0.13753202511331963,-0.7796672203609336,-0.0,1.0,-0.4192685604887525,-0.4789549255328134,0.0
2018-10-24,-0.1359734301556475,-0.7806017619409495,-0.0,1.0,-0.41903796898308426,-0.4789608488840102,0.0
2018-10-25,-0.1257283042011653,-0.77246243483594,-0.0,1.0,-0.41819296925092697,-0.47141144657244016,0.0
2018-10-26,-0.11849654904786985,-0.7657787510047954,-0.0,1.0,-0.42040635307813845,-0.467139728913158,0.0
2018-10-29,-0.10526170418450491,-0.772407126087557,-0.0,1.0,-0.41408645214749346,-0.4702665377710261,0.0
2018-10-30,-0.09723564662671563,-0.7726657645466847,-0.0,1.0,-0.4146530059926542,-0.47706498025461874,0.0
2018-10-31,-0.09886904598112324,-0.7647285435183401,-0.0,1.0,-0.41336231804298174,-0.4747805508929308,0.0
2018-11-01,-0.08139854753521127,-0.7794894366197183,-0.0,1.0,-0.4138699383802817,-0.4761223591549296,0.0
2018-11-02,-0.0807136554158394,-0.78568277079197,-0.0,1.0,-0.4132472975954114,-0.47791197882197217,0.0
2018-11-05,-0.07040722468433816,-0.8310338099618141,-0.0,1.0,-0.42732112495470637,-0.4585388967862419,0.0
2018-11-06,-0.08227954341987466,-0.8434982094897046,-0.0,1.0,-0.4229521038495972,-0.4489424798567592,0.0
2018-11-07,-0.08196079527977405,-0.8434607533346383,-0.0,1.0,-0.422247700008389,-0.448701098962557,0.0
2018-11-08,-0.08486650213147857,-0.8459726273277991,-0.0,1.0,-0.4251177922369307,-0.4486201480816693,0.0
2018-11-09,-0.08922668324244906,-0.8522306670810612,-0.0,1.0,-0.4287005905122482,-0.45528776876783544,0.0
2018-11-12,-0.08846088771078903,-0.8474705318368959,-0.0,1.0,-0.4300377869268513,-0.45395070779989855,0.0
2018-11-13,-0.07203116679279128,-0.8490989097228061,-0.0,1.0,-0.43025309005297235,-0.45141399702906476,0.0
2018-11-14,-0.07370221835824663,-0.8484449056286284,-0.0,1.0,-0.43107945144010995,-0.45124379504725576,0.0
2018-11-15,-0.07333763356423703,-0.8520627085845696,-0.0,1.0,-0.4371091230333455,-0.44196090529208854,0.0
2018-11-16,-0.07436717741482854,-0.8527810518044564,-0.0,1.0,-0.43747544479991024,-0.44168490767244767,0.0
2018-11-19,-0.07787541057241515,-0.851997417253867,-0.0,1.0,-0.43606299654698066,-0.44139692877796805,0.0
2018-11-20,-0.06319088797470125,-0.8515377941958414,-0.0,1.0,-0.43673914868608854,-0.44706573755352197,0.0
2018-11-21,-0.062346642873076064,-0.8517454829355343,-0.0,1.0,-0.4350881106401963,-0.4391590452821771,0.0
2018-11-23,-0.06220509813775582,-0.8566602451349917,-0.0,1.0,-0.43381634419409776,-0.43926068626629816,0.0
2018-11-26,-0.061997543546226,-0.8574140241179098,-0.0,1.0,-0.4332849486377847,-0.43872822688700314,0.0
2018-11-27,-0.05128205128205128,-0.8668338907469343,-0.0,1.0,-0.43230211817168335,-0.4366499442586399,0.0
2018-11-28,-0.0497753968918278,-0.8756452107921096,-0.0,1.0,-0.42942440222092015,-0.4352278117240032,0.0
2018-11-29,-0.05371172934433105,-0.8764993708933314,-0.0,1.0,-0.43039284216412693,-0.4354256955123724,0.0
2018-11-30,-0.05331730365979814,-0.8768138227975508,-0.0,1.0,-0.4304246931529063,-0.4353174714121956,0.0
2018-12-03,-0.05375321624342768,-0.876831860387068,-0.0,1.0,-0.4306130439646493,-0.435535294775702,0.0
2018-12-04,-0.056308771929824565,-0.8778105263157895,-0.0,1.0,-0.43480701754385964,-0.43809122807017536,0.0
2018-12-06,-0.04967331211258167,-0.8758306807393756,-0.0,1.0,-0.43351761880828726,-0.433182554308371,0.0
2018-12-07,-0.04023310545780567,-0.8805054353916844,-0.0,1.0,-0.4379692928387313,-0.44304045724532104,0.0
2018-12-10,-0.036540940424816454,-0.8841842739449643,-0.0,1.0,-0.43829512974275625,-0.44319901361878605,0.0
2018-12-11,-0.03886569338974977,-0.8831507271555468,-0.0,1.0,-0.43881525485470896,-0.4413091601983915,0.0
2018-12-12,-0.039006893459620016,-0.8830073418147172,-0.0,1.0,-0.43879952922714793,-0.441405593229838,0.0
2018-12-13,-0.03966784491948606,-0.8848678673623969,-0.0,1.0,-0.43794535151209113,-0.4428827918981092,0.0
2018-12-14,-0.04120154821338419,-0.8813316878891568,-0.0,1.0,-0.43944578448420935,-0.4427834184102765,0.0
2018-12-17,-0.03868905772519555,-0.8829235470576691,-0.0,1.0,-0.4388965207883596,-0.44307381760071773,0.0
2018-12-18,-0.020194087619902393,-0.8773489650530094,-0.0,1.0,-0.4476636562517529,-0.45952768272844563,0.0
2018-12-19,-0.027968886018365113,-0.876077616466822,-0.0,1.0,-0.4451152733705878,-0.4589873915363231,0.0
2018-12-20,-0.029291763977602074,-0.8784434002082221,-0.0,1.0,-0.44517290863558345,-0.4609021075438251,0.0
2018-12-21,-0.023790084180297866,-0.8892142233734058,-0.0,1.0,-0.46048593710408514,-0.44190433289225484,0.0
2018-12-24,-0.004316385447614777,-0.873451426649476,-0.0,1.0,-0.4601715342788273,-0.46488031840349797,0.0
2018-12-26,-0.0026257716695997097,-0.8767004664934775,-0.0,1.0,-0.453504287829269,-0.46057152434425547,0.0
2018-12-27,-0.0,-0.8534793532881801,-0.0,1.0,-0.4140539654795718,-0.4635132182652393,0.0
2018-12-28,-0.0,-0.852725682103997,-0.0,1.0,-0.4156596861501449,-0.4654983870085844,0.0
2018-12-31,-0.0,-0.8521475244005797,-0.0,1.0,-0.41599912513328047,-0.4658118489761326,0.0
2019-01-02,-0.0,-0.8523075240594926,-0.0,1.0,-0.41595581802274717,-0.4657699037620298,0.0
2019-01-03,-0.0,-0.8522195782391073,-0.0,1.0,-0.42999370914362295,-0.45294165914499057,0.0
2019-01-04,-0.0,-0.8534395721341446,-0.0,1.0,-0.4228995552159795,-0.45236990749583866,0.0
2019-01-07,-0.0,-0.8476885908955184,-0.0,1.0,-0.41966394310377586,-0.4471619750807568,0.0
2019-01-08,-0.0,-0.8347972240294947,-0.0,1.0,-0.4304380828453698,-0.44564628063326833,0.0
2019-01-09,-0.0,-0.8255571502071541,-0.0,1.0,-0.43055593165263073,-0.45178585935172894,0.0
2019-01-10,-0.0,-0.8233590472323725,-0.0,1.0,-0.43261605088645283,-0.45077818378671,0.0
2019-01-11,-0.0,-0.8230150972086455,-0.0,1.0,-0.4359997827739763,-0.4562832627348756,0.0
2019-01-14,-0.0,-0.8192715411796684,-0.0,1.0,-0.4328078282141887,-0.46607773851590106,0.0
2019-01-15,-0.0,-0.8157765801077904,-0.0,1.0,-0.42917415210408844,-0.47702651205835916,0.0
2019-01-16,-0.0,-0.8137775237473122,-0.0,1.0,-0.41836095914645766,-0.4896165047222449,0.0
2019-01-17,-0.0,-0.8146968335647581,-0.0,1.0,-0.41814370116256905,-0.4898309237931879,0.0
2019-01-18,-0.0,-0.8109271162435996,-0.0,1.0,-0.4216145549624142,-0.49109380106765443,0.0
2019-01-22,-0.0,-0.9187530549068593,-0.0,1.0,-0.337316026720252,-0.45940368218106775,0.0
2019-01-23,-0.0,-0.9052514209567323,-0.0,1.0,-0.33901716026216316,-0.4752658344891355,0.0
2019-01-24,-0.0,-0.9122290388548058,-0.0,1.0,-0.33286980231765506,-0.4815541922290388,0.0
2019-01-25,-0.0,-0.949496059099772,-0.0,1.0,-0.2969269217037871,-0.4998489550435284,0.0
2019-01-28,-0.0,-0.9546221275889722,-0.0,1.0,-0.30428891408345543,-0.5063462655200066,0.0
2019-01-29,-0.0,-0.9572604707702509,-0.0,1.0,-0.29511548237374297,-0.5103602608022986,0.0
2019-01-30,-0.0,-0.9573098284103783,-0.0,1.0,-0.29490757370617005,-0.5109005001243403,0.0
