Date,GSHD,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-02-06,1.0,-0.0,-1.7216094032549727,-0.0,-3.416726943942134,-2.9032549728752257,0.0
2019-02-07,1.0,-0.0,-1.7248146138542233,-0.0,-3.4215047929101106,-2.8969072164948457,0.0
2019-02-08,1.0,-0.0,-1.746307636887608,-0.0,-3.430835734870317,-2.8287103746397695,0.0
2019-02-11,1.0,-0.0,-1.7439299575773985,-0.0,-3.4291903601408067,-2.8529650690495534,0.0
2019-02-12,1.0,-0.0,-1.7099763765218972,-0.0,-3.485280755951299,-2.890695984008722,0.0
2019-02-13,1.0,-0.0,-1.6995047276001802,-0.0,-3.455110310670869,-2.85033768572715,0.0
2019-02-14,1.0,-0.0,-1.6998469984699849,-0.0,-3.4546845468454688,-2.845558455584556,0.0
2019-02-15,1.0,-0.0,-1.7727607136288392,-0.0,-3.5177487585065297,-2.905830421188155,0.0
2019-02-19,1.0,-0.0,-1.7363569994524548,-0.0,-3.5120459937944886,-2.877349881365213,0.0
2019-02-20,1.0,-0.0,-1.738351909373287,-0.0,-3.5254887630184544,-2.8718253243193863,0.0
2019-02-21,1.0,-0.0,-1.7385107354956602,-0.0,-3.525993604385564,-2.872087711283691,0.0
2019-02-22,1.0,-0.0,-1.7438968638566337,-0.0,-3.538538904635641,-2.8608393526561215,0.0
2019-02-25,1.0,-0.0,-1.727813902372012,-0.0,-3.548859785694661,-2.8816741459840647,0.0
2019-02-26,1.0,-0.0,-1.7461254612546127,-0.0,-3.5867158671586714,-2.892250922509225,0.0
2019-02-27,1.0,-0.0,-1.7332287533450217,-0.0,-3.596475039217496,-2.897942234935868,0.0
2019-02-28,1.0,-0.0,-1.74932988261392,-0.0,-3.6121637859321565,-2.8814123301599044,0.0
2019-03-01,1.0,-0.0,-1.7505326540064845,-0.0,-3.6155627605372853,-2.8974525243168134,0.0
2019-03-04,1.0,-0.0,-1.7247595031287943,-0.0,-3.644438217988232,-2.9705799943961897,0.0
2019-03-05,1.0,-0.0,-1.723245163099355,-0.0,-3.6493130199084027,-2.9740162632021683,0.0
2019-03-06,1.0,-0.0,-1.7182914291055238,-0.0,-3.6611832881577717,-2.967286662304888,0.0
2019-03-07,1.0,-0.0,-1.626247551534372,-0.0,-3.75375431396325,-2.9474862419550414,0.0
2019-03-08,1.0,-0.0,-1.61728624535316,-0.0,-3.742100371747212,-2.934293680297398,0.0
2019-03-11,1.0,-0.0,-1.6179417548459594,-0.0,-3.7874332802696884,-2.9587039985017327,0.0
2019-03-12,1.0,-0.0,-1.5757463378453551,-0.0,-3.7633969961060636,-2.932134248099388,0.0
2019-03-13,1.0,-0.0,-1.5895030190431958,-0.0,-3.761263353460288,-2.9385973060845334,0.0
2019-03-14,1.0,-0.0,-1.6218550506947051,-0.0,-3.7916823131806234,-2.974371010138941,0.0
2019-03-15,1.0,-0.0,-1.6313212166870703,-0.0,-3.7966851869290887,-2.9890761841981353,0.0
2019-03-18,1.0,-0.0,-1.6345600920069006,-0.0,-3.8734905117883844,-3.0759056929269697,0.0
2019-03-19,1.0,-0.0,-1.6294523171198774,-0.0,-3.8744733818460357,-3.0709498276522407,0.0
2019-03-20,1.0,-0.0,-1.6072254335260117,-0.0,-3.9128131021194603,-3.113872832369942,0.0
2019-03-21,1.0,-0.0,-1.6007684918347744,-0.0,-3.9448607108549476,-3.0605187319884726,0.0
2019-03-22,1.0,-0.0,-1.591669055125633,-0.0,-3.95786758383491,-3.004299226139295,0.0
2019-03-25,1.0,-0.0,-1.320873740702382,-0.0,-4.07240372846248,-3.022125976838339,0.0
2019-03-26,1.0,-0.0,-1.3317330321001601,-0.0,-4.071542878659512,-3.010354890332298,0.0
2019-03-27,1.0,-0.0,-1.3144843133571296,-0.0,-4.080875446176968,-2.997839564155551,0.0
2019-03-28,1.0,-0.0,-1.3221741583599773,-0.0,-4.079462102689486,-3.002068835809667,0.0
2019-03-29,1.0,-0.0,-1.3016560030109146,-0.0,-4.086846066992849,-3.0206059465562665,0.0
2019-04-01,1.0,-0.0,-1.3576461626356886,-0.0,-4.156732051037897,-3.0076175966482572,0.0
2019-04-02,1.0,-0.0,-1.4,-0.0,-4.213041408852927,-2.9062351261304142,0.0
2019-04-03,1.0,-0.0,-1.406765044078191,-0.0,-4.224319662706018,-2.95122652357225,0.0
2019-04-04,1.0,-0.0,-1.4174316359068508,-0.0,-4.240602956807421,-3.004734756981351,0.0
2019-04-05,1.0,-0.0,-1.4159411878506483,-0.0,-4.26407428903076,-2.9930354033662216,0.0
2019-04-08,1.0,-0.0,-1.4114860291984919,-0.0,-4.265590254278257,-2.9912984627284156,0.0
2019-04-09,1.0,-0.0,-1.4214659685863873,-0.0,-4.277389955400427,-2.9967035097925154,0.0
2019-04-10,1.0,-0.0,-1.3800665752888193,-0.0,-4.4131584100254555,-2.9972586645780304,0.0
2019-04-11,1.0,-0.0,-1.3500586854460095,-0.0,-4.434565727699531,-2.9961854460093895,0.0
2019-04-12,1.0,-0.0,-1.3539545810493343,-0.0,-4.438723570869224,-2.995888801879405,0.0
2019-04-15,1.0,-0.0,-1.365956611367429,-0.0,-4.429567095317561,-3.0209090016687936,0.0
2019-04-16,1.0,-0.0,-1.3649842890809112,-0.0,-4.435192458758838,-3.0191476826394346,0.0
2019-04-17,1.0,-0.0,-1.3360591133004927,-0.0,-4.507487684729063,-3.008571428571428,0.0
2019-04-18,1.0,-0.0,-1.3399783953648237,-0.0,-4.4619463812236075,-3.018363939899833,0.0
2019-04-22,1.0,-0.0,-1.368999307136494,-0.0,-4.489161635157874,-3.0399881223398992,0.0
2019-04-23,1.0,-0.0,-1.3724828886023213,-0.0,-4.487749231227061,-3.0594187084614624,0.0
2019-04-24,1.0,-0.0,-1.2987256742072508,-0.0,-4.488886693667885,-3.0907833646152327,0.0
2019-04-25,1.0,-0.0,-1.3395018505551666,-0.0,-4.574172251675503,-3.0893267980394117,0.0
2019-04-26,1.0,-0.0,-1.3019340615292114,-0.0,-4.629020943982363,-3.0900891872933163,0.0
2019-04-29,1.0,-0.0,-1.2704844047738442,-0.0,-4.631932604553205,-3.12666733527229,0.0
2019-04-30,1.0,-0.0,-1.276994829159485,-0.0,-4.675656493967353,-3.1862516475717326,0.0
2019-05-01,1.0,-0.0,-1.256530135176339,-0.0,-4.707084053257445,-3.2000203272690313,0.0
2019-05-02,1.0,-0.0,-1.2652503793626706,-0.0,-4.628831562974204,-3.2222559433485083,0.0
2019-05-03,1.0,-0.0,-1.3039620929529188,-0.0,-4.581207783042645,-3.196491581812683,0.0
2019-05-06,1.0,-0.0,-1.3171868666396434,-0.0,-4.563133360356709,-3.2534454803404946,0.0
2019-05-07,1.0,-0.0,-1.3189786199209648,-0.0,-4.55699665619617,-3.2568649305907384,0.0
2019-05-08,1.0,-0.0,-1.3414147460840067,-0.0,-4.413249526089993,-3.2224882769629852,0.0
2019-05-09,1.0,-0.0,-1.3415436777024334,-0.0,-4.407558835261269,-3.222975668129238,0.0
2019-05-10,1.0,-0.0,-1.340009965122073,-0.0,-4.4084703537618335,-3.216741405082212,0.0
2019-05-13,1.0,-0.0,-1.335227839266128,-0.0,-4.414198823412105,-3.2216571941370025,0.0
2019-05-14,1.0,-0.0,-1.1613157376403387,-0.0,-4.473606460508174,-3.213413433129801,0.0
2019-05-15,1.0,-0.0,-1.190269844396297,-0.0,-4.488871380736655,-3.1690959227890487,0.0
2019-05-16,1.0,-0.0,-1.2030802645868297,-0.0,-4.486918748148879,-3.182545167341297,0.0
2019-05-17,1.0,-0.0,-1.1706690384425338,-0.0,-4.483446980926969,-3.228382251210594,0.0
2019-05-20,1.0,-0.0,-1.0935382748508442,-0.0,-4.6636667003741525,-3.355040954596016,0.0
2019-05-21,1.0,-0.0,-1.0713927604532236,-0.0,-4.629499649052442,-3.326080417126241,0.0
2019-05-22,1.0,-0.0,-1.031393721255749,-0.0,-4.653969206158768,-3.3127374525094986,0.0
2019-05-23,1.0,-0.0,-1.0748773307163886,-0.0,-4.553091265947007,-3.185475956820412,0.0
2019-05-24,1.0,-0.0,-1.0053559256013243,-0.0,-4.544454182490992,-3.1882364397701823,0.0
2019-05-28,1.0,-0.0,-0.980706154736639,-0.0,-4.5125409994211845,-3.15367547752267,0.0
2019-05-29,1.0,-0.0,-0.9756792703781113,-0.0,-4.447368421052631,-3.077237317119513,0.0
2019-05-30,1.0,-0.0,-0.9634494574528841,-0.0,-4.453169617361508,-3.1017513801637158,0.0
2019-05-31,1.0,-0.0,-0.9473237843950244,-0.0,-4.37966453071994,-3.0964003015454202,0.0
2019-06-03,1.0,-0.0,-0.9748143971431257,-0.038624189455878206,-4.411145569025467,-2.973028850671929,0.0
2019-06-04,1.0,-0.0,-0.9135559921414539,-0.0725044438207503,-4.46131537094209,-2.908036298998971,0.0
2019-06-05,1.0,-0.0,-0.8285688190702346,-0.17983377477395193,-4.430267604347429,-2.694583980272171,0.0
2019-06-06,1.0,-0.0,-0.8391046139789858,-0.19981726815897669,-4.429693924166285,-2.667884878940155,0.0
2019-06-07,1.0,-0.0,-0.8922555840351519,-0.2038630538264372,-4.39637495422922,-2.6616623947272062,0.0
2019-06-10,1.0,-0.0,-0.890777808244219,-0.1959601498948908,-4.393108490997167,-2.6601773146878713,0.0
2019-06-11,1.0,-0.0,-0.872861303239898,-0.2800327630141973,-4.337004004368401,-2.610939206406989,0.0
2019-06-12,1.0,-0.0,-0.8688941347376066,-0.2852732885418558,-4.321227528599963,-2.6039585981478117,0.0
2019-06-13,1.0,-0.0,-0.8942202835332607,-0.3125227190112686,-4.294711014176663,-2.5861504907306436,0.0
2019-06-14,1.0,-0.0,-0.8592188919164396,-0.3684831970935513,-4.316439600363306,-2.5385104450499547,0.0
2019-06-17,1.0,-0.0,-0.8211159737417943,-0.37454412837345,-4.398614150255288,-2.523158278628738,0.0
2019-06-18,1.0,-0.0,-0.8513427977213129,-0.3831268649968352,-4.325436296229316,-2.482502938782892,0.0
2019-06-19,1.0,-0.0,-0.8186416184971098,-0.43632586705202314,-4.330202312138728,-2.4466221098265897,0.0
2019-06-20,1.0,-0.0,-0.8355567655867139,-0.43742626372629095,-4.343497595063073,-2.4586623105544967,0.0
2019-06-21,1.0,-0.0,-0.8498503944147248,-0.43566959833167107,-4.324326774866262,-2.4571584005802887,0.0
2019-06-24,1.0,-0.0,-0.8342883128694861,-0.4396543883583447,-4.3326966803092315,-2.48831286948613,0.0
2019-06-25,1.0,-0.0,-0.7684835402050728,-0.4460334592552618,-4.307069616837561,-2.4729267853930565,0.0
2019-06-26,1.0,-0.0,-0.7636724029191819,-0.40994684205784304,-4.262546175331111,-2.5736552842598432,0.0
2019-06-27,1.0,-0.0,-0.7645361939962138,-0.41341386459929685,-4.250969079599748,-2.5857748129451004,0.0
2019-06-28,1.0,-0.0,-0.7507199424046076,-0.40730741540676746,-4.258999280057596,-2.5823434125269977,0.0
2019-07-01,1.0,-0.0,-0.7283507006827165,-0.41969098095580304,-4.278745957599712,-2.5563241106719365,0.0
2019-07-02,1.0,-0.0,-0.7387339530765826,-0.3988490482514387,-4.188756086764055,-2.527047366091191,0.0
2019-07-03,1.0,-0.0,-0.7308100459851433,-0.4060841881853555,-4.182614078528475,-2.5237884683409972,0.0
2019-07-05,1.0,-0.0,-0.6642387011847302,-0.4301009214567793,-4.158139534883722,-2.5232996928477402,0.0
2019-07-08,1.0,-0.0,-0.650916355424303,-0.44871015373925127,-4.108833492573613,-2.4772865456440547,0.0
2019-07-09,1.0,-0.0,-0.6364187900849367,-0.44773790951638065,-4.102530767897383,-2.480412549835327,0.0
2019-07-10,1.0,-0.0,-0.6042608695652173,-0.43478260869565216,-4.147913043478261,-2.5086956521739125,0.0
2019-07-11,1.0,-0.0,-0.6114394993045897,-0.43602225312934634,-4.136300417246175,-2.508779554937413,0.0
2019-07-12,1.0,-0.0,-0.641378110318427,-0.4314424917348182,-4.127979815555943,-2.4993039846876632,0.0
2019-07-15,1.0,-0.0,-0.67192814162379,-0.4715269904944624,-4.13203104560914,-2.4451905467864306,0.0
2019-07-16,1.0,-0.0,-0.6789358918447449,-0.5003924989097253,-4.122110771914523,-2.4207588312254686,0.0
2019-07-17,1.0,-0.0,-0.6963615740336795,-0.4937614518802897,-4.120059331646453,-2.415147020329814,0.0
2019-07-18,1.0,-0.0,-0.6942026462395543,-0.4957346796657382,-4.116556406685237,-2.398241643454039,0.0
2019-07-19,1.0,-0.0,-0.7027852964288833,-0.4990832096393958,-4.13446258622195,-2.3950929887365753,0.0
2019-07-22,1.0,-0.0,-0.6676570829327972,-0.47426374202569255,-4.144367735733636,-2.4526784934020798,0.0
2019-07-23,1.0,-0.0,-0.6762395251396648,-0.47756634078212296,-4.1356494413407825,-2.4395949720670393,0.0
2019-07-24,1.0,-0.0,-0.6733414591676824,-0.49286087410760926,-4.122322827790353,-2.417725927215741,0.0
2019-07-25,1.0,-0.0,-0.6198662846227316,-0.5249630980290007,-4.150125900842234,-2.3879482504124336,0.0
2019-07-26,1.0,-0.0,-0.5911578215929818,-0.5373056544775471,-4.165986276383219,-2.3913836532615305,0.0
2019-07-29,1.0,-0.0,-0.5130817718677144,-0.5336326742077541,-4.1422156981262415,-2.445902771781366,0.0
2019-07-30,1.0,-0.0,-0.5173068623219681,-0.542080276219249,-4.125852395338801,-2.44661199827363,0.0
2019-07-31,1.0,-0.0,-0.5302847282139775,-0.5402933563416737,-4.112597066436583,-2.4448662640207073,0.0
2019-08-01,1.0,-0.0,-0.5878384148945256,-0.5420616619694252,-4.03561363054061,-2.3749252711589377,0.0
2019-08-02,1.0,-0.0,-0.5493017711171662,-0.5784230245231607,-4.011069482288828,-2.376192098092643,0.0
2019-08-05,1.0,-0.0,-0.5426461851820419,-0.5545277094118645,-4.007383518628532,-2.3821607400492235,0.0
2019-08-06,1.0,-0.0,-0.5511744966442953,-0.550755033557047,-3.8819630872483217,-2.405453020134228,0.0
2019-08-07,1.0,-0.0,-0.5960830264479411,-0.49991630398393033,-3.8486776029461,-2.4248409775694673,0.0
2019-08-08,1.0,-0.0,-0.5995314199648565,-0.5009622625721697,-3.846289013471676,-2.420717931553845,0.0
2019-08-09,1.0,-0.0,-0.5616166625340937,-0.4764856599718985,-3.7947764278039506,-2.432349780973634,0.0
2019-08-12,1.0,-0.0,-0.5410823296485728,-0.528873123246989,-3.8072100313479624,-2.372380795248309,0.0
2019-08-13,1.0,-0.0,-0.49802728916652966,-0.518905145487424,-3.818346210751274,-2.384349827387802,0.0
2019-08-14,1.0,-0.0,-0.5304134261154319,-0.5136307818256243,-3.7802701596397874,-2.362341383544822,0.0
2019-08-15,1.0,-0.0,-0.6118768212963692,-0.5260297708120029,-3.6036071512955816,-2.1343624478223204,0.0
2019-08-16,1.0,-0.0,-0.6273506963569123,-0.5224643953104099,-3.5812416397828306,-2.1373829569596348,0.0
2019-08-19,1.0,-0.0,-0.5388311889629515,-0.5335606882653852,-3.577662377925903,-2.1006820647961555,0.0
2019-08-20,1.0,-0.0,-0.5766107611747743,-0.4960916748880625,-3.5083858237838657,-2.0078925400318735,0.0
2019-08-21,1.0,-0.0,-0.591739655693144,-0.46239806704922987,-3.5069465418302626,-1.989429175475687,0.0
2019-08-22,1.0,-0.0,-0.5924924924924925,-0.4720720720720721,-3.4960210210210203,-1.9469219219219218,0.0
2019-08-23,1.0,-0.0,-0.5772248374803856,-0.47582754240454306,-3.470298139430621,-1.9488156616603152,0.0
2019-08-26,1.0,-0.0,-0.5206132629107981,-0.47300469483568075,-3.4427083333333335,-1.8994278169014085,0.0
2019-08-27,1.0,-0.0,-0.5203791469194313,-0.4602260298942763,-3.4191760845789285,-1.8915785636164784,0.0
2019-08-28,1.0,-0.0,-0.46534653465346537,-0.5103043637697103,-3.475980931426476,-1.8824349101576825,0.0
2019-08-29,1.0,-0.0,-0.4248927038626609,-0.5523161166198016,-3.542252478910759,-1.8803463075329288,0.0
2019-08-30,1.0,-0.0,-0.3925702071202182,-0.5651212500921353,-3.55775042382251,-1.8553843885899608,0.0
2019-09-03,1.0,-0.0,-0.405945706698141,-0.58048096783712,-3.5496459132487455,-1.840734730008852,0.0
2019-09-04,1.0,-0.0,-0.3651320643352516,-0.6003393832079091,-3.552899513058876,-1.8595248635089272,0.0
2019-09-05,1.0,-0.0,-0.3940331491712707,-0.5853406998158379,-3.577384898710865,-1.8098710865561694,0.0
2019-09-06,1.0,-0.0,-0.37719812426729193,-0.6079279015240329,-3.593493552168816,-1.7484613130128959,0.0
2019-09-09,1.0,-0.0,-0.37850706907918835,-0.606548970771372,-3.591458501208703,-1.7490293751373527,0.0
2019-09-10,1.0,-0.0,-0.3387617370892019,-0.7470657276995305,-3.607761150234742,-1.6420921361502347,0.0
2019-09-11,1.0,-0.0,-0.3110687022900763,-0.8651644157369348,-3.6189812096300646,-1.5447005284791544,0.0
2019-09-12,1.0,-0.0,-0.27683987429657236,-0.8755389899875758,-3.6109040415113642,-1.5451289921800773,0.0
2019-09-13,1.0,-0.0,-0.2878260869565217,-0.8814492753623188,-3.5711594202898547,-1.5058695652173912,0.0
2019-09-16,1.0,-0.0,-0.285052479189287,-0.8788997466521897,-3.5699601882012306,-1.504668838219327,0.0
2019-09-17,1.0,-0.0,-0.14137184115523466,-0.9093862815884476,-3.5930685920577616,-1.5763176895306856,0.0
2019-09-18,1.0,-0.0,-0.11867704280155641,-0.8993370802709325,-3.5947542873612917,-1.5928808185617527,0.0
2019-09-19,1.0,-0.0,-0.15220473557351483,-0.8996880759960301,-3.466822628668652,-1.5704664681695735,0.0
2019-09-20,1.0,-0.0,-0.1791977280795172,-0.9526446574369897,-3.423500177493788,-1.5443379481718138,0.0
2019-09-23,1.0,-0.0,-0.1965065502183406,-0.9810294222922183,-3.4044670341470398,-1.576705562316558,0.0
2019-09-24,1.0,-0.0,-0.19627906976744183,-0.9738819320214668,-3.4053667262969585,-1.5801073345259389,0.0
2019-09-25,1.0,-0.0,-0.1757355041416738,-0.9723650385604115,-3.4180948300485574,-1.574621536703799,0.0
2019-09-26,1.0,-0.0,-0.08604583272514961,-1.202306232666764,-3.510655378776821,-1.4991971974894176,0.0
2019-09-27,1.0,-0.0,-0.036033375175367345,-1.2057151295872406,-3.5755002584360924,-1.5666395924093628,0.0
2019-09-30,1.0,-0.0,-0.0,-1.3151297463714995,-3.4895176660313734,-1.525729365195719,0.0
2019-10-01,1.0,-0.0,-0.0,-1.3126007326007325,-3.4887912087912083,-1.5246153846153845,0.0
2019-10-02,1.0,-0.0,-0.0,-1.4279262604575407,-3.46938624416969,-1.5062560153994224,0.0
2019-10-03,1.0,-0.0,-0.10374493927125505,-1.381795835743204,-3.3595286292654714,-1.384543088490457,0.0
2019-10-04,1.0,-0.0,-0.15185561032183242,-1.421354015656712,-3.3005943751812117,-1.3746738184981155,0.0
2019-10-07,1.0,-0.0,-0.18278097982708932,-1.4339337175792508,-3.2440201729106626,-1.3439481268011528,0.0
2019-10-08,1.0,-0.0,-0.18902746737798284,-1.4182106553240574,-3.255280801672554,-1.3468387282820273,0.0
2019-10-09,1.0,-0.0,-0.21171685457399744,-1.4077351220208365,-3.229841586984444,-1.2864278578564294,0.0
2019-10-10,1.0,-0.0,-0.31701961895318365,-1.5358736454423116,-2.9373185069764145,-1.2923719810184855,0.0
2019-10-11,1.0,-0.0,-0.3342871450032191,-1.601402103154732,-2.9238858287431144,-1.294012447242292,0.0
2019-10-14,1.0,-0.0,-0.2990573505073037,-1.6564726199899256,-2.970641145570986,-1.2696265381017486,0.0
2019-10-15,1.0,-0.0,-0.30969453606768965,-1.707299584110139,-2.942133945217267,-1.2113867775706295,0.0
2019-10-16,1.0,-0.0,-0.300941109368316,-1.7163838585484101,-2.9294880935405674,-1.1828033651789533,0.0
2019-10-17,1.0,-0.0,-0.21676239098064243,-1.8157129688718716,-2.8645678224491244,-1.19364674182798,0.0
2019-10-18,1.0,-0.0,-0.26047605473204105,-1.8509122006841505,-2.8175598631698975,-1.197690992018244,0.0
2019-10-21,1.0,-0.0,-0.1796057781256671,-1.854479470575678,-2.80374297303067,-1.2780900875257952,0.0
2019-10-22,1.0,-0.0,-0.14806653397782202,-1.858828547057151,-2.8054449815183395,-1.2959909013363662,0.0
2019-10-23,1.0,-0.0,-0.13456158307744798,-1.7129989764585463,-2.7359263050153526,-1.240054588877516,0.0
2019-10-24,1.0,-0.0,-0.10537487161930845,-1.8464224580623074,-2.6918178705922626,-1.2034234851078396,0.0
2019-10-25,1.0,-0.0,-0.10965178150468108,-1.7996228194247996,-2.6505017848723647,-1.1755236748164613,0.0
2019-10-28,1.0,-0.0,-0.1555224688684353,-1.8290471034109366,-2.6599891716296695,-1.1231050351922034,0.0
2019-10-29,1.0,-0.0,-0.15847969264544456,-1.9207601536772776,-2.6424259055982438,-1.1389270032930845,0.0
2019-10-30,1.0,-0.0,-0.149325296253168,-1.9173916021645316,-2.642715254469484,-1.1403520789095143,0.0
2019-10-31,1.0,-0.0,-0.1451136597761143,-1.9325595769521324,-2.6453540278827004,-1.1445642469610604,0.0
2019-11-01,1.0,-0.0,-0.21515410396267332,-1.903200368009463,-2.4824866925149505,-0.970690674903069,0.0
2019-11-04,1.0,-0.0,-0.15500590564857916,-2.1145001042173277,-2.684707844090877,-0.9935385256722017,0.0
2019-11-05,1.0,-0.0,-0.2508257499157398,-2.432962588473205,-2.3619143916413883,-0.6951129086619481,0.0
2019-11-06,1.0,-0.0,-0.22473879339400066,-2.4017526120660597,-2.3254465790360634,-0.7888102460397708,0.0
2019-11-07,1.0,-0.0,-0.24779297796347463,-2.40710290450839,-2.3056809758069954,-0.7784217265314375,0.0
2019-11-08,1.0,-0.0,-0.22031955774287065,-2.418795927998382,-2.313422773545473,-0.7891188566035192,0.0
2019-11-11,1.0,-0.0,-0.19551020408163267,-2.476530612244898,-2.316258503401361,-0.814421768707483,0.0
2019-11-12,1.0,-0.0,-0.1411151006029402,-2.479574554569474,-2.3244360138202023,-0.829483097351128,0.0
2019-11-13,1.0,-0.0,-0.15906886517943744,-2.6437577940972705,-2.297145628377442,-0.8281141748649024,0.0
2019-11-14,1.0,-0.0,-0.1476593111981852,-2.6460438578401044,-2.249604729497491,-0.8309617103182788,0.0
2019-11-15,1.0,-0.0,-0.13867918111949942,-2.6661225600217646,-2.182683806025981,-0.8139155274433789,0.0
2019-11-18,1.0,-0.0,-0.14968786444398707,-2.702888111408383,-2.2022363998079166,-0.8053097345132743,0.0
2019-11-19,1.0,-0.0,-0.2569518526420596,-2.743474859540573,-2.258729820069696,-0.8526420595974681,0.0
2019-11-20,1.0,-0.0,-0.24821137635474963,-2.7068782319189633,-2.258341007296168,-0.8702982220018418,0.0
2019-11-21,1.0,-0.0,-0.20041693623750986,-2.8365322406728484,-2.211127884408022,-0.9405506433757458,0.0
2019-11-22,1.0,-0.0,-0.20300805987334483,-2.8444876223373634,-2.211355785837651,-0.9374640184225677,0.0
2019-11-25,1.0,-0.0,-0.20181700194678778,-2.847141106063883,-2.2155887230514093,-0.9457783546037927,0.0
2019-11-26,1.0,-0.0,-0.1493193113880285,-2.8604048116401355,-2.222502340992581,-0.9708276309155082,0.0
2019-11-27,1.0,-0.0,-0.18750449349342152,-2.824502120928895,-2.1990797325472715,-0.9785750233661659,0.0
2019-11-29,1.0,-0.0,-0.16117594918008568,-2.9632885211995865,-2.299748855074605,-0.9623282611907225,0.0
2019-12-02,1.0,-0.0,-0.19089474870407933,-3.0655848546315076,-2.298324693862219,-0.9577792802944932,0.0
2019-12-03,1.0,-0.0,-0.17412378821774796,-3.0382550335570473,-2.2819537658463833,-0.9627889634601045,0.0
2019-12-04,1.0,-0.0,-0.226697438951757,-3.0160810005955927,-2.2545413936867185,-0.9475134008338296,0.0
2019-12-05,1.0,-0.0,-0.20152062631737425,-3.0776874435411017,-2.22485697079193,-1.0237880156579344,0.0
2019-12-06,1.0,-0.0,-0.2550762393686308,-3.1256608688989354,-2.277756493755268,-1.0038311240517968,0.0
2019-12-09,1.0,-0.0,-0.14706344221105527,-3.2457600502512562,-2.3768844221105527,-1.0820508793969847,0.0
2019-12-10,1.0,-0.0,-0.11927092549991153,-3.8537427004070075,-2.7981773137497785,-1.0768005662714564,0.0
2019-12-11,1.0,-0.0,-0.11348523805301888,-3.865058959127582,-2.805833850518663,-1.0816561751928362,0.0
2019-12-12,1.0,-0.0,-0.10795958163446197,-3.8630561957099805,-2.8083673107605036,-1.0843822017372806,0.0
2019-12-13,1.0,-0.0,-0.11401655220989611,-3.9226096143687266,-2.7513646768797324,-1.0163761225567882,0.0
2019-12-16,1.0,-0.0,-0.11252411857568848,-3.889843887037362,-2.7386423434485176,-1.029380810384143,0.0
