Date,IWF,IWM,MTUM,PRGS,SPY,VLUE,VXX
2018-09-24,-0.6730332829046898,-1.2300491679273828,-0.3466811649016642,1.0,-0.8125,-0.665374432677761,0.0
2018-09-25,-0.6742900344941642,-1.2279922506260927,-0.34919434862732124,1.0,-0.8108018711902848,-0.6629022350328403,0.0
2018-09-26,-0.6758698940998487,-1.230143721633888,-0.3521180030257186,1.0,-0.8105616490166414,-0.6589447806354009,0.0
2018-09-27,-0.6761342155009452,-1.2283081285444233,-0.3526465028355388,1.0,-0.8101606805293006,-0.6586483931947069,0.0
2018-09-28,-0.6806344696969696,-1.2280776515151515,-0.35265151515151516,1.0,-0.8126420454545454,-0.6608428030303031,0.0
2018-10-01,-0.8589823941655746,-1.4917098740812489,-0.3735969460429605,1.0,-1.0752093897783601,-0.8981824397470229,0.0
2018-10-02,-0.8619726339794754,-1.47212086659065,-0.38118586088939566,1.0,-1.0811858608893956,-0.9048460661345495,0.0
2018-10-03,-0.8635377412355831,-1.4786456549046476,-0.38260819915496175,1.0,-1.0811921891058582,-0.9036770583533174,0.0
2018-10-04,-0.8637479308179691,-1.4769107825789143,-0.3832981334551059,1.0,-1.0811690164963752,-0.9029624978594668,0.0
2018-10-05,-0.8430802553579572,-1.4701322389420883,-0.35835613315093473,1.0,-1.1022571819425444,-0.9261285909712722,0.0
2018-10-08,-0.8403184532271823,-1.4655672448109183,-0.3553028148990617,1.0,-1.1020187659937446,-0.9234006255331247,0.0
2018-10-09,-0.8400909866363377,-1.466022177992607,-0.35427921524026157,1.0,-1.1024736991754336,-0.9237418254193915,0.0
2018-10-10,-0.8412346521145977,-1.4644156434743067,-0.3556730331969077,1.0,-1.1028308321964528,-0.9202478399272397,0.0
2018-10-11,-0.7584990908590005,-1.473800209377927,-0.23367678659981267,1.0,-1.0905284037688028,-0.9534409609344867,0.0
2018-10-12,-0.7765685367579039,-1.4676497796158243,-0.22609783969091798,1.0,-1.0589323611035535,-0.9124449039560321,0.0
2018-10-15,-0.7506116457347903,-1.5174251073778067,-0.18512477572989722,1.0,-1.0621975751644646,-0.9214918719077909,0.0
2018-10-16,-0.7486136783733826,-1.5247906926171577,-0.17956942481243882,1.0,-1.0622485593128195,-0.9213330433837121,0.0
2018-10-17,-0.7200234379161562,-1.4609279284078196,-0.15133436318116444,1.0,-1.0579023065040216,-0.936611090395781,0.0
2018-10-18,-0.7186534569084906,-1.4587727708533078,-0.15233834025780335,1.0,-1.0599232981783318,-0.9367742622776181,0.0
2018-10-19,-0.7006282003906457,-1.443488359816291,-0.13255556142110544,1.0,-1.0661458058385684,-0.9361241619595629,0.0
2018-10-22,-0.702738352767372,-1.4357093863768269,-0.126523505513639,1.0,-1.0708067324434125,-0.940378831847201,0.0
2018-10-23,-0.7068947312849752,-1.4358568261007285,-0.1346214760848907,1.0,-1.0647766867279063,-0.9371238517579981,0.0
2018-10-24,-0.7081751054852321,-1.4325949367088606,-0.125,1.0,-1.0678270042194093,-0.9406645569620254,0.0
2018-10-25,-0.6527791839627418,-1.3501569302419765,-0.1122810570011137,1.0,-1.066619418851878,-0.8804799028044953,0.0
2018-10-26,-0.6326152304609218,-1.3354709418837676,-0.081062124248497,1.0,-1.0870741482965933,-0.8738476953907816,0.0
2018-10-29,-0.6077480629842539,-1.3635091227193201,-0.05343664083979005,1.0,-1.0817795551112221,-0.892226943264184,0.0
2018-10-30,-0.5981808186316159,-1.3650857114298567,-0.04657903943225549,1.0,-1.0842121045529511,-0.9037433155080213,0.0
2018-10-31,-0.6032398692162885,-1.3297334786485682,-0.048994352521549586,1.0,-1.0787179233131874,-0.8932923808580204,0.0
2018-11-01,-0.6011981384295475,-1.3313199326666005,-0.04713337954252897,1.0,-1.078324586592732,-0.8930092088325577,0.0
2018-11-02,-0.6162636063635917,-1.2850317687041326,-0.03536423188691327,1.0,-1.0994434320051225,-0.8892281928778999,0.0
2018-11-05,-0.6109825166215218,-1.3010096035459247,-0.034819010096035455,1.0,-1.1007633587786259,-0.8773208569317902,0.0
2018-11-06,-0.6130858605750296,-1.30184127609295,-0.03441315478534856,1.0,-1.0989070500196927,-0.874950768018905,0.0
2018-11-07,-0.609971972267296,-1.3003884545409843,-0.03889462555932537,1.0,-1.0952451197325073,-0.8726950877710576,0.0
2018-11-08,-0.5833495523550019,-1.3038147138964575,-0.011337096146360451,1.0,-1.0865122615803815,-0.880741533670689,0.0
2018-11-09,-0.5825266332636084,-1.303108430218417,-0.012355888505132072,1.0,-1.086345283844919,-0.8801867976844869,0.0
2018-11-12,-0.5824415282552903,-1.2772262844414315,-0.010168999079947701,1.0,-1.0968960340903589,-0.875696092198925,0.0
2018-11-13,-0.5498585064031848,-1.2739220106479927,-0.0,1.0,-1.1032183797784065,-0.8693942155499065,0.0
2018-11-14,-0.5513767629281396,-1.273097956442483,-0.0,1.0,-1.103664971697208,-0.8689916530749304,0.0
2018-11-15,-0.5505246514302141,-1.2754539792055961,-0.0,1.0,-1.1089070959704854,-0.8564515356235924,0.0
2018-11-16,-0.5474166746251552,-1.2652086715690956,-0.0,1.0,-1.104717791996944,-0.8577499761245345,0.0
2018-11-19,-0.5483408928145141,-1.2647409883026977,-0.0,1.0,-1.1039866316543328,-0.8573406540940559,0.0
2018-11-20,-0.49244183291475147,-1.2527128844240154,-0.0,1.0,-1.1097474292754586,-0.8837606027579017,0.0
2018-11-21,-0.5056243234338965,-1.2486468677931002,-0.0,1.0,-1.1126747305501954,-0.8396008848307996,0.0
2018-11-23,-0.506020129809049,-1.245038096133948,-0.0,1.0,-1.1128774339196688,-0.8392907534568714,0.0
2018-11-26,-0.5047972909415859,-1.2524691938669927,-0.0,1.0,-1.1099144012792777,-0.8360925594958142,0.0
2018-11-27,-0.4901061888946064,-1.2578472189736634,-0.0,1.0,-1.1025868924545073,-0.8273845722037705,0.0
2018-11-28,-0.49057398138185904,-1.2571923094915096,-0.0,1.0,-1.102540113205782,-0.8275716891986715,0.0
2018-11-29,-0.4525927633095183,-1.235492048859184,-0.0,1.0,-1.0924176077437198,-0.8288084812168702,0.0
2018-11-30,-0.45406254330454066,-1.2400110859624003,-0.0,1.0,-1.0992655549909927,-0.8258118157882581,0.0
2018-12-03,-0.45175134985463106,-1.2399741566292861,-0.0,1.0,-1.0984355530942822,-0.8247265679080715,0.0
2018-12-04,-0.4362889832072338,-1.2536445838715629,-0.0,1.0,-1.0972965491788154,-0.8262133234914191,0.0
2018-12-06,-0.4257412459192344,-1.1626492554000267,-0.0,1.0,-1.1020079602880015,-0.7816734493090649,0.0
2018-12-07,-0.4336497134670487,-1.1633237822349571,-0.0,1.0,-1.103510028653295,-0.7765938395415473,0.0
2018-12-10,-0.397125165855816,-1.1693056169836356,-0.0,1.0,-1.1047324192835029,-0.7516143299425033,0.0
2018-12-11,-0.4129481100722293,-1.1663047813178533,-0.0,1.0,-1.1120662914875703,-0.7399299862631274,0.0
2018-12-12,-0.413328606876994,-1.1660758596242469,-0.0,1.0,-1.1118840836582773,-0.7397642679900744,0.0
2018-12-13,-0.4138312954102428,-1.165337586390218,-0.0,1.0,-1.1115098351940458,-0.7396331738437001,0.0
2018-12-14,-0.4196262509963688,-1.148968204764857,-0.0,1.0,-1.1199628022318662,-0.7397927552918253,0.0
2018-12-17,-0.3994007226579713,-1.1476161099850182,-0.0,1.0,-1.1041685026879353,-0.7553097735084163,0.0
2018-12-18,-0.3846792156177665,-1.131851334235926,-0.0,1.0,-1.0973489976852862,-0.7535048259597327,0.0
2018-12-19,-0.3902993227004588,-1.1309154467992133,-0.0,1.0,-1.0953899934454885,-0.7531133930522176,0.0
2018-12-20,-0.3869818371426088,-1.110758668636482,-0.0,1.0,-1.1021552098722516,-0.7452854784044495,0.0
2018-12-21,-0.3810161582994902,-1.1125032403007,-0.0,1.0,-1.1070595351248598,-0.7198219994815519,0.0
2018-12-24,-0.3657679283295469,-1.0934887907754296,-0.0,1.0,-1.0997470958892366,-0.7275065369282867,0.0
2018-12-26,-0.36739566014409347,-1.1194526154239672,-0.0,1.0,-1.067314660868824,-0.7089994457944324,0.0
2018-12-27,-0.30666449405246865,-1.06929281407854,-0.0,1.0,-0.9809353104122535,-0.7167590027700831,0.0
2018-12-28,-0.30772994129158515,-1.0689008480104372,-0.0,1.0,-0.9819797782126549,-0.7183219178082192,0.0
2018-12-31,-0.30738807795808526,-1.0698850199787981,-0.0,1.0,-0.9818152165049334,-0.7182174019407975,0.0
2019-01-02,-0.30488251822290996,-1.0689823675530399,-0.0,1.0,-0.9798428146760597,-0.7184509508490451,0.0
2019-01-03,-0.3138252411379268,-1.0656057954499205,-0.0,1.0,-0.9859590574254202,-0.7044076350168899,0.0
