Date,IWF,IWM,MTUM,SLM,SPY,VLUE,VXX
2018-09-24,-0.11555619513599079,-0.6524104187652899,-0.016750611598791192,1.0,-0.48429989926608147,-0.6090948337890345,0.0
2018-09-25,-0.11556284719224015,-0.6524479751316812,-0.016722793080620555,1.0,-0.4843853438102639,-0.6091586794462194,0.0
2018-09-26,-0.11506185656198632,-0.6528823139256567,-0.013178764022262595,1.0,-0.48695100498889754,-0.6157395391758225,0.0
2018-09-27,-0.11475646352723916,-0.6547206832871653,-0.012840489381348108,1.0,-0.4872172206832872,-0.6159972299168975,0.0
2018-09-28,-0.11211902354470604,-0.6587317636862632,-0.013520150223891376,1.0,-0.48788097645529394,-0.6166979633107034,0.0
2018-10-01,-0.11840423059042306,-0.6602452347745233,-0.012232682473268247,1.0,-0.4945374244537424,-0.6202057182705718,0.0
2018-10-02,-0.11886913063691307,-0.6590248721524872,-0.013017201301720129,1.0,-0.4945955369595537,-0.6201476057647606,0.0
2018-10-03,-0.1186721268624205,-0.6538874851151578,-0.012430658418285846,1.0,-0.4962678981150707,-0.6231303186082309,0.0
2018-10-04,-0.11871005229517723,-0.6545322486926205,-0.012725159790819292,1.0,-0.4958163858221964,-0.6234747239976758,0.0
2018-10-05,-0.11311508684431816,-0.6546524777452373,-0.007423086960303883,1.0,-0.49752080494099227,-0.6269608838112912,0.0
2018-10-08,-0.11262828317968342,-0.6547225604452949,-0.006870760132196904,1.0,-0.49768075607351997,-0.6271525482692641,0.0
2018-10-09,-0.11248006957530078,-0.6548775184809392,-0.0068125815335555884,1.0,-0.49763733874474564,-0.6271633570082621,0.0
2018-10-10,-0.11188446145815209,-0.6558784293254452,-0.005829128240821298,1.0,-0.49785395278696126,-0.628617829592251,0.0
2018-10-11,-0.05218597802695662,-0.6515743572318496,-0.0,1.0,-0.48252916525087786,-0.6452882546154718,0.0
2018-10-12,-0.0505843118571869,-0.6471148726284226,-0.0,1.0,-0.4700837934030211,-0.6346719726480398,0.0
2018-10-15,-0.016851565791321445,-0.6850723213031877,-0.0,1.0,-0.4669288021345317,-0.6397696952675186,0.0
2018-10-16,-0.012699839847152368,-0.6924784355595516,-0.0,1.0,-0.46590430164929336,-0.6386446011632154,0.0
2018-10-17,-0.002726387536514119,-0.6756155237167896,-0.0,1.0,-0.462484351091946,-0.6412296564195299,0.0
2018-10-18,-0.0020585862519820848,-0.6745208223217514,-0.0,1.0,-0.4637939188249367,-0.6414999860906334,0.0
2018-10-19,-0.0,-0.6671647573191655,-0.0,1.0,-0.4597376722563507,-0.6402955337871493,0.0
2018-10-22,-0.0,-0.6555071699997226,-0.0,1.0,-0.46942002052533766,-0.6487393559481873,0.0
2018-10-23,-0.0,-0.6559813654262104,-0.0,1.0,-0.4686096167711164,-0.6484110698241917,0.0
2018-10-24,-0.0,-0.6642254462420986,-0.0,1.0,-0.47071927821558857,-0.6497173567987525,0.0
2018-10-25,-0.0,-0.6498499160080412,-0.0,1.0,-0.4645168396992812,-0.6394679591330928,0.0
2018-10-26,-0.0,-0.6438461327557371,-0.0,1.0,-0.4633564554602035,-0.6345241685630466,0.0
2018-10-29,-0.0,-0.6447170687723709,-0.0,1.0,-0.45301784201754147,-0.6345801797863331,0.0
2018-10-30,-0.0,-0.6432181395984156,-0.0,1.0,-0.45075809315667265,-0.6378909984974731,0.0
2018-10-31,-0.0,-0.6337085984663077,-0.0,1.0,-0.4499102626855931,-0.6356665035079132,0.0
2018-11-01,-0.0,-0.6374354794892693,-0.0,1.0,-0.4459657701711492,-0.6332518337408314,0.0
2018-11-02,-0.0,-0.6296737834615801,-0.0,1.0,-0.44808713558036195,-0.6316787688306058,0.0
2018-11-05,-0.0,-0.6228332337118948,-0.0,1.0,-0.4511764386241374,-0.6429114818236157,0.0
2018-11-06,-0.0,-0.6241375563644266,-0.0,1.0,-0.4507252675612538,-0.6414950833921877,0.0
2018-11-07,-0.0,-0.6243585914804659,-0.0,1.0,-0.44946108109575655,-0.6411370238644694,0.0
2018-11-08,-0.0,-0.6217553536664503,-0.0,1.0,-0.4419208306294614,-0.6401957603287909,0.0
2018-11-09,-0.0,-0.625298718227243,-0.0,1.0,-0.44813165326960674,-0.6421627199652401,0.0
2018-11-12,-0.0,-0.6153429700611769,-0.0,1.0,-0.45124790211683175,-0.6403551513182827,0.0
2018-11-13,-0.0,-0.6084209394240851,-0.0,1.0,-0.44451912994380666,-0.6357379076707983,0.0
2018-11-14,-0.0,-0.6088045234248788,-0.0,1.0,-0.44714593430263866,-0.6365643511039311,0.0
2018-11-15,-0.0,-0.6100381946312335,-0.0,1.0,-0.4499973102372371,-0.6297272580558395,0.0
2018-11-16,-0.0,-0.6058758761446948,-0.0,1.0,-0.44872035878293093,-0.6309047452802321,0.0
2018-11-19,-0.0,-0.6129233101432013,-0.0,1.0,-0.45580790991039766,-0.638261010801007,0.0
2018-11-20,-0.0,-0.6017188889188243,-0.0,1.0,-0.44718053722014167,-0.6452838322062667,0.0
2018-11-21,-0.0,-0.602816597420817,-0.0,1.0,-0.44636594183348627,-0.648707710570334,0.0
2018-11-23,-0.0,-0.6106769072666793,-0.0,1.0,-0.444762960759391,-0.648916894285637,0.0
2018-11-26,-0.0,-0.6123442104409419,-0.0,1.0,-0.4434831977074265,-0.6476790397145097,0.0
2018-11-27,-0.0,-0.6118919793886746,-0.0,1.0,-0.4402568322227318,-0.6456686540588663,0.0
2018-11-28,-0.0,-0.6202295746117488,-0.0,1.0,-0.4369750168804861,-0.643673193787981,0.0
2018-11-29,-0.0,-0.6084556853499089,-0.0,1.0,-0.428357089272318,-0.6424552566713106,0.0
2018-11-30,-0.0,-0.6087329225823734,-0.0,1.0,-0.42906509509777657,-0.641012590409858,0.0
2018-12-03,-0.0,-0.6088143943450788,-0.0,1.0,-0.42840312734282965,-0.6403020242047767,0.0
2018-12-04,-0.0,-0.6088258892752073,-0.0,1.0,-0.42621021663546405,-0.6394757956672907,0.0
2018-12-06,-0.0,-0.5933769224660508,-0.0,1.0,-0.4201233554808481,-0.6336395161076845,0.0
2018-12-07,-0.0,-0.5935787829861571,-0.0,1.0,-0.42050236891559256,-0.632751912336889,0.0
2018-12-10,-0.0,-0.592055767460213,-0.0,1.0,-0.4138629488359858,-0.6246218597921873,0.0
2018-12-11,-0.0,-0.5961299860088171,-0.0,1.0,-0.4069850320741269,-0.6367308149204087,0.0
2018-12-12,-0.0,-0.5977041895895048,-0.0,1.0,-0.4067128650021159,-0.6404993652137113,0.0
2018-12-13,-0.0,-0.5964838070059485,-0.0,1.0,-0.4075611368142763,-0.6396827495042962,0.0
2018-12-14,-0.0,-0.618882886718646,-0.0,1.0,-0.3999840336358072,-0.6421937784400862,0.0
2018-12-17,-0.0,-0.6199925420839548,-0.0,1.0,-0.4018218623481781,-0.6417270402727466,0.0
2018-12-18,-0.0,-0.6197258085984294,-0.0,1.0,-0.400079861573273,-0.6422467722614136,0.0
2018-12-19,-0.0,-0.6201560710576077,-0.0,1.0,-0.4008309585319732,-0.6423415985298425,0.0
2018-12-20,-0.0,-0.6222062196618126,-0.0,1.0,-0.40153091161252463,-0.6433562703365872,0.0
2018-12-21,-0.0,-0.6249933542453081,-0.0,1.0,-0.40539103620607153,-0.6278909032909776,0.0
2018-12-24,-0.0,-0.6036767623330248,-0.0,1.0,-0.39563549795000663,-0.6458404972887184,0.0
2018-12-26,-0.0,-0.6136124829252916,-0.0,1.0,-0.37627403593569403,-0.6369916990648313,0.0
2018-12-27,-0.0,-0.5923691170051609,-0.0,1.0,-0.33940996739158347,-0.6358384471204458,0.0
2018-12-28,-0.0,-0.5965957228312495,-0.0,1.0,-0.33765500243896174,-0.633051783009422,0.0
2018-12-31,-0.0,-0.5962516046213093,-0.0,1.0,-0.3379717586649551,-0.6331707317073171,0.0
2019-01-02,-0.0,-0.5956687963461883,-0.0,1.0,-0.3354630128550535,-0.6347471326302825,0.0
2019-01-03,-0.0,-0.5985939069300301,-0.0,1.0,-0.3280368777523113,-0.6486312482295074,0.0
2019-01-04,-0.0,-0.60601781725758,-0.0,1.0,-0.30489589484223767,-0.6563887961798156,0.0
2019-01-07,-0.0,-0.5953646933116239,-0.0,1.0,-0.29961584450606765,-0.6490955809397817,0.0
2019-01-08,-0.0,-0.5844086567770779,-0.0,1.0,-0.3082960780329202,-0.6474293842714895,0.0
2019-01-09,-0.0,-0.5739918280333985,-0.0,1.0,-0.308986625383854,-0.6548993731441769,0.0
2019-01-10,-0.0,-0.5805736137667303,-0.0,1.0,-0.30903760356915233,-0.6598087954110898,0.0
2019-01-11,-0.0,-0.575485418314495,-0.0,1.0,-0.31097389840022455,-0.6650167121679892,0.0
2019-01-14,-0.0,-0.5790024772071405,-0.0,1.0,-0.32127078172485124,-0.6535740736011441,0.0
2019-01-15,-0.0,-0.5757250816993464,-0.0,1.0,-0.32289113562091504,-0.6545138888888888,0.0
2019-01-16,-0.0,-0.5747454902661189,-0.0,1.0,-0.3144694205597938,-0.6622611180567959,0.0
2019-01-17,-0.0,-0.572331693390094,-0.0,1.0,-0.31267684621071146,-0.6641260292130821,0.0
2019-01-18,-0.0,-0.5701902424056459,-0.0,1.0,-0.31967883808939346,-0.6671525007671064,0.0
2019-01-22,-0.0,-0.5926630159213061,-0.0,1.0,-0.15781867964709462,-0.784758138119866,0.0
2019-01-23,-0.0,-0.5742898484502322,-0.0,1.0,-0.16073921762749727,-0.8034930063716904,0.0
2019-01-24,-0.0,-0.5639957319241908,-0.0,1.0,-0.18009755601849498,-0.7964026218179969,0.0
2019-01-25,-0.0,-0.6429915065838225,-0.0,1.0,-0.0815139941857151,-1.125662657470216,0.0
2019-01-28,-0.0,-0.6354846092230233,-0.0,1.0,-0.10024030209406111,-1.1250429110882252,0.0
2019-01-29,-0.0,-0.6362309717294266,-0.0,1.0,-0.10057800160238067,-1.1245850978596772,0.0
2019-01-30,-0.0,-0.6368659109126302,-0.0,1.0,-0.10053818848047634,-1.1253292110385893,0.0
2019-01-31,-0.0,-0.6460268317853458,-0.0,1.0,-0.07932003210640982,-1.141296869625043,0.0
2019-02-01,-0.0,-0.6446105202644438,-0.0,1.0,-0.08203506754814602,-1.1477436044840472,0.0
2019-02-04,-0.0,-0.639908125179443,-0.0,1.0,-0.08504163077806488,-1.146138386448464,0.0
2019-02-05,-0.0,-0.6257573582196698,-0.0,1.0,-0.08321608040201005,-1.162526920315865,0.0
2019-02-06,-0.0,-0.6275455981617118,-0.0,1.0,-0.0878069797501077,-1.156972569294844,0.0
2019-02-07,-0.0,-0.6225861225429533,-0.0,1.0,-0.08069761418251935,-1.1746913402595907,0.0
2019-02-08,-0.0,-0.6212523062730627,-0.0,1.0,-0.09346171586715867,-1.1681273062730626,0.0
2019-02-11,-0.0,-0.6164870409431072,-0.0,1.0,-0.0890519806986622,-1.1839116992689762,0.0
2019-02-12,-0.0,-0.6226513418835588,-0.0,1.0,-0.09672563041023712,-1.1757042355461627,0.0
2019-02-13,-0.0,-0.6338938822847202,-0.0,1.0,-0.09718759060597275,-1.1683096549724559,0.0
2019-02-14,-0.0,-0.600907689174643,-0.0,1.0,-0.12515637273441366,-1.1831961132284061,0.0
2019-02-15,-0.0,-0.611969842517393,-0.0,1.0,-0.12028061595784939,-1.1787034611242104,0.0
2019-02-19,-0.0,-0.5997091755125782,-0.0,1.0,-0.13191798749454703,-1.1765886287625418,0.0
2019-02-20,-0.0,-0.6182926829268293,-0.0,1.0,-0.11544715447154472,-1.1698606271777003,0.0
2019-02-21,-0.0,-0.6236246988126688,-0.0,1.0,-0.11495921270357362,-1.164426510291172,0.0
2019-02-22,-0.0,-0.6145346982571122,-0.0,1.0,-0.12533712264014152,-1.1601078792448452,0.0
2019-02-25,-0.0,-0.6101051655705885,-0.0,1.0,-0.12396789987542371,-1.1630211200278124,0.0
2019-02-26,-0.0,-0.6082976011125275,-0.0,1.0,-0.12681075443272685,-1.1621277088886313,0.0
2019-02-27,-0.0,-0.6218565572579005,-0.0,1.0,-0.13070907346570923,-1.1546646509870047,0.0
2019-02-28,-0.0,-0.6223549191257464,-0.0,1.0,-0.12997854948112933,-1.1463852976984172,0.0
2019-03-01,-0.0,-0.6275736252280427,-0.0,1.0,-0.12622708713404568,-1.1420090927518605,0.0
2019-03-04,-0.0,-0.6248192492336168,-0.0,1.0,-0.13245416160564522,-1.1347388512927294,0.0
2019-03-05,-0.0,-0.6109709779362732,-0.0,1.0,-0.158041228146473,-1.1302948595285727,0.0
2019-03-06,-0.0,-0.6097256857855362,-0.0,1.0,-0.15180073073131126,-1.138172011830888,0.0
2019-03-07,-0.0,-0.5917339584961362,-0.0,1.0,-0.16054528088912043,-1.1419929958611907,0.0
2019-03-08,-0.0,-0.5878386234158819,-0.0,1.0,-0.15245320311591673,-1.166346936402744,0.0
2019-03-11,-0.0,-0.5873469387755101,-0.0,1.0,-0.1606413994169096,-1.1674635568513119,0.0
2019-03-12,-0.0,-0.565999002903311,-0.0,1.0,-0.17182322062230565,-1.1948150972169271,0.0
2019-03-13,-0.0,-0.5779435174812806,-0.0,1.0,-0.1833913094746772,-1.1866045634101763,0.0
2019-03-14,-0.0,-0.5740659082223595,-0.0,1.0,-0.18625981127083518,-1.1793515007202282,0.0
2019-03-15,-0.0,-0.5726734771984573,-0.0,1.0,-0.18809432684664526,-1.1832661112256013,0.0
2019-03-18,-0.0,-0.5836843666567784,-0.0,1.0,-0.20020765351527733,-1.182586769504598,0.0
2019-03-19,-0.0,-0.585820451843044,-0.0,1.0,-0.20124851367419738,-1.1855826397146256,0.0
2019-03-20,-0.0,-0.5988778129290276,-0.0,1.0,-0.20097892914701843,-1.18468334029726,0.0
2019-03-21,-0.0,-0.5975853331345953,-0.0,1.0,-0.21413027276792368,-1.1693247875987478,0.0
2019-03-22,-0.0,-0.5928213739542415,-0.0,1.0,-0.24966265855048128,-1.1561066298839546,0.0
2019-03-25,-0.0,-0.580534408120615,-0.0,1.0,-0.25129123749813403,-1.153724436483057,0.0
2019-03-26,-0.0,-0.5860447001018635,-0.0,1.0,-0.2356941698124513,-1.1742465096770327,0.0
2019-03-27,-0.0,-0.585616028708134,-0.0,1.0,-0.234688995215311,-1.1701255980861245,0.0
2019-03-28,-0.0,-0.5843335628124159,-0.0,1.0,-0.23119518692567873,-1.1776766739501332,0.0
2019-03-29,-0.0,-0.5804472116622266,-0.0,1.0,-0.23078995420121534,-1.1821474541263808,0.0
2019-04-01,-0.0,-0.5882423300041864,-0.0,1.0,-0.23410681179355303,-1.1679026374020691,0.0
2019-04-02,-0.0,-0.5962601188875944,-0.0,1.0,-0.24727424799115813,-1.1435911222630464,0.0
2019-04-03,-0.0,-0.597892600220889,-0.0,1.0,-0.24235097459777322,-1.1447717978567806,0.0
2019-04-04,-0.0,-0.5958818263205014,-0.0,1.0,-0.22539540435690839,-1.1629065950462547,0.0
2019-04-05,-0.0,-0.5867125542421069,-0.0,1.0,-0.22639533143797694,-1.179590004489002,0.0
2019-04-08,-0.0,-0.5782760995179785,-0.0,1.0,-0.23412472680458674,-1.1815215113319961,0.0
