Date,GBX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.41918314544446494,-0.9490667159489927,-0.1284790242099427,-0.6399556459064867,-0.5594899279245981,0.0
2018-09-25,1.0,-0.4190018484288354,-0.949426987060998,-0.12809611829944548,-0.6402957486136783,-0.5600369685767098,0.0
2018-09-26,1.0,-0.4193190639902407,-0.9498354959151234,-0.12890466156519167,-0.6400133081956305,-0.5586484787993051,0.0
2018-09-27,1.0,-0.42253417066863685,-0.941558921315109,-0.13132619135574436,-0.6402290358330255,-0.5585149612116734,0.0
2018-09-28,1.0,-0.421875,-0.9417479314420804,-0.13175975177304963,-0.6399970449172576,-0.5584736997635933,0.0
2018-10-01,1.0,-0.4227714359599542,-0.940744024529905,-0.131774354427574,-0.6404743433447856,-0.5584986515940744,0.0
2018-10-02,1.0,-0.4233056325023084,-0.9351431209602956,-0.1339612188365651,-0.6413665743305633,-0.5596675900277008,0.0
2018-10-03,1.0,-0.4229789119917273,-0.924991690364516,-0.13240019204490897,-0.6457510063891864,-0.5670125937142224,0.0
2018-10-04,1.0,-0.42207503885147635,-0.9301783467771776,-0.13253903648338636,-0.6445644934507511,-0.5707836897802117,0.0
2018-10-05,1.0,-0.4061680517082179,-0.9243582640812558,-0.11549399815327793,-0.6595752539242844,-0.587848568790397,0.0
2018-10-08,1.0,-0.40416743499907803,-0.9211137746634704,-0.11082426701087959,-0.6642448829061405,-0.5876452148257423,0.0
2018-10-09,1.0,-0.40137444279346207,-0.9313150074294205,-0.09290490341753344,-0.6811664190193165,-0.6079123328380386,0.0
2018-10-10,1.0,-0.40594759565282124,-0.9309215423552182,-0.09665773410748847,-0.6852761649545929,-0.6031710585082627,0.0
2018-10-11,1.0,-0.38061146217627934,-0.9269094495379332,-0.06556598604668153,-0.6761880410563612,-0.6034627607115461,0.0
2018-10-12,1.0,-0.38958649058237715,-0.9214115609439272,-0.0619542469509995,-0.6564552211878474,-0.5789131846720069,0.0
2018-10-15,1.0,-0.37078449053201085,-0.9572227231740307,-0.03339945897204689,-0.6593327321911632,-0.5861136158701533,0.0
2018-10-16,1.0,-0.3705186467575561,-0.958089879535454,-0.03278511144773859,-0.6592728846570006,-0.5860564091466494,0.0
2018-10-17,1.0,-0.35466685608751247,-0.9212601221764456,-0.016834777667282287,-0.6596817729791163,-0.5991618127574939,0.0
2018-10-18,1.0,-0.3574428703637787,-0.9270662774969745,-0.014344699935929378,-0.6594290595856767,-0.6011959849078095,0.0
2018-10-19,1.0,-0.35581577448747154,-0.9319120159453304,-0.007723519362186789,-0.6620159453302962,-0.6017582574031891,0.0
2018-10-22,1.0,-0.35509389587713364,-0.9363931154901473,-0.012863913337846988,-0.6592666500374159,-0.5997933221679792,0.0
2018-10-23,1.0,-0.3706672443674177,-0.9508232235701908,-0.02859618717504333,-0.6567013287117273,-0.603841709994223,0.0
2018-10-24,1.0,-0.37030753681778805,-0.9516676292232168,-0.02591683511406295,-0.6574501876985273,-0.6042087785157378,0.0
2018-10-25,1.0,-0.34783068037751796,-0.9180166220594451,-0.02370052120016904,-0.653789266093816,-0.5782504578109594,0.0
2018-10-26,1.0,-0.3303013275268666,-0.9154667415888179,-0.0,-0.6851162464002248,-0.581091522090328,0.0
2018-10-29,1.0,-0.37210410557184753,-0.9429618768328447,-0.0,-0.745234604105572,-0.6053885630498533,0.0
2018-10-30,1.0,-0.3872498528546203,-0.9464022954679222,-0.0,-0.7481238964096526,-0.5968952324896997,0.0
2018-10-31,1.0,-0.3908755524710523,-0.9254483690689264,-0.001241918398655806,-0.7445300799941557,-0.5906052525842861,0.0
2018-11-01,1.0,-0.36109484777517564,-0.9544789227166276,-0.0,-0.7480605971896955,-0.5956162177985947,0.0
2018-11-02,1.0,-0.36166867756206356,-0.9516653870059597,-0.0,-0.7480165259039889,-0.5948228583964024,0.0
2018-11-05,1.0,-0.3598421168043272,-0.9561435567575471,-0.0,-0.7480447335721073,-0.5906366493677363,0.0
2018-11-06,1.0,-0.35021595481560774,-0.9566244601129609,-0.0,-0.7689468049761896,-0.6157111742773819,0.0
2018-11-07,1.0,-0.34925031390796957,-0.95889652116109,-0.0,-0.7681881970603441,-0.6166999039810916,0.0
2018-11-08,1.0,-0.32793670561517896,-0.9579136295373796,-0.0,-0.7588733013442732,-0.6182191128530091,0.0
2018-11-09,1.0,-0.3310418351591795,-0.9618778031027131,-0.0,-0.7607528858172194,-0.6225645173149034,0.0
2018-11-12,1.0,-0.3303696083474172,-0.9607980013226542,-0.0,-0.7610037475200236,-0.621867881548975,0.0
2018-11-13,1.0,-0.3133255491498212,-0.9586586878785667,-0.0,-0.7608917755236079,-0.6159600087572064,0.0
2018-11-14,1.0,-0.3127304589098609,-0.959804315286043,-0.0,-0.7614544923515024,-0.6168084407287066,0.0
2018-11-15,1.0,-0.31202829328763626,-0.9613154920333977,-0.0,-0.7650490392678746,-0.6076858570022241,0.0
2018-11-16,1.0,-0.3124931646677117,-0.9605191207028544,-0.0,-0.7646458386497028,-0.6078888848383216,0.0
2018-11-19,1.0,-0.31125779512052804,-0.9613434958608366,-0.0,-0.7657634659567485,-0.6084752561905109,0.0
2018-11-20,1.0,-0.31134314190792595,-0.9652440582673142,-0.0,-0.7676974188602096,-0.6065495965828193,0.0
2018-11-21,1.0,-0.30983761741789845,-0.9646107915240661,-0.0,-0.7668025922959294,-0.5996140683026286,0.0
2018-11-23,1.0,-0.30972515856236793,-0.9694539622366407,-0.0,-0.7659109134650435,-0.600058321790479,0.0
2018-11-26,1.0,-0.30952294179817047,-0.9701155289915812,-0.0,-0.7653704581070738,-0.5994751995335106,0.0
2018-11-27,1.0,-0.30576559546313803,-0.9704449614657555,-0.0,-0.762796277446561,-0.5962992583975572,0.0
2018-11-28,1.0,-0.3051636363636363,-0.9747636363636364,-0.0,-0.7609454545454545,-0.595490909090909,0.0
2018-11-29,1.0,-0.2800158404435324,-0.9629189617309284,-0.0,-0.7575692119379343,-0.5995967887100838,0.0
2018-11-30,1.0,-0.28076812220781094,-0.9648364317625018,-0.0,-0.7610966998126532,-0.5960873324686555,0.0
2018-12-03,1.0,-0.28473556385253923,-0.9697321202015441,-0.0,-0.7678979229347156,-0.6025301772574039,0.0
2018-12-04,1.0,-0.2679624372133654,-0.9901725267525662,-0.0,-0.7719662226104681,-0.6097037198806144,0.0
2018-12-06,1.0,-0.26192005710206995,-0.9530692362598144,-0.0,-0.7673804425410421,-0.5865453247680228,0.0
2018-12-07,1.0,-0.263961745708882,-0.952931520536702,-0.0,-0.7672982906897905,-0.5843414338222175,0.0
2018-12-10,1.0,-0.24677807675966573,-0.9555303781334088,-0.0,-0.766605296700184,-0.5716612377850162,0.0
2018-12-11,1.0,-0.23759883700315568,-0.9601815409708186,-0.0,-0.7654504839910647,-0.5824557671169733,0.0
2018-12-12,1.0,-0.23766975144488178,-0.9601106265290927,-0.0,-0.7653086551076127,-0.5826685104421515,0.0
2018-12-13,1.0,-0.23765322752072557,-0.9572380075108056,-0.0,-0.7667398852122157,-0.5812017289024304,0.0
2018-12-14,1.0,-0.23161083392729864,-0.9832501781895936,-0.0,-0.7617248752672844,-0.5872059871703492,0.0
2018-12-17,1.0,-0.21764141898370085,-0.9834167820745001,-0.0,-0.7509676502965092,-0.5989844110649479,0.0
2018-12-18,1.0,-0.206853956377497,-0.9746594197783582,-0.0,-0.7477588762617351,-0.6000211759723301,0.0
2018-12-19,1.0,-0.21293876686206653,-0.973479765520164,-0.0,-0.7454975633872448,-0.5994067377639665,0.0
2018-12-20,1.0,-0.2117121867200956,-0.9611234138282541,-0.0,-0.7481809553938626,-0.5940103342824,0.0
2018-12-21,1.0,-0.20743099044886823,-0.9631249344015674,-0.0,-0.751425672602596,-0.5766014764020573,0.0
2018-12-24,1.0,-0.18903223562958585,-0.9453002747157215,-0.0,-0.7483743088639289,-0.5947073755955072,0.0
2018-12-26,1.0,-0.1903283664459161,-0.9566432119205297,-0.0,-0.7229235651214128,-0.579332229580574,0.0
2018-12-27,1.0,-0.16043639771091997,-0.9274790000334661,-0.0,-0.6730363776312707,-0.5856229711187712,0.0
2018-12-28,1.0,-0.15725752508361204,-0.9309030100334448,-0.0,-0.6726421404682275,-0.5836454849498328,0.0
2018-12-31,1.0,-0.16081714668452782,-0.9261219022103149,-0.0,-0.6751172136637642,-0.5869390488948426,0.0
2019-01-02,1.0,-0.15876999263869368,-0.9257846483303218,-0.0,-0.6737937495817439,-0.5877333868701063,0.0
2019-01-03,1.0,-0.15483568389668687,-0.9279756122072962,-0.0,-0.6718367893872902,-0.5953234397507622,0.0
2019-01-04,1.0,-0.14029641498097334,-0.9327391681687696,-0.0,-0.6667000467320915,-0.5982709126109887,0.0
2019-01-07,1.0,-0.13156419976924344,-0.916663919564859,-0.0,-0.6625020603263557,-0.585791989451129,0.0
2019-01-08,1.0,-0.13497861138532413,-0.9005264889766371,-0.0,-0.6723922342875945,-0.5826587693320171,0.0
2019-01-09,1.0,-0.13527301451469573,-0.9012605733469375,-0.0,-0.6724484086495738,-0.5823322252575454,0.0
2019-01-10,1.0,-0.13353447691368905,-0.9137907654756254,-0.0,-0.7313716184148077,-0.6113634822699844,0.0
2019-01-11,1.0,-0.134107027724049,-0.908174692049272,-0.0,-0.7336862465641861,-0.6174284841698056,0.0
2019-01-14,1.0,-0.13698211801431917,-0.9058057073054867,-0.0,-0.7312951715245495,-0.6190831665026636,0.0
2019-01-15,1.0,-0.13638832315003396,-0.9,-0.0,-0.7334351663272235,-0.6246096401900884,0.0
2019-01-16,1.0,-0.11637315564017132,-0.9049092268987557,-0.0,-0.7276806962670836,-0.6507445434147004,0.0
2019-01-17,1.0,-0.11113384484228474,-0.9144075021312873,-0.0,-0.7307757885763,-0.6537425404944586,0.0
2019-01-18,1.0,-0.11437605251400487,-0.9112279616455304,-0.0,-0.7355741141698456,-0.6756022957693233,0.0
2019-01-22,1.0,-0.0,-1.012184447323273,-0.0,-0.8515808270018558,-0.6375126921326284,0.0
2019-01-23,1.0,-0.0,-0.9822622650805941,-0.0,-0.8586612233406068,-0.6784683606672767,0.0
2019-01-24,1.0,-0.0,-0.984931699760597,-0.0,-0.8547739754964089,-0.6809252217997465,0.0
2019-01-25,1.0,-0.0,-0.9717265104278652,-0.0,-0.9218447645667598,-0.6898874793951122,0.0
2019-01-28,1.0,-0.0,-0.9532556053811659,-0.0,-0.9472286995515695,-0.6869596412556054,0.0
2019-01-29,1.0,-0.0,-0.9580556360475225,-0.0,-0.9390756302521008,-0.7250072442770212,0.0
2019-01-30,1.0,-0.0,-0.9595729279768367,-0.0,-0.9401013391241404,-0.719580166485704,0.0
2019-01-31,1.0,-0.0,-0.9641849359670066,-0.0,-0.9185659503653861,-0.7348961724911366,0.0
2019-02-01,1.0,-0.0,-0.9625955027700329,-0.0,-0.9186732809501393,-0.7396893217945467,0.0
2019-02-04,1.0,-0.0,-0.957929036929761,-0.0,-0.9168718320057929,-0.7458001448225924,0.0
2019-02-05,1.0,-0.0,-0.9441690487390093,-0.0,-0.9015088468357637,-0.7726960234468285,0.0
2019-02-06,1.0,-0.0,-0.926950046989084,-0.0,-0.8994433600809658,-0.7881153762741271,0.0
2019-02-07,1.0,-0.0,-0.9250677751671786,-0.0,-0.8981384420748237,-0.7915055123802639,0.0
2019-02-08,1.0,-0.0,-0.9162583033866927,-0.0,-0.906094595085121,-0.807542923518095,0.0
2019-02-11,1.0,-0.0,-0.8941660297703533,-0.0,-0.9047930996833715,-0.8404483750045492,0.0
2019-02-12,1.0,-0.0,-0.8985190048880135,-0.0,-0.9122346246443425,-0.8370175822572409,0.0
2019-02-13,1.0,-0.0,-0.912878649801334,-0.0,-0.9060620420661247,-0.8263040863193962,0.0
2019-02-14,1.0,-0.0,-0.8961209730440499,-0.0,-0.9224194608809992,-0.8340273212068082,0.0
2019-02-15,1.0,-0.0,-0.9366778719672612,-0.0,-0.9015273311897107,-0.8156971645717627,0.0
2019-02-19,1.0,-0.0,-0.9275584795321637,-0.0,-0.912061403508772,-0.8153874269005849,0.0
2019-02-20,1.0,-0.0,-0.9503502115861668,-0.0,-0.8923828980008757,-0.8053042463154824,0.0
2019-02-21,1.0,-0.0,-0.9516611902154072,-0.0,-0.8923329682365827,-0.8070098576122673,0.0
2019-02-22,1.0,-0.0,-0.95429899302866,-0.0,-0.8983438456714986,-0.8358968684297885,0.0
2019-02-25,1.0,-0.0,-0.9500629303324202,-0.0,-0.9081957503516696,-0.8435255793292367,0.0
2019-02-26,1.0,-0.0,-0.9510678461709294,-0.0,-0.9062072028722655,-0.8440611466854202,0.0
2019-02-27,1.0,-0.0,-0.9464662544889119,-0.0,-0.9176261523083188,-0.8381029950760801,0.0
2019-02-28,1.0,-0.0,-0.9425214942187963,-0.0,-0.9152090127482952,-0.8481322265045953,0.0
2019-03-01,1.0,-0.0,-0.9342450563666604,-0.0,-0.9181297357235262,-0.8437996673442986,0.0
2019-03-04,1.0,-0.0,-0.9203445356498692,-0.0,-0.9254978466521881,-0.8350940479257922,0.0
2019-03-05,1.0,-0.0,-0.9146255864642211,-0.0,-0.9361631386456833,-0.8434371421182904,0.0
2019-03-06,1.0,-0.0,-0.91315108976727,-0.0,-0.935315847801995,-0.8456594015515331,0.0
2019-03-07,1.0,-0.0,-0.9027757271519268,-0.0,-0.9436364978591466,-0.8446773955411191,0.0
