Date,EVR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3159584575565967,-0.6575697015365463,-0.2045998099793598,-0.5364479245159388,-0.5616748026078695,0.0
2018-09-25,1.0,-0.31680476861101103,-0.656502800248911,-0.20610487014050372,-0.5355189467133921,-0.5602135394491207,0.0
2018-09-26,1.0,-0.31724092755142147,-0.6570483427223897,-0.20712694877505572,-0.5352089610900039,-0.5585942617581554,0.0
2018-09-27,1.0,-0.3174286088551218,-0.656372805868483,-0.207361802462667,-0.5351388525019649,-0.558488341629552,0.0
2018-09-28,1.0,-0.31480813972539895,-0.6596651046957434,-0.20791689877773048,-0.5354720319821739,-0.5589999016941377,0.0
2018-10-01,1.0,-0.31616731134858717,-0.6586245328787779,-0.2076968465219957,-0.5364190651019471,-0.5591359076902904,0.0
2018-10-02,1.0,-0.3161926680914023,-0.6777905638665133,-0.20243301002794675,-0.5347032714121323,-0.5567318757192176,0.0
2018-10-03,1.0,-0.31656853392980494,-0.6800434196243544,-0.202888062892668,-0.5342258478339528,-0.555672510772672,0.0
2018-10-04,1.0,-0.31713092380044067,-0.6788239550103595,-0.2031769000559082,-0.5346795145854573,-0.5549380076955964,0.0
2018-10-05,1.0,-0.31076337630810613,-0.6766066332053932,-0.19735590329035857,-0.5372830758127481,-0.5585080208640882,0.0
2018-10-08,1.0,-0.30940837319006753,-0.6745069776583896,-0.19524339906964555,-0.5387538491777502,-0.5579833584485357,0.0
2018-10-09,1.0,-0.3144997043558242,-0.6769923132514288,-0.20402733066158596,-0.5363970829774652,-0.553018855528546,0.0
2018-10-10,1.0,-0.3157186022070415,-0.6757094062007357,-0.2055964266946926,-0.5370796111403049,-0.5501839201261167,0.0
2018-10-11,1.0,-0.2812309077462298,-0.6750056271905849,-0.16444258657834657,-0.5304350622206502,-0.5644232933534841,0.0
2018-10-12,1.0,-0.2826488968243847,-0.6708965693151384,-0.1623198571610764,-0.519640351995919,-0.5528631552097947,0.0
2018-10-15,1.0,-0.27574898914323925,-0.6806966156197268,-0.1533955235760451,-0.5195644560476297,-0.5543952370339712,0.0
2018-10-16,1.0,-0.2753175639107319,-0.6821814014198847,-0.1522396612651619,-0.5195632103403267,-0.5542962656394257,0.0
2018-10-17,1.0,-0.26557728031233274,-0.6599603287050155,-0.14398161266962628,-0.5183401026416045,-0.5606246654702308,0.0
2018-10-18,1.0,-0.2647021785669311,-0.6586387104898628,-0.14466062208789826,-0.5195504344540991,-0.5606976451328549,0.0
2018-10-19,1.0,-0.2603806771782147,-0.6579559017526226,-0.14039826622275267,-0.5206357183240153,-0.5615302468748037,0.0
2018-10-22,1.0,-0.26128191439248816,-0.6556857080048991,-0.13868040071601292,-0.5220927676412399,-0.5626982382313225,0.0
2018-10-23,1.0,-0.26203258924366585,-0.6552384540516781,-0.14065492449216666,-0.5201720511129948,-0.5615208313710716,0.0
2018-10-24,1.0,-0.2612857368504186,-0.6671931764334228,-0.14465329331859106,-0.5232980571789606,-0.5625967461696414,0.0
2018-10-25,1.0,-0.2453257966333313,-0.6458475681719361,-0.14289707435244425,-0.5237902975340083,-0.5479222311944841,0.0
2018-10-26,1.0,-0.24074760580784677,-0.6402842137781897,-0.13756564720420142,-0.5262897744825457,-0.5443929564411492,0.0
2018-10-29,1.0,-0.23593080267661656,-0.6430663911930679,-0.13355330105769528,-0.5249313885719571,-0.5461778038175706,0.0
2018-10-30,1.0,-0.23278041561324533,-0.6434605660726398,-0.13143614725288277,-0.5256520934821484,-0.5498550903373003,0.0
2018-10-31,1.0,-0.23492959474798294,-0.6302420468141241,-0.1329263429149922,-0.5235144338436053,-0.5461545541000705,0.0
2018-11-01,1.0,-0.22218130485484566,-0.6499723807770208,-0.11713619345731296,-0.5286319278217639,-0.5509114343583135,0.0
2018-11-02,1.0,-0.22578277886497067,-0.6361912915851272,-0.11481775929549902,-0.5325342465753425,-0.5483732876712328,0.0
2018-11-05,1.0,-0.22462018157918873,-0.6391342891205332,-0.11484730840950082,-0.5326017179714487,-0.5456852016018098,0.0
2018-11-06,1.0,-0.22929021214159073,-0.6424466589227854,-0.11270404108332824,-0.5304762487008621,-0.5418780950051966,0.0
2018-11-07,1.0,-0.2346487184215379,-0.6476427561620259,-0.10455467453439056,-0.5389698199028827,-0.5475136763169217,0.0
2018-11-08,1.0,-0.21567127646554887,-0.6587015053237057,-0.08138538734549014,-0.5401113694774201,-0.5637620854240607,0.0
2018-11-09,1.0,-0.21368175969609707,-0.6598860363948288,-0.08240916610501808,-0.5432877887384352,-0.5642423871086331,0.0
2018-11-12,1.0,-0.21313931093515942,-0.6540307541805508,-0.08214362141175752,-0.5448931552077283,-0.5628381889884136,0.0
2018-11-13,1.0,-0.20399160303021086,-0.6540813532507834,-0.07344306185159269,-0.5478110073321367,-0.5630533329276827,0.0
2018-11-14,1.0,-0.20324633797240915,-0.655906446995767,-0.07290556384566191,-0.5488016566677834,-0.5644547309437524,0.0
2018-11-15,1.0,-0.20286679448552908,-0.6562281262363432,-0.07212635807541312,-0.5496211083721355,-0.5624638607383061,0.0
2018-11-16,1.0,-0.2036427875243665,-0.6575901559454191,-0.07285575048732944,-0.5498598927875243,-0.5618299220272905,0.0
2018-11-19,1.0,-0.2037640466546883,-0.6569418643603252,-0.07448914334439809,-0.5488625635715808,-0.5612571184943813,0.0
2018-11-20,1.0,-0.18325544698670873,-0.6560963767676155,-0.05192085937974146,-0.5600230624506888,-0.5832372397887965,0.0
2018-11-21,1.0,-0.1828262380276158,-0.6533824817959332,-0.05360002417137505,-0.5579961930084298,-0.5736169441339094,0.0
2018-11-23,1.0,-0.18327536670195071,-0.6574625737184334,-0.05232118554362619,-0.5573567216089521,-0.5738998941478906,0.0
2018-11-26,1.0,-0.18361658941500802,-0.6688175952013087,-0.04859280802205459,-0.5564543003423309,-0.5719955163743222,0.0
2018-11-27,1.0,-0.1817412589525853,-0.6704844217460941,-0.04393943972681394,-0.5553171557220997,-0.5704874437158141,0.0
2018-11-28,1.0,-0.18114143920595535,-0.6814137868425831,-0.04118501482781577,-0.5529564848998366,-0.5694183864915573,0.0
2018-11-29,1.0,-0.17445116993405008,-0.6771764989309483,-0.035926160146956966,-0.5525039901225646,-0.5713855512391965,0.0
2018-11-30,1.0,-0.1732753938077132,-0.6787977548433822,-0.03588025831371839,-0.5530810549821956,-0.5766491641016356,0.0
2018-12-03,1.0,-0.17326374223134014,-0.6789356181741387,-0.03502685090206963,-0.5531587521872927,-0.5766004947806674,0.0
2018-12-04,1.0,-0.16629037598964447,-0.6815376742225835,-0.03741834492308619,-0.5498961437731419,-0.5751828772690328,0.0
2018-12-06,1.0,-0.15594391020869927,-0.6629551341212896,-0.047902587156509566,-0.5454166542618119,-0.5649170859507576,0.0
2018-12-07,1.0,-0.15819242676827816,-0.6622707787568469,-0.0500416765896642,-0.5446534889259348,-0.5617408906882592,0.0
2018-12-10,1.0,-0.1436428149024246,-0.6667060910703726,-0.04562389118864577,-0.5470727380248374,-0.5537551744529864,0.0
2018-12-11,1.0,-0.14131045703298328,-0.6685105753586748,-0.043573435882265935,-0.546871764531874,-0.5578464724153231,0.0
2018-12-12,1.0,-0.1412004851640387,-0.6686092950329852,-0.04345768127089312,-0.546785788243647,-0.5582936425761027,0.0
2018-12-13,1.0,-0.1408675596558148,-0.6671102043230137,-0.04438333481179219,-0.5471776220467784,-0.55737898814276,0.0
2018-12-14,1.0,-0.14097972472990972,-0.67328696166938,-0.04149770608258103,-0.5456563563711707,-0.5584726949829806,0.0
2018-12-17,1.0,-0.1364039234223588,-0.6739541479555661,-0.03763885606239659,-0.5422476955802411,-0.5641396832900024,0.0
2018-12-18,1.0,-0.13150152977171098,-0.6691574488114851,-0.032772417039303364,-0.5417156978112497,-0.5666921628618499,0.0
2018-12-19,1.0,-0.1322331068161092,-0.6689024210866943,-0.0327714529461948,-0.5413467478598535,-0.5664989850851645,0.0
2018-12-20,1.0,-0.13347070944951428,-0.6697380041212835,-0.03214601118634089,-0.5413305858110097,-0.5670886075949367,0.0
2018-12-21,1.0,-0.13121773815110277,-0.6713690755513844,-0.029974190520882217,-0.5442573908962929,-0.5560769591740967,0.0
2018-12-24,1.0,-0.12333333333333334,-0.665438596491228,-0.03219298245614035,-0.5419883040935672,-0.5609941520467836,0.0
2018-12-26,1.0,-0.12551230997296747,-0.6713077347905706,-0.02807894660349388,-0.5284422870098537,-0.5533819725023981,0.0
2018-12-27,1.0,-0.10844266970907016,-0.6550199657729606,-0.032715345122646886,-0.5002281802624073,-0.5558471192241871,0.0
2018-12-28,1.0,-0.10853442866107593,-0.6549432369216727,-0.03271721147812197,-0.5002852415996348,-0.555935877688402,0.0
2018-12-31,1.0,-0.10446908218082067,-0.6623614127328837,-0.03328951880214882,-0.5014287347125386,-0.5559492513430107,0.0
2019-01-02,1.0,-0.10426783979889162,-0.662429297834657,-0.03225161400902703,-0.5013140604467806,-0.556361766554305,0.0
2019-01-03,1.0,-0.10224954750481224,-0.6731404602522482,-0.01189415922084638,-0.5034906771626397,-0.5821817450512827,0.0
2019-01-04,1.0,-0.07270488517267053,-0.6878185670923773,-0.007931962659641486,-0.4985396025428097,-0.5965294083958537,0.0
2019-01-07,1.0,-0.056566914866510005,-0.6726876362503893,-0.023668639053254434,-0.4927380311995696,-0.5855156988760227,0.0
2019-01-08,1.0,-0.05881852712738818,-0.6506888145586485,-0.02746754351153694,-0.5131810193321618,-0.5844435625602359,0.0
2019-01-09,1.0,-0.059972739663789194,-0.6560370286233531,-0.0272887323943662,-0.5140277146751476,-0.5822637437528397,0.0
2019-01-10,1.0,-0.05897589161187488,-0.6608601599635671,-0.02595850055503373,-0.5145589616599778,-0.5859448381863206,0.0
2019-01-11,1.0,-0.06028762637049694,-0.6442830699131424,-0.03106934358536238,-0.51479424747259,-0.5973230813042859,0.0
2019-01-14,1.0,-0.05779868833761049,-0.6427430852580553,-0.03293413173652694,-0.5134587966923296,-0.6045623039635015,0.0
2019-01-15,1.0,-0.05537645145644918,-0.63972497218339,-0.036147328178939266,-0.5127671107814328,-0.608969786881972,0.0
2019-01-16,1.0,-0.050048041598372235,-0.6502854236138585,-0.014440739275419657,-0.4932741762278868,-0.6179279941219691,0.0
2019-01-17,1.0,-0.0513744290942101,-0.659243709398315,-0.0038580465802388587,-0.4990496723497206,-0.6233014666250603,0.0
2019-01-18,1.0,-0.05168731311405382,-0.6523138260002848,-0.01005268403816033,-0.5005553182400684,-0.6331482272533105,0.0
2019-01-22,1.0,-0.0,-0.6918762697799525,-0.0,-0.48207285317766907,-0.6875268263370247,0.0
2019-01-23,1.0,-0.0,-0.663463751438435,-0.0,-0.482940161104718,-0.7304660529344074,0.0
2019-01-24,1.0,-0.0,-0.6572077511356448,-0.0,-0.49238111666954165,-0.7254901960784313,0.0
2019-01-25,1.0,-0.0,-0.6463481762609729,-0.0,-0.47168062114320486,-0.779123330532781,0.0
2019-01-28,1.0,-0.0,-0.6442329939842665,-0.0,-0.47087575196668213,-0.7770708005552984,0.0
2019-01-29,1.0,-0.0,-0.6406476278746451,-0.0,-0.46573596709726,-0.7900133232925911,0.0
2019-01-30,1.0,-0.0,-0.6436031331592689,-0.0,-0.4689295039164491,-0.7885117493472584,0.0
2019-01-31,1.0,-0.0,-0.6576595552613366,-0.0,-0.594830439623266,-0.7565672674751,0.0
