Date,ETO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.18802492549444597,-0.32403142779734495,-0.06294590445227129,-0.3481441343809266,-0.3345976700081279,0.0
2018-09-25,1.0,-0.18903058345559193,-0.32307865929353347,-0.0645751043900237,-0.34722943234397924,-0.33316781401647666,0.0
2018-09-26,1.0,-0.18884449560957992,-0.32292724769192566,-0.06406175932823187,-0.3474639398659173,-0.33398794609602495,0.0
2018-09-27,1.0,-0.19014640528773488,-0.31940716009835546,-0.06505899072841706,-0.3474249362719664,-0.33382210291231473,0.0
2018-09-28,1.0,-0.18934283845060573,-0.32014347914363706,-0.06535520111895685,-0.3473052541340492,-0.33381460509396077,0.0
2018-10-01,1.0,-0.1893148026983733,-0.32028517925230693,-0.0654739074521129,-0.34724635065315973,-0.3338221690770029,0.0
2018-10-02,1.0,-0.18940265836210593,-0.32107959289598986,-0.06546611603818292,-0.34707647868571295,-0.333671834450387,0.0
2018-10-03,1.0,-0.18949173964069696,-0.3212512413108242,-0.06558635009479101,-0.3470027985916765,-0.333574072402275,0.0
2018-10-04,1.0,-0.19237106421397135,-0.3170071098070195,-0.06597449497799346,-0.3508407628935786,-0.3308881616070421,0.0
2018-10-05,1.0,-0.19399950297087862,-0.319408987190204,-0.06542710616090187,-0.35072182183765216,-0.3296884531098208,0.0
2018-10-08,1.0,-0.19719143318842888,-0.3265129617406742,-0.06739194756128093,-0.3515943282427112,-0.33327264037144094,0.0
2018-10-09,1.0,-0.19785122461986707,-0.326527360466175,-0.06887917690976965,-0.3508604206500956,-0.3320813985249932,0.0
2018-10-10,1.0,-0.1975409836065574,-0.32711748633879784,-0.06823770491803278,-0.3509562841530055,-0.3330373406193079,0.0
2018-10-11,1.0,-0.18369955156950674,-0.3226457399103139,-0.051322869955156954,-0.34778026905829595,-0.3367264573991032,0.0
2018-10-12,1.0,-0.18271593905000225,-0.32101523749944144,-0.04863934939005318,-0.3468430224764288,-0.3350462487153135,0.0
2018-10-15,1.0,-0.18001874497902348,-0.32415424439882173,-0.044943318753905205,-0.3469160046416138,-0.3355128090689994,0.0
2018-10-16,1.0,-0.17755681818181818,-0.355632215007215,-0.025432900432900432,-0.354752886002886,-0.34131493506493504,0.0
2018-10-17,1.0,-0.17015677616467076,-0.33770433308802217,-0.017907718382730094,-0.3556566535090654,-0.34867643451305724,0.0
2018-10-18,1.0,-0.17008228709051582,-0.3376446714091385,-0.017862319648551613,-0.35572999130299043,-0.3486831835515019,0.0
2018-10-19,1.0,-0.16518807665010646,-0.33235007097232083,-0.013440383250532293,-0.35770049680624555,-0.3492059971611072,0.0
2018-10-22,1.0,-0.1649841361407557,-0.3335404140134454,-0.014887621752346298,-0.35679261609460633,-0.34851678462869695,0.0
2018-10-23,1.0,-0.16446871808534255,-0.3341769903645486,-0.013143288486301674,-0.3586430442697926,-0.3497180409395675,0.0
2018-10-24,1.0,-0.16369901078137156,-0.33677892630876954,-0.014093586751139269,-0.3590530176725575,-0.34933866844503725,0.0
2018-10-25,1.0,-0.15433653909347822,-0.3228908800140206,-0.012662387451530222,-0.36035226849519136,-0.34048239752886283,0.0
2018-10-26,1.0,-0.14879630838883812,-0.3186626616168212,-0.004244482173174873,-0.36672325976230896,-0.33823081276391975,0.0
2018-10-29,1.0,-0.14335307774089262,-0.32124802013495624,-0.0,-0.36457723100956846,-0.34053678751979866,0.0
2018-10-30,1.0,-0.15283823785477973,-0.3222836496604562,-0.004636078704509838,-0.36468309246038655,-0.3321434790179349,0.0
2018-10-31,1.0,-0.15460611838114222,-0.3130687234595719,-0.005698067423520236,-0.3634630383915417,-0.32975127827368056,0.0
2018-11-01,1.0,-0.15688698065747245,-0.3106730852632492,-0.007936507936507936,-0.36334460924624856,-0.32960360829213287,0.0
2018-11-02,1.0,-0.1565687253157415,-0.31229113319734386,-0.008202768977040927,-0.36302677835163405,-0.32999869797317827,0.0
2018-11-05,1.0,-0.1542850943805598,-0.3188327185940551,-0.008092861792145802,-0.3636797569971794,-0.32477760902581904,0.0
2018-11-06,1.0,-0.15531642548760116,-0.31948452042609504,-0.007766906037793157,-0.3630703143644371,-0.32386696461501746,0.0
2018-11-07,1.0,-0.15511930585683298,-0.3193926247288503,-0.008112798264642082,-0.36281995661605204,-0.32375271149674617,0.0
2018-11-08,1.0,-0.15708012695100215,-0.3197687057084475,-0.008912655971479501,-0.36463632015999303,-0.32342072083822443,0.0
2018-11-09,1.0,-0.15616235841467924,-0.3198034654433985,-0.009565841250516339,-0.3653281735765376,-0.32319499097767246,0.0
2018-11-12,1.0,-0.15599852504175432,-0.31457822701342647,-0.00939201353491096,-0.3670260069843611,-0.32206147105394445,0.0
2018-11-13,1.0,-0.15293634319321917,-0.3135703165542294,-0.005448884276076803,-0.36862134578792594,-0.3216787752983913,0.0
2018-11-14,1.0,-0.15349189189189189,-0.3131243243243243,-0.00547027027027027,-0.3686702702702702,-0.3214054054054054,0.0
2018-11-15,1.0,-0.15345401131896141,-0.31319393441914717,-0.00486024106795697,-0.3695943318788612,-0.3190046226292824,0.0
2018-11-16,1.0,-0.15283051432516398,-0.3106662064204349,-0.00418536416983086,-0.3692181567138419,-0.3205039696237487,0.0
2018-11-19,1.0,-0.15303811393196867,-0.30972153318522033,-0.00696706283298462,-0.367593451392334,-0.31968680572032526,0.0
2018-11-20,1.0,-0.14530245360514377,-0.30800163430316324,-0.0,-0.37085779412080944,-0.32623701696664736,0.0
2018-11-21,1.0,-0.1462401507365536,-0.3054556354916067,-0.0004496402877697842,-0.3699040767386091,-0.31909472422062346,0.0
2018-11-23,1.0,-0.14592825514984278,-0.2982737598665212,-0.0028021989775182357,-0.37247855569103083,-0.31960041926030497,0.0
2018-11-26,1.0,-0.14582976903336184,-0.3009195893926433,-0.002053036783575706,-0.3714071856287425,-0.3183917878528657,0.0
2018-11-27,1.0,-0.13968172703613635,-0.3063270617347157,-0.0,-0.3705362856777166,-0.31663040232091816,0.0
2018-11-28,1.0,-0.13979733333333336,-0.306496,-0.0,-0.370432,-0.3166293333333333,0.0
2018-11-29,1.0,-0.13645261500489383,-0.3046512617558194,-0.0,-0.36959019532746074,-0.3170560449380825,0.0
2018-11-30,1.0,-0.13667503510488918,-0.3049231947576699,-0.0,-0.3705161482490107,-0.31543338581336966,0.0
2018-12-03,1.0,-0.13625148885485794,-0.3050025523226136,-0.0,-0.37040581929555894,-0.31527565084226644,0.0
2018-12-04,1.0,-0.134342940889106,-0.3055585055542575,-0.0,-0.36942715745205074,-0.31467046154499695,0.0
2018-12-06,1.0,-0.1286282844700048,-0.27403054739430305,-0.009960200870996645,-0.37000687628930423,-0.30111895980496345,0.0
2018-12-07,1.0,-0.12378279898645111,-0.27945888216447134,-0.002324461290390133,-0.37677213997026365,-0.31179192930287103,0.0
2018-12-10,1.0,-0.11984807696320875,-0.27942987124105256,-0.0007095306663327699,-0.3776163943321021,-0.30923015922702896,0.0
2018-12-11,1.0,-0.11081358130583042,-0.2844501161063576,-0.0,-0.37685404071044537,-0.3198887052572122,0.0
2018-12-12,1.0,-0.11102510460251046,-0.28441422594142257,-0.0,-0.37686192468619245,-0.3197280334728034,0.0
2018-12-13,1.0,-0.11076266934269945,-0.2823214584378658,-0.0,-0.37895132965378825,-0.3186151530356247,0.0
2018-12-14,1.0,-0.11194716160856116,-0.27928266867318785,-0.0,-0.38040297633977094,-0.3184725357411588,0.0
2018-12-17,1.0,-0.11251255020080321,-0.2794929718875502,-0.0,-0.3825301204819277,-0.3171644912985274,0.0
2018-12-18,1.0,-0.11408732246186216,-0.28507101525512885,-0.0,-0.3869542346133614,-0.3180431351920042,0.0
2018-12-19,1.0,-0.1076984695813483,-0.28806020489902606,-0.0,-0.39171128631055274,-0.32056579113790634,0.0
2018-12-20,1.0,-0.10477330980293288,-0.2819236102357242,-0.004832135804025379,-0.3920332787091894,-0.3173662758939451,0.0
2018-12-21,1.0,-0.10582720784063065,-0.2881644827953553,-0.0,-0.4001491424310216,-0.3364653243847875,0.0
2018-12-24,1.0,-0.10635029020143394,-0.29073489245476275,-0.0,-0.40199300102424035,-0.33475588938204165,0.0
2018-12-26,1.0,-0.10706556333545512,-0.293401230638659,-0.0,-0.39234033524294504,-0.32896244430299176,0.0
2018-12-27,1.0,-0.09954760608218491,-0.28618104134377753,-0.0,-0.37762325639844174,-0.3310643823566372,0.0
2018-12-28,1.0,-0.09727862675319238,-0.28865396692484824,-0.0,-0.3775800711743772,-0.32983043751308355,0.0
2018-12-31,1.0,-0.08821912013536379,-0.30736040609137055,-0.0,-0.3851311336717428,-0.33434856175972927,0.0
2019-01-02,1.0,-0.08865608465608465,-0.3076825396825397,-0.0,-0.3858412698412699,-0.33424338624338623,0.0
2019-01-03,1.0,-0.08093639801164125,-0.31225304839189366,-0.0,-0.38258911501040915,-0.34853634702808345,0.0
2019-01-04,1.0,-0.07006436859490134,-0.3157660709748455,-0.0,-0.3794782755992208,-0.3521004488862539,0.0
