Date,HCSG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4052534249160283,-0.9433898177152131,-0.035362493867230255,-0.7466128240932937,-0.6434690719704118,0.0
2018-09-25,1.0,-0.4047293706824565,-0.9532376831397553,-0.029378273741744475,-0.7549153571699688,-0.6534198739846655,0.0
2018-09-26,1.0,-0.4052915274825387,-0.9539933191618584,-0.03067112055876101,-0.7545930762222897,-0.6513437594898268,0.0
2018-09-27,1.0,-0.4058801213960546,-0.9513277693474962,-0.03144916540212443,-0.7541350531107739,-0.6508725341426403,0.0
2018-09-28,1.0,-0.40269432431398056,-0.9699184813808411,-0.03276053427226453,-0.762486126526082,-0.6593057522293237,0.0
2018-10-01,1.0,-0.4029468044393418,-0.9694221201683888,-0.03302717183314199,-0.7624186758515118,-0.6592039800995025,0.0
2018-10-02,1.0,-0.40334430244126424,-0.9660978036274583,-0.034629218642381575,-0.7626080967322262,-0.6597153133848627,0.0
2018-10-03,1.0,-0.40285266337807346,-0.9592367404688157,-0.03391839700202669,-0.7644831937593207,-0.6634545524071737,0.0
2018-10-04,1.0,-0.4049602568022011,-0.9544099663711403,-0.03469886884744726,-0.76681442983797,-0.6605395903393457,0.0
2018-10-05,1.0,-0.3923597899703219,-0.948634046115212,-0.02088882124648048,-0.7745224868731451,-0.668480328742105,0.0
2018-10-08,1.0,-0.3902587287717032,-0.9452908324151819,-0.015842863113103605,-0.7795296531286805,-0.6683636639945291,0.0
2018-10-09,1.0,-0.3877558785480557,-0.9479491667300814,-0.007267331253329275,-0.7856708013088807,-0.6762422951069172,0.0
2018-10-10,1.0,-0.39735581529028546,-0.9524046752251388,-0.013067637478444145,-0.7962828127993868,-0.6730791339337037,0.0
2018-10-11,1.0,-0.3080055287832941,-0.9520714259030968,-0.0,-0.7790728080989205,-0.6965519817699578,0.0
2018-10-12,1.0,-0.3173162090345439,-0.9466341895482729,-0.0,-0.7575287865367583,-0.6690655447298495,0.0
2018-10-15,1.0,-0.26448447623684507,-1.0288004194599452,-0.0,-0.7637167147297853,-0.6882139245721134,0.0
2018-10-16,1.0,-0.25855541811911986,-1.0400314854379848,-0.0,-0.7625848045279058,-0.6870947186926046,0.0
2018-10-17,1.0,-0.2379007029553568,-1.001177726252254,-0.0,-0.7529719185896727,-0.6883809944426043,0.0
2018-10-18,1.0,-0.23721617131253464,-1.0004430496584826,-0.0,-0.7618608085656268,-0.6925604578179805,0.0
2018-10-19,1.0,-0.21310931800596886,-0.9917468037286763,-0.0,-0.7773847684315244,-0.7022585755867506,0.0
2018-10-22,1.0,-0.21323854427582142,-0.9829453366730513,-0.0,-0.7813098570797112,-0.7060188595844998,0.0
2018-10-23,1.0,-0.21963719489713146,-0.9846250276528279,-0.0,-0.7780030971167318,-0.7047415382346435,0.0
2018-10-24,1.0,-0.2197374276813529,-0.9827176976709687,-0.0,-0.7880878207981011,-0.7181056223112298,0.0
2018-10-25,1.0,-0.17982754302479514,-0.929299796057104,-0.0,-0.7887223156463558,-0.6800958889405703,0.0
2018-10-26,1.0,-0.15964484063815487,-0.9136863702288727,-0.0,-0.7945098871555414,-0.6696027450564223,0.0
2018-10-29,1.0,-0.14948689917833338,-0.9158937828402158,-0.0,-0.791726910463025,-0.6693585358112636,0.0
2018-10-30,1.0,-0.13347921225382933,-0.9177313474977059,-0.0,-0.7939224959412721,-0.6841956659843298,0.0
2018-10-31,1.0,-0.1353852625674823,-0.9024398794082591,-0.0,-0.7894201780831521,-0.6783285423823879,0.0
2018-11-01,1.0,-0.09210760100920365,-0.9592409651398316,-0.0,-0.8059770441704276,-0.6962083792331474,0.0
2018-11-02,1.0,-0.09369465108041092,-0.9497697484945095,-0.0,-0.8057739992915338,-0.6931278781438187,0.0
2018-11-05,1.0,-0.08461593528527453,-0.9972796907437896,-0.0,-0.8211038728613358,-0.6763189920538335,0.0
2018-11-06,1.0,-0.0928374359525601,-1.0048371493066752,-0.0,-0.8166899566448099,-0.6687448493317568,0.0
2018-11-07,1.0,-0.0925925925925926,-1.0046564940181961,-0.0,-0.8162117630202737,-0.6684576259044345,0.0
2018-11-08,1.0,-0.07071388021572524,-1.0023772353108147,-0.0,-0.8062730627306274,-0.66878370706784,0.0
2018-11-09,1.0,-0.07056194125159643,-1.0020221370796083,-0.0,-0.8065134099616857,-0.6685114233006952,0.0
2018-11-12,1.0,-0.06976990775103382,-0.9820096843742268,-0.0,-0.8167037783197256,-0.6659597780369703,0.0
2018-11-13,1.0,-0.044568147603543044,-0.978643699891468,-0.0,-0.8179462941567763,-0.6598746630255926,0.0
2018-11-14,1.0,-0.04340960134755756,-0.9824887703537338,-0.0,-0.8204309376754633,-0.662935148792813,0.0
2018-11-15,1.0,-0.04208571328450783,-0.9840207449977222,-0.0,-0.8241931527490626,-0.6539580194133932,0.0
2018-11-16,1.0,-0.04206179794939986,-0.9804388144311857,-0.0,-0.8224796164747873,-0.6543723973825104,0.0
2018-11-19,1.0,-0.03814168918207656,-0.9848064844380504,-0.0,-0.8279939647005158,-0.6579178216779535,0.0
2018-11-20,1.0,-0.0,-0.9748028198506317,-0.0,-0.8324492217491449,-0.6826621065121797,0.0
2018-11-21,1.0,-0.0,-0.9763722156685866,-0.0,-0.8418916105752551,-0.6513427243078205,0.0
2018-11-23,1.0,-0.0,-0.9726112883095273,-0.0,-0.8428442657051727,-0.6514353071696021,0.0
2018-11-26,1.0,-0.0,-0.9750848984683622,-0.0,-0.8407374038394899,-0.6493866518816274,0.0
2018-11-27,1.0,-0.0,-0.9733029801324502,-0.0,-0.8334368101545254,-0.6424530905077263,0.0
2018-11-28,1.0,-0.0,-0.9765395894428154,-0.0,-0.8318095566672418,-0.6417457305502847,0.0
2018-11-29,1.0,-0.0,-0.958782584959738,-0.0,-0.8169441790637368,-0.6363450252490788,0.0
2018-11-30,1.0,-0.0,-0.96,-0.0,-0.8193515358361776,-0.6335836177474403,0.0
2018-12-03,1.0,-0.0,-0.9596452328159645,-0.0,-0.8186252771618625,-0.6329524134402182,0.0
2018-12-04,1.0,-0.0,-0.9593274565195193,-0.0,-0.8144719376467785,-0.6297607297232906,0.0
2018-12-06,1.0,-0.0,-0.9064176435525532,-0.0,-0.8066759388038942,-0.5983508841645141,0.0
2018-12-07,1.0,-0.0,-0.9709366050277551,-0.0,-0.8766396775448148,-0.6881165364353143,0.0
2018-12-10,1.0,-0.0,-0.973924929029545,-0.0,-0.8699050222549329,-0.660883888830477,0.0
2018-12-11,1.0,-0.0,-0.973503434739941,-0.0,-0.8729847189120986,-0.6583485209589233,0.0
2018-12-12,1.0,-0.0,-0.9739130434782609,-0.0,-0.874859747545582,-0.6575385694249649,0.0
2018-12-13,1.0,-0.0,-0.9732183545413117,-0.0,-0.8748904546569916,-0.6573421670697934,0.0
2018-12-14,1.0,-0.0,-0.9621259897694626,-0.0,-0.883049541027258,-0.658468222268937,0.0
2018-12-17,1.0,-0.0,-0.958641889059662,-0.0,-0.8592985887941875,-0.6751082855945229,0.0
2018-12-18,1.0,-0.0,-0.9440612761238,-0.0,-0.849478390461997,-0.6723044397463003,0.0
2018-12-19,1.0,-0.0,-0.9440881832992477,-0.0,-0.8495268466844603,-0.6727096259835695,0.0
2018-12-20,1.0,-0.0,-0.9304473702350589,-0.0,-0.8502102433308059,-0.6659199007375749,0.0
2018-12-21,1.0,-0.0,-0.9301919122686771,-0.0,-0.8510281014393419,-0.6458190541466758,0.0
2018-12-24,1.0,-0.0,-0.9381578042237051,-0.0,-0.8569512279012176,-0.6443901767902593,0.0
2018-12-26,1.0,-0.0,-0.9510191560433567,-0.0,-0.8297770809189448,-0.6277524030267913,0.0
2018-12-27,1.0,-0.0,-0.9036748329621381,-0.0,-0.7468230053714137,-0.6247543560854186,0.0
