Date,IWF,IWM,MTUM,SPY,SRRK,VLUE,VXX
2019-03-20,-0.0,-2.3882229547497755,-0.0,-6.264009589451604,1.0,-5.33128558585556,0.0
2019-03-21,-0.0,-2.374272496642292,-0.0,-6.287718251007313,1.0,-5.261005820026862,0.0
2019-03-22,-0.0,-2.3583729216152016,-0.0,-6.307897862232779,1.0,-5.179334916864608,0.0
2019-03-25,-0.0,-1.9716404886561953,-0.0,-6.406777196044211,1.0,-5.1647760325770795,0.0
2019-03-26,-0.0,-1.990110529377545,-0.0,-6.405613728912158,1.0,-5.147469458987783,0.0
2019-03-27,-0.0,-1.965062336909249,-0.0,-6.407654392577559,1.0,-5.124238909828936,0.0
2019-03-28,-0.0,-1.969889982628836,-0.0,-6.39085118702953,1.0,-5.115373480023162,0.0
2019-03-29,-0.0,-1.9426502534395367,-0.0,-6.400289645184649,1.0,-5.139464156408399,0.0
2019-04-01,-0.0,-1.9787234042553192,-0.0,-6.4020842379505,1.0,-5.0929222752930965,0.0
2019-04-02,-0.0,-2.0472109238814644,-0.0,-6.505665310865776,1.0,-4.973416618245206,0.0
2019-04-03,-0.0,-2.048068544873656,-0.0,-6.505373221028173,1.0,-4.968777229160615,0.0
2019-04-04,-0.0,-2.0428716756285423,-0.0,-6.513878796686528,1.0,-4.976020927190815,0.0
2019-04-05,-0.0,-2.0413331392810363,-0.0,-6.548973948479116,1.0,-4.963615194294864,0.0
2019-04-08,-0.0,-2.0144104803493454,-0.0,-6.569868995633188,1.0,-4.971761280931586,0.0
2019-04-09,-0.0,-2.0273152205667544,-0.0,-6.594361671048788,1.0,-4.9853929301782065,0.0
2019-04-10,-0.0,-1.991562409077684,-0.0,-6.609106779167879,1.0,-4.946755891766076,0.0
2019-04-11,-0.0,-1.9278846153846152,-0.0,-6.676864801864801,1.0,-4.9640151515151505,0.0
2019-04-12,-0.0,-1.9305069930069927,-0.0,-6.674096736596736,1.0,-4.9640151515151505,0.0
2019-04-15,-0.0,-1.9517473314812104,-0.0,-6.665886825559292,1.0,-5.00438660622898,0.0
2019-04-16,-0.0,-1.95335575376517,-0.0,-6.664424623482965,1.0,-5.004094165813715,0.0
2019-04-17,-0.0,-1.95936266627686,-0.0,-6.683379622862155,1.0,-4.9750036544364855,0.0
2019-04-18,-0.0,-1.9023851590106007,-0.0,-6.746760895170789,1.0,-5.074204946996467,0.0
2019-04-22,-0.0,-1.8917723385432024,-0.0,-6.765408434090238,1.0,-5.087732232379829,0.0
2019-04-23,-0.0,-1.8938366263639044,-0.0,-6.762606900619286,1.0,-5.088469478030079,0.0
2019-04-24,-0.0,-1.8300279124430732,-0.0,-6.749963273101218,1.0,-5.110768326722491,0.0
2019-04-25,-0.0,-1.8661567877629064,-0.0,-6.755699367554053,1.0,-5.086189145462568,0.0
2019-04-26,-0.0,-1.8446344339622642,-0.0,-6.849204009433962,1.0,-5.046727594339623,0.0
2019-04-29,-0.0,-1.855789161978087,-0.0,-6.900503405389398,1.0,-5.0497482973053,0.0
2019-04-30,-0.0,-1.8634669846474885,-0.0,-6.948874645997914,1.0,-5.093009390371144,0.0
2019-05-01,-0.0,-1.8841618151962982,-0.0,-6.959695476936856,1.0,-5.083893118375877,0.0
2019-05-02,-0.0,-1.8605690451363028,-0.0,-6.9360941456874725,1.0,-5.099806345896023,0.0
2019-05-03,-0.0,-1.8699925539836186,-0.0,-6.9270290394638865,1.0,-5.095011169024572,0.0
2019-05-06,-0.0,-1.7775969221663215,-0.0,-6.931340633323469,1.0,-5.08819177271382,0.0
2019-05-07,-0.0,-1.808882309400444,-0.0,-6.919022945965952,1.0,-5.075943745373798,0.0
2019-05-08,-0.0,-1.8097953216374267,-0.0,-6.7596491228070175,1.0,-5.050438596491228,0.0
2019-05-09,-0.0,-1.8078609000584454,-0.0,-6.7651957919345405,1.0,-5.038281706604325,0.0
2019-05-10,-0.0,-1.8086690017513136,-0.0,-6.759924109748979,1.0,-5.025685931115003,0.0
2019-05-13,-0.0,-1.8210741389375367,-0.0,-6.741243432574431,1.0,-5.032107413893754,0.0
2019-05-14,-0.0,-1.431077694235589,-0.18031189083820665,-6.491785018100808,1.0,-4.820523531049847,0.0
2019-05-15,-0.0,-1.442797202797203,-0.24741258741258745,-6.53944055944056,1.0,-4.756223776223776,0.0
2019-05-16,-0.0,-1.4371880199667222,-0.2838325013865779,-6.4552135330005544,1.0,-4.689683860232945,0.0
2019-05-17,-0.0,-1.440459706452506,-0.288285793409028,-6.417335918028246,1.0,-4.700636942675159,0.0
2019-05-20,-0.0,-1.3801429920410089,-0.3607176581680831,-6.189936597868609,1.0,-4.558883043302306,0.0
2019-05-21,-0.0,-1.3833535027564876,-0.3713863116848191,-6.152077450584913,1.0,-4.5394648379723,0.0
2019-05-22,-0.0,-1.332841625318493,-0.4162531849269143,-6.14483036073488,1.0,-4.516293415582674,0.0
2019-05-23,-0.0,-1.3525615698669828,-0.5324641116818122,-5.967206637692612,1.0,-4.317792703806137,0.0
2019-05-24,-0.0,-1.2712814496154348,-0.5692869247816451,-5.914483118237518,1.0,-4.280928171033763,0.0
2019-05-28,-0.0,-1.258326878388846,-0.558869093725794,-5.842499354505551,1.0,-4.2500645494448746,0.0
2019-05-29,-0.0,-1.297465080186239,-0.5741076047594412,-5.873771339886187,1.0,-4.187920331091568,0.0
2019-05-30,-0.0,-1.2951406649616366,-0.548081841432225,-5.802813299232737,1.0,-4.1416879795396415,0.0
2019-05-31,-0.0,-1.3140738846989648,-0.539818483957561,-5.795858366355618,1.0,-4.133069155055606,0.0
2019-06-03,-0.0,-1.3202837957684024,-0.6266311921956164,-5.752185480805777,1.0,-3.970353477765108,0.0
2019-06-04,-0.0,-1.2167201778216845,-0.6292911830081501,-5.633736725117314,1.0,-3.8688565077796992,0.0
2019-06-05,-0.0,-0.9657075748678802,-0.7115678214914856,-5.5762771579565475,1.0,-3.490428655314151,0.0
2019-06-06,-0.0,-1.0712231043608331,-0.649752617650443,-5.351167874813025,1.0,-3.4341272580830746,0.0
2019-06-07,-0.0,-1.1098510882016037,-0.6592210767468499,-5.286368843069874,1.0,-3.3993127147766327,0.0
2019-06-10,-0.0,-1.1014311676510677,-0.594388914129941,-5.272489777373921,1.0,-3.3900499772830535,0.0
2019-06-11,-0.0,-1.0816794768842493,-0.6316393254560055,-5.35723299300218,1.0,-3.401170127337387,0.0
2019-06-12,-0.0,-1.0624007261175403,-0.6360335829362378,-5.2797821647379175,1.0,-3.36737009303381,0.0
2019-06-13,-0.0,-1.034092183469777,-0.6176965347089828,-5.243355388583605,1.0,-3.3193899293484352,0.0
2019-06-14,-0.0,-0.9831588038432473,-0.6840116592896469,-5.045233725574867,1.0,-3.0832343733131817,0.0
2019-06-17,-0.0,-1.005437737901033,-0.6737357259380098,-5.080587275693311,1.0,-3.115715062533986,0.0
2019-06-18,-0.0,-1.103123287671233,-0.6545753424657534,-5.112328767123288,1.0,-3.088986301369863,0.0
2019-06-19,-0.0,-1.0527865634202205,-0.6812084196749919,-5.101210600937943,1.0,-3.0711091722107104,0.0
2019-06-20,-0.0,-1.1067498581962563,-0.6423142370958592,-5.341236528644356,1.0,-3.2539988655700505,0.0
2019-06-21,-0.0,-1.202800522131245,-0.6384241129702148,-5.545271152248724,1.0,-3.480123412839682,0.0
2019-06-24,-0.0,-1.1303626451765822,-0.6502725764399148,-5.50794027020621,1.0,-3.5625740696847594,0.0
2019-06-25,-0.0,-1.0968812996561128,-0.6698683742440412,-5.52282698920906,1.0,-3.5685995493893037,0.0
2019-06-26,-0.0,-1.0863437166883807,-0.6151841762406727,-5.446286864858463,1.0,-3.696316475186545,0.0
2019-06-27,-0.0,-1.064948943243885,-0.658275943956305,-5.453099026359534,1.0,-3.697459035858466,0.0
2019-06-28,-0.0,-0.9820686379289871,-0.6817480109250683,-5.50635316470728,1.0,-3.7050231563947276,0.0
2019-07-01,-0.0,-0.9598531501657982,-0.6834438654666035,-5.513737565135007,1.0,-3.685693983893889,0.0
2019-07-02,-0.0,-0.9991696322657176,-0.6673784104389087,-5.49620403321471,1.0,-3.6996441281138788,0.0
2019-07-03,-0.0,-1.030097549369498,-0.643587913395194,-5.497977635022603,1.0,-3.7247204377825365,0.0
2019-07-05,-0.0,-0.992283950617284,-0.6483855650522318,-5.496794871794872,1.0,-3.7332621082621085,0.0
2019-07-08,-0.0,-1.0019000118750743,-0.6367414796342478,-5.495665597909987,1.0,-3.7406483790523692,0.0
2019-07-09,-0.0,-0.9787889560374452,-0.6411897144211399,-5.480270174191254,1.0,-3.749496385827704,0.0
2019-07-10,-0.0,-0.9663267725871473,-0.6395541854398862,-5.498102916765474,1.0,-3.7526677732985534,0.0
2019-07-11,-0.0,-0.9583036350677121,-0.6676170111665478,-5.506296032311712,1.0,-3.7470895699691136,0.0
2019-07-12,-0.0,-0.9878629224178962,-0.666825321275583,-5.5147548786292235,1.0,-3.7295335554497857,0.0
2019-07-15,-0.0,-1.065435041716329,-0.7417163289630513,-5.501430274135876,1.0,-3.6103694874851016,0.0
2019-07-16,-0.0,-1.0842971265053059,-0.7922976034338857,-5.4899248837486585,1.0,-3.5566948849409803,0.0
2019-07-17,-0.0,-1.0914954610606784,-0.7914476827520306,-5.5026278069756325,1.0,-3.559006211180124,0.0
2019-07-18,-0.0,-1.0937276413069401,-0.8012163129024564,-5.4988075363701405,1.0,-3.53076556165037,0.0
2019-07-19,-0.0,-1.1068729333963154,-0.8350259801606045,-5.39289088332546,1.0,-3.474374114312707,0.0
2019-07-22,-0.0,-1.05391058157367,-0.808658723605049,-5.408753096614369,1.0,-3.5253037631237465,0.0
2019-07-23,-0.0,-1.0744153082919914,-0.8004961020552799,-5.410819749586581,1.0,-3.5262225372076546,0.0
2019-07-24,-0.0,-1.0751711116355913,-0.8412792069860752,-5.3928487137125325,1.0,-3.4913854142081666,0.0
2019-07-25,-0.0,-1.0187301213334905,-0.870067145717988,-5.43703616444811,1.0,-3.453999293202969,0.0
2019-07-26,-0.0,-1.0370975268315445,-0.8727251516565562,-5.358609426038264,1.0,-3.3973401773215115,0.0
2019-07-29,-0.0,-0.9729666744348638,-0.8678629690048941,-5.361454206478676,1.0,-3.4500116522955024,0.0
2019-07-30,-0.0,-0.9716378007671743,-0.8782982680460305,-5.329884923863768,1.0,-3.4440311519237476,0.0
2019-07-31,-0.0,-1.0065192083818393,-0.879627473806752,-5.316996507566938,1.0,-3.438183934807916,0.0
2019-08-01,-0.0,-1.0779040111291442,-0.8710874101553443,-5.267563181080455,1.0,-3.3761882680268953,0.0
2019-08-02,-0.0,-1.045570500927644,-0.9415584415584415,-5.249768089053803,1.0,-3.3585343228200375,0.0
2019-08-05,-0.0,-1.0400046517036865,-0.9246424002791023,-5.280265147110129,1.0,-3.384463309687173,0.0
2019-08-06,-0.0,-1.0573104693140793,-0.9086191335740073,-5.006430505415163,1.0,-3.3092283393501805,0.0
2019-08-07,-0.0,-1.015661446184605,-0.879040319893369,-4.941130734199712,1.0,-3.2715761412862383,0.0
2019-08-08,-0.0,-0.980240174672489,-0.8372270742358078,-4.847598253275109,1.0,-3.251965065502183,0.0
2019-08-09,-0.0,-0.9120253857095961,-0.8146405514826568,-4.838494364810154,1.0,-3.37684648210964,0.0
2019-08-12,-0.0,-0.8919537723506323,-0.8618621892716964,-4.833951155691234,1.0,-3.31487134757959,0.0
2019-08-13,-0.0,-0.8159853306007981,-0.8564340416352065,-4.794304821486355,1.0,-3.319490885557114,0.0
2019-08-14,-0.0,-0.8562273018585772,-0.8523819696646016,-4.709356975005341,1.0,-3.263618884853664,0.0
2019-08-15,-0.0,-0.9832218328554742,-0.977062758840395,-4.642773707125412,1.0,-3.0160348306254643,0.0
2019-08-16,-0.0,-1.0167792317433517,-0.9655972984381596,-4.57365977205572,1.0,-2.996939636977628,0.0
2019-08-19,-0.0,-0.9534981147884374,-0.9863845831587768,-4.580016757436113,1.0,-2.953602848764139,0.0
2019-08-20,-0.0,-0.9624501992031872,-0.8309760956175299,-4.413147410358565,1.0,-2.7535856573705177,0.0
2019-08-21,-0.0,-0.9658153632117659,-0.8670376627248335,-4.388452747689556,1.0,-2.7160886415581835,0.0
2019-08-22,-0.0,-0.9688751000800641,-0.8467774219375501,-4.420236188951161,1.0,-2.7720176140912733,0.0
2019-08-23,-0.0,-0.9255039439088518,-0.8370824812542603,-4.279189794527218,1.0,-2.6962703281721687,0.0
2019-08-26,-0.0,-0.888722367928063,-0.8232484076433121,-4.078868490071188,1.0,-2.5759647808167854,0.0
2019-08-27,-0.0,-0.8777227259979434,-0.8117229129662523,-4.0691782742825096,1.0,-2.5896980461811725,0.0
2019-08-28,-0.0,-0.848122548103867,-0.8364468522323931,-4.083411171305809,1.0,-2.57248271997011,0.0
2019-08-29,-0.0,-0.8111382419233659,-0.8822314049586776,-4.138617580766341,1.0,-2.559447783621337,0.0
2019-08-30,-0.0,-0.8017113095238095,-0.8817894345238095,-4.097470238095238,1.0,-2.5195312499999996,0.0
2019-09-03,-0.0,-0.8366019146760851,-0.9229482293893484,-4.071846825913188,1.0,-2.4631471326331447,0.0
2019-09-04,-0.0,-0.8440212825539064,-0.9279380192289741,-4.097731727807337,1.0,-2.4647624381592457,0.0
2019-09-05,-0.0,-0.872035710964382,-0.9127685297126383,-4.105179949781456,1.0,-2.4097461173625967,0.0
2019-09-06,-0.0,-0.8684234773795264,-0.895236340182438,-4.086796277526951,1.0,-2.363493964802359,0.0
2019-09-09,-0.0,-0.8810357537781054,-0.8972539624032436,-4.084224106155547,1.0,-2.352377441946185,0.0
2019-09-10,-0.0,-0.856418763247627,-0.9614782047737537,-4.102479034190397,1.0,-2.2954566399410194,0.0
2019-09-11,-0.0,-0.8929501488095237,-0.8485863095238095,-4.139508928571428,1.0,-2.419642857142857,0.0
2019-09-12,-0.0,-0.8775320572384315,-0.8483553242891657,-4.14755621631667,1.0,-2.418509570711764,0.0
2019-09-13,-0.0,-0.8576890795486337,-0.8860393546582113,-4.185209363051385,1.0,-2.3968105940501725,0.0
2019-09-16,-0.0,-0.8238103986772001,-0.8876538673525629,-4.122818298732317,1.0,-2.351828036009554,0.0
2019-09-17,-0.0,-0.7293350477590006,-0.9074210139603233,-4.147409992652461,1.0,-2.400165319617928,0.0
2019-09-18,-0.0,-0.7390026632381302,-0.9108274405363211,-4.142437322068142,1.0,-2.391220497750023,0.0
2019-09-19,-0.0,-0.7685790588451975,-0.9089234736163551,-4.113178009024772,1.0,-2.4183626484943366,0.0
2019-09-20,-0.0,-0.8081320302415638,-0.952056057532731,-4.070993914807302,1.0,-2.3888069334316797,0.0
2019-09-23,-0.0,-0.8185010627483597,-0.9635893170686628,-4.055170501802051,1.0,-2.4040292024766656,0.0
2019-09-24,-0.0,-0.8156244235380925,-0.9385722191477587,-4.057000553403431,1.0,-2.4121933222652645,0.0
2019-09-25,-0.0,-0.8088544043815609,-0.9381104518484711,-4.021633957097216,1.0,-2.3595618439068917,0.0
2019-09-26,-0.0,-0.7111340593315809,-1.1720803604956815,-4.187194892977844,1.0,-2.3174051821254227,0.0
2019-09-27,-0.0,-0.6942030369592208,-1.1441123101900488,-4.307898004011078,1.0,-2.4040683793333972,0.0
2019-09-30,-0.0,-0.5834534447967714,-1.2316709906793504,-4.338233881041607,1.0,-2.455558758527914,0.0
2019-10-01,-0.0,-0.5734381063251843,-1.2595071788901824,-4.387951105937136,1.0,-2.4803065580131936,0.0
2019-10-02,-0.0,-0.6238081195320948,-1.425341590484616,-4.416298043841541,1.0,-2.3643959500638947,0.0
2019-10-03,-0.0,-0.8225319169671572,-1.3892408147354058,-4.33037715622259,1.0,-2.2035863950881978,0.0
2019-10-04,-0.0,-0.8830056453182791,-1.4388748296671208,-4.240218026085264,1.0,-2.1712088767763285,0.0
2019-10-07,-0.0,-0.9983730500526365,-1.474495167001627,-4.017322231792516,1.0,-2.0801990621112068,0.0
2019-10-08,-0.0,-0.9985878365656186,-1.3662210506495953,-4.000847298060629,1.0,-2.04876671060064,0.0
2019-10-09,-0.0,-1.0186933358257781,-1.344237779231704,-3.987568931675858,1.0,-1.9962613328348442,0.0
2019-10-10,-0.0,-1.1142144159708225,-1.5078222478164889,-3.894807563105864,1.0,-2.08100585468855,0.0
2019-10-11,-0.0,-1.1314872192099148,-1.5729085979860575,-3.895042602633618,1.0,-2.0830751355538344,0.0
2019-10-14,-0.0,-1.0402678051620415,-1.6848437803221423,-3.9632253056471956,1.0,-2.0146516592276345,0.0
2019-10-15,-0.0,-1.0573063124212159,-1.7444972364976243,-3.9416270726267815,1.0,-1.9531659071075342,0.0
2019-10-16,-0.0,-1.1590116004904272,-1.707629916061492,-3.73677261152504,1.0,-1.8279732151277939,0.0
2019-10-17,-0.0,-1.1519538272305798,-1.7354527391427759,-3.7389535433815877,1.0,-1.8353675844450752,0.0
2019-10-18,-0.0,-1.242997728993187,-1.7895533686601062,-3.607872823618471,1.0,-1.8221990915972748,0.0
2019-10-21,-0.0,-1.158621995078554,-1.8000189286390307,-3.607230740109786,1.0,-1.8984478515994698,0.0
2019-10-22,-0.0,-1.1187931523692425,-1.8092310602478008,-3.6115577414168163,1.0,-1.9183769980138088,0.0
2019-10-23,-0.0,-1.1199317923455856,-1.7541682455475558,-3.6296892762410002,1.0,-1.969496021220159,0.0
2019-10-24,-0.0,-1.0903666634587623,-1.9198344721393514,-3.641709171398326,1.0,-1.971898758541045,0.0
2019-10-25,-0.0,-1.095861405197305,-1.8910490856592876,-3.651973051010587,1.0,-1.9857555341674686,0.0
2019-10-28,-0.0,-1.198369304556355,-1.928537170263789,-3.5773621103117508,1.0,-1.8879616306954436,0.0
2019-10-29,-0.0,-1.1887605247699238,-2.0831212061875855,-3.6118073232817705,1.0,-1.9068925004895243,0.0
2019-10-30,-0.0,-1.181666992760712,-2.0817843866171,-3.610350225004891,1.0,-1.9091175895128154,0.0
2019-10-31,-0.0,-1.1462982990856356,-2.1324353554222792,-3.606725002457969,1.0,-1.9465146003342837,0.0
2019-11-01,-0.0,-1.2054165037152913,-2.1605396949550255,-3.570101681658193,1.0,-1.841024638247947,0.0
2019-11-04,-0.0,-1.1911020249221183,-2.140868380062305,-3.5891744548286604,1.0,-1.8141549844236757,0.0
2019-11-05,-0.0,-1.2746739342028421,-2.480338719096749,-3.377360327039128,1.0,-1.600837064434495,0.0
2019-11-06,-0.0,-1.2210165619645916,-2.3661717114030076,-3.2326289739196645,1.0,-1.6984580239862934,0.0
2019-11-07,-0.0,-1.2732883866679325,-2.354382299876555,-3.193998670591587,1.0,-1.6741050232646473,0.0
2019-11-08,-0.0,-1.2300322519446025,-2.3678618857901728,-3.200531208499336,1.0,-1.6875355719977234,0.0
2019-11-11,-0.0,-1.203205989633327,-2.4428873104242657,-3.2272029180264927,1.0,-1.7254751391821848,0.0
2019-11-12,-0.0,-1.177238268880146,-2.4473658957873523,-3.2362537184531237,1.0,-1.7352461376067556,0.0
2019-11-13,-0.0,-1.2054202670856244,-2.691967792615868,-3.192753338570306,1.0,-1.7292812254516887,0.0
2019-11-14,-0.0,-1.2034398034398035,-2.666928746928747,-3.182014742014742,1.0,-1.7756265356265357,0.0
2019-11-15,-0.0,-1.1960475862747026,-2.701799233113755,-3.1575066365155835,1.0,-1.7765214826467408,0.0
2019-11-18,-0.0,-1.2063286085046916,-2.7888800159712517,-3.2160111798762228,1.0,-1.7708125374326211,0.0
2019-11-19,-0.0,-1.4391754670999188,-2.7298943948009753,-3.2020714865962634,1.0,-1.7831031681559708,0.0
2019-11-20,-0.0,-1.5485426714195847,-2.9371985741245545,-3.2858041518137973,1.0,-1.7128328790102745,0.0
2019-11-21,-0.0,-1.4771971241549524,-3.1729799334692568,-3.2697714347032942,1.0,-1.8108166112243804,0.0
2019-11-22,-0.0,-1.4433279308481903,-3.11301998919503,-3.3281469475958945,1.0,-1.920583468395462,0.0
2019-11-25,-0.0,-1.4402985074626864,-3.149363476733977,-3.384218612818261,1.0,-2.000768217734855,0.0
2019-11-26,-0.0,-1.2096957311534968,-3.3348092643051768,-3.629541326067211,1.0,-2.1791553133514987,0.0
2019-11-27,-0.0,-1.181044267877412,-3.357775255391601,-3.6423382519863794,1.0,-2.1695800227014757,0.0
2019-11-29,-0.0,-1.1457461645746163,-3.5524174802417474,-3.7840539284053922,1.0,-2.1402835890283587,0.0
2019-12-02,-0.0,-1.1825217287772356,-3.7349684486248362,-3.8283128943921896,1.0,-2.1603762352661033,0.0
2019-12-03,-0.0,-1.1616844602609728,-3.6912218268090156,-3.819454329774614,1.0,-2.1900355871886124,0.0
2019-12-04,-0.0,-1.214294279889675,-3.7432545868809206,-3.84098812807291,1.0,-2.193188631730423,0.0
2019-12-05,-0.0,-1.168832746265031,-3.857160208915341,-3.803230900036439,1.0,-2.3170168832746265,0.0
2019-12-06,-0.0,-1.3352216748768475,-3.9222906403940887,-3.8799261083743843,1.0,-2.177832512315271,0.0
2019-12-09,-0.0,-1.1547169811320754,-4.071194968553459,-4.059622641509434,1.0,-2.293081761006289,0.0
2019-12-10,-0.0,-1.14823426827496,-5.169016131376254,-4.869495712832437,1.0,-2.3460252870222353,0.0
2019-12-11,-0.0,-1.160116873630387,-5.194740686632579,-4.9076698319941565,1.0,-2.346530314097882,0.0
2019-12-12,-0.0,-1.1725039965121349,-5.165673593954367,-4.868187763406482,1.0,-2.326260717918907,0.0
2019-12-13,-0.0,-1.181818181818182,-5.2352254487085945,-4.869838027141399,1.0,-2.3052677659419234,0.0
2019-12-16,-0.0,-1.1898954703832754,-5.159698025551684,-4.831736353077817,1.0,-2.3363821138211383,0.0
2019-12-17,-0.0,-1.0760005996102533,-5.523909458851746,-5.081546994453605,1.0,-2.308799280467696,0.0
2019-12-18,-0.17479609787302094,-1.2322085399008476,-5.856548856548856,-5.3056133056133055,1.0,-2.4233168079321925,0.0
2019-12-19,-0.17873230373230373,-1.306145431145431,-5.898166023166024,-5.268018018018018,1.0,-2.4366151866151866,0.0
2019-12-20,-0.20882584712371943,-1.444917257683215,-5.771473601260835,-5.080378250591016,1.0,-2.2550039401103232,0.0
2019-12-23,-0.20852263825787248,-1.4930283565721447,-5.720507598308006,-5.033213222622591,1.0,-2.2111859627134574,0.0
2019-12-24,-0.25694006309148265,-1.5154574132492113,-5.6832807570977915,-5.111041009463722,1.0,-2.20615141955836,0.0
2019-12-26,-0.20439803828508146,-1.5195380477772504,-5.733902863470969,-5.123239993671888,1.0,-2.2393608606233193,0.0
2019-12-27,-0.21306277742549146,-1.5404248573240331,-5.747939124920736,-5.107165504121751,1.0,-2.244134432466709,0.0
2019-12-30,-0.303477846593616,-1.5366047324122598,-5.814356042559949,-5.124027314594251,1.0,-2.1019533111005244,0.0
2019-12-31,-0.26544187519797274,-1.5890085524231865,-5.796325625593918,-5.108013937282229,1.0,-2.0788723471650297,0.0
2020-01-02,-0.2691576947435086,-1.6063964534515516,-5.791956934768841,-5.095630145661812,1.0,-2.0696643445218497,0.0
2020-01-03,-0.11317104626793487,-1.663388682895373,-6.005158794131871,-5.157020796388844,1.0,-2.1824923424149603,0.0
2020-01-06,-0.1683087027914614,-1.7239737274220033,-6.138916256157636,-5.194745484400656,1.0,-2.194417077175698,0.0
2020-01-07,-0.18590265342666448,-1.741331596939606,-6.055998697704705,-5.106788214227576,1.0,-2.1883444571056487,0.0
2020-01-08,-0.213209361974992,-1.7383776851554986,-5.892433472266752,-4.955915357486374,1.0,-2.230843218980443,0.0
2020-01-09,-0.0831752055660974,-1.712998102466793,-5.867488931056293,-4.941492726122707,1.0,-2.2076217583807716,0.0
2020-01-10,-0.12881194409148664,-1.7166454891994916,-5.889294790343075,-4.9367852604828455,1.0,-2.2114040660736975,0.0
