Date,FLWS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6699475420474826,-1.629441349845871,-0.0,-1.053918122329782,-1.0547293277810827,0.0
2018-09-25,1.0,-0.6686377692182499,-1.6358704497368848,-0.0,-1.059187327076439,-1.0613573482341454,0.0
2018-09-26,1.0,-0.6684027777777778,-1.6359592013888886,-0.0,-1.0592990451388888,-1.0616861979166665,0.0
2018-09-27,1.0,-0.6761961592709124,-1.6235217532819788,-0.0,-1.0618964956059456,-1.0632526852555062,0.0
2018-09-28,1.0,-0.6768295990885911,-1.6229588238485324,-0.0,-1.0619541040525147,-1.063310367276081,0.0
2018-10-01,1.0,-0.6768679798144229,-1.623636659612567,-0.0,-1.062021813446199,-1.0637039448694992,0.0
2018-10-02,1.0,-0.6767199217476362,-1.6346049342462778,-0.0,-1.0606455820019562,-1.062167155743941,0.0
2018-10-03,1.0,-0.6799760322475216,-1.6446235973417584,-0.0,-1.0616080183026475,-1.0609543523259615,0.0
2018-10-04,1.0,-0.6802947598253275,-1.6508187772925762,-0.0,-1.0615720524017467,-1.065829694323144,0.0
2018-10-05,1.0,-0.6572777596873982,-1.6408336046890264,-0.0,-1.060729404102898,-1.0682730923694779,0.0
2018-10-08,1.0,-0.65129371007903,-1.6337014182093756,-0.0,-1.062899209700119,-1.0651185449821372,0.0
2018-10-09,1.0,-0.6478103177610567,-1.6337898554647323,-0.0,-1.0640935419260542,-1.067558057705841,0.0
2018-10-10,1.0,-0.6509500351864883,-1.6326530612244896,-0.0,-1.066258864288421,-1.0634439452173443,0.0
2018-10-11,1.0,-0.5154951659263131,-1.6185523909067154,-0.0,-1.0162006793833291,-1.0757251110530441,0.0
2018-10-12,1.0,-0.5270319022831521,-1.6123279905169303,-0.0,-0.9796423233520589,-1.0348399732000206,0.0
2018-10-15,1.0,-0.49494223363286266,-1.6375866495507059,-0.0,-0.9700128369704749,-1.0321951219512195,0.0
2018-10-16,1.0,-0.49170987115651144,-1.642010163749294,-0.0,-0.9686361069760279,-1.0308505723525485,0.0
2018-10-17,1.0,-0.4567134268537074,-1.5750501002004007,-0.0,-0.9486973947895792,-1.0295090180360722,0.0
2018-10-18,1.0,-0.4566589838661188,-1.575658883655677,-0.0,-0.9485920432909108,-1.0296121855897384,0.0
2018-10-19,1.0,-0.4319071934956125,-1.5597144415249615,-0.0,-0.9429874572405929,-1.0229537454761786,0.0
2018-10-22,1.0,-0.43355984326174296,-1.5613312831704775,-0.0,-0.9426119736124199,-1.0225683249838797,0.0
2018-10-23,1.0,-0.4374411108356062,-1.561368708157699,-0.0,-0.9394495412844037,-1.0208281676171584,0.0
2018-10-24,1.0,-0.433841735168862,-1.5576904030900267,-0.0,-0.9386451421214221,-1.0217886500940874,0.0
2018-10-25,1.0,-0.379825476619558,-1.477900028454899,-0.0,-0.9228872237503557,-0.9619178601915964,0.0
2018-10-26,1.0,-0.37760060385903665,-1.466056517431712,-0.0,-0.9189507949238099,-0.9550408076614616,0.0
2018-10-29,1.0,-0.3495546179090483,-1.4766057196436946,-0.0,-0.9034224097515238,-0.9586497890295359,0.0
2018-10-30,1.0,-0.3506353448680077,-1.4767196511464342,-0.0,-0.9035494912552164,-0.9579406386270926,0.0
2018-10-31,1.0,-0.35646233210949485,-1.444346330808198,-0.0,-0.8982200120834689,-0.948459357717154,0.0
2018-11-01,1.0,-0.32297385316832605,-1.4755745789522658,-0.0,-0.9009491020749977,-0.9530101423653112,0.0
2018-11-02,1.0,-0.700097118808676,-1.9847847199741016,-0.0,-1.355584331498867,-1.4341210747814828,0.0
2018-11-05,1.0,-0.7009908684670683,-1.9839388640632085,-0.0,-1.3560002590505797,-1.4353344990609418,0.0
2018-11-06,1.0,-0.7142022209234367,-1.9979868822650824,-0.0,-1.3538541463731413,-1.4279498668744726,0.0
2018-11-07,1.0,-0.717242279819808,-2.0112946399425478,-0.0,-1.3620813475223608,-1.438075341124241,0.0
2018-11-08,1.0,-0.6850525772530804,-2.0005160957357586,-0.0,-1.3389458744597122,-1.4266821495387394,0.0
2018-11-09,1.0,-0.6842410944759939,-2.000967991739804,-0.0,-1.3410557563242127,-1.4269488900361385,0.0
2018-11-12,1.0,-0.6795126643154856,-1.974414876563001,-0.0,-1.3410708560436035,-1.4173132414235332,0.0
2018-11-13,1.0,-0.6331897097959702,-1.9666075275630466,-0.0,-1.3322139145862375,-1.4043213787859588,0.0
2018-11-14,1.0,-0.6338063862138875,-1.9657881398884947,-0.0,-1.3320451089711098,-1.4038266599087683,0.0
2018-11-15,1.0,-0.6320151850680165,-1.9679848149319834,-0.0,-1.335590003163556,-1.391584941474217,0.0
2018-11-16,1.0,-0.6245186541253709,-1.9519601035288177,-0.0,-1.334890474086232,-1.4013635502809165,0.0
2018-11-19,1.0,-0.6315290249146326,-1.9533324901985583,-0.0,-1.335462248640445,-1.4032502845579866,0.0
2018-11-20,1.0,-0.5632018066620664,-1.9399033937645067,-0.0,-1.337180854400602,-1.4327833887460009,0.0
2018-11-21,1.0,-0.5657437298236901,-1.9283585795877825,-0.0,-1.3265458157437298,-1.387447231189471,0.0
2018-11-23,1.0,-0.5666377386560874,-1.9107364244978926,-0.0,-1.3327547731217457,-1.3886684849987603,0.0
2018-11-26,1.0,-0.5652766590247227,-1.9159799244067166,-0.0,-1.3295123613606792,-1.3853398599665407,0.0
2018-11-27,1.0,-0.5453872718302911,-1.9240873211642822,-0.0,-1.3207326097681302,-1.3765416872224963,0.0
2018-11-28,1.0,-0.54581894425259,-1.9243956586087816,-0.0,-1.3203009373458314,-1.3762950172668968,0.0
2018-11-29,1.0,-0.492955180371675,-1.8973642657597471,-0.0,-1.306874772257986,-1.3758654196526174,0.0
2018-11-30,1.0,-0.49295603594850623,-1.8981661403934904,-0.0,-1.3081127034248239,-1.3732086470731115,0.0
2018-12-03,1.0,-0.48933836968441574,-1.9075788960643352,-0.0,-1.3158888753503106,-1.3795540392347996,0.0
2018-12-04,1.0,-0.473434938369057,-1.9142024409496627,-0.0,-1.3086404760459043,-1.3757362317080575,0.0
2018-12-06,1.0,-0.4420426434208977,-1.8155848745435272,-0.0,-1.3038638237719404,-1.3284839203675345,0.0
2018-12-07,1.0,-0.45717667949097374,-1.8224918614974848,-0.0,-1.312636874815034,-1.326605504587156,0.0
2018-12-10,1.0,-0.40753524834727667,-1.8325045340197743,-0.0,-1.310126952553677,-1.3002398642719242,0.0
2018-12-11,1.0,-0.4052551498127341,-1.833625936329588,-0.0,-1.3095739700374531,-1.3035463483146068,0.0
2018-12-12,1.0,-0.40887248007501176,-1.835208626347867,-0.0,-1.3132911392405064,-1.3029184247538679,0.0
2018-12-13,1.0,-0.40833431016293514,-1.8286836244285547,-0.0,-1.3227054272652679,-1.301254249208768,0.0
2018-12-14,1.0,-0.4147284550940301,-1.8112367449762727,-0.0,-1.331360946745562,-1.3012478762669166,0.0
2018-12-17,1.0,-0.384197617379117,-1.8144125204391495,-0.0,-1.3132445690259285,-1.3278439616911937,0.0
2018-12-18,1.0,-0.3597776362267647,-1.7959928195031558,-0.0,-1.3052290231049857,-1.3296658752678208,0.0
2018-12-19,1.0,-0.35648899188876015,-1.7978563151796059,-0.0,-1.3079374275782156,-1.331460023174971,0.0
2018-12-20,1.0,-0.3535870315014946,-1.775005748447919,-0.0,-1.3021959071050817,-1.3176592320073581,0.0
2018-12-21,1.0,-0.3429811040703317,-1.7743335045955357,-0.0,-1.3001084660615403,-1.2913170063367017,0.0
2018-12-24,1.0,-0.3221537243368588,-1.7517108760816695,-0.0,-1.286465697641536,-1.2954018437871162,0.0
2018-12-26,1.0,-0.3161900498069282,-1.7641725894006381,-0.0,-1.2467961273714254,-1.2691812636409425,0.0
2018-12-27,1.0,-0.23451539156786647,-1.6914243181455684,-0.0,-1.1395076824924237,-1.2512095273539263,0.0
2018-12-28,1.0,-0.23389668367346939,-1.6915391156462587,-0.0,-1.1388180272108843,-1.250372023809524,0.0
2018-12-31,1.0,-0.23396226415094337,-1.6918947648153069,-0.0,-1.138772256178581,-1.2502790326866862,0.0
2019-01-02,1.0,-0.2304629433000637,-1.6916542790401359,-0.0,-1.136918666383521,-1.25,0.0
2019-01-03,1.0,-0.24116148211062746,-1.6881303747743923,-0.0,-1.144707506104682,-1.2344197897866016,0.0
2019-01-04,1.0,-0.19314526759820722,-1.70419193250725,-0.0,-1.1290798839968361,-1.2464539941998416,0.0
2019-01-07,1.0,-0.1539452661959491,-1.6635056434571973,-0.0,-1.1194145235272897,-1.216976756171726,0.0
2019-01-08,1.0,-0.1561584707877293,-1.6458558141924873,-0.0,-1.1248651148450748,-1.2116026925646164,0.0
2019-01-09,1.0,-0.15258408531583267,-1.6346903199343725,-0.0,-1.1238207547169812,-1.2160582444626744,0.0
2019-01-10,1.0,-0.1539328721496285,-1.6302331539841148,-0.0,-1.126313092492954,-1.2137842685114015,0.0
2019-01-11,1.0,-0.1562002567394095,-1.6135044929396662,-0.0,-1.1339152759948652,-1.2311681643132222,0.0
2019-01-14,1.0,-0.16360180809533595,-1.6097185124306554,-0.0,-1.1342716252311484,-1.2290425313334705,0.0
2019-01-15,1.0,-0.15952466690673386,-1.6016770410000514,-0.0,-1.1361695560471217,-1.2469262822161633,0.0
2019-01-16,1.0,-0.15464278567140283,-1.54652791675005,-0.0,-1.0956573944366619,-1.2061737042225336,0.0
2019-01-17,1.0,-0.15838213946037943,-1.5417229814286428,-0.0,-1.0981128297542173,-1.2075386694698904,0.0
2019-01-18,1.0,-0.16773998792513586,-1.5219360032199638,-0.0,-1.102435097605152,-1.239082310324009,0.0
2019-01-22,1.0,-0.0,-1.672731031631176,-0.0,-1.207618358486665,-1.2881434773620013,0.0
2019-01-23,1.0,-0.0,-1.6561186906676348,-0.0,-1.223738133527001,-1.3076723556570007,0.0
2019-01-24,1.0,-0.0,-1.6405990016638936,-0.0,-1.2540557404326125,-1.3050124792013311,0.0
2019-01-25,1.0,-0.0,-1.6268632793716942,-0.0,-1.3544371427044932,-1.3614361275845488,0.0
2019-01-28,1.0,-0.0,-1.6078399914433927,-0.0,-1.3772929033638164,-1.3627466709449703,0.0
2019-01-29,1.0,-0.0,-1.592765273311897,-0.0,-1.3844587352625939,-1.3817792068595929,0.0
