Date,IWF,IWM,MTUM,QRVO,SPY,VLUE,VXX
2018-09-24,-0.6353654091488973,-1.1638418079096045,-0.11003280481137234,1.0,-0.8413522872243484,-0.8056314926189174,0.0
2018-09-25,-0.6367610893524001,-1.1618999908917025,-0.11276072502049367,1.0,-0.8396939611986519,-0.8030786046087987,0.0
2018-09-26,-0.6377747252747252,-1.166849816849817,-0.10554029304029304,1.0,-0.848489010989011,-0.8201007326007326,0.0
2018-09-27,-0.6379491874570841,-1.165667200732433,-0.10601968413824674,1.0,-0.8482490272373541,-0.8198672465094987,0.0
2018-09-28,-0.6351772140305889,-1.1684678084073634,-0.10692371096254236,1.0,-0.8483377598681199,-0.8202674237567543,0.0
2018-10-01,-0.6354310424142056,-1.1789033029717546,-0.10847364062931274,1.0,-0.8518262949673383,-0.8256049314564358,0.0
2018-10-02,-0.636647962468954,-1.1667279919050686,-0.11309907092263821,1.0,-0.8543832214147733,-0.8285346334283874,0.0
2018-10-03,-0.6361504506161486,-1.1558304211881552,-0.11164244988044877,1.0,-0.8586536693029243,-0.8358469744344307,0.0
2018-10-04,-0.6451211646549341,-1.1467796922509905,-0.11310236800884547,1.0,-0.8710034091956141,-0.830968395835253,0.0
2018-10-05,-0.6287788293669025,-1.139483598272535,-0.09298906551502344,1.0,-0.885187907746026,-0.8478820178259671,0.0
2018-10-08,-0.6338802865726832,-1.1501733302519068,-0.09563207765195286,1.0,-0.8885139819736539,-0.8539865957938526,0.0
2018-10-09,-0.6320388349514563,-1.1511789181692094,-0.09029126213592233,1.0,-0.8915395284327324,-0.8581599630143321,0.0
2018-10-10,-0.6380700778642936,-1.1513718946978124,-0.09515202076381164,1.0,-0.8971078976640712,-0.853123841305154,0.0
2018-10-11,-0.5917309166328509,-1.144460976599486,-0.028269985121060465,1.0,-0.8816447991343163,-0.862662879300239,0.0
2018-10-12,-0.6216070465576128,-1.152660435017077,-0.021481215171669964,1.0,-0.8623494517346756,-0.8359248606866799,0.0
2018-10-15,-0.6094793955428008,-1.1721447468723376,-0.001973005694811892,1.0,-0.8621586475942782,-0.8383480561409801,0.0
2018-10-16,-0.606869031072053,-1.1776891001210599,-0.0,1.0,-0.8615432901403398,-0.8376003228265255,0.0
2018-10-17,-0.5831753450024248,-1.1339447114324763,-0.0,1.0,-0.8513733962347338,-0.8404832238437457,0.0
2018-10-18,-0.5824810439076,-1.1326485628636924,-0.0,1.0,-0.8526714865103157,-0.8405924880973372,0.0
2018-10-19,-0.5664712060213548,-1.1207771748643445,-0.0,1.0,-0.851522842639594,-0.8372571328548923,0.0
2018-10-22,-0.5670400840189043,-1.120339576404691,-0.0,1.0,-0.851391563101698,-0.837213373008927,0.0
2018-10-23,-0.5722852015581914,-1.121109992559198,-0.0,1.0,-0.8479887950277936,-0.8356020484089814,0.0
2018-10-24,-0.5703729613921561,-1.1177036421669364,-0.0,1.0,-0.8478422456385816,-0.8364741375541078,0.0
2018-10-25,-0.5353702524931042,-1.0665817950350096,-0.0,1.0,-0.8426479949077021,-0.7989815404201146,0.0
2018-10-26,-0.521949373475738,-1.0523084685896895,-0.0,1.0,-0.8416869901606256,-0.7888739382726432,0.0
2018-10-29,-0.5018831603615668,-1.0599263475058587,-0.0,1.0,-0.830975895547372,-0.7920572480749916,0.0
2018-10-30,-0.49395523948964654,-1.0598619535661993,-0.0,1.0,-0.8311231959841037,-0.7982848776406609,0.0
2018-10-31,-0.49752814590170746,-1.0382618088155873,-0.0,1.0,-0.8270533006522371,-0.7915333804162685,0.0
2018-11-01,-0.503619871848215,-1.035408171756678,-0.0,1.0,-0.8289090455188484,-0.7928351502038778,0.0
2018-11-02,-0.5028274619863444,-1.0548318183722196,-0.0,1.0,-0.8306873874251246,-0.800485904578394,0.0
2018-11-05,-0.5190453947089049,-1.0393647288632213,-0.0,1.0,-0.8459807210497261,-0.8420739734171302,0.0
2018-11-06,-0.5534730357065382,-1.0922816608095796,-0.0,1.0,-0.8561759729272419,-0.8366523493427047,0.0
