Date,BOE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.18737016152965616,-0.2497138254123034,-0.07020816551490228,-0.3109551871793784,-0.3015644210794082,0.0
2018-09-25,1.0,-0.1869870421818336,-0.25037643416113503,-0.06943354611583567,-0.311539032511187,-0.3023985748520773,0.0
2018-09-26,1.0,-0.18671644640546445,-0.2501644004157739,-0.06853906366008358,-0.31197895674678094,-0.3038968201777646,0.0
2018-09-27,1.0,-0.18712358978708968,-0.2489184833319196,-0.06889897361947578,-0.31190092459072016,-0.303778946475528,0.0
2018-09-28,1.0,-0.18940841720813692,-0.24831188686456873,-0.06869240242918417,-0.31267252728585376,-0.30434874930989086,0.0
2018-10-01,1.0,-0.19043167912984363,-0.2476206662134602,-0.06849082256968048,-0.3134134942216179,-0.3044485044187627,0.0
2018-10-02,1.0,-0.19113679335471945,-0.24154999893777485,-0.07072295043657453,-0.3149072677444711,-0.30613328801172696,0.0
2018-10-03,1.0,-0.19155768208399787,-0.24484848484848487,-0.07119617224880383,-0.3142583732057416,-0.30466772993088787,0.0
2018-10-04,1.0,-0.19208607088941337,-0.24392422019519042,-0.07139971508154196,-0.31481363356084285,-0.30403350981267674,0.0
2018-10-05,1.0,-0.19789730110904544,-0.2501656089065538,-0.07312434557770797,-0.31414406906425624,-0.30155779216616446,0.0
2018-10-08,1.0,-0.1977568895535142,-0.249946592608417,-0.0728690450758385,-0.31422772911770985,-0.30151676992095705,0.0
2018-10-09,1.0,-0.19704349312142186,-0.25004272408784073,-0.07107152012304538,-0.31519695804494574,-0.30287105870289666,0.0
2018-10-10,1.0,-0.19679100969961116,-0.2503738836901252,-0.07056787591334444,-0.31523736273127373,-0.303508097252489,0.0
2018-10-11,1.0,-0.18900750449212556,-0.2459570869886904,-0.06016277349117429,-0.31349751611880344,-0.3053165627312123,0.0
2018-10-12,1.0,-0.19181038999140804,-0.2406798130723611,-0.05936838575829335,-0.30648169492235794,-0.2972610490580272,0.0
2018-10-15,1.0,-0.19300892744876147,-0.23831677773586488,-0.06037553962865166,-0.30682342093130477,-0.2970996269751457,0.0
2018-10-16,1.0,-0.193079889345293,-0.23818006538687234,-0.060545728895967814,-0.3068362813312097,-0.297112079805516,0.0
2018-10-17,1.0,-0.19082296970202822,-0.23249311409732076,-0.05867623737584508,-0.30633920373925383,-0.29828478424171606,0.0
2018-10-18,1.0,-0.19219037272271436,-0.23512451947183688,-0.05737088417182015,-0.30561591174995817,-0.29895119505264917,0.0
2018-10-19,1.0,-0.18584842944989197,-0.22760511882998172,-0.05131294665115506,-0.31080688050523514,-0.30189463187635035,0.0
2018-10-22,1.0,-0.18796633066611243,-0.22313207939312063,-0.04551595136651772,-0.3157227475839135,-0.3060168346669438,0.0
2018-10-23,1.0,-0.1870967741935484,-0.22437044745057233,-0.04243496357960458,-0.31906347554630593,-0.30819979188345475,0.0
2018-10-24,1.0,-0.18739993762345358,-0.22266347853207197,-0.040274456804241604,-0.3197213847593305,-0.3091381640503171,0.0
2018-10-25,1.0,-0.17717533529604187,-0.20618662087013412,-0.03888616290480863,-0.32284510958456003,-0.29939483153418384,0.0
2018-10-26,1.0,-0.17721389576134294,-0.20630993518310262,-0.03917639601693009,-0.3227145398409226,-0.2992823113255771,0.0
2018-10-29,1.0,-0.17660756597761254,-0.2056540567039791,-0.03782988806275022,-0.32306560993545225,-0.2995138491706839,0.0
2018-10-30,1.0,-0.1769860886973219,-0.20562580434294117,-0.038077339488897514,-0.3229832696668233,-0.2990827937000797,0.0
2018-10-31,1.0,-0.17774201434159062,-0.20090449804432856,-0.038705997392438074,-0.32211538461538464,-0.2976898631029987,0.0
2018-11-01,1.0,-0.17966281369131348,-0.19886653211832098,-0.0406295231688174,-0.32195788229058364,-0.2975149328277577,0.0
2018-11-02,1.0,-0.18013852108372377,-0.1970258708494602,-0.04039519250356488,-0.32238745161947446,-0.2971277245874923,0.0
2018-11-05,1.0,-0.17772029168533832,-0.20411862956776794,-0.04024931763555628,-0.3232166863567849,-0.2916242310669328,0.0
2018-11-06,1.0,-0.1821071290316008,-0.20761598174446325,-0.03801878527332369,-0.32144821825146186,-0.2882581854485442,0.0
2018-11-07,1.0,-0.1811757997841448,-0.20738387602582117,-0.03954629686195451,-0.3204634777119352,-0.2878001099639563,0.0
2018-11-08,1.0,-0.18023350419005774,-0.20702139777072653,-0.03836140265234724,-0.32031567813847533,-0.2880766414449597,0.0
2018-11-09,1.0,-0.17986006589919862,-0.20699263718830085,-0.038705609567587354,-0.3204653622421999,-0.28790220884350975,0.0
2018-11-12,1.0,-0.1797668372735397,-0.20417986838898364,-0.03856933950767731,-0.32126899016979443,-0.2872694776180031,0.0
2018-11-13,1.0,-0.17233862177546322,-0.2022122643413669,-0.03003512171490856,-0.3260264018408623,-0.28789713778208387,0.0
2018-11-14,1.0,-0.17223489512889356,-0.20237398308335186,-0.029997779437592104,-0.32607949613420273,-0.28800694430425744,0.0
2018-11-15,1.0,-0.1721443856744862,-0.20222473452578027,-0.029716962086647557,-0.3261598094238301,-0.2885694674365083,0.0
2018-11-16,1.0,-0.17151959993547344,-0.19995160509759638,-0.028976447814163576,-0.32589933860300047,-0.29010727536699465,0.0
2018-11-19,1.0,-0.17163306451612903,-0.1993548387096774,-0.030745967741935484,-0.3248588709677419,-0.2895564516129032,0.0
2018-11-20,1.0,-0.15851330989452536,-0.19744851833249624,-0.01567051732797589,-0.3327975891511803,-0.30461074836765445,0.0
2018-11-21,1.0,-0.15958339996801535,-0.19400687669918437,-0.017771469694546616,-0.3313809371501679,-0.29629777706700783,0.0
2018-11-23,1.0,-0.15961615353858455,-0.19420231907237107,-0.017792882846861258,-0.3313074770091963,-0.29630147940823676,0.0
2018-11-26,1.0,-0.15954979808884093,-0.19759305905401622,-0.016812602454919837,-0.3301947143256967,-0.2949702131062332,0.0
2018-11-27,1.0,-0.15826821878488279,-0.20012757136022963,-0.011022962844841333,-0.3299114973688407,-0.29395232020411416,0.0
2018-11-28,1.0,-0.15873205741626792,-0.19690988835725676,-0.011901913875598084,-0.33127990430622006,-0.29479665071770333,0.0
2018-11-29,1.0,-0.1530219453152903,-0.19471010754395016,-0.0067264573991031385,-0.3321758799952379,-0.29757133219572207,0.0
2018-11-30,1.0,-0.15341427607824465,-0.19483791612109672,-0.006169900408681507,-0.33283736063167085,-0.2966313534103083,0.0
2018-12-03,1.0,-0.15340514590648494,-0.19490567160626077,-0.005990993671764962,-0.3328572278759745,-0.29661369993453546,0.0
