Date,BCOR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.7783168903984042,-1.4453070246374469,-0.2786134023397488,-1.0403256240228584,-0.8485632648660306,0.0
2018-09-25,1.0,-0.7808794998922182,-1.4425522741970251,-0.28298124595818064,-1.0379392110368613,-0.844740245742617,0.0
2018-09-26,1.0,-0.7822524125289774,-1.4443905331823819,-0.28551404388376733,-1.037683972181789,-0.8412852444875735,0.0
2018-09-27,1.0,-0.789328873543375,-1.432239965472594,-0.28986836426413465,-1.0404078549848943,-0.8430621493310315,0.0
2018-09-28,1.0,-0.7881877022653722,-1.4323624595469255,-0.2903991370010787,-1.0399137001078749,-0.8429341963322545,0.0
2018-10-01,1.0,-0.8143578238923164,-1.5097027481772294,-0.2991587212563096,-1.089231632080763,-0.8960740325294448,0.0
2018-10-02,1.0,-0.8209988649262203,-1.5677071509648126,-0.2894438138479001,-1.0956867196367766,-0.9015323496027241,0.0
2018-10-03,1.0,-0.8289571534809222,-1.5951604599279217,-0.2944339568674561,-1.1002230993650248,-0.9017218694582689,0.0
2018-10-04,1.0,-0.8304755372656608,-1.5895633287608597,-0.29515317786922723,-1.1017946959304983,-0.8985482395976222,0.0
2018-10-05,1.0,-0.8100233764752837,-1.5829864872569703,-0.27065397115000855,-1.1198471976737556,-0.918068304920463,0.0
2018-10-08,1.0,-0.8074297417226078,-1.578734782114006,-0.2677210149049949,-1.1195812948003185,-0.9154625099556264,0.0
2018-10-09,1.0,-0.8053832584077846,-1.5802082740567915,-0.2617652079895294,-1.1230865532350767,-0.9201047060831958,0.0
2018-10-10,1.0,-0.805348506401138,-1.580312944523471,-0.26139402560455194,-1.1232432432432433,-0.9195448079658607,0.0
2018-10-11,1.0,-0.7284532354391541,-1.5710372034409072,-0.16031998246671417,-1.0951728672401513,-0.9242233302284806,0.0
2018-10-12,1.0,-0.7263625047356173,-1.5625372084212807,-0.14980786924284245,-1.0752827840017318,-0.8981436380364778,0.0
2018-10-15,1.0,-0.7109864018994171,-1.5854737750917332,-0.12664580185624866,-1.0742499460392834,-0.8987696956615584,0.0
2018-10-16,1.0,-0.7102239007283518,-1.5875370919881306,-0.12495279201510656,-1.0740221203129217,-0.8985163204747775,0.0
2018-10-17,1.0,-0.6837182264968557,-1.5303598795117053,-0.10183374729165565,-1.064524652539238,-0.9041378216984621,0.0
2018-10-18,1.0,-0.6827644510197611,-1.5288492021557645,-0.10239881644298848,-1.0656240092993765,-0.9040473422804607,0.0
2018-10-19,1.0,-0.6648986451003046,-1.5183804222245563,-0.07956097048629346,-1.0792458775338725,-0.9094107761789727,0.0
2018-10-22,1.0,-0.664649547463692,-1.5257314249631657,-0.08771837507893077,-1.0761418648705536,-0.9077562618396128,0.0
2018-10-23,1.0,-0.6658776497817054,-1.524748829624954,-0.09121035190153069,-1.0727473567934354,-0.9055283783072957,0.0
2018-10-24,1.0,-0.6673324572930354,-1.521892247043364,-0.08110381077529566,-1.0763731931668856,-0.9095926412614981,0.0
2018-10-25,1.0,-0.6184410069760389,-1.448185218885856,-0.07072085734506117,-1.0654130017187342,-0.8523405115761804,0.0
2018-10-26,1.0,-0.5992682071074131,-1.4368202095133078,-0.03784271465089469,-1.0895694451405944,-0.8488296325998698,0.0
2018-10-29,1.0,-0.575042495750425,-1.4638036196380362,-0.0111988801119888,-1.083991600839916,-0.8655134486551345,0.0
2018-10-30,1.0,-0.577344336084021,-1.4637659414853714,-0.01275318829707427,-1.0838709677419356,-0.8635158789697426,0.0
2018-10-31,1.0,-0.5894379893282801,-1.4313569042038596,-0.012466962549244502,-1.0907594873585,-0.8627138084077194,0.0
2018-11-01,1.0,-0.5404276985743381,-1.5229633401221996,-0.0,-1.1269348268839103,-0.9013747454175153,0.0
2018-11-02,1.0,-0.5435573521980799,-1.4890853966649824,-0.0,-1.1293077311773623,-0.8911066195048005,0.0
2018-11-05,1.0,-0.5379251099095457,-1.5059376421244124,-0.0,-1.1306786598615393,-0.8787205012885946,0.0
2018-11-06,1.0,-0.5336916290625159,-1.5051969781473409,-0.0,-1.1403944633169398,-0.8909395122445876,0.0
2018-11-07,1.0,-0.5340631364562118,-1.5148676171079432,-0.0,-1.144806517311609,-0.8979124236252547,0.0
2018-11-08,1.0,-0.5000251698968035,-1.5107475459350617,-0.0,-1.127611376793355,-0.8955449282657941,0.0
2018-11-09,1.0,-0.4987404272470778,-1.5120415155179363,-0.0,-1.1310459492140266,-0.8965135026199114,0.0
2018-11-12,1.0,-0.49746141858945364,-1.5055547177399085,-0.0,-1.1304981651837331,-0.8933795807570502,0.0
2018-11-13,1.0,-0.465831095195464,-1.5000000000000002,-0.0,-1.1273251765642098,-0.8804834377797672,0.0
2018-11-14,1.0,-0.4670247687257535,-1.499104744852283,-0.0,-1.1275241221525913,-0.8799860738088133,0.0
2018-11-15,1.0,-0.46609916367980886,-1.501095181202708,-0.0,-1.128584229390681,-0.8823178016726404,0.0
2018-11-16,1.0,-0.4613552931838476,-1.4883420974303005,-0.0,-1.124962793927969,-0.886099811489235,0.0
2018-11-19,1.0,-0.4597290457049278,-1.4896034936231453,-0.0,-1.1263957123715944,-0.8868046250806412,0.0
2018-11-20,1.0,-0.4063639050339868,-1.479164614323712,-0.0,-1.1304304994581815,-0.909713328736085,0.0
2018-11-21,1.0,-0.41284627389777606,-1.4705911041747952,-0.0,-1.1250975419430356,-0.8685622317596566,0.0
2018-11-23,1.0,-0.4129523066419585,-1.4700575441334245,-0.0,-1.1251341070906078,-0.8685262849897591,0.0
2018-11-26,1.0,-0.41229224545498855,-1.4719013500999172,-0.0,-1.1232148949651508,-0.8665984305697715,0.0
2018-11-27,1.0,-0.4066190406764834,-1.47193468435632,-0.0,-1.1195995528988676,-0.8616902366720124,0.0
2018-11-28,1.0,-0.4076395976089809,-1.4694561889488265,-0.0,-1.120328522136366,-0.862370607960344,0.0
2018-11-29,1.0,-0.342002916869227,-1.4704910063198835,-0.0,-1.1458434613514827,-0.9031113271754982,0.0
2018-11-30,1.0,-0.3419364246135899,-1.471031398852921,-0.0,-1.1469330222611063,-0.9006027024399728,0.0
2018-12-03,1.0,-0.34278902296613467,-1.4723141300116778,-0.0,-1.1485986765278318,-0.9020533281432463,0.0
2018-12-04,1.0,-0.3367639205786689,-1.4734695859022282,-0.0,-1.1455895917277537,-0.8988300402932181,0.0
2018-12-06,1.0,-0.3207919860791046,-1.3929360861590556,-0.0,-1.1376099327470253,-0.851667215350609,0.0
2018-12-07,1.0,-0.3126002074884467,-1.398424974063944,-0.0,-1.1431198717344146,-0.8615014618504196,0.0
2018-12-10,1.0,-0.27208694840936654,-1.4084802686817801,-0.0,-1.1464222408806792,-0.8376247784308238,0.0
2018-12-11,1.0,-0.282600578736115,-1.405441986371698,-0.0,-1.1500980117614112,-0.8290861570055073,0.0
2018-12-12,1.0,-0.2814251027269331,-1.4062850205453867,-0.0,-1.1501214045573405,-0.8315745237205828,0.0
2018-12-13,1.0,-0.2810241104323089,-1.4008767429930513,-0.0,-1.1528704005969315,-0.8287553047614606,0.0
2018-12-14,1.0,-0.2774105845403835,-1.4249753902404725,-0.0,-1.1494867107298552,-0.835700557821216,0.0
2018-12-17,1.0,-0.26528134485173943,-1.4236749941629698,-0.0,-1.14008872285781,-0.8405790333878123,0.0
2018-12-18,1.0,-0.25076438432317244,-1.4108681552858333,-0.0,-1.1332345038450848,-0.8377652181969796,0.0
2018-12-19,1.0,-0.2546103234176628,-1.4099249374478733,-0.0,-1.1316838105828932,-0.8372718005745529,0.0
2018-12-20,1.0,-0.25315464677166805,-1.3923735838629456,-0.0,-1.1312517269964077,-0.8284977433913604,0.0
