Date,IWF,IWM,MTUM,SPY,VIPS,VLUE,VXX
2018-12-24,-0.5666298486128257,-1.579234617633682,-0.0,-1.817945552595673,1.0,-1.5334286271197455,0.0
2018-12-26,-0.5686681364284788,-1.62475684087667,-0.0,-1.7770717157307745,1.0,-1.5137465957722733,0.0
2018-12-27,-0.4740563137833518,-1.5358416328538054,-0.0,-1.6353129226607648,1.0,-1.5025820730357802,0.0
2018-12-28,-0.46145313366611207,-1.5553706784987984,-0.0,-1.642201269489123,1.0,-1.5036051026067665,0.0
2018-12-31,-0.45870088211708093,-1.5624575905249523,-0.0,-1.643390290543458,1.0,-1.50416383936833,0.0
2019-01-02,-0.4489089447981703,-1.568770476602584,-0.0,-1.6466588366198924,1.0,-1.5172776163689188,0.0
2019-01-03,-0.460003706220273,-1.5640867255543887,-0.0,-1.6532213231206374,1.0,-1.4997220334795232,0.0
2019-01-04,-0.40192531730946096,-1.5810901955975225,-0.0,-1.6343123428781654,1.0,-1.5143172481451959,0.0
2019-01-07,-0.37169304269931325,-1.522006569125112,-0.0,-1.6096745297103614,1.0,-1.4684980591221262,0.0
2019-01-08,-0.3729813479530422,-1.5110541684047436,-0.0,-1.6111673916929863,1.0,-1.463917525773196,0.0
2019-01-09,-0.369663455821144,-1.4975026757046024,-0.0,-1.6096444285884173,1.0,-1.4691996670234273,0.0
2019-01-10,-0.3703505644682115,-1.4944741532976829,-0.0,-1.6099227569815806,1.0,-1.4670825906120022,0.0
2019-01-11,-0.3656529516994633,-1.4974955277280861,-0.0,-1.621705426356589,1.0,-1.4781156827668456,0.0
2019-01-14,-0.37252445717012644,-1.4959436888570745,-0.0,-1.6190646623717488,1.0,-1.4776306370794559,0.0
2019-01-15,-0.3704743696976939,-1.4921734974309955,-0.0,-1.619847054606285,1.0,-1.4919345202533159,0.0
2019-01-16,-0.35553566099671735,-1.493584004774694,-0.0,-1.6130707251566696,1.0,-1.5061772605192478,0.0
2019-01-17,-0.34255001492982984,-1.5119140041803525,-0.0,-1.6139146013735444,1.0,-1.503553299492386,0.0
2019-01-18,-0.3447065940713854,-1.5135511191772535,-0.0,-1.629764065335753,1.0,-1.5615849969751967,0.0
2019-01-22,-0.0,-1.6245761647620243,-0.0,-1.9832349616978526,1.0,-1.6712294361421574,0.0
2019-01-23,-0.0,-1.5739865077863944,-0.0,-2.0035306727192483,1.0,-1.7272555324380554,0.0
2019-01-24,-0.0,-1.5649855444908447,-0.0,-2.106970767748153,1.0,-1.7527786700931576,0.0
2019-01-25,-0.0,-1.4723525137081324,-0.0,-2.2938495078284995,1.0,-1.8401268415141705,0.0
2019-01-28,-0.0,-1.454653937947494,-0.0,-2.330747812251392,1.0,-1.8441394855475999,0.0
2019-01-29,-0.0,-1.4533271412459365,-0.0,-2.333642937703178,1.0,-1.8474092748623365,0.0
2019-01-30,-0.0,-1.4465048990596434,-0.0,-2.313868613138686,1.0,-1.815545472479779,0.0
2019-01-31,-0.0,-1.4435050465329664,-0.0,-2.2825403067243415,1.0,-1.827893564031983,0.0
2019-02-01,-0.0,-1.4277535619022834,-0.0,-2.289376097846594,1.0,-1.788627935723115,0.0
2019-02-04,-0.0,-1.4308112679721552,-0.0,-2.291457940277145,1.0,-1.7835534447986467,0.0
2019-02-05,-0.0,-1.410289723268806,-0.0,-2.2709497206703912,1.0,-1.814797973236326,0.0
2019-02-06,-0.0,-1.3969898358092259,-0.0,-2.2937842064112584,1.0,-1.824732864216836,0.0
2019-02-07,-0.0,-1.4002216572136383,-0.0,-2.301519003846405,1.0,-1.8175891518351912,0.0
2019-02-08,-0.0,-1.3997253645458705,-0.0,-2.3192310207284375,1.0,-1.8199829987576015,0.0
2019-02-11,-0.0,-1.348505567493651,-0.0,-2.315751774435111,1.0,-1.847366022009507,0.0
2019-02-12,-0.0,-1.3557673477381031,-0.0,-2.3209739539134406,1.0,-1.851099941249429,0.0
2019-02-13,-0.0,-1.3935559613879467,-0.0,-2.303874249934777,1.0,-1.8248760761805372,0.0
2019-02-14,-0.0,-1.3257377905458345,-0.0,-2.3626273178375556,1.0,-1.8407547662575088,0.0
2019-02-15,-0.0,-1.3348797699947725,-0.0,-2.3599712493465757,1.0,-1.839453737584945,0.0
2019-02-19,-0.0,-1.2886631503548869,-0.0,-2.3912222439278503,1.0,-1.8318030865403399,0.0
2019-02-20,-0.0,-1.326089768464623,-0.0,-2.344198680636399,1.0,-1.7971801836761092,0.0
2019-02-21,-0.0,-1.3313617159571012,-0.0,-2.355931101722457,1.0,-1.8125446863828405,0.0
2019-02-22,-0.0,-1.3742772623369637,-0.0,-2.424095737528573,1.0,-1.924768051633723,0.0
2019-02-25,-0.0,-1.3884174078348834,-0.0,-2.4557675334374363,1.0,-1.945210129676149,0.0
2019-02-26,-0.0,-1.3784774053467228,-0.0,-2.4598995793187672,1.0,-1.9468041796715971,0.0
2019-02-27,-0.0,-1.35617094017094,-0.0,-2.4981196581196583,1.0,-1.9833162393162393,0.0
2019-02-28,-0.0,-1.3541368255917061,-0.0,-2.4898028783848307,1.0,-1.9768774299161038,0.0
2019-03-01,-0.0,-1.3559738134206218,-0.0,-2.4921576650300055,1.0,-1.971290234588107,0.0
2019-03-04,-0.0,-1.3396625913530495,-0.0,-2.493067413428044,1.0,-1.9974045488696124,0.0
2019-03-05,-0.0,-1.3107762493951753,-0.0,-2.5808391511716318,1.0,-2.020736849381351,0.0
2019-03-06,-0.0,-1.3182679486279738,-0.0,-2.6572391044985615,1.0,-2.0425293003017755,0.0
2019-03-07,-0.0,-1.2482561383928572,-0.0,-2.693777901785715,1.0,-2.033412388392857,0.0
2019-03-08,-0.0,-1.2350783124029914,-0.0,-2.762170170735149,1.0,-2.0579229575278677,0.0
2019-03-11,-0.0,-1.2272824460124012,-0.0,-2.768512579288718,1.0,-2.1312807355142183,0.0
2019-03-12,-0.0,-1.190898517010759,-0.0,-2.838470485606281,1.0,-2.240258796161675,0.0
2019-03-13,-0.0,-1.2200483622774236,-0.0,-2.853887301238367,1.0,-2.253755404118121,0.0
2019-03-14,-0.0,-1.229762340036563,-0.0,-2.8348811700182814,1.0,-2.2480438756855574,0.0
2019-03-15,-0.0,-1.226644107694571,-0.0,-2.8476533764896277,1.0,-2.281815506841254,0.0
2019-03-18,-0.0,-1.2697206703910613,-0.0,-2.8659962756052138,1.0,-2.313072625698324,0.0
2019-03-19,-0.0,-1.2714509745351354,-0.0,-2.8602792920618327,1.0,-2.3359719214397727,0.0
2019-03-20,-0.0,-1.287064116985377,-0.0,-2.8629171353580802,1.0,-2.349081364829396,0.0
2019-03-21,-0.0,-1.2893317350913995,-0.0,-2.8815552891819003,1.0,-2.3208720407551695,0.0
2019-03-22,-0.0,-1.2628785046728972,-0.0,-2.9327102803738314,1.0,-2.2810467289719623,0.0
2019-03-25,-0.0,-1.114153234709649,-0.0,-2.974313682196217,1.0,-2.2715095311695004,0.0
2019-03-26,-0.0,-1.1573668177427745,-0.0,-2.982539564603611,1.0,-2.28999182703024,0.0
2019-03-27,-0.0,-1.139634960676658,-0.0,-2.9926546965425134,1.0,-2.2872829796705743,0.0
2019-03-28,-0.0,-1.1455539740804555,-0.0,-3.006517342123005,1.0,-2.3392014383099857,0.0
2019-03-29,-0.0,-1.1426430925981421,-0.0,-3.0092897812406356,1.0,-2.339751273599041,0.0
2019-04-01,-0.0,-1.1433582089552239,-0.0,-2.98455223880597,1.0,-2.334776119402985,0.0
2019-04-02,-0.0,-1.1604910714285714,-0.0,-2.994047619047619,1.0,-2.286011904761905,0.0
2019-04-03,-0.0,-1.164218062495339,-0.0,-2.989857558356328,1.0,-2.3035274815422477,0.0
2019-04-04,-0.0,-1.1604892236557538,-0.0,-2.9691252144082334,1.0,-2.3281378178835115,0.0
2019-04-05,-0.0,-1.1526449491930664,-0.0,-2.9812462641960553,1.0,-2.3377166766288107,0.0
2019-04-08,-0.0,-1.1525981308411213,-0.0,-2.982429906542056,1.0,-2.341607476635514,0.0
2019-04-09,-0.0,-1.1331083614548183,-0.0,-3.0368203974503185,1.0,-2.329208848893888,0.0
2019-04-10,-0.0,-1.1121425363078306,-0.0,-3.046713579877227,1.0,-2.3272196436592303,0.0
2019-04-11,-0.0,-1.0230654761904763,-0.07596726190476191,-3.0779761904761904,1.0,-2.263541666666667,0.0
2019-04-12,-0.0,-1.0249722940524566,-0.07528629479128186,-3.0395271518285925,1.0,-2.248466937569265,0.0
2019-04-15,-0.0,-1.027250572335869,-0.06890185362971715,-3.034857100657263,1.0,-2.253969426187135,0.0
2019-04-16,-0.0,-1.0429101707498145,-0.05374907201187825,-3.05426874536006,1.0,-2.272976985894581,0.0
2019-04-17,-0.0,-0.9956998813760379,-0.08867141162514829,-3.0662811387900355,1.0,-2.2634193357058128,0.0
2019-04-18,-0.0,-0.9971828897620282,-0.0668693009118541,-3.0650900733931348,1.0,-2.2843057305952996,0.0
2019-04-22,-0.0,-0.9987359654992936,-0.05323815897092721,-3.0834262770466205,1.0,-2.3000966614618186,0.0
2019-04-23,-0.0,-1.004761196250558,-0.055348906412736196,-3.0799732182710904,1.0,-2.299285820562416,0.0
2019-04-24,-0.0,-0.9888616618400534,-0.057102546966659236,-3.077003044479097,1.0,-2.3025915200118807,0.0
2019-04-25,-0.0,-0.9630860095976377,-0.10417128091546697,-3.0502768549280184,1.0,-2.2652639350313772,0.0
2019-04-26,-0.0,-0.9331611951309479,-0.10940612320177055,-3.068166728144596,1.0,-2.266617484323128,0.0
2019-04-29,-0.0,-0.9206079834722939,-0.09990408027742934,-3.0743008927912636,1.0,-2.2836272412012097,0.0
2019-04-30,-0.0,-0.920596265958232,-0.09836912404988563,-3.075049811822006,1.0,-2.285587779499668,0.0
2019-05-01,-0.0,-0.8563428966470791,-0.022951952989975804,-2.8553059108192187,1.0,-2.178707224334601,0.0
2019-05-02,-0.0,-0.8386673118130918,-0.028271237989908066,-2.8491739821663096,1.0,-2.1962397179788486,0.0
2019-05-03,-0.0,-0.8898574788985749,-0.0143904801439048,-2.8285595682855957,1.0,-2.185692541856925,0.0
2019-05-06,-0.0,-0.8256665285260395,-0.040198922503108164,-2.8361652161900817,1.0,-2.205000690703136,0.0
2019-05-07,-0.0,-0.8132696831326969,-0.04130344541303445,-2.845855818458558,1.0,-2.218071122180711,0.0
2019-05-08,-0.0,-0.8086157223213061,-0.10776512553162299,-2.7494855261352726,1.0,-2.1937851557140897,0.0
2019-05-09,-0.0,-0.8075262183837137,-0.1135101789019124,-2.750017136198506,1.0,-2.1834944135992873,0.0
2019-05-10,-0.0,-0.8072495546114843,-0.11792517472934083,-2.750376867205701,1.0,-2.1765108948883105,0.0
2019-05-13,-0.0,-0.8123157100733731,-0.10546526777754921,-2.753617225536584,1.0,-2.185901392031818,0.0
2019-05-14,-0.0,-0.7326632487857527,-0.22058823529411764,-2.6532649757150564,1.0,-2.1393011332973555,0.0
2019-05-15,-0.0,-0.751981036234338,-0.21476464612258722,-2.6743650524889944,1.0,-2.1315949881476466,0.0
2019-05-16,-0.0,-0.7538795148065325,-0.22301280748119537,-2.669716066951277,1.0,-2.1298366876736465,0.0
2019-05-17,-0.0,-0.7409066232356135,-0.2367671009771987,-2.6520086862106407,1.0,-2.1563517915309447,0.0
2019-05-20,-0.0,-0.7268597002780226,-0.24689767410320743,-2.650098325083068,1.0,-2.157252322506273,0.0
2019-05-21,-0.0,-0.7283098783986883,-0.2297445006148381,-2.6941522065855987,1.0,-2.1793277770187185,0.0
2019-05-22,-0.0,-0.7048743855816494,-0.2541643910431458,-2.6958629164391046,1.0,-2.1719688694702346,0.0
2019-05-23,-0.0,-0.7032531437944232,-0.2361946418808092,-2.701476216511755,1.0,-2.1934117003827227,0.0
2019-05-24,-0.0,-0.6161449752883031,-0.3044343767160901,-2.7116968698517296,1.0,-2.2320840197693577,0.0
2019-05-28,-0.0,-0.61857721067435,-0.2969060849283117,-2.7100226384029633,1.0,-2.2346847773890373,0.0
2019-05-29,-0.0,-0.6501945259709234,-0.30666848679271036,-2.6966759948126406,1.0,-2.171865401679066,0.0
2019-05-30,-0.0,-0.6437056253413436,-0.303795740032769,-2.696477334789732,1.0,-2.1828918623702895,0.0
2019-05-31,-0.0,-0.6444034692344465,-0.3171481253841426,-2.701632179198252,1.0,-2.166017892508366,0.0
2019-06-03,-0.0,-0.6417282778267652,-0.3462660245540256,-2.68798751950078,1.0,-2.106898188971037,0.0
2019-06-04,-0.0,-0.6107731819410651,-0.3457015409570154,-2.6958637469586373,1.0,-2.1061773452284402,0.0
2019-06-05,-0.0,-0.5890401815511948,-0.3926044586837538,-2.7083166466426376,1.0,-1.9847149913229207,0.0
2019-06-06,-0.0,-0.6454723214887735,-0.314004450138224,-2.703526397410829,1.0,-2.0795630773380083,0.0
2019-06-07,-0.0,-0.7034856175972928,-0.31018612521150596,-2.6824365482233503,1.0,-2.0720812182741115,0.0
2019-06-10,-0.0,-0.7027100087855647,-0.296681759816179,-2.6838548354396163,1.0,-2.0748800432520107,0.0
2019-06-11,-0.0,-0.7010057080728458,-0.33290296276161996,-2.679260668659962,1.0,-2.0821554770318023,0.0
2019-06-12,-0.0,-0.6981672003815493,-0.3247257613953805,-2.6906043469373846,1.0,-2.0998841725148187,0.0
2019-06-13,-0.0,-0.7276386709422118,-0.34979873098178343,-2.6687589547656407,1.0,-2.076550453708126,0.0
2019-06-14,-0.0,-0.7143344244408074,-0.365657392253137,-2.6773049645390072,1.0,-2.062124931805783,0.0
2019-06-17,-0.0,-0.7105263157894736,-0.36603490591764387,-2.6789610035451323,1.0,-2.0620398145623127,0.0
2019-06-18,-0.0,-0.7348024834550044,-0.3631029542198267,-2.6745582315617114,1.0,-2.050214914375384,0.0
2019-06-19,-0.0,-0.7115737905695041,-0.3830033340137443,-2.6676192420221816,1.0,-2.0419813567394707,0.0
2019-06-20,-0.0,-0.7292701176790695,-0.366029521801238,-2.6645806407727366,1.0,-2.0423780695190805,0.0
2019-06-21,-0.0,-0.7383349204189905,-0.3662766970480207,-2.6544007618011154,1.0,-2.042783294789824,0.0
2019-06-24,-0.0,-0.7298442197321673,-0.38172998086908994,-2.644096747745286,1.0,-2.0767286143755124,0.0
2019-06-25,-0.0,-0.6977426174725498,-0.3855963990997749,-2.654163540885221,1.0,-2.0823842324217416,0.0
2019-06-26,-0.0,-0.7003619971313435,-0.3694419780069667,-2.627006352025135,1.0,-2.133324226487262,0.0
2019-06-27,-0.0,-0.6687036528426257,-0.3764762427904422,-2.632587201318319,1.0,-2.188478439989014,0.0
2019-06-28,-0.0,-0.6406421514818881,-0.38240944017563117,-2.648463227222832,1.0,-2.189077936333699,0.0
2019-07-01,-0.0,-0.6266611864638992,-0.38964241676942046,-2.6580353473078504,1.0,-2.175914508836827,0.0
2019-07-02,-0.0,-0.6315249367175207,-0.38496271464732845,-2.6534172538824654,1.0,-2.1713757953068344,0.0
2019-07-03,-0.0,-0.6353311439518335,-0.3829365079365079,-2.649767378215654,1.0,-2.173782156540777,0.0
2019-07-05,-0.0,-0.6332739481978896,-0.37357818281485544,-2.6547211182677817,1.0,-2.1905577634644375,0.0
2019-07-08,-0.0,-0.639134305869461,-0.36531744401068417,-2.6498869940415037,1.0,-2.1945072255324978,0.0
2019-07-09,-0.0,-0.6347510444490103,-0.36182453256626257,-2.6549551400589,1.0,-2.197315252379974,0.0
2019-07-10,-0.0,-0.6143043091046105,-0.35877235048297595,-2.6763033500034257,1.0,-2.201342741659245,0.0
2019-07-11,-0.0,-0.6287046055377765,-0.36774732155280365,-2.7208849311256436,1.0,-2.2397384165855017,0.0
2019-07-12,-0.0,-0.6556189945690015,-0.36359838462609667,-2.713131875783317,1.0,-2.230538922155689,0.0
2019-07-15,-0.0,-0.6820841460016718,-0.3921008637503483,-2.705419336862636,1.0,-2.1860546113123434,0.0
2019-07-16,-0.0,-0.6774440805518779,-0.4003205351543447,-2.7039927531182495,1.0,-2.1863981604069402,0.0
2019-07-17,-0.0,-0.7001881664227472,-0.38999233396055477,-2.7006063140288523,1.0,-2.1783399540037633,0.0
2019-07-18,-0.0,-0.6987473903966598,-0.3927627000695894,-2.6972860125260962,1.0,-2.170146137787057,0.0
2019-07-19,-0.0,-0.7072015601058643,-0.403120211728653,-2.6946649951246693,1.0,-2.159771555927009,0.0
2019-07-22,-0.0,-0.6823881844781942,-0.386164135432632,-2.699317263480563,1.0,-2.198829594538108,0.0
2019-07-23,-0.0,-0.6960334029227557,-0.3840640222686152,-2.6894224077940154,1.0,-2.189352818371608,0.0
2019-07-24,-0.0,-0.6948151237142063,-0.3959549624687239,-2.682721712538226,1.0,-2.1767445093133166,0.0
2019-07-25,-0.0,-0.6898492322656847,-0.39498367261863404,-2.685541582713819,1.0,-2.177447370249427,0.0
2019-07-26,-0.0,-0.6672916666666667,-0.3992361111111111,-2.6958333333333333,1.0,-2.1820833333333334,0.0
2019-07-29,-0.0,-0.6340209765923457,-0.39952767937764816,-2.698756685420574,1.0,-2.2135861637841217,0.0
2019-07-30,-0.0,-0.6322701688555347,-0.4057396984226252,-2.692724619553888,1.0,-2.2180529497602666,0.0
2019-07-31,-0.0,-0.6168272987757228,-0.32365199270643397,-2.4852826256837717,1.0,-2.0863506121385775,0.0
2019-08-01,-0.0,-0.637359077361669,-0.2986912012440067,-2.4799792665543605,1.0,-2.063172217182843,0.0
2019-08-02,-0.0,-0.6213975778770805,-0.30263583964769125,-2.473803510135354,1.0,-2.078492325626579,0.0
2019-08-05,-0.0,-0.6155985255125138,-0.285778956218069,-2.4809545366358408,1.0,-2.0847830304598074,0.0
2019-08-06,-0.0,-0.6285009799582727,-0.2853259151545805,-2.372447366757286,1.0,-2.03603717519125,0.0
2019-08-07,-0.0,-0.6777882500785422,-0.2540999057492931,-2.3203895695884382,1.0,-2.031102733270499,0.0
2019-08-08,-0.0,-0.6762395525670836,-0.25092691510086096,-2.3226292968013573,1.0,-2.0343744108590465,0.0
2019-08-09,-0.0,-0.6402343993516614,-0.24661804126924755,-2.2856430397107412,1.0,-2.061529829811109,0.0
2019-08-12,-0.0,-0.6331467661691542,-0.2687810945273632,-2.2788557213930347,1.0,-2.0380597014925375,0.0
2019-08-13,-0.0,-0.6360878984834417,-0.25917672547199005,-2.2720519962859793,1.0,-2.0227174249458373,0.0
2019-08-14,-0.0,-0.6458141108445593,-0.2543519714584487,-2.2378052531217323,1.0,-2.013225072276558,0.0
2019-08-15,-0.0,-0.6888808402752625,-0.28190269226125797,-2.1757213569962572,1.0,-1.889955330194374,0.0
2019-08-16,-0.0,-0.6590822904816078,-0.35735052458601946,-2.3714448236632535,1.0,-1.9324990519529768,0.0
2019-08-19,-0.0,-0.6553361184960121,-0.35055070262058485,-2.382453475123433,1.0,-1.9415115837447776,0.0
2019-08-20,-0.0,-0.6452304394426581,-0.36113738099741505,-2.366370342349158,1.0,-1.932034550154467,0.0
2019-08-21,-0.0,-0.664579776133561,-0.36881047239612974,-2.3784228166698287,1.0,-1.9120976411813067,0.0
2019-08-22,-0.0,-0.6745614590589577,-0.3558989297701222,-2.392755366981192,1.0,-1.9094420872648978,0.0
2019-08-23,-0.0,-0.697350069735007,-0.35621909471281854,-2.4040826676809943,1.0,-1.881957651832129,0.0
2019-08-26,-0.0,-0.6614735274036373,-0.3690646142387189,-2.364285270932903,1.0,-1.8120538762336291,0.0
2019-08-27,-0.0,-0.6524356189885201,-0.3612162581445858,-2.361898852001241,1.0,-1.8297859137449584,0.0
2019-08-28,-0.0,-0.6249457566176926,-0.3882586324468415,-2.378835782034592,1.0,-1.80726551360734,0.0
2019-08-29,-0.0,-0.632306647737794,-0.3941731991852355,-2.364730572186902,1.0,-1.781248071106722,0.0
2019-08-30,-0.0,-0.6253605843000062,-0.39998772478978706,-2.3498434910697847,1.0,-1.762413306327871,0.0
2019-09-03,-0.0,-0.6285346255290437,-0.4012145003986996,-2.3479114273446604,1.0,-1.756179844200454,0.0
