Date,IWF,IWM,MTUM,SLB,SPY,VLUE,VXX
2018-09-24,-0.20877636139340894,-0.6439816718557246,-0.006784938025024966,1.0,-0.5195030253186865,-0.5581566116430712,0.0
2018-09-25,-0.2131600611548865,-0.6424203222392098,-0.012436787016347173,1.0,-0.5177878395860285,-0.554333764553687,0.0
2018-09-26,-0.21707576115175836,-0.648542600896861,-0.017671701675713948,1.0,-0.5188812839273071,-0.5480587679962238,0.0
2018-09-27,-0.21603821164743228,-0.6617913193105289,-0.015041386062242266,1.0,-0.5224137419527102,-0.5514581540926217,0.0
2018-09-28,-0.217051963082767,-0.6612458082321868,-0.015253583405050893,1.0,-0.5225390984360625,-0.551503101166276,0.0
2018-10-01,-0.2179449127389291,-0.6603941588507658,-0.015255847085361509,1.0,-0.5230024931734537,-0.5514662234358304,0.0
2018-10-02,-0.22126419694356902,-0.6410180174823097,-0.022536718796455968,1.0,-0.5297912826306713,-0.5585716834155915,0.0
2018-10-03,-0.22116156659826924,-0.6318137211169595,-0.021054509768935678,1.0,-0.534154102358224,-0.5656466529871829,0.0
2018-10-04,-0.2206910919967856,-0.6340069644929908,-0.021280395249858627,1.0,-0.5332003928688354,-0.5670704485252537,0.0
2018-10-05,-0.20719035743973402,-0.6279836123975775,-0.007956299726873294,1.0,-0.5445909036931481,-0.5810473815461348,0.0
2018-10-08,-0.20561717776855093,-0.6255115961800819,-0.0036775609466753664,1.0,-0.5494394685331278,-0.5815291535678273,0.0
2018-10-09,-0.20504151838671408,-0.625682087781732,-0.0023131672597864767,1.0,-0.5501186239620404,-0.5824436536180309,0.0
2018-10-10,-0.20658362989323845,-0.6244068801897983,-0.004062870699881376,1.0,-0.5512158956109134,-0.5793297746144721,0.0
2018-10-11,-0.17112268350158555,-0.6160649346871091,-0.0,1.0,-0.5396677624879993,-0.5824047944607686,0.0
2018-10-12,-0.16818706697459584,-0.6120381062355659,-0.0,1.0,-0.5320438799076213,-0.574566974595843,0.0
2018-10-15,-0.15269616315243692,-0.6244094941813573,-0.0,1.0,-0.5287763567231247,-0.5746629796059454,0.0
2018-10-16,-0.14842669432918396,-0.63182918395574,-0.0,1.0,-0.5277201475334256,-0.5735361917934532,0.0
2018-10-17,-0.12979661499075523,-0.6001137818233537,-0.0,1.0,-0.5279476603612573,-0.5866590812117765,0.0
2018-10-18,-0.12993626948901787,-0.600887674974394,-0.0,1.0,-0.5275122339820189,-0.5867474678502332,0.0
2018-10-19,-0.11761379700310998,-0.5931297709923664,-0.0,1.0,-0.5289793610404296,-0.5875318066157761,0.0
2018-10-22,-0.11770026570184862,-0.5867488269546045,-0.0,1.0,-0.5319972864492057,-0.5901690316015603,0.0
2018-10-23,-0.11148427493951901,-0.5927422797779992,-0.0,1.0,-0.5435320905080404,-0.5984061477159527,0.0
2018-10-24,-0.11166174911913833,-0.6044573032742273,-0.0,1.0,-0.5478816351084248,-0.6005901057034003,0.0
2018-10-25,-0.09224595178626556,-0.5800521988044791,-0.0,1.0,-0.5491258103443438,-0.5849633766452446,0.0
2018-10-26,-0.07856944057890343,-0.570832173671027,-0.0,1.0,-0.5551349846924576,-0.5786251043696076,0.0
2018-10-29,-0.06283259423503326,-0.5766075388026607,-0.0,1.0,-0.5489190687361419,-0.5832594235033259,0.0
2018-10-30,-0.08145401834248599,-0.5810776907423411,-0.0,1.0,-0.5525325453683829,-0.572575474590918,0.0
2018-10-31,-0.08318068276436302,-0.5717735220649458,-0.0,1.0,-0.5507632528448515,-0.5697474326949764,0.0
2018-11-01,-0.05564989838812951,-0.5990646140140865,-0.0,1.0,-0.5546337796831937,-0.574566409621113,0.0
2018-11-02,-0.0597589693863416,-0.5792492034907881,-0.0,1.0,-0.5604377337581382,-0.5709932123562821,0.0
2018-11-05,-0.058214246150437576,-0.5833056386396366,-0.0,1.0,-0.5605959898083527,-0.5673534950703445,0.0
2018-11-06,-0.05638409935133337,-0.5819703941897211,-0.0,1.0,-0.5630370904252371,-0.5707157509563675,0.0
2018-11-07,-0.05602039120075358,-0.581924973679836,-0.0,1.0,-0.5621709979497977,-0.5704272178201363,0.0
2018-11-08,-0.03512970757338175,-0.5836153063189459,-0.0,1.0,-0.5561332563065665,-0.5761051965558032,0.0
2018-11-09,-0.03649333480224744,-0.5845543681833205,-0.0,1.0,-0.5560482538283573,-0.577117990525504,0.0
2018-11-12,-0.035655331792670844,-0.5822878837900297,-0.0,1.0,-0.556646858149004,-0.5765929349620336,0.0
2018-11-13,-0.01970968535578579,-0.579863863754408,-0.0,1.0,-0.5583226265000957,-0.5757633744293486,0.0
2018-11-14,-0.01658761199411944,-0.5966270006379851,-0.0,1.0,-0.5713849823860642,-0.589276303015173,0.0
2018-11-15,-0.016215015548645045,-0.6012605508662817,-0.0,1.0,-0.5795479786761439,-0.5794924478009774,0.0
2018-11-16,-0.014518855116233964,-0.595744091324707,-0.0,1.0,-0.5783990468537862,-0.582111883849159,0.0
2018-11-19,-0.014353404084347031,-0.5958325251461665,-0.0,1.0,-0.5785419379866441,-0.5821718529191721,0.0
2018-11-20,-0.0,-0.5833885209713024,-0.0,1.0,-0.5758278145695365,-0.6001655629139073,0.0
2018-11-21,-0.0,-0.5808277909085912,-0.0,1.0,-0.5744517121969989,-0.5930577694717749,0.0
2018-11-23,-0.0,-0.5844566712517194,-0.0,1.0,-0.5735075653370013,-0.5930674002751032,0.0
2018-11-26,-0.0,-0.5820693465948336,-0.0,1.0,-0.580964221577566,-0.5998066031219782,0.0
2018-11-27,-0.0,-0.5823220231706981,-0.0,1.0,-0.5748369520350037,-0.5947054129172514,0.0
2018-11-28,-0.0,-0.5868296443123003,-0.0,1.0,-0.5727067503578901,-0.5934643761700253,0.0
2018-11-29,-0.0,-0.5729178037332169,-0.0,1.0,-0.5626296255867264,-0.5933850016373758,0.0
2018-11-30,-0.0,-0.5729650051864389,-0.0,1.0,-0.5623737511601244,-0.5943658896107441,0.0
2018-12-03,-0.0,-0.5763054955275324,-0.0,1.0,-0.563913887901086,-0.5952074842027518,0.0
2018-12-04,-0.0,-0.5772406792680586,-0.0,1.0,-0.5681874297001454,-0.5979808510054594,0.0
2018-12-06,-0.0,-0.5451949241587413,-0.0,1.0,-0.5651049384379125,-0.5839103375811623,0.0
2018-12-07,-0.0,-0.5528094174069432,-0.0,1.0,-0.5710392936944793,-0.6010954275437355,0.0
2018-12-10,-0.0,-0.5632002610682041,-0.0,1.0,-0.5738061568584792,-0.5824812357228326,0.0
2018-12-11,-0.0,-0.5675801080845024,-0.0,1.0,-0.5668431682952126,-0.5949833506195753,0.0
2018-12-12,-0.0,-0.5690772385509227,-0.0,1.0,-0.5664798359535201,-0.5985782638414218,0.0
2018-12-13,-0.0,-0.5671584699453551,-0.0,1.0,-0.5676502732240437,-0.5974043715846995,0.0
2018-12-14,-0.0,-0.5647637257579896,-0.0,1.0,-0.569298006009287,-0.5974597104616226,0.0
2018-12-17,-0.0,-0.5727002149589373,-0.0,1.0,-0.5887670175825387,-0.5944165793970125,0.0
2018-12-18,-0.0,-0.5605142684832369,-0.0,1.0,-0.5832670851722909,-0.5975218618931439,0.0
2018-12-19,-0.0,-0.5660460626120536,-0.0,1.0,-0.5904564887601711,-0.6017376913529169,0.0
2018-12-20,-0.0,-0.5537632931219257,-0.0,1.0,-0.5970432249732076,-0.597153142260449,0.0
2018-12-21,-0.0,-0.5552215757107796,-0.0,1.0,-0.5987645809778561,-0.6036455891680225,0.0
2018-12-24,-0.0,-0.53776559287183,-0.0,1.0,-0.5899657299520219,-0.6138725154215215,0.0
2018-12-26,-0.0,-0.5438839917292415,-0.0,1.0,-0.5724779627815867,-0.604309500489716,0.0
2018-12-27,-0.0,-0.5209245548390521,-0.0,1.0,-0.5305840830082531,-0.6021813549876602,0.0
2018-12-28,-0.0,-0.5245914685908319,-0.0,1.0,-0.5288890067911715,-0.599320882852292,0.0
2018-12-31,-0.0,-0.5280344058617393,-0.0,1.0,-0.5282998831899756,-0.5984655410427949,0.0
2019-01-02,-0.0,-0.5282212010943186,-0.0,1.0,-0.5258572604850063,-0.6020345825918352,0.0
2019-01-03,-0.0,-0.5336416370392152,-0.0,1.0,-0.5163730653051405,-0.6231388168622525,0.0
2019-01-04,-0.0,-0.5427923723163088,-0.0,1.0,-0.4915588745166022,-0.6326976930257368,0.0
2019-01-07,-0.0,-0.5317265255424297,-0.0,1.0,-0.4863764898649542,-0.6246729564734798,0.0
2019-01-08,-0.0,-0.5384167019923697,-0.0,1.0,-0.4840769393810937,-0.6269340822382365,0.0
2019-01-09,-0.0,-0.5367177776012287,-0.0,1.0,-0.48383252562167317,-0.6276581658324727,0.0
2019-01-10,-0.0,-0.5381496302970874,-0.0,1.0,-0.483449500437283,-0.6286009593724327,0.0
2019-01-11,-0.0,-0.5333050149998673,-0.0,1.0,-0.48620808665410037,-0.6353306607906124,0.0
2019-01-14,-0.0,-0.5333457180011146,-0.0,1.0,-0.486160133754412,-0.6343249913749636,0.0
2019-01-15,-0.0,-0.5323628457030732,-0.0,1.0,-0.48662265001458377,-0.6326200514411475,0.0
2019-01-16,-0.0,-0.5301942287818967,-0.0,1.0,-0.48790376003603697,-0.6316807546569861,0.0
2019-01-17,-0.0,-0.5128834032228288,-0.0,1.0,-0.4893055885222987,-0.635176833610254,0.0
2019-01-18,-0.0,-0.5113224037926742,-0.0,1.0,-0.4935773498953836,-0.6436157533702359,0.0
2019-01-22,-0.0,-0.4946991563055062,-0.0,1.0,-0.5064387211367674,-0.7741452042628776,0.0
2019-01-23,-0.0,-0.46592679127725856,-0.0,1.0,-0.5096795727636849,-0.8059078771695594,0.0
2019-01-24,-0.0,-0.475387052839314,-0.0,1.0,-0.49353753787141785,-0.8106012174444784,0.0
2019-01-25,-0.0,-0.4310175162369612,-0.0,1.0,-0.4815137627576124,-0.8990918548092334,0.0
2019-01-28,-0.0,-0.4091572623659536,-0.0,1.0,-0.5082533265959238,-0.8898433552299141,0.0
