Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WASH
2018-09-24,-0.1603250253926088,-0.6922415813735447,-0.059952600463577886,-0.3557309164778498,-0.3361460530770633,0.0,1.0
2018-09-25,-0.15920411052272845,-0.7006239186284275,-0.053740890263723584,-0.36302626749855815,-0.3449116552194201,0.0,1.0
2018-09-26,-0.15872515817384683,-0.7007954634953139,-0.05098317187787141,-0.3648893439395133,-0.3499251791761833,0.0,1.0
2018-09-27,-0.15784760449864355,-0.7082729738983854,-0.04941133089261727,-0.3666605209787447,-0.3517001606658414,0.0,1.0
2018-09-28,-0.15896395446880268,-0.7076043423271501,-0.04948355817875211,-0.36693718381112983,-0.35191821247892074,0.0,1.0
2018-10-01,-0.15842969533766302,-0.7109403875600612,-0.0499498389566503,-0.367416442261999,-0.3533449495749511,0.0,1.0
2018-10-02,-0.15879498263014136,-0.7309395634994298,-0.044472141928982474,-0.3662255694926941,-0.3514545599193827,0.0,1.0
2018-10-03,-0.1589010581028402,-0.7305152616086346,-0.04460473626985601,-0.3662786072290435,-0.3515871542602562,0.0,1.0
2018-10-04,-0.1585945171306494,-0.7320134815954992,-0.04477057402935167,-0.36564847005121953,-0.3528303388975877,0.0,1.0
2018-10-05,-0.14284947966956335,-0.7348192254049994,-0.023978113936272933,-0.3952365626005793,-0.38525909237206307,0.0,1.0
2018-10-08,-0.14191365979381443,-0.7339185996563574,-0.01855133161512028,-0.40308204467353953,-0.3872691151202749,0.0,1.0
2018-10-09,-0.13987423411802644,-0.7354616790282704,-0.012495969042244436,-0.4070192411050199,-0.3924809201332904,0.0,1.0
2018-10-10,-0.14004405759724908,-0.7350633999570169,-0.012868042123361272,-0.4071298087255534,-0.3913066838598754,0.0,1.0
2018-10-11,-0.09043778801843319,-0.7350492249685798,-0.0,-0.3927262253875158,-0.40010997067448684,0.0,1.0
2018-10-12,-0.08659167078018239,-0.7348990673144372,-0.0,-0.3849731105972825,-0.39152009560676526,0.0,1.0
2018-10-15,-0.06099397590361445,-0.7613211466555879,-0.0,-0.3810240963855422,-0.3932540506855006,0.0,1.0
2018-10-16,-0.061308750973773044,-0.7609452090366139,-0.0,-0.38112178654894835,-0.3933523760062322,0.0,1.0
2018-10-17,-0.04615660459516919,-0.7351758407827669,-0.0,-0.3790630362951769,-0.40103993237878127,0.0,1.0
2018-10-18,-0.04576653178302515,-0.7347231470573171,-0.0,-0.3795523229011935,-0.4010397992111869,0.0,1.0
2018-10-19,-0.036114506927465366,-0.7324011817440913,-0.0,-0.37882029339853307,-0.39952628361858195,0.0,1.0
2018-10-22,-0.036729495669893024,-0.7318644931227712,-0.0,-0.37890983188996435,-0.39961793173713706,0.0,1.0
2018-10-23,-0.030672797801012147,-0.7384591671590413,-0.0,-0.3911937729596424,-0.4086109898014232,0.0,1.0
2018-10-24,-0.028689471118068213,-0.7374323179963561,-0.0,-0.3910287664553876,-0.4089917626831584,0.0,1.0
2018-10-25,-0.011593401066291118,-0.7187908661100494,-0.0,-0.3904788250679006,-0.3939493008751635,0.0,1.0
2018-10-26,-0.008590462833099579,-0.7141354437988379,-0.0,-0.39060308555399714,-0.39117912242035663,0.0,1.0
2018-10-29,-0.0,-0.7180568377454527,-0.0,-0.3852391526734699,-0.39180119264452706,0.0,1.0
2018-10-30,-0.0,-0.7167142356416805,-0.0,-0.3815031796104351,-0.40541284863051424,0.0,1.0
2018-10-31,-0.0,-0.7037857480648132,-0.0,-0.3819349378997934,-0.4032655499415088,0.0,1.0
2018-11-01,-0.0,-0.7151644958035515,-0.0,-0.3753144223345703,-0.3999701143127537,0.0,1.0
2018-11-02,-0.0,-0.6932344993430349,-0.0,-0.3871383593227062,-0.3987654014924263,0.0,1.0
2018-11-05,-0.0,-0.6964312267657992,-0.0,-0.38671623296158614,-0.3951920693928128,0.0,1.0
2018-11-06,-0.0,-0.6989940036671788,-0.0,-0.38587145051786514,-0.3929332474354527,0.0,1.0
2018-11-07,-0.0,-0.7010042756289151,-0.0,-0.3895793974346226,-0.39524709157800536,0.0,1.0
2018-11-08,-0.0,-0.6988198696425045,-0.0,-0.37507406675883864,-0.39499802488643093,0.0,1.0
2018-11-09,-0.0,-0.7006858303003292,-0.0,-0.37908836564411097,-0.3961474658941791,0.0,1.0
2018-11-12,-0.0,-0.7011983757551747,-0.0,-0.3787758740219867,-0.39600871546003763,0.0,1.0
2018-11-13,-0.0,-0.696776095930804,-0.0,-0.3720267348142324,-0.3884411244348339,0.0,1.0
2018-11-14,-0.0,-0.6964619164619165,-0.0,-0.3722604422604423,-0.38830466830466837,0.0,1.0
2018-11-15,-0.0,-0.6969034160727452,-0.0,-0.37183583189972963,-0.3888916195625461,0.0,1.0
2018-11-16,-0.0,-0.6940939663213707,-0.0,-0.3709804114094948,-0.3896362118906181,0.0,1.0
2018-11-19,-0.0,-0.6939937654942195,-0.0,-0.37085491274146437,-0.3896811565744582,0.0,1.0
2018-11-20,-0.0,-0.6838725430350384,-0.0,-0.362348919545843,-0.39548284702722497,0.0,1.0
2018-11-21,-0.0,-0.6823046865519501,-0.0,-0.36026502924544324,-0.3844380263573041,0.0,1.0
2018-11-23,-0.0,-0.6759692553887932,-0.0,-0.36335863055548817,-0.38532599471425455,0.0,1.0
2018-11-26,-0.0,-0.6824876853267332,-0.0,-0.3611414428186649,-0.3829074761592779,0.0,1.0
2018-11-27,-0.0,-0.6835033109381797,-0.0,-0.3552612499395814,-0.37797863599013976,0.0,1.0
2018-11-28,-0.0,-0.6896468311562652,-0.0,-0.3527092404450895,-0.3766086115142719,0.0,1.0
2018-11-29,-0.0,-0.6838493764145038,-0.0,-0.34846150142052296,-0.3753551307362643,0.0,1.0
2018-11-30,-0.0,-0.6840154068367839,-0.0,-0.34843524313914304,-0.37486759749638904,0.0,1.0
2018-12-03,-0.0,-0.6843411226210551,-0.0,-0.34919296555046975,-0.37552397012768,0.0,1.0
2018-12-04,-0.0,-0.6855261260395135,-0.0,-0.34480603759073214,-0.3731673316348604,0.0,1.0
2018-12-06,-0.0,-0.7084797891036907,-0.0,-0.34919937512204646,-0.3832259324350713,0.0,1.0
2018-12-07,-0.0,-0.7086790979205312,-0.0,-0.3490188421360929,-0.3829932636922777,0.0,1.0
2018-12-10,-0.0,-0.7116534708602698,-0.0,-0.3431151788092298,-0.3664802305028934,0.0,1.0
2018-12-11,-0.0,-0.712682678558445,-0.0,-0.33971546981411016,-0.3711979835680182,0.0,1.0
2018-12-12,-0.0,-0.7126720961799496,-0.0,-0.340556525111499,-0.3706854760519682,0.0,1.0
2018-12-13,-0.0,-0.7134091625639657,-0.0,-0.34045546043217817,-0.3713772948851648,0.0,1.0
2018-12-14,-0.0,-0.7264229027703394,-0.0,-0.3350942110131944,-0.3728759920151906,0.0,1.0
2018-12-17,-0.0,-0.7245863457712649,-0.0,-0.3225775146780533,-0.37896064826046877,0.0,1.0
2018-12-18,-0.0,-0.7151195175704148,-0.0,-0.32036036908769466,-0.38637959845971276,0.0,1.0
2018-12-19,-0.0,-0.7151750030277341,-0.0,-0.32060070243429817,-0.386411529611239,0.0,1.0
2018-12-20,-0.0,-0.7202734260971101,-0.0,-0.3222243845480198,-0.39014303785151305,0.0,1.0
2018-12-21,-0.0,-0.7318568079703066,-0.0,-0.3379566321547177,-0.37206974018362965,0.0,1.0
2018-12-24,-0.0,-0.7097143135250888,-0.0,-0.3297318343310459,-0.3939991239597021,0.0,1.0
2018-12-26,-0.0,-0.7105699380820049,-0.0,-0.33174881770757153,-0.39539759153624887,0.0,1.0
2018-12-27,-0.0,-0.6871006816616393,-0.0,-0.2924969717122295,-0.3955537610146545,0.0,1.0
2018-12-28,-0.0,-0.693503899562488,-0.0,-0.291492295986304,-0.392809587217044,0.0,1.0
