Date,IWF,IWM,MTUM,NSSC,SPY,VLUE,VXX
2018-09-24,-1.0202769160929106,-2.41915714609972,-0.014072785049557389,1.0,-1.6772338654762804,-1.4352727547855035,0.0
2018-09-25,-1.0210096735187424,-2.414525392986699,-0.017457678355501816,1.0,-1.6735187424425635,-1.4309250302297463,0.0
2018-09-26,-1.0312333763963826,-2.4317957291587504,-0.0263697849380652,1.0,-1.6818907211794207,-1.4280720419484763,0.0
2018-09-27,-1.0330503335354762,-2.4153274711946633,-0.030018192844147966,1.0,-1.6779108550636748,-1.4240448756822315,0.0
2018-09-28,-1.031070021218551,-2.4152773567747805,-0.03137314337678084,1.0,-1.6767959987875114,-1.4235374355865413,0.0
2018-10-01,-1.0311458017581085,-2.4147468929978784,-0.03220672931191271,1.0,-1.6764928766292817,-1.423461655046984,0.0
2018-10-02,-1.0312831389183457,-2.4088774428116952,-0.03544917436752008,1.0,-1.6755794576579306,-1.4234964399333436,0.0
2018-10-03,-1.0296587727926154,-2.391162896269955,-0.03374442006506772,1.0,-1.6795036695165317,-1.4319437088598017,0.0
2018-10-04,-1.035222978080121,-2.377702191987906,-0.03567649281934997,1.0,-1.6859410430839001,-1.4240362811791385,0.0
2018-10-05,-1.0028470817412152,-2.3583576833745408,-0.0014235408706076273,1.0,-1.6951374840788191,-1.4345545815539071,0.0
2018-10-08,-0.9930700447093889,-2.3429210134128162,-0.0,1.0,-1.6906855439642323,-1.4249627421758568,0.0
2018-10-09,-0.9897176067357127,-2.3429699724312645,-0.0,1.0,-1.6916027121674988,-1.4267193204679236,0.0
2018-10-10,-0.9988049891702142,-2.346179699753529,-0.0,1.0,-1.7006497871386959,-1.4231832100978414,0.0
2018-10-11,-0.799301919720768,-2.2446771378708554,-0.0,1.0,-1.5736823734729495,-1.3631413612565446,0.0
2018-10-12,-0.7878931670281994,-2.1979392624728846,-0.0,1.0,-1.5059652928416485,-1.286944143167028,0.0
2018-10-15,-0.723262305126285,-2.281503165634148,-0.0,1.0,-1.5041187283000885,-1.2989311729865887,0.0
2018-10-16,-0.7132065105418585,-2.3309525444681,-0.0,1.0,-1.514525101297988,-1.3090447084678252,0.0
2018-10-17,-0.650769434863359,-2.210864950915362,-0.0,1.0,-1.4739984080658,-1.2974263730432474,0.0
2018-10-18,-0.6500431063067842,-2.2099608727369184,-0.0,1.0,-1.4745672789972808,-1.2971682472312487,0.0
2018-10-19,-0.6063152366572573,-2.1850587540208757,-0.0,1.0,-1.4798792096107136,-1.293441869625156,0.0
2018-10-22,-0.6062950819672132,-2.1716065573770496,-0.0,1.0,-1.482950819672131,-1.2965901639344262,0.0
2018-10-23,-0.6133158412594293,-2.172909150541161,-0.0,1.0,-1.478714332568055,-1.2945883896359462,0.0
2018-10-24,-0.6114875978682808,-2.1708007105730642,-0.0,1.0,-1.4890453319297323,-1.3079807882097507,0.0
2018-10-25,-0.5138648180242634,-2.023706362961129,-0.0,1.0,-1.456548650656103,-1.1955310720475363,0.0
2018-10-26,-0.47251547142337097,-1.9795534522509406,-0.0,1.0,-1.4512195121951221,-1.1639364154835579,0.0
2018-10-29,-0.437451204131884,-1.9824034592516966,-0.0,1.0,-1.427842171641343,-1.1578884151102036,0.0
2018-10-30,-0.4184482344463128,-1.983425414364641,-0.0,1.0,-1.429317799663704,-1.1741532548642806,0.0
2018-10-31,-0.42558622736717133,-1.9333926981300091,-0.0,1.0,-1.419531018106263,-1.15791035915702,0.0
2018-11-01,-0.39997632575757575,-1.9488636363636365,-0.0,1.0,-1.4146543560606062,-1.1550662878787878,0.0
2018-11-02,-0.4068332065757913,-1.8878488270052067,-0.0,1.0,-1.4185924062481718,-1.137073655882525,0.0
2018-11-05,-0.39796582106321327,-1.9514517178168056,-0.0,1.0,-1.442019986990716,-1.1218733368813198,0.0
2018-11-06,-0.39400976539240207,-1.9551625580564485,-0.0,1.0,-1.4609979754674287,-1.1442777182327022,0.0
2018-11-07,-0.41115979067786296,-1.9906291834002674,-0.0,1.0,-1.5028599245466714,-1.1802969453571863,0.0
2018-11-08,-0.341358399029715,-2.0151000606428138,-0.0,1.0,-1.4969678593086722,-1.2108550636749544,0.0
2018-11-09,-0.3411836485661989,-2.0267236119585115,-0.0,1.0,-1.5126906650396585,-1.2207443563148261,0.0
2018-11-12,-0.3384270207992238,-1.9891455945667333,-0.0,1.0,-1.524225335031229,-1.2121156994724396,0.0
2018-11-13,-0.2832428562906401,-1.9746465429815667,-0.0,1.0,-1.5172105231760424,-1.1904193760066815,0.0
2018-11-14,-0.28346456692913385,-1.9744094488188975,-0.0,1.0,-1.5170603674540681,-1.190288713910761,0.0
2018-11-15,-0.28032825880114176,-1.9730613701236914,-0.0,1.0,-1.5177806850618458,-1.1756065651760228,0.0
2018-11-16,-0.2723341232227488,-1.9520142180094786,-0.0,1.0,-1.5140402843601897,-1.185841232227488,0.0
2018-11-19,-0.27149374888902056,-1.9526574628192215,-0.0,1.0,-1.5147834330745984,-1.1862297801742014,0.0
2018-11-20,-0.1991334387259207,-1.9323730897593536,-0.0,1.0,-1.5137888635165992,-1.2098483517770362,0.0
2018-11-21,-0.19914790719097242,-1.9085727445448788,-0.0,1.0,-1.492083597213426,-1.157579595831654,0.0
2018-11-23,-0.20240492491801396,-1.8832633335251139,-0.0,1.0,-1.50537943731661,-1.1624187330993614,0.0
2018-11-26,-0.20082839555887932,-1.891905885060116,-0.0,1.0,-1.5016395328769485,-1.158373123166312,0.0
2018-11-27,-0.1771947992175814,-1.915314693360948,-0.0,1.0,-1.5037970314118054,-1.156828903463353,0.0
2018-11-28,-0.17910361889419482,-1.9108221621310628,-0.0,1.0,-1.5053219032276624,-1.1581036764282837,0.0
2018-11-29,-0.11816588454797308,-1.8791202578164754,-0.0,1.0,-1.4929609317577883,-1.1636229999434613,0.0
2018-11-30,-0.11806615776081424,-1.8807463952502121,-0.0,1.0,-1.4957308453491658,-1.159966072943172,0.0
2018-12-03,-0.11432444645277903,-1.880987347492092,-0.0,1.0,-1.494690465431541,-1.1584952553095347,0.0
2018-12-04,-0.09778452541610436,-1.8864709851551957,-0.0,1.0,-1.4861111111111112,-1.1526653171390013,0.0
2018-12-06,-0.072309266139019,-1.7585742744844668,-0.0,1.0,-1.4730522801916761,-1.0802239810477574,0.0
2018-12-07,-0.0738009366420843,-1.7585724282715185,-0.0,1.0,-1.473165742584917,-1.077461376971524,0.0
2018-12-10,-0.024703766398645785,-1.7594688954718578,-0.0,1.0,-1.465562843842573,-1.0401502327549723,0.0
2018-12-11,-0.03476742340053977,-1.7563634439328992,-0.0,1.0,-1.4684870614383236,-1.0322802561253108,0.0
2018-12-12,-0.03646467319396666,-1.7559142630325484,-0.0,1.0,-1.4688012701772954,-1.0312251918496955,0.0
2018-12-13,-0.03563108852181279,-1.7485175772977553,-0.0,1.0,-1.4809932232105039,-1.0292249047013977,0.0
2018-12-14,-0.03841879663438641,-1.7440334444620837,-0.0,1.0,-1.4806053870984812,-1.0287876382494576,0.0
2018-12-17,-0.016497661955550885,-1.7389271265696422,-0.0,1.0,-1.460463405663847,-1.038144275731624,0.0
2018-12-18,-0.0,-1.7145379940788448,-0.0,1.0,-1.4463719939749649,-1.0330857528696826,0.0
2018-12-19,-0.005941213258286429,-1.7179487179487178,-0.0,1.0,-1.4497602668334375,-1.037940379403794,0.0
2018-12-20,-0.006146059291395518,-1.6933684536721414,-0.0,1.0,-1.441999793409772,-1.0232414006817478,0.0
2018-12-21,-0.0,-1.6899455684502414,-0.0,1.0,-1.437711820889391,-1.0073944746841943,0.0
2018-12-24,-0.0,-1.643220684039088,-0.0,1.0,-1.415207654723127,-1.0311482084690555,0.0
2018-12-26,-0.0,-1.6484982199267915,-0.0,1.0,-1.3679987965702252,-0.9977937120794264,0.0
2018-12-27,-0.0,-1.5525692074326884,-0.0,1.0,-1.2318923018581722,-0.9558210087220327,0.0
2018-12-28,-0.0,-1.5617588464092589,-0.0,1.0,-1.2302912437150175,-0.9513803244473958,0.0
2018-12-31,-0.0,-1.5661792631978733,-0.0,1.0,-1.2300607671857198,-0.9511488796050134,0.0
2019-01-02,-0.0,-1.5646545592488974,-0.0,1.0,-1.2271800464697236,-0.950021338138366,0.0
2019-01-03,-0.0,-1.5664956777809442,-0.0,1.0,-1.2520186187897786,-0.9311769734967227,0.0
2019-01-04,-0.0,-1.564102564102564,-0.0,1.0,-1.2404674046740467,-0.9262465701580092,0.0
2019-01-07,-0.0,-1.5111923041346775,-0.0,1.0,-1.2259735454629543,-0.8877532143187495,0.0
2019-01-08,-0.0,-1.487656314890868,-0.0,1.0,-1.2425361081629827,-0.884315444603387,0.0
2019-01-09,-0.0,-1.4691545726791062,-0.0,1.0,-1.2424326192121633,-0.8956461644782308,0.0
2019-01-10,-0.0,-1.4643728985306987,-0.0,1.0,-1.2477085348440884,-0.8938786790106398,0.0
2019-01-11,-0.0,-1.4445571955719558,-0.0,1.0,-1.2546125461254614,-0.913330258302583,0.0
2019-01-14,-0.0,-1.4444908373927166,-0.0,1.0,-1.2558107167710508,-0.9390396659707725,0.0
2019-01-15,-0.0,-1.4383045963656642,-0.0,1.0,-1.2520332760143142,-0.95710368545801,0.0
2019-01-16,-0.0,-1.4430538755001396,-0.0,1.0,-1.252954312831488,-0.9564529636177539,0.0
2019-01-17,-0.0,-1.422108922363847,-0.0,1.0,-1.2539049826187718,-0.9589803012746234,0.0
2019-01-18,-0.0,-1.3989666247730763,-0.0,1.0,-1.25196667132151,-1.0039566168598428,0.0
2019-01-22,-0.0,-1.4830165600301093,-0.0,1.0,-1.3938652615732028,-0.8276721866767031,0.0
2019-01-23,-0.0,-1.4097558681029212,-0.0,1.0,-1.3963968201702808,-0.8977374288536619,0.0
2019-01-24,-0.0,-1.41774605275598,-0.0,1.0,-1.4013425356906495,-0.9081024865273707,0.0
2019-01-25,-0.0,-1.3824675957509014,-0.0,1.0,-1.5397622064126302,-0.9506383393431439,0.0
2019-01-28,-0.0,-1.337387496959377,-0.0,1.0,-1.589053758209681,-0.9386037460471903,0.0
2019-01-29,-0.0,-1.3048542742957405,-0.0,1.0,-1.6098547616726775,-0.9590603372648406,0.0
2019-01-30,-0.0,-1.306150319465444,-0.0,1.0,-1.6109837584743696,-0.9602497195532361,0.0
2019-01-31,-0.0,-1.325874535860856,-0.0,1.0,-1.566689466484268,-0.9931600547195621,0.0
2019-02-01,-0.0,-1.3232861966041984,-0.0,1.0,-1.5794392523364487,-0.9903116895826197,0.0
2019-02-04,-0.0,-1.3171506795736774,-0.0,1.0,-1.5892734917375575,-0.9825950914246602,0.0
2019-02-05,-0.0,-1.5423925027563394,-0.0,1.0,-1.819239250275634,-1.1510474090407938,0.0
2019-02-06,-0.0,-1.5414346363786733,-0.0,1.0,-1.8198709819705572,-1.1523405193802723,0.0
2019-02-07,-0.0,-1.540950792326939,-0.0,1.0,-1.8196274673338892,-1.19961078676675,0.0
2019-02-08,-0.0,-1.544876088412592,-0.0,1.0,-1.8467849966510381,-1.1899419513284213,0.0
2019-02-11,-0.0,-1.5213646532438478,-0.0,1.0,-1.8567673378076064,-1.2147091722595078,0.0
2019-02-12,-0.0,-1.5228457700285922,-0.0,1.0,-1.871278802489208,-1.2121993608790715,0.0
2019-02-13,-0.0,-1.5498233611843213,-0.0,1.0,-1.8576795827959403,-1.2000224303258005,0.0
2019-02-14,-0.0,-1.4931514539126531,-0.0,1.0,-1.8970472661951276,-1.2233636465701134,0.0
2019-02-15,-0.0,-1.5427225835389102,-0.0,1.0,-1.8671787396277193,-1.196736936532855,0.0
2019-02-19,-0.0,-1.499859967512463,-0.0,1.0,-1.9064582983252114,-1.19498123564667,0.0
2019-02-20,-0.0,-1.5313196611680786,-0.0,1.0,-1.8683682567989301,-1.1732612572447616,0.0
2019-02-21,-0.0,-1.5376979701093016,-0.0,1.0,-1.8710127146999775,-1.1679121124247156,0.0
2019-02-22,-0.0,-1.5372168284789647,-0.0,1.0,-1.8725030688539226,-1.1700145073094521,0.0
2019-02-25,-0.0,-1.5240761478163494,-0.0,1.0,-1.8900895856662931,-1.1849944008958566,0.0
2019-02-26,-0.0,-1.5284994400895857,-0.0,1.0,-1.888073908174692,-1.1825307950727884,0.0
2019-02-27,-0.0,-1.5358564620128958,-0.0,1.0,-1.8904401457807682,-1.1806560134566864,0.0
2019-02-28,-0.0,-1.5416877210712483,-0.0,1.0,-1.8951209926449948,-1.1777553197462243,0.0
2019-03-01,-0.0,-1.5565197791051506,-0.0,1.0,-1.916206469063451,-1.1624027949960554,0.0
2019-03-04,-0.0,-1.5490704225352112,-0.0,1.0,-1.9046760563380283,-1.180056338028169,0.0
2019-03-05,-0.0,-1.5193342014380342,-0.0,1.0,-1.9523863443356166,-1.1898318518937894,0.0
2019-03-06,-0.0,-1.5331318430656935,-0.0,1.0,-1.9561473540145986,-1.2132755474452557,0.0
2019-03-07,-0.0,-1.500056856947919,-0.0,1.0,-1.9848760518535364,-1.200761883102115,0.0
2019-03-08,-0.0,-1.4909530943874612,-0.0,1.0,-2.056183012561945,-1.2152817794168491,0.0
2019-03-11,-0.0,-1.485399129172714,-0.0,1.0,-2.0403483309143686,-1.2798258345428157,0.0
2019-03-12,-0.0,-1.4265882352941177,-0.0,1.0,-2.0865882352941174,-1.3691764705882352,0.0
2019-03-13,-0.0,-1.4542636565680198,-0.0,1.0,-2.0621125277810273,-1.332261083167622,0.0
2019-03-14,-0.0,-1.4432589156277182,-0.0,1.0,-2.049985503044361,-1.3054798492316615,0.0
2019-03-15,-0.0,-1.4377437569125093,-0.0,1.0,-2.0598405029396356,-1.3235345479946445,0.0
2019-03-18,-0.0,-1.445859128606471,-0.0,1.0,-2.0679243079079543,-1.3267141689055015,0.0
2019-03-19,-0.0,-1.4477114631437422,-0.0,1.0,-2.0531945987022855,-1.3445957795054657,0.0
2019-03-20,-0.0,-1.4574125095257637,-0.0,1.0,-2.049299490005276,-1.3552963245207807,0.0
2019-03-21,-0.0,-1.4599590523544896,-0.0,1.0,-2.0697864872769816,-1.3198596080725358,0.0
2019-03-22,-0.0,-1.4468197879858657,-0.0,1.0,-2.1387514723203767,-1.3036513545347468,0.0
2019-03-25,-0.0,-1.3376849434290687,-0.0,1.0,-2.1705831157528284,-1.293878735131999,0.0
2019-03-26,-0.0,-1.3790303738317757,-0.0,1.0,-2.1626168224299067,-1.2994742990654207,0.0
2019-03-27,-0.0,-1.3598128107633811,-0.0,1.0,-2.187364726528225,-1.3024276104124013,0.0
2019-03-28,-0.0,-1.3521975771054018,-0.0,1.0,-2.1794931819511913,-1.3207116521332007,0.0
2019-03-29,-0.0,-1.3556049613854435,-0.0,1.0,-2.1763983150011703,-1.3186871050783995,0.0
2019-04-01,-0.0,-1.3647148200093502,-0.0,1.0,-2.1653225806451615,-1.3138148667601683,0.0
2019-04-02,-0.0,-1.3935344576063489,-0.0,1.0,-2.196533815720371,-1.2452587967555582,0.0
2019-04-03,-0.0,-1.3965618056367675,-0.0,1.0,-2.1917319611741317,-1.2589170857209682,0.0
2019-04-04,-0.0,-1.3979591836734695,-0.0,1.0,-2.1830283837673,-1.2834271639690358,0.0
2019-04-05,-0.0,-1.3853351379979992,-0.0,1.0,-2.206555640557877,-1.2928853057141176,0.0
2019-04-08,-0.0,-1.3744190151203153,-0.0,1.0,-2.2165676295816907,-1.2924045419779961,0.0
2019-04-09,-0.0,-1.3672686496694995,-0.0,1.0,-2.2387275731822474,-1.2957389046270065,0.0
2019-04-10,-0.0,-1.3525425726238878,-0.0,1.0,-2.2548465028578164,-1.2850156148724294,0.0
2019-04-11,-0.0,-1.3282887763514308,-0.0,1.0,-2.2934283358850545,-1.2668708043811094,0.0
2019-04-12,-0.0,-1.3327690447400242,-0.0,1.0,-2.368319226118501,-1.344800483675937,0.0
2019-04-15,-0.0,-1.3334345397133835,-0.0,1.0,-2.3870536798639788,-1.3518945834345397,0.0
2019-04-16,-0.0,-1.332321330985488,-0.0,1.0,-2.3881231404456855,-1.3515696156415082,0.0
2019-04-17,-0.0,-1.3004683413417675,-0.0,1.0,-2.4044157897938083,-1.3775317803053342,0.0
2019-04-18,-0.0,-1.3388749156493467,-0.0,1.0,-2.4246978712962397,-1.3710201828108706,0.0
2019-04-22,-0.0,-1.3385628153070015,-0.0,1.0,-2.430909314630245,-1.3829211271071737,0.0
2019-04-23,-0.0,-1.2930511763279164,-0.0,1.0,-2.392311423720592,-1.378183361629881,0.0
2019-04-24,-0.0,-1.2665131499212217,-0.0,1.0,-2.3926190764755786,-1.4007999030420555,0.0
2019-04-25,-0.0,-1.2584406120961866,-0.0,1.0,-2.4078819528783093,-1.4060602380374059,0.0
2019-04-26,-0.0,-1.2394820038910506,-0.0,1.0,-2.433183365758755,-1.4070403696498055,0.0
2019-04-29,-0.0,-1.2281435673578271,-0.0,1.0,-2.426397477870741,-1.4082696738207832,0.0
2019-04-30,-0.0,-1.242599585820441,-0.0,1.0,-2.4309903764161285,-1.417346814471921,0.0
2019-05-01,-0.0,-1.245319836575401,-0.0,1.0,-2.4403927068723705,-1.4121592780047565,0.0
2019-05-02,-0.0,-1.250121802679659,-0.0,1.0,-2.4042630937880634,-1.435688185140073,0.0
2019-05-03,-0.0,-1.2342623151204009,-0.0,1.0,-2.4269038014912603,-1.4504950495049507,0.0
2019-05-06,-0.0,-1.1993782762403997,-0.0,1.0,-2.436364744605632,-1.4595879556259905,0.0
2019-05-07,-0.0,-1.269010629599346,-0.0,1.0,-2.4994653751808293,-1.521227750172967,0.0
2019-05-08,-0.0,-1.2564941191269892,-0.0,1.0,-2.4770111327756466,-1.5561985030505063,0.0
2019-05-09,-0.0,-1.2530257186081695,-0.0,1.0,-2.5008194654563796,-1.5497352496217853,0.0
2019-05-10,-0.0,-1.2540383644623927,-0.0,1.0,-2.5006940938919735,-1.5552751135790004,0.0
2019-05-13,-0.0,-1.255811015664477,-0.0,1.0,-2.498484082870137,-1.5620262758969177,0.0
2019-05-14,-0.0,-1.1710126974295447,-0.0,1.0,-2.4823784453391142,-1.5404769278414367,0.0
2019-05-15,-0.0,-1.1854095826893354,-0.0,1.0,-2.4950231839258112,-1.5019474497681606,0.0
2019-05-16,-0.0,-1.1898428801187677,-0.0,1.0,-2.493071879252753,-1.5029073363850056,0.0
2019-05-17,-0.0,-1.1726698848867434,-0.0,1.0,-2.4797004579774726,-1.5365144201014977,0.0
2019-05-20,-0.0,-1.1550200803212851,-0.0,1.0,-2.4844609206054993,-1.5390793945010812,0.0
2019-05-21,-0.0,-1.160394818013572,-0.0,1.0,-2.473966687230105,-1.5346699568167799,0.0
2019-05-22,-0.0,-1.141713863580399,-0.0,1.0,-2.4855946811130263,-1.5287490765821226,0.0
2019-05-23,-0.0,-1.140483570985741,-0.0,1.0,-2.563794172349659,-1.495350278983261,0.0
2019-05-24,-0.0,-1.1126195618636223,-0.0,1.0,-2.5693921629126812,-1.488923171860537,0.0
2019-05-28,-0.0,-1.1095138203356367,-0.0,1.0,-2.569286771964462,-1.4909921026653505,0.0
2019-05-29,-0.0,-1.1278153846153844,-0.0,1.0,-2.572553846153846,-1.453476923076923,0.0
2019-05-30,-0.0,-1.1253993610223643,-0.0,1.0,-2.5677070533300568,-1.4509707544851316,0.0
2019-05-31,-0.0,-1.1269353649545344,-0.0,1.0,-2.5603342344556403,-1.4567461292700912,0.0
2019-06-03,-0.0,-1.13767010435101,-0.0,1.0,-2.5694758039909686,-1.395252334167328,0.0
2019-06-04,-0.0,-1.0901401643305944,-0.0,1.0,-2.5898985016916387,-1.361527307878202,0.0
2019-06-05,-0.0,-1.0075458754930542,-0.0,1.0,-2.498885268393072,-1.2101411993368776,0.0
2019-06-06,-0.0,-1.005582324597485,-0.00305558820072864,1.0,-2.6623575038194853,-1.2050769773181338,0.0
2019-06-07,-0.0,-1.0186702563502283,-0.005091888095516797,1.0,-2.630340629755355,-1.198583635725155,0.0
2019-06-10,-0.0,-1.0299187179339366,-0.039545742779731365,1.0,-2.5268922580273245,-1.1682711708076323,0.0
2019-06-11,-0.0,-1.029136316337149,-0.05555555555555556,1.0,-2.5314487223956528,-1.1649323621227887,0.0
2019-06-12,-0.0,-1.038988835541158,-0.06351593683114479,1.0,-2.5268120553016717,-1.1553768727945855,0.0
2019-06-13,-0.0,-1.0467934593528934,-0.07607561173605473,1.0,-2.5122347210947464,-1.163284239823727,0.0
2019-06-14,-0.0,-1.030386899613677,-0.07092198581560284,1.0,-2.5093121143977397,-1.1553941071325606,0.0
2019-06-17,-0.0,-1.025648414985591,-0.07285302593659942,1.0,-2.508991354466859,-1.1561383285302593,0.0
2019-06-18,-0.0,-1.0394714063131167,-0.06659357146979053,1.0,-2.515263431242426,-1.1492873218304576,0.0
2019-06-19,-0.0,-0.9408447527209158,-0.14154401398522531,1.0,-2.4489370100941747,-1.1078779676309705,0.0
