Date,CMO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.1734418028852227,-0.6660013642909477,-0.0,-0.36540259215280063,-0.32159369394406406,0.0
2018-09-25,1.0,-0.17274680824168878,-0.6667425104285173,-0.0,-0.36602199469093666,-0.32258880040450005,0.0
2018-09-26,1.0,-0.1733029958285931,-0.6672986980154216,-0.0,-0.3659967134369865,-0.32150170648464166,0.0
2018-09-27,1.0,-0.1752001818687009,-0.6631387506630629,-0.0,-0.36613705827376286,-0.32147818838566267,0.0
2018-09-28,1.0,-0.17599049929250052,-0.6627248837679401,-0.0,-0.366358399029715,-0.32168485951081466,0.0
2018-10-01,1.0,-0.17696721518667374,-0.6618892343469579,-0.0,-0.36705341118778595,-0.3218321073784788,0.0
2018-10-02,1.0,-0.17645272322332456,-0.667923668758858,-0.0,-0.3658635351285685,-0.3206367685766349,0.0
2018-10-03,1.0,-0.17608519680259033,-0.6640949104522917,-0.0,-0.36679146008297075,-0.32259941313366386,0.0
2018-10-04,1.0,-0.18167996959331054,-0.6583555048777398,-0.0,-0.37445838084378563,-0.3193969339921449,0.0
2018-10-05,1.0,-0.17264426957223566,-0.6549889023405971,-0.0,-0.37462167070217917,-0.31994047619047616,0.0
2018-10-08,1.0,-0.17055980668546114,-0.6525120821586791,-0.0,-0.37535239629480466,-0.318717277486911,0.0
2018-10-09,1.0,-0.16746821100339923,-0.6525997733853708,-0.0,-0.37670905199546767,-0.3211632884300642,0.0
2018-10-10,1.0,-0.16880632331470571,-0.6518904495796204,-0.0,-0.3775109500075517,-0.31903539243820167,0.0
2018-10-11,1.0,-0.11794145650740949,-0.6448084763555578,-0.0,-0.357706110690657,-0.32089060325675645,0.0
2018-10-12,1.0,-0.11582050600488124,-0.642220235362347,-0.0,-0.3484522630065486,-0.30998235990624173,0.0
2018-10-15,1.0,-0.0899270143554546,-0.6698487118758761,-0.0,-0.3449417564889555,-0.3120257141476147,0.0
2018-10-16,1.0,-0.08708578058153868,-0.6745945423343728,-0.0,-0.34413748096584734,-0.31121746066275113,0.0
2018-10-17,1.0,-0.0763162285196749,-0.6542889148413852,-0.0,-0.3397049360059108,-0.31305860762208926,0.0
2018-10-18,1.0,-0.07555852268663123,-0.6529648792351159,-0.0,-0.34212345914498943,-0.3136548961636585,0.0
2018-10-19,1.0,-0.06305858987090368,-0.6460254409608928,-0.0,-0.34307466780157947,-0.3122665153449662,0.0
2018-10-22,1.0,-0.06330221014064533,-0.6428081787022811,-0.0,-0.34426190757593667,-0.31343812788086517,0.0
2018-10-23,1.0,-0.06346467487649797,-0.6428014276597254,-0.0,-0.3440801758574231,-0.31332876356158557,0.0
2018-10-24,1.0,-0.06232267826744846,-0.6448600340457726,-0.0,-0.3442405901267259,-0.3128901078116134,0.0
2018-10-25,1.0,-0.035378713041880124,-0.6144868937949413,-0.0,-0.3559006639251993,-0.29155275793149393,0.0
2018-10-26,1.0,-0.01213812347401465,-0.6206022555516801,-0.0,-0.39230322055574934,-0.30026741076618996,0.0
2018-10-29,1.0,-0.0,-0.6342324760112451,-0.0,-0.38145024511512277,-0.30766013800794595,0.0
2018-10-30,1.0,-0.05786387329591018,-0.6948927425821972,-0.0,-0.4398305934242181,-0.3134272253408179,0.0
2018-10-31,1.0,-0.06221857352538747,-0.6776873896061895,-0.0,-0.43844067965271044,-0.3094011990944598,0.0
2018-11-01,1.0,-0.07034059129045146,-0.674190970834998,-0.0,-0.44107071514182977,-0.31142628845385534,0.0
2018-11-02,1.0,-0.06915439917836357,-0.7498485766202301,-0.0,-0.4639612356147789,-0.35048587154030497,0.0
2018-11-05,1.0,-0.07056435669662862,-0.7470279674196695,-0.0,-0.4643751482721354,-0.3539816010754672,0.0
2018-11-06,1.0,-0.0703493737640079,-0.7464996704021094,-0.0,-0.4649703361898484,-0.3549637442320369,0.0
2018-11-07,1.0,-0.07188866799204771,-0.7499271040424123,-0.0,-0.4702982107355865,-0.35862160371106694,0.0
2018-11-08,1.0,-0.05579782483055745,-0.7490411390742394,-0.0,-0.46272263962591287,-0.3594283612672726,0.0
2018-11-09,1.0,-0.05685733070348455,-0.7497172912557528,-0.0,-0.4628270874424721,-0.36044707429322814,0.0
2018-11-12,1.0,-0.056178891626907146,-0.7435379856341424,-0.0,-0.46358726996277455,-0.35817647984061235,0.0
2018-11-13,1.0,-0.031056546844925346,-0.7447328720803205,-0.0,-0.4693856317952453,-0.35587577381262026,0.0
2018-11-14,1.0,-0.03292609862200109,-0.7447185391648649,-0.0,-0.4709942952408242,-0.3562478835082966,0.0
2018-11-15,1.0,-0.032271496981053506,-0.746981053508224,-0.0,-0.47522381844680406,-0.34806371018113674,0.0
2018-11-16,1.0,-0.029511004983388704,-0.7393583887043189,-0.0,-0.4741486710963455,-0.35249688538205975,0.0
2018-11-19,1.0,-0.027825409197194076,-0.7406858924395947,-0.0,-0.4760197453884125,-0.35357235645622237,0.0
2018-11-20,1.0,-0.0,-0.7327329658670394,-0.0,-0.47912946717387367,-0.3759283699505732,0.0
2018-11-21,1.0,-0.0,-0.7301717508331197,-0.0,-0.47954370674186103,-0.35372981286849525,0.0
2018-11-23,1.0,-0.0,-0.7189477189477188,-0.0,-0.48633417864187095,-0.35625912548989475,0.0
2018-11-26,1.0,-0.0,-0.7204854443505646,-0.0,-0.48495788206979545,-0.3549171723378652,0.0
2018-11-27,1.0,-0.0,-0.7195666029318037,-0.0,-0.4797195666029318,-0.35008285532186106,0.0
2018-11-28,1.0,-0.0,-0.720652728199898,-0.0,-0.47914329423763385,-0.34992350841407444,0.0
2018-11-29,1.0,-0.0,-0.7050085745990115,-0.0,-0.4676939372541108,-0.3492383738525169,0.0
2018-11-30,1.0,-0.0,-0.7054032929073901,-0.0,-0.468495499357051,-0.3474950202970172,0.0
2018-12-03,1.0,-0.0,-0.7054343714537888,-0.0,-0.4686420375740764,-0.3476736855377632,0.0
2018-12-04,1.0,-0.0,-0.7084559840994289,-0.0,-0.4628022240672252,-0.3446549425113845,0.0
2018-12-06,1.0,-0.0,-0.6600088118666471,-0.0,-0.46666177118519603,-0.3210701522494738,0.0
2018-12-07,1.0,-0.0,-0.6601977387303608,-0.0,-0.46691302432577947,-0.3201752239244286,0.0
2018-12-10,1.0,-0.0,-0.6592845386775099,-0.0,-0.459071546132249,-0.30201374770064865,0.0
2018-12-11,1.0,-0.0,-0.674787535410765,-0.0,-0.4556472471979308,-0.33292277374060847,0.0
2018-12-12,1.0,-0.0,-0.6767349962953816,-0.0,-0.46055816250926157,-0.33245245739688817,0.0
2018-12-13,1.0,-0.0,-0.6742166296570442,-0.0,-0.4619294349864298,-0.3311621021465581,0.0
2018-12-14,1.0,-0.0,-0.6760719840035547,-0.0,-0.46095929299661803,-0.331555950529512,0.0
2018-12-17,1.0,-0.0,-0.6732140223216481,-0.0,-0.4444417129652392,-0.3406755494370422,0.0
2018-12-18,1.0,-0.0,-0.6853812506213341,-0.0,-0.4547668754349339,-0.345188388507804,0.0
2018-12-19,1.0,-0.0,-0.6862618218018914,-0.0,-0.45584868093578895,-0.3466898954703833,0.0
2018-12-20,1.0,-0.0,-0.6771741283676704,-0.0,-0.4566907686212362,-0.3423633122028526,0.0
2018-12-21,1.0,-0.0,-0.6869037730624984,-0.0,-0.4671398726371165,-0.36300938860781795,0.0
2018-12-24,1.0,-0.0,-0.6629911788291901,-0.0,-0.458350040096231,-0.38464815557337606,0.0
2018-12-26,1.0,-0.0,-0.667237655470321,-0.0,-0.4413743452247958,-0.3739728407934262,0.0
2018-12-27,1.0,-0.0,-0.6386986712799443,-0.0,-0.3942189865205795,-0.36983108676325716,0.0
2018-12-28,1.0,-0.0,-0.6396638655462185,-0.0,-0.39303721488595444,-0.3682593037214886,0.0
2018-12-31,1.0,-0.0,-0.6412719761744644,-0.0,-0.3926650014410606,-0.36780670573542124,0.0
2019-01-02,1.0,-0.0,-0.6483063185479957,-0.0,-0.39677763758128703,-0.38139376880520237,0.0
2019-01-03,1.0,-0.0,-0.6490865805072393,-0.0,-0.3941793800408123,-0.38601690797784477,0.0
2019-01-04,1.0,-0.0,-0.6558999298347488,-0.0,-0.3717064673005734,-0.3918608308533546,0.0
2019-01-07,1.0,-0.0,-0.6357351578647281,-0.0,-0.36350462072078493,-0.37645214168626606,0.0
2019-01-08,1.0,-0.0,-0.6339031339031339,-0.0,-0.3643162393162393,-0.37594966761633425,0.0
2019-01-09,1.0,-0.0,-0.62083551162017,-0.0,-0.36709281878237726,-0.3883845824818212,0.0
2019-01-10,1.0,-0.0,-0.6234613461584247,-0.0,-0.36699126211280686,-0.3904430846884598,0.0
2019-01-11,1.0,-0.0,-0.6118869453314904,-0.0,-0.3701205852914542,-0.4011009961393642,0.0
2019-01-14,1.0,-0.0,-0.6056020681640301,-0.0,-0.3601261769798164,-0.4060194957664303,0.0
2019-01-15,1.0,-0.0,-0.6001900011875074,-0.0,-0.35924474527965805,-0.41558009737560864,0.0
2019-01-16,1.0,-0.0,-0.5910507674144038,-0.0,-0.35530106257378985,-0.4149232585596222,0.0
2019-01-17,1.0,-0.0,-0.564621591541458,-0.0,-0.34490354294194026,-0.4091773325913559,0.0
2019-01-18,1.0,-0.0,-0.5575872215216477,-0.0,-0.3495399560973332,-0.4281210592686002,0.0
2019-01-22,1.0,-0.0,-0.6145767842589358,-0.0,-0.3062288974269414,-0.4077541040866224,0.0
2019-01-23,1.0,-0.0,-0.61292343387471,-0.0,-0.30503480278422274,-0.40220417633410677,0.0
2019-01-24,1.0,-0.0,-0.6121127741037243,-0.0,-0.30630003480682216,-0.40204200023204545,0.0
2019-01-25,1.0,-0.0,-0.6066425347875141,-0.0,-0.3045552839413313,-0.43933339601353893,0.0
2019-01-28,1.0,-0.0,-0.594328077194634,-0.0,-0.32278183101906327,-0.4363614968227818,0.0
2019-01-29,1.0,-0.0,-0.5936963020502318,-0.0,-0.3199868182567145,-0.4401996092554669,0.0
2019-01-30,1.0,-0.0,-0.5937037124115393,-0.0,-0.3197046998800931,-0.43768368090659016,0.0
2019-01-31,1.0,-0.0,-0.6052953636149682,-0.0,-0.295834313956225,-0.4523652624146858,0.0
2019-02-01,1.0,-0.0,-0.6066967342794399,-0.0,-0.30406857304776974,-0.45056553873763255,0.0
2019-02-04,1.0,-0.0,-0.6069253193657714,-0.0,-0.3003104780413812,-0.4628492877965539,0.0
2019-02-05,1.0,-0.0,-0.6179881433193982,-0.0,-0.3106355842131368,-0.4332648385649165,0.0
2019-02-06,1.0,-0.0,-0.6117132534702414,-0.0,-0.331217912150599,-0.433946567788553,0.0
2019-02-07,1.0,-0.0,-0.6104652544992036,-0.0,-0.3290540379906331,-0.43786700901029413,0.0
