Date,IWF,IWM,MTUM,SPY,THQ,VLUE,VXX
2018-09-24,-0.23437183212813406,-0.32342141425063636,-0.06652249329819107,-0.32346646842828497,1.0,-0.3049266743258769,0.0
2018-09-25,-0.23580549987612892,-0.32224499448210625,-0.06878223463435508,-0.32233508254318594,1.0,-0.3030337154568591,0.0
2018-09-26,-0.23553793476302037,-0.32204000720850606,-0.06794016939989188,-0.3227158046494864,1.0,-0.30440169399891875,0.0
2018-09-27,-0.2367508667657256,-0.31876716646404607,-0.06889099013913277,-0.32268449727587917,1.0,-0.30426853978116974,0.0
2018-09-28,-0.23665961183410636,-0.31888593686675376,-0.06907731796280452,-0.3226460125185753,1.0,-0.30427342729769896,0.0
2018-10-01,-0.23671530217058454,-0.3188327479059714,-0.06914797802395749,-0.3226605421958029,1.0,-0.3042871296046114,0.0
2018-10-02,-0.2378046033962434,-0.3096256925363722,-0.07249673438133418,-0.3251655330840953,1.0,-0.30705824061979187,0.0
2018-10-03,-0.23773278987547006,-0.30875762830184433,-0.07246605264935709,-0.32539914878284953,1.0,-0.3075416038012025,0.0
2018-10-04,-0.2391436482744648,-0.30616150019135097,-0.07278089192048805,-0.32723261520452035,1.0,-0.3058913576911821,0.0
2018-10-05,-0.24356542942292064,-0.3107784701526235,-0.07337668201932629,-0.3264472139438273,1.0,-0.3035536891537975,0.0
2018-10-08,-0.24289644596788743,-0.30944434421793254,-0.0720954356846473,-0.32741746346743644,1.0,-0.303220277827891,0.0
2018-10-09,-0.24236137731977364,-0.30951360858682664,-0.07066994385189529,-0.3281619951744199,1.0,-0.3042370397095633,0.0
2018-10-10,-0.2438716370114787,-0.30836885190447194,-0.07227747333288231,-0.32911620774417605,1.0,-0.3015132038878741,0.0
2018-10-11,-0.23178646041694445,-0.30450726763568475,-0.054696181713117305,-0.32604347246299503,1.0,-0.30546295061563766,0.0
2018-10-12,-0.23057069751919013,-0.3058404716876182,-0.0508621648681722,-0.32944710201357214,1.0,-0.3081989097786183,0.0
2018-10-15,-0.22957890524256303,-0.306950064475966,-0.048890568722486545,-0.32956111876917604,1.0,-0.3083285161634577,0.0
2018-10-16,-0.22860382896404507,-0.31100882751873343,-0.04587196762501945,-0.32975340760011557,1.0,-0.3082960887643697,0.0
2018-10-17,-0.22630355363666554,-0.3051920735082475,-0.04377283294586516,-0.32930366434185765,1.0,-0.3095317170375291,0.0
2018-10-18,-0.224991691591891,-0.30335659687603855,-0.04493187105350615,-0.3321147668106791,1.0,-0.31018056940290245,0.0
2018-10-19,-0.221029427973107,-0.2979830265623278,-0.04064807671112091,-0.334112201036041,1.0,-0.3105698225504243,0.0
2018-10-22,-0.2223299900804585,-0.2947867298578199,-0.037077041772291416,-0.33706602005951725,1.0,-0.31308277306293397,0.0
2018-10-23,-0.2218080765752851,-0.29533975871727575,-0.035442535453563004,-0.3387662380626806,1.0,-0.3141748086720628,0.0
2018-10-24,-0.22358440642088553,-0.2924678073734345,-0.029789204445228437,-0.3414402892926442,1.0,-0.3176927147645088,0.0
2018-10-25,-0.21696097667320688,-0.2814257684761282,-0.028144756921735337,-0.34279485502507084,1.0,-0.31072596468279917,0.0
2018-10-26,-0.2094556495337237,-0.27876816308826713,-0.013619605291693775,-0.3564085881587508,1.0,-0.3104749512036435,0.0
2018-10-29,-0.2051598114268414,-0.2810215821115004,-0.009277280394446608,-0.3545478136758791,1.0,-0.31252973487305913,0.0
2018-10-30,-0.20844783935256314,-0.28095990305758123,-0.011252245039274663,-0.3541427736784022,1.0,-0.30909051565576784,0.0
2018-10-31,-0.20999655142684714,-0.2730407793775325,-0.012156220363824468,-0.3531123372704544,1.0,-0.30703077851538924,0.0
2018-11-01,-0.22179782108598461,-0.26335778462606885,-0.022179782108598462,-0.3547028950909328,1.0,-0.30819480012153305,0.0
2018-11-02,-0.22025740978679847,-0.2708029356039984,-0.022997016485550643,-0.3535573509876086,1.0,-0.3101112829112132,0.0
2018-11-05,-0.22449425438021586,-0.26300956875081927,-0.022152313540437802,-0.35487394590815746,1.0,-0.32013806964652425,0.0
2018-11-06,-0.22005034475210683,-0.26080770493597466,-0.0242530371018934,-0.3584765240232024,1.0,-0.32533654372332277,0.0
2018-11-07,-0.22031746031746033,-0.2609304871373837,-0.02379857690202518,-0.35879584017515054,1.0,-0.3255172413793104,0.0
2018-11-08,-0.21983984597208242,-0.26070975364284776,-0.02268848728832101,-0.3589244300529471,1.0,-0.32573403929462214,0.0
2018-11-09,-0.21906928916796115,-0.2606821712210384,-0.023256831557529483,-0.35937602555407266,1.0,-0.3254862493709936,0.0
2018-11-12,-0.21920139646519746,-0.2530656775038185,-0.02286711760855335,-0.36255727689286493,1.0,-0.32426358280602224,0.0
2018-11-13,-0.2140469679211703,-0.2507487954160698,-0.016039414854364716,-0.3655206841168555,1.0,-0.3240873377609932,0.0
2018-11-14,-0.21391360972433254,-0.25092250922509224,-0.015997395268070327,-0.36557412632949854,1.0,-0.32420230084653784,0.0
2018-11-15,-0.21386529982842126,-0.2509610581413027,-0.015594118541363507,-0.3655713137719089,1.0,-0.32589101492083483,0.0
2018-11-16,-0.2123565524871467,-0.24565589951623748,-0.012039829056120789,-0.3670303924333471,1.0,-0.3322558951775603,0.0
