Date,ALG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3031849152273808,-0.7660592616067184,-0.017049595943590557,-0.5140231342101094,-0.5687529710030106,0.0
2018-09-25,1.0,-0.3025535289452816,-0.7677398889770024,-0.015448057097541636,-0.5155590800951626,-0.5707533703409993,0.0
2018-09-26,1.0,-0.30229385450046004,-0.767632221834449,-0.014530917859069131,-0.5160062184713982,-0.5722580031092357,0.0
2018-09-27,1.0,-0.3017093473978522,-0.7717798818072058,-0.013757387049628263,-0.5168710681832623,-0.5731079621274703,0.0
2018-09-28,1.0,-0.3006513105639397,-0.7724861000794282,-0.014297061159650517,-0.5166957903097696,-0.5729944400317714,0.0
2018-10-01,1.0,-0.3012009912944017,-0.7717481095507402,-0.014392832178941347,-0.5169663849526592,-0.5729173285886764,0.0
2018-10-02,1.0,-0.3012612268297344,-0.7863239696795975,-0.010733167717689026,-0.5156379387222116,-0.5709599337537423,0.0
2018-10-03,1.0,-0.3011660507200204,-0.776252070855104,-0.009079903147699759,-0.520612973110743,-0.5788517904931821,0.0
2018-10-04,1.0,-0.30141132243779667,-0.7756857497849565,-0.00952562999776992,-0.5206601038580394,-0.578578482908025,0.0
2018-10-05,1.0,-0.2822670619361831,-0.7697236301042364,-0.0,-0.5367696280003825,-0.598897070542858,0.0
2018-10-08,1.0,-0.2788675880517164,-0.7662569263104261,-0.0,-0.5409528055537863,-0.5984650659193682,0.0
2018-10-09,1.0,-0.2739298122589488,-0.7666783539986612,-0.0,-0.5437159340834475,-0.6031619545469034,0.0
2018-10-10,1.0,-0.27549394518801784,-0.765774378585086,-0.0,-0.5446781389420012,-0.6007966857871255,0.0
2018-10-11,1.0,-0.21947814216127332,-0.7550184604883498,-0.0,-0.5223852812509696,-0.6057212000868729,0.0
2018-10-12,1.0,-0.21169995282277085,-0.7714735021229753,-0.0,-0.5386381506526183,-0.6233055511872936,0.0
2018-10-15,1.0,-0.17515602345079748,-0.8130870579335562,-0.0,-0.5351446762907395,-0.6286011473239614,0.0
2018-10-16,1.0,-0.16515069882420055,-0.8384622698317118,-0.0,-0.5363673818654328,-0.6292904002788958,0.0
2018-10-17,1.0,-0.1471212688897215,-0.8065130510803047,-0.0,-0.5321281378793555,-0.6365367803172224,0.0
2018-10-18,1.0,-0.15037027739425127,-0.8160537216016066,-0.0,-0.5316304757123133,-0.6398895443705284,0.0
2018-10-19,1.0,-0.13621065752570893,-0.8085384855095046,-0.0,-0.5315986288563415,-0.6399189778747273,0.0
2018-10-22,1.0,-0.13660436137071652,-0.8050155763239875,-0.0,-0.532803738317757,-0.6408411214953271,0.0
2018-10-23,1.0,-0.14326263256394262,-0.8068309419837805,-0.0,-0.5294135995009357,-0.6396132252027449,0.0
2018-10-24,1.0,-0.14352970716550015,-0.819308872916732,-0.0,-0.5337246163020621,-0.6420388562819748,0.0
2018-10-25,1.0,-0.10446250575065173,-0.7809845115779788,-0.0,-0.5613556203036344,-0.6202116239840515,0.0
2018-10-26,1.0,-0.09462993371039348,-0.7707839202092075,-0.0,-0.5623973727422004,-0.6129964118469866,0.0
2018-10-29,1.0,-0.07542829469096192,-0.7790725830861432,-0.0,-0.5539378897027665,-0.6183485683152733,0.0
2018-10-30,1.0,-0.05300246028612216,-0.7838289341797527,-0.0,-0.5592746712025027,-0.641284208607964,0.0
2018-10-31,1.0,-0.053119115592540844,-0.7836056611796149,-0.0,-0.5591933426471482,-0.6411954078843467,0.0
2018-11-01,1.0,-0.040069157971366176,-0.7934663916525115,-0.0,-0.5584809512254307,-0.6412278573161855,0.0
2018-11-02,1.0,-0.038684120942035716,-0.8340605948070438,-0.0,-0.5642311144121561,-0.6577538452016217,0.0
2018-11-05,1.0,-0.03975601449050996,-0.8318110041180296,-0.0,-0.5644177477784315,-0.660247081772301,0.0
2018-11-06,1.0,-0.05556421689376695,-0.8507997879704405,-0.0,-0.5615665242742666,-0.6501824077827321,0.0
2018-11-07,1.0,-0.05688538439876092,-0.8533120560718421,-0.0,-0.5658499953064865,-0.652930316968616,0.0
2018-11-08,1.0,-0.02912681654452863,-0.8570363929946592,-0.0,-0.5579741647000372,-0.6610669482051919,0.0
2018-11-09,1.0,-0.028752406383903615,-0.8568279202633049,-0.0,-0.5586536670185679,-0.6607464447618455,0.0
2018-11-12,1.0,-0.028051318691559756,-0.8584386940449193,-0.0,-0.5586654655027803,-0.6613339132055543,0.0
2018-11-13,1.0,-0.0,-0.8610836219693222,-0.0,-0.5673861949529936,-0.664058634339436,0.0
2018-11-14,1.0,-0.0,-0.8615398892566585,-0.0,-0.5674822903455315,-0.6643672471927491,0.0
2018-11-15,1.0,-0.0,-0.8615959714541692,-0.0,-0.5678272421143687,-0.6599215298588156,0.0
2018-11-16,1.0,-0.0,-0.8513734315750533,-0.0,-0.5659894564848784,-0.6655362703085982,0.0
2018-11-19,1.0,-0.0,-0.8522152289275577,-0.0,-0.567043070467728,-0.6660187584845119,0.0
2018-11-20,1.0,-0.0,-0.8581900284547817,-0.0,-0.5694667821353459,-0.6652542372881356,0.0
2018-11-21,1.0,-0.0,-0.8545995886921022,-0.0,-0.5667761441419319,-0.6480861904908068,0.0
2018-11-23,1.0,-0.0,-0.8455665930831493,-0.0,-0.571130733382389,-0.6492825607064018,0.0
2018-11-26,1.0,-0.0,-0.8497118685630212,-0.0,-0.5686917606669937,-0.6468550760176558,0.0
2018-11-27,1.0,-0.0,-0.8607497852497238,-0.0,-0.5642716897778869,-0.6428396122223585,0.0
2018-11-28,1.0,-0.0,-0.8526719901719901,-0.0,-0.5712837837837839,-0.6472972972972973,0.0
2018-11-29,1.0,-0.0,-0.8479059515062454,-0.0,-0.5678116580945384,-0.6457567964731815,0.0
2018-11-30,1.0,-0.0,-0.8480423669146233,-0.0,-0.5677901245905654,-0.6453607616248813,0.0
2018-12-03,1.0,-0.0,-0.8481825969893526,-0.0,-0.5669746665034879,-0.6444437645331049,0.0
2018-12-04,1.0,-0.0,-0.8540991624380999,-0.0,-0.560432842208229,-0.6422632512074341,0.0
2018-12-06,1.0,-0.0,-0.8002684964200477,-0.0,-0.5627684964200478,-0.6202267303102625,0.0
2018-12-07,1.0,-0.0,-0.8009378173346874,-0.0,-0.5623917328713935,-0.6233199928319694,0.0
2018-12-10,1.0,-0.0,-0.7992186575115425,-0.0,-0.5530957736474488,-0.6073162069373742,0.0
2018-12-11,1.0,-0.0,-0.8008552592504603,-0.0,-0.5702322266437014,-0.5985626893151986,0.0
