Date,BCEL,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-04-06,1.0,-1.6983821263482282,-1.4988443759630201,-1.4324345146379045,-1.925115562403698,-0.14946070878274267,0.0
2020-04-07,1.0,-1.6284649776453055,-1.4063338301043218,-1.3833830104321907,-1.916616989567809,-0.11676602086438151,0.0
2020-04-08,1.0,-1.6258107805859987,-1.4078878699768882,-1.3756803101468724,-1.9176917915455156,-0.12845746663684485,0.0
2020-04-09,1.0,-1.6306259699948265,-1.3598403665656638,-1.3884413568841918,-1.9076934446825808,-0.10376173231838001,0.0
2020-04-13,1.0,-1.6549103519515973,-1.2890135025455618,-1.4093558621707372,-1.9123441304508226,-0.11274256622150076,0.0
2020-04-14,1.0,-1.6837385117106434,-1.2465164541950784,-1.4588645123035873,-1.922546694337385,-0.10013341239252889,0.0
2020-04-15,1.0,-1.6326050172883102,-1.2717575222541013,-1.4122710218494814,-1.9136320164790703,-0.12646214963584199,0.0
2020-04-16,1.0,-1.6673277508447186,-1.226164242691347,-1.4425591303070369,-1.9218451593947405,-0.0874834728955487,0.0
2020-04-17,1.0,-1.6564000295442793,-1.265012187015289,-1.4153925696137084,-1.9404682768298986,-0.10879680921781519,0.0
2020-04-20,1.0,-1.7128280961182993,-1.1917190388170054,-1.4688354898336413,-1.9427726432532346,-0.0775600739371534,0.0
2020-04-21,1.0,-1.7152982870643827,-1.1985380980507974,-1.4739367985823981,-1.9379060838747784,-0.05766391021854696,0.0
2020-04-22,1.0,-1.6905041031652992,-1.2230363423212194,-1.4419695193434936,-1.9359613130128959,-0.035609613130128955,0.0
2020-04-23,1.0,-1.6719696416843026,-1.2352769466540172,-1.4265489308910455,-1.9281179303802085,-0.035904546449682544,0.0
2020-04-24,1.0,-1.6831011865281156,-1.2738595327584936,-1.4298032279460533,-1.9506227430171716,-0.03242685533200678,0.0
2020-04-27,1.0,-1.6821026282853566,-1.2716631082971361,-1.4286240153132592,-1.9525141721269232,-0.02723993226827652,0.0
2020-04-28,1.0,-1.723242605296157,-1.2033635760123922,-1.452976322195176,-1.9818543925647265,-0.014826289001991592,0.0
2020-04-29,1.0,-1.7418138812920394,-1.1903318796659028,-1.4669229063493237,-1.9925345553995122,-0.0,0.0
2020-04-30,1.0,-1.7386764705882352,-1.1198529411764704,-1.4848529411764706,-2.0095588235294115,-0.0,0.0
2020-05-01,1.0,-1.7304912228942322,-1.1430889511727393,-1.4864286767959873,-2.0157102817524706,-0.0,0.0
2020-05-04,1.0,-1.7781523937963588,-1.0867610699033492,-1.5458904622761669,-2.081516445643216,-0.0,0.0
2020-05-05,1.0,-1.7767208448805334,-1.0882330911542208,-1.5386862407310316,-2.0864354729982773,-0.0,0.0
2020-05-06,1.0,-1.7780782811208773,-1.0996168582375478,-1.5290361355270077,-2.1057771767710913,-0.0,0.0
2020-05-07,1.0,-1.7864661654135339,-1.096691729323308,-1.5345864661654134,-2.1010526315789475,-0.0,0.0
2020-05-08,1.0,-1.7820012019230769,-1.0927734375,-1.5397385817307694,-2.097506009615385,-0.0,0.0
2020-05-11,1.0,-1.7951391493511362,-1.0492086115070136,-1.5544970369814717,-2.10246793188808,-0.0,0.0
2020-05-12,1.0,-1.7944198604965123,-1.050401260031501,-1.5529888247206178,-2.102452561314033,-0.0,0.0
2020-05-13,1.0,-1.7931214953271026,-1.0198130841121493,-1.556411214953271,-2.107214953271028,-0.0,0.0
2020-05-14,1.0,-1.7973416965352447,-0.9858870967741935,-1.575268817204301,-2.1085722819593786,-0.0,0.0
2020-05-15,1.0,-1.7964416535845107,-0.9982806309336921,-1.5807729685280707,-2.100097181729835,-0.0,0.0
2020-05-18,1.0,-1.809211518166742,-1.0159053218754712,-1.6035730438715514,-2.1093773556460125,-0.0,0.0
2020-05-19,1.0,-1.8488784834982253,-0.8802205271505174,-1.7166377161845783,-2.1065629484177935,-0.0,0.0
2020-05-20,1.0,-1.8506189613526571,-0.8729619565217392,-1.718900966183575,-2.1058272946859904,-0.0,0.0
2020-05-21,1.0,-1.8492799517454572,-0.846791826886828,-1.7373143331071403,-2.1063107894141595,-0.0,0.0
2020-05-22,1.0,-1.8481900452488689,-0.8571644042232277,-1.7320512820512821,-2.103996983408748,-0.0,0.0
2020-05-26,1.0,-1.8496830667069122,-0.8558708119529128,-1.7317386054935104,-2.1087383036522787,-0.0,0.0
2020-05-27,1.0,-1.8508374830239929,-0.852271012524521,-1.7351742870076958,-2.106609325486646,-0.0,0.0
2020-05-28,1.0,-1.8559475350520127,-0.838836122418212,-1.7391828735112318,-2.1040253279059247,-0.0,0.0
2020-05-29,1.0,-1.8527968596663393,-0.8549105457839511,-1.735562768928814,-2.1055333283007474,-0.0,0.0
2020-06-01,1.0,-1.8515890390277043,-0.8681210840190232,-1.7207669661055334,-2.1083264135275908,-0.0,0.0
2020-06-02,1.0,-1.8525035873423459,-0.8639830828487275,-1.7223019409410165,-2.1135865871157766,-0.0,0.0
2020-06-03,1.0,-1.8518350702310826,-0.8625585259024316,-1.72760912248905,-2.109726627397674,-0.0,0.0
2020-06-04,1.0,-1.853303133257833,-0.8493016232540581,-1.743374858437146,-2.103963759909399,-0.0,0.0
2020-06-05,1.0,-1.8466525934861278,-0.8514022919179735,-1.733866103739445,-2.1073582629674306,-0.0,0.0
2020-06-08,1.0,-1.8478326309452138,-0.8175797712221553,-1.7712974111980735,-2.088801926550271,-0.0,0.0
2020-06-09,1.0,-1.8685121107266436,-0.7947946442003911,-1.776365277568828,-2.0824432074620125,-0.0,0.0
2020-06-10,1.0,-1.8679954870251971,-0.7911996991350131,-1.7808198570891312,-2.0816096276795784,-0.0,0.0
2020-06-11,1.0,-1.8661902971041744,-0.7980443775855584,-1.7787890184279804,-2.078600977811207,-0.0,0.0
2020-06-12,1.0,-1.8297088094360487,-0.718392922963509,-1.8098046443051972,-2.013932915591596,-0.0,0.0
2020-06-15,1.0,-1.8304612451418936,-0.7011072816601892,-1.8001759917870501,-2.0011732785803327,-0.0,0.0
2020-06-16,1.0,-1.8120644599303135,-0.676829268292683,-1.79551393728223,-1.9745209059233448,-0.0,0.0
2020-06-17,1.0,-1.8071878849358742,-0.6678501557858126,-1.7960292732410696,-1.97485689442794,-0.0,0.0
2020-06-18,1.0,-1.8063347104442993,-0.671305356236863,-1.7945205479452053,-1.9757918388055373,-0.0,0.0
2020-06-19,1.0,-1.8174279895257492,-0.6736979924352633,-1.7988798370672099,-1.9837794588303752,-0.0,0.0
2020-06-22,1.0,-1.7915224913494807,-0.6750288350634371,-1.7793396770472893,-1.9629469434832754,-0.0,0.0
2020-06-23,1.0,-1.7718498468551893,-0.6645060189472185,-1.7546121518626685,-1.9321176721988746,-0.0,0.0
2020-06-24,1.0,-1.7748556767158437,-0.6650274392416792,-1.7536882617062222,-1.933575653909201,-0.0,0.0
2020-06-25,1.0,-1.7801058352402748,-0.6416618993135013,-1.7891161327231124,-1.940145881006865,-0.0,0.0
2020-06-26,1.0,-1.7997408580477976,-0.6305067664843076,-1.8026202130722717,-1.965519723581918,-0.0,0.0
2020-06-29,1.0,-1.7854123378949631,-0.6240596116643977,-1.8020348212366555,-1.9532850899190368,-0.0,0.0
2020-06-30,1.0,-1.7968044708748299,-0.5960449953428387,-1.814788278283299,-1.9572257648491798,-0.0,0.0
2020-07-01,1.0,-1.7901852779168752,-0.5962515201373488,-1.8042778453394377,-1.9628728807496962,-0.0,0.0
2020-07-02,1.0,-1.78731316598727,-0.6012300650790245,-1.8029750411213614,-1.9600228849317025,-0.0,0.0
2020-07-06,1.0,-1.7891312120128708,-0.5991419377904899,-1.8030032177332855,-1.9591705398641401,-0.0,0.0
2020-07-07,1.0,-1.7740439497716896,-0.6140125570776255,-1.786743721461187,-1.959831621004566,-0.0,0.0
2020-07-08,1.0,-1.7760148656375072,-0.6244282447112637,-1.7818753573470556,-1.9646226415094343,-0.0,0.0
2020-07-09,1.0,-1.768851051652597,-0.6295607383030477,-1.781728430390614,-1.9739590785520105,-0.0,0.0
2020-07-10,1.0,-1.7587996871222356,-0.642679371400128,-1.7594396643674892,-1.9500106662874206,-0.0,0.0
2020-07-13,1.0,-1.7621552459482515,-0.6390389536536821,-1.7595251634916123,-1.947611600796133,-0.0,0.0
2020-07-14,1.0,-1.7592500532632627,-0.630850081670336,-1.7552730629926852,-1.9564661600738587,-0.0,0.0
2020-07-15,1.0,-1.7763129765552623,-0.6253830257250766,-1.7602793415520557,-1.9640846575928166,-0.0,0.0
2020-07-16,1.0,-1.781205471644343,-0.6156312339697919,-1.7592618979766315,-1.9683670561413509,-0.0,0.0
2020-07-17,1.0,-1.8340342227378192,-0.6181844547563806,-1.7955336426914155,-2.0029002320185616,-0.0,0.0
2020-07-20,1.0,-1.852608537030281,-0.6283108354615105,-1.8063480481576066,-2.00926669098869,-0.0,0.0
2020-07-21,1.0,-1.8252462604888724,-0.6537759941627143,-1.7920466982852974,-2.0255381247719813,-0.0,0.0
2020-07-22,1.0,-1.8151700087183957,-0.6594739901191514,-1.7791339726823596,-2.0115518744551,-0.0,0.0
2020-07-23,1.0,-1.8161236485015604,-0.6650460779333865,-1.775995936434221,-1.9992017995791307,-0.0,0.0
2020-07-24,1.0,-1.7311241610738255,-0.6967980984340044,-1.6638003355704698,-1.8992589485458615,-0.0,0.0
2020-07-27,1.0,-1.7247245851345698,-0.700669362710919,-1.6582763910193838,-1.8889276251568818,-0.0,0.0
2020-07-28,1.0,-1.654822680552719,-0.7111156490368251,-1.604655911782724,-1.8362943298618202,-0.0,0.0
2020-07-29,1.0,-1.6671000410565213,-0.7172574243875736,-1.6111263172300534,-1.8472697413439167,-0.0,0.0
2020-07-30,1.0,-1.6217408744484556,-0.7240272763738468,-1.558162855996791,-1.7813878860810268,-0.0,0.0
2020-07-31,1.0,-1.6234939759036142,-0.7297858099062918,-1.5590361445783132,-1.7811244979919678,-0.0,0.0
2020-08-03,1.0,-1.6081804793144998,-0.7461507564600348,-1.5645334047395902,-1.7755388940955952,-0.0,0.0
2020-08-04,1.0,-1.5646071100616554,-0.734159779614325,-1.519021382657746,-1.7413091958546503,-0.0,0.0
2020-08-05,1.0,-1.56472131147541,-0.7347540983606557,-1.5188196721311475,-1.7390819672131148,-0.0,0.0
2020-08-06,1.0,-1.5585591453882233,-0.7257034914017718,-1.5104220948410632,-1.7191896821261075,-0.0,0.0
2020-08-07,1.0,-1.5621653389055765,-0.7406294893561448,-1.5126681467937835,-1.7145748987854252,-0.0,0.0
2020-08-10,1.0,-1.553423944852702,-0.7393509787344736,-1.508486700916954,-1.7020225011380634,-0.0,0.0
2020-08-11,1.0,-1.5464420450110576,-0.7452842461298297,-1.5032522440483935,-1.7095095615975024,-0.0,0.0
2020-08-12,1.0,-1.539961013645224,-0.7515269655620532,-1.4899285250162442,-1.7163092917478882,-0.0,0.0
2020-08-13,1.0,-1.5300673924313115,-0.7707361327112493,-1.4657205806117157,-1.7135173665111456,-0.0,0.0
2020-08-14,1.0,-1.5291564079305429,-0.7718673059479072,-1.4635220940780096,-1.7146559543864195,-0.0,0.0
2020-08-17,1.0,-1.5369560962880813,-0.7763063474460172,-1.476352012525279,-1.7340335312153432,-0.0,0.0
2020-08-18,1.0,-1.5347638925123923,-0.7751108792068875,-1.4582572397599791,-1.754174276024002,-0.0,0.0
2020-08-19,1.0,-1.5329853181076671,-0.791647634584013,-1.4480913539967375,-1.7525611745513865,-0.0,0.0
2020-08-20,1.0,-1.5264426208154225,-0.7909339585775693,-1.4443793148365245,-1.7512048977465156,-0.0,0.0
2020-08-21,1.0,-1.5020384391380315,-0.8177700122953473,-1.40425807286611,-1.7472335468841003,-0.0,0.0
2020-08-24,1.0,-1.4861280978435791,-0.8280656581911813,-1.3717412294818154,-1.7327325394271,-0.018410041841004185,0.0
2020-08-25,1.0,-1.4864812668984164,-0.8428608214239731,-1.3796832753959059,-1.7246684691644134,-0.0038624951718810347,0.0
2020-08-26,1.0,-1.484130043690568,-0.842585453610897,-1.3704703161141094,-1.7185813415574402,-0.009316371112824465,0.0
2020-08-27,1.0,-1.4568854568854568,-0.8683397683397683,-1.3566924066924064,-1.7202702702702701,-0.032818532818532815,0.0
2020-08-28,1.0,-1.4582582968870592,-0.8736815024440442,-1.3559300231541034,-1.716233599176743,-0.02759197324414716,0.0
2020-08-31,1.0,-1.4560164376524978,-0.8690124566585334,-1.3607936304096573,-1.711121099268011,-0.023950173365866186,0.0
2020-09-01,1.0,-1.4585848208552716,-0.8617567741106974,-1.3729292410427638,-1.7097726980865546,-0.017850263259278285,0.0
2020-09-02,1.0,-1.4494773519163764,-0.8493353981158859,-1.3812104787714543,-1.7231900890437477,-0.049232158988256544,0.0
2020-09-03,1.0,-1.4558283394548617,-0.8515368258264063,-1.3806946323861073,-1.7171853856562924,-0.03846897351633481,0.0
2020-09-04,1.0,-1.3593876913464544,-0.8513589503280224,-1.2830990315526398,-1.6716651046547955,-0.08259918775382694,0.0
2020-09-08,1.0,-1.3527685873025783,-0.8547974280541857,-1.2749235283101317,-1.6627130282789186,-0.09738435607715837,0.0
2020-09-09,1.0,-1.3110848469768601,-0.8910176660860912,-1.1973749688977358,-1.6675167952226921,-0.15352077631251557,0.0
2020-09-10,1.0,-1.293341591824094,-0.8997832146175286,-1.1682873954784763,-1.6612573552183338,-0.17113657479095692,0.0
2020-09-11,1.0,-1.2611675437522947,-0.8958511810059968,-1.143984824378901,-1.635234365438747,-0.18296414147595152,0.0
2020-09-14,1.0,-1.2482498325926827,-0.896755341815304,-1.1351433615389297,-1.621720338467158,-0.1856090582577464,0.0
2020-09-15,1.0,-1.2475217417746154,-0.8925378580550994,-1.1313020738308095,-1.6202031259502523,-0.19005047740679926,0.0
2020-09-16,1.0,-1.2479459558152273,-0.8714016188911204,-1.1219645791491692,-1.6272898788874688,-0.21739395045949728,0.0
2020-09-17,1.0,-1.238567258574556,-0.874908781318414,-1.1149963512527366,-1.6238749695937726,-0.22883726587205058,0.0
2020-09-18,1.0,-1.2315744629054834,-0.871279897754245,-1.1189215507272838,-1.6257075041080884,-0.23857342827582007,0.0
2020-09-21,1.0,-1.2255492666301502,-0.8793743533564603,-1.1262856795082465,-1.6175521879374353,-0.23723449577019048,0.0
2020-09-22,1.0,-1.2213479719426654,-0.8893565111314424,-1.1271729185727355,-1.6197621225983532,-0.2417810308020738,0.0
2020-09-23,1.0,-1.211014209916448,-0.8815637006769531,-1.1339269378544856,-1.6168201500274442,-0.2554125754711228,0.0
2020-09-24,1.0,-1.1956613948978974,-0.864327697994304,-1.1147064170150882,-1.613706598800218,-0.27116281888141547,0.0
2020-09-25,1.0,-1.1924638032349912,-0.8690252620100564,-1.110195674562307,-1.609741321863452,-0.276609923062943,0.0
2020-09-28,1.0,-1.1853127833182229,-0.8638863705046841,-1.0975521305530371,-1.6080991236022968,-0.2893321245089151,0.0
2020-09-29,1.0,-1.181549593005728,-0.8588483569490504,-1.0993668977992161,-1.6036177268616219,-0.28616219475429605,0.0
2020-09-30,1.0,-1.1812974798022429,-0.8623537923549981,-1.100928493910527,-1.6017725792837334,-0.28282889183648857,0.0
2020-10-01,1.0,-1.1813908641677715,-0.8607327949861396,-1.0985295890080753,-1.6002169458840545,-0.28546462576835,0.0
2020-10-02,1.0,-1.1790640245738722,-0.8571342528458711,-1.0967295067156537,-1.6008552671204,-0.2892248388845389,0.0
2020-10-05,1.0,-1.178173719376392,-0.85685908625775,-1.0956479865165833,-1.6012159152470957,-0.28760609161500034,0.0
2020-10-06,1.0,-1.177347601298545,-0.8525910785138873,-1.0922207526752437,-1.602019959119875,-0.28760370325838647,0.0
2020-10-07,1.0,-1.1673562391317382,-0.8628050608622654,-1.081849253462853,-1.5937518738382204,-0.29045991485279127,0.0
2020-10-08,1.0,-1.1672753397593245,-0.8578698437406453,-1.0831587140034724,-1.592348679877866,-0.2862958749925163,0.0
2020-10-09,1.0,-1.170089552238806,-0.860776119402985,-1.0848955223880596,-1.5872238805970147,-0.2671641791044776,0.0
2020-10-12,1.0,-1.1576258095181513,-0.85817836135702,-1.0683857168320363,-1.5656229576376925,-0.2916047768997683,0.0
2020-10-13,1.0,-1.151044138585667,-0.8611177028951116,-1.0650213573801615,-1.5610465116279069,-0.29437588989084007,0.0
2020-10-14,1.0,-1.1530291342787633,-0.8613896635613836,-1.068889811902925,-1.5588322553847977,-0.29158013410075356,0.0
2020-10-15,1.0,-1.146523178807947,-0.8645931882686849,-1.0661660359508043,-1.5462393566698203,-0.2893211920529801,0.0
2020-10-16,1.0,-1.1463962632294684,-0.8645420682315378,-1.0662803760420978,-1.5452610418021642,-0.2901318512386921,0.0
2020-10-19,1.0,-1.1441244307765095,-0.8633272221893666,-1.0651132532970609,-1.547164232065764,-0.2942811520492046,0.0
2020-10-20,1.0,-1.1402029019700366,-0.8617435413471748,-1.0657072077385867,-1.5396366639141206,-0.2910227674884983,0.0
2020-10-21,1.0,-1.1384588214516984,-0.8674280332018603,-1.0615176311296874,-1.5318184494024842,-0.2876317183728734,0.0
2020-10-22,1.0,-1.1370588235294117,-0.8662941176470589,-1.058470588235294,-1.5301176470588236,-0.2904117647058823,0.0
2020-10-23,1.0,-1.1313036323028094,-0.8688139179499236,-1.058481250734689,-1.5260961561067354,-0.2927589044316445,0.0
2020-10-26,1.0,-1.1277944023939448,-0.8655753095112364,-1.0579123393768701,-1.5193921257994485,-0.29689608636977055,0.0
2020-10-27,1.0,-1.1254247217340363,-0.8635618043350909,-1.0630931458699473,-1.5195664909197424,-0.28658465143526657,0.0
2020-10-28,1.0,-1.1284033023010716,-0.8618186076468177,-1.0698518648632824,-1.5185315299490605,-0.2764798875812401,0.0
