Date,IWF,IWM,KTF,MTUM,SPY,VLUE,VXX
2018-09-24,-0.11398003316965301,-0.21077363337777633,1.0,-0.0,-0.16555559168807518,-0.13565412506910346,0.0
2018-09-25,-0.11389914299188526,-0.21088579187875042,1.0,-0.0,-0.1656286081342592,-0.13578781324703626,0.0
2018-09-26,-0.11386106413425263,-0.21084298165734358,1.0,-0.0,-0.16562052816443346,-0.13579745024066608,0.0
2018-09-27,-0.11587536368512588,-0.2073045852770508,1.0,-0.0,-0.1661329909139671,-0.13609544398030005,0.0
2018-09-28,-0.1154590235892767,-0.20784900261741798,1.0,-0.0,-0.16619791581993465,-0.13621953796881858,0.0
2018-10-01,-0.1153251906907151,-0.20836924878429589,1.0,-0.0,-0.1662139964545351,-0.13641908045603135,0.0
2018-10-02,-0.11601464009760064,-0.20603497356649042,1.0,-0.0,-0.16718991459943064,-0.13745424969499798,0.0
2018-10-03,-0.11584374186833205,-0.20433255269320844,1.0,-0.0,-0.16770752016653656,-0.13846604215456673,0.0
2018-10-04,-0.11804990727787358,-0.20132088362559783,1.0,-0.0,-0.17070631486482093,-0.13662686664280835,0.0
2018-10-05,-0.12289554042358627,-0.20629010924410915,1.0,-0.0,-0.1697774294158951,-0.13399957543395546,0.0
2018-10-08,-0.12223164486773869,-0.20529045304804464,1.0,-0.0,-0.1698522456701132,-0.13346814964610718,0.0
2018-10-09,-0.12383112750297828,-0.20567260146547645,1.0,-0.001713530362126083,-0.16893777436884963,-0.13176232517910472,0.0
2018-10-10,-0.12491433047224308,-0.20475833034169905,1.0,-0.0029046049410920006,-0.16957671094285434,-0.12964655200548286,0.0
2018-10-11,-0.10557772090731353,-0.19643623531655832,1.0,-0.0,-0.15922493681550126,-0.12830824498100493,0.0
2018-10-12,-0.10847096096237394,-0.19111027462789568,1.0,-0.0,-0.15048855847801879,-0.1183362348844869,0.0
2018-10-15,-0.10298878618683434,-0.1949045183690705,1.0,-0.0,-0.14859475437526393,-0.11750261968438669,0.0
2018-10-16,-0.10021438743095004,-0.19975588000563357,1.0,-0.0,-0.14802121966104878,-0.11688027166173734,0.0
2018-10-17,-0.09332673634733131,-0.18629785391799122,1.0,-0.0,-0.1465149359886202,-0.12004452965551364,0.0
2018-10-18,-0.09321955291716909,-0.18605262344247597,1.0,-0.0,-0.14664687876820331,-0.11999505302538416,0.0
2018-10-19,-0.0886821087486395,-0.18041482071957446,1.0,-0.0,-0.14578510876396916,-0.11808440513237166,0.0
2018-10-22,-0.08861089392754755,-0.17846356681843964,1.0,-0.0,-0.14686719097334006,-0.11911879685415996,0.0
2018-10-23,-0.08821454857703631,-0.17852980863591758,1.0,-0.0,-0.14726447497546616,-0.11935721295387637,0.0
2018-10-24,-0.08770184434070559,-0.17607714088926305,1.0,-0.0,-0.14708808448764063,-0.11972143567766129,0.0
2018-10-25,-0.07797705413369632,-0.16050139859093834,1.0,-0.0,-0.14841517957309322,-0.1089255530791438,0.0
2018-10-26,-0.07401895861545559,-0.15747258143722376,1.0,-0.0,-0.14967484635188025,-0.10693611512076072,0.0
2018-10-29,-0.06521610420367081,-0.16102723505032565,1.0,-0.0,-0.14474541148608644,-0.10917702782711665,0.0
2018-10-30,-0.06249352571217166,-0.1610506844247133,1.0,-0.0,-0.14486126526082133,-0.1114317425083241,0.0
2018-10-31,-0.0644828855355171,-0.15368421052631578,1.0,-0.0,-0.1442914979757085,-0.1097534044902466,0.0
2018-11-01,-0.06471515026578123,-0.1535788435203864,1.0,-0.0,-0.14434644324356163,-0.1098169717138103,0.0
2018-11-02,-0.0656002585231863,-0.14910618546100854,1.0,-0.0,-0.14533115938835764,-0.10884413695853347,0.0
2018-11-05,-0.06799463704271211,-0.14418104400866322,1.0,-0.0,-0.14606691909890532,-0.1150973141013363,0.0
2018-11-06,-0.06851535333294041,-0.1446042317439736,1.0,-0.0,-0.145724052572641,-0.11459008663876939,0.0
2018-11-07,-0.06857370236095145,-0.14464880478674802,1.0,-0.0,-0.14587201933563237,-0.1146726795767383,0.0
2018-11-08,-0.0617714252240642,-0.1442211938375022,1.0,-0.0,-0.14280065608341633,-0.11567863628375609,0.0
2018-11-09,-0.06149767864204221,-0.14427569237979465,1.0,-0.0,-0.14316261222337762,-0.11564316993511914,0.0
2018-11-12,-0.0614699656959346,-0.13882198379680316,1.0,-0.0,-0.1449821180935698,-0.11447339610247427,0.0
2018-11-13,-0.052774645036291604,-0.13571036118099533,1.0,-0.0,-0.14522425609438708,-0.11217142361412336,0.0
2018-11-14,-0.053865083960625365,-0.13552403011001737,1.0,-0.0,-0.1460046323103648,-0.11220324261725535,0.0
2018-11-15,-0.05379545585939759,-0.13571717638896919,1.0,-0.0,-0.14719315488234952,-0.10863155460484476,0.0
2018-11-16,-0.05204981312861657,-0.13207982799174592,1.0,-0.0,-0.14720270133768165,-0.11168992337551768,0.0
2018-11-19,-0.051377921496730226,-0.13246524519640251,1.0,-0.0,-0.14778190007362388,-0.11198048245297454,0.0
2018-11-20,-0.04225291448917475,-0.12934301958307012,1.0,-0.0,-0.14805030724171594,-0.11604835467753977,0.0
2018-11-21,-0.044375703838861885,-0.126569827942581,1.0,-0.0,-0.1464982680218386,-0.10803837436387222,0.0
2018-11-23,-0.04478377300438722,-0.12289898011509315,1.0,-0.0,-0.14821092815224204,-0.10852657968206939,0.0
2018-11-26,-0.044569752374442884,-0.12414028792344825,1.0,-0.0,-0.14747888988565652,-0.10776481979865295,0.0
2018-11-27,-0.0421152673163397,-0.12471452685929897,1.0,-0.0,-0.1457225130147382,-0.1059477708271274,0.0
2018-11-28,-0.04208226330500418,-0.12516848512365034,1.0,-0.0,-0.14561371149671543,-0.10594344575133724,0.0
2018-11-29,-0.03805553592877835,-0.12329541439977389,1.0,-0.0,-0.14507171624390588,-0.10671942344379284,0.0
2018-11-30,-0.038344663830508954,-0.12372620242251213,1.0,-0.0,-0.14618461407996833,-0.10511215072152419,0.0
2018-12-03,-0.03848111287039132,-0.12375593757068537,1.0,-0.0,-0.14626215788283192,-0.10520809771544899,0.0
2018-12-04,-0.040386690136846294,-0.12375787859860314,1.0,-0.0,-0.1487706547044461,-0.10665209244222362,0.0
2018-12-06,-0.04096813589430443,-0.10032474741867435,1.0,-0.0,-0.14991118019318309,-0.09659153991340068,0.0
2018-12-07,-0.04135682574916759,-0.10012486126526082,1.0,-0.0,-0.1497780244173141,-0.0961015538290788,0.0
2018-12-10,-0.03054348424005721,-0.10297596127399747,1.0,-0.0,-0.15212607954232904,-0.08956763298311236,0.0
2018-12-11,-0.031620064092865885,-0.10267236992311606,1.0,-0.0,-0.15244749473915853,-0.0886434593642978,0.0
2018-12-12,-0.031513934358579326,-0.10276761396462077,1.0,-0.0,-0.15243885663979753,-0.08886076645849955,0.0
2018-12-13,-0.030396226675309272,-0.1006495745355749,1.0,-0.0,-0.15951123308830628,-0.08856831565736667,0.0
