Date,FFIV,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3202281076931513,-0.4845095136261446,-0.2413774195317212,-0.37900970554367497,-0.3165542578274935,0.0
2018-09-25,1.0,-0.32160280655593926,-0.48317162747355147,-0.24362769281368193,-0.3777887408869155,-0.3145864167077783,0.0
2018-09-26,1.0,-0.3223135964912281,-0.48407346491228065,-0.24514802631578944,-0.37743969298245617,-0.3122532894736842,0.0
2018-09-27,1.0,-0.32209059997806294,-0.4851102336294834,-0.24492705933969505,-0.37759131293188547,-0.31243830207305034,0.0
2018-09-28,1.0,-0.3224090173600636,-0.48490250390807116,-0.2449606450374352,-0.37767051531689655,-0.3125634204536105,0.0
2018-10-01,1.0,-0.32170425514380685,-0.488119111062275,-0.24530945251764963,-0.37801829519545094,-0.3138477598000165,0.0
2018-10-02,1.0,-0.3280182875204606,-0.564457865327087,-0.22605407235988037,-0.3855618897104476,-0.3180278828244059,0.0
2018-10-03,1.0,-0.32969055236261713,-0.5746156677330766,-0.22714532431131618,-0.38478525523059937,-0.3149401206081368,0.0
2018-10-04,1.0,-0.33393757434996885,-0.5687135331105194,-0.22755339035857927,-0.3906418172548575,-0.3115051266073755,0.0
2018-10-05,1.0,-0.33260728126502787,-0.5694888404854177,-0.22559474979491387,-0.39065372973890417,-0.3104014030720489,0.0
2018-10-08,1.0,-0.33135626729932777,-0.5672202451561883,-0.2231542676382534,-0.3928147771564142,-0.3098344913291533,0.0
2018-10-09,1.0,-0.3370665456916839,-0.5703025319685844,-0.23255550199892255,-0.39065468258243785,-0.30477189599931953,0.0
2018-10-10,1.0,-0.3364584221142646,-0.5736810704849569,-0.23040427284866047,-0.3915452143526804,-0.3089292309440609,0.0
2018-10-11,1.0,-0.32202867704716026,-0.5719726671894253,-0.21401366640528732,-0.3847877226391845,-0.3076901534670102,0.0
2018-10-12,1.0,-0.3227872778922743,-0.5707681167492898,-0.21300061271096754,-0.3789338829165042,-0.29955996212332203,0.0
2018-10-15,1.0,-0.31963724371992097,-0.5755974072940718,-0.20875177344423734,-0.37855732049962443,-0.2993295685314491,0.0
2018-10-16,1.0,-0.319377990430622,-0.5764715700456214,-0.20807833537331702,-0.37854678980749973,-0.29929342383442753,0.0
2018-10-17,1.0,-0.3095336246461648,-0.5527248742682825,-0.1982851018220793,-0.3792838101519773,-0.30840684859977463,0.0
2018-10-18,1.0,-0.30848724714160075,-0.5511213720316623,-0.19920844327176782,-0.38104661389621813,-0.3086246701846966,0.0
2018-10-19,1.0,-0.30052450417964266,-0.5437359995629132,-0.19283723979675463,-0.38531934655520955,-0.30934819428508986,0.0
2018-10-22,1.0,-0.2987868474501839,-0.55659548773124,-0.20225613437997478,-0.3808256024592414,-0.30619750782236377,0.0
2018-10-23,1.0,-0.3045657322244864,-0.5589579776394779,-0.21121330616291237,-0.37500688439720214,-0.3040425180371206,0.0
2018-10-24,1.0,-0.3051780113354977,-0.5571727287734551,-0.2079733670830353,-0.3758597919991196,-0.30512298464755405,0.0
2018-10-25,1.0,-0.2943742886564414,-0.541054685382906,-0.20801040594005743,-0.3747222372771123,-0.2917186060376131,0.0
2018-10-26,1.0,-0.3043358492645033,-0.5548730097515289,-0.21450608781885294,-0.37772023579968045,-0.30320643490716764,0.0
2018-10-29,1.0,-0.2944340761883851,-0.5630420463278076,-0.20671862992644635,-0.3725985289274344,-0.3077725326600066,0.0
2018-10-30,1.0,-0.29463428022505833,-0.563030053519967,-0.2068340881020996,-0.3725538630437766,-0.30756141073143956,0.0
2018-10-31,1.0,-0.29629022564606894,-0.5524504179642682,-0.20821723214773533,-0.370513030650713,-0.3042943779708245,0.0
2018-11-01,1.0,-0.29819046577738906,-0.5504865514979226,-0.21006450907500548,-0.37048983162038046,-0.30423135797069756,0.0
2018-11-02,1.0,-0.3002671464398648,-0.5419256351542907,-0.20886490022898266,-0.3725057245665685,-0.3024751935448697,0.0
2018-11-05,1.0,-0.2966739367502726,-0.552917121046892,-0.20847873500545255,-0.37390948745910574,-0.2943020719738277,0.0
2018-11-06,1.0,-0.2985143791740493,-0.5540684203352869,-0.20765980646040616,-0.3729317159602017,-0.2927627095543137,0.0
2018-11-07,1.0,-0.2969218196676655,-0.5536638518114955,-0.2102969218196677,-0.3712339961863253,-0.29193680196131844,0.0
2018-11-08,1.0,-0.2965877835570927,-0.5542060401405191,-0.2097709757359549,-0.37115002314751777,-0.29149532964788544,0.0
2018-11-09,1.0,-0.2955801857247896,-0.554069878271289,-0.2104245527082596,-0.3718852972413605,-0.2912774706571172,0.0
2018-11-12,1.0,-0.2960907599781301,-0.5624111536358666,-0.20926735921268455,-0.37189721159103334,-0.29406779661016946,0.0
2018-11-13,1.0,-0.290732477144101,-0.5625,-0.20464192424902045,-0.37214301262516325,-0.2909229429690901,0.0
2018-11-14,1.0,-0.2899182561307902,-0.5647683923705722,-0.20395095367847413,-0.3734604904632152,-0.2926975476839237,0.0
2018-11-15,1.0,-0.2899915621002205,-0.5651759710389505,-0.2034078227496666,-0.3744794360216664,-0.2888211437437056,0.0
2018-11-16,1.0,-0.2895531318845704,-0.5633040498272908,-0.20308972720102267,-0.3741126553703049,-0.28971632170152584,0.0
2018-11-19,1.0,-0.2901830644941925,-0.561434050539945,-0.20939531594265975,-0.3708892092593096,-0.28825177488235454,0.0
2018-11-20,1.0,-0.29910092094116364,-0.5669390320553112,-0.21588828464460416,-0.37007077856420634,-0.2807640805618561,0.0
2018-11-21,1.0,-0.30057065217391304,-0.5635054347826087,-0.22005434782608696,-0.3663858695652174,-0.26687500000000003,0.0
2018-11-23,1.0,-0.30041554632119283,-0.5606616149270757,-0.22100002715989026,-0.36701159727314697,-0.2669002417230234,0.0
2018-11-26,1.0,-0.3003149777343326,-0.5619365700010861,-0.22070164005647877,-0.36627022917345503,-0.2661290322580645,0.0
2018-11-27,1.0,-0.29868442423258074,-0.5644523848194467,-0.21509393102701532,-0.3648421850468302,-0.26387309837041845,0.0
2018-11-28,1.0,-0.2984512914929333,-0.5669572751394379,-0.2144907131640223,-0.36405480045486543,-0.2635782747603834,0.0
2018-11-29,1.0,-0.2943224135139511,-0.5640887257812078,-0.21142533326137405,-0.3637001457175239,-0.264936046197852,0.0
2018-11-30,1.0,-0.2933492007681281,-0.5656830660211506,-0.21155978687150082,-0.3641846753035999,-0.26989965650609904,0.0
2018-12-03,1.0,-0.29382602335220653,-0.570557798065722,-0.20239482025302738,-0.36919242543277436,-0.2731016173163926,0.0
2018-12-04,1.0,-0.2915505532858959,-0.5711966667568519,-0.2034035875652715,-0.36754957928627474,-0.2718541165011769,0.0
2018-12-06,1.0,-0.28069383201402537,-0.5387823407533336,-0.22770015406683314,-0.35857727248578863,-0.25057110981246344,0.0
2018-12-07,1.0,-0.2830810092961487,-0.5380610889774237,-0.2299867197875166,-0.35771580345285525,-0.24719787516600267,0.0
2018-12-10,1.0,-0.2790660736975858,-0.5393900889453621,-0.22945785684032188,-0.3569197373994071,-0.24232316814908936,0.0
2018-12-11,1.0,-0.28360777254196007,-0.536691904484566,-0.23299094615343888,-0.35799756446232855,-0.23603536824270663,0.0
2018-12-12,1.0,-0.2835093850104572,-0.5366796388955074,-0.23289121859529294,-0.35798056813067536,-0.23630635639213196,0.0
2018-12-13,1.0,-0.2841622724502504,-0.5382760539494952,-0.23201462677866397,-0.35766713479424467,-0.2376321577148308,0.0
2018-12-14,1.0,-0.2841923943288724,-0.5385716178614018,-0.23185371670862592,-0.3575460447860077,-0.23789585265668478,0.0
2018-12-17,1.0,-0.28184367889082923,-0.5389479811610309,-0.23006297295867068,-0.3547653066624332,-0.2403026935492406,0.0
2018-12-18,1.0,-0.27803965975824924,-0.533879335317199,-0.2260816896215732,-0.3536723461406789,-0.24177705211597714,0.0
2018-12-19,1.0,-0.28773485328266835,-0.5333280557314756,-0.22369115473928644,-0.3519632678910703,-0.24205720920413765,0.0
2018-12-20,1.0,-0.2867575334159395,-0.5312277556615961,-0.22567293242993858,-0.35150668318789385,-0.24120112836466218,0.0
2018-12-21,1.0,-0.2863838639176344,-0.5318482239250072,-0.22542591568580986,-0.35129157121415594,-0.2381968033283303,0.0
2018-12-24,1.0,-0.27868852459016397,-0.524432786885246,-0.22966557377049182,-0.34759344262295083,-0.24257049180327872,0.0
2018-12-26,1.0,-0.27958788766277914,-0.5261231107159667,-0.22898906960933005,-0.34195387270540245,-0.23829820616076566,0.0
2018-12-27,1.0,-0.25941958453933045,-0.5109756409928025,-0.23106477805384085,-0.3150790194923286,-0.24487077687559236,0.0
2018-12-28,1.0,-0.26080377523018133,-0.5097843091995589,-0.2311559077735888,-0.3162011746300428,-0.24674924982688315,0.0
2018-12-31,1.0,-0.26106694024108745,-0.5093870223134137,-0.2310848935624519,-0.31626057963580406,-0.24690946396511923,0.0
2019-01-02,1.0,-0.2609197170101507,-0.5095867938070338,-0.2287501281656926,-0.3160822311083769,-0.24794934891828152,0.0
2019-01-03,1.0,-0.2621590472531694,-0.5061595594826482,-0.2376488666922781,-0.3177871686515559,-0.23739275195287488,0.0
2019-01-04,1.0,-0.2687130747495505,-0.5055997945029541,-0.23678397123041356,-0.3217569997431287,-0.23585923452350374,0.0
2019-01-07,1.0,-0.2567498855951594,-0.4932628260537957,-0.2501398281385061,-0.3163166725987695,-0.22588600193217062,0.0
2019-01-08,1.0,-0.2565035890648068,-0.49702183984116477,-0.24894364404622513,-0.31555770503487246,-0.22740925520541672,0.0
