Date,IWF,IWM,MTUM,SPY,THC,VLUE,VXX
2018-09-24,-1.0752235665439245,-2.3428270834898925,-0.15721049071917037,-1.5113098369279327,1.0,-1.4282708348989255,0.0
2018-09-25,-1.0837786977794506,-2.341964621753858,-0.16740684983063606,-1.5105005645464809,1.0,-1.4237109522017313,0.0
2018-09-26,-1.0843764138139045,-2.3445181722213846,-0.1638516060925954,-1.5150052782385763,1.0,-1.4325893530387575,0.0
2018-09-27,-1.0846513029070644,-2.3377014610634133,-0.1653110408194005,-1.513029070643169,1.0,-1.4305618316011448,0.0
2018-09-28,-1.0924541128484024,-2.3399048266485383,-0.1667799682755495,-1.5186947654656695,1.0,-1.4356069189515823,0.0
2018-10-01,-1.0931268882175227,-2.338293051359517,-0.16729607250755288,-1.5188066465256798,1.0,-1.4354229607250757,0.0
2018-10-02,-1.0934148920102702,-2.3345416100286966,-0.16961184111161456,-1.5185772541912097,1.0,-1.4355082313849872,0.0
2018-10-03,-1.0926792452830187,-2.3299622641509434,-0.1700377358490566,-1.518264150943396,1.0,-1.4361509433962263,0.0
2018-10-04,-1.0929250263991552,-2.326218132448333,-0.1713682305023382,-1.5179514255543822,1.0,-1.4342283904057929,0.0
2018-10-05,-1.0664568816962612,-2.314152993181988,-0.13965685172697984,-1.5262605829025249,1.0,-1.4457930621113357,0.0
2018-10-08,-1.0623036649214659,-2.308002991772625,-0.12984293193717278,-1.5341810022438294,1.0,-1.445175766641735,0.0
2018-10-09,-1.0601125703564727,-2.317523452157598,-0.11474671669793621,-1.548968105065666,1.0,-1.463339587242026,0.0
2018-10-10,-1.072107406848695,-2.3242570523457533,-0.12234122793784882,-1.5622265801780058,1.0,-1.4616835118419067,0.0
2018-10-11,-0.9628359062321328,-2.2627930245854775,-0.007790165809033734,-1.4852058319039452,1.0,-1.4283161806746714,0.0
2018-10-12,-0.9538203190596138,-2.235726280436608,-0.0,-1.434788692975091,1.0,-1.3725860621326618,0.0
2018-10-15,-0.9018854748603351,-2.2863826815642456,-0.0,-1.42304469273743,1.0,-1.3719972067039108,0.0
2018-10-16,-0.8950970805978489,-2.2979466405922615,-0.0,-1.4210085207431205,1.0,-1.3700935884900127,0.0
2018-10-17,-0.8407157923385726,-2.2045315370483776,-0.0,-1.3924610464720693,1.0,-1.366401306389059,0.0
2018-10-18,-0.839616222101252,-2.202367991290147,-0.0,-1.3954817637452368,1.0,-1.36710669569951,0.0
2018-10-19,-0.8019046332567878,-2.1837093070376876,-0.0,-1.4010536269080103,1.0,-1.367283533702553,0.0
2018-10-22,-0.8027275182284634,-2.179584120982987,-0.0,-1.4012962462867944,1.0,-1.3676748582230625,0.0
2018-10-23,-0.8078714642543711,-2.1798420306487545,-0.0,-1.3975562006345776,1.0,-1.3655572807668936,0.0
2018-10-24,-0.8030599177731348,-2.1754397789310507,-0.0,-1.3960369346903012,1.0,-1.3653703578890612,0.0
2018-10-25,-0.7153811456923771,-2.0643082672852633,-0.0,-1.383529866615117,1.0,-1.2804948772472453,0.0
2018-10-26,-0.6737701780131435,-2.0396860843488804,-0.0,-1.4013271230779045,1.0,-1.2656160275633255,0.0
2018-10-29,-0.630289956221052,-2.0602119154875957,-0.0,-1.3810037434172957,1.0,-1.2733329103483282,0.0
2018-10-30,-0.6107621041944286,-2.061552128942192,-0.0,-1.3827654038961863,1.0,-1.2904372104828987,0.0
2018-10-31,-0.618774790656677,-2.017817792608449,-0.0,-1.3795252785997607,1.0,-1.279921929106592,0.0
2018-11-01,-0.5961949014190632,-2.03108125078488,-0.0,-1.3747331407760892,1.0,-1.2770312696220016,0.0
2018-11-02,-0.5999253824151225,-1.9806616092525806,-0.0,-1.3763835343862705,1.0,-1.2611615470712598,0.0
2018-11-05,-0.5924312212124985,-2.0069712436200673,-0.0,-1.380057263786879,1.0,-1.244927175401469,0.0
2018-11-06,-0.5978470536992098,-2.0104536120963226,-0.0,-1.3756455727708294,1.0,-1.2384419140065959,0.0
2018-11-07,-0.6273158681661575,-2.100435545732302,-0.0,-1.454982773191185,1.0,-1.317948384580381,0.0
2018-11-08,-0.6031643941342938,-2.087535374324672,-0.0,-1.4340108052482634,1.0,-1.306984821198868,0.0
2018-11-09,-0.6033052536814353,-2.086682528454762,-0.0,-1.4337984695517971,1.0,-1.3066683814545688,0.0
2018-11-12,-0.601280409731114,-2.052752880921895,-0.0,-1.4471830985915493,1.0,-1.3008962868117797,0.0
2018-11-13,-0.5491969141267231,-2.0455925129631973,-0.0,-1.4430884026811686,1.0,-1.2856962185405336,0.0
2018-11-14,-0.5539966533659416,-2.0842450765864338,-0.0,-1.4772815034109925,1.0,-1.3203114944008238,0.0
2018-11-15,-0.5515801644398767,-2.08575282631038,-0.0,-1.4807297019527235,1.0,-1.3053699897225077,0.0
2018-11-16,-0.5430531512470347,-2.066871834327114,-0.0,-1.4813746233249985,1.0,-1.3201897800859141,0.0
2018-11-19,-0.5491240454341269,-2.066931912982096,-0.0,-1.4803953025733172,1.0,-1.320734133350446,0.0
2018-11-20,-0.4930776070113045,-2.0499809475422333,-0.0,-1.4742156738219232,1.0,-1.3336085355010798,0.0
2018-11-21,-0.4960822415846549,-2.033536012035354,-0.0,-1.4595373910863159,1.0,-1.2791951357111515,0.0
2018-11-23,-0.4964951808737013,-2.023907873325823,-0.0,-1.4601952684941795,1.0,-1.2780072599824759,0.0
2018-11-26,-0.49521546062918254,-2.0279567202451685,-0.0,-1.4566889736693978,1.0,-1.2744386765901556,0.0
2018-11-27,-0.4758800521512386,-2.0297386229589622,-0.0,-1.4428509343763583,1.0,-1.2600111752654126,0.0
2018-11-28,-0.4880721307369608,-2.014213261536535,-0.0,-1.474672844530712,1.0,-1.2843278442176445,0.0
2018-11-29,-0.45172604762783836,-1.9795704879699711,-0.0,-1.4502492154328965,1.0,-1.271921727893668,0.0
2018-11-30,-0.45299408575653033,-1.9834277969443077,-0.0,-1.4558279940857566,1.0,-1.2684204041399705,0.0
2018-12-03,-0.448638994950117,-1.9852814386008129,-0.0,-1.4562138194358911,1.0,-1.2681980539475306,0.0
2018-12-04,-0.43686760286993315,-1.9863248911510394,-0.0,-1.4477218372478078,1.0,-1.261421475439995,0.0
2018-12-06,-0.41266658804104256,-1.8784644415615048,-0.0,-1.414258756928883,1.0,-1.191532020285411,0.0
2018-12-07,-0.403536787319612,-1.8859119943222142,-0.0,-1.421516441920984,1.0,-1.2033948426780223,0.0
2018-12-10,-0.3552808071382749,-1.8910013413425086,-0.0,-1.4152329853618708,1.0,-1.170467137108532,0.0
2018-12-11,-0.36035458097626405,-1.8889018487198925,-0.0,-1.4161660931941447,1.0,-1.166443109581851,0.0
2018-12-12,-0.36041290021578115,-1.888726891001341,-0.0,-1.4159328162360763,1.0,-1.1669096634979879,0.0
2018-12-13,-0.3595708705031777,-1.8808815812489068,-0.0,-1.4257477698093406,1.0,-1.1643052883213807,0.0
2018-12-14,-0.3693635886367614,-1.855859534503879,-0.0,-1.4418129848917927,1.0,-1.166190281747652,0.0
2018-12-17,-0.3767843505845033,-1.8680608588380427,-0.0,-1.4621982024320037,1.0,-1.1674205486694471,0.0
2018-12-18,-0.36281998950376115,-1.8559099655956615,-0.0,-1.4524462067759052,1.0,-1.1601259548661729,0.0
2018-12-19,-0.36679108830047824,-1.854893269567246,-0.0,-1.4509506590458416,1.0,-1.1596290680041992,0.0
2018-12-20,-0.36397846349794477,-1.8308342499855268,-0.0,-1.4481560817460777,1.0,-1.1464134776819315,0.0
2018-12-21,-0.3547682043023122,-1.8287127573910045,-0.0,-1.4444955711492005,1.0,-1.1237777522144254,0.0
2018-12-24,-0.32710280373831774,-1.8006040574424436,-0.0,-1.4333257351265103,1.0,-1.1376795076361979,0.0
2018-12-26,-0.32250436349304656,-1.8062609087326165,-0.0,-1.3932774055514894,1.0,-1.1082709306908394,0.0
2018-12-27,-0.24586732503220263,-1.7350794332331472,-0.0,-1.2811292400171745,1.0,-1.1050880206097036,0.0
2018-12-28,-0.23446494862000322,-1.7529456071447784,-0.0,-1.2870823693979663,1.0,-1.1056114488621078,0.0
2018-12-31,-0.2384876393601551,-1.748316906339204,-0.0,-1.2898691226369365,1.0,-1.1092260462110195,0.0
2019-01-02,-0.23100958948389183,-1.7505656718026075,-0.0,-1.2896239629350286,1.0,-1.1161512768020687,0.0
2019-01-03,-0.22658610271903326,-1.754100129477773,-0.0,-1.2885196374622356,1.0,-1.1257013379369876,0.0
2019-01-04,-0.1690450643776824,-1.7771995708154507,-0.0,-1.2742489270386266,1.0,-1.1443133047210299,0.0
2019-01-07,-0.12896272540875875,-1.7348194101256507,-0.0,-1.2764313127595817,1.0,-1.1171336943378372,0.0
2019-01-08,-0.13058761804826863,-1.7249737670514167,-0.0,-1.2779643231899265,1.0,-1.1131164742917103,0.0
2019-01-09,-0.13380504805153662,-1.7450628366247756,-0.0,-1.2870947301721407,1.0,-1.1144788256415672,0.0
2019-01-10,-0.13337206845552504,-1.7461440946545532,-0.0,-1.287344179167547,1.0,-1.1152545953940418,0.0
2019-01-11,-0.13428571428571429,-1.743015873015873,-0.0,-1.2913227513227512,1.0,-1.1223809523809525,0.0
2019-01-14,-0.14411889147450815,-1.7374656230167125,-0.0,-1.2900888512798816,1.0,-1.1170404061772796,0.0
2019-01-15,-0.134688489968321,-1.7255543822597676,-0.0,-1.279303062302006,1.0,-1.1402851108764518,0.0
2019-01-16,-0.14333157617290457,-1.7167105956773854,-0.0,-1.2840274117026884,1.0,-1.1274117026884554,0.0
2019-01-17,-0.14498787814904607,-1.714240539685886,-0.0,-1.2836513123221251,1.0,-1.1274902498155372,0.0
2019-01-18,-0.15760667410595675,-1.7007279876720336,-0.0,-1.2926829268292683,1.0,-1.1627610393750996,0.0
2019-01-22,-0.0,-1.9212157787897077,-0.0,-1.4643660503648435,1.0,-1.1007845503922753,0.0
2019-01-23,-0.0,-1.9053143299082975,-0.0,-1.4811070599933711,1.0,-1.137885316539609,0.0
2019-01-24,-0.0,-1.8990602542841348,-0.0,-1.4916528468767276,1.0,-1.1372028745163072,0.0
2019-01-25,-0.0,-1.9113146367825247,-0.0,-1.599237726833153,1.0,-1.1780533591216793,0.0
2019-01-28,-0.0,-1.8887939383581156,-0.0,-1.628325642340341,1.0,-1.1799122657095653,0.0
