Date,EVER,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-04-30,1.0,-1.20536147501213,-2.1105046094129065,-1.4269771955361474,-3.1903202328966525,-3.1967491508976225,0.0
2019-05-01,1.0,-1.2058466763706939,-2.1106259097525473,-1.4272197962154294,-3.1899563318777293,-3.1963852498786998,0.0
2019-05-02,1.0,-1.198621023345833,-2.099431474537317,-1.4188943994193783,-3.183621628160155,-3.1958388774646185,0.0
2019-05-03,1.0,-1.1982800387596901,-2.1096172480620154,-1.4210271317829457,-3.1853197674418605,-3.19828003875969,0.0
2019-05-06,1.0,-1.198257080610022,-2.0669329460179133,-1.4411764705882353,-3.1935366739288304,-3.203824739772452,0.0
2019-05-07,1.0,-1.1982727162145723,-2.0900133803673517,-1.4551757693711227,-3.2052061792969226,-3.2151806349592507,0.0
2019-05-08,1.0,-1.271301889217324,-2.1908495052049863,-1.5937540161932913,-3.385683074154993,-3.410230047551728,0.0
2019-05-09,1.0,-1.2772914521112255,-2.190653964984552,-1.6006694129763133,-3.3944387229660147,-3.410401647785788,0.0
2019-05-10,1.0,-1.2748906611782866,-2.188448675070749,-1.5998199125289425,-3.393105222536661,-3.4071263184975558,0.0
2019-05-13,1.0,-1.2728207765492414,-2.1871946515813834,-1.5951401388531756,-3.393545898688609,-3.408202622782206,0.0
2019-05-14,1.0,-1.2147955872809866,-2.1371836469824794,-1.763011031797534,-3.4388059701492537,-3.4247890979883198,0.0
2019-05-15,1.0,-1.208755520914523,-2.1244479085476744,-1.788516497791634,-3.450766432839698,-3.417770849571317,0.0
2019-05-16,1.0,-1.1972215009088547,-2.126980005193456,-1.7909633861334717,-3.44871461957933,-3.419761101012724,0.0
2019-05-17,1.0,-1.1859953404090087,-2.120890499611701,-1.7790577271550607,-3.438260419363189,-3.4191043230649756,0.0
2019-05-20,1.0,-1.1705176197237641,-2.1049438492319608,-1.7752678456176587,-3.439266812959856,-3.41835549244869,0.0
2019-05-21,1.0,-1.1549825061552417,-2.114811455228716,-1.7984968251911364,-3.4547103796812233,-3.4354023584294415,0.0
2019-05-22,1.0,-1.1488179821728457,-2.0917194160961117,-1.8094561426172329,-3.4490375920423717,-3.419196486242088,0.0
2019-05-23,1.0,-1.1551902666321512,-2.0859435671757702,-1.838208646129951,-3.4609112089049967,-3.4030546207610666,0.0
2019-05-24,1.0,-1.1302504816955683,-2.032241490044958,-1.850738599871548,-3.442646114322415,-3.389338471419396,0.0
2019-05-28,1.0,-1.1339928057553956,-2.021968139773895,-1.8539311408016441,-3.445400822199383,-3.391700924974306,0.0
2019-05-29,1.0,-1.1417221937467965,-2.0229369554074834,-1.8496924654023579,-3.4354177344951307,-3.3641722193746797,0.0
2019-05-30,1.0,-1.1406790518898142,-2.018193465727098,-1.8499679692504805,-3.434336963484946,-3.3691223574631652,0.0
2019-05-31,1.0,-1.1406790518898142,-2.0189622037155672,-1.8493273542600899,-3.4338244714926334,-3.3695067264573995,0.0
2019-06-03,1.0,-1.1416645260724376,-2.0276136655535577,-1.8980220909324428,-3.4459285897765217,-3.330336501412792,0.0
2019-06-04,1.0,-1.1635730858468678,-2.0241041505542667,-1.9097705594225316,-3.466744006187162,-3.3257282804846615,0.0
2019-06-05,1.0,-1.1208349050672701,-1.9530994593235256,-1.9033069282031938,-3.4073934364390794,-3.189236766000251,0.0
2019-06-06,1.0,-1.1140813253012047,-1.9592118473895581,-1.8834086345381527,-3.3972138554216866,-3.196285140562249,0.0
2019-06-07,1.0,-1.1106788806625676,-1.9738988580750407,-1.8773999247082445,-3.3926465052076797,-3.1940017568076295,0.0
2019-06-10,1.0,-1.0925324675324675,-1.969155844155844,-1.863011988011988,-3.376248751248751,-3.186563436563437,0.0
2019-06-11,1.0,-1.0883343730505304,-1.9661883967560825,-1.8623830318153465,-3.3757953836556456,-3.1837804117280104,0.0
2019-06-12,1.0,-1.088459139114161,-1.9658140985651904,-1.8617592014971927,-3.3759201497192763,-3.1846537741734244,0.0
2019-06-13,1.0,-1.0872877122877123,-1.9730269730269732,-1.870004995004995,-3.377997002997003,-3.1793206793206794,0.0
2019-06-14,1.0,-1.0892879411397929,-1.9593465519391446,-1.8767926175333582,-3.3773537847611923,-3.1674772415513157,0.0
2019-06-17,1.0,-1.0863659022931205,-1.955259222333001,-1.87524925224327,-3.3786141575274176,-3.167123629112662,0.0
2019-06-18,1.0,-1.0896285215656945,-1.9643480428820743,-1.8742208925455,-3.37447020693094,-3.163176265270506,0.0
2019-06-19,1.0,-1.098605577689243,-1.9299053784860558,-1.9058764940239044,-3.373256972111554,-3.142554780876494,0.0
2019-06-20,1.0,-1.1009287925696596,-1.9336222910216718,-1.874674922600619,-3.3487306501547986,-3.1260681114551083,0.0
2019-06-21,1.0,-1.1038143439081596,-1.9353166275768425,-1.8639674114306874,-3.327984199481546,-3.1130724601901005,0.0
2019-06-24,1.0,-1.1101495858573371,-1.9086413648164173,-1.867103473853381,-3.3305723822474964,-3.1460007417480527,0.0
2019-06-25,1.0,-1.108258239723491,-1.891865201826935,-1.868534748796445,-3.331564004443896,-3.143932847796569,0.0
2019-06-26,1.0,-1.0830966786022966,-1.8987529324607975,-1.8572663291764413,-3.3272008889986413,-3.1807630571675514,0.0
2019-06-27,1.0,-1.099183774424932,-1.8796685629483054,-1.8690328963640859,-3.3268612416522387,-3.1923076923076925,0.0
2019-06-28,1.0,-1.112214498510427,-1.8378848063555113,-1.8933714001986095,-3.3633316782522344,-3.206554121151936,0.0
2019-07-01,1.0,-1.1101747428429793,-1.8287272276614202,-1.8897013260627091,-3.363613830710125,-3.201016234973355,0.0
2019-07-02,1.0,-1.0988400789733466,-1.8272458045409672,-1.878701875616979,-3.3472359328726555,-3.187685093780849,0.0
2019-07-03,1.0,-1.1041182940241965,-1.8083832335329342,-1.863008676524502,-3.301845289013809,-3.1432237565684957,0.0
2019-07-05,1.0,-1.1052695928597627,-1.809634429636875,-1.858051106492236,-3.302726494681501,-3.150751925663284,0.0
2019-07-08,1.0,-1.10200342047398,-1.8111409723918885,-1.8525531395064745,-3.299169313462008,-3.151111654043489,0.0
2019-07-09,1.0,-1.1001097427143032,-1.7989269601268136,-1.854042189976832,-3.290696256554079,-3.1498597731983904,0.0
2019-07-10,1.0,-1.0971951219512195,-1.800121951219512,-1.8536585365853657,-3.2917073170731705,-3.152439024390244,0.0
2019-07-11,1.0,-1.1114881240911294,-1.7702375181774115,-1.8599127484246245,-3.2639360155113915,-3.1125787687833255,0.0
2019-07-12,1.0,-1.0993473531544597,-1.7778583514624127,-1.8549673676577232,-3.2477640802513905,-3.1061155426637663,0.0
2019-07-15,1.0,-1.0960614793467818,-1.8037944284341976,-1.8718780019212296,-3.19992795389049,-3.0359029779058595,0.0
2019-07-16,1.0,-1.1063855421686746,-1.8173493975903614,-1.8830120481927712,-3.205180722891566,-3.036265060240964,0.0
2019-07-17,1.0,-1.1066875150348807,-1.8377435650709646,-1.8682944431080104,-3.1919653596343514,-3.023334135193649,0.0
2019-07-18,1.0,-1.1178244090689822,-1.8418958031837918,-1.8815726000964785,-3.1968162083936322,-3.0217076700434156,0.0
2019-07-19,1.0,-1.1301026497970876,-1.8234662210551444,-1.8691811888278826,-3.1394127476724756,-2.9738601098114112,0.0
2019-07-22,1.0,-1.126268051080081,-1.8218164458765962,-1.8628714643752238,-3.13844134144886,-2.9852010979830528,0.0
2019-07-23,1.0,-1.1279666070363745,-1.8218246869409662,-1.8617769827072155,-3.132975551580203,-2.9813953488372094,0.0
2019-07-24,1.0,-1.1290976278459888,-1.8188103468828225,-1.8742400762903801,-3.1287400166885204,-2.969483847896054,0.0
2019-07-25,1.0,-1.1341883386771168,-1.7873174207338798,-1.879942999643748,-3.1292008075050473,-2.9445434033962714,0.0
2019-07-26,1.0,-1.130583786338927,-1.7732214606476009,-1.8776884897187427,-3.1109666745450246,-2.925076813991964,0.0
2019-07-29,1.0,-1.1288075560802835,-1.7571428571428571,-1.876151121605667,-3.110507674144038,-2.9338842975206614,0.0
2019-07-30,1.0,-1.127214741318214,-1.7591542641152849,-1.8792818332152137,-3.11020552799433,-2.9360973304984648,0.0
2019-07-31,1.0,-1.1277074209965678,-1.7734643153035863,-1.8824712983785064,-3.1119659131258137,-2.9401112557699136,0.0
2019-08-01,1.0,-1.1312640682383606,-1.8002606326264663,-1.8776211349366188,-3.1073332543537497,-2.930458476483829,0.0
2019-08-02,1.0,-1.1192052980132452,-1.7839403973509935,-1.8885998107852415,-3.1035950804162726,-2.930345316934721,0.0
2019-08-05,1.0,-1.1031279397930385,-1.772107243650047,-1.868885230479774,-3.0926622765757292,-2.9223894637817494,0.0
2019-08-06,1.0,-1.018214936247723,-1.710268670309654,-1.801115664845173,-2.9968123861566482,-2.858037340619308,0.0
2019-08-07,1.0,-1.7575262225854786,-2.24410843209372,-2.324478953821005,-3.199291649639014,-3.0968532897425414,0.0
2019-08-08,1.0,-1.7556191254597464,-2.246151750442719,-2.325568723607138,-3.198882985969214,-3.0960359624029423,0.0
2019-08-09,1.0,-1.7249426682854445,-2.2096317280453257,-2.2992041009038178,-3.167948199109672,-3.0880884931876436,0.0
2019-08-12,1.0,-1.7274565305297207,-2.197061598598194,-2.319450060655075,-3.1682167408006467,-3.066720582288718,0.0
2019-08-13,1.0,-1.7225953788285868,-2.1763836646963997,-2.312332079527136,-3.1602632993014503,-3.061929070392262,0.0
2019-08-14,1.0,-1.687425149700599,-2.1591483699268132,-2.2886227544910183,-3.133200266134398,-3.038190286094478,0.0
2019-08-15,1.0,-1.633423877894192,-2.104384943733023,-2.2402017850213425,-3.0446255335661623,-2.9124304747121976,0.0
2019-08-16,1.0,-1.6345157949249094,-2.107457276022786,-2.241325737959606,-3.04621957534956,-2.9171413775245982,0.0
2019-08-19,1.0,-1.6141137295081969,-2.0640368852459017,-2.2228483606557377,-3.023565573770492,-2.8828125000000004,0.0
2019-08-20,1.0,-1.5989834815756034,-2.045362134688691,-2.2148665819567976,-2.995552731893265,-2.8517153748411688,0.0
2019-08-21,1.0,-1.6284829721362226,-2.0758513931888545,-2.2737358101135188,-3.0425696594427243,-2.8792569659442724,0.0
2019-08-22,1.0,-1.619512195121951,-2.0715019255455713,-2.252374839537869,-3.026187419768935,-2.867394094993582,0.0
2019-08-23,1.0,-1.62133676092545,-2.07133676092545,-2.25694087403599,-3.0322622107969157,-2.87146529562982,0.0
2019-08-26,1.0,-1.595138625142423,-2.0144322066084315,-2.23218128877073,-2.9972148373211795,-2.8206102038232688,0.0
2019-08-27,1.0,-1.5901122461848909,-2.0021440282507252,-2.220708790515828,-2.9848656829360576,-2.814226258040106,0.0
2019-08-28,1.0,-1.5878054925673974,-1.9933232552280171,-2.2220962459057696,-2.9847568657092465,-2.809649785840262,0.0
2019-08-29,1.0,-1.5940880503144654,-1.981006289308176,-2.2247798742138363,-2.980754716981132,-2.79811320754717,0.0
2019-08-30,1.0,-1.5970843282644211,-1.963302752293578,-2.2337564408696746,-2.98554731682795,-2.787859746135478,0.0
2019-09-03,1.0,-1.6043472798090213,-1.9677095112451315,-2.242492775474306,-2.975373790677221,-2.774469154416384,0.0
2019-09-04,1.0,-1.602967060598441,-1.9531053557958258,-2.2542117173749054,-2.979507166205683,-2.7824993713854664,0.0
2019-09-05,1.0,-1.6047708725674825,-1.9618330194601383,-2.2513496547394856,-2.9757689893283117,-2.7612052730696797,0.0
2019-09-06,1.0,-1.6048933500627354,-1.948055207026349,-2.2717691342534505,-2.984065244667504,-2.7382685069008783,0.0
2019-09-09,1.0,-1.6045112781954887,-1.9467418546365913,-2.2695488721804513,-2.9780701754385968,-2.7323308270676696,0.0
2019-09-10,1.0,-1.6219849246231155,-1.9344221105527637,-2.3023869346733665,-2.989070351758794,-2.714824120603015,0.0
2019-09-11,1.0,-1.6393504531722056,-1.918932527693857,-2.344033232628399,-2.997608257804633,-2.688192346424975,0.0
2019-09-12,1.0,-1.6272018117765477,-1.9155762455963765,-2.342727730246603,-3.005410166079517,-2.690865626572723,0.0
2019-09-13,1.0,-1.6281761006289308,-1.913584905660377,-2.339748427672956,-3.0049056603773585,-2.6923270440251574,0.0
2019-09-16,1.0,-1.6284242271927623,-1.911786881125911,-2.33576275446092,-3.001005277707967,-2.689117868811259,0.0
2019-09-17,1.0,-1.6390374331550803,-1.966768525592055,-2.358288770053476,-3.0481283422459895,-2.720015278838808,0.0
2019-09-18,1.0,-1.6368165559529892,-1.9948901379662747,-2.355007664793051,-3.056080735820133,-2.731859989780276,0.0
2019-09-19,1.0,-1.639126548333546,-1.9952751883539777,-2.3537223853913933,-3.0522283233303535,-2.729408760056187,0.0
2019-09-20,1.0,-1.6549916911670717,-2.007158379138438,-2.3692956666240574,-3.038987600664707,-2.7122587242745753,0.0
2019-09-23,1.0,-1.6547422024188418,-2.005983450031827,-2.3583704646721833,-3.0145130490133676,-2.6972628898790583,0.0
2019-09-24,1.0,-1.6552557902774243,-2.006235683379995,-2.355052176126241,-3.01247136675999,-2.6968694324255535,0.0
2019-09-25,1.0,-1.646155798020807,-1.9892159350418677,-2.353844201979193,-3.009642222786095,-2.6882770870337476,0.0
2019-09-26,1.0,-1.7441345151199168,-2.0011730969760166,-2.5172054223149116,-3.072471324296142,-2.6994264859228365,0.0
2019-09-27,1.0,-1.7534988117243202,-2.018088196461579,-2.5532083443358857,-3.126089252706628,-2.752178505413256,0.0
2019-09-30,1.0,-1.773743751644304,-1.94461983688503,-2.5874769797421733,-3.112996579847408,-2.73559589581689,0.0
2019-10-01,1.0,-1.7753947368421052,-1.930263157894737,-2.6014473684210526,-3.1144736842105263,-2.7364473684210524,0.0
2019-10-02,1.0,-1.7709006331567387,-1.9125209975449025,-2.598010078821553,-3.0237756816126113,-2.616358702674764,0.0
2019-10-03,1.0,-1.7385637618195757,-1.9133657040633787,-2.565550728341426,-2.989138768208536,-2.5713007922310247,0.0
2019-10-04,1.0,-1.7534052942688254,-1.9380621948085326,-2.5886661526599846,-2.9920328964276535,-2.578000514006682,0.0
2019-10-07,1.0,-1.7466220563634023,-1.9599794106292627,-2.5888560030884054,-2.9884184789602366,-2.584480761806717,0.0
2019-10-08,1.0,-1.7463646892291853,-1.9629391326727579,-2.5858962810449104,-2.988032428258911,-2.585252863209368,0.0
2019-10-09,1.0,-1.7336060334909882,-1.954876645788061,-2.5674293749201076,-2.969960373258341,-2.5568196344113514,0.0
2019-10-10,1.0,-1.7923026744944555,-2.0292237442922376,-2.6435746901500328,-2.973385518590998,-2.6078277886497068,0.0
2019-10-11,1.0,-1.8186235881271344,-2.044917257683215,-2.709088521145259,-2.9549514053060153,-2.6059889676910957,0.0
2019-10-14,1.0,-1.8413134484563056,-1.9896650968079541,-2.7371794871794872,-2.9534275248560964,-2.5607012035583465,0.0
2019-10-15,1.0,-1.8566592891550577,-1.9743522978778805,-2.742872021872152,-2.9280041661242024,-2.5172503580262986,0.0
2019-10-16,1.0,-1.8536106750392467,-2.002878074306646,-2.772632129774987,-2.936551543694401,-2.516483516483517,0.0
2019-10-17,1.0,-1.8793126065853336,-1.9776990686081595,-2.8058507149416236,-2.9376885740522103,-2.5175127902400627,0.0
2019-10-18,1.0,-1.8772091796359802,-2.015431284621472,-2.832102347665524,-2.932999208652071,-2.531258243207597,0.0
2019-10-21,1.0,-1.8779812887073397,-2.016471208327843,-2.8272499670575835,-2.9272631440242454,-2.528001054157333,0.0
2019-10-22,1.0,-1.8793555148022003,-2.0079905685093005,-2.80704741943935,-2.901362326434372,-2.503536809012313,0.0
2019-10-23,1.0,-1.8744447347792004,-2.0030049647243273,-2.7908283250587926,-2.8962633916906193,-2.5006532532009405,0.0
2019-10-24,1.0,-1.9091981132075473,-1.97562893081761,-2.8476153039832286,-2.8963574423480085,-2.473925576519916,0.0
2019-10-25,1.0,-1.9061395470611335,-1.9756512632543526,-2.8417332111532922,-2.89396517868831,-2.473229480298468,0.0
2019-10-28,1.0,-1.9017996870109546,-1.9962180490349506,-2.8408972352634327,-2.866849243609807,-2.435315597287428,0.0
2019-10-29,1.0,-1.9527214938418753,-2.019997351344193,-2.912461925572772,-2.8955105284068337,-2.462455303933254,0.0
2019-10-30,1.0,-1.508988520684427,-1.5599956681828027,-2.440220922677063,-2.3822828676629846,-1.9381633095083386,0.0
2019-10-31,1.0,-1.5178474557882173,-1.5607030487143323,-2.4468916133232073,-2.386025821850928,-1.938049256808072,0.0
2019-11-01,1.0,-1.5121267651180337,-1.561496173331896,-2.4416298372318637,-2.361108116848119,-1.9029858790557292,0.0
2019-11-04,1.0,-1.4916808873720138,-1.5407423208191127,-2.4115827645051198,-2.344603242320819,-1.876919795221843,0.0
2019-11-05,1.0,-1.5604347826086955,-1.5732608695652175,-2.499130434782609,-2.362608695652174,-1.8740217391304348,0.0
2019-11-06,1.0,-1.7081963220070635,-1.7753014249177932,-2.7823651199610278,-2.6974789915966384,-2.2154426988186575,0.0
2019-11-07,1.0,-1.7138686131386862,-1.7645985401459856,-2.7807785888077863,-2.6924574209245744,-2.21374695863747,0.0
2019-11-08,1.0,-1.6941852117731515,-1.7165589854032064,-2.7331897583153864,-2.6427374970088535,-2.1779133764058387,0.0
2019-11-11,1.0,-1.7246762676993828,-1.7310904030013314,-2.77514220016943,-2.6663439428778895,-2.204889265399976,0.0
2019-11-12,1.0,-1.692208097928437,-1.652542372881356,-2.694091337099812,-2.5880414312617703,-2.1433615819209044,0.0
2019-11-13,1.0,-1.7884121745507886,-1.7236279183473904,-2.8353502016868357,-2.665444322209999,-2.210732184329544,0.0
2019-11-14,1.0,-1.7895767066307806,-1.725226327379496,-2.836921947638855,-2.6665035478345978,-2.2155615365793984,0.0
2019-11-15,1.0,-1.793857493857494,-1.7293611793611794,-2.862776412776413,-2.6744471744471743,-2.2245700245700246,0.0
2019-11-18,1.0,-1.7967221135029354,-1.7100048923679059,-2.852862035225049,-2.6638943248532287,-2.207436399217221,0.0
2019-11-19,1.0,-1.8602959618760972,-1.834085778781038,-2.8698269375470273,-2.7017807875595685,-2.274893403561575,0.0
2019-11-20,1.0,-1.8544589178356714,-1.8366733466933869,-2.86497995991984,-2.6986472945891786,-2.2701653306613228,0.0
2019-11-21,1.0,-1.9720115092859012,-1.895370128171593,-3.026157467957102,-2.809050483913157,-2.3762751765629084,0.0
2019-11-22,1.0,-1.9701960784313726,-1.8941176470588237,-3.0230065359477125,-2.8079738562091503,-2.376732026143791,0.0
2019-11-25,1.0,-1.9690115062761504,-1.8936976987447696,-3.024843096234309,-2.8097541841004183,-2.378138075313807,0.0
2019-11-26,1.0,-1.9573859945433285,-1.8603351955307266,-3.0135117578277253,-2.7939456931271924,-2.3668961933220736,0.0
2019-11-27,1.0,-1.9307271106583472,-1.8012224627530877,-2.9565771042913536,-2.735769769514835,-2.3099452438558514,0.0
2019-11-29,1.0,-1.983816675297773,-1.8213360952874158,-3.030036250647333,-2.7878042465044017,-2.3235370274469185,0.0
2019-12-02,1.0,-2.0565084430261935,-1.8823294774631034,-3.1276426007179894,-2.8533439702167267,-2.37627975003324,0.0
2019-12-03,1.0,-2.0564040728831725,-1.897106109324759,-3.1433547695605575,-2.8861200428724545,-2.414790996784566,0.0
2019-12-04,1.0,-2.0823084200567648,-1.9399918907960536,-3.1667792944992565,-2.9002567914583053,-2.426003513988377,0.0
2019-12-05,1.0,-2.1181631254283753,-1.9553118574366002,-3.2248115147361203,-2.928581220013708,-2.481151473612063,0.0
2019-12-06,1.0,-2.2191645498165395,-2.0499576629974596,-3.3101891052780124,-3.0090318938752465,-2.523708721422523,0.0
2019-12-09,1.0,-2.2820401046207497,-2.0703283929090377,-3.443475733798314,-3.120604475443185,-2.6140656785818073,0.0
2019-12-10,1.0,-2.4635871200722237,-2.093138730063196,-3.675142943123683,-3.237436051760457,-2.5771892867890456,0.0
2019-12-11,1.0,-2.4641033343346352,-2.078552117753079,-3.6734755181736256,-3.2299489336136977,-2.5734454791228596,0.0
2019-12-12,1.0,-2.482810843555959,-2.0976828714220805,-3.7092230804179915,-3.260639103437831,-2.594426775708011,0.0
2019-12-13,1.0,-2.4695626033368403,-2.0733503682549226,-3.7117090034570865,-3.2289192845332932,-2.547271907410191,0.0
2019-12-16,1.0,-2.4572706935123043,-2.0624906785980612,-3.682475764354959,-3.1965697240865025,-2.5154362416107383,0.0
2019-12-17,1.0,-2.598219766728054,-2.0785758133824435,-3.8222836095764277,-3.2949662369551875,-2.552793124616329,0.0
2019-12-18,1.0,-2.865861726761495,-2.287628183923255,-4.085511081706914,-3.5297717499173005,-2.771088322858088,0.0
2019-12-19,1.0,-2.89342895263509,-2.3308872581721145,-4.105737158105404,-3.5473649099399602,-2.8002001334222815,0.0
2019-12-20,1.0,-2.8618984838497035,-2.3269611074489123,-4.05833882663151,-3.4919248516809493,-2.7407712590639424,0.0
2019-12-23,1.0,-2.8663807324315407,-2.3406466512702075,-4.05641702408446,-3.4938964038271196,-2.7388650610359617,0.0
2019-12-24,1.0,-2.8634716732542818,-2.3410737812911724,-4.043148880105401,-3.485177865612648,-2.7360013175230566,0.0
2019-12-26,1.0,-2.864130434782609,-2.3420619235836626,-4.043313570487483,-3.4850131752305664,-2.7343544137022397,0.0
2019-12-27,1.0,-2.857777047024005,-2.3485695494902994,-4.04176257809931,-3.471555409404801,-2.7224597171982903,0.0
2019-12-30,1.0,-2.8727839789888376,-2.335521996060407,-4.058108995403808,-3.468154957321077,-2.680400525279054,0.0
2019-12-31,1.0,-2.849511400651466,-2.3193811074918567,-4.023941368078176,-3.435342019543974,-2.6584690553745927,0.0
2020-01-02,1.0,-2.808346709470305,-2.2924558587479935,-3.957624398073836,-3.37784911717496,-2.615088282504013,0.0
2020-01-03,1.0,-2.820334035998054,-2.326739095184044,-4.002107994162477,-3.4087887141235607,-2.6573698718988163,0.0
2020-01-06,1.0,-2.8667104399212078,-2.372783978988838,-4.046946815495732,-3.4412344057780695,-2.687294812869337,0.0
2020-01-07,1.0,-2.927306459773992,-2.430595378647326,-4.187721369539552,-3.5441052454039466,-2.7765221791195813,0.0
