Date,IWF,IWM,MSGN,MTUM,SPY,VLUE,VXX
2018-09-24,-0.45582669972595585,-1.1328026447431379,1.0,-0.0,-0.8806820653355952,-0.8805515681412849,0.0
2018-09-25,-0.46018699717329853,-1.1312024353120245,1.0,-0.0,-0.879626005653403,-0.8777560339204175,0.0
2018-09-26,-0.4602739726027398,-1.1313763861709067,1.0,-0.0,-0.879626005653403,-0.8774951076320939,0.0
2018-09-27,-0.47512894483783547,-1.1212518576798671,1.0,-0.0,-0.8894134102631348,-0.8852172392691668,0.0
2018-09-28,-0.4757387655184473,-1.1209564609197413,1.0,-0.0,-0.8894474558489247,-0.8852509179926561,0.0
2018-10-01,-0.4757115998425954,-1.1217262034891347,1.0,-0.0,-0.8893795636395436,-0.8855318962878754,0.0
2018-10-02,-0.4778598592472789,-1.1137386895134853,1.0,-0.0,-0.8916816016086025,-0.8879223674432837,0.0
2018-10-03,-0.477256822953114,-1.1003761371588523,1.0,-0.0,-0.8978743876836949,-0.8981805458362491,0.0
2018-10-04,-0.476894072255349,-1.1074184496667836,1.0,-0.0,-0.8970536653805682,-0.9030164854437039,0.0
2018-10-05,-0.4486067297581493,-1.0968279004556607,1.0,-0.0,-0.9124605678233438,-0.9234139502278303,0.0
2018-10-08,-0.44433760216792695,-1.0915249792386033,1.0,-0.0,-0.9137637134490144,-0.9211503999300669,0.0
2018-10-09,-0.45662581807001357,-1.0999692537444545,1.0,-0.0,-0.9163701849167655,-0.9193569640268809,0.0
2018-10-10,-0.4576107476840673,-1.0988277648505071,1.0,-0.0,-0.9169776528954646,-0.9170215568336479,0.0
2018-10-11,-0.3579707068562938,-1.079133941838251,1.0,-0.0,-0.8818509870515813,-0.9263850562513266,0.0
2018-10-12,-0.36190595716198126,-1.067854752342704,1.0,-0.0,-0.8558400267737618,-0.89779953145917,0.0
2018-10-15,-0.3186141019732708,-1.1160082114877037,1.0,-0.0,-0.8514391051154216,-0.9034731241359085,0.0
2018-10-16,-0.30698008709254637,-1.1558787468820022,1.0,-0.0,-0.856804633661692,-0.908130046928508,0.0
2018-10-17,-0.28213737926460225,-1.108983128134975,1.0,-0.0,-0.8447125150271525,-0.9096298138705798,0.0
2018-10-18,-0.28135621321396004,-1.1076846555583186,1.0,-0.0,-0.8460581944789853,-0.9098068473845644,0.0
2018-10-19,-0.261330484447549,-1.0949993836545178,1.0,-0.0,-0.8450507457780335,-0.9076303570694827,0.0
2018-10-22,-0.26280596029223596,-1.079910843274033,1.0,-0.0,-0.8618896272753539,-0.9230197713295084,0.0
2018-10-23,-0.2864493996569468,-1.0998201062628123,1.0,-0.0,-0.8655398903903275,-0.9317658871271389,0.0
2018-10-24,-0.28350472368531066,-1.0945991137864728,1.0,-0.0,-0.8668589582810802,-0.9352896914973665,0.0
2018-10-25,-0.27828682781209835,-1.0810149674530454,1.0,-0.0,-0.8614370413367056,-0.9254115013060243,0.0
2018-10-26,-0.25530781211574716,-1.0629969669645054,1.0,-0.0,-0.8675301254201163,-0.9129026969423724,0.0
2018-10-29,-0.25938749433246777,-1.0675569844606572,1.0,-0.0,-0.878405671654095,-0.9164914883970158,0.0
2018-10-30,-0.2415030523016004,-1.069501732387395,1.0,-0.0,-0.8808364956277842,-0.9329318594291371,0.0
2018-10-31,-0.24252477916476586,-1.0804130551984406,1.0,-0.0,-0.8858292207522913,-0.9383734914776262,0.0
2018-11-01,-0.21692090863870006,-1.1020974962692753,1.0,-0.0,-0.8860885425302603,-0.9401425965843143,0.0
2018-11-02,-0.2199505358615004,-1.0802555647155814,1.0,-0.0,-0.8879225061830173,-0.9338829348722176,0.0
2018-11-05,-0.22669316111939064,-1.0706656731246897,1.0,-0.0,-0.8921592978970029,-0.9502401059778108,0.0
2018-11-06,-0.22042719740184039,-1.0699088145896658,1.0,-0.0,-0.9061498105508597,-0.9671899071491027,0.0
2018-11-07,-0.2194949452926738,-1.0698090443898989,1.0,-0.0,-0.9044389898905854,-0.9664683612763656,0.0
2018-11-08,-0.15795290317095978,-1.1289636997364618,1.0,-0.0,-0.9321601632236675,-1.0315820794015131,0.0
2018-11-09,-0.15668577294892636,-1.1377791085636069,1.0,-0.0,-0.9449054666780735,-1.0381127555821712,0.0
2018-11-12,-0.1546975437401558,-1.120854795453578,1.0,-0.0,-0.94785236899238,-1.033544761823677,0.0
2018-11-13,-0.11321950807201421,-1.120277237765193,1.0,-0.0,-0.9571464795875243,-1.0355844814470458,0.0
2018-11-14,-0.11612848618223369,-1.1203182529942022,1.0,-0.0,-0.9594142790638622,-1.0361843497397265,0.0
2018-11-15,-0.11469034030860284,-1.1227647431832593,1.0,-0.0,-0.9647854576199535,-1.0252377932783767,0.0
2018-11-16,-0.10862957021025078,-1.1096428269864056,1.0,-0.0,-0.9661825550958373,-1.0374905007177235,0.0
2018-11-19,-0.10817429488262119,-1.1099054213815234,1.0,-0.0,-0.9665174801553792,-1.0377047795980407,0.0
2018-11-20,-0.07963227268911091,-1.103055998656704,1.0,-0.0,-0.9667953992108135,-1.0483166820586014,0.0
2018-11-21,-0.09546389156980403,-1.1089757039150687,1.0,-0.0,-0.9817884268389913,-1.010028953883597,0.0
2018-11-23,-0.09587194608256107,-1.1226200505475992,1.0,-0.0,-0.9814658803706825,-1.0122999157540018,0.0
2018-11-26,-0.09564521563342318,-1.1230626684636118,1.0,-0.0,-0.9810478436657681,-1.0118766846361185,0.0
2018-11-27,-0.08441504061636379,-1.1243195712251906,1.0,-0.0,-0.9737040448873628,-1.0048153420986516,0.0
2018-11-28,-0.08512687379616447,-1.123942718365296,1.0,-0.0,-0.9734946821874215,-1.0046478519386985,0.0
2018-11-29,-0.050599421248449766,-1.1068210004133938,1.0,-0.0,-0.9676725919801571,-1.008805291442745,0.0
