Date,AXTA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.24644236364598213,-0.5230651219383167,-0.0,-0.440591440512088,-0.43501031582288524,0.0
2018-09-25,1.0,-0.24323316283034954,-0.5311434356351236,-0.0,-0.44677109974424545,-0.4429614236999147,0.0
2018-09-26,1.0,-0.2418145430286858,-0.5309406270847231,-0.0,-0.44805870580386925,-0.447631754503002,0.0
2018-09-27,1.0,-0.2411572985680701,-0.5337946142338106,-0.0,-0.44846655268219704,-0.4480925411412695,0.0
2018-09-28,1.0,-0.24018167245524977,-0.5348383649479027,-0.0,-0.448437082554101,-0.4481699171787336,0.0
2018-10-01,1.0,-0.24084860791962806,-0.534174103564367,-0.0,-0.448805643135788,-0.4481376583124032,0.0
2018-10-02,1.0,-0.24323240960957754,-0.525560514149809,-0.0,-0.452045642820876,-0.45145773763394886,0.0
2018-10-03,1.0,-0.24294147501135244,-0.5225044741832946,-0.0,-0.4527606378716244,-0.452974330208083,0.0
2018-10-04,1.0,-0.24879601883561647,-0.5165346746575343,-0.0,-0.46077696917808225,-0.4494327910958904,0.0
2018-10-05,1.0,-0.25091864925032853,-0.5216854866829387,-0.0,-0.4611216908510581,-0.4484349435399512,0.0
2018-10-08,1.0,-0.2484403866234705,-0.5185681008862353,-0.0,-0.46295750890251414,-0.44748186029077086,0.0
2018-10-09,1.0,-0.24081753554502366,-0.5224849202929771,-0.0,-0.4708907798362774,-0.45858466178371393,0.0
2018-10-10,1.0,-0.25389529673633393,-0.5949180470037291,-0.0,-0.517301188101639,-0.5246148064637354,0.0
2018-10-11,1.0,-0.18170008472182997,-0.5931375317706862,-0.0,-0.5020050833097994,-0.5472465405252753,0.0
2018-10-12,1.0,-0.1770722112953077,-0.5910087103118854,-0.0,-0.4980612531610003,-0.5436358527676314,0.0
2018-10-15,1.0,-0.14810756132512856,-0.6209783921998371,-0.0,-0.49425384247941784,-0.5465452808452049,0.0
2018-10-16,1.0,-0.14250344652955574,-0.6319106434459668,-0.0,-0.49345862757786335,-0.5456207973440621,0.0
2018-10-17,1.0,-0.1310419500819012,-0.6099003303811876,-0.0,-0.4882423165551514,-0.5471001415919376,0.0
2018-10-18,1.0,-0.13400882040975826,-0.6188522302238597,-0.0,-0.48802545637246686,-0.5503544911516776,0.0
2018-10-19,1.0,-0.11949267536207804,-0.6088172578992551,-0.0,-0.4898230456093712,-0.5511340034892416,0.0
2018-10-22,1.0,-0.1197298120311159,-0.6052653434100158,-0.0,-0.4910998532790743,-0.55219666140686,0.0
2018-10-23,1.0,-0.11803823773898586,-0.6059573288999723,-0.0,-0.4932668329177058,-0.5536159600997507,0.0
2018-10-24,1.0,-0.11617993079584775,-0.6045674740484429,-0.0,-0.4932041522491349,-0.5541868512110726,0.0
2018-10-25,1.0,-0.09673410951133202,-0.5774872362840703,-0.0,-0.4912342310705314,-0.5358599638023717,0.0
2018-10-26,1.0,-0.0955087965083385,-0.5744268125117871,-0.0,-0.4906646550098338,-0.5335829943152733,0.0
2018-10-29,1.0,-0.09214033765044832,-0.5751905005519804,-0.0,-0.4910471472037481,-0.5342093217372573,0.0
2018-10-30,1.0,-0.09493278737102988,-0.575469410845613,-0.0,-0.49120443953557286,-0.5322593680127152,0.0
2018-10-31,1.0,-0.09530854898585032,-0.5730080163555172,-0.0,-0.49042341421423574,-0.5312853069349546,0.0
2018-11-01,1.0,-0.08726022244908925,-0.5786900220299823,-0.0,-0.489656654666595,-0.5310031701681801,0.0
2018-11-02,1.0,-0.08686982997871365,-0.5849971708026837,-0.0,-0.48953196992967424,-0.5330477191280684,0.0
2018-11-05,1.0,-0.08636620780690175,-0.5862180436949436,-0.0,-0.48950728698041546,-0.5318014062121171,0.0
2018-11-06,1.0,-0.08685344827586207,-0.586260775862069,-0.0,-0.48933189655172415,-0.5315463362068966,0.0
2018-11-07,1.0,-0.08623428371429342,-0.586543897908085,-0.0,-0.48822119914923406,-0.531297956546321,0.0
2018-11-08,1.0,-0.07786918191805782,-0.5855462365015139,-0.0,-0.4843645328117045,-0.5318202524183392,0.0
2018-11-09,1.0,-0.07837041007772715,-0.5856338783168051,-0.0,-0.48424015009380866,-0.5319753417314392,0.0
2018-11-12,1.0,-0.07766315676946924,-0.5789192367309851,-0.0,-0.4856753434176065,-0.530252819498637,0.0
2018-11-13,1.0,-0.06277693756799066,-0.5761893390644485,-0.0,-0.48573854440287617,-0.5285892435458622,0.0
2018-11-14,1.0,-0.06341036321668303,-0.5756811971027566,-0.0,-0.48579236422488126,-0.5282693481202408,0.0
2018-11-15,1.0,-0.06283138918345706,-0.5776776246023331,-0.0,-0.49005832449628844,-0.5205461293743372,0.0
2018-11-16,1.0,-0.05983652091103881,-0.5702722006189985,-0.0,-0.4895643202920404,-0.5256196598153585,0.0
2018-11-19,1.0,-0.06576156130674586,-0.5707467119219346,-0.0,-0.48873037759864235,-0.5264372083156555,0.0
2018-11-20,1.0,-0.03913295712251464,-0.5654501344865778,-0.0,-0.4918253256684774,-0.5406096724856284,0.0
2018-11-21,1.0,-0.04729694300246448,-0.5638666037439044,-0.0,-0.49496617901525886,-0.5156520371244298,0.0
2018-11-23,1.0,-0.04765025030797055,-0.5624197310827458,-0.0,-0.49529525856420203,-0.5156344193117186,0.0
2018-11-26,1.0,-0.047264724376441,-0.5641636973380842,-0.0,-0.49413120939006494,-0.514436176902117,0.0
2018-11-27,1.0,-0.03893833024506094,-0.5685726961922906,-0.0,-0.4911658010804604,-0.511156927734426,0.0
2018-11-28,1.0,-0.038532828612452684,-0.5718835661140843,-0.0,-0.4898316146717139,-0.5104033416003132,0.0
2018-11-29,1.0,-0.022586737729942304,-0.5641509922123619,-0.0,-0.48759411140720804,-0.5129233396289876,0.0
2018-11-30,1.0,-0.02224809209675333,-0.564247833398008,-0.0,-0.48769887466045786,-0.5128185228301643,0.0
2018-12-03,1.0,-0.02355837760787871,-0.5650123104833484,-0.0,-0.4890242322145911,-0.5140857846313334,0.0
2018-12-04,1.0,-0.02546494992846924,-0.5658733255299778,-0.0,-0.49304200806346726,-0.5167642086097022,0.0
2018-12-06,1.0,-0.019339574117889103,-0.5515893426602201,-0.0,-0.4911017385042691,-0.5097212220964921,0.0
2018-12-07,1.0,-0.023358114886939518,-0.5513852802716538,-0.0,-0.4912149821212667,-0.5064955110230751,0.0
2018-12-10,1.0,-0.017290918419702414,-0.5520010261672653,-0.0,-0.49138019497178037,-0.5047716777834788,0.0
2018-12-11,1.0,-0.0038637885734892586,-0.5599659986605533,-0.0,-0.4912163206429344,-0.520838699706352,0.0
2018-12-12,1.0,-0.0,-0.5664497056764256,-0.0,-0.4955786634857247,-0.5311308767471411,0.0
2018-12-13,1.0,-0.0,-0.5658102818033339,-0.0,-0.49589090814818654,-0.5307598579317139,0.0
2018-12-14,1.0,-0.0008551881413911061,-0.5617808645174666,-0.0,-0.4981859645485643,-0.530657199129263,0.0
2018-12-17,1.0,-0.0,-0.5603486176843303,-0.0,-0.4930043706519771,-0.5328316135205731,0.0
2018-12-18,1.0,-0.0,-0.554228343416141,-0.0,-0.48822242244819153,-0.5319088685802549,0.0
2018-12-19,1.0,-0.0,-0.5546224981324541,-0.0,-0.4886272893537003,-0.5326756137142269,0.0
2018-12-20,1.0,-0.0,-0.5473411493771589,-0.0,-0.5277399769705852,-0.5418978331414215,0.0
2018-12-21,1.0,-0.0,-0.5465225319093514,-0.0,-0.5275332117738994,-0.5307892680385516,0.0
2018-12-24,1.0,-0.0,-0.5290188972301321,-0.0,-0.5185348174993528,-0.5411079471913021,0.0
2018-12-26,1.0,-0.0,-0.5338367105837635,-0.0,-0.5024013149446541,-0.532013252176593,0.0
2018-12-27,1.0,-0.0,-0.5095183371639852,-0.0,-0.458728889777156,-0.5299790146897172,0.0
2018-12-28,1.0,-0.0,-0.5098396683482344,-0.0,-0.4581938964087708,-0.529344188601968,0.0
2018-12-31,1.0,-0.0,-0.5090037213716626,-0.0,-0.45872774045305825,-0.5298583880716301,0.0
2019-01-02,1.0,-0.0,-0.5118179311727699,-0.0,-0.46344336666917313,-0.5311928215154021,0.0
2019-01-03,1.0,-0.0,-0.5118435894222333,-0.0,-0.46349166562225835,-0.5312194510590299,0.0
2019-01-04,1.0,-0.0,-0.5116721771365594,-0.0,-0.46192766255886186,-0.531159202484721,0.0
2019-01-07,1.0,-0.0,-0.502334823646299,-0.0,-0.4574018877297566,-0.5241182314952807,0.0
2019-01-08,1.0,-0.0,-0.4941237726867004,-0.0,-0.46285827630665477,-0.5224387583060597,0.0
2019-01-09,1.0,-0.0,-0.5028496055349544,-0.0,-0.4655434160424081,-0.5203454368980364,0.0
2019-01-10,1.0,-0.0,-0.5049588836282083,-0.0,-0.46511338151009224,-0.5218290555693995,0.0
2019-01-11,1.0,-0.0,-0.4831488620818306,-0.0,-0.4673299340878,-0.5367740330804626,0.0
2019-01-14,1.0,-0.0,-0.4843170907643708,-0.0,-0.47150710146009006,-0.5315772454791932,0.0
2019-01-15,1.0,-0.0,-0.48243757934828607,-0.0,-0.4713350426924896,-0.5355853725324239,0.0
2019-01-16,1.0,-0.0,-0.48547179231153265,-0.0,-0.4509735396904643,-0.559835247129306,0.0
2019-01-17,1.0,-0.0,-0.49755400015052303,-0.0,-0.4510423722435463,-0.5601465091191892,0.0
2019-01-18,1.0,-0.0,-0.49640196944830195,-0.0,-0.4557000378740058,-0.5728317131675293,0.0
2019-01-22,1.0,-0.0,-0.4887905977505371,-0.0,-0.42398584607607737,-0.6147099709339062,0.0
2019-01-23,1.0,-0.0,-0.4759627549213096,-0.0,-0.4265725418754111,-0.6276757249127068,0.0
2019-01-24,1.0,-0.0,-0.47815958066394876,-0.0,-0.42523612975108255,-0.6288268213010559,0.0
2019-01-25,1.0,-0.0,-0.4381967634215258,-0.0,-0.4223991780118161,-0.7081428204469561,0.0
2019-01-28,1.0,-0.0,-0.43444578405971834,-0.0,-0.42480055408767925,-0.7059743990970423,0.0
2019-01-29,1.0,-0.0,-0.42408350043704046,-0.0,-0.42485474831610875,-0.7218880148079593,0.0
2019-01-30,1.0,-0.0,-0.424756720671682,-0.0,-0.4251675353685778,-0.7176932754769302,0.0
2019-01-31,1.0,-0.0,-0.43812116387169675,-0.0,-0.39338452451269934,-0.7366136778037442,0.0
2019-02-01,1.0,-0.0,-0.435405225068008,-0.0,-0.40299235230713953,-0.7279679720782221,0.0
2019-02-04,1.0,-0.0,-0.43397437543328116,-0.0,-0.4011605515187306,-0.7324569286466224,0.0
2019-02-05,1.0,-0.0,-0.4278394096999821,-0.0,-0.3870256975224821,-0.7471753221798059,0.0
2019-02-06,1.0,-0.0,-0.41339907043627866,-0.0,-0.4032046837685848,-0.7512261510412653,0.0
2019-02-07,1.0,-0.0,-0.40903378049093286,-0.0,-0.4044168569010183,-0.7514812629850977,0.0
2019-02-08,1.0,-0.0,-0.41214661827104954,-0.0,-0.40253565768621236,-0.7414242625632635,0.0
2019-02-11,1.0,-0.0,-0.40643012680927376,-0.0,-0.41178429614448575,-0.7436147047521455,0.0
2019-02-12,1.0,-0.0,-0.4172357139189814,-0.0,-0.40971402166658105,-0.7401807259844945,0.0
2019-02-13,1.0,-0.0,-0.4188157251947651,-0.0,-0.41182217879824135,-0.7405188594348597,0.0
2019-02-14,1.0,-0.0,-0.40299662170874484,-0.0,-0.43654743791422757,-0.7393042267323413,0.0
2019-02-15,1.0,-0.0,-0.3979138696684912,-0.0,-0.4408499431994217,-0.7430806568212331,0.0
2019-02-19,1.0,-0.0,-0.39100729625905584,-0.0,-0.44607729393869083,-0.7410988217701807,0.0
2019-02-20,1.0,-0.0,-0.38644268672867343,-0.0,-0.4488186947672172,-0.7411949604513952,0.0
