Date,IFS,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-02-27,1.0,-0.37979051885935694,-0.6736090088999213,-1.8278743113156142,-1.477810740449234,-0.6953441908336864,0.0
2020-02-28,1.0,-0.2892450488370838,-0.7178241864983002,-1.5546921374993257,-1.207759969780368,-0.6267875451945389,0.0
2020-03-02,1.0,-0.3561279826464208,-0.6468546637744034,-1.5387744034707158,-1.2453362255965292,-0.6359544468546637,0.0
2020-03-03,1.0,-0.28707291299753435,-0.7476475620188195,-1.2943692447038697,-1.1123131887485533,-0.5905499924520707,0.0
2020-03-04,1.0,-0.1856387969776285,-0.816879845918317,-1.3664378487826558,-1.061138821670206,-0.5084201688972295,0.0
2020-03-05,1.0,-0.14593165942986594,-0.9564848027185199,-1.203558618085709,-0.964272229563904,-0.449358127241835,0.0
2020-03-06,1.0,-0.11563110767692378,-0.9211399481841734,-1.1851279487296034,-0.9035952911231308,-0.4197536475614745,0.0
2020-03-09,1.0,-0.09907511842995713,-0.9112113692758854,-1.1885856079404467,-0.9021430182720505,-0.41064741709903,0.0
2020-03-10,1.0,-0.386882745471878,-0.4952907530981888,-0.9279694947569114,-0.7043660629170639,-0.2986844613918017,0.0
2020-03-11,1.0,-0.3165723940351135,-0.5596855946521707,-0.9076617938735033,-0.6365239109674576,-0.2524792477778594,0.0
2020-03-12,1.0,-0.3225704001693839,-0.47790952078481186,-0.8511186392829415,-0.6270731879455148,-0.2501235090690945,0.0
2020-03-13,1.0,-0.41838970938542164,-0.3036684135302525,-0.7598221375258059,-0.5858345243766873,-0.10840082579005875,0.0
2020-03-16,1.0,-0.37949826462887415,-0.3496011690921269,-0.7012421603848262,-0.5381172745539792,-0.07608232357060221,0.0
2020-03-17,1.0,-0.37422465320852594,-0.273514153603248,-0.49985902785609565,-0.48483139731589037,-0.18701364610352994,0.0
2020-03-18,1.0,-0.3782265842173937,-0.3458898281046122,-0.40483349407159475,-0.5162534747830033,-0.1913825381516991,0.0
2020-03-19,1.0,-0.37725994375251104,-0.37384491763760547,-0.41626011593870177,-0.5289846754290306,-0.17342019170062561,0.0
2020-03-20,1.0,-0.37817951886873796,-0.3977236800505849,-0.4082142959790762,-0.5279222832178887,-0.16213031356882132,0.0
2020-03-23,1.0,-0.3758308846603714,-0.41616980001711695,-0.38176475622628586,-0.5198699112772088,-0.1592445725044932,0.0
2020-03-24,1.0,-0.375828382084095,-0.4146480804387569,-0.3846835009140768,-0.5174245886654478,-0.16387682815356489,0.0
2020-03-25,1.0,-0.37719681257504645,-0.40778845104246264,-0.2955190481388495,-0.5076956664119638,-0.1407597423862024,0.0
2020-03-26,1.0,-0.37862832824094284,-0.4076549541684854,-0.29378546486250545,-0.5068201658664339,-0.14120471409864688,0.0
2020-03-27,1.0,-0.37550612751714085,-0.4023376342925012,-0.2809210171138584,-0.5052907196458457,-0.13531825298277816,0.0
2020-03-30,1.0,-0.3728516782500943,-0.40159474166262593,-0.28236625181832875,-0.5081083993319326,-0.12892624319810356,0.0
2020-03-31,1.0,-0.3585819189283697,-0.42136267046830034,-0.2795545633052694,-0.498022971191866,-0.1323398875648923,0.0
2020-04-01,1.0,-0.39278953000246936,-0.4841002002908333,-0.22674019809586524,-0.5313743243614015,-0.10873322907235163,0.0
2020-04-02,1.0,-0.392634327332692,-0.49121890889102654,-0.22509275800467224,-0.5351930740689844,-0.10424625532499655,0.0
2020-04-03,1.0,-0.3925489545303684,-0.5132204889921451,-0.23561787808385884,-0.5125566987498618,-0.11184865582475936,0.0
2020-04-06,1.0,-0.39330312741739415,-0.5056912366007293,-0.23499834235827163,-0.514200464139684,-0.11454304343021328,0.0
2020-04-07,1.0,-0.37431028886725093,-0.4790922860543114,-0.2232229795520935,-0.520393811533052,-0.10773017418587039,0.0
2020-04-08,1.0,-0.37379638645461427,-0.4791734285405172,-0.22200584225900682,-0.5203667640376501,-0.10940711890078979,0.0
2020-04-09,1.0,-0.37903269241126725,-0.46219098400387787,-0.23003177680831582,-0.5194700274680885,-0.10222437658210805,0.0
2020-04-13,1.0,-0.3863972665393204,-0.44190050848825635,-0.2358686001775673,-0.5207027361510936,-0.10554494336678415,0.0
2020-04-14,1.0,-0.40287653086052616,-0.41323096055584096,-0.266187244856579,-0.5235880937576036,-0.09762361783232854,0.0
2020-04-15,1.0,-0.38911322888063316,-0.42069132611855914,-0.2539708178538739,-0.522936520755936,-0.10534108652344801,0.0
2020-04-16,1.0,-0.43684625207161676,-0.37875947509984514,-0.2919553345830956,-0.5437009264542071,-0.06561251935773087,0.0
2020-04-17,1.0,-0.4284354259601784,-0.3917147209226417,-0.27837014470677834,-0.5465128930475465,-0.07504624088782504,0.0
2020-04-20,1.0,-0.46337006327732927,-0.35162557276892864,-0.30836788130045817,-0.548985380754964,-0.05512219070477852,0.0
2020-04-21,1.0,-0.4648988518316019,-0.3484964461454347,-0.3052761071623838,-0.5572170585019136,-0.05781848004373974,0.0
2020-04-22,1.0,-0.4548623403502084,-0.3663843577244628,-0.2903243375725062,-0.5631654911358623,-0.04850085781977615,0.0
2020-04-23,1.0,-0.4573134165621763,-0.3650166275963583,-0.29158262007305236,-0.5649021425066783,-0.04699340347816605,0.0
