Date,BHC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.7357674338120783,-1.4221030166695507,-0.24490973063390437,-1.1863067428044067,-1.1789813693257196,0.0
2018-09-25,1.0,-0.7376916868442291,-1.4194050501556554,-0.24852992044275338,-1.1839617202813328,-1.1754294938314307,0.0
2018-09-26,1.0,-0.7376189103488037,-1.4194868838281927,-0.2480830210435284,-1.1841452868261746,-1.1760161429806861,0.0
2018-09-27,1.0,-0.7449397381927223,-1.4054552793956518,-0.25281125655959863,-1.1863214347500142,-1.177152413355631,0.0
2018-09-28,1.0,-0.7427632337677316,-1.406988813285665,-0.2537769576750087,-1.1858493830008074,-1.1769692077038405,0.0
2018-10-01,1.0,-0.7425187752744079,-1.4128249566724436,-0.25499711149624493,-1.187059503177354,-1.1796071634893126,0.0
2018-10-02,1.0,-0.7696020720508594,-1.3717329879915234,-0.28278785024723335,-1.2354014598540146,-1.2269248881563457,0.0
2018-10-03,1.0,-0.7687783071584026,-1.3618022469266515,-0.2817481324627963,-1.2378095406152578,-1.231868713605082,0.0
2018-10-04,1.0,-0.768141592920354,-1.3729203539823007,-0.2823598820058997,-1.2369911504424778,-1.23929203539823,0.0
2018-10-05,1.0,-0.7739583950690453,-1.3886090203283354,-0.2763586795472056,-1.2440585550880106,-1.2436436911041309,0.0
2018-10-08,1.0,-0.7704181205275298,-1.3826956058903543,-0.2699154296528476,-1.2486249926074873,-1.2424152818025904,0.0
2018-10-09,1.0,-0.767911021712122,-1.3841329941430514,-0.26279358693723004,-1.2529136839614268,-1.2482991184996746,0.0
2018-10-10,1.0,-0.7678571428571429,-1.3920859041290936,-0.25872093023255816,-1.2566445182724253,-1.2572377788324633,0.0
2018-10-11,1.0,-0.6882535308301757,-1.3785738890802617,-0.15581582271213687,-1.2363646802158688,-1.2822367665633254,0.0
2018-10-12,1.0,-0.7068241171795163,-1.3704439650278188,-0.1473827637106847,-1.206199613943454,-1.2464516861587374,0.0
2018-10-15,1.0,-0.6869619392840961,-1.4002038966923425,-0.11848663343905755,-1.2065020389669234,-1.2516425011327594,0.0
2018-10-16,1.0,-0.6844341225784525,-1.4107850911974624,-0.1107397756882293,-1.2069785884218873,-1.2516143650164269,0.0
2018-10-17,1.0,-0.6587195731910637,-1.3528398355007225,-0.09053017672557519,-1.1971768367233524,-1.2581971768367233,0.0
2018-10-18,1.0,-0.6675427804496141,-1.3719382619393803,-0.08410692316295716,-1.2012638407336986,-1.2674197517056258,0.0
2018-10-19,1.0,-0.6476729978895924,-1.355659224702877,-0.061257358658225035,-1.21370654226369,-1.2753526602243697,0.0
2018-10-22,1.0,-0.6485316160550713,-1.3522456003997112,-0.060456337089879526,-1.2144007105979013,-1.2758563259867872,0.0
2018-10-23,1.0,-0.6518625437184256,-1.3515238994059844,-0.06772886248820296,-1.208238494420696,-1.2721923055570976,0.0
2018-10-24,1.0,-0.6521715014698541,-1.3483276942703422,-0.05890509734316933,-1.2110488657163458,-1.276221642908647,0.0
2018-10-25,1.0,-0.6029553485383874,-1.2723525002676945,-0.04973765927829532,-1.204090373701681,-1.224756397901274,0.0
2018-10-26,1.0,-0.5842773954473266,-1.2543144520910534,-0.025886712546320804,-1.2157226045526732,-1.2136050820539968,0.0
2018-10-29,1.0,-0.5616106250658797,-1.2708443132707916,-0.0033730367871824605,-1.2079160957099189,-1.2266786128386213,0.0
2018-10-30,1.0,-0.5764289113308307,-1.274255802886903,-0.010891979062020834,-1.209908528525353,-1.2158832549040344,0.0
2018-10-31,1.0,-0.5839239775292697,-1.2377802278574053,-0.013072924870058277,-1.2075392450254634,-1.207854255263296,0.0
2018-11-01,1.0,-0.578756884343037,-1.2430107526881722,-0.007710464201416208,-1.2076055599265672,-1.2081300813008131,0.0
2018-11-02,1.0,-0.5780426070449272,-1.26123180763552,-0.009597131406876186,-1.2092385572663995,-1.2150917527947689,0.0
2018-11-05,1.0,-0.5795082832119869,-1.2586261475150364,-0.009338398227287117,-1.2098765432098766,-1.218581829692941,0.0
2018-11-06,1.0,-0.5672913117546848,-1.259689097103918,-0.015012776831345826,-1.2339757240204428,-1.247657580919932,0.0
2018-11-07,1.0,-0.5722527912815856,-1.2656659009562476,-0.0076392969709920405,-1.2426945883861318,-1.2539131363854907,0.0
2018-11-08,1.0,-0.5268458154449568,-1.2725923570254942,-0.0,-1.2315153442518683,-1.269306196003604,0.0
2018-11-09,1.0,-0.5257884972170687,-1.272780280943546,-0.0,-1.2331831433872251,-1.2690697058043996,0.0
2018-11-12,1.0,-0.5249537892791127,-1.2439926062846582,-0.0,-1.2466332189067866,-1.2656456297861105,0.0
2018-11-13,1.0,-0.4912078710487754,-1.2347184425371571,-0.0,-1.246807619845091,-1.2606238224827298,0.0
2018-11-14,1.0,-0.4942902042954427,-1.2343635411210059,-0.0,-1.248821372446307,-1.2608695652173914,0.0
2018-11-15,1.0,-0.49278242677824263,-1.2351464435146444,-0.0,-1.252510460251046,-1.2496861924686193,0.0
2018-11-16,1.0,-0.4834060905696103,-1.224425393152054,-0.0,-1.2682901172881713,-1.283437647925104,0.0
2018-11-19,1.0,-0.4907080810739668,-1.2240589628849696,-0.0,-1.2663332455909448,-1.283443011318768,0.0
2018-11-20,1.0,-0.48276406504920794,-1.2247250144729225,-0.0,-1.2689858428503762,-1.2863533498236934,0.0
2018-11-21,1.0,-0.4879053279115838,-1.212543009071004,-0.0,-1.2627463246793869,-1.2499739338963614,0.0
2018-11-23,1.0,-0.4891711786755519,-1.2000208246563933,-0.0,-1.2666076634735528,-1.2503644314868805,0.0
2018-11-26,1.0,-0.4877121732791836,-1.2092575236905134,-0.0,-1.2631990003124023,-1.2465896074143497,0.0
2018-11-27,1.0,-0.4719904648390941,-1.2152666217546768,-0.0,-1.2559465201844846,-1.238949059439291,0.0
2018-11-28,1.0,-0.46817921631888426,-1.2450434511109953,-0.0,-1.2520684810324192,-1.238382682000312,0.0
2018-11-29,1.0,-0.4180386910887014,-1.2269499897098168,-0.0,-1.2503087054949578,-1.2497941963366948,0.0
2018-11-30,1.0,-0.4195476325416044,-1.2306661857900973,-0.0,-1.2564274305734453,-1.2456077077644392,0.0
2018-12-03,1.0,-0.4193415425833376,-1.230717708279664,-0.0,-1.2565304755525788,-1.245659230254006,0.0
2018-12-04,1.0,-0.4131619537275064,-1.2312596401028277,-0.0,-1.2533676092544987,-1.243650385604113,0.0
2018-12-06,1.0,-0.40140140140140135,-1.1324824824824824,-0.0,-1.2636636636636636,-1.2074574574574575,0.0
2018-12-07,1.0,-0.39955949341743,-1.1330029533964059,-0.0,-1.2645041798067778,-1.2086899934925164,0.0
2018-12-10,1.0,-0.35846626374715146,-1.1397503220053502,-0.0,-1.2685029228177944,-1.187258495987318,0.0
2018-12-11,1.0,-0.3387385594906486,-1.1534023079984084,-0.0,-1.2692499005173101,-1.2127437325905293,0.0
2018-12-12,1.0,-0.3409622369272103,-1.1532414547987462,-0.0,-1.2702124483805166,-1.210906015224638,0.0
2018-12-13,1.0,-0.34242545128153984,-1.1591702403510522,-0.0,-1.270020943452678,-1.2149197167647352,0.0
2018-12-14,1.0,-0.3436876745113682,-1.158356601515756,-0.0,-1.2695452732349424,-1.2144994016753092,0.0
2018-12-17,1.0,-0.3276709879302637,-1.155863507673968,-0.0,-1.2577857249292206,-1.2256494312819748,0.0
2018-12-18,1.0,-0.3171370668775641,-1.1468044090751817,-0.0,-1.2538678266027385,-1.2251000939152785,0.0
2018-12-19,1.0,-0.302158273381295,-1.15698337881419,-0.0,-1.2683205160009925,-1.2340858347804515,0.0
2018-12-20,1.0,-0.30311726867887184,-1.1495794161306285,-0.0,-1.2661058881741711,-1.229242949035131,0.0
2018-12-21,1.0,-0.29657382302193736,-1.1478925314271629,-0.0,-1.2665516391422231,-1.2186837564702984,0.0
2018-12-24,1.0,-0.2715390640297631,-1.121646759349912,-0.0,-1.2610632465243783,-1.2410417074603488,0.0
2018-12-26,1.0,-0.2709990300678953,-1.132686711930165,-0.0,-1.2257516973811833,-1.2202715809893308,0.0
2018-12-27,1.0,-0.21178172991644495,-1.0854688885776969,-0.0,-1.1402698034822387,-1.2303598935723288,0.0
2018-12-28,1.0,-0.2013833715006777,-1.0992195167546852,-0.0,-1.1438052063373372,-1.2291442725615742,0.0
2018-12-31,1.0,-0.19964466055732188,-1.103235459135964,-0.0,-1.1439592294744718,-1.228679633439312,0.0
2019-01-02,1.0,-0.19126322689390393,-1.1071729562693138,-0.0,-1.1451914973312107,-1.2384118363142618,0.0
2019-01-03,1.0,-0.15554174237352972,-1.1481782538012815,-0.0,-1.1547767045997896,-1.3229415702400305,0.0
2019-01-04,1.0,-0.08432468587262912,-1.1850365486598826,-0.0,-1.1484878887774115,-1.3597534757058907,0.0
2019-01-07,1.0,-0.053825956489122286,-1.146755438859715,-0.0,-1.1499906226556638,-1.3381001500375094,0.0
2019-01-08,1.0,-0.05307118389564075,-1.1502510440617522,-0.0,-1.1495471822063723,-1.3395429590352401,0.0
2019-01-09,1.0,-0.04993909866017052,-1.1373090977232267,-0.0,-1.149957837533964,-1.3475124145038884,0.0
2019-01-10,1.0,-0.049667322650173366,-1.1380376721956706,-0.0,-1.1499390872458064,-1.3479992503045637,0.0
2019-01-11,1.0,-0.05256976416423941,-1.1019919195715495,-0.0,-1.1620783613642771,-1.3812834727050645,0.0
2019-01-14,1.0,-0.06336605758842595,-1.1008971769458407,-0.0,-1.1622434120907512,-1.3707548499224953,0.0
2019-01-15,1.0,-0.06579936126244598,-1.097971068946083,-0.0,-1.1613281983843697,-1.3715010332519255,0.0
2019-01-16,1.0,-0.05130491926398798,-1.0995118287645513,-0.0,-1.1549004881712355,-1.3882369508073602,0.0
2019-01-17,1.0,-0.055469519921160074,-1.0925430569243042,-0.0,-1.1554742127739452,-1.3893190670608662,0.0
2019-01-18,1.0,-0.06295193534666099,-1.08814216172787,-0.0,-1.1605936008317974,-1.414433574365518,0.0
2019-01-22,1.0,-0.0,-1.0749078206869784,-0.0,-1.2305453134096642,-1.5460896565107705,0.0
2019-01-23,1.0,-0.0,-1.0532601835218722,-0.0,-1.2438704665728018,-1.5579453318444436,0.0
2019-01-24,1.0,-0.0,-1.0557656871302492,-0.0,-1.2362525458248472,-1.5571719522839687,0.0
2019-01-25,1.0,-0.0,-0.9390985999109484,-0.0,-1.3273635778954138,-1.6808984317023699,0.0
2019-01-28,1.0,-0.0,-0.9181692094313453,-0.0,-1.3578858727957202,-1.6773826035268475,0.0
2019-01-29,1.0,-0.0,-0.9014273636047148,-0.0,-1.3587307902720445,-1.713234197045805,0.0
2019-01-30,1.0,-0.0,-0.8990104917706727,-0.0,-1.355278205956939,-1.718164188752424,0.0
2019-01-31,1.0,-0.0,-0.9197687746050731,-0.0,-1.293417052872876,-1.7701699307320478,0.0
2019-02-01,1.0,-0.0,-0.9181260290375692,-0.0,-1.3039465149927658,-1.7672005188843987,0.0
2019-02-04,1.0,-0.0,-0.9164962338504514,-0.0,-1.306330124208111,-1.7654511897041951,0.0
2019-02-05,1.0,-0.0,-0.9165543744073464,-0.0,-1.3038878075560214,-1.7703248989369667,0.0
2019-02-06,1.0,-0.0,-0.9050711966025481,-0.0,-1.3155133649762678,-1.775618286285286,0.0
2019-02-07,1.0,-0.0,-0.9007988017973041,-0.0,-1.3236145781328008,-1.768147778332501,0.0
2019-02-08,1.0,-0.0,-0.8928124217380415,-0.0,-1.3368394690708743,-1.7791134485349362,0.0
2019-02-11,1.0,-0.0,-0.8730485417398725,-0.0,-1.3437578434817528,-1.8030219366497666,0.0
2019-02-12,1.0,-0.0,-0.8957231373734321,-0.0,-1.3480429197521535,-1.793763538360788,0.0
2019-02-13,1.0,-0.0,-0.8313435756923379,-0.0,-1.3057050592034445,-1.7557980232899502,0.0
2019-02-14,1.0,-0.0,-0.8630842483723642,-0.0,-1.2784471868623066,-1.7171314741035857,0.0
2019-02-15,1.0,-0.0,-0.927126681505855,-0.0,-1.2330881641343268,-1.678650924223362,0.0
2019-02-19,1.0,-0.0,-0.9027387980257428,-0.0,-1.258830930030001,-1.6772960418078002,0.0
2019-02-20,1.0,-0.0,-0.9242497579864473,-0.0,-1.2514520813165537,-1.6646176185866408,0.0
2019-02-21,1.0,-0.0,-0.9222547584187408,-0.0,-1.2793069790141531,-1.6788677403611516,0.0
2019-02-22,1.0,-0.0,-0.9143471042093955,-0.0,-1.2866490868248852,-1.682293192694599,0.0
2019-02-25,1.0,-0.0,-0.9048902391219129,-0.0,-1.3030674245393963,-1.6921305370442963,0.0
2019-02-26,1.0,-0.0,-0.9035023267205486,-0.0,-1.3131520940484938,-1.681704628949302,0.0
2019-02-27,1.0,-0.0,-0.9028233106620346,-0.0,-1.3279346283701132,-1.6622791994911192,0.0
2019-02-28,1.0,-0.0,-0.9048475713521661,-0.0,-1.3161375018233092,-1.6411241308892888,0.0
2019-03-01,1.0,-0.0,-0.904074290159471,-0.0,-1.3165597043951769,-1.6412874367950214,0.0
