Date,IWF,IWM,MTUM,SAH,SPY,VLUE,VXX
2019-03-14,-0.0,-0.9280973451327434,-0.0,1.0,-0.635529334644379,-1.5333497214028187,0.0
2019-03-15,-0.0,-0.9349893425151664,-0.0,1.0,-0.6305951795376291,-1.5334071159206426,0.0
2019-03-18,-0.0,-0.9469318697643709,-0.0,1.0,-0.6451120373045022,-1.534560310320637,0.0
2019-03-19,-0.0,-0.9634406800954813,-0.0,1.0,-0.6597428703044517,-1.5645965073914319,0.0
2019-03-20,-0.0,-0.9621449784581921,-0.0,1.0,-0.6582590872966078,-1.5624294139791692,0.0
2019-03-21,-0.0,-0.9632066378912961,-0.0,1.0,-0.6489963541884927,-1.578426853287516,0.0
2019-03-22,-0.0,-0.9586420014392752,-0.0,1.0,-0.6944079922109808,-1.5800702704990899,0.0
2019-03-25,-0.0,-0.8781666666666668,-0.0,1.0,-0.7180416666666667,-1.5704166666666668,0.0
2019-03-26,-0.0,-0.9000544548234407,-0.0,1.0,-0.7262179030704142,-1.5625183261425042,0.0
2019-03-27,-0.0,-0.9007662353975631,-0.0,1.0,-0.7234853242892434,-1.5627852447347488,0.0
2019-03-28,-0.0,-0.9022705252959266,-0.0,1.0,-0.7253464762626901,-1.5848182316020052,0.0
2019-03-29,-0.0,-0.8800508259212197,-0.0,1.0,-0.7421855146124523,-1.6132570944515037,0.0
2019-04-01,-0.0,-0.8764598462649169,-0.0,1.0,-0.7467617955578205,-1.6236038561175519,0.0
2019-04-02,-0.0,-0.8901126832161316,-0.0,1.0,-0.7645937473523681,-1.5815047021943573,0.0
2019-04-03,-0.0,-0.8892842016094875,-0.0,1.0,-0.7635747564591274,-1.5826344769165608,0.0
2019-04-04,-0.0,-0.8896516653953724,-0.0,1.0,-0.7631578947368421,-1.5848376981100094,0.0
2019-04-05,-0.0,-0.8872269907368064,-0.0,1.0,-0.7677827823574402,-1.5941616384804964,0.0
2019-04-08,-0.0,-0.880931216931217,-0.0,1.0,-0.769904761904762,-1.581968253968254,0.0
2019-04-09,-0.0,-0.8612937433722164,-0.0,1.0,-0.8145493107104985,-1.565896076352068,0.0
2019-04-10,-0.0,-0.8737006018265225,-0.0,1.0,-0.8032490215058289,-1.5316695425276714,0.0
2019-04-11,-0.0,-0.8848505291563014,-0.0,1.0,-0.8271282202639457,-1.5044061221908336,0.0
2019-04-12,-0.0,-0.8813537837495247,-0.0,1.0,-0.8311995605695695,-1.5127392571935607,0.0
2019-04-15,-0.0,-0.8807199252907717,-0.0,1.0,-0.84502079972833,-1.5191017913235418,0.0
2019-04-16,-0.0,-0.8884775965221882,-0.0,1.0,-0.8672577798820643,-1.5484870658115613,0.0
2019-04-17,-0.0,-0.8660833584759278,-0.0,1.0,-0.8795310546959183,-1.5645446316969096,0.0
2019-04-18,-0.0,-0.8543932332124977,-0.0,1.0,-0.8795097531503538,-1.5816502675643016,0.0
2019-04-22,-0.0,-0.8627297953520637,-0.0,1.0,-0.8888744363510231,-1.584157127991675,0.0
2019-04-23,-0.0,-0.8722931462681365,-0.0,1.0,-0.8860616095159253,-1.5987538669339025,0.0
2019-04-24,-0.0,-0.8621334725485078,-0.0,1.0,-0.8844514052031671,-1.603889323936309,0.0
2019-04-25,-0.0,-0.8820104198590254,-0.0,1.0,-0.9095923996322403,-1.5864892080031523,0.0
2019-04-26,-0.0,-0.8400843679593499,-0.0,1.0,-1.332630267005417,-1.6209673553520925,0.0
2019-04-29,-0.0,-0.9925512104283053,-0.0,1.0,-1.6354881617451449,-1.6925246076084064,0.0
2019-04-30,-0.0,-0.9974491151618217,-0.0,1.0,-1.6347983206674814,-1.6820959770420365,0.0
2019-05-01,-0.0,-1.0094872614859822,-0.0,1.0,-1.6503571047862702,-1.6700778168638737,0.0
2019-05-02,-0.0,-0.9944748446050045,-0.0,1.0,-1.6459650427668278,-1.6722095308930562,0.0
2019-05-03,-0.0,-0.967826133276514,-0.0,1.0,-1.6728812656474723,-1.6861449954722205,0.0
2019-05-06,-0.0,-0.9344419061786112,-0.0,1.0,-1.6844286245550655,-1.6938320140253944,0.0
2019-05-07,-0.0,-0.9553633402744407,-0.0,1.0,-1.6872230231192267,-1.6967270009076831,0.0
2019-05-08,-0.0,-0.939057292493255,-0.0,1.0,-1.656192138813945,-1.6949161508755224,0.0
2019-05-09,-0.0,-0.9387852196437066,-0.0,1.0,-1.661309932864619,-1.6861553100385895,0.0
2019-05-10,-0.0,-0.9364675984752224,-0.0,1.0,-1.6665078356628547,-1.6913913595933925,0.0
2019-05-13,-0.0,-0.9315764407048738,-0.0,1.0,-1.6656082976133777,-1.6946605281261578,0.0
2019-05-14,-0.0,-0.8509597877542526,-0.0,1.0,-1.6750767309993237,-1.6761171513291369,0.0
2019-05-15,-0.0,-0.8574107840583485,-0.0,1.0,-1.6957541026308935,-1.656525136754363,0.0
2019-05-16,-0.0,-0.8597605413846955,-0.0,1.0,-1.686725663716814,-1.659135866736075,0.0
2019-05-17,-0.0,-0.8436473593660392,-0.0,1.0,-1.6681090662634899,-1.7017360930087064,0.0
2019-05-20,-0.0,-0.8323873991148139,-0.0,1.0,-1.6701379848997655,-1.7043998958604532,0.0
2019-05-21,-0.0,-0.8307420310956268,-0.0,1.0,-1.6664240029119648,-1.7027195673651916,0.0
2019-05-22,-0.0,-0.825098814229249,-0.0,1.0,-1.6716247139588098,-1.7040253796546703,0.0
2019-05-23,-0.0,-0.823321554770318,-0.0,1.0,-1.6742880897942216,-1.698815215131989,0.0
2019-05-24,-0.0,-0.7907867494824016,-0.0,1.0,-1.678209109730849,-1.7069875776397516,0.0
2019-05-28,-0.0,-0.782056534207292,-0.0,1.0,-1.658131913150348,-1.6806636624334288,0.0
2019-05-29,-0.0,-0.8003170382491307,-0.0,1.0,-1.6658825935774186,-1.6473205154428308,0.0
2019-05-30,-0.0,-0.7997548017981202,-0.0,1.0,-1.6638741315897019,-1.6446669391091133,0.0
2019-05-31,-0.0,-0.8053513071895425,-0.0,1.0,-1.6694240196078434,-1.631433823529412,0.0
2019-06-03,-0.0,-0.8110919423584331,-0.0,1.0,-1.6673432108788309,-1.595646437994723,0.0
2019-06-04,-0.0,-0.7938869077941926,-0.0,1.0,-1.6441161487519105,-1.6562404482934285,0.0
2019-06-05,-0.0,-0.7972777145223061,-0.0,1.0,-1.6615257219749509,-1.7166442397267363,0.0
2019-06-06,-0.0,-0.7770227560050569,-0.0,1.0,-1.783449220396123,-1.707174462705436,0.0
2019-06-07,-0.0,-0.8122328355058315,-0.0,1.0,-1.7662673492004854,-1.6988231568948229,0.0
2019-06-10,-0.0,-0.8196574440052701,-0.0,1.0,-1.7416600790513834,-1.708774703557312,0.0
2019-06-11,-0.0,-0.8295871194006058,-0.0,1.0,-1.755406769753972,-1.7287847388277806,0.0
2019-06-12,-0.0,-0.8254129470251778,-0.0,1.0,-1.7677874592398568,-1.7523921526701236,0.0
2019-06-13,-0.0,-0.8486243442886199,-0.0,1.0,-1.7658708917674768,-1.7382507226207042,0.0
2019-06-14,-0.0,-0.8347234765977793,-0.0,1.0,-1.7879721617170483,-1.6900069064442438,0.0
2019-06-17,-0.0,-0.8225185809920406,-0.0,1.0,-1.7928944177955828,-1.6557904169521904,0.0
2019-06-18,-0.0,-0.8090059652642138,-0.0,1.0,-1.8015097925355015,-1.668531911524046,0.0
2019-06-19,-0.0,-0.7965520877266976,-0.0,1.0,-1.8240194010965838,-1.651412905946858,0.0
2019-06-20,-0.0,-0.8053765712474912,-0.0,1.0,-1.820692933347417,-1.6554346677933875,0.0
2019-06-21,-0.0,-0.8162801753737257,-0.0,1.0,-1.8075643125033014,-1.6584966457133803,0.0
2019-06-24,-0.0,-0.8077839555202542,-0.0,1.0,-1.809690230341541,-1.6776806989674347,0.0
2019-06-25,-0.0,-0.7463060617135697,-0.0,1.0,-1.8035816843314365,-1.6712264397222365,0.0
2019-06-26,-0.0,-0.7422626516102049,-0.0,1.0,-1.7872229192806357,-1.698452530322041,0.0
2019-06-27,-0.0,-0.726553494708163,-0.0,1.0,-1.7937231478570679,-1.719113486325055,0.0
2019-06-28,-0.0,-0.7124313007066213,-0.0,1.0,-1.8031928814446478,-1.7186076943208586,0.0
2019-07-01,-0.0,-0.7029019607843137,-0.0,1.0,-1.8218562091503268,-1.7040522875816995,0.0
2019-07-02,-0.0,-0.7104795737122558,-0.0,1.0,-1.8076481036464318,-1.7059868352314282,0.0
2019-07-03,-0.0,-0.7187807786014204,-0.0,1.0,-1.7666787621170494,-1.6983567466694311,0.0
2019-07-05,-0.0,-0.7280202730657841,-0.0,1.0,-1.7493276789408356,-1.6943525031030204,0.0
2019-07-08,-0.0,-0.7224525308357643,-0.0,1.0,-1.7290547110906391,-1.6664619478990736,0.0
2019-07-09,-0.0,-0.7203658287349275,-0.0,1.0,-1.726139382791743,-1.6628346617617005,0.0
2019-07-10,-0.0,-0.7076851994455567,-0.0,1.0,-1.7585091637147698,-1.6675394014066431,0.0
2019-07-11,-0.0,-0.7041833693082536,-0.0,1.0,-1.7752081406105458,-1.6599342172885188,0.0
2019-07-12,-0.0,-0.6927636326151944,-0.0,1.0,-1.7811565817956911,-1.6801876095247912,0.0
2019-07-15,-0.0,-0.7593352482560526,-0.0,1.0,-1.771953221173574,-1.5980201066885515,0.0
2019-07-16,-0.0,-0.7867918873014287,-0.0,1.0,-1.7457288440403638,-1.4629833150164853,0.0
2019-07-17,-0.0,-0.7903991208352066,-0.0,1.0,-1.7430940606423895,-1.4617613267395972,0.0
2019-07-18,-0.0,-0.7949651046859422,-0.0,1.0,-1.7400299102691925,-1.450049850448654,0.0
2019-07-19,-0.0,-0.7976962202054453,-0.0,1.0,-1.7422459359728732,-1.446644061035205,0.0
2019-07-22,-0.0,-0.7840075821818726,-0.0,1.0,-1.7414076919239787,-1.4628622736569064,0.0
2019-07-23,-0.0,-0.7805193513083276,-0.0,1.0,-1.7314197592279377,-1.4626902795741719,0.0
2019-07-24,-0.0,-0.780314687050181,-0.0,1.0,-1.7248225542264355,-1.458380900382191,0.0
2019-07-25,-0.0,-0.7993409556143591,-0.0,1.0,-1.7130660542213791,-1.4803534874432074,0.0
2019-07-26,-0.0,-0.7628699642010789,-0.0,1.0,-1.7720465890183026,-1.5071849947057934,0.0
2019-07-29,-0.0,-0.7501386717765116,-0.0,1.0,-1.770662094700217,-1.5218092884877215,0.0
2019-07-30,-0.0,-0.7355518411588917,-0.0,1.0,-1.7861014030289217,-1.543483766398217,0.0
2019-07-31,-0.0,-0.7217285329812624,-0.0,1.0,-1.7988117605240441,-1.5574569644035952,0.0
2019-08-01,-0.0,-0.7518713331984623,-0.0,1.0,-1.7739227189965607,-1.5318632409467934,0.0
2019-08-02,-0.0,-0.7390337578330302,-0.0,1.0,-1.7753689104507784,-1.539165150596321,0.0
2019-08-05,-0.0,-0.7305183312262958,-0.0,1.0,-1.7916055625790137,-1.5347661188369153,0.0
2019-08-06,-0.0,-0.7264516129032258,-0.0,1.0,-1.7131017369727046,-1.5232258064516127,0.0
2019-08-07,-0.0,-0.7346565036626411,-0.0,1.0,-1.6840229657493566,-1.530835478123144,0.0
2019-08-08,-0.0,-0.7398237100128751,-0.0,1.0,-1.6880756660394176,-1.5240665544221055,0.0
2019-08-09,-0.0,-0.7079205480802406,-0.0,1.0,-1.6621814776479866,-1.5586771156784467,0.0
2019-08-12,-0.0,-0.7026455546813531,-0.0,1.0,-1.6863198269079465,-1.5284716758457906,0.0
2019-08-13,-0.0,-0.6818764166748793,-0.0,1.0,-1.7008475411451658,-1.5447915640090666,0.0
2019-08-14,-0.0,-0.6959678210536643,-0.0,1.0,-1.6738938487197095,-1.5355145688217402,0.0
2019-08-15,-0.0,-0.7355868634899265,-0.0,1.0,-1.6439390296677407,-1.42890801557917,0.0
2019-08-16,-0.0,-0.7483724743212615,-0.0,1.0,-1.630756618604427,-1.4431692144476056,0.0
2019-08-19,-0.0,-0.716213620209394,-0.0,1.0,-1.6543559696474883,-1.4320430314090866,0.0
2019-08-20,-0.0,-0.7301011643443405,-0.0,1.0,-1.6376216835273907,-1.404180187058599,0.0
2019-08-21,-0.0,-0.7293293577547446,-0.0,1.0,-1.6048085569596289,-1.3987410667802547,0.0
2019-08-22,-0.0,-0.7325542886880825,-0.0,1.0,-1.605715096749775,-1.3927709703363769,0.0
2019-08-23,-0.0,-0.729096673449108,-0.0,1.0,-1.6056404675152607,-1.3971986939857095,0.0
2019-08-26,-0.0,-0.7128990106402838,-0.0,1.0,-1.5812488333022214,-1.372643270487213,0.0
2019-08-27,-0.0,-0.7137108095460926,-0.0,1.0,-1.595086569957885,-1.3706598034627984,0.0
2019-08-28,-0.0,-0.7010849233071456,-0.0,1.0,-1.610082304526749,-1.3652263374485596,0.0
2019-08-29,-0.0,-0.6917251051893408,-0.0,1.0,-1.616923796166433,-1.3663861617578306,0.0
2019-08-30,-0.0,-0.6675514575766043,-0.0,1.0,-1.63872590108969,-1.3505169041631742,0.0
2019-09-03,-0.0,-0.6824204534851172,-0.0,1.0,-1.653867686852664,-1.329243258374545,0.0
2019-09-04,-0.0,-0.667055529631358,-0.0,1.0,-1.6602893140457304,-1.3389640690620626,0.0
2019-09-05,-0.0,-0.6613203161320315,-0.0,1.0,-1.6545327754532773,-1.3331473733147374,0.0
2019-09-06,-0.0,-0.6613411132722052,-0.0,1.0,-1.6522645179216449,-1.3173103639899972,0.0
2019-09-09,-0.0,-0.673915059347181,-0.0,1.0,-1.6576873145400592,-1.3048961424332344,0.0
2019-09-10,-0.0,-0.6750996200537485,-0.0,1.0,-1.655638958391252,-1.3027522935779816,0.0
2019-09-11,-0.0,-0.7267788209502931,-0.0,1.0,-1.6094457417909738,-1.4295381975885242,0.0
2019-09-12,-0.0,-0.6804182781836412,-0.0,1.0,-1.6486176765506375,-1.445829155326362,0.0
2019-09-13,-0.0,-0.6737027683804259,-0.0,1.0,-1.6387763853814266,-1.452327631390861,0.0
2019-09-16,-0.0,-0.6701420440958439,-0.0,1.0,-1.6567028552298053,-1.4557845903677842,0.0
2019-09-17,-0.0,-0.6166522947207052,-0.0,1.0,-1.6834339369550635,-1.4905145156654211,0.0
2019-09-18,-0.0,-0.6078356243115092,-0.0,1.0,-1.6807797308300207,-1.500886057761387,0.0
2019-09-19,-0.0,-0.6176259165189054,-0.0,1.0,-1.6669861503809844,-1.5076915704221978,0.0
2019-09-20,-0.0,-0.6352551485766406,-0.0,1.0,-1.6641543852911527,-1.5011281263501512,0.0
2019-09-23,-0.0,-0.6388048229812172,-0.0,1.0,-1.658692414853245,-1.506268914829226,0.0
2019-09-24,-0.0,-0.6374249339418688,-0.0,1.0,-1.6583233245255824,-1.5085275042036992,0.0
