Date,IWF,IWM,MTUM,SAH,SPY,VLUE,VXX
2018-09-24,-0.40664807066480707,-1.3173872617387261,-0.0,1.0,-0.8668526266852625,-1.0580660158066015,0.0
2018-09-25,-0.40580654166472807,-1.318894523798446,-0.0,1.0,-0.8681431163634672,-1.0597869073651887,0.0
2018-09-26,-0.4042612709217213,-1.3195020746887967,-0.0,1.0,-0.8709030724043079,-1.067555596997529,0.0
2018-09-27,-0.40791802515137404,-1.311224965067536,-0.0,1.0,-0.8711690731252911,-1.0673497904052165,0.0
2018-09-28,-0.4049188759526815,-1.3230467106186,-0.0,1.0,-0.8759526815355122,-1.0718193294992284,0.0
2018-10-01,-0.40603226560673367,-1.3219546411035772,-0.0,1.0,-0.8765022211830722,-1.071685761047463,0.0
2018-10-02,-0.40570545250140533,-1.3347854599962525,-0.0,1.0,-0.8746018362375866,-1.0691868090687653,0.0
2018-10-03,-0.4057129477874034,-1.3324280028096467,-0.0,1.0,-0.8748770779676891,-1.0697728869117302,0.0
2018-10-04,-0.40837622835751053,-1.327047262517548,-0.0,1.0,-0.8775854000935892,-1.0664482919981282,0.0
2018-10-05,-0.38706972844566584,-1.3192510130886395,-0.0,1.0,-0.8785690996320277,-1.0729423820392194,0.0
2018-10-08,-0.382545657326084,-1.3141874622426692,-0.0,1.0,-0.8795483061480552,-1.0708211348110972,0.0
2018-10-09,-0.3815985130111524,-1.3143587360594795,-0.0,1.0,-0.8796468401486989,-1.071236059479554,0.0
2018-10-10,-0.3886818816953889,-1.315463437354448,-0.0,1.0,-0.8860270144387518,-1.0674429436422916,0.0
2018-10-11,-0.27322082975161743,-1.3093245260824322,-0.0,1.0,-0.850608514681265,-1.0911188526444373,0.0
2018-10-12,-0.272094889859984,-1.300231873718006,-0.0,1.0,-0.822081512530099,-1.0647016855435656,0.0
2018-10-15,-0.22616814080228714,-1.352273742517645,-0.0,1.0,-0.8171178415080854,-1.0715179129813277,0.0
2018-10-16,-0.21853889858184583,-1.3684963986936876,-0.0,1.0,-0.8162662729834922,-1.0704156041694628,0.0
2018-10-17,-0.18960674157303373,-1.318556882022472,-0.0,1.0,-0.8050386235955057,-1.0758426966292136,0.0
2018-10-18,-0.1909282700421941,-1.3228727144866386,-0.0,1.0,-0.8042809423347399,-1.0771360759493671,0.0
2018-10-19,-0.16718954248366014,-1.3113725490196078,-0.0,1.0,-0.8016993464052287,-1.077037037037037,0.0
2018-10-22,-0.16799755639917963,-1.297202949775276,-0.0,1.0,-0.8121918226643975,-1.0861805646463323,0.0
2018-10-23,-0.18082263787288097,-1.303517455867537,-0.0,1.0,-0.8094090849358273,-1.0866441806474223,0.0
2018-10-24,-0.17690557451649602,-1.3017852454712524,-0.0,1.0,-0.8087862081036142,-1.0881683731513083,0.0
2018-10-25,-0.1188038216014738,-1.2517030118675292,-0.0,1.0,-0.8514630906987704,-1.0622938177455978,0.0
2018-10-26,-0.11791808873720137,-1.243387372013652,-0.0,1.0,-0.8488054607508533,-1.0561006825938566,0.0
2018-10-29,-0.08918494632780347,-1.2545716831431117,-0.0,1.0,-0.8356739785311214,-1.0634307777164917,0.0
2018-10-30,-0.08299758259468171,-1.2543364858560584,-0.0,1.0,-0.8355740277365452,-1.068153865727978,0.0
2018-10-31,-0.0875399629816591,-1.2273683324920073,-0.0,1.0,-0.8312300185091704,-1.0604913343429245,0.0
2018-11-01,-0.0409319362807735,-1.2896754408382316,-0.0,1.0,-0.8494335122242099,-1.0792656955447655,0.0
2018-11-02,-0.04867518835181579,-1.249767205620926,-0.0,1.0,-0.8615508338271396,-1.0726318462710571,0.0
2018-11-05,-0.04314323214361319,-1.2669037639188787,-0.0,1.0,-0.8635420635928701,-1.0602481053389219,0.0
2018-11-06,-0.058913607554553576,-1.2846569398953593,-0.0,1.0,-0.8602237440980051,-1.049938321493896,0.0
2018-11-07,-0.05773073162436764,-1.285295242953705,-0.0,1.0,-0.8584789355099265,-1.0496535305870849,0.0
2018-11-08,-0.02612756647593403,-1.2837849209020533,-0.0,1.0,-0.8445388757993941,-1.0528862335913833,0.0
2018-11-09,-0.025955996802826974,-1.2833704934584158,-0.0,1.0,-0.8450212443733961,-1.052416810399226,0.0
2018-11-12,-0.023860354137887733,-1.265101092553058,-0.0,1.0,-0.8490518648750471,-1.0480137301686971,0.0
2018-11-13,-0.0,-1.2612975577338428,-0.0,1.0,-0.8476906462867586,-1.0445256687157334,0.0
2018-11-14,-0.0,-1.2608497030607582,-0.0,1.0,-0.8478342123842352,-1.044270941484281,0.0
2018-11-15,-0.0,-1.2618484886179873,-0.0,1.0,-0.8502301281253888,-1.0343740929634697,0.0
2018-11-16,-0.0,-1.249188784424661,-0.0,1.0,-0.856394042765621,-1.0544970463432897,0.0
2018-11-19,-0.0,-1.252283057420458,-0.0,1.0,-0.8594303823860556,-1.0582961511196365,0.0
2018-11-20,-0.0,-1.22961826998798,-0.0,1.0,-0.842665892982965,-1.0724499523355575,0.0
2018-11-21,-0.0,-1.2223911881961285,-0.0,1.0,-0.8348197772389133,-1.0527721836340471,0.0
2018-11-23,-0.0,-1.2129694233531707,-0.0,1.0,-0.8380874204801969,-1.0531910527395856,0.0
2018-11-26,-0.0,-1.2269436445907034,-0.0,1.0,-0.8361990950226244,-1.0504319210201563,0.0
2018-11-27,-0.0,-1.2297203226731093,-0.0,1.0,-0.8242496212276319,-1.040866467384628,0.0
2018-11-28,-0.0,-1.2439064423471482,-0.0,1.0,-0.8205170291341813,-1.0389413212966763,0.0
2018-11-29,-0.0,-1.221502221135428,-0.0,1.0,-0.8083710315034438,-1.0455638423605167,0.0
2018-11-30,-0.0,-1.2233199967338941,-0.0,1.0,-0.8090144525189843,-1.0502572058463298,0.0
2018-12-03,-0.0,-1.2229746267439014,-0.0,1.0,-0.8075385494003426,-1.0488292404340378,0.0
2018-12-04,-0.0,-1.2230330207908684,-0.0,1.0,-0.8055442315532002,-1.048063595597228,0.0
2018-12-06,-0.0,-1.189997194726085,-0.0,1.0,-0.7892838536448522,-1.0282130405161705,0.0
2018-12-07,-0.0,-1.190222400320577,-0.0,1.0,-0.7890603085553998,-1.0279302744940895,0.0
2018-12-10,-0.0,-1.1868758915834523,-0.0,1.0,-0.7726660326517674,-1.0030115707719134,0.0
2018-12-11,-0.0,-1.1870170015455952,-0.0,1.0,-0.7718067609875956,-1.0042404787381605,0.0
2018-12-12,-0.0,-1.1871729824005073,-0.0,1.0,-0.77330743618202,-1.0033692722371967,0.0
2018-12-13,-0.0,-1.1817820680888251,-0.0,1.0,-0.7881460294760259,-1.0025424065466968,0.0
2018-12-14,-0.0,-1.163175259371149,-0.0,1.0,-0.8058989545653297,-1.005962555153635,0.0
2018-12-17,-0.0,-1.161067703169,-0.0,1.0,-0.7974854241859357,-1.0076547812636338,0.0
2018-12-18,-0.0,-1.1577403672305036,-0.0,1.0,-0.8175097432600748,-1.0425890955843946,0.0
2018-12-19,-0.0,-1.1579729946953867,-0.0,1.0,-0.8179954991158978,-1.0426780260408295,0.0
2018-12-20,-0.0,-1.1412281408655007,-0.0,1.0,-0.8449512450640664,-1.043113868966073,0.0
2018-12-21,-0.0,-1.1387542559583417,-0.0,1.0,-0.8406969757660725,-1.0261566192669738,0.0
2018-12-24,-0.0,-1.1149137451307736,-0.0,1.0,-0.8247873439860083,-1.035217425868511,0.0
2018-12-26,-0.0,-1.122619984264359,-0.0,1.0,-0.7935877261998426,-1.0177025963808026,0.0
2018-12-27,-0.0,-1.066533172132386,-0.0,1.0,-0.693516699410609,-1.0180595435998185,0.0
2018-12-28,-0.0,-1.0769521934971045,-0.0,1.0,-0.6930239600287672,-1.015178470040501,0.0
2018-12-31,-0.0,-1.0831722203267748,-0.0,1.0,-0.6931271086849388,-1.0145949429470411,0.0
2019-01-02,-0.0,-1.0834502369668249,-0.0,1.0,-0.6932322274881517,-1.0147488151658768,0.0
2019-01-03,-0.0,-1.0880852683669584,-0.0,1.0,-0.6873239436619718,-1.0312143129044538,0.0
2019-01-04,-0.0,-1.0926668684728318,-0.0,1.0,-0.656122294536098,-1.0350764340850613,0.0
2019-01-07,-0.0,-1.0577443386086505,-0.0,1.0,-0.6391534783736703,-1.0094510952151514,0.0
2019-01-08,-0.0,-1.0628178949322444,-0.0,1.0,-0.6384258399851495,-1.0113978095414888,0.0
2019-01-09,-0.0,-1.0527388629456675,-0.0,1.0,-0.6373137647320436,-1.0160847972722555,0.0
2019-01-10,-0.0,-1.0548300934856802,-0.0,1.0,-0.6373349161596675,-1.0176213087995252,0.0
2019-01-11,-0.0,-1.0470168129742596,-0.0,1.0,-0.6436542181223032,-1.0290135396518374,0.0
2019-01-14,-0.0,-1.0461527018483394,-0.0,1.0,-0.6462865855926214,-1.0265536092826062,0.0
2019-01-15,-0.0,-1.0357781087118392,-0.0,1.0,-0.6443782576321668,-1.0428145941921072,0.0
2019-01-16,-0.0,-1.0293789927202497,-0.0,1.0,-0.6373495765859457,-1.0474298024067747,0.0
2019-01-17,-0.0,-1.0299662925510242,-0.0,1.0,-0.6326999296218099,-1.0414490498944329,0.0
2019-01-18,-0.0,-1.0259334943340144,-0.0,1.0,-0.6434330299089727,-1.0460709641463868,0.0
2019-01-22,-0.0,-1.1046879710581852,-0.0,1.0,-0.48771480253240884,-1.1760627072656016,0.0
2019-01-23,-0.0,-1.1003118307848367,-0.0,1.0,-0.48070781831160536,-1.1760153285494233,0.0
2019-01-24,-0.0,-1.100041339396445,-0.0,1.0,-0.48303205682287953,-1.1750535533090307,0.0
2019-01-25,-0.0,-1.0460273346784938,-0.0,1.0,-0.450184642326874,-1.3108463090569917,0.0
2019-01-28,-0.0,-1.0392149419178498,-0.0,1.0,-0.4514083972363526,-1.3056335889454105,0.0
2019-01-29,-0.0,-1.0275260793421153,-0.0,1.0,-0.4540089849996192,-1.3256681641666033,0.0
2019-01-30,-0.0,-1.0200378071833647,-0.0,1.0,-0.4344423440453686,-1.3262003780718334,0.0
2019-01-31,-0.0,-1.0371365838885522,-0.0,1.0,-0.3991898849182314,-1.3492580254391278,0.0
2019-02-01,-0.0,-1.0344866790465002,-0.0,1.0,-0.40921665971880095,-1.3460416113995528,0.0
2019-02-04,-0.0,-1.0247874551294163,-0.0,1.0,-0.40925750991876064,-1.344530511996977,0.0
2019-02-05,-0.0,-1.033131389625142,-0.0,1.0,-0.41139719803104885,-1.3418780764861793,0.0
2019-02-06,-0.0,-1.0336742424242424,-0.0,1.0,-0.4162121212121212,-1.3379924242424241,0.0
2019-02-07,-0.0,-1.03108788670529,-0.0,1.0,-0.41826650005679883,-1.3372335188761408,0.0
2019-02-08,-0.0,-1.0193624918685187,-0.0,1.0,-0.43091110856005815,-1.3763058202272986,0.0
2019-02-11,-0.0,-1.0016513691001958,-0.0,1.0,-0.4325050885210645,-1.4062367986481814,0.0
2019-02-12,-0.0,-1.0337605017615858,-0.0,1.0,-0.4404351697704131,-1.397421502961787,0.0
2019-02-13,-0.0,-1.043318507058596,-0.0,1.0,-0.44022432798298206,-1.3841810094759233,0.0
2019-02-14,-0.0,-1.0300903485982396,-0.0,1.0,-0.45911047345767575,-1.388421419985265,0.0
2019-02-15,-0.0,-1.0712733762706603,-0.0,1.0,-0.438542717467215,-1.370024055249476,0.0
2019-02-19,-0.0,-1.0523030397022333,-0.0,1.0,-0.45696339950372217,-1.367943548387097,0.0
2019-02-20,-0.0,-1.0641282565130261,-0.0,1.0,-0.4978191677472592,-1.3674800581555266,0.0
2019-02-21,-0.0,-1.0903372218019667,-0.0,1.0,-0.5122825178166183,-1.378787275550424,0.0
2019-02-22,-0.0,-1.0868486352357318,-0.0,1.0,-0.5506244152463085,-1.4303787169995525,0.0
2019-02-25,-0.0,-1.0830341113105926,-0.0,1.0,-0.5589603394809858,-1.4383466623143464,0.0
2019-02-26,-0.0,-1.0832959229482104,-0.0,1.0,-0.5582989837979023,-1.439538015753173,0.0
2019-02-27,-0.0,-1.0788829005389513,-0.0,1.0,-0.5681855299689695,-1.435897435897436,0.0
2019-02-28,-0.0,-1.08078085436576,-0.0,1.0,-0.570121702197174,-1.4330637915543576,0.0
2019-03-01,-0.0,-1.0835137011475477,-0.0,1.0,-0.5747539510760812,-1.425531914893617,0.0
2019-03-04,-0.0,-1.0843447096196137,-0.0,1.0,-0.5485867883033314,-1.4397246884418016,0.0
2019-03-05,-0.0,-1.0687938632283336,-0.0,1.0,-0.5694875142810512,-1.44205973559654,0.0
2019-03-06,-0.0,-1.0332689502936654,-0.0,1.0,-0.5019906184713626,-1.4065591864086087,0.0
2019-03-07,-0.0,-0.9769757556675064,-0.0,1.0,-0.556478274559194,-1.4023535894206551,0.0
2019-03-08,-0.0,-0.9667807129217061,-0.0,1.0,-0.5839433481858689,-1.4276336728198602,0.0
2019-03-11,-0.0,-0.9593090982124924,-0.0,1.0,-0.5873468567985539,-1.4702149025908817,0.0
2019-03-12,-0.0,-0.9113424702102567,-0.0,1.0,-0.6148277685143764,-1.5407295945341415,0.0
2019-03-13,-0.0,-0.9311037337595802,-0.0,1.0,-0.6310504528874133,-1.5364154268617565,0.0
