Date,IWF,IWM,MTUM,NVR,SPY,VLUE,VXX
2018-09-24,-0.5110379873375541,-1.1937270909696769,-0.0,1.0,-0.7728673775408197,-0.6876457847384205,0.0
2018-09-25,-0.5133222314737719,-1.1922564529558701,-0.0,1.0,-0.7718151540383015,-0.6856369691923397,0.0
2018-09-26,-0.5129699795977849,-1.1921971936544946,-0.0,1.0,-0.7720364741641338,-0.6865137194487239,0.0
2018-09-27,-0.5137316910785619,-1.1892892809587217,-0.0,1.0,-0.7716378162450066,-0.6860852197070573,0.0
2018-09-28,-0.5154252883134185,-1.1883925225862861,-0.0007910404263291561,1.0,-0.7721387235105542,-0.6865814563470586,0.0
2018-10-01,-0.5239751865202449,-1.19238829742644,-0.0,1.0,-0.7820856735686144,-0.6930589320144187,0.0
2018-10-02,-0.526229714429488,-1.1757873107728436,-0.0063739673753511975,1.0,-0.7867656308969683,-0.6982429655721893,0.0
2018-10-03,-0.5258920709463709,-1.1648706444714663,-0.004905866074049226,1.0,-0.791353935175479,-0.7060254098704348,0.0
2018-10-04,-0.5384582964555148,-1.1575420407131116,-0.0063640578244194375,1.0,-0.8092889956589538,-0.7029122940110423,0.0
2018-10-05,-0.522590930066703,-1.1505222972689517,-0.0,1.0,-0.8137769014557201,-0.7082686579687042,0.0
2018-10-08,-0.5185402684563758,-1.1469379194630873,-0.0,1.0,-0.8206795302013422,-0.7084731543624161,0.0
2018-10-09,-0.5106374015250453,-1.151451320722922,-0.0,1.0,-0.8296330623077895,-0.7211105025908918,0.0
2018-10-10,-0.5095889251090132,-1.1601964353753016,-0.0,1.0,-0.8330722662038017,-0.7307057279539393,0.0
2018-10-11,-0.41021843761569793,-1.1549220453330042,-0.0,1.0,-0.8036118310090913,-0.7449504298819367,0.0
2018-10-12,-0.4086169824333645,-1.1458882713294656,-0.0,1.0,-0.7823441113229747,-0.7201103493042315,0.0
2018-10-15,-0.37141582512065535,-1.18493734030904,-0.0,1.0,-0.7767368292979681,-0.7225534331021617,0.0
2018-10-16,-0.3701390860062447,-1.1866915372450428,-0.0,1.0,-0.776124244758931,-0.7219901869348364,0.0
2018-10-17,-0.3420675374323033,-1.1377429117553362,-0.0,1.0,-0.7699107996177127,-0.7324386747371775,0.0
2018-10-18,-0.3415488751741987,-1.1370495719689429,-0.0,1.0,-0.7706151702170018,-0.7324308182361139,0.0
2018-10-19,-0.3287156144864437,-1.1320403720562042,-0.0,1.0,-0.7687314466653474,-0.7285572926974075,0.0
2018-10-22,-0.3287541074468507,-1.1210261688902967,-0.0,1.0,-0.7748921176610317,-0.7342729324201275,0.0
2018-10-23,-0.3265022990328207,-1.122403678452513,-0.0,1.0,-0.7783018867924528,-0.7366418265419375,0.0
2018-10-24,-0.3268770923003348,-1.1202375259046708,-0.0,1.0,-0.7881794994420533,-0.7500797066794198,0.0
2018-10-25,-0.2842963760867892,-1.0642840655535892,-0.0,1.0,-0.7890282372855274,-0.7094329460644764,0.0
2018-10-26,-0.2715645222687476,-1.049029311001142,-0.0,1.0,-0.7872097449562239,-0.6987818804720214,0.0
2018-10-29,-0.2341426113553814,-1.0838845345058308,-0.0,1.0,-0.7818008029057542,-0.7235327853182948,0.0
2018-10-30,-0.23632678038705726,-1.0841811366939493,-0.0,1.0,-0.7820316683240266,-0.7221372294041153,0.0
2018-10-31,-0.2378345498783455,-1.0701034063260342,-0.0,1.0,-0.7774102798053528,-0.7163549270072992,0.0
2018-11-01,-0.21991496469516364,-1.0835927416293374,-0.0,1.0,-0.7762888163389264,-0.7164224432465265,0.0
2018-11-02,-0.2205143813726982,-1.0888373154770963,-0.0,1.0,-0.776518033784812,-0.7186881753157814,0.0
2018-11-05,-0.2302381774249223,-1.0775898438998197,-0.0,1.0,-0.7843362865799869,-0.7431826026924404,0.0
2018-11-06,-0.22286709228090537,-1.0781969433159218,-0.0,1.0,-0.8029019152640743,-0.7652544012381505,0.0
2018-11-07,-0.2219000115995824,-1.0785291729497737,-0.0,1.0,-0.8012991532304836,-0.7647991338978463,0.0
2018-11-08,-0.176829033128929,-1.094913031740522,-0.0,1.0,-0.7979868101353697,-0.7869566894211115,0.0
2018-11-09,-0.17668607565649944,-1.0945127829406547,-0.0,1.0,-0.7982107739174025,-0.7866810627385956,0.0
2018-11-12,-0.17730058984540653,-1.0716295925054935,-0.0,1.0,-0.8179960676972898,-0.7882724854466248,0.0
2018-11-13,-0.13926573158580516,-1.074193301142025,-0.0,1.0,-0.8290794818732276,-0.7897984210929715,0.0
2018-11-14,-0.14263214505224342,-1.075061462814997,-0.0,1.0,-0.8325138291333744,-0.7912569145666871,0.0
2018-11-15,-0.14124640460210933,-1.0760882070949187,-0.0,1.0,-0.8353595397890701,-0.7824352828379675,0.0
2018-11-16,-0.13767395626242543,-1.0656828261202018,-0.0,1.0,-0.8330402202171585,-0.786817556201254,0.0
2018-11-19,-0.13501512077479616,-1.0681009072464878,-0.0,1.0,-0.8361979864487232,-0.788730237721548,0.0
2018-11-20,-0.064487733935474,-1.065865513414214,-0.0,1.0,-0.8578590837766465,-0.8389528875961574,0.0
2018-11-21,-0.07407407407407408,-1.063731082211575,-0.0,1.0,-0.8614343296068142,-0.8032930260856339,0.0
2018-11-23,-0.07483665096489896,-1.0585397356024921,-0.0,1.0,-0.8623689408904422,-0.8031074304816898,0.0
2018-11-26,-0.07386730469788462,-1.063575253503475,-0.0,1.0,-0.8598989783904903,-0.8004633321939919,0.0
2018-11-27,-0.060938267871318945,-1.0696329338827353,-0.0,1.0,-0.8549124862964503,-0.7948058821305712,0.0
2018-11-28,-0.06131861484953879,-1.0703160441554513,-0.0,1.0,-0.8543021321639196,-0.7944956903069712,0.0
2018-11-29,-0.045752123003254645,-1.0568628184504882,-0.0,1.0,-0.8460962926938761,-0.7922636639108152,0.0
2018-11-30,-0.04425877836739302,-1.063377366301607,-0.0,1.0,-0.851228783259945,-0.804636633924203,0.0
2018-12-03,-0.04062347050186363,-1.066036670306088,-0.0,1.0,-0.8528669854297655,-0.8054290124618801,0.0
2018-12-04,-0.04002261164499717,-1.0671565856416054,-0.0,1.0,-0.8548332391181459,-0.8065950631241757,0.0
2018-12-06,-0.026819362628517068,-1.0055614503677144,-0.0,1.0,-0.8507921407925066,-0.7757125608283634,0.0
2018-12-07,-0.03904499540863177,-1.0084848484848485,-0.0,1.0,-0.8553902662993572,-0.7701744719926539,0.0
