Date,IWF,IWM,MTUM,SGH,SPY,VLUE,VXX
2018-09-24,-1.1791365801198341,-1.893992932862191,-0.5646028575818098,1.0,-1.5198955292671688,-1.5239668151789831,0.0
2018-09-25,-1.1816367265469063,-1.8901427913403963,-0.5694764317518809,1.0,-1.5166589897128822,-1.5190388453861507,0.0
2018-09-26,-1.1813642648640346,-1.8907666308188662,-0.5669841757566447,1.0,-1.5186664618220924,-1.5238131817483485,0.0
2018-09-27,-1.1823204419889504,-1.8834407612031923,-0.5683701657458564,1.0,-1.5171117249846533,-1.5221761817065684,0.0
2018-09-28,-1.1813717968390363,-1.8833819241982506,-0.5691268988798526,1.0,-1.516572042350775,-1.5217124443762464,0.0
2018-10-01,-1.182766822680887,-1.8817616818844471,-0.5692472953272463,1.0,-1.5173789610987491,-1.5216757461827668,0.0
2018-10-02,-1.1832476796809082,-1.8745877118969085,-0.5722175347089054,1.0,-1.5179105622459155,-1.5225128480478636,0.0
2018-10-03,-1.1871583647701902,-1.8543382862422049,-0.5683270459619678,1.0,-1.5383786280699052,-1.5505427669566556,0.0
2018-10-04,-1.1968412942989213,-1.842141756548536,-0.5703389830508474,1.0,-1.55115562403698,-1.5437596302003083,0.0
2018-10-05,-1.1857910906298001,-1.8385560675883257,-0.5526113671274961,1.0,-1.5549155145929339,-1.5485407066052226,0.0
2018-10-08,-1.5102884615384615,-2.3390384615384616,-0.6835576923076924,1.0,-2.0816346153846155,-2.0008653846153845,0.0
2018-10-09,-1.5581098339719028,-2.4002357795461244,-0.7214854111405836,1.0,-2.1191669122703605,-2.0250515767757147,0.0
2018-10-10,-1.5712580805569367,-2.4443560417702637,-0.7140726006961711,1.0,-2.149080059671805,-2.0665340626553954,0.0
2018-10-11,-1.4511374876360041,-2.5380811078140457,-0.4836795252225519,1.0,-2.1998021760633035,-2.2184965380811077,0.0
2018-10-12,-1.5522932064392023,-2.6322770071884176,-0.48243393743039387,1.0,-2.228308190746178,-2.2292193986028144,0.0
2018-10-15,-1.5361324182478806,-2.647658457811869,-0.45417844166330235,1.0,-2.225878078320549,-2.2289059345983047,0.0
2018-10-16,-1.5361324182478806,-2.647658457811869,-0.45407751312071054,1.0,-2.225979006863141,-2.229006863140896,0.0
2018-10-17,-1.488953025477707,-2.547173566878981,-0.3886345541401274,1.0,-2.2422372611464967,-2.2851313694267517,0.0
2018-10-18,-1.487059526179574,-2.543698984670516,-0.3907027672705555,1.0,-2.2466653394385827,-2.2861835556440377,0.0
2018-10-19,-1.4491200471929997,-2.5025071281093303,-0.3514895290531904,1.0,-2.247566610952709,-2.281093304493167,0.0
2018-10-22,-1.4495277449822903,-2.506296733569461,-0.3573396300669028,1.0,-2.245670995670996,-2.2797127115308933,0.0
2018-10-23,-1.4500393391030681,-2.504819040125885,-0.3598544453186467,1.0,-2.2426239181746657,-2.277439024390244,0.0
2018-10-24,-1.450162034763822,-2.497201217715801,-0.34429932240007854,1.0,-2.245900029460866,-2.2826279092605324,0.0
2018-10-25,-1.3274549842212735,-2.3058288472248005,-0.3049006868386857,1.0,-2.198440690551327,-2.1450714683497307,0.0
2018-10-26,-1.284439588454885,-2.255758900118365,-0.26094873896021126,1.0,-2.1947555312756077,-2.108986615678776,0.0
2018-10-29,-1.2463650320599657,-2.269574641018694,-0.22432945001354648,1.0,-2.1737559830217648,-2.1170414521809806,0.0
2018-10-30,-1.2322895045573503,-2.2704629546069848,-0.2143308365670968,1.0,-2.175796408266402,-2.1316668170742714,0.0
2018-10-31,-1.2324150842471249,-2.205580814834626,-0.2153873584737452,1.0,-2.1562806454488723,-2.105464919318891,0.0
2018-11-01,-1.2100631167214861,-2.227042403769224,-0.19095030669392832,1.0,-2.1556582807360654,-2.1060538714552406,0.0
2018-11-02,-1.2093268807743072,-2.1737791465024197,-0.18196216454025518,1.0,-2.1494060712714473,-2.084557853057633,0.0
2018-11-05,-1.2013268465280849,-2.2337019018133573,-0.1773551525873507,1.0,-2.1672711189739053,-2.0659000442282176,0.0
2018-11-06,-1.243649373881932,-2.289355992844365,-0.15867620751341682,1.0,-2.1843470483005367,-2.068604651162791,0.0
2018-11-07,-1.2377634869596286,-2.2862629510539474,-0.16639871382636656,1.0,-2.177295462665237,-2.064130046445159,0.0
2018-11-08,-1.1839202188685907,-2.2922954725972997,-0.1069631983055335,1.0,-2.160797811314094,-2.08136969376048,0.0
2018-11-09,-1.1840967257964876,-2.291854205277557,-0.10802223987291501,1.0,-2.1602682905304036,-2.0811049333686347,0.0
2018-11-12,-1.1892368769298631,-2.251874724305249,-0.10057344508160565,1.0,-2.1948831054256726,-2.085663872959859,0.0
2018-11-13,-1.1456192300992858,-2.238373105730709,-0.04737850548684898,1.0,-2.200574812750392,-2.0773384427800035,0.0
2018-11-14,-1.14576802507837,-2.2375478927203067,-0.04745733194009056,1.0,-2.200191570881226,-2.0768025078369905,0.0
2018-11-15,-1.153637635536901,-2.2596187478139207,-0.03672612801678908,1.0,-2.2290136411332635,-2.0653200419727176,0.0
2018-11-16,-1.1452567449956486,-2.2347258485639685,-0.029155787641427327,1.0,-2.22236727589208,-2.0718015665796345,0.0
2018-11-19,-1.1502549674696678,-2.2720239141902585,-0.0,1.0,-2.2645507297344825,-2.105240021100756,0.0
2018-11-20,-1.0668056641473374,-2.238467552775606,-0.0,1.0,-2.2556684910086005,-2.1264008339848837,0.0
2018-11-21,-1.0993642776277974,-2.25394060785509,-0.0,1.0,-2.285378385439345,-2.0700165461987283,0.0
2018-11-23,-1.100443131462334,-2.2278217047528024,-0.0,1.0,-2.2911634373099314,-2.069423929098966,0.0
2018-11-26,-1.0985401459854014,-2.2398331595411887,-0.0,1.0,-2.2866701425095584,-2.0645637817170663,0.0
2018-11-27,-1.0713670056886744,-2.2378038269263922,-0.0,1.0,-2.2662471987588346,-2.0436993621789346,0.0
2018-11-28,-1.0727398086701716,-2.234766870636904,-0.0,1.0,-2.266827544600534,-2.044126519003706,0.0
2018-11-29,-0.9836790207412446,-2.200102006120367,-0.0,1.0,-2.258415504930296,-2.0583134988099285,0.0
2018-11-30,-0.9841890513430805,-2.2012070724243458,-0.0,1.0,-2.2611356681400885,-2.053978238694322,0.0
2018-12-03,-0.9805569706231958,-2.199609441331296,-0.0,1.0,-2.2588724741042623,-2.0514518593988793,0.0
2018-12-04,-0.9584672644222635,-2.2070715614955168,-0.0,1.0,-2.248012180680088,-2.045254610049061,0.0
2018-12-06,-0.9273187046251733,-2.027163716453218,-0.0,1.0,-2.2394975120319764,-1.963292275063219,0.0
2018-12-07,-0.9318052043396687,-2.026592707398646,-0.0,1.0,-2.2395790847540584,-1.9592136389591321,0.0
2018-12-10,-0.8635450967793752,-2.024977913420609,-0.0,1.0,-2.2301019998393703,-1.912778090113244,0.0
2018-12-11,-0.8537880006433971,-2.0323307061283575,-0.0,1.0,-2.23001447643558,-1.9264114524690363,0.0
2018-12-12,-0.853523166023166,-2.0328185328185326,-0.0,1.0,-2.2298101673101676,-1.9276866151866152,0.0
2018-12-13,-0.8523786563805851,-2.0223400835744134,-0.0,1.0,-2.2385085181613626,-1.9228543876567021,0.0
2018-12-14,-0.8603773584905661,-1.9990365315134486,-0.0,1.0,-2.2478522681653956,-1.9215576073865916,0.0
2018-12-17,-0.8240031897926634,-1.9905901116427431,-0.0,1.0,-2.217942583732057,-1.9419457735247205,0.0
2018-12-18,-0.7962189838519101,-1.9555730602599448,-0.0,1.0,-2.196297755021662,-1.9290271760535642,0.0
2018-12-19,-0.8478823149046233,-2.005577109602328,-0.0,1.0,-2.2480601357904946,-1.9812479793081152,0.0
2018-12-20,-0.8404878440182941,-1.967343336275375,-0.0,1.0,-2.2529086094840727,-1.9630105111128942,0.0
2018-12-21,-0.8271526340919944,-1.9602896705395512,-0.0,1.0,-2.2502785293649534,-1.9203406016234283,0.0
2018-12-24,-0.7801306777926473,-1.9053766826733842,-0.0,1.0,-2.234432811146973,-1.9522160119656773,0.0
2018-12-26,-0.7756689483509646,-1.9205040448039825,-0.0,1.0,-2.171981953951462,-1.910392034847542,0.0
2018-12-27,-0.6231256993659082,-1.8481909735173443,-0.0,1.0,-2.033718761656098,-1.9549421857515854,0.0
2018-12-28,-0.6168976307554761,-1.853226046788854,-0.0,1.0,-2.0307703769929963,-1.9495604231858144,0.0
2018-12-31,-0.6155164704128783,-1.8569086301982412,-0.0,1.0,-2.0308540766135046,-1.949396333283649,0.0
2019-01-02,-0.6075949367088608,-1.8566641846612062,-0.0,1.0,-2.0277736411020104,-1.9539091586001487,0.0
2019-01-03,-0.6,-1.8640298507462685,-0.0,1.0,-2.0290298507462685,-1.9695522388059699,0.0
2019-01-04,-0.5532480969625304,-1.8649028157564111,-0.0,1.0,-2.0033256965486657,-1.9688862611780353,0.0
2019-01-07,-0.4947520810712993,-1.8006514657980457,-0.0,1.0,-2.0089757509952952,-1.9341295693087224,0.0
2019-01-08,-0.49367454637461144,-1.794260102653076,-0.0,1.0,-2.009759271307742,-1.9313959372515002,0.0
2019-01-09,-0.48697597229237316,-1.770329749621185,-0.0,1.0,-2.0115448445053756,-1.9466772494407965,0.0
2019-01-10,-0.603572011091176,-2.0002446582939157,-0.0,1.0,-2.3356711792529765,-2.2157886152340565,0.0
2019-01-11,-0.6069326357096141,-1.9850392413342053,-0.0,1.0,-2.346386527141923,-2.236919555264879,0.0
2019-01-14,-0.6159686505020818,-1.979426891991183,-0.0,1.0,-2.342068740305331,-2.226549106049473,0.0
2019-01-15,-0.6222204054937868,-1.9837311968606934,-0.0,1.0,-2.341563113145847,-2.2278449967298886,0.0
2019-01-16,-0.5888316572643283,-1.9946856348622353,-0.0,1.0,-2.3281824871228847,-2.26432834600605,0.0
2019-01-17,-0.5842779091576287,-1.991763842452907,-0.0,1.0,-2.3227595205088476,-2.255810160645845,0.0
2019-01-18,-0.6019666170880846,-1.9993389522392992,-0.0,1.0,-2.347876384068749,-2.31391505536275,0.0
2019-01-22,-0.11135295141911891,-2.184572523071565,-0.0,1.0,-2.8471182308897784,-2.5632073829009228,0.0
2019-01-23,-0.09284028324154209,-2.1589299763965384,-0.0,1.0,-2.8853046594982077,-2.6049479849637205,0.0
2019-01-24,-0.10509303747706823,-2.146675984974229,-0.0,1.0,-2.887830872717742,-2.5962260854372325,0.0
2019-01-25,-0.0,-2.142634092578986,-0.0,1.0,-3.201230712711242,-2.8405584129316677,0.0
2019-01-28,-0.0,-2.112725266642148,-0.0,1.0,-3.240253769768297,-2.8415777859507174,0.0
2019-01-29,-0.0,-2.116449814126394,-0.0,1.0,-3.270446096654275,-2.9068773234200744,0.0
2019-01-30,-0.0,-2.1188128023818384,-0.0,1.0,-3.2739114253814665,-2.911239300334946,0.0
2019-01-31,-0.0,-2.153666728867326,-0.0,1.0,-3.221403246874417,-2.955028923306587,0.0
2019-02-01,-0.0,-2.125773958044543,-0.0,1.0,-3.2092228075039277,-2.906200905646428,0.0
2019-02-04,-0.0,-2.129758266185051,-0.0,1.0,-3.212188570899324,-2.919885153283319,0.0
2019-02-05,-0.0,-2.113955637707948,-0.0,1.0,-3.1921441774491677,-2.935951940850277,0.0
2019-02-06,-0.0,-2.102172907998151,-0.0,1.0,-3.1987055016181234,-2.9455386037910314,0.0
