Date,CSGS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.22713128229215593,-0.785550728041334,-0.0,-0.4635685767966181,-0.45939995302959136,0.0
2018-09-25,1.0,-0.22773032784479472,-0.7851251797716533,-0.0,-0.4632972322503008,-0.4589240116227877,0.0
2018-09-26,1.0,-0.22924251321197883,-0.786699941280094,-0.0,-0.4634762184380505,-0.45657662947739286,0.0
2018-09-27,1.0,-0.22836617283214594,-0.8139625003726116,-0.0,-0.47288878290160075,-0.4656452141771246,0.0
2018-09-28,1.0,-0.22613755035058927,-0.8173951961808147,-0.0,-0.4736386692525734,-0.4665672087125168,0.0
2018-10-01,1.0,-0.22594417077175696,-0.818749067024929,-0.0,-0.4737124944021496,-0.46711449470070154,0.0
2018-10-02,1.0,-0.22496484456811178,-0.8303264219250216,-0.0,-0.47174101666517065,-0.4649193669030308,0.0
2018-10-03,1.0,-0.2259562105010932,-0.8340971036631024,-0.0,-0.47144098002216434,-0.4636834696139216,0.0
2018-10-04,1.0,-0.23025074143974117,-0.8282256373386058,-0.0,-0.47691800724963307,-0.46029178275066657,0.0
2018-10-05,1.0,-0.21009207222288653,-0.8213260791581969,-0.0,-0.4857108693052733,-0.4722288652397465,0.0
2018-10-08,1.0,-0.20827363896848136,-0.8193648519579751,-0.0,-0.48597182425978985,-0.4711377745940783,0.0
2018-10-09,1.0,-0.20945159267994148,-0.8200137325730662,-0.0,-0.4856554318297161,-0.47022121384004545,0.0
2018-10-10,1.0,-0.21005669949268874,-0.8194568785437183,-0.0,-0.48597433601909873,-0.46869591166815877,0.0
2018-10-11,1.0,-0.15597075548334688,-0.8118544737147501,-0.0,-0.4640246025298828,-0.4693628873157712,0.0
2018-10-12,1.0,-0.15091454618891006,-0.8127055565172235,-0.0,-0.45834054584270967,-0.4630142519185275,0.0
2018-10-15,1.0,-0.1302170283806344,-0.8314432099476139,-0.0,-0.4538310978066893,-0.46286914973231247,0.0
2018-10-16,1.0,-0.12644670927621351,-0.8378821903610296,-0.0,-0.45284159613059255,-0.46188172971727987,0.0
2018-10-17,1.0,-0.11075814731826304,-0.8099384519386221,-0.0,-0.4485066795246334,-0.4671129137476246,0.0
2018-10-18,1.0,-0.10982117513482828,-0.8083167754754471,-0.0,-0.4521146749929038,-0.46820891285835936,0.0
2018-10-19,1.0,-0.09775898520084567,-0.803185341789993,-0.0,-0.4515574348132487,-0.466384778012685,0.0
2018-10-22,1.0,-0.09841842632009246,-0.8027402666967381,-0.0,-0.4515801640776972,-0.4664655634180034,0.0
2018-10-23,1.0,-0.10005918994334675,-0.8026720031567969,-0.0,-0.4501817976831365,-0.46565574001522025,0.0
2018-10-24,1.0,-0.0979956083553854,-0.8004335341478521,-0.0,-0.4501435729970159,-0.46658408873374246,0.0
2018-10-25,1.0,-0.07365190705830776,-0.7706871985971065,-0.0,-0.4514193336256028,-0.4442678649715037,0.0
2018-10-26,1.0,-0.05825796463782286,-0.7606127271245824,-0.0,-0.45902930552160565,-0.4380890301203183,0.0
2018-10-29,1.0,-0.0502328856152513,-0.7636752599653379,-0.0,-0.45583297227036396,-0.4382040727902946,0.0
2018-10-30,1.0,-0.059744842562432135,-0.7653094462540717,-0.0,-0.4571389793702497,-0.4322475570032573,0.0
2018-10-31,1.0,-0.06023410827507722,-0.7621524955291822,-0.0,-0.4561859860185336,-0.43104102313986886,0.0
2018-11-01,1.0,-0.0680070642575737,-0.7582665398723,-0.0,-0.45825295476158134,-0.4324955848390164,0.0
2018-11-02,1.0,-0.06994748524714416,-0.747333658166856,-0.0,-0.45991012939201986,-0.42978182015050614,0.0
2018-11-05,1.0,-0.06541701655064062,-0.7614107321830051,-0.0,-0.4620364601674026,-0.41991494433458837,0.0
2018-11-06,1.0,-0.06702957426064349,-0.7621330300075831,-0.0,-0.46083847903802405,-0.41826454338641533,0.0
2018-11-07,1.0,-0.06635496235083047,-0.7675537554027239,-0.0,-0.46266344088944467,-0.4217522494359421,0.0
2018-11-08,1.0,-0.0524539711678635,-0.7675071540413584,-0.0,-0.4566978024944657,-0.4230063171535014,0.0
2018-11-09,1.0,-0.05125432525951557,-0.7686256487889274,-0.0,-0.4597210207612456,-0.4237132352941176,0.0
2018-11-12,1.0,-0.05167239001703485,-0.7512370548630453,-0.0,-0.4758943298272179,-0.4251412811291675,0.0
2018-11-13,1.0,-0.026345472123751205,-0.7528467074873778,-0.0,-0.4821409388763562,-0.4242399828123321,0.0
2018-11-14,1.0,-0.027534518884650517,-0.752243055928652,-0.0,-0.4825659485305969,-0.4239778649331113,0.0
2018-11-15,1.0,-0.02677972468940349,-0.7540183003729842,-0.0,-0.4860332197386428,-0.4165079024337886,0.0
2018-11-16,1.0,-0.022210300429184544,-0.7451716738197425,-0.0,-0.4881437768240343,-0.4268776824034335,0.0
2018-11-19,1.0,-0.023039991416999705,-0.7448434943539951,-0.0,-0.4876217042619961,-0.4266824021672076,0.0
2018-11-20,1.0,-0.0,-0.7408375566817818,-0.0,-0.4894371832488663,-0.4371032275273406,0.0
2018-11-21,1.0,-0.0,-0.7431006385081884,-0.0,-0.48956747081296254,-0.4389142689214822,0.0
2018-11-23,1.0,-0.0,-0.7421138385106439,-0.0,-0.48989022142685434,-0.43900745212211867,0.0
2018-11-26,1.0,-0.0,-0.7424420467898729,-0.0,-0.48955773955773957,-0.4386817647687213,0.0
2018-11-27,1.0,-0.0,-0.7440895673217562,-0.0,-0.4826476610908705,-0.4325984628885994,0.0
2018-11-28,1.0,-0.0,-0.7487893140333138,-0.0,-0.4805225906018839,-0.43153637379596615,0.0
2018-11-29,1.0,-0.0,-0.7384428545027325,-0.0,-0.4723974971618661,-0.42928426221717664,0.0
2018-11-30,1.0,-0.0,-0.7410666949422118,-0.0,-0.4735977096808398,-0.4361679567384158,0.0
2018-12-03,1.0,-0.0,-0.7415563397097451,-0.0,-0.4745429943487835,-0.4370274070733066,0.0
2018-12-04,1.0,-0.0,-0.7422513962044415,-0.0,-0.4701569572007094,-0.4343982425028453,0.0
2018-12-06,1.0,-0.0,-0.7216677524429969,-0.0,-0.4640781758957655,-0.4201172638436482,0.0
2018-12-07,1.0,-0.0,-0.7220150713149591,-0.0,-0.46361242210111864,-0.42184036922114154,0.0
2018-12-10,1.0,-0.0,-0.7211463780872988,-0.0,-0.4571532128618029,-0.4106042562004867,0.0
2018-12-11,1.0,-0.0,-0.7235930567447654,-0.0,-0.45190835733374846,-0.4191380607664565,0.0
2018-12-12,1.0,-0.0,-0.7292276337792643,-0.0,-0.4636026337792642,-0.4200198578595318,0.0
2018-12-13,1.0,-0.0,-0.7368268978198056,-0.0,-0.4641187286577358,-0.4257945889151563,0.0
2018-12-14,1.0,-0.0,-0.7220834538427156,-0.0,-0.47855809428654067,-0.4286540635763679,0.0
2018-12-17,1.0,-0.0,-0.7200482268759993,-0.0,-0.4687704767646057,-0.4322071658847273,0.0
2018-12-18,1.0,-0.0,-0.7178488326492195,-0.0,-0.46586838871604486,-0.43070407069465866,0.0
2018-12-19,1.0,-0.0,-0.7183640360058614,-0.0,-0.4665323424743563,-0.431782499476659,0.0
2018-12-20,1.0,-0.0,-0.7058271166988367,-0.0,-0.4746204809849236,-0.42793051280713656,0.0
2018-12-21,1.0,-0.0,-0.7063959549624687,-0.0,-0.4738584236864053,-0.42608423686405333,0.0
2018-12-24,1.0,-0.0,-0.7042568692756037,-0.0,-0.4715081182348044,-0.4262333472106578,0.0
2018-12-26,1.0,-0.0,-0.7126261713607146,-0.0,-0.4532101091979245,-0.41567493610759737,0.0
2018-12-27,1.0,-0.0,-0.6853202958505705,-0.0,-0.40483891187163096,-0.41707408800300866,0.0
2018-12-28,1.0,-0.0,-0.685214905461658,-0.0,-0.4050604343246903,-0.41737298761221725,0.0
2018-12-31,1.0,-0.0,-0.6828515507377296,-0.0,-0.40703101475459197,-0.41940178661045874,0.0
2019-01-02,1.0,-0.0,-0.6823299315463504,-0.0,-0.4056317544695469,-0.41947293197261853,0.0
2019-01-03,1.0,-0.0,-0.6822809569186017,-0.0,-0.405511811023622,-0.4198555594563418,0.0
2019-01-04,1.0,-0.0,-0.6830115154997127,-0.0,-0.3955486723453151,-0.41937901231484026,0.0
2019-01-07,1.0,-0.0,-0.6743967097765226,-0.0,-0.3909865715276746,-0.4121946385213815,0.0
2019-01-08,1.0,-0.0,-0.6639790265136525,-0.0,-0.39876830233478433,-0.41051642263553617,0.0
2019-01-09,1.0,-0.0,-0.6705106266894825,-0.0,-0.40068943282989855,-0.40877414874885304,0.0
2019-01-10,1.0,-0.0,-0.6680631646793426,-0.0,-0.40323260368377994,-0.4076947866828627,0.0
2019-01-11,1.0,-0.0,-0.6606442646547872,-0.0,-0.40586687844344066,-0.4152479277311758,0.0
2019-01-14,1.0,-0.0,-0.6593573060494686,-0.0,-0.4064269395053144,-0.4175772325419688,0.0
2019-01-15,1.0,-0.0,-0.6566718878197957,-0.0,-0.4057830486561746,-0.4238084582680689,0.0
2019-01-16,1.0,-0.0,-0.6582357183715088,-0.0,-0.40520778930090273,-0.4235370190753314,0.0
2019-01-17,1.0,-0.0,-0.6611642266706503,-0.0,-0.40488995120007965,-0.4237376755303257,0.0
2019-01-18,1.0,-0.0,-0.6574863552906259,-0.0,-0.4111521919565381,-0.44651525440780704,0.0
2019-01-22,1.0,-0.0,-0.7332460930618819,-0.0,-0.381533583310265,-0.401766615496892,0.0
2019-01-23,1.0,-0.0,-0.7086064333971968,-0.0,-0.3849198346274075,-0.4274226076434406,0.0
2019-01-24,1.0,-0.0,-0.7058274705600525,-0.0,-0.3895907406006506,-0.4261794891191971,0.0
2019-01-25,1.0,-0.0,-0.6825647022931814,-0.0,-0.39403569431026586,-0.46572939441704375,0.0
2019-01-28,1.0,-0.0,-0.6684988675980355,-0.0,-0.41458635519250836,-0.46163829299946557,0.0
2019-01-29,1.0,-0.0,-0.6589880602357272,-0.0,-0.4297036790836806,-0.4680029657658579,0.0
2019-01-30,1.0,-0.0,-0.6615455405301772,-0.0,-0.4323985786957744,-0.4623584447455201,0.0
2019-01-31,1.0,-0.0,-0.661539247751431,-0.0,-0.4320063368765331,-0.4616465658217498,0.0
2019-02-01,1.0,-0.0,-0.663360246059208,-0.0,-0.4397795719595028,-0.4599513007817506,0.0
2019-02-04,1.0,-0.0,-0.6555146306527523,-0.0,-0.43815224063842856,-0.46416513198281156,0.0
2019-02-05,1.0,-0.0,-0.6569922194922194,-0.0,-0.43447993447993444,-0.46790540540540543,0.0
2019-02-06,1.0,-0.0,-0.640379113018598,-0.0,-0.43442162272634377,-0.47986920089924384,0.0
2019-02-07,1.0,-0.0,-0.6415470800399049,-0.0,-0.44785511472642164,-0.4685749366894329,0.0
2019-02-08,1.0,-0.0,-0.7428605214923432,-0.0,-0.7081830544551528,-0.5052622243244841,0.0
2019-02-11,1.0,-0.0,-0.7473777515142562,-0.0,-0.7126902053479097,-0.4946077707194564,0.0
2019-02-12,1.0,-0.0,-0.7353802466944716,-0.0,-0.7218327565297128,-0.5007542816576449,0.0
2019-02-13,1.0,-0.0,-0.7467332820906994,-0.0,-0.7163720215219063,-0.49320049665937443,0.0
2019-02-14,1.0,-0.0,-0.744755762004793,-0.0,-0.7228616231249445,-0.49105003106600786,0.0
2019-02-15,1.0,-0.0,-0.7528346013795555,-0.0,-0.71947067704787,-0.4881139169306374,0.0
2019-02-19,1.0,-0.0,-0.7334458659085525,-0.0,-0.7407012556266288,-0.48720682302771856,0.0
2019-02-20,1.0,-0.0,-0.7439599205525746,-0.0,-0.7315092046364094,-0.48898704532653486,0.0
2019-02-21,1.0,-0.0,-0.7450612876353684,-0.0,-0.7402713316672618,-0.48979531119838154,0.0
2019-02-22,1.0,-0.0,-0.7431997136721546,-0.0,-0.7579634931997137,-0.48141851586733475,0.0
2019-02-25,1.0,-0.0,-0.7446834002276403,-0.0,-0.7657700832684359,-0.48481399388965435,0.0
2019-02-26,1.0,-0.0,-0.7470478930647965,-0.0,-0.7682970688725049,-0.48168794581310315,0.0
2019-02-27,1.0,-0.0,-0.7474971524488938,-0.0,-0.7760326119537198,-0.47392242671302676,0.0
2019-02-28,1.0,-0.0,-0.7473008637236085,-0.0,-0.7757317658349328,-0.4760076775431862,0.0
2019-03-01,1.0,-0.0,-0.7490479474646916,-0.0,-0.7765150379321719,-0.4729976910851899,0.0
2019-03-04,1.0,-0.0,-0.7451003895714714,-0.0,-0.7762061732094695,-0.4753970632304465,0.0
2019-03-05,1.0,-0.0,-0.7384707826348205,-0.0,-0.7859095688748686,-0.4799759651494668,0.0
2019-03-06,1.0,-0.0,-0.7357323080619969,-0.0,-0.7899195001802235,-0.47807281028475307,0.0
2019-03-07,1.0,-0.0,-0.697031484257871,-0.0,-0.829175412293853,-0.4722938530734633,0.0
2019-03-08,1.0,-0.0,-0.6946889317578973,-0.0,-0.8512780323125151,-0.46826018808777425,0.0
2019-03-11,1.0,-0.0,-0.695197697318588,-0.0,-0.851143766096046,-0.4835327980608999,0.0
2019-03-12,1.0,-0.0,-0.6760550486710811,-0.0,-0.8654298007384577,-0.5099630771108602,0.0
2019-03-13,1.0,-0.0,-0.6887449740646389,-0.0,-0.8682667812528774,-0.5122924403793623,0.0
2019-03-14,1.0,-0.0,-0.6883108916357391,-0.0,-0.8690611293439254,-0.5098303837070208,0.0
2019-03-15,1.0,-0.0,-0.679463516672819,-0.0,-0.8723083548664944,-0.5243632336655593,0.0
2019-03-18,1.0,-0.0,-0.693626005153839,-0.0,-0.8764941475984974,-0.534602129839486,0.0
2019-03-19,1.0,-0.0,-0.6958716310951861,-0.0,-0.8736874902632809,-0.5461909954821623,0.0
2019-03-20,1.0,-0.0,-0.6994666749836259,-0.0,-0.8734366715528803,-0.5459563983407666,0.0
2019-03-21,1.0,-0.0,-0.6995073891625615,-0.0,-0.8809004177838747,-0.5374134813244372,0.0
2019-03-22,1.0,-0.0,-0.6986549324345411,-0.0,-0.8854039883906002,-0.5367474955528508,0.0
2019-03-25,1.0,-0.0,-0.6244013964840732,-0.0,-0.9252324898816696,-0.5399326474495628,0.0
2019-03-26,1.0,-0.0,-0.6213897093113633,-0.0,-0.9267837711798538,-0.5607958961604229,0.0
2019-03-27,1.0,-0.0,-0.606335403726708,-0.0,-0.9362732919254659,-0.5629503105590061,0.0
2019-03-28,1.0,-0.0,-0.6036108949416342,-0.0,-0.9294319066147861,-0.5797976653696498,0.0
2019-03-29,1.0,-0.0,-0.6020608286897238,-0.0,-0.929365252311428,-0.5816081935062105,0.0
