Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WPC
2018-09-24,-0.20627544799981598,-0.4484828966437395,-0.0,-0.3584458604586966,-0.2871799590531619,0.0,1.0
2018-09-25,-0.20370455910203705,-0.45265370224952656,-0.0,-0.3616102360386161,-0.2916300983879163,0.0,1.0
2018-09-26,-0.2038615210512945,-0.45280491466315625,-0.0,-0.3615787893484838,-0.2912538395805908,0.0,1.0
2018-09-27,-0.20258441017090456,-0.4583854383771016,-0.0,-0.36251215784354596,-0.2922977166411931,0.0,1.0
2018-09-28,-0.20366079703429102,-0.4579471733086191,-0.0,-0.3627664504170528,-0.2925625579240037,0.0,1.0
2018-10-01,-0.2035849980186942,-0.4657933381506259,-0.0,-0.36518962261951937,-0.2963800377613576,0.0,1.0
2018-10-02,-0.20260583276904756,-0.47425689401545756,-0.0,-0.36348565157494106,-0.294627221145539,0.0,1.0
2018-10-03,-0.20234816301759956,-0.47171000420148446,-0.0,-0.36410531721208156,-0.2959945847532795,0.0,1.0
2018-10-04,-0.2067096533034296,-0.4665451826932062,-0.0,-0.36998878609475755,-0.2929632744603309,0.0,1.0
2018-10-05,-0.19660465116279072,-0.46076744186046514,-0.0,-0.3723255813953488,-0.2958837209302326,0.0,1.0
2018-10-08,-0.1944508938936615,-0.45818435105641975,-0.0,-0.374111910842814,-0.2950313443231948,0.0,1.0
2018-10-09,-0.18724457625931204,-0.46159594591438785,-0.0,-0.38128488358515683,-0.3051773662455337,0.0,1.0
2018-10-10,-0.18906611242147547,-0.4608252959996264,-0.0,-0.38252259405431915,-0.3028654165012494,0.0,1.0
2018-10-11,-0.14808497088791847,-0.452556404657933,-0.0,-0.3683360625909753,-0.30542667394468703,0.0,1.0
2018-10-12,-0.14801387137452712,-0.448297604035309,-0.0,-0.36036299765807966,-0.295149522608539,0.0,1.0
2018-10-15,-0.13799532752268848,-0.4560607422050499,-0.0,-0.35796118249618114,-0.29436607062629166,0.0,1.0
2018-10-16,-0.1332538682979489,-0.4650278877293991,-0.0,-0.3571878373515653,-0.29354084202950703,0.0,1.0
2018-10-17,-0.12546453924383025,-0.450230322451432,-0.0,-0.35440728130493804,-0.2952355519950153,0.0,1.0
2018-10-18,-0.1251140333311083,-0.4496139554546871,-0.0,-0.3550497296575662,-0.29526288854771604,0.0,1.0
2018-10-19,-0.11418157720344599,-0.44174950298210736,-0.0,-0.3578307930196598,-0.29518444886238127,0.0,1.0
2018-10-22,-0.1140502077256254,-0.4348758065941837,-0.0,-0.3619287545301865,-0.2990144082029524,0.0,1.0
2018-10-23,-0.11287754831291734,-0.43519214611064433,-0.0,-0.36322027152522884,-0.29982753283509483,0.0,1.0
2018-10-24,-0.1125222024866785,-0.4320603907637655,-0.0,-0.36842806394316163,-0.3072380106571936,0.0,1.0
2018-10-25,-0.08572981197695903,-0.40491250950983587,-0.0,-0.3914574502771438,-0.2915770024997283,0.0,1.0
2018-10-26,-0.07789855072463768,-0.39827035886818496,-0.0,-0.3933747412008282,-0.2871161145617667,0.0,1.0
2018-10-29,-0.07758043980232633,-0.39834696475970566,-0.0,-0.3956926131336455,-0.28638943438572256,0.0,1.0
2018-10-30,-0.0672165482693844,-0.399326323062639,-0.0,-0.3969511800142509,-0.29574849394338526,0.0,1.0
2018-10-31,-0.0700609599038379,-0.38773933201682836,-0.0,-0.3957671503391431,-0.29288658023525366,0.0,1.0
2018-11-01,-0.05254903645777386,-0.4036135518937848,-0.0,-0.3971469697295207,-0.2950351257868391,0.0,1.0
2018-11-02,-0.06109200343938091,-0.3766981943250215,-0.0,-0.41588564058469474,-0.29593723129836624,0.0,1.0
2018-11-05,-0.056603367351332735,-0.3913361753434096,-0.0,-0.4185721052404944,-0.286526288593205,0.0,1.0
2018-11-06,-0.06443671856442591,-0.39981429095856097,-0.0,-0.41523246021291754,-0.2799239888574575,0.0,1.0
2018-11-07,-0.0642564213252752,-0.39971940427368874,-0.0,-0.41472048348802076,-0.2797323548456723,0.0,1.0
2018-11-08,-0.048471737314455844,-0.40051834557799815,-0.0,-0.4097714567224281,-0.28314091717180373,0.0,1.0
2018-11-09,-0.04844824262674292,-0.4004369337531324,-0.0,-0.4098395767739724,-0.2831073700443359,0.0,1.0
2018-11-12,-0.04795968482415494,-0.3945249941278213,-0.0,-0.4114155153637548,-0.28143750934210243,0.0,1.0
2018-11-13,-0.02031239956289773,-0.402541192603544,-0.0,-0.43056716162070663,-0.28923742795311863,0.0,1.0
2018-11-14,-0.020060008572653235,-0.4028932704672096,-0.0,-0.43071153021860265,-0.2894770681525932,0.0,1.0
2018-11-15,-0.019717525021967896,-0.40553805268008314,-0.0,-0.4359501918172271,-0.2820249040913865,0.0,1.0
2018-11-16,-0.017833850101571687,-0.40036351972629103,-0.0,-0.43506896183042876,-0.28508499946541216,0.0,1.0
2018-11-19,-0.01051012005374247,-0.41221340961296754,-0.0,-0.4493563905863997,-0.29493347202357734,0.0,1.0
2018-11-20,-0.0,-0.4035888929579285,-0.0,-0.4472975592942849,-0.3033325434609336,0.0,1.0
2018-11-21,-0.0,-0.400410195056295,-0.0,-0.44775354113700944,-0.28824748435063136,0.0,1.0
2018-11-23,-0.0,-0.391853812654769,-0.0,-0.45280078558620096,-0.29006916574161046,0.0,1.0
2018-11-26,-0.0,-0.39479244477643793,-0.0,-0.4510938000213424,-0.2883576992850283,0.0,1.0
2018-11-27,-0.0,-0.40141250773465337,-0.0,-0.44754304734674716,-0.2847205923144217,0.0,1.0
2018-11-28,-0.0,-0.4008834073062479,-0.0,-0.4478704335950836,-0.28508023216114714,0.0,1.0
2018-11-29,-0.0,-0.39104231428027664,-0.0,-0.43991203028188375,-0.28370234092495084,0.0,1.0
2018-11-30,-0.0,-0.39099731484026473,-0.0,-0.4400067657568133,-0.2833160665581327,0.0,1.0
2018-12-03,-0.0,-0.3910360712549923,-0.0,-0.43938465439638236,-0.2827377807831287,0.0,1.0
2018-12-04,-0.0,-0.3910047765988925,-0.0,-0.43986980597708925,-0.28266475039100475,0.0,1.0
2018-12-06,-0.0,-0.3560084154944103,-0.0,-0.44125654882224336,-0.2653562146776123,0.0,1.0
2018-12-07,-0.0,-0.36317683522975475,-0.0,-0.4526865392216005,-0.2643063673995798,0.0,1.0
2018-12-10,-0.0,-0.3610263808738664,-0.0,-0.4481038746908491,-0.2518755152514427,0.0,1.0
2018-12-11,-0.0,-0.3609238065779977,-0.0,-0.45260336117125477,-0.2485410867099701,0.0,1.0
2018-12-12,-0.0,-0.36124693115471107,-0.0,-0.45394153205009186,-0.24790080666790454,0.0,1.0
2018-12-13,-0.0,-0.35828965631538606,-0.0,-0.46539330032524706,-0.24795425825029524,0.0,1.0
2018-12-14,-0.0,-0.34272339540205965,-0.0,-0.48471861021533336,-0.2530531571829814,0.0,1.0
2018-12-17,-0.0,-0.3397919429708223,-0.0,-0.47324685013262596,-0.2592630968169761,0.0,1.0
2018-12-18,-0.0,-0.34537457789636056,-0.0,-0.4787176387209739,-0.26039104514945594,0.0,1.0
2018-12-19,-0.0,-0.34617070574237585,-0.0,-0.479533262362494,-0.26165278560544386,0.0,1.0
2018-12-20,-0.0,-0.3401180922283671,-0.0,-0.4801654954467961,-0.2588049399143415,0.0,1.0
2018-12-21,-0.0,-0.33900518134715024,-0.0,-0.48018652849740934,-0.2533678756476684,0.0,1.0
2018-12-24,-0.0,-0.32093703642656995,-0.0,-0.4732981704301961,-0.2660911488379759,0.0,1.0
2018-12-26,-0.0,-0.326050135501355,-0.0,-0.5048907520325203,-0.2862677845528455,0.0,1.0
2018-12-27,-0.0,-0.306567237969677,-0.0,-0.4675140079103494,-0.2858849703361898,0.0,1.0
2018-12-28,-0.0,-0.3074231133434888,-0.0,-0.4666515706698506,-0.28447033636625635,0.0,1.0
2018-12-31,-0.0,-0.30654094006711824,-0.0,-0.4671511807457125,-0.2851289864322332,0.0,1.0
2019-01-02,-0.0,-0.3058869507980912,-0.0,-0.4656903077176238,-0.2853587296363337,0.0,1.0
2019-01-03,-0.0,-0.30800990916597853,-0.0,-0.4850949628406276,-0.27130470685383984,0.0,1.0
2019-01-04,-0.0,-0.31385539689724706,-0.0,-0.4667091889222666,-0.27694333566519896,0.0,1.0
