Date,IWF,IWM,MCHI,MTUM,SPY,VLUE,VXX
2018-09-24,-0.3970506480966731,-0.3830061152236884,1.0,-0.250782690113234,-0.47523188108962167,-0.4198730140152734,0.0
2018-09-25,-0.3957313319065349,-0.3865548682165997,1.0,-0.24735407077310972,-0.47826086956521735,-0.4238763962590518,0.0
2018-09-26,-0.39653402926428755,-0.3875905345570771,1.0,-0.24915696566284493,-0.47784652376623754,-0.4211359704424831,0.0
2018-09-27,-0.40014658457930224,-0.37994722955145116,1.0,-0.2514511873350923,-0.4786279683377308,-0.42148929932571094,0.0
2018-09-28,-0.3992846882237401,-0.38066899240714136,1.0,-0.25170766028553837,-0.478467356571194,-0.4214769429216382,0.0
2018-10-01,-0.40032842648525013,-0.3798310949504428,1.0,-0.2514808515629582,-0.4791801067386077,-0.4215588528532051,0.0
2018-10-02,-0.4004808820079756,-0.3777855969974197,1.0,-0.2523457658925639,-0.47953319258737975,-0.4220912502932207,0.0
2018-10-03,-0.4028215474332165,-0.39248372750566957,1.0,-0.25382145907578124,-0.47845551203133746,-0.4176655965599505,0.0
2018-10-04,-0.405529546859818,-0.3878927067691311,1.0,-0.25418838147395695,-0.4820539999411124,-0.4147160144863528,0.0
2018-10-05,-0.40673125055210385,-0.3882983422160713,1.0,-0.25320220252642733,-0.4824946261888637,-0.4137981802655987,0.0
2018-10-08,-0.40545866298050065,-0.38566512749625015,1.0,-0.24978677097732424,-0.4863680479985883,-0.4138113584894562,0.0
2018-10-09,-0.4071382333902195,-0.3858353439651621,1.0,-0.25313364326487375,-0.4849055493438475,-0.41134584829047255,0.0
2018-10-10,-0.40673575129533684,-0.3869524258125295,1.0,-0.25211964201601506,-0.48510362694300524,-0.41303579839849275,0.0
2018-10-11,-0.3831532728638281,-0.38098676988849733,1.0,-0.22040556935698194,-0.4806170200473742,-0.42347911491131784,0.0
2018-10-12,-0.39555848095469764,-0.3745242251667,1.0,-0.2211601751423747,-0.4655868128094325,-0.40497381449789654,0.0
2018-10-15,-0.40400792397576873,-0.364703855760673,1.0,-0.22950819672131145,-0.4680313513823892,-0.40475438546122705,0.0
2018-10-16,-0.4060120125298158,-0.3592263700893755,1.0,-0.23427306951748714,-0.4686036152541886,-0.4056958933241371,0.0
2018-10-17,-0.3980091012514221,-0.338424345847554,1.0,-0.22673492605233217,-0.46851535836177466,-0.41245733788395905,0.0
2018-10-18,-0.3995160142348755,-0.34123843416370103,1.0,-0.22533807829181493,-0.467729537366548,-0.4131245551601423,0.0
2018-10-19,-0.39908478526561125,-0.3386294517238439,1.0,-0.2230622743938834,-0.46869226615126625,-0.4127845834636046,0.0
2018-10-22,-0.4057214568894213,-0.3291406405978153,1.0,-0.20581272639114687,-0.4848692279170589,-0.42665639884772255,0.0
2018-10-23,-0.4165946910807854,-0.3377670294236195,1.0,-0.2191800541256406,-0.47892554845396446,-0.42652732193240056,0.0
2018-10-24,-0.4164697746787299,-0.33950901861349625,1.0,-0.2200772200772201,-0.47925430761251664,-0.4260358439462917,0.0
2018-10-25,-0.4016734036238234,-0.3133391751703084,1.0,-0.21912542047092748,-0.48291262684795205,-0.4096446843994686,0.0
2018-10-26,-0.39643539862813454,-0.3086697402451366,1.0,-0.21283593837849996,-0.4865905768582031,-0.4066962779714382,0.0
2018-10-29,-0.38953178850626247,-0.3123931743674522,1.0,-0.2067023452604444,-0.48306200790159437,-0.41026646865981115,0.0
2018-10-30,-0.40032592509342246,-0.31347812649265266,1.0,-0.21249754151330394,-0.48301536905397435,-0.400382119075047,0.0
2018-10-31,-0.401819199552197,-0.30433809123985445,1.0,-0.21371396585502378,-0.4812762384550798,-0.39762104673943466,0.0
2018-11-01,-0.4062447446605752,-0.29987667470149676,1.0,-0.21797746510454624,-0.4812209204551825,-0.39752788833454794,0.0
2018-11-02,-0.40174150589038754,-0.333788628990951,1.0,-0.21882647544249045,-0.4819304535882989,-0.4092823402196802,0.0
2018-11-05,-0.39759207605168784,-0.34667273865771053,1.0,-0.21836397791313258,-0.4837479364717937,-0.3998975351511357,0.0
2018-11-06,-0.40182154546748255,-0.3499359612921588,1.0,-0.21625160096769605,-0.4817418528532802,-0.39641383236089367,0.0
2018-11-07,-0.3996814380795267,-0.34965015074805167,1.0,-0.21980772512657148,-0.47966323454121396,-0.3955003128733148,0.0
2018-11-08,-0.3923222829318008,-0.3502250658211364,1.0,-0.21249610735215016,-0.4772810916400079,-0.39869207032245285,0.0
2018-11-09,-0.3978004444697703,-0.3570858738389652,1.0,-0.20744771781867913,-0.48142344293122113,-0.40540771553934696,0.0
2018-11-12,-0.39796994839335104,-0.35882302625951584,1.0,-0.20699683517235482,-0.48139594559917886,-0.4059818093690303,0.0
2018-11-13,-0.3882212901031629,-0.3565355401881873,1.0,-0.19507425461965766,-0.48806824623058614,-0.40624645731776443,0.0
2018-11-14,-0.39353092049016813,-0.3596181248218866,1.0,-0.19219150755200912,-0.49475634083784553,-0.40971786833855806,0.0
2018-11-15,-0.39540852702124624,-0.364209325538286,1.0,-0.18856409525167545,-0.5034079566519322,-0.4002566661913589,0.0
2018-11-16,-0.3958779366846507,-0.3661328537581,1.0,-0.18914675573063858,-0.5037538180468727,-0.39970312009363135,0.0
2018-11-19,-0.39584344400353993,-0.36629649718804425,1.0,-0.18890062519626596,-0.5039253190213824,-0.3998401324616746,0.0
2018-11-20,-0.3820550751024124,-0.36342171142467,1.0,-0.17282089212562585,-0.5117205279927174,-0.41477014110150207,0.0
2018-11-21,-0.38442388752157064,-0.35808650881213044,1.0,-0.1766669495601007,-0.5090950239044951,-0.40066197063566156,0.0
2018-11-23,-0.3855260916472659,-0.37073420021577425,1.0,-0.17216512407018342,-0.5083470558173868,-0.40233376866731024,0.0
2018-11-26,-0.3855479840999432,-0.37055650198750706,1.0,-0.17217490062464508,-0.5085178875638842,-0.40247018739352636,0.0
2018-11-27,-0.38494245705538865,-0.3709110493792165,1.0,-0.16965247463008107,-0.507823572764896,-0.4012699132603889,0.0
2018-11-28,-0.38511253472419077,-0.36932365780373033,1.0,-0.17019105391462103,-0.5083338057713023,-0.40163841487612684,0.0
2018-11-29,-0.3754684550142298,-0.3652117557553045,1.0,-0.1617402575445913,-0.509425455775029,-0.4059567753388374,0.0
2018-11-30,-0.3745235877022105,-0.36636458598006827,1.0,-0.16185313796900141,-0.5097823325146099,-0.41068857457440494,0.0
2018-12-03,-0.37464335150710465,-0.3663097827622249,1.0,-0.1632249498573406,-0.5098449108731885,-0.41094381197208957,0.0
2018-12-04,-0.37311958454460786,-0.36637407919618414,1.0,-0.16372668002596596,-0.508932855409105,-0.41020575202506276,0.0
2018-12-06,-0.3590891505001934,-0.31553639529099653,1.0,-0.19806002321339744,-0.5043663295197037,-0.38642016249378214,0.0
2018-12-07,-0.35454545454545455,-0.3199833702882483,1.0,-0.19126940133037695,-0.5100055432372506,-0.39581485587583143,0.0
2018-12-10,-0.3410110349761964,-0.3231789537411596,1.0,-0.18753955805057929,-0.5138005999064366,-0.3863067228047002,0.0
