Date,CADE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2688408717487677,-0.7454816008928293,-0.11213070031311033,-0.470409523514276,-0.5032396069070278,0.0
2018-09-25,1.0,-0.26766054330536754,-0.7546081152730562,-0.10557340236409567,-0.47830833047437854,-0.5127093534603748,0.0
2018-09-26,1.0,-0.26774575848303395,-0.7547717065868264,-0.10581961077844312,-0.4781998502994012,-0.5122255489021956,0.0
2018-09-27,1.0,-0.26726398601398604,-0.7578359140859141,-0.10523851148851147,-0.4787712287712288,-0.5127997002997002,0.0
2018-09-28,1.0,-0.26700590016545434,-0.7578434739175226,-0.10554740423937814,-0.4786626291636749,-0.512721256204539,0.0
2018-10-01,1.0,-0.26754495504495507,-0.7571803196803197,-0.1055819180819181,-0.47892732267732263,-0.5126436063936064,0.0
2018-10-02,1.0,-0.2679652868826871,-0.7545108322407442,-0.10676156583629894,-0.47933445713928946,-0.5131422863207842,0.0
2018-10-03,1.0,-0.2685746422545772,-0.7580453664937824,-0.10741735924514154,-0.47875398362806976,-0.5116228207211148,0.0
2018-10-04,1.0,-0.2671230725748202,-0.7694626762553779,-0.10705649593317214,-0.4773105549100273,-0.5194862293125648,0.0
2018-10-05,1.0,-0.25444527923866767,-0.7645254194840971,-0.09522915101427498,-0.4856937139994992,-0.5305847733533684,0.0
2018-10-08,1.0,-0.2544543604196023,-0.7653045248160325,-0.09503679348677,-0.48570533896978235,-0.5308595584781587,0.0
2018-10-09,1.0,-0.2523188769115066,-0.7667335171722236,-0.08890072699924792,-0.4895963900726999,-0.5360992730007521,0.0
2018-10-10,1.0,-0.251616751428392,-0.7701701513153764,-0.08664531926916556,-0.4905506372826019,-0.5403716958623721,0.0
2018-10-11,1.0,-0.21503925417075567,-0.7721418056918549,-0.04201422963689892,-0.48236629048086366,-0.5552011776251228,0.0
2018-10-12,1.0,-0.21764991502791942,-0.7688152464190339,-0.039087157076960435,-0.4683175528040787,-0.5408472930322894,0.0
2018-10-15,1.0,-0.1889763779527559,-0.8354729005177854,-0.0,-0.47951836759704647,-0.5598823493366831,0.0
2018-10-16,1.0,-0.18032282859338972,-0.8550960799385088,-0.0,-0.47956956187548044,-0.5596003074558032,0.0
2018-10-17,1.0,-0.15787393194879437,-0.819381518533159,-0.0,-0.4835041201690638,-0.5799860127101895,0.0
2018-10-18,1.0,-0.15730747012860663,-0.8184305737131738,-0.0,-0.4844790368185826,-0.5801283025751726,0.0
2018-10-19,1.0,-0.15757909552658955,-0.8311302857842237,-0.0,-0.48690410623584846,-0.5841441772229362,0.0
2018-10-22,1.0,-0.16358005574481263,-0.8609786311551563,-0.0,-0.48751935583772066,-0.5848559925673582,0.0
2018-10-23,1.0,-0.16067994292449903,-0.8623673925181462,-0.0,-0.49143867485576026,-0.5874433897884483,0.0
2018-10-24,1.0,-0.15906763090102113,-0.8581271920295479,-0.0,-0.4939321518358733,-0.5926316769607995,0.0
2018-10-25,1.0,-0.14855651105651108,-0.8475429975429974,-0.0,-0.49124692874692877,-0.5839066339066339,0.0
2018-10-26,1.0,-0.14445123815346989,-0.8415469275450933,-0.0,-0.4912259247936411,-0.5799449709568939,0.0
2018-10-29,1.0,-0.1176273049212358,-0.8602698742215166,-0.0,-0.48211014775918914,-0.5928684821101478,0.0
2018-10-30,1.0,-0.09787364234358269,-0.8635153740247821,-0.0,-0.4859415634082913,-0.6121462444546428,0.0
2018-10-31,1.0,-0.10168769955906948,-0.8468906796411739,-0.0,-0.4842025239470884,-0.6081192032841721,0.0
2018-11-01,1.0,-0.10094253572514442,-0.8473700212830647,-0.0,-0.4840985101854667,-0.6080267558528427,0.0
2018-11-02,1.0,-0.10800992916389175,-0.8179451474238663,-0.0,-0.4964581945873948,-0.6047708421626203,0.0
2018-11-05,1.0,-0.11422053231939164,-0.8074828897338403,-0.0,-0.49968060836501904,-0.6204714828897339,0.0
2018-11-06,1.0,-0.11617298217869959,-0.8084970500577823,-0.0,-0.4982361170245119,-0.6182713946840217,0.0
2018-11-07,1.0,-0.11814345991561181,-0.8123891640677551,-0.0,-0.5046168898673026,-0.6224240200574818,0.0
2018-11-08,1.0,-0.08015756687431293,-0.8274703798705264,-0.0,-0.5029009405154513,-0.6430927079516306,0.0
2018-11-09,1.0,-0.07876303795919616,-0.829137735906769,-0.0,-0.5068363258189826,-0.6440216560119904,0.0
2018-11-12,1.0,-0.07866300366300366,-0.8110805860805861,-0.0,-0.5191391941391942,-0.6436202686202687,0.0
2018-11-13,1.0,-0.05782745668241851,-0.8098267296740579,-0.0,-0.5192051375257482,-0.6423421786017205,0.0
2018-11-14,1.0,-0.0561988997294915,-0.8146864836935047,-0.0,-0.5224157320446187,-0.6461505729309139,0.0
2018-11-15,1.0,-0.05506955835003949,-0.8150476884757912,-0.0,-0.5225988700564972,-0.6447967924184436,0.0
2018-11-16,1.0,-0.05489303595812471,-0.8124412077074799,-0.0,-0.5218328023061751,-0.6452738582916098,0.0
2018-11-19,1.0,-0.05732406761144661,-0.8117925530300732,-0.0,-0.5206506236154523,-0.6448578278153734,0.0
2018-11-20,1.0,-0.034671257286098274,-0.8081604300685572,-0.0,-0.5216695358038114,-0.6556129382984506,0.0
2018-11-21,1.0,-0.04035014089573716,-0.8050242820312968,-0.0,-0.5207746267761857,-0.6316026140655915,0.0
2018-11-23,1.0,-0.042853284518200634,-0.7878342286108693,-0.0,-0.533385349458332,-0.6368274164991147,0.0
2018-11-26,1.0,-0.0423866090712743,-0.7899568034557236,-0.0,-0.5320074394048476,-0.6354091672666187,0.0
2018-11-27,1.0,-0.03996285312003835,-0.7904196998292441,-0.0,-0.5308109403552919,-0.6345525897965909,0.0
2018-11-28,1.0,-0.03796860461626197,-0.802863403067503,-0.0,-0.5276585526908185,-0.6329801602785364,0.0
2018-11-29,1.0,-0.018172625066920467,-0.7938254714175242,-0.0,-0.5256677175658795,-0.636577241092142,0.0
2018-11-30,1.0,-0.017322459670218466,-0.7944818143937139,-0.0,-0.525715816417644,-0.6388773141258408,0.0
2018-12-03,1.0,-0.017141326667261852,-0.7944528762312888,-0.0,-0.5255780733863048,-0.6387227330893075,0.0
2018-12-04,1.0,-0.013606250557024448,-0.7955794539674994,-0.0,-0.5237218145628472,-0.6379192537357773,0.0
2018-12-06,1.0,-0.00559117121864114,-0.7744796697988935,-0.0,-0.519774011299435,-0.6274991949884371,0.0
2018-12-07,1.0,-0.005561409670998712,-0.774645826015689,-0.0,-0.5197283690434376,-0.62715138742536,0.0
2018-12-10,1.0,-0.0,-0.780613282953059,-0.0,-0.5169888097660224,-0.6089812527248947,0.0
2018-12-11,1.0,-0.0,-0.7812154696132597,-0.0,-0.5145681884268684,-0.6120383832509451,0.0
2018-12-12,1.0,-0.0,-0.7812027451436547,-0.0,-0.5144527160637432,-0.6123647784110736,0.0
2018-12-13,1.0,-0.0,-0.7842640333245945,-0.0,-0.5141716915727228,-0.6145532931340849,0.0
2018-12-14,1.0,-0.0,-0.7983689456607523,-0.0,-0.5086375727105317,-0.6160299318932506,0.0
