Date,IWF,IWM,MTUM,QLYS,SPY,VLUE,VXX
2018-09-24,-0.6428940979822502,-1.0811875671588334,-0.36980140884307716,1.0,-0.5535877741075338,-0.33231185577267486,0.0
2018-09-25,-0.6464336889030409,-1.0788091068301224,-0.3749800987103964,1.0,-0.5515045374940295,-0.3284508836172584,0.0
2018-09-26,-0.6505947154147043,-1.0851361060110163,-0.38085734812804345,1.0,-0.5527660253851681,-0.32202442723716773,0.0
2018-09-27,-0.6495254115102728,-1.0957186911770596,-0.37878969922704153,1.0,-0.5557291040890704,-0.3252032520325203,0.0
2018-09-28,-0.6507211538461539,-1.0948317307692308,-0.37880608974358976,1.0,-0.556209935897436,-0.3258413461538462,0.0
2018-10-01,-0.6505468969109338,-1.0947954645618814,-0.3789815297087223,1.0,-0.5561921551344204,-0.3260947954645619,0.0
2018-10-02,-0.6516472868217054,-1.1348514211886305,-0.36854005167958653,1.0,-0.5566456718346253,-0.3257832687338501,0.0
2018-10-03,-0.6524515946481264,-1.1400218278830996,-0.3694167104571729,1.0,-0.5560855329641456,-0.324224908039937,0.0
2018-10-04,-0.6520420541852002,-1.1408006469874645,-0.36959158916296,1.0,-0.555762232106753,-0.32547513141932877,0.0
2018-10-05,-0.6464186383973558,-1.1404329074126325,-0.36248941916240074,1.0,-0.5569349832721996,-0.3244790197105889,0.0
2018-10-08,-0.6455288480895438,-1.1391472400048315,-0.3610742038088336,1.0,-0.557273422716109,-0.32318718041631433,0.0
2018-10-09,-0.6656986256544503,-1.1577225130890052,-0.3848985602094241,1.0,-0.5620500654450262,-0.31998527486910994,0.0
2018-10-10,-0.6656527458073003,-1.1675435711936863,-0.3802203222624137,1.0,-0.566137783623808,-0.3309766524169681,0.0
2018-10-11,-0.6298909557408596,-1.1696600384862093,-0.33298588838999355,1.0,-0.5475865939704939,-0.3288165490699166,0.0
2018-10-12,-0.643210903760054,-1.1674392804786244,-0.3327390150164428,1.0,-0.522603906652403,-0.29612900669598635,0.0
2018-10-15,-0.6485853735962859,-1.165509305186302,-0.3364152216181897,1.0,-0.523550652751875,-0.2940359509543272,0.0
2018-10-16,-0.6503335451080051,-1.1608163913595932,-0.3404542566709021,1.0,-0.5241820203303684,-0.29498888182973315,0.0
2018-10-17,-0.6380769532168326,-1.1312593056970457,-0.3307342684742575,1.0,-0.5195125773842176,-0.29860512499020453,0.0
2018-10-18,-0.6373501527853953,-1.1301026404450365,-0.33130925331035027,1.0,-0.5203713860377654,-0.29844080545326335,0.0
2018-10-19,-0.6291583985058947,-1.123769503132174,-0.32286681452083577,1.0,-0.5218084899420256,-0.29329598070114005,0.0
2018-10-22,-0.6338318921866479,-1.1137726883228167,-0.30972968762171843,1.0,-0.5337306224195685,-0.30396510088026796,0.0
2018-10-23,-0.6445010782199568,-1.1207214271711428,-0.3238580670456773,1.0,-0.5277396588904136,-0.3039796118408155,0.0
2018-10-24,-0.648891504806749,-1.1181871689228957,-0.31285069648813024,1.0,-0.533372572101236,-0.31057484794977436,0.0
2018-10-25,-0.626531393568147,-1.0828483920367533,-0.311791730474732,1.0,-0.5292879019908117,-0.27802450229709036,0.0
2018-10-26,-0.6185335816640694,-1.0731308677638831,-0.3039644228210879,1.0,-0.5321753012277167,-0.2731764795317192,0.0
2018-10-29,-0.6128897813814268,-1.0799454400788089,-0.29780623650210286,1.0,-0.5268063501686053,-0.2714356079263441,0.0
2018-10-30,-0.6072808546101978,-1.080763694219259,-0.29396166376240623,1.0,-0.5281460716720964,-0.2780134858701417,0.0
2018-10-31,-0.6077460797279426,-1.0747024371811826,-0.29491781598337424,1.0,-0.5259777064046854,-0.27523143774796904,0.0
2018-11-01,-0.5707282638534844,-1.200596101807914,-0.21338091689870192,1.0,-0.5960625906898309,-0.34091533001294166,0.0
2018-11-02,-0.5715852130325816,-1.1952929197994988,-0.21311090225563914,1.0,-0.5964912280701755,-0.33955983709273185,0.0
2018-11-05,-0.5681346643178704,-1.20465844587982,-0.21299667253865726,1.0,-0.5970640046975925,-0.33176746917204936,0.0
