Date,IWF,IWM,MED,MTUM,SPY,VLUE,VXX
2018-09-24,-1.6388259526261584,-2.869412976313079,1.0,-0.6278063851699279,-2.125643666323378,-2.03697219361483,0.0
2018-09-25,-1.638768787317274,-2.8670990323244796,1.0,-0.6292979205270742,-2.124047766110768,-2.0351039736462835,0.0
2018-09-26,-1.6425479282622142,-2.87291280148423,1.0,-0.6334776334776335,-2.1260564831993407,-2.0321583178726037,0.0
2018-09-27,-1.6464168039538714,-2.8577018121911038,1.0,-0.6371499176276771,-2.124897034596376,-2.0303747940691927,0.0
2018-09-28,-1.643915997529339,-2.8586576075766934,1.0,-0.637739345274861,-2.1241507103150092,-2.0298538192299773,0.0
2018-10-01,-1.6444673185795164,-2.8570252187339165,1.0,-0.638188368502316,-2.1241379310344826,-2.029541945445188,0.0
2018-10-02,-1.64474632088093,-2.8524235875270145,1.0,-0.6408356488628177,-2.1237007306781925,-2.0294329525573733,0.0
2018-10-03,-1.6424460431654677,-2.8416238437821173,1.0,-0.6402877697841727,-2.1227132579650565,-2.030421377183967,0.0
2018-10-04,-1.6442208991993428,-2.83155409566824,1.0,-0.6402176144528844,-2.1247177171012113,-2.0240197084787517,0.0
2018-10-05,-1.611427989407211,-2.8107557547361988,1.0,-0.603075982888572,-2.1282338561825216,-2.0317783662660416,0.0
2018-10-08,-1.6020480584000814,-2.7961066612592522,1.0,-0.5931258237858664,-2.1246071175098855,-2.023015309743486,0.0
2018-10-09,-1.6037735849056602,-2.7978291742747006,1.0,-0.5949482653682289,-2.1249746398863865,-2.022621221343072,0.0
2018-10-10,-1.6037716719050998,-2.796005272229545,1.0,-0.5951536043800061,-2.1244043394504715,-2.019669471763155,0.0
2018-10-11,-1.44629057187017,-2.7636205564142196,1.0,-0.3796367851622875,-2.0551584234930447,-2.015262751159196,0.0
2018-10-12,-1.4753074558032282,-2.7734435049961568,1.0,-0.36068408916218286,-2.024884704073789,-1.9735780169100692,0.0
2018-10-15,-1.441889312977099,-2.805534351145038,1.0,-0.3111641221374046,-2.014503816793893,-1.9687977099236642,0.0
2018-10-16,-1.4408622663105684,-2.8059900801220907,1.0,-0.3103777184280809,-2.0133536818008393,-1.9678557802365508,0.0
2018-10-17,-1.385295486272685,-2.7045137273150304,1.0,-0.2495114006514658,-1.9930200093066543,-1.9743136342484875,0.0
2018-10-18,-1.3840067026624465,-2.7022900763358777,1.0,-0.25088437907279837,-1.9965555762427853,-1.9754235710296033,0.0
2018-10-19,-1.3485195709964248,-2.6667888899074157,1.0,-0.21312677605646713,-1.9820331836098632,-1.9561829681914016,0.0
2018-10-22,-1.3487775844702865,-2.657815218386595,1.0,-0.21142752495192746,-1.9823276256753044,-1.9564142477795072,0.0
2018-10-23,-1.360176503033646,-2.6674940246368815,1.0,-0.22439786725501012,-1.9817061959919104,-1.9590917448060305,0.0
2018-10-24,-1.3583226280051386,-2.6636080014681593,1.0,-0.21343365755184437,-1.981280968985135,-1.9593503395118372,0.0
2018-10-25,-1.2516994945093254,-2.514990413107896,1.0,-0.16010109813491374,-1.942827261635001,-1.8458253442565802,0.0
2018-10-26,-1.211952804377565,-2.471357729138167,1.0,-0.117390560875513,-1.936046511627907,-1.813183994528044,0.0
2018-10-29,-1.177509767283846,-2.493035501953457,1.0,-0.08000679463224053,-1.9193986750467131,-1.8233395617462207,0.0
2018-10-30,-1.167387800118775,-2.491982692797149,1.0,-0.07338593365572241,-1.9192330533638755,-1.831848646814287,0.0
2018-10-31,-1.1598727714070478,-2.4418682514438768,1.0,-0.06687871432158701,-1.8970452833347284,-1.8046371474010212,0.0
2018-11-01,-1.1333445152633346,-2.491613552499161,1.0,-0.030358939953035895,-1.9106843341160684,-1.8204461590070447,0.0
2018-11-02,-1.1487072560467055,-2.4306088407005837,1.0,-0.013594662218515428,-1.9335279399499583,-1.8138448707256045,0.0
2018-11-05,-1.1449637590602348,-2.435807714737982,1.0,-0.013663250853953179,-1.9311838706989921,-1.8056319253519955,0.0
2018-11-06,-1.1494836775483013,-2.438790806129247,1.0,-0.011742171885409726,-1.9275483011325782,-1.8002165223184543,0.0
2018-11-07,-1.1447477942400535,-2.4387381388380223,1.0,-0.018561678042284004,-1.923422673547528,-1.798152155818212,0.0
2018-11-08,-1.51963847355501,-3.1861191698281632,1.0,-0.2124525775496541,-2.638696719482258,-2.601428252622182,0.0
2018-11-09,-1.5181341368150876,-3.1859167503626833,1.0,-0.21426180113826582,-2.6399955362124765,-2.601048990068073,0.0
2018-11-12,-1.5347113008312738,-3.169624803414963,1.0,-0.20950348236351382,-2.6929903392496066,-2.6266007638732867,0.0
2018-11-13,-1.4779574656623837,-3.1564023039432874,1.0,-0.13757199822773594,-2.69162605228179,-2.613203367301728,0.0
2018-11-14,-1.4831335996449178,-3.1602308033732798,1.0,-0.13792720816688858,-2.6976253883710606,-2.61739902352419,0.0
2018-11-15,-1.476027397260274,-3.1517896597437027,1.0,-0.1303579319487406,-2.6904551480335837,-2.5987627043747237,0.0
2018-11-16,-1.464599824098505,-3.1241204925241863,1.0,-0.11807387862796834,-2.682937554969217,-2.604221635883905,0.0
2018-11-19,-1.4662853371466285,-3.123858761412386,1.0,-0.12451875481245187,-2.681553184468155,-2.6037839621603784,0.0
2018-11-20,-1.3869989165763814,-3.0938244853737813,1.0,-0.03683640303358613,-2.6801733477789815,-2.6364030335861326,0.0
2018-11-21,-1.375679420228072,-3.0520089523606524,1.0,-0.03463710966641799,-2.6431844825748696,-2.5520622402216775,0.0
2018-11-23,-1.375905411163187,-3.0239667660843628,1.0,-0.04228802726885385,-2.6543459735832977,-2.5554963783553473,0.0
2018-11-26,-1.374308216262239,-3.0237335036185606,1.0,-0.040974882928905915,-2.6513409961685825,-2.552469135802469,0.0
2018-11-27,-1.3527859856479527,-3.027648796960743,1.0,-0.0,-2.6365555086534402,-2.5359856479527227,0.0
2018-11-28,-1.3545416049121322,-3.051132754605124,1.0,-0.0,-2.639847554520432,-2.5410755875502855,0.0
2018-11-29,-1.2587746625129803,-2.99460020768432,1.0,-0.0,-2.6045690550363445,-2.5262720664589824,0.0
2018-11-30,-1.2586171096345515,-2.9950166112956813,1.0,-0.0,-2.605481727574751,-2.5229443521594686,0.0
2018-12-03,-1.251970136872667,-2.9944006636250515,1.0,-0.0,-2.602861883036085,-2.5199087515553713,0.0
2018-12-04,-1.2234688625836334,-2.9875450334534226,1.0,-0.0,-2.5808543489449307,-2.501492537313433,0.0
2018-12-06,-1.1366392801251957,-2.777679968701096,1.0,-0.0,-2.4995109546165883,-2.3670774647887325,0.0
2018-12-07,-1.136039119804401,-2.7778973105134477,1.0,-0.0,-2.499559902200489,-2.3664547677261614,0.0
2018-12-10,-1.056033658443297,-2.7502390514438706,1.0,-0.0,-2.456683878370625,-2.2991011665710457,0.0
2018-12-11,-1.0527121400554864,-2.7529895723715683,1.0,-0.0,-2.4565196594279155,-2.304505883478427,0.0
2018-12-12,-1.054742080581874,-2.7535649344434874,1.0,-0.0,-2.4579385587137526,-2.3040482342807924,0.0
2018-12-13,-1.0559762292725008,-2.7488737659350138,1.0,-0.0,-2.4742643534937216,-2.305952266845586,0.0
2018-12-14,-1.0591500765696784,-2.7343989280245022,1.0,-0.0,-2.475114854517611,-2.302545941807044,0.0
2018-12-17,-1.01684430909783,-2.7290635706128663,1.0,-0.0,-2.4450894556528358,-2.3255614769699275,0.0
2018-12-18,-0.9742653939734232,-2.6799550814149358,1.0,-0.0,-2.406138873292158,-2.297585626052779,0.0
2018-12-19,-0.9789325842696629,-2.6801498127340824,1.0,-0.0,-2.406086142322097,-2.29812734082397,0.0
2018-12-20,-0.9665213762403784,-2.6370212371325232,1.0,-0.0,-2.3974775108967825,-2.2726513957154784,0.0
2018-12-21,-0.9446074834922964,-2.6205062362435805,1.0,-0.0,-2.37949376375642,-2.2264306676449013,0.0
2018-12-24,-0.8925013584495562,-2.563575439232023,1.0,-0.0,-2.355551530519833,-2.2447020467306644,0.0
2018-12-26,-0.870373665480427,-2.5525800711743774,1.0,-0.0,-2.284697508896797,-2.1890569395017794,0.0
2018-12-27,-0.7115305365532021,-2.3808621115964725,1.0,-0.0,-2.06486441935218,-2.0847276024066597,0.0
2018-12-28,-0.7047344586249485,-2.386496500617538,1.0,-0.0,-2.062412515438452,-2.0801976121860846,0.0
2018-12-31,-0.7089035449299258,-2.3844187963726298,1.0,-0.0,-2.066281945589447,-2.084336356141797,0.0
2019-01-02,-0.7006421867281409,-2.3835007409846862,1.0,-0.0,-2.062736703441462,-2.0862835501399637,0.0
2019-01-03,-0.7077403964793947,-2.3789586246606897,1.0,-0.0,-2.066216994324258,-2.0727975651887802,0.0
2019-01-04,-0.6461838575957084,-2.380557587580265,1.0,-0.0,-2.032349833373974,-2.069007559131919,0.0
2019-01-07,-0.5788606403013183,-2.29331450094162,1.0,-0.0,-1.9797551789077215,-1.9948995605775268,0.0
2019-01-08,-0.5938266719430155,-2.274079936683815,1.0,-0.0,-2.0314998021369215,-2.0151958844479623,0.0
2019-01-09,-0.6198624391880556,-2.3561482972655594,1.0,-0.0,-2.200385841301795,-2.211457809092434,0.0
2019-01-10,-0.6182457903995979,-2.351679651503728,1.0,-0.0,-2.1993800787467537,-2.2079249392644718,0.0
2019-01-11,-0.6228628897083474,-2.3195608447871274,1.0,-0.0,-2.207090177673483,-2.231394569225612,0.0
2019-01-14,-0.6310182855225633,-2.318235195437007,1.0,-0.0,-2.207599396074484,-2.2310015098137894,0.0
2019-01-15,-0.6254511877780576,-2.3105011332158147,1.0,-0.0,-2.2064131620918324,-2.2518257365902796,0.0
2019-01-16,-0.6182046979865772,-2.3102348993288593,1.0,-0.0,-2.208053691275168,-2.252768456375839,0.0
2019-01-17,-0.6167519074369079,-2.3105558816131464,1.0,-0.0,-2.2065062463318523,-2.2506078645090972,0.0
2019-01-18,-0.6358024691358025,-2.3008625063419585,1.0,-0.0,-2.2207001522070016,-2.2986639607644177,0.0
2019-01-22,-0.380099589412073,-2.4579365772691535,1.0,-0.0,-2.4614309426050496,-2.436358871319997,0.0
2019-01-23,-0.37434463474309687,-2.3994232785739253,1.0,-0.0,-2.4815623907724573,-2.4828731212862634,0.0
2019-01-24,-0.3807692307692308,-2.3930944055944057,1.0,-0.0,-2.4869755244755245,-2.4804195804195803,0.0
2019-01-25,-0.39279971413257103,-2.3450955869215653,1.0,-0.0,-2.619260318027515,-2.576201536537431,0.0
2019-01-28,-0.41143927902203975,-2.30757562237887,1.0,-0.0,-2.6370125814223253,-2.5668778442045146,0.0
2019-01-29,-0.4132179807349269,-2.280413842311809,1.0,-0.0,-2.641009632536568,-2.5842846949696754,0.0
2019-01-30,-0.4131132917038358,-2.2796610169491522,1.0,-0.0,-2.64085637823372,-2.5869759143621764,0.0
2019-01-31,-0.38468420110932183,-2.3150831991411702,1.0,-0.0,-2.6215780998389695,-2.624798711755233,0.0
2019-02-01,-0.3838582677165354,-2.312365783822477,1.0,-0.0,-2.630100214745884,-2.621420901932713,0.0
2019-02-04,-0.38755937976158467,-2.3190821905530163,1.0,-0.0,-2.6371784529891547,-2.6191628573989423,0.0
2019-02-05,-0.38204461965773673,-2.3110832362691514,1.0,-0.0,-2.6363229101335004,-2.6303198638114864,0.0
2019-02-06,-0.3801075268817204,-2.3049283154121865,1.0,-0.0,-2.6384408602150535,-2.6371863799283153,0.0
2019-02-07,-0.3832646479125605,-2.302454757211969,1.0,-0.0,-2.639311951263214,-2.6338469808278084,0.0
2019-02-08,-0.39477699003858924,-2.3004576864399175,1.0,-0.0,-2.6513506237099524,-2.6276586197612852,0.0
2019-02-11,-0.4001440014400144,-2.2887228872288725,1.0,-0.0,-2.6658266582665826,-2.64539645396454,0.0
2019-02-12,-0.42301781032456376,-2.29816472290028,1.0,-0.0,-2.6712774613506918,-2.648223487930567,0.0
2019-02-13,-0.4098094119772378,-2.325535182007046,1.0,-0.0,-2.6638966669677537,-2.633366452894951,0.0
2019-02-14,-0.43612294859008066,-2.2964910689999094,1.0,-0.0,-2.689183062834346,-2.64520808776861,0.0
2019-02-15,-0.43881166530389754,-2.3182520214409013,1.0,-0.0,-2.685563732170437,-2.642500227128191,0.0
2019-02-19,-0.46822438403491223,-2.2893899445404124,1.0,-0.0,-2.6949722702063825,-2.6390580961905625,0.0
2019-02-20,-0.46967765434347114,-2.3054088508468404,1.0,-0.0,-2.6949553815334184,-2.6358586778364597,0.0
2019-02-21,-0.07398843930635837,-1.8485549132947976,1.0,-0.0,-2.4178034682080924,-2.3667822736030826,0.0
2019-02-22,-0.08364640036801349,-1.8176799815993256,1.0,-0.0,-2.4135551636893355,-2.351989572951008,0.0
2019-02-25,-0.09976833976833976,-1.824015444015444,1.0,-0.0,-2.4294980694980697,-2.3688030888030887,0.0
2019-02-26,-0.10181537273078409,-1.8281962147547315,1.0,-0.0,-2.4288142139822324,-2.3661645422943223,0.0
