Date,APTO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.276798184357542,-2.542335893854749,-0.32934706703910616,-1.8723812849162011,-1.708100558659218,0.0
2018-09-25,1.0,-1.2879888023794943,-2.5422972618318607,-0.3423147581139008,-1.8721896596973144,-1.7033505380106728,0.0
2018-09-26,1.0,-1.2896394819740988,-2.544189709485474,-0.34546727336366817,-1.871806090304515,-1.6993349667483375,0.0
2018-09-27,1.0,-1.2949558527843343,-2.527493662033394,-0.3500305970801643,-1.8713174228516478,-1.6982253693504674,0.0
2018-09-28,1.0,-1.2977606717984604,-2.5268544436669,-0.3510321903428971,-1.8724632610216934,-1.6993526941917423,0.0
2018-10-01,1.0,-1.3128137384412155,-2.5387934830471157,-0.35129898723029507,-1.8909731395860854,-1.7129018053720828,0.0
2018-10-02,1.0,-1.3248373585241955,-2.6176811335888064,-0.3404331164780322,-1.9046430799393992,-1.7243561179930487,0.0
2018-10-03,1.0,-1.3250423464384418,-2.597575109209236,-0.33796915396273514,-1.914415619149505,-1.7401265935633412,0.0
2018-10-04,1.0,-1.333032816444284,-2.6410926794085827,-0.3415975477821853,-1.9277857915614856,-1.7719978362783988,0.0
2018-10-05,1.0,-1.310394265232975,-2.6336917562724014,-0.3103046594982079,-1.9310931899641577,-1.775,0.0
2018-10-08,1.0,-1.3039128104341613,-2.6238163301768807,-0.30007146685724495,-1.9347864927639806,-1.7707700553868144,0.0
2018-10-09,1.0,-1.395246561242631,-2.7462337419294465,-0.3658650697108637,-2.017872181154674,-1.831851782539534,0.0
2018-10-10,1.0,-1.4122348016363808,-2.804966225858624,-0.35467605365807253,-2.057178194272667,-1.884787365616973,0.0
2018-10-11,1.0,-1.4461065138977296,-3.232654360280076,-0.14863144493952896,-2.4063229365584555,-2.375344791003607,0.0
2018-10-12,1.0,-1.4570922724432411,-3.204853155592585,-0.12007915017704646,-2.3377421370547804,-2.2947302645282237,0.0
2018-10-15,1.0,-1.4220382824624935,-3.2352819451629595,-0.07346094154164512,-2.3263321262286603,-2.28949818934299,0.0
2018-10-16,1.0,-1.4451400679117148,-3.3865662139219013,-0.02504244482173175,-2.397601867572156,-2.3568548387096775,0.0
2018-10-17,1.0,-1.3567617484096037,-3.2256310281140976,-0.0,-2.341268212600041,-2.336958752308639,0.0
2018-10-18,1.0,-1.3692976104272265,-3.2614047791455465,-0.0,-2.3562635771180305,-2.357504913623668,0.0
2018-10-19,1.0,-1.3106060606060606,-3.2216420966420967,-0.0,-2.355036855036855,-2.350225225225225,0.0
2018-10-22,1.0,-1.3109656301145662,-3.213993453355155,-0.0,-2.354541734860884,-2.349631751227496,0.0
2018-10-23,1.0,-1.310383631713555,-3.2147314578005117,-0.0,-2.355089514066496,-2.350076726342711,0.0
2018-10-24,1.0,-1.3036371066612178,-3.2045361667347776,-0.0,-2.355026563138537,-2.353391908459338,0.0
2018-10-25,1.0,-1.1665193912616594,-3.0450662739322536,-0.0,-2.3646539027982327,-2.2422189494354443,0.0
2018-10-26,1.0,-1.1098146877144819,-3.033140503970978,-0.0,-2.419452887537994,-2.2424747524267086,0.0
2018-10-29,1.0,-1.042440837081948,-3.0745159397613926,-0.0,-2.3958537062389986,-2.2661842362605125,0.0
2018-10-30,1.0,-1.026470013674546,-3.0719867161554992,-0.0,-2.3937292439929676,-2.2752490720843914,0.0
2018-10-31,1.0,-1.0404657933042212,-3.007278020378457,-0.0,-2.3932071809801068,-2.2631732168850074,0.0
2018-11-01,1.0,-1.0497420422466661,-3.0109997079723545,-0.0,-2.4026087802978684,-2.270904312274895,0.0
2018-11-02,1.0,-1.0863330696202531,-3.0623022151898733,-0.0,-2.4292919303797467,-2.3113132911392404,0.0
2018-11-05,1.0,-1.0888382687927107,-3.061206298900663,-0.0,-2.4337922155095573,-2.320095077745865,0.0
2018-11-06,1.0,-1.0980295078720665,-3.067729478166155,-0.0,-2.426774928210714,-2.309436577878998,0.0
2018-11-07,1.0,-1.0978681209717402,-3.075458601883986,-0.0,-2.4282597917699555,-2.3141298958849776,0.0
2018-11-08,1.0,-1.0060987605744638,-3.0892189651780444,-0.0,-2.403796970293134,-2.3376942750344285,0.0
2018-11-09,1.0,-1.0050191910245054,-3.090443853951383,-0.0,-2.4075386280877864,-2.3385493553784076,0.0
2018-11-12,1.0,-0.9937591418820088,-3.0373476352998536,-0.0,-2.403803022915651,-2.316431009263774,0.0
2018-11-13,1.0,-0.9256174612291787,-3.0020103388856976,-0.0,-2.369519433275895,-2.275895079456251,0.0
2018-11-14,1.0,-0.9247363374880152,-3.0082454458293384,-0.0,-2.374017257909875,-2.2807286673058487,0.0
2018-11-15,1.0,-0.9195105630436861,-3.0060223687983942,-0.0,-2.3742472039002007,-2.2595354172641238,0.0
2018-11-16,1.0,-0.9081147852527556,-2.9793804637020145,-0.0,-2.3595591030026606,-2.2549410870391484,0.0
2018-11-19,1.0,-0.9082229150428683,-3.062061574434918,-0.0,-2.445440374123149,-2.3270654715510526,0.0
2018-11-20,1.0,-0.800076930474084,-3.026060198095971,-0.0,-2.434657178574863,-2.355418790268295,0.0
2018-11-21,1.0,-0.8117624666920441,-3.00742291587362,-0.0,-2.424153026265702,-2.2732204035020933,0.0
2018-11-23,1.0,-0.8154343280745107,-2.9732940505607304,-0.0,-2.4380345941836152,-2.2771336247861624,0.0
2018-11-26,1.0,-0.8137543993151336,-2.9905830876058213,-0.0,-2.43469989536764,-2.2730904594311805,0.0
2018-11-27,1.0,-0.7837145297523014,-3.0128119958242383,-0.0,-2.4285849862389677,-2.265255765398121,0.0
2018-11-28,1.0,-0.7857278420952742,-3.008730309356614,-0.0,-2.4292085784778896,-2.2657999620421334,0.0
2018-11-29,1.0,-0.6965562053281351,-2.9469042977814905,-0.0,-2.3895850737955997,-2.2494198459110737,0.0
2018-11-30,1.0,-0.6942432683379759,-2.948932219127205,-0.0,-2.3909006499535748,-2.251067780872795,0.0
2018-12-03,1.0,-0.6903812262313328,-2.947778499211576,-0.0,-2.388739449030702,-2.2485854744457843,0.0
2018-12-04,1.0,-0.6649369903632321,-2.9679392142327647,-0.0,-2.383710155670867,-2.2495366938472943,0.0
2018-12-06,1.0,-0.6213826366559486,-2.7775098249374777,-0.0,-2.374151482672383,-2.15880671668453,0.0
2018-12-07,1.0,-0.6104791759964173,-2.788087774294671,-0.0,-2.3845051500223917,-2.1734885803851323,0.0
2018-12-10,1.0,-0.5237118916027812,-2.8306293456944194,-0.0,-2.413442681404885,-2.14646104474951,0.0
2018-12-11,1.0,-0.5284784740172921,-2.8284160798645157,-0.0,-2.4135840984044927,-2.1429717443622427,0.0
2018-12-12,1.0,-0.539006456241033,-2.8428084648493543,-0.0,-2.4348995695839313,-2.150286944045911,0.0
2018-12-13,1.0,-0.5416103146695519,-2.8626814534307097,-0.0,-2.446037327562889,-2.1659904427012893,0.0
2018-12-14,1.0,-0.5474603746397694,-2.8454610951008648,-0.0,-2.449387608069164,-2.163364553314121,0.0
2018-12-17,1.0,-0.5022345370039328,-2.8373257061136936,-0.0,-2.4124955309259923,-2.1862710046478373,0.0
2018-12-18,1.0,-0.4614027348919276,-2.797088663431848,-0.0,-2.387825319805911,-2.1759153065725627,0.0
2018-12-19,1.0,-0.44721927027984415,-2.812079348211123,-0.0,-2.4068366985476444,-2.189691817215728,0.0
2018-12-20,1.0,-0.4400423541868878,-2.7748169063795998,-0.0,-2.429189093796876,-2.179652342715962,0.0
2018-12-21,1.0,-0.4201240282994148,-2.765044982094506,-0.0,-2.4188138702070052,-2.1304044021311905,0.0
2018-12-24,1.0,-0.3552516983103989,-2.714596760146316,-0.0,-2.4289322417697266,-2.2105033966207976,0.0
2018-12-26,1.0,-0.33929182346903863,-2.7059527882312695,-0.0,-2.354002736914129,-2.15360930550804,0.0
2018-12-27,1.0,-0.1909288648997019,-2.5761701442036573,-0.0,-2.1541931845645697,-2.1346974945621526,0.0
2018-12-28,1.0,-0.17429634422516985,-2.605871886120996,-0.0,-2.1673406664509867,-2.1405693950177938,0.0
2018-12-31,1.0,-0.17400097071671253,-2.6077495550881733,-0.0,-2.16720595372917,-2.1402685649571267,0.0
2019-01-02,1.0,-0.16550832390496203,-2.6074026183934054,-0.0,-2.163568773234201,-2.1449005980281233,0.0
2019-01-03,1.0,-0.13678773742085973,-2.692352549150283,-0.0,-2.2170943018993667,-2.284238587137621,0.0
2019-01-04,1.0,-0.06961034681604744,-2.6995633907241126,-0.0,-2.1827992421122,-2.285937886152072,0.0
2019-01-07,1.0,-0.009420405556442598,-2.6091330033530253,-0.0,-2.147612965032732,-2.217148331470541,0.0
2019-01-08,1.0,-0.009228321400159108,-2.589101034208433,-0.0,-2.149085123309467,-2.2080350039777246,0.0
2019-01-09,1.0,-0.0028557829604950024,-2.5660003173092174,-0.0,-2.14675551324766,-2.2171188323020785,0.0
2019-01-10,1.0,-0.010499318746493548,-2.5741764847319066,-0.0,-2.1914723090486494,-2.2385990222008494,0.0
2019-01-11,1.0,-0.02357408432877146,-2.4680009492919863,-0.0,-2.164702159639269,-2.2545684676845186,0.0
