Date,IWF,IWM,MTUM,NI,SPY,VLUE,VXX
2018-11-28,-0.0,-0.5860128136039758,-0.0,1.0,-0.8383330339500629,-0.5694868570744267,0.0
2018-11-29,-0.0,-0.5660466769340126,-0.0,1.0,-0.8242506811989101,-0.5714370335268333,0.0
2018-11-30,-0.0,-0.56874147036136,-0.0,1.0,-0.828962202575209,-0.5691271583694297,0.0
2018-12-03,-0.0,-0.5691937781999525,-0.0,1.0,-0.8295238660650676,-0.5696984089289955,0.0
2018-12-04,-0.0,-0.5680087695908512,-0.0,1.0,-0.8271264776464314,-0.5675643646490682,0.0
2018-12-06,-0.0,-0.4938734612081305,-0.0,1.0,-0.8335241912396222,-0.5354995705697109,0.0
2018-12-07,-0.0,-0.49438234451132135,-0.0,1.0,-0.8339352249928347,-0.5378331900257954,0.0
2018-12-10,-0.0,-0.4960236309929561,-0.0,1.0,-0.8309191092933423,-0.5133492388093616,0.0
2018-12-11,-0.0,-0.4959093233339015,-0.0,1.0,-0.8342139651156184,-0.510624396341117,0.0
2018-12-12,-0.0,-0.4968154677281774,-0.0,1.0,-0.8364799545066818,-0.5100369633210122,0.0
2018-12-13,-0.0,-0.49275362318840576,-0.0,1.0,-0.845590956977307,-0.5089547564135417,0.0
2018-12-14,-0.0,-0.477033315253076,-0.0,1.0,-0.8639984013246167,-0.5137457535185133,0.0
2018-12-17,-0.0,-0.47049477984566496,-0.0,1.0,-0.8467430776214253,-0.5198309123921925,0.0
2018-12-18,-0.0,-0.4662443080578103,-0.0,1.0,-0.8447549283027407,-0.5172950193738157,0.0
2018-12-19,-0.0,-0.4668062708698851,-0.0,1.0,-0.8453506140698398,-0.5176580451638463,0.0
2018-12-20,-0.0,-0.453301873542878,-0.0,1.0,-0.8451728884020112,-0.5104351001376366,0.0
2018-12-21,-0.0,-0.44995121951219513,-0.0,1.0,-0.8452404181184668,-0.49226480836236935,0.0
2018-12-24,-0.0,-0.42745184612837356,-0.0,1.0,-0.8334345162536565,-0.498647828246592,0.0
2018-12-26,-0.0,-0.42765451225585127,-0.0,1.0,-0.8382393625850716,-0.5006639738836939,0.0
2018-12-27,-0.0,-0.3833864972451428,-0.0,1.0,-0.7541718292779375,-0.4986950676192234,0.0
2018-12-28,-0.0,-0.3834194160430062,-0.0,1.0,-0.7537683145356805,-0.49799725940761047,0.0
2018-12-31,-0.0,-0.3853738268480439,-0.0,1.0,-0.7533217336285986,-0.4976273331224296,0.0
2019-01-02,-0.0,-0.38462957108230583,-0.0,1.0,-0.7506059648013489,-0.49939403519865105,0.0
2019-01-03,-0.0,-0.38543095263213417,-0.0,1.0,-0.7650068572634243,-0.4869975735837114,0.0
2019-01-04,-0.0,-0.38694559354872493,-0.0,1.0,-0.7428915536471696,-0.48837513745614497,0.0
2019-01-07,-0.0,-0.35946408938661756,-0.0,1.0,-0.7303316202602849,-0.4670297358799314,0.0
2019-01-08,-0.0,-0.3508006935944512,-0.0,1.0,-0.734547123623011,-0.4646317829457364,0.0
2019-01-09,-0.0,-0.3525148646234721,-0.0,1.0,-0.7349376068594177,-0.4644397376681042,0.0
2019-01-10,-0.0,-0.3501211271197246,-0.0,1.0,-0.7367843937268903,-0.4631646053805942,0.0
2019-01-11,-0.0,-0.3470936642650188,-0.0,1.0,-0.743109151047409,-0.47383400425630107,0.0
2019-01-14,-0.0,-0.35238853094437456,-0.0,1.0,-0.7467977513668917,-0.4677464897194342,0.0
2019-01-15,-0.0,-0.3518475601905498,-0.0,1.0,-0.7421398223252222,-0.4810093987382516,0.0
2019-01-16,-0.0,-0.3544085467885184,-0.0,1.0,-0.7388080834084181,-0.48109151756982876,0.0
2019-01-17,-0.0,-0.3562177826789424,-0.0,1.0,-0.7338753109532481,-0.474469776626574,0.0
2019-01-18,-0.0,-0.3586551402836733,-0.0,1.0,-0.7350398591986749,-0.4945646547261622,0.0
2019-01-22,-0.0,-0.2815447959555949,-0.0,1.0,-0.9115286391827799,-0.41283160473237085,0.0
2019-01-23,-0.0,-0.23718399333489548,-0.0,1.0,-0.9202791012523107,-0.4461193990991695,0.0
2019-01-24,-0.0,-0.23683113635179495,-0.0,1.0,-0.9216120460584588,-0.44664721513051636,0.0
2019-01-25,-0.0,-0.1533639671704428,-0.0,1.0,-1.085287789848336,-0.4174347260219395,0.0
2019-01-28,-0.0,-0.1417081679938214,-0.0,1.0,-1.103464805986844,-0.4180137953074649,0.0
2019-01-29,-0.0,-0.12788243152972611,-0.0,1.0,-1.112625250501002,-0.431503006012024,0.0
2019-01-30,-0.0,-0.1260360408534303,-0.0,1.0,-1.1113042083311053,-0.4363135661194588,0.0
2019-01-31,-0.0,-0.1413159296750133,-0.0,1.0,-1.0783431006925945,-0.4441928609483218,0.0
2019-02-01,-0.0,-0.1409424529305393,-0.0,1.0,-1.074885650462717,-0.44346346133390063,0.0
2019-02-04,-0.0,-0.14447471024942585,-0.0,1.0,-1.0893019281098113,-0.43673556588153606,0.0
2019-02-05,-0.0,-0.11988852564446112,-0.0,1.0,-1.0850527895385604,-0.4747306929631813,0.0
2019-02-06,-0.0,-0.12157093870552935,-0.0,1.0,-1.0839852121731675,-0.47339798542648953,0.0
2019-02-07,-0.0,-0.12520064205457462,-0.0,1.0,-1.0836008560727661,-0.4664258962011771,0.0
2019-02-08,-0.0,-0.1354755715166296,-0.0,1.0,-1.1015999785597512,-0.4429555382842441,0.0
2019-02-11,-0.0,-0.12476141831769672,-0.0,1.0,-1.1104061937148848,-0.45307669561009706,0.0
2019-02-12,-0.0,-0.1265402971391593,-0.0,1.0,-1.1129775932267372,-0.45684471647747193,0.0
2019-02-13,-0.0,-0.13464957172870765,-0.0,1.0,-1.1067445994720682,-0.45213596940149764,0.0
2019-02-14,-0.0,-0.1092078244893548,-0.0,1.0,-1.1283367556468171,-0.4642818545336647,0.0
2019-02-15,-0.0,-0.12442533398236791,-0.0,1.0,-1.1215587646708853,-0.45829952944994323,0.0
2019-02-19,-0.0,-0.11834111834111835,-0.0,1.0,-1.1254421254421254,-0.45619245619245624,0.0
2019-02-20,-0.0,-0.13549777717903813,-0.0,1.0,-1.113296510844672,-0.44553415061295976,0.0
2019-02-21,-0.0,-0.1431361909929463,-0.0,1.0,-1.1252306022788932,-0.44462832338578406,0.0
2019-02-22,-0.0,-0.14352768809181432,-0.0,1.0,-1.1306129093523618,-0.43902108147706,0.0
2019-02-25,-0.0,-0.139291553133515,-0.0,1.0,-1.1419891008174388,-0.4435422343324251,0.0
2019-02-26,-0.0,-0.13994550408719347,-0.0,1.0,-1.145449591280654,-0.43940054495912806,0.0
2019-02-27,-0.0,-0.13282017687520473,-0.0,1.0,-1.1577410197619828,-0.43899443170651814,0.0
2019-02-28,-0.0,-0.1353432737997706,-0.0,1.0,-1.1578185591785461,-0.43770823092468186,0.0
2019-03-01,-0.0,-0.13767403767403769,-0.0,1.0,-1.159159159159159,-0.4331422331422331,0.0
2019-03-04,-0.0,-0.13131892127961567,-0.0,1.0,-1.1556665574844414,-0.4425701495796484,0.0
2019-03-05,-0.0,-0.12432906123343193,-0.0,1.0,-1.168583634571147,-0.44561288202431815,0.0
2019-03-06,-0.0,-0.12237187910643889,-0.0,1.0,-1.170033946561542,-0.44522010512483573,0.0
2019-03-07,-0.0,-0.08968511893382855,-0.0,1.0,-1.2035393396509817,-0.4377474943332332,0.0
2019-03-08,-0.0,-0.0671654151943463,-0.0,1.0,-1.262229461130742,-0.4312058303886926,0.0
2019-03-11,-0.0,-0.07059514815747503,-0.0,1.0,-1.2634097204734325,-0.46405887126108736,0.0
2019-03-12,-0.0,-0.039581735004120135,-0.0,1.0,-1.2896030460602959,-0.5122893757281277,0.0
2019-03-13,-0.0,-0.058421980772512656,-0.0,1.0,-1.284316514022413,-0.5015928096023665,0.0
2019-03-14,-0.0,-0.06157432413224549,-0.0,1.0,-1.280751627483867,-0.5004406288199675,0.0
2019-03-15,-0.0,-0.056756833956982486,-0.0,1.0,-1.2850124253763318,-0.5146390928047073,0.0
2019-03-18,-0.0,-0.07663800341642782,-0.0,1.0,-1.2900778829728712,-0.5285908682938129,0.0
2019-03-19,-0.0,-0.07926900244441858,-0.0,1.0,-1.289197997904784,-0.5415260155977185,0.0
2019-03-20,-0.0,-0.08902146575422587,-0.0,1.0,-1.2898754167397788,-0.5455635491606714,0.0
2019-03-21,-0.0,-0.08834965648297032,-0.0,1.0,-1.3141353603274375,-0.5210641719046922,0.0
2019-03-22,-0.0,-0.08712883000118302,-0.0,1.0,-1.3422453566781025,-0.5281556843724121,0.0
2019-03-25,-0.0,-0.0,-0.0,1.0,-1.3904606032265607,-0.5321194762684124,0.0
2019-03-26,-0.0,-0.008033901297784056,-0.0,1.0,-1.38777552161502,-0.5470115652864835,0.0
2019-03-27,-0.0,-0.0005878203620973431,-0.0,1.0,-1.3934869503879614,-0.5450270397366564,0.0
2019-03-28,-0.0,-0.0,-0.0,1.0,-1.3671633070406077,-0.5542214431784984,0.0
2019-03-29,-0.0,-0.0,-0.0,1.0,-1.3662466009765797,-0.557673752229467,0.0
2019-04-01,-0.0,-0.0,-0.0,1.0,-1.3682688093498905,-0.5535719503287071,0.0
2019-04-02,-0.0,-0.009414041879289108,-0.0,1.0,-1.4098187576983987,-0.5134905273036542,0.0
2019-04-03,-0.0,-0.010809702367002579,-0.0,1.0,-1.405993672369346,-0.5126552613077103,0.0
2019-04-04,-0.0,-0.008216685741115708,-0.0,1.0,-1.4096898201132728,-0.5166241159726502,0.0
2019-04-05,-0.0,-0.005941525972116007,-0.0,1.0,-1.418348138125772,-0.51705982704865,0.0
2019-04-08,-0.0,-0.008091329037573189,-0.0,1.0,-1.4186600759113779,-0.5155794862741636,0.0
2019-04-09,-0.0,-0.0,-0.0,1.0,-1.4543332446887096,-0.5004579972224684,0.0
2019-04-10,-0.0,-0.0,-0.0,1.0,-1.4549451197922814,-0.49560368228490503,0.0
2019-04-11,-0.0,-0.0,-0.0,1.0,-1.46136591700608,-0.4900537158373177,0.0
2019-04-12,-0.0,-0.0,-0.0,1.0,-1.4520721197682285,-0.4891908585546633,0.0
2019-04-15,-0.0,-0.0,-0.0,1.0,-1.4498807034080532,-0.49568470352587707,0.0
2019-04-16,-0.0,-0.0,-0.0,1.0,-1.4478970311027335,-0.49740810556079174,0.0
2019-04-17,-0.0,-0.0,-0.0,1.0,-1.4491486157766709,-0.4467160894243021,0.0
2019-04-18,-0.0,-0.0,-0.0,1.0,-1.4358662613981765,-0.4589086698509191,0.0
2019-04-22,-0.0,-0.0,-0.0,1.0,-1.4369594241597492,-0.46546119463632674,0.0
2019-04-23,-0.0,-0.0,-0.0,1.0,-1.4355687334670504,-0.47132350803755707,0.0
2019-04-24,-0.0,-0.0,-0.0,1.0,-1.4195573557066397,-0.473513669897295,0.0
2019-04-25,-0.0,-0.0,-0.0,1.0,-1.4245277585809721,-0.4549930891499655,0.0
2019-04-26,-0.0,-0.0,-0.0,1.0,-1.4491275710654032,-0.4397388490871273,0.0
2019-04-29,-0.0,-0.0,-0.0,1.0,-1.4464409521608506,-0.44239657961636236,0.0
2019-04-30,-0.0,-0.0,-0.0,1.0,-1.449921933730411,-0.4413924709419996,0.0
2019-05-01,-0.0,-0.0,-0.0,1.0,-1.449292589585991,-0.44993041864780237,0.0
2019-05-02,-0.0,-0.0,-0.0,1.0,-1.4335002460273814,-0.46093953515297115,0.0
2019-05-03,-0.0,-0.0,-0.0,1.0,-1.4333912539820446,-0.46264118158123374,0.0
2019-05-06,-0.0,-0.0,-0.0,1.0,-1.4268909506055087,-0.4633659932367987,0.0
2019-05-07,-0.0,-0.0,-0.0,1.0,-1.4283607126330402,-0.4638188338732069,0.0
2019-05-08,-0.0,-0.0,-0.0,1.0,-1.385891877924837,-0.4851138353765324,0.0
2019-05-09,-0.0,-0.0,-0.0,1.0,-1.3795004306632215,-0.4915877117427505,0.0
2019-05-10,-0.0,-0.0,-0.0,1.0,-1.3816993089209417,-0.48584865081868495,0.0
2019-05-13,-0.0,-0.0,-0.0,1.0,-1.3884176323432154,-0.4870460361733329,0.0
2019-05-14,-0.0,-0.0,-0.0,1.0,-1.377313432835821,-0.46561478322672356,0.0
2019-05-15,-0.0,-0.0,-0.0,1.0,-1.4013411328292196,-0.4521615066343273,0.0
2019-05-16,-0.0,-0.0,-0.0,1.0,-1.400302632330269,-0.45471935133900526,0.0
2019-05-17,-0.0,-0.0,-0.0,1.0,-1.36579081488193,-0.4656265926722918,0.0
2019-05-20,-0.0,-0.0,-0.0,1.0,-1.3625222375963628,-0.4612995227741225,0.0
2019-05-21,-0.0,-0.0,-0.0,1.0,-1.3551675584342437,-0.460912419036891,0.0
2019-05-22,-0.0,-0.0,-0.0,1.0,-1.3329176711835287,-0.43816332751406323,0.0
2019-05-23,-0.0,-0.0,-0.0,1.0,-1.3509296976750629,-0.4201513010225289,0.0
2019-05-24,-0.0,-0.0,-0.0,1.0,-1.3502112034455152,-0.41064575798569897,0.0
2019-05-28,-0.0,-0.0,-0.0,1.0,-1.3441426052457572,-0.4109819263830725,0.0
2019-05-29,-0.0,-0.0,-0.0,1.0,-1.3360552073023204,-0.41331243813922797,0.0
2019-05-30,-0.0,-0.0,-0.0,1.0,-1.340493500771095,-0.413444591319674,0.0
2019-05-31,-0.0,-0.0,-0.0,1.0,-1.338536075095659,-0.41423734412420515,0.0
2019-06-03,-0.0,-0.0,-0.0,1.0,-1.3642784789333917,-0.3734497768773784,0.0
2019-06-04,-0.0,-0.0,-0.0,1.0,-1.3509185632026321,-0.39106114614751847,0.0
2019-06-05,-0.0,-0.0,-0.0,1.0,-1.3655066281487083,-0.33435027943518997,0.0
2019-06-06,-0.0,-0.0,-0.0,1.0,-1.370525462650277,-0.3310819937863029,0.0
2019-06-07,-0.0,-0.0,-0.0,1.0,-1.3642604253939081,-0.33836923326396584,0.0
2019-06-10,-0.0,-0.0,-0.0,1.0,-1.3497263339534635,-0.3464908733047535,0.0
2019-06-11,-0.0,-0.0,-0.0,1.0,-1.3504472655203812,-0.3277893834699234,0.0
2019-06-12,-0.0,-0.0,-0.0,1.0,-1.3546692398413207,-0.3257210249812373,0.0
2019-06-13,-0.0,-0.0,-0.0,1.0,-1.3647027244665146,-0.3195007381559522,0.0
2019-06-14,-0.0,-0.0,-0.0,1.0,-1.36760684218993,-0.31350206445385814,0.0
2019-06-17,-0.0,-0.0,-0.0,1.0,-1.372223414529456,-0.3104678613585149,0.0
2019-06-18,-0.0,-0.0,-0.0,1.0,-1.3776738686445233,-0.30963130173062453,0.0
2019-06-19,-0.0,-0.0,-0.0,1.0,-1.384471067513602,-0.2957036798799282,0.0
2019-06-20,-0.0,-0.0,-0.0,1.0,-1.3897219156324871,-0.3022855143080195,0.0
2019-06-21,-0.0,-0.0,-0.0,1.0,-1.382701421800948,-0.3100764756570444,0.0
2019-06-24,-0.0,-0.0,-0.0,1.0,-1.330701544514448,-0.3276444160884706,0.0
2019-06-25,-0.0,-0.0,-0.0,1.0,-1.330560501767348,-0.3271055359183565,0.0
2019-06-26,-0.0,-0.0,-0.0,1.0,-1.3021938571998406,-0.3570269910916101,0.0
2019-06-27,-0.0,-0.0,-0.0,1.0,-1.3407361765966566,-0.3382179597085298,0.0
2019-06-28,-0.0,-0.0,-0.0,1.0,-1.3466955869751498,-0.33111075407026563,0.0
2019-07-01,-0.0,-0.0,-0.0,1.0,-1.3486555183946487,-0.3269565217391304,0.0
2019-07-02,-0.0,-0.0,-0.0,1.0,-1.3434356944147228,-0.33150545687994865,0.0
2019-07-03,-0.0,-0.0,-0.0,1.0,-1.3530247393390336,-0.3273204856736981,0.0
2019-07-05,-0.0,-0.0,-0.0,1.0,-1.3548680862461495,-0.323610553100308,0.0
2019-07-08,-0.0,-0.0,-0.0,1.0,-1.3552980221074327,-0.32117335331745306,0.0
2019-07-09,-0.0,-0.0,-0.0,1.0,-1.3515614564688911,-0.31985146795608155,0.0
2019-07-10,-0.0,-0.0,-0.0,1.0,-1.3561673125751705,-0.3165575304022451,0.0
2019-07-11,-0.0,-0.0,-0.0,1.0,-1.3627220201155574,-0.31221913117911404,0.0
2019-07-12,-0.0,-0.0,-0.0,1.0,-1.3702686121262238,-0.29718050628184267,0.0
2019-07-15,-0.0,-0.0,-0.0,1.0,-1.3846523421860404,-0.28450553850260246,0.0
2019-07-16,-0.0,-0.0,-0.0,1.0,-1.379365545209573,-0.28862623729356207,0.0
2019-07-17,-0.0,-0.0,-0.0,1.0,-1.3758785942492013,-0.28652822151224705,0.0
2019-07-18,-0.0,-0.0,-0.0,1.0,-1.3760888039090715,-0.279530486509454,0.0
2019-07-19,-0.0,-0.0,-0.0,1.0,-1.3744692144373674,-0.27945859872611467,0.0
2019-07-22,-0.0,-0.0,-0.0,1.0,-1.3813026046783314,-0.27384966678172207,0.0
2019-07-23,-0.0,-0.0,-0.0,1.0,-1.3792810492221101,-0.2756066479052727,0.0
2019-07-24,-0.0,-0.0,-0.0,1.0,-1.3788813299097336,-0.2682319930116208,0.0
2019-07-25,-0.0,-0.0,-0.0,1.0,-1.3797327688847731,-0.2661198571239582,0.0
2019-07-26,-0.0,-0.0,-0.0,1.0,-1.3811701874520794,-0.2627237395235703,0.0
2019-07-29,-0.0,-0.0,-0.0,1.0,-1.3732014388489207,-0.27176787981379597,0.0
2019-07-30,-0.0,-0.0,-0.0,1.0,-1.3675598390171573,-0.2801578055496717,0.0
2019-07-31,-0.0,-0.0,-0.0,1.0,-1.3675313319731857,-0.282106992395538,0.0
2019-08-01,-0.0,-0.0,-0.0,1.0,-1.3644988240268492,-0.27813746994001215,0.0
2019-08-02,-0.0,-0.0,-0.0,1.0,-1.3842859408872203,-0.2593982974673505,0.0
2019-08-05,-0.0,-0.0,-0.0,1.0,-1.3832509450421635,-0.2602236379497211,0.0
2019-08-06,-0.0,-0.0,-0.0,1.0,-1.3711255250146206,-0.2872029347652719,0.0
2019-08-07,-0.0,-0.0,-0.0,1.0,-1.3507438979192035,-0.29657965796579655,0.0
2019-08-08,-0.0,-0.0,-0.0,1.0,-1.354714475431607,-0.30132802124833996,0.0
2019-08-09,-0.0,-0.0,-0.0,1.0,-1.3727647499732305,-0.3041813898704358,0.0
2019-08-12,-0.0,-0.0,-0.0,1.0,-1.3804632750227357,-0.2943347777242818,0.0
2019-08-13,-0.0,-0.0,-0.0,1.0,-1.3808189194960498,-0.28841020713218024,0.0
2019-08-14,-0.0,-0.0,-0.0,1.0,-1.371688939663647,-0.28512978559472885,0.0
2019-08-15,-0.0,-0.0,-0.0,1.0,-1.3608513298773024,-0.24419725427879233,0.0
2019-08-16,-0.0,-0.0,-0.0,1.0,-1.3665744991652755,-0.24196577629382304,0.0
2019-08-19,-0.0,-0.0,-0.0,1.0,-1.366340234303972,-0.23123879782840223,0.0
2019-08-20,-0.0,-0.0,-0.0,1.0,-1.3668453629606612,-0.22298189728847798,0.0
2019-08-21,-0.0,-0.0,-0.011250741878048151,1.0,-1.3602817846360282,-0.20888705390550408,0.0
2019-08-22,-0.0,-0.0,-0.006887834072851099,1.0,-1.3577546176865134,-0.21507068413992364,0.0
2019-08-23,-0.0,-0.0,-0.0061044714609519895,1.0,-1.3576396043684318,-0.21198227900267877,0.0
2019-08-26,-0.0,-0.0,-0.003920869720192479,1.0,-1.3455711994296915,-0.19652722967640093,0.0
2019-08-27,-0.0,-0.0,-0.003256500279855493,1.0,-1.3444003460031546,-0.1964839973540935,0.0
2019-08-28,-0.0,-0.0,-0.001958041958041958,1.0,-1.3471582962492052,-0.19376986649713923,0.0
2019-08-29,-0.0,-0.0,-0.007777156508920856,1.0,-1.350937833579017,-0.18283942459208052,0.0
2019-08-30,-0.0,-0.0,-0.016344916344916346,1.0,-1.0576576576576577,-0.070999570999571,0.0
2019-09-03,-0.0,-0.0,-0.05271246026566743,1.0,-1.0022735406184873,-0.05014420141885776,0.0
2019-09-04,-0.0,-0.0,-0.05123439842875547,1.0,-1.007581677261304,-0.053071740829127155,0.0
2019-09-05,-0.0,-0.0,-0.039132445042242864,1.0,-1.0130091210962129,-0.04947248959690639,0.0
2019-09-06,-0.0,-0.0,-0.05003360779700891,1.0,-1.0315073096958494,-0.018946395563770795,0.0
2019-09-09,-0.0,-0.0,-0.05285816287958336,1.0,-1.0340627493804864,-0.01312528875635264,0.0
2019-09-10,-0.0,-0.0,-0.08772740641149532,1.0,-1.0130036553086006,-0.0,0.0
2019-09-11,-0.0,-0.0,-0.0908843537414966,1.0,-1.0022815279958137,-0.0,0.0
2019-09-12,-0.0,-0.0,-0.09359605911330049,1.0,-0.9937379978291726,-0.0,0.0
2019-09-13,-0.0,-0.0,-0.08962165769824386,1.0,-0.996058065323489,-0.0,0.0
2019-09-16,-0.0,-0.0,-0.09008257569438653,1.0,-0.9951830844941196,-0.0,0.0
2019-09-17,-0.0,-0.0,-0.09093182718159272,1.0,-0.9932264854838373,-0.0,0.0
2019-09-18,-0.0,-0.0,-0.10269988533305534,1.0,-0.9821536537058272,-0.0,0.0
2019-09-19,-0.0,-0.0,-0.10638386445475928,1.0,-0.9750848198488853,-0.0,0.0
2019-09-20,-0.0,-0.0,-0.12598834789846025,1.0,-0.9547440699126092,-0.0,0.0
2019-09-23,-0.0,-0.0,-0.1266541822721598,1.0,-0.9540782355389096,-0.0,0.0
2019-09-24,-0.0,-0.0,-0.13159099421532316,1.0,-0.9492072079570519,-0.0,0.0
2019-09-25,-0.0,-0.0,-0.13244509212032893,1.0,-0.949349432705319,-0.0,0.0
2019-09-26,-0.0,-0.0,-0.17716626892779458,1.0,-0.9347215475913919,-0.0,0.0
2019-09-27,-0.0,-0.0,-0.1874893725556878,1.0,-0.9379994898826729,-0.0,0.0
2019-09-30,-0.0,-0.0,-0.23857197631321092,1.0,-0.8915349550547438,-0.0,0.0
2019-10-01,-0.0,-0.0,-0.2581309006046462,1.0,-0.8634348148933914,-0.0,0.0
2019-10-02,-0.0,-0.0,-0.268335781652509,1.0,-0.8606374145749505,-0.0,0.0
2019-10-03,-0.0,-0.0,-0.2647963186801535,1.0,-0.8558008355069237,-0.0,0.0
2019-10-04,-0.0,-0.0,-0.28164288141352356,1.0,-0.8420404349303432,-0.0,0.0
2019-10-07,-0.0,-0.0,-0.2906634478961523,1.0,-0.8269487326091101,-0.0,0.0
2019-10-08,-0.0,-0.0,-0.2975376341809405,1.0,-0.8197158645804662,-0.0,0.0
