Date,CET,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.21451749122105168,-0.2978841623327555,-0.1252389207449882,-0.2948170867226741,-0.2900831221940703,0.0
2018-09-25,1.0,-0.21476032800728906,-0.2975843907642392,-0.12566945932131826,-0.2945398786639703,-0.2896953265628125,0.0
2018-09-26,1.0,-0.2146190772513112,-0.2974708863010045,-0.12525557827362432,-0.2947150857854031,-0.2903591430349364,0.0
2018-09-27,1.0,-0.21423171002890815,-0.2991105181231932,-0.12488325550366912,-0.2949077162552813,-0.2905714921058484,0.0
2018-09-28,1.0,-0.21322777209447139,-0.30007116488013164,-0.12511675488146598,-0.2948672330205044,-0.2906195792376462,0.0
2018-10-01,1.0,-0.21324199897693663,-0.3001134265952005,-0.12519182438894202,-0.29486466650356963,-0.29063896981962944,0.0
2018-10-02,1.0,-0.21365506505059492,-0.2963860780607139,-0.12656510619370623,-0.2957188924719226,-0.29162682086066943,0.0
2018-10-03,1.0,-0.21350437991907156,-0.2938325403530615,-0.12621726177242207,-0.2965894437280448,-0.2931877806927831,0.0
2018-10-04,1.0,-0.21561784515526708,-0.29037277435703646,-0.1265032120390335,-0.2993976037521951,-0.29097294774045834,0.0
2018-10-05,1.0,-0.21299807091066322,-0.2880551675203441,-0.12403822701168539,-0.30020621299807093,-0.2920463868378456,0.0
2018-10-08,1.0,-0.21277538898000797,-0.28769005718338575,-0.12369785894764838,-0.30032359590407376,-0.29192340085996715,0.0
2018-10-09,1.0,-0.21443779108449765,-0.28791306276336215,-0.12714570858283433,-0.2988245730760701,-0.28946551341760923,0.0
2018-10-10,1.0,-0.2146246286195734,-0.28748170812824264,-0.12744445922575498,-0.29887809853221586,-0.28876768214269877,0.0
2018-10-11,1.0,-0.2042304407803981,-0.28351836037574724,-0.11526418358186079,-0.2954739538855679,-0.29120409906063194,0.0
2018-10-12,1.0,-0.20421644719630244,-0.2810238074474579,-0.11413185663207466,-0.29273131595011775,-0.2880439522106915,0.0
2018-10-15,1.0,-0.20215175537938845,-0.283452391323286,-0.11137729767401341,-0.292599529575747,-0.28830908615733075,0.0
2018-10-16,1.0,-0.20272301492212177,-0.28162509530552227,-0.11290709073085721,-0.29266964382964816,-0.2884870929092691,0.0
2018-10-17,1.0,-0.19987429289754868,-0.27458332430265064,-0.11066559743384122,-0.2920956240924164,-0.29012332300223237,0.0
2018-10-18,1.0,-0.19924583911234395,-0.27355669209431344,-0.11119538834951456,-0.29297416782246877,-0.29015690013869627,0.0
2018-10-19,1.0,-0.19554807816746475,-0.26873301410638023,-0.10851559466804711,-0.2939691989129028,-0.2901729864975627,0.0
2018-10-22,1.0,-0.19517037484624183,-0.27042016444032024,-0.1102095427177971,-0.29288504283648764,-0.2893027471460325,0.0
2018-10-23,1.0,-0.1940895432042718,-0.27211016710984287,-0.1062541885552457,-0.29720907105951533,-0.29215037724020154,0.0
2018-10-24,1.0,-0.19394148913184392,-0.27159586880428677,-0.10557020007778402,-0.2973078086513115,-0.292251847370468,0.0
2018-10-25,1.0,-0.1859522641469189,-0.25902779259006464,-0.1050913977347866,-0.298615702920035,-0.2842821491798733,0.0
2018-10-26,1.0,-0.17991179339298588,-0.2555447182053348,-0.09467367796107036,-0.30740850684873416,-0.2828336372503287,0.0
2018-10-29,1.0,-0.17008097080399992,-0.2639901904822308,-0.08625610452210314,-0.30390478002579224,-0.2898881630409505,0.0
2018-10-30,1.0,-0.17316072259593013,-0.2639082793924779,-0.08808224393958625,-0.3035072132673351,-0.28666920505986376,0.0
2018-10-31,1.0,-0.17288343818177968,-0.26603969413907774,-0.08767024634089514,-0.30412403888924194,-0.28741183198830783,0.0
2018-11-01,1.0,-0.17592298068155313,-0.26284538880760017,-0.09063341603579532,-0.3039633564476112,-0.28723201221451744,0.0
2018-11-02,1.0,-0.17955112219451372,-0.25142651844963865,-0.0882116742043197,-0.3084661228285219,-0.2857263620609493,0.0
2018-11-05,1.0,-0.17718282478235145,-0.258283323472234,-0.0880737046741611,-0.30922998901191784,-0.2803228805679993,0.0
2018-11-06,1.0,-0.1760801555762239,-0.25760970660353427,-0.08871649615287056,-0.3099264395028325,-0.2814745920351738,0.0
2018-11-07,1.0,-0.17509982464665244,-0.2573680096338707,-0.09031753744744682,-0.30889654152494034,-0.28098789428094567,0.0
2018-11-08,1.0,-0.17112716093575625,-0.25760670442820743,-0.08669010970499673,-0.3076582931502811,-0.2825798572361079,0.0
2018-11-09,1.0,-0.17069524571524824,-0.2575272666020971,-0.08704257379879565,-0.30787046784857036,-0.2823935655030109,0.0
2018-11-12,1.0,-0.17062666750698516,-0.2521795760593265,-0.08697296275288334,-0.3097203840255457,-0.2813176193777442,0.0
2018-11-13,1.0,-0.16508201859784769,-0.25013060286281474,-0.08191411555741301,-0.31181694702747886,-0.28072301744854244,0.0
2018-11-14,1.0,-0.16572980879740887,-0.24964998432765648,-0.08189321909936267,-0.31190053285968034,-0.2804513634938878,0.0
2018-11-15,1.0,-0.16564686227419861,-0.24957711183042708,-0.08161219588597682,-0.31235251122480945,-0.27914795865093456,0.0
2018-11-16,1.0,-0.16630068803981846,-0.2516469038208169,-0.08214651692912563,-0.312796704101052,-0.2784156262417132,0.0
2018-11-19,1.0,-0.16646105593308938,-0.2508729743857815,-0.08445373758494512,-0.31144798745426033,-0.2777208572922112,0.0
2018-11-20,1.0,-0.16104204905723346,-0.24939512764892374,-0.07890455531453364,-0.3138453195394627,-0.2825796762890038,0.0
2018-11-21,1.0,-0.16226814390638616,-0.24594381509606209,-0.08191211253578987,-0.3120461429934852,-0.27260467239304537,0.0
2018-11-23,1.0,-0.16246574204800265,-0.24831824599285773,-0.08116020264097666,-0.3115605016194668,-0.2727140602939955,0.0
2018-11-26,1.0,-0.1624045167718366,-0.24952258385918297,-0.08084938558618399,-0.3109224510129525,-0.27202341414812353,0.0
2018-11-27,1.0,-0.16178573649194805,-0.24991191527285542,-0.07913117370308193,-0.3104727559120396,-0.2713009596053804,0.0
2018-11-28,1.0,-0.16163270382885217,-0.25185016273139993,-0.07873297539335393,-0.30981156325794484,-0.27098405854184376,0.0
2018-11-29,1.0,-0.1559907548805151,-0.24957695323785548,-0.07350695447604111,-0.3107845969705725,-0.27380411903091334,0.0
2018-11-30,1.0,-0.1561332920664397,-0.24960280614876712,-0.07324873620138243,-0.3110698442174765,-0.27329000309501705,0.0
2018-12-03,1.0,-0.15650662970854104,-0.2499431148253108,-0.07597790786670251,-0.31179281385102287,-0.27431065511035724,0.0
