Date,DEI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.24020040558272696,-0.48650840987713223,-0.0,-0.3813193367529524,-0.2777287367290946,0.0
2018-09-25,1.0,-0.23635968408086372,-0.4987561287829384,-0.0,-0.3906721735139966,-0.2894959302466005,0.0
2018-09-26,1.0,-0.23642072213500787,-0.49880449221108564,-0.0,-0.39065330274121485,-0.2892887332447772,0.0
2018-09-27,1.0,-0.23558575989165134,-0.5020073522298539,-0.0,-0.39107091032214375,-0.289808455064332,0.0
2018-09-28,1.0,-0.23784385896939172,-0.5013318481208834,-0.0,-0.39185393258426965,-0.2905123982952344,0.0
2018-10-01,1.0,-0.2374623384196715,-0.5064146175527262,-0.0,-0.39304111186704244,-0.29286130819321604,0.0
2018-10-02,1.0,-0.23747721472839958,-0.507570786243772,-0.0,-0.39270871308786004,-0.29269656094300645,0.0
2018-10-03,1.0,-0.236903489163184,-0.50148216541938,-0.0,-0.3948148508115463,-0.29660316843230633,0.0
2018-10-04,1.0,-0.2427747072143361,-0.4957025638528402,-0.0,-0.4029850746268656,-0.29334566969394466,0.0
2018-10-05,1.0,-0.23375678820791312,-0.4905692397207137,-0.0,-0.40486811481768814,-0.2951658262218774,0.0
2018-10-08,1.0,-0.23135773774937052,-0.4877977919814061,-0.0,-0.4074907999225256,-0.29442668990896764,0.0
2018-10-09,1.0,-0.22443022888137573,-0.4905261109624693,-0.0,-0.41378639359813196,-0.30355362050932794,0.0
2018-10-10,1.0,-0.22441088494929598,-0.49040636171299334,-0.0,-0.41385180321490234,-0.30315410617446076,0.0
2018-10-11,1.0,-0.18249022627650754,-0.4821703589622083,-0.0,-0.39959720412273425,-0.305153417841488,0.0
2018-10-12,1.0,-0.1791266953357592,-0.48242049052502245,-0.0,-0.39908321912953076,-0.30220689003355233,0.0
2018-10-15,1.0,-0.16885504820725586,-0.4904646283680253,-0.0,-0.3966903184743406,-0.3012894556941138,0.0
2018-10-16,1.0,-0.1637595298227394,-0.5002006278471451,-0.0,-0.39589775060778437,-0.30044610191894633,0.0
2018-10-17,1.0,-0.15493779613939265,-0.48348621711831574,-0.0,-0.39303970310202374,-0.302639871157482,0.0
2018-10-18,1.0,-0.15585994109672294,-0.4863260249637698,-0.0,-0.3920574073208359,-0.30318825674349026,0.0
2018-10-19,1.0,-0.14833658581916181,-0.4812517424031224,-0.0,-0.39252857541120717,-0.3010872595483691,0.0
2018-10-22,1.0,-0.14826630649931305,-0.4713923107374893,-0.0,-0.40048436299280443,-0.30850196772465827,0.0
2018-10-23,1.0,-0.14323532856975518,-0.475694037718168,-0.0,-0.40913669907461636,-0.3147007145367225,0.0
2018-10-24,1.0,-0.14219431035290808,-0.471762665791817,-0.0,-0.41125744012747806,-0.3181093874490322,0.0
2018-10-25,1.0,-0.11688192936335581,-0.44258772431134985,-0.0,-0.42699737112812897,-0.2995085152588867,0.0
2018-10-26,1.0,-0.11029127976933731,-0.4364655935705043,-0.0,-0.4280881785365633,-0.295434422321611,0.0
2018-10-29,1.0,-0.11859628211887134,-0.4379856510876292,-0.0,-0.43956724047035095,-0.29598643042152795,0.0
2018-10-30,1.0,-0.09867391104153236,-0.4425821898885717,-0.0,-0.4444930472419191,-0.3165116493231421,0.0
2018-10-31,1.0,-0.10253828019500583,-0.4285779680025634,-0.0,-0.44398159804078646,-0.31370305097159595,0.0
2018-11-01,1.0,-0.09209383145091225,-0.4366912067309891,-0.0,-0.443618821162376,-0.3139375371530477,0.0
2018-11-02,1.0,-0.097818662052006,-0.4136345006603215,-0.0,-0.45384580354296644,-0.31167175190127056,0.0
2018-11-05,1.0,-0.1017162183779337,-0.4063849722342832,-0.0,-0.4554263123014694,-0.32171667542676935,0.0
2018-11-06,1.0,-0.10064029270523668,-0.40560256117082094,-0.0,-0.4567573747999085,-0.3237823004802195,0.0
2018-11-07,1.0,-0.10054639811618389,-0.40552342196108915,-0.0,-0.4564824763951441,-0.32365515191696576,0.0
2018-11-08,1.0,-0.08900749488984783,-0.40495116965705197,-0.0,-0.4521462639109698,-0.32507381330910745,0.0
2018-11-09,1.0,-0.0885572817298083,-0.4049695648223857,-0.0,-0.4527573362405741,-0.32497501589897343,0.0
2018-11-12,1.0,-0.08819535599511158,-0.3954193635993301,-0.0,-0.456479427873082,-0.3230661295432942,0.0
2018-11-13,1.0,-0.07117837255254177,-0.39267109753906954,-0.0,-0.46075085324232085,-0.3207742051374169,0.0
2018-11-14,1.0,-0.07076107466978165,-0.39334171983107197,-0.0,-0.4610252493485488,-0.3212552790008087,0.0
2018-11-15,1.0,-0.07015260323159786,-0.39324506283662475,-0.0,-0.46169210053859966,-0.3190754039497307,0.0
2018-11-16,1.0,-0.0667876913422533,-0.3863600708218472,-0.0,-0.46224702481005847,-0.3258029090746095,0.0
2018-11-19,1.0,-0.06526858809016485,-0.3873724346753392,-0.0,-0.4636761242570371,-0.32658966019961866,0.0
2018-11-20,1.0,-0.04432794199665365,-0.382643614054657,-0.0,-0.46701617401003903,-0.3369102063580591,0.0
2018-11-21,1.0,-0.046280295981213165,-0.37888253799459437,-0.0,-0.4661039478931277,-0.3241614604102973,0.0
2018-11-23,1.0,-0.046798901974674574,-0.37525458248472504,-0.0,-0.4673027539183565,-0.32440449836181706,0.0
2018-11-26,1.0,-0.04601620975242482,-0.3803312812790647,-0.0,-0.4656317817440985,-0.32248992426591083,0.0
2018-11-27,1.0,-0.04266166409181196,-0.3806444493489296,-0.0,-0.4636504082983888,-0.32006179651291106,0.0
2018-11-28,1.0,-0.0433938109742639,-0.37866949189952764,-0.0,-0.46446386792036376,-0.32068600185405904,0.0
2018-11-29,1.0,-0.035964277093893306,-0.3743444583415619,-0.0,-0.4624448686722401,-0.3215280977771926,0.0
2018-11-30,1.0,-0.035452430082978444,-0.3745444966413487,-0.0,-0.46250603679150015,-0.32267199367783295,0.0
2018-12-03,1.0,-0.0373945043079703,-0.3761706441021573,-0.0,-0.46493025715607855,-0.3250699632004584,0.0
2018-12-04,1.0,-0.03374887320537344,-0.37752566893124906,-0.0,-0.4633159642064068,-0.3240551414814326,0.0
2018-12-06,1.0,-0.029721562702352686,-0.3526440751133175,-0.0,-0.46451543276494717,-0.3115260090654004,0.0
2018-12-07,1.0,-0.041666666666666664,-0.3562978427279054,-0.0,-0.47014178844815585,-0.30654140570633265,0.0
2018-12-10,1.0,-0.030365158839779003,-0.357238432320442,-0.0,-0.47151243093922657,-0.29905473066298344,0.0
2018-12-11,1.0,-0.023691150404219444,-0.360663179283213,-0.0,-0.47053737408672347,-0.3067096104794432,0.0
2018-12-12,1.0,-0.02294302086712077,-0.36112012109417235,-0.0,-0.4704076116336901,-0.30792518110065953,0.0
2018-12-13,1.0,-0.021296919436424026,-0.35827019516748804,-0.0,-0.48312094305624903,-0.3082517421791894,0.0
2018-12-14,1.0,-0.02505210142410559,-0.34797238624522403,-0.0,-0.48936262591177493,-0.3084838485585273,0.0
2018-12-17,1.0,-0.01835219771896033,-0.3472850433916939,-0.0,-0.48464518363018594,-0.3138918345705196,0.0
2018-12-18,1.0,-0.020283132398310835,-0.3574601229678577,-0.0,-0.4935781020939545,-0.3167188149574426,0.0
2018-12-19,1.0,-0.02385903469410091,-0.35674729123344645,-0.0,-0.4920214512422021,-0.3162525993214403,0.0
2018-12-20,1.0,-0.022934379768912144,-0.34900806627425335,-0.0,-0.49498582951820363,-0.3131458469587966,0.0
2018-12-21,1.0,-0.020767258982491203,-0.34852500325846114,-0.0,-0.4963288004518399,-0.30668636225398616,0.0
2018-12-24,1.0,-0.00406565601954975,-0.33340541943297075,-0.0,-0.4977184749464761,-0.327393438723211,0.0
2018-12-26,1.0,-0.0,-0.3350187142950949,-0.0,-0.5158141265567886,-0.3379736029942872,0.0
2018-12-27,1.0,-0.0,-0.3233704429466612,-0.0,-0.4929477378927195,-0.3370442946661211,0.0
2018-12-28,1.0,-0.0,-0.32316771122741267,-0.0,-0.4932265081518813,-0.337317740302815,0.0
2018-12-31,1.0,-0.0,-0.32298083135903516,-0.0,-0.4933017445617058,-0.3374973077751454,0.0
2019-01-02,1.0,-0.0,-0.32299474455070215,-0.0,-0.49345222710433356,-0.3374472301197553,0.0
2019-01-03,1.0,-0.01150201503104237,-0.3272628254002832,-0.0,-0.524844788149439,-0.31480230911665397,0.0
2019-01-04,1.0,-0.0,-0.3319745001951516,-0.0,-0.5171516544516241,-0.3192245977709354,0.0
2019-01-07,1.0,-0.0,-0.3186577871046489,-0.0,-0.5132443949549241,-0.3094712948885415,0.0
2019-01-08,1.0,-0.0,-0.31233163723436097,-0.0,-0.517424210031214,-0.30818403386496773,0.0
2019-01-09,1.0,-0.0,-0.3192630246873861,-0.0,-0.5192287068614203,-0.30639383995023917,0.0
2019-01-10,1.0,-0.0,-0.31982320252322616,-0.0,-0.5189778359473899,-0.30679940781427684,0.0
2019-01-11,1.0,-0.0,-0.3070084807783374,-0.0,-0.5240001721985449,-0.32147315855181025,0.0
2019-01-14,1.0,-0.0,-0.3084142325160901,-0.0,-0.5237100975095249,-0.32042533956131475,0.0
2019-01-15,1.0,-0.0,-0.3064985451018429,-0.0,-0.5219096885440242,-0.32699644358228264,0.0
2019-01-16,1.0,-0.0,-0.309528940223247,-0.0,-0.5189415161832522,-0.3264017583933112,0.0
2019-01-17,1.0,-0.0,-0.3147021519014554,-0.0,-0.5145215727583464,-0.3205279790184234,0.0
2019-01-18,1.0,-0.0,-0.31449137521075615,-0.0,-0.5140936405689335,-0.3330162984739095,0.0
2019-01-22,1.0,-0.0,-0.2744977013451388,-0.0,-0.6050570406947046,-0.2488506725693853,0.0
2019-01-23,1.0,-0.0,-0.24322194534960492,-0.0,-0.6137839967627202,-0.2727621238259536,0.0
2019-01-24,1.0,-0.0,-0.2425281724644782,-0.0,-0.6151289862173274,-0.272585902051424,0.0
2019-01-25,1.0,-0.0,-0.2074916901048325,-0.0,-0.7017386857581182,-0.2214906673485042,0.0
2019-01-28,1.0,-0.0,-0.21512761807852118,-0.0,-0.6839226659882982,-0.22085135249724414,0.0
2019-01-29,1.0,-0.0,-0.20794983526410885,-0.0,-0.6824104580720587,-0.23524285258794772,0.0
2019-01-30,1.0,-0.0,-0.20669868661537807,-0.0,-0.681939898839631,-0.23657924937306074,0.0
2019-01-31,1.0,-0.0,-0.21682545083361687,-0.0,-0.6632995916978565,-0.2464486219802654,0.0
2019-02-01,1.0,-0.0,-0.21618688964064597,-0.0,-0.665645411799749,-0.2457820046381992,0.0
2019-02-04,1.0,-0.0,-0.21601668049615966,-0.0,-0.6678581306780708,-0.24371821876130295,0.0
2019-02-05,1.0,-0.0,-0.221620815308884,-0.0,-0.666354124491231,-0.2429944381699235,0.0
2019-02-06,1.0,-0.0,-0.23298912236805838,-0.0,-0.659824855282967,-0.22758211233858486,0.0
2019-02-07,1.0,-0.0,-0.23781018489036065,-0.0,-0.6683011738733575,-0.21662527330234138,0.0
2019-02-08,1.0,-0.0,-0.24678193636093296,-0.0,-0.6821020434173075,-0.19525043544755513,0.0
2019-02-11,1.0,-0.0,-0.23921092951991826,-0.0,-0.6835844399046647,-0.20522642151855636,0.0
2019-02-12,1.0,-0.0,-0.2328493802003736,-0.0,-0.6802937680421125,-0.20945831210731874,0.0
2019-02-13,1.0,-0.0,-0.24219844605782703,-0.0,-0.676898908843884,-0.20377446609773703,0.0
2019-02-14,1.0,-0.0,-0.2167985366683682,-0.0,-0.6932108218478815,-0.21692615279904712,0.0
2019-02-15,1.0,-0.0,-0.22378277153558052,-0.0,-0.6901387470207695,-0.2140789921688798,0.0
2019-02-19,1.0,-0.0,-0.2196755469563923,-0.0,-0.6934492802925605,-0.21304190674632703,0.0
2019-02-20,1.0,-0.0,-0.2112236448181413,-0.0,-0.6967535087160541,-0.2153003376011211,0.0
2019-02-21,1.0,-0.0,-0.19979201595959167,-0.0,-0.6998875188352894,-0.22260659182070927,0.0
2019-02-22,1.0,-0.0,-0.19659606977632527,-0.0,-0.7081617927931751,-0.2173931496965324,0.0
2019-02-25,1.0,-0.0,-0.19411339065293265,-0.0,-0.7136077296330978,-0.220481825146846,0.0
2019-02-26,1.0,-0.0,-0.19464958392746928,-0.0,-0.7140485666248111,-0.21957137080469066,0.0
2019-02-27,1.0,-0.0,-0.19698130880912845,-0.0,-0.7120534763911951,-0.21982373227743007,0.0
2019-02-28,1.0,-0.0,-0.19371750063933169,-0.0,-0.7084647515130851,-0.22894467649816724,0.0
2019-03-01,1.0,-0.0,-0.19395734344704152,-0.0,-0.7111627213261458,-0.22559819316898558,0.0
2019-03-04,1.0,-0.0,-0.1854571695390101,-0.0,-0.718397147465829,-0.2185669411664827,0.0
2019-03-05,1.0,-0.0,-0.18044346274743012,-0.0,-0.7260215784555263,-0.2173774530626115,0.0
2019-03-06,1.0,-0.0,-0.17408975444538527,-0.0,-0.7282176121930567,-0.21454276037256562,0.0
2019-03-07,1.0,-0.0,-0.17184956556666597,-0.0,-0.7329767668012599,-0.20920449020146714,0.0
2019-03-08,1.0,-0.0,-0.16253988513082324,-0.0,-0.7630716868751329,-0.20159540523292915,0.0
2019-03-11,1.0,-0.0,-0.1645852392400485,-0.0,-0.7585047762908751,-0.20445503478501373,0.0
2019-03-12,1.0,-0.0,-0.15095270792206678,-0.0,-0.7688610419706463,-0.225924813320745,0.0
