Date,IWF,IWM,MTUM,RCL,SPY,VLUE,VXX
2018-09-24,-0.345967585717053,-0.5817136953573965,-0.16978756376315618,1.0,-0.5641505779040485,-0.5668948150061341,0.0
2018-09-25,-0.34537348151977254,-0.5831610235202894,-0.16835745670715946,1.0,-0.5653592659601965,-0.568557766864823,0.0
2018-09-26,-0.34511730110515093,-0.5829832611646093,-0.1674529826148775,1.0,-0.5658243391714599,-0.5700575195501842,0.0
2018-09-27,-0.34707781724249276,-0.5773974814336456,-0.1690345495640943,1.0,-0.5657087504036165,-0.569712625121085,0.0
2018-09-28,-0.345904232992154,-0.5783474863582061,-0.1694488392367053,1.0,-0.565496755028898,-0.5696296535468665,0.0
2018-10-01,-0.3456483126110125,-0.5790085580494106,-0.16970773453899565,1.0,-0.5653156789924109,-0.5697723235911514,0.0
2018-10-02,-0.3458532489342462,-0.5784782327864616,-0.17022994445162123,1.0,-0.5652693450458597,-0.5697584291435215,0.0
2018-10-03,-0.3460171845726468,-0.579333290264229,-0.1704890496802119,1.0,-0.5650235803346468,-0.5693197234963498,0.0
2018-10-04,-0.3491781573933542,-0.5740304194788001,-0.17105305647947816,1.0,-0.5690573836664836,-0.5659573093938709,0.0
2018-10-05,-0.3450965226078829,-0.5720777337329594,-0.166070450223984,1.0,-0.5712075800058011,-0.5683392954977602,0.0
2018-10-08,-0.34444337101085243,-0.5710881396322417,-0.16510482079026184,1.0,-0.5716355907641775,-0.5680288538949538,0.0
2018-10-09,-0.34223926775815394,-0.5725151476086116,-0.1586309140131494,1.0,-0.5758347299213613,-0.5736753899703493,0.0
2018-10-10,-0.3417827657378741,-0.5739164086687306,-0.1574109907120743,1.0,-0.5762061403508771,-0.57562564499484,0.0
2018-10-11,-0.31104871277132756,-0.5675795053003533,-0.11969964664310954,1.0,-0.5695671378091872,-0.5870772337203433,0.0
2018-10-12,-0.3164169787765293,-0.5600499375780273,-0.11775905118601747,1.0,-0.5555243445692883,-0.5713483146067415,0.0
2018-10-15,-0.3123207382466642,-0.5652201022571393,-0.11189051003865819,1.0,-0.5557737872552688,-0.5723905723905724,0.0
2018-10-16,-0.3128995042250008,-0.5634997349630507,-0.1133422718343675,1.0,-0.5558292538430358,-0.5725421720557513,0.0
2018-10-17,-0.3053882970511039,-0.5455612166126292,-0.10788945499459625,1.0,-0.5534661108537903,-0.575544233441408,0.0
2018-10-18,-0.30610731827870624,-0.5470637298816842,-0.10710203577275956,1.0,-0.553025856476476,-0.5759167155787588,0.0
2018-10-19,-0.3036986766202918,-0.5464416818336058,-0.10272387944596971,1.0,-0.554739797020082,-0.5772279976555511,0.0
2018-10-22,-0.30334547250169747,-0.5484846614406518,-0.1051478303808407,1.0,-0.5532374544781187,-0.5759829640145671,0.0
2018-10-23,-0.3034810517220096,-0.5483890877669424,-0.10548080483890879,1.0,-0.5528947043574868,-0.5757931119614862,0.0
2018-10-24,-0.30505598914149984,-0.5450843693123978,-0.09868278989419131,1.0,-0.5559737174939074,-0.5800660147453497,0.0
2018-10-25,-0.30124404853325143,-0.5403471048994011,-0.09663646137306098,1.0,-0.5560743357395177,-0.5773921056673322,0.0
2018-10-26,-0.29165396573797475,-0.5335304517466316,-0.08150947997317563,1.0,-0.5676095836127537,-0.5739194049868926,0.0
2018-10-29,-0.29854361490111914,-0.5338954468802698,-0.0817721907097961,1.0,-0.576851142112525,-0.5750421585160203,0.0
2018-10-30,-0.31626673246560977,-0.5376596138424526,-0.09030904941089384,1.0,-0.5788045154524705,-0.561316390105484,0.0
2018-10-31,-0.31728376094638194,-0.5289291749884775,-0.09153479797203871,1.0,-0.576647718543555,-0.558303886925795,0.0
2018-11-01,-0.32325409533193744,-0.5234326887547728,-0.09702549575070822,1.0,-0.5770107156053701,-0.558504741963296,0.0
2018-11-02,-0.32250701705684587,-0.5280836494864439,-0.09759106751796676,1.0,-0.5764782085685204,-0.5597606489620924,0.0
2018-11-05,-0.32682972078785444,-0.5204229924863176,-0.09678117559753874,1.0,-0.5780588107974398,-0.5699576389103614,0.0
2018-11-06,-0.33014901378841277,-0.5227230569467631,-0.09540592345266802,1.0,-0.5763000061831447,-0.5670252890620169,0.0
2018-11-07,-0.3283904850169911,-0.5222119246215632,-0.09823911028730307,1.0,-0.5743898671609515,-0.566079703429101,0.0
2018-11-08,-0.3203393999016232,-0.5225959173635022,-0.09044515494343335,1.0,-0.571692080668962,-0.5692019183472701,0.0
2018-11-09,-0.3214692220137201,-0.5233026732703725,-0.08982680653397729,1.0,-0.5716922508998061,-0.5699695450210723,0.0
2018-11-12,-0.321742863275381,-0.5089074908778708,-0.08886027044430135,1.0,-0.5785729617023887,-0.5681783337932726,0.0
2018-11-13,-0.31292682926829263,-0.5064329268292683,-0.07844512195121951,1.0,-0.5825609756097561,-0.5683841463414634,0.0
2018-11-14,-0.31608370245914164,-0.5067970062624103,-0.07747059722010081,1.0,-0.5852756987933405,-0.5692378188483276,0.0
2018-11-15,-0.3169897725538086,-0.5091741718821554,-0.07498091894367272,1.0,-0.5906273851320408,-0.5611662341627233,0.0
2018-11-16,-0.31859788764732894,-0.514281340884739,-0.07610592377162101,1.0,-0.5922547068727996,-0.5601408235114036,0.0
2018-11-19,-0.31866046283825145,-0.513897391943186,-0.07707848659238398,1.0,-0.5916493204359006,-0.5598138851475449,0.0
2018-11-20,-0.30841064453124994,-0.511749267578125,-0.06506347656249999,1.0,-0.5967407226562499,-0.56982421875,0.0
2018-11-21,-0.31522761046917175,-0.5070208958845115,-0.07224092439268492,1.0,-0.5971249203894095,-0.5411700482212719,0.0
2018-11-23,-0.31477386325770196,-0.49698585320044836,-0.07555057405107388,1.0,-0.6003453394323104,-0.5416376359395353,0.0
2018-11-26,-0.31653447223917025,-0.5202257474069555,-0.06711409395973154,1.0,-0.6040268456375839,-0.5427394752898109,0.0
2018-11-27,-0.3142214385602237,-0.5240165379704506,-0.058004499300784336,1.0,-0.6031495105490362,-0.5407065118258648,0.0
2018-11-28,-0.31380778588807784,-0.5290754257907543,-0.056964720194647205,1.0,-0.6016119221411192,-0.5399330900243309,0.0
2018-11-29,-0.29807460164171895,-0.5239316755190729,-0.041103331723804926,1.0,-0.6058365523901498,-0.5489196040560116,0.0
2018-11-30,-0.29789032082817735,-0.5240394772583226,-0.04086560226964054,1.0,-0.6059819515286874,-0.5493918449883801,0.0
2018-12-03,-0.297908303401648,-0.5239805620114093,-0.04110953487670158,1.0,-0.6059279828559355,-0.5493948265974464,0.0
2018-12-04,-0.2922062277901584,-0.5254773233752936,-0.04315485153285551,1.0,-0.6029030898030475,-0.5477624525688128,0.0
2018-12-06,-0.28077913620082295,-0.49101565969035843,-0.062461146798496195,1.0,-0.5960747165566443,-0.5299428672922649,0.0
2018-12-07,-0.285092395167022,-0.49010897891494914,-0.0660388533522862,1.0,-0.5953269367448472,-0.5248460080549633,0.0
2018-12-10,-0.28409864700831927,-0.4905112946679693,-0.06314948041566745,1.0,-0.5975071794416319,-0.5253278858394765,0.0
2018-12-11,-0.284453918346804,-0.49027444710897944,-0.06365278147852088,1.0,-0.5973591497172632,-0.5248541907214969,0.0
2018-12-12,-0.28368332197968193,-0.49112934277167314,-0.06273139235257531,1.0,-0.5975179930693363,-0.5267896810117584,0.0
2018-12-13,-0.2839198957222419,-0.49152743216020855,-0.06277402535845479,1.0,-0.5972271596160682,-0.5269877947624125,0.0
2018-12-14,-0.2842423165748801,-0.48632083851483393,-0.06570142713329781,1.0,-0.5984189021140522,-0.5261739799846036,0.0
2018-12-17,-0.26799191775123316,-0.49872229155523856,-0.04287751827420217,1.0,-0.5944315683128306,-0.5674214060735722,0.0
2018-12-18,-0.2617681845062093,-0.4908929627439385,-0.033619160260201064,1.0,-0.5964518036664695,-0.5741277350680071,0.0
2018-12-19,-0.25761789243240046,-0.49245606768830247,-0.03393290337849831,1.0,-0.5989882255487842,-0.575380155020413,0.0
2018-12-20,-0.2551433041116916,-0.48773576551846276,-0.03919832344520204,1.0,-0.5973907140116296,-0.572242392042268,0.0
2018-12-21,-0.25531410275414307,-0.49040941567104446,-0.03584240016601939,1.0,-0.6015238208176454,-0.5815422015356794,0.0
2018-12-24,-0.2590456369852832,-0.49638769139289435,-0.03074178682919578,1.0,-0.6065110747733016,-0.5804370447450572,0.0
2018-12-26,-0.2605208641609944,-0.4982835158330867,-0.02793725954424386,1.0,-0.5976324356318438,-0.5750517904705534,0.0
2018-12-27,-0.2386850329899294,-0.480321796504225,-0.033713392753790955,1.0,-0.5634332677393218,-0.5776999652737586,0.0
2018-12-28,-0.23673174258857557,-0.4830079537237889,-0.032711496746203904,1.0,-0.5634417932031816,-0.5763702096890817,0.0
2018-12-31,-0.23322424628573085,-0.4891830055895045,-0.03336325986851632,1.0,-0.5641634568044253,-0.5761823394827537,0.0
2019-01-02,-0.23321841411478403,-0.48935307239910775,-0.03389634093345308,1.0,-0.5645623895471796,-0.5760639684793001,0.0
2019-01-03,-0.2342963005847276,-0.4864238985700226,-0.04139408325131708,1.0,-0.5654489665952643,-0.5671568343657731,0.0
2019-01-04,-0.24347977786177416,-0.485563922891286,-0.03890326519931381,1.0,-0.5727618992236793,-0.5668304596865641,0.0
2019-01-07,-0.24289450741063642,-0.48497529787852367,-0.039145597210113334,1.0,-0.5726532984597501,-0.5664632374309794,0.0
2019-01-08,-0.2424136525132506,-0.4919331353019977,-0.03701438639408236,1.0,-0.5716116256042868,-0.5692527229308637,0.0
2019-01-09,-0.24251514445479963,-0.4921656570363467,-0.03710391425908667,1.0,-0.5715575489282386,-0.5690820130475303,0.0
2019-01-10,-0.2431299487657196,-0.49018979972054033,-0.03746506753609688,1.0,-0.5723684210526315,-0.5678854215183978,0.0
2019-01-11,-0.2425238538515243,-0.49153479171515013,-0.03749709099371654,1.0,-0.5716197346986269,-0.5658599022573888,0.0
2019-01-14,-0.2390538060418912,-0.49077985259416784,-0.04040551169633233,1.0,-0.5707460599528068,-0.5721735077344364,0.0
2019-01-15,-0.2347039953339166,-0.48929717118693505,-0.045581802274715665,1.0,-0.5689705453484981,-0.5777777777777778,0.0
2019-01-16,-0.23000670573486107,-0.4927257354441821,-0.038951572932155454,1.0,-0.5665179742849645,-0.5873349077232571,0.0
2019-01-17,-0.23045759253861847,-0.49003206062372484,-0.04095016030311862,1.0,-0.5660448848732148,-0.5871466044884872,0.0
2019-01-18,-0.22870768600602712,-0.48831153632347346,-0.04669533924339506,1.0,-0.5660785862664209,-0.5959507299803973,0.0
2019-01-22,-0.09044327931363204,-0.5095030981887512,-0.0,1.0,-0.7209246901811249,-0.6581267874165873,0.0
2019-01-23,-0.08505369928400955,-0.49039379474940337,-0.0,1.0,-0.7334427207637232,-0.674373508353222,0.0
2019-01-24,-0.09236732259988074,-0.4840488968395945,-0.0,1.0,-0.7358079904591533,-0.6692903995229578,0.0
2019-01-25,-0.0,-0.4665960985936791,-0.0,1.0,-0.8458490851353394,-0.7118705579918343,0.0
2019-01-28,-0.0,-0.4623467070401211,-0.0,1.0,-0.8540802422407267,-0.7115821347464042,0.0
2019-01-29,-0.0,-0.4687886559058681,-0.0,1.0,-0.8378639312113441,-0.7104238950067884,0.0
2019-01-30,-0.0,-0.46767039797242255,-0.0,1.0,-0.8363455329933922,-0.7131822707660743,0.0
2019-01-31,-0.015507971532461074,-0.4800012431239705,-0.0,1.0,-0.9281474345029059,-0.6841843552848308,0.0
2019-02-01,-0.005201195963622774,-0.48090818487604337,-0.0,1.0,-0.9391740376230223,-0.6892051825090321,0.0
2019-02-04,-0.008323980546202769,-0.48385085422122465,-0.0,1.0,-0.9455667789001123,-0.6798229205636613,0.0
2019-02-05,-0.0,-0.48182924166328717,-0.0,1.0,-0.9443179336806313,-0.6932963159372367,0.0
2019-02-06,-0.0,-0.48347739257964867,-0.0,1.0,-0.9381221331169846,-0.6988173619995632,0.0
2019-02-07,-0.0,-0.48076743097800656,-0.0,1.0,-0.9392918421463111,-0.699578848853533,0.0
2019-02-08,-0.0,-0.47261238151844087,-0.0,1.0,-0.946350924390778,-0.7092626771357963,0.0
2019-02-11,-0.0,-0.4580329718548235,-0.0,1.0,-0.9469065379552435,-0.7292672224659938,0.0
2019-02-12,-0.0,-0.46963842553325164,-0.0,1.0,-0.9459366066660384,-0.7258191185248013,0.0
2019-02-13,-0.0,-0.47671353251318105,-0.0,1.0,-0.943007783078082,-0.7186166206377103,0.0
2019-02-14,-0.0,-0.47239418030983876,-0.0,1.0,-0.9444741224900228,-0.7255444175596267,0.0
2019-02-15,-0.0,-0.5034539060537554,-0.0,1.0,-0.9266829942225572,-0.709777694046722,0.0
2019-02-19,-0.0,-0.48484658538878617,-0.0,1.0,-0.9432412950136333,-0.7060206224339486,0.0
2019-02-20,-0.0010949133454295188,-0.47031220671963964,-0.0,1.0,-0.9475380091347056,-0.7093787148845648,0.0
2019-02-21,-0.0,-0.47738724922537634,-0.0,1.0,-0.9466683358893305,-0.7057682075678382,0.0
2019-02-22,-0.0,-0.48138880200187684,-0.0,1.0,-0.9454488583046606,-0.7010947763528308,0.0
2019-02-25,-0.0,-0.47541343709793826,-0.0,1.0,-0.9539962971098629,-0.7086327548875011,0.0
2019-02-26,-0.0,-0.47970896318133355,-0.0,1.0,-0.9495389826256038,-0.7068933074076398,0.0
2019-02-27,-0.0,-0.481417594480163,-0.0,1.0,-0.9577857926924885,-0.6970675866394856,0.0
2019-02-28,-0.0,-0.47763302464291324,-0.0,1.0,-0.9543870663946006,-0.7072045204834406,0.0
