Date,IWF,IWM,MTUM,PDCO,SPY,VLUE,VXX
2018-09-24,-0.8232114660512572,-1.4660512571359166,-0.047066682861654316,1.0,-1.3924450382606584,-1.3443459249362322,0.0
2018-09-25,-0.8230862697448359,-1.4670716889428919,-0.04647630619684082,1.0,-1.3933171324422844,-1.3453827460510328,0.0
2018-09-26,-0.8233432726830159,-1.4689344611452564,-0.04308403821578531,1.0,-1.3970668776242925,-1.3528874825047161,0.0
2018-09-27,-0.8255347593582887,-1.4588599902771024,-0.045393777345649,1.0,-1.3957826932425863,-1.351300437530384,0.0
2018-09-28,-0.8234186060642887,-1.4604119827429058,-0.0464240140973446,1.0,-1.3951509995746492,-1.3510360332989002,0.0
2018-10-01,-0.8232541177900685,-1.4611924876922142,-0.047346988391174856,1.0,-1.3949431714580927,-1.3511821552300491,0.0
2018-10-02,-0.8233935193628793,-1.4639795732263359,-0.04772326585202748,1.0,-1.3940057146331084,-1.3502948507508055,0.0
2018-10-03,-0.8223504403279684,-1.4558761008199212,-0.047069541451563925,1.0,-1.394959003947768,-1.353234133009414,0.0
2018-10-04,-0.827776765652517,-1.4468330600595127,-0.04864274002550555,1.0,-1.4016517884253354,-1.3478472095706564,0.0
2018-10-05,-0.8053837759185158,-1.4377349339153631,-0.018491572693100523,1.0,-1.4256093124772644,-1.3755911240451073,0.0
2018-10-08,-0.8044309559939302,-1.4367223065250379,-0.00952959028831563,1.0,-1.4391502276176025,-1.3799696509863428,0.0
2018-10-09,-0.8053430479659988,-1.4375227686703096,-0.010321797207043107,1.0,-1.4391621129326047,-1.3793564055859135,0.0
2018-10-10,-0.80633610487346,-1.435637555380227,-0.011227772045882139,1.0,-1.4398252109000425,-1.3760393275474903,0.0
2018-10-11,-0.6688979492484635,-1.488711738574819,-0.0,1.0,-1.4570072415261972,-1.4706992028235868,0.0
2018-10-12,-0.6581517208526855,-1.4555793735858045,-0.0,1.0,-1.4152078123139216,-1.4255091103965702,0.0
2018-10-15,-0.6086671825703911,-1.505387225430085,-0.0,1.0,-1.4086552770998273,-1.430025596761712,0.0
2018-10-16,-0.5999521616934761,-1.53554984153561,-0.0,1.0,-1.4114692339891168,-1.432817078275429,0.0
2018-10-17,-0.5555297397769516,-1.45266031598513,-0.0,1.0,-1.3803438661710037,-1.4200162639405203,0.0
2018-10-18,-0.5545290802393817,-1.4506420312590784,-0.0,1.0,-1.3838824007901922,-1.4211260240543837,0.0
2018-10-19,-0.5273197357081298,-1.428267739155415,-0.0,1.0,-1.3770180982476299,-1.4128698649813272,0.0
2018-10-22,-0.5278096989197886,-1.4154217421282465,-0.0,1.0,-1.3836474373707193,-1.4189266835210297,0.0
2018-10-23,-0.5290637564618035,-1.4149339460080412,-0.0,1.0,-1.3819643882825963,-1.4178058587018953,0.0
2018-10-24,-0.5275971223021583,-1.4100719424460433,-0.0,1.0,-1.3892374100719427,-1.4284892086330936,0.0
2018-10-25,-0.44999171591097364,-1.312807201634727,-0.0,1.0,-1.3939912740928924,-1.3658805986635003,0.0
2018-10-26,-0.4191096634093377,-1.2804017372421281,-0.0,1.0,-1.3881650380021715,-1.3412052117263844,0.0
2018-10-29,-0.3911005764154501,-1.2809351936648172,-0.0,1.0,-1.3739158541184076,-1.34105478640306,0.0
2018-10-30,-0.3768443726440495,-1.28115239633818,-0.0,1.0,-1.374474959612278,-1.3526117393645665,0.0
2018-10-31,-0.37926075841499785,-1.243821900298253,-0.0,1.0,-1.3642948444823177,-1.3385705155517682,0.0
2018-11-01,-0.3393316195372751,-1.2918273350471294,-0.0,1.0,-1.373875321336761,-1.350578406169666,0.0
2018-11-02,-0.3409127131700579,-1.2623917547681027,-0.0,1.0,-1.370397917441428,-1.3389470328852997,0.0
2018-11-05,-0.3401848311026131,-1.2635436583811344,-0.0,1.0,-1.370140216698534,-1.3373698746547695,0.0
2018-11-06,-0.3410696266397578,-1.2633703329969728,-0.0,1.0,-1.3695894630622973,-1.3369270805672102,0.0
2018-11-07,-0.3395575831520874,-1.262479444061323,-0.0,1.0,-1.3671423266670202,-1.3355259667922124,0.0
2018-11-08,-0.3071929640875301,-1.250549680661711,-0.0,1.0,-1.347241126583604,-1.3300701497225422,0.0
2018-11-09,-0.30656245082096206,-1.2540523527251743,-0.0,1.0,-1.3528300897025654,-1.3323716099249856,0.0
2018-11-12,-0.3033625730994152,-1.2398705096073517,-0.0,1.0,-1.3515037593984964,-1.3265977443609023,0.0
2018-11-13,-0.2512809787723517,-1.252065251490118,-0.0,1.0,-1.3819408135522324,-1.3431977412945728,0.0
2018-11-14,-0.2544502617801047,-1.2525130890052356,-0.0,1.0,-1.3844502617801047,-1.3441361256544504,0.0
2018-11-15,-0.2575661710429189,-1.2712221870716018,-0.0,1.0,-1.4086259622482338,-1.335178740904777,0.0
2018-11-16,-0.25131357713324926,-1.255359394703657,-0.0,1.0,-1.405474989491383,-1.3421080285834384,0.0
2018-11-19,-0.25084068936527953,-1.2554644808743172,-0.0,1.0,-1.4057377049180328,-1.3422656578394285,0.0
2018-11-20,-0.17369934640522874,-1.2443398692810457,-0.0,1.0,-1.4219084967320261,-1.3888104575163398,0.0
2018-11-21,-0.17264331045869663,-1.2263041122749083,-0.0,1.0,-1.410866312367783,-1.349827150301842,0.0
2018-11-23,-0.1735503141415182,-1.2145947059429396,-0.0,1.0,-1.4127098568338656,-1.3490060768359255,0.0
2018-11-26,-0.1727918468190241,-1.2158739962940086,-0.0,1.0,-1.4111076796376363,-1.347385217212271,0.0
2018-11-27,-0.15724941248595076,-1.214365995708593,-0.0,1.0,-1.4004291406968425,-1.336773270665168,0.0
2018-11-28,-0.16644391898838284,-1.200884136938419,-0.0,1.0,-1.42099311195641,-1.3520612727459649,0.0
2018-11-29,-0.09217656652812123,-1.241384752985742,-0.0,1.0,-1.4911348450570843,-1.436523386120903,0.0
2018-11-30,-0.09157374289922153,-1.2415316642120766,-0.0,1.0,-1.4923206395960447,-1.434409846412792,0.0
2018-12-03,-0.09362980135939725,-1.243637704831656,-0.0,1.0,-1.4948627430317722,-1.4368512566520892,0.0
2018-12-04,-0.0779773156899811,-1.2493698802772526,-0.0,1.0,-1.4892879647132955,-1.4343625288804873,0.0
2018-12-06,-0.04715980812926028,-1.135521332996718,-0.0,1.0,-1.4816965412774552,-1.3848523100227217,0.0
2018-12-07,-0.031936127744510975,-1.1592712011873687,-0.0,1.0,-1.5075490045549924,-1.4191616766467063,0.0
2018-12-10,-0.0,-1.1604488929329693,-0.0,1.0,-1.5043979375189565,-1.3902537660499443,0.0
2018-12-11,-0.0,-1.1613572006472492,-0.0,1.0,-1.502578883495146,-1.392748786407767,0.0
2018-12-12,-0.0,-1.1647076704833317,-0.0,1.0,-1.5087648191306111,-1.3928969500455974,0.0
2018-12-13,-0.0,-1.1597450553897517,-0.0,1.0,-1.50913045677576,-1.3895492943497394,0.0
2018-12-14,-0.0,-1.159164475015173,-0.0,1.0,-1.509103783127655,-1.3893890349989884,0.0
2018-12-17,-0.0,-1.1531790450259667,-0.0,1.0,-1.4997731054303434,-1.3891998184843442,0.0
2018-12-18,-0.0,-1.1304042179261862,-0.0,1.0,-1.493748430831032,-1.3972382626161186,0.0
2018-12-19,-0.0,-1.1311598935047973,-0.0,1.0,-1.4945496558999347,-1.3976490681669764,0.0
2018-12-20,-0.0,-1.109771289052768,-0.0,1.0,-1.4890627335691862,-1.383975285265833,0.0
2018-12-21,-0.0,-1.1014879628256462,-0.0,1.0,-1.4834643333827675,-1.3584457956399227,0.0
2018-12-24,-0.0,-1.0603376559823832,-0.0,1.0,-1.46209933936873,-1.3711279667237581,0.0
2018-12-26,-0.0,-1.0647436826593226,-0.0,1.0,-1.4218968932695562,-1.3449775329757938,0.0
2018-12-27,-0.0,-0.9825987144168963,-0.0,1.0,-1.284710743801653,-1.3241046831955923,0.0
2018-12-28,-0.0,-0.9919095338788269,-0.0,1.0,-1.2839937482761792,-1.3209524685115381,0.0
2018-12-31,-0.0,-0.9960897966694269,-0.0,1.0,-1.2837427546232403,-1.320452663538504,0.0
2019-01-02,-0.0,-0.9957217775324317,-0.0,1.0,-1.2803385776060356,-1.3241788573005797,0.0
2019-01-03,-0.0,-0.9960432482171613,-0.0,1.0,-1.2798251667816885,-1.3250057510927078,0.0
2019-01-04,-0.0,-0.9977156432748538,-0.0,1.0,-1.2443347953216375,-1.3266173245614037,0.0
2019-01-07,-0.0,-0.9440562552850594,-0.0,1.0,-1.218968356402154,-1.2875517379500645,0.0
2019-01-08,-0.0,-0.9267459401899015,-0.0,1.0,-1.227083148460378,-1.2831218386724643,0.0
2019-01-09,-0.0,-0.9092359510725049,-0.0,1.0,-1.227840808367311,-1.294717248714767,0.0
2019-01-10,-0.0,-0.9121405750798721,-0.0,1.0,-1.2283457578984736,-1.2968583599574015,0.0
2019-01-11,-0.0,-0.905163188871054,-0.0,1.0,-1.2387194578205813,-1.3148742643124665,0.0
2019-01-14,-0.0,-0.906330806954971,-0.0,1.0,-1.2402585822559073,-1.3117253678109673,0.0
2019-01-15,-0.0,-0.901500267904983,-0.0,1.0,-1.2420968030005357,-1.321441328808716,0.0
2019-01-16,-0.0,-0.89456570155902,-0.0,1.0,-1.2383518930957682,-1.321380846325167,0.0
2019-01-17,-0.0,-0.8928762243989314,-0.0,1.0,-1.238512911843277,-1.3209706144256457,0.0
2019-01-18,-0.0,-0.889691693219046,-0.0,1.0,-1.2452093524211283,-1.3527801462998699,0.0
2019-01-22,-0.0,-0.818801279376999,-0.0,1.0,-1.3613312937468132,-1.455244982153618,0.0
2019-01-23,-0.0,-0.7768164480416784,-0.0,1.0,-1.3801283840357244,-1.4946041492231834,0.0
2019-01-24,-0.0,-0.7788318452380951,-0.0,1.0,-1.377557663690476,-1.4939081101190474,0.0
2019-01-25,-0.0,-0.6795442577433098,-0.0,1.0,-1.5062473071951745,-1.6014170137392887,0.0
2019-01-28,-0.0,-0.662448470904036,-0.0,1.0,-1.5320678746045442,-1.5988879302080339,0.0
2019-01-29,-0.0,-0.6368304856978307,-0.0,1.0,-1.5377231714340567,-1.624832021501248,0.0
2019-01-30,-0.0,-0.6185513288170922,-0.0,1.0,-1.504429390307452,-1.6143351177222987,0.0
2019-01-31,-0.0,-0.6386343131202811,-0.0,1.0,-1.4637447172230402,-1.646184529179923,0.0
2019-02-01,-0.0,-0.6305355791067373,-0.0,1.0,-1.4710446631339893,-1.6296839515518546,0.0
2019-02-04,-0.0,-0.6212900486009532,-0.0,1.0,-1.4690699759354504,-1.628179115745765,0.0
2019-02-05,-0.0,-0.6177261786776158,-0.0,1.0,-1.462692906696871,-1.6389636131955259,0.0
2019-02-06,-0.0,-0.5985002122341179,-0.0,1.0,-1.4711597415460076,-1.6466537754091404,0.0
2019-02-07,-0.0,-0.5958119134084799,-0.0,1.0,-1.4701221525255859,-1.6503325001179079,0.0
2019-02-08,-0.0,-0.5966895247103334,-0.0,1.0,-1.4866871600851264,-1.6458737290139513,0.0
2019-02-11,-0.0,-0.5786343088270283,-0.0,1.0,-1.4920770877944325,-1.68779443254818,0.0
2019-02-12,-0.0,-0.6033658443296998,-0.0,1.0,-1.4961273666092942,-1.6815356664754255,0.0
2019-02-13,-0.0,-0.6242537135215169,-0.0,1.0,-1.4866504274728949,-1.6652815589626022,0.0
2019-02-14,-0.0,-0.5209184810879096,-0.0,1.0,-0.8959277699338635,-1.298692130489708,0.0
2019-02-15,-0.0,-0.5062203791469195,-0.0,1.0,-0.8967343009478673,-1.2996519549763033,0.0
2019-02-19,-0.0,-0.4842853440935846,-0.0,1.0,-0.9197053270647466,-1.2979306259948913,0.0
2019-02-20,-0.0,-0.5084520066580359,-0.0,1.0,-0.8957647493989274,-1.2946920658405772,0.0
2019-02-21,-0.0,-0.47742223213290225,-0.0,1.0,-0.9171591035789944,-1.3219236629873268,0.0
2019-02-22,-0.0,-0.46825989544436153,-0.0,1.0,-0.9295369678864825,-1.336333084391337,0.0
2019-02-25,-0.0,-0.46778858795687617,-0.0,1.0,-0.9447053078396754,-1.343976559858758,0.0
2019-02-26,-0.0,-0.47183125023458317,-0.0,1.0,-0.9401719025635251,-1.3412903952257629,0.0
2019-02-27,-0.0,-0.4773171098092233,-0.0,1.0,-0.9379600420609884,-1.3401682439537328,0.0
2019-02-28,-0.0,-0.48375206860237707,-0.0,1.0,-0.944034902963743,-1.333308259365127,0.0
2019-03-01,-0.0,-0.4829571106094809,-0.0,1.0,-0.9577125658389768,-1.3215199398043644,0.0
2019-03-04,-0.0,-0.4969762986891034,-0.0,1.0,-0.9338541862299515,-1.3253202118468992,0.0
2019-03-05,-0.0,-0.49214817041100006,-0.0,1.0,-0.9446615072507325,-1.320046585017657,0.0
2019-03-06,-0.0,-0.48161970516887476,-0.0,1.0,-0.9326366859488711,-1.3177831685015862,0.0
2019-03-07,-0.0,-0.47953085313013594,-0.0,1.0,-0.9317570596145226,-1.3239578664276108,0.0
