Date,IWF,IWM,MTUM,PSNL,SPY,VLUE,VXX
2020-03-25,-0.924434104018225,-1.1662061945615823,-0.6243032329988851,1.0,-1.1320343172895158,-0.0,0.0
2020-03-26,-0.9205855176773816,-1.1671448718572193,-0.6389145552691727,1.0,-1.1364100568983124,-0.0,0.0
2020-03-27,-0.8978675114662632,-1.1377370088420256,-0.5799328573455009,1.0,-1.1127712894226676,-0.0,0.0
2020-03-30,-0.8788548326438511,-1.1277265889432118,-0.5863106430989093,1.0,-1.1081233546446034,-0.0,0.0
2020-03-31,-0.9053912213740457,-1.1251908396946564,-0.6029580152671755,1.0,-1.137452290076336,-0.0,0.0
2020-04-01,-0.9067308150335825,-1.1339970466345923,-0.5870051922069262,1.0,-1.135759538893917,-0.0,0.0
2020-04-02,-0.9342729621799389,-1.0390885600187925,-0.5687573408503641,1.0,-1.1560253699788583,-0.0,0.0
2020-04-03,-0.9308388427814508,-1.0441693627795752,-0.5678248229943265,1.0,-1.1460589862615465,-0.0,0.0
2020-04-06,-0.931426699120015,-1.0345909005804157,-0.5673094926043812,1.0,-1.1474442988204456,-0.0,0.0
2020-04-07,-0.8848317155039463,-0.9804499682482084,-0.5342012156400254,1.0,-1.1364873446430193,-0.0,0.0
2020-04-08,-0.8888131278694487,-0.9757716259829993,-0.5455247965816629,1.0,-1.1355061593708806,-0.0,0.0
2020-04-09,-0.9001900280517601,-0.9277440955569632,-0.5653786987602932,1.0,-1.1312098452628723,-0.0,0.0
2020-04-13,-0.9091771722922597,-0.9039356558673354,-0.5725001129637161,1.0,-1.1329808865392437,-0.0,0.0
2020-04-14,-0.9191622184022438,-0.8785397629602822,-0.594815887089478,1.0,-1.1311408667330136,-0.0,0.0
2020-04-15,-0.8947675986694238,-0.8967904342353682,-0.5715634271329678,1.0,-1.1320686865054392,-0.0,0.0
2020-04-16,-0.9154094827586207,-0.8558728448275863,-0.5869701867816093,1.0,-1.1316451149425286,-0.0,0.0
2020-04-17,-0.914567901234568,-0.8572839506172839,-0.5859483726150393,1.0,-1.1315375982042648,-0.0,0.0
2020-04-20,-0.9350823782234956,-0.815320558739255,-0.6045397564469914,1.0,-1.1221346704871058,-0.0,0.0
2020-04-21,-0.9353380766993333,-0.8196178457958562,-0.6085828075356872,1.0,-1.111334854790352,-0.0,0.0
2020-04-22,-0.9161058770749215,-0.8609690444145357,-0.5798115746971736,1.0,-1.1293853746074474,-0.0,0.0
2020-04-23,-0.9020125223613596,-0.875134168157424,-0.5692754919499106,1.0,-1.125805008944544,-0.0,0.0
2020-04-24,-0.902679010689208,-0.8733395947940427,-0.570329621181627,1.0,-1.1261237085737288,-0.0,0.0
2020-04-27,-0.904454891426013,-0.8747257667338258,-0.5699126930826057,1.0,-1.1281844638459817,-0.0,0.0
2020-04-28,-0.9114688128772637,-0.8559803264028617,-0.5712050078247262,1.0,-1.1326626425217974,-0.0,0.0
2020-04-29,-0.9018152552982205,-0.8721720468568362,-0.5646517034784942,1.0,-1.1324331574711617,-0.0,0.0
2020-04-30,-0.8997551747162253,-0.8311150678833741,-0.5749387936790563,1.0,-1.1456042733140441,-0.0,0.0
2020-05-01,-0.9048720800889877,-0.8226028921023358,-0.5737931034482758,1.0,-1.1481646273637374,-0.0,0.0
2020-05-04,-0.9035717451032527,-0.8024461579367189,-0.5733847381015688,1.0,-1.151998581937428,-0.0,0.0
2020-05-05,-0.9038248459867926,-0.8024198909719452,-0.5745689846208395,1.0,-1.151265345920312,-0.0,0.0
2020-05-06,-0.9026756445468238,-0.8030477540533357,-0.5722512625143971,1.0,-1.1519004164082571,-0.0,0.0
2020-05-07,-0.9066459902525477,-0.8013291980505095,-0.5746123172352681,1.0,-1.1480726628267612,-0.0,0.0
2020-05-08,-0.9031900753212229,-0.7978289765175011,-0.5831634913602126,1.0,-1.1464776251661497,-0.0,0.0
2020-05-11,-0.9041672202293963,-0.7936760993755811,-0.5827022718214427,1.0,-1.1479562464018422,-0.0,0.0
2020-05-12,-0.9124233537723273,-0.784990669154892,-0.6016173464853816,1.0,-1.1442726384075357,-0.0,0.0
2020-05-13,-0.9132786521835513,-0.7641321214808247,-0.6042562624695189,1.0,-1.1518953668809575,-0.0,0.0
2020-05-14,-0.9148144868502612,-0.7477198264411582,-0.6106880368369786,1.0,-1.1542991233507482,-0.0,0.0
2020-05-15,-0.9162741089680917,-0.7609990223091281,-0.6197671318105057,1.0,-1.1470091547418007,-0.0,0.0
2020-05-18,-0.9201682552467894,-0.7761668232872421,-0.635521546516311,1.0,-1.1429722110350382,-0.0,0.0
2020-05-19,-0.9246798447191111,-0.7428494935522734,-0.6578019722457721,1.0,-1.1367631966445049,-0.0,0.0
2020-05-20,-0.9250435015392852,-0.7417570160174899,-0.656984785615491,1.0,-1.1379556507384108,-0.0,0.0
2020-05-21,-0.9273840378943605,-0.7470283313969077,-0.6528286710161766,1.0,-1.1414782375547412,-0.0,0.0
2020-05-22,-0.9269949066213922,-0.7484139040300242,-0.6515056742024842,1.0,-1.141006165668841,-0.0,0.0
2020-05-26,-0.927964585941692,-0.749686996959399,-0.6535950634949025,1.0,-1.1402253621892326,-0.0,0.0
2020-05-27,-0.9385407341092211,-0.7286481647269473,-0.6773500447627575,1.0,-1.1317815577439572,-0.0,0.0
2020-05-28,-0.9662052849182096,-0.691847923782132,-0.699442746719396,1.0,-1.13643717418659,-0.0,0.0
2020-05-29,-0.967418658996944,-0.6888818982563366,-0.6999370843070286,1.0,-1.1377404278267123,-0.0,0.0
2020-06-01,-0.9668883098211879,-0.691751280438494,-0.6961541917512805,1.0,-1.13797286368946,-0.0,0.0
2020-06-02,-0.9839501682276984,-0.703419114303901,-0.7099663544603074,1.0,-1.1493589160680187,-0.0,0.0
2020-06-03,-0.9899151227525783,-0.7060326731769645,-0.7048918499589304,1.0,-1.1624532262480607,-0.0,0.0
2020-06-04,-1.035134628013885,-0.6532976827094474,-0.8146167557932263,1.0,-1.18786940613566,-0.0,0.0
2020-06-05,-1.0308353037687594,-0.6894272064855475,-0.830719490421271,1.0,-1.274574144670173,-0.0,0.0
2020-06-08,-1.040378548895899,-0.6405241446250909,-0.897306479009949,1.0,-1.274981800533851,-0.0,0.0
2020-06-09,-1.0412121212121213,-0.6368484848484849,-0.8990545454545456,1.0,-1.271369696969697,-0.0,0.0
2020-06-10,-1.0423088107007852,-0.6368614907434331,-0.8942037413976932,1.0,-1.273044489677232,-0.0,0.0
2020-06-11,-1.0436488712334078,-0.6302683848464296,-0.8968123243871718,1.0,-1.2737622323418274,-0.0,0.0
2020-06-12,-1.013841982590496,-0.5935404081244352,-0.9216572325548209,1.0,-1.2276554250107026,-0.0,0.0
2020-06-15,-1.0189410042038638,-0.5632232771243683,-0.9265504699825232,1.0,-1.2146804591186056,-0.0,0.0
2020-06-16,-1.0150666227223504,-0.5533688026743255,-0.9326710297094967,1.0,-1.2072131456283253,-0.0,0.0
2020-06-17,-1.0121830754033587,-0.54579237029023,-0.937156028035185,1.0,-1.2087586433980901,-0.0,0.0
2020-06-18,-1.016989034778107,-0.5366840792507882,-0.9429149607040331,1.0,-1.2094686808791002,-0.0,0.0
2020-06-19,-1.016572504708098,-0.5407721280602636,-0.9426553672316385,1.0,-1.208050847457627,-0.0,0.0
2020-06-22,-1.0155513666352498,-0.5394910461828464,-0.9555136663524976,1.0,-1.2019792648444865,-0.0,0.0
2020-06-23,-1.023689063312686,-0.5427206960139959,-0.9598089744195942,1.0,-1.2021845004491936,-0.0,0.0
2020-06-24,-1.0200424428200896,-0.5491157745814667,-0.9542089129922189,1.0,-1.192501768450837,-0.0,0.0
2020-06-25,-1.0148600987538208,-0.5380202210204561,-0.9616270867622855,1.0,-1.1880554902421818,-0.0,0.0
2020-06-26,-1.009867190422746,-0.5300224466891134,-0.9574915824915824,1.0,-1.1789655817433595,-0.0,0.0
2020-06-29,-1.008928988827077,-0.5291477724276565,-0.955822542190641,1.0,-1.1809639568042636,-0.0,0.0
2020-06-30,-1.0083035672867282,-0.5093937004221366,-0.9588532727188384,1.0,-1.1623602542097695,-0.0,0.0
2020-07-01,-1.0064700989000832,-0.5091043534522599,-0.943571494592846,1.0,-1.1623532673999446,-0.0,0.0
2020-07-02,-1.013016986706056,-0.4988921713441654,-0.9485782865583456,1.0,-1.155511447562777,-0.0,0.0
2020-07-06,-1.0131712727608837,-0.4981051853221185,-0.9522136981236714,1.0,-1.1579628431463167,-0.0,0.0
2020-07-07,-0.9991220774420109,-0.5165419092505313,-0.9385454209407633,1.0,-1.1664356344145643,-0.0,0.0
2020-07-08,-1.000231160425335,-0.5168284789644013,-0.9466481738326399,1.0,-1.159454461396209,-0.0,0.0
2020-07-09,-1.0010635346342365,-0.5170627947840563,-0.9471931933783408,1.0,-1.1587441043188753,-0.0,0.0
2020-07-10,-1.0061152236884454,-0.515793829601361,-0.9410547611384431,1.0,-1.1349947124005704,-0.0,0.0
2020-07-13,-1.0051690224600887,-0.5054206120488541,-0.9374685513014044,1.0,-1.1262979735602214,-0.0,0.0
2020-07-14,-0.9943804824561404,-0.49785270467836257,-0.9257127192982456,1.0,-1.1507675438596492,-0.0,0.0
2020-07-15,-0.9954753199268739,-0.4954753199268739,-0.9292047531992688,1.0,-1.1502285191956125,-0.0,0.0
2020-07-16,-0.9758357558139535,-0.5178506540697675,-0.9256904069767442,1.0,-1.1227743459302326,-0.0,0.0
2020-07-17,-0.976100686082966,-0.5187877686401018,-0.9272570312145032,1.0,-1.1214503157799083,-0.0,0.0
2020-07-20,-0.984946628957212,-0.5221238938053098,-0.9326703767904388,1.0,-1.121886689170696,-0.0,0.0
2020-07-21,-0.9862600995115717,-0.5210663258319259,-0.934952298352125,1.0,-1.1224722691377187,-0.0,0.0
2020-07-22,-0.974405354074342,-0.5136565071900153,-0.9279189653613096,1.0,-1.1059962015013114,-0.0,0.0
2020-07-23,-0.9717641743844591,-0.5161057149311046,-0.927400045177321,1.0,-1.1024169866726903,-0.0,0.0
2020-07-24,-0.9558551652613068,-0.534968661225594,-0.9157685890787753,1.0,-1.102628849709158,-0.0,0.0
2020-07-27,-0.9518755059818296,-0.5363407394081137,-0.9135558154178285,1.0,-1.0958891787352703,-0.0,0.0
2020-07-28,-0.9633292688434268,-0.534435261707989,-0.9219617937948787,1.0,-1.0963284107844466,-0.0,0.0
2020-07-29,-0.9350724380055107,-0.540174206737179,-0.9053861878944094,1.0,-1.0634610256866057,-0.0,0.0
2020-07-30,-0.9355411524460624,-0.5333392524194265,-0.9048654887685342,1.0,-1.0655686761963954,-0.0,0.0
2020-07-31,-0.944377804433782,-0.530099071482518,-0.9066595583988627,1.0,-1.0615309431782842,-0.0,0.0
2020-08-03,-0.9216417910447762,-0.5505952380952381,-0.9171108742004265,1.0,-1.052771855010661,-0.0,0.0
2020-08-04,-0.9181149139918424,-0.549920198616776,-0.9127061535733285,1.0,-1.0526689129278242,-0.0,0.0
2020-08-05,-0.9454520597885526,-0.5606088224571637,-0.9499179730222385,1.0,-1.1010754648195407,-0.0,0.0
2020-08-06,-0.942242871458504,-0.5657738908627129,-0.9467067504782727,1.0,-1.1002095290152136,-0.0,0.0
2020-08-07,-0.9442132699254653,-0.5783986464858932,-0.9532214550276648,1.0,-1.0968951483835567,-0.0,0.0
2020-08-10,-0.9441522206467547,-0.5790147738187806,-0.9536660110689292,1.0,-1.0971046974340208,-0.0,0.0
2020-08-11,-0.9471877717266943,-0.5786005217152532,-0.955791496956661,1.0,-1.0948698000091528,-0.0,0.0
2020-08-12,-0.9413621186479441,-0.5854640259799662,-0.942231166811508,1.0,-1.1048803915290675,-0.0,0.0
2020-08-13,-0.9483541956420954,-0.6282336578581362,-0.9118219749652294,1.0,-1.147658785350023,-0.0,0.0
2020-08-14,-0.955637106889023,-0.6265155386259116,-0.9183815673340456,1.0,-1.1448413620104985,-0.0,0.0
2020-08-17,-0.953466771931454,-0.6261087632935495,-0.9192402359169647,1.0,-1.1452189662378676,-0.0,0.0
2020-08-18,-0.9457543892157317,-0.6192152684486033,-0.933293185713624,1.0,-1.1341548153981562,-0.0,0.0
2020-08-19,-0.9523191696399611,-0.621796951021732,-0.9275288448172002,1.0,-1.1320606088689125,-0.0,0.0
2020-08-20,-0.955522471387364,-0.6341304550107008,-0.9300735088862009,1.0,-1.1327812412766354,-0.0,0.0
2020-08-21,-0.9213050061946495,-0.6696645711925847,-0.8715183774606524,1.0,-1.1260955352636166,-0.0,0.0
2020-08-24,-0.9169911585505519,-0.6813871455403363,-0.8586284300700903,1.0,-1.1240551559851573,-0.0,0.0
2020-08-25,-0.9226316273086466,-0.6695764035651934,-0.8855554534595241,1.0,-1.1165579343930903,-0.0,0.0
2020-08-26,-0.9207333884753239,-0.6748001102839812,-0.8787335722819594,1.0,-1.1208988144472016,-0.0,0.0
2020-08-27,-0.9172521467603436,-0.6782844285255086,-0.8761078201772512,1.0,-1.1203563392570144,-0.0,0.0
2020-08-28,-0.9172442282094826,-0.680130352962776,-0.8752008078211777,1.0,-1.1172717675678157,-0.0,0.0
2020-08-31,-0.9173246419390378,-0.678709144326111,-0.8775706940874036,1.0,-1.116920675725303,-0.0,0.0
2020-09-01,-0.9200717010617272,-0.6726570758836237,-0.8897825987038654,1.0,-1.1136645677253296,-0.0,0.0
2020-09-02,-0.9143775838309599,-0.6728066146072577,-0.8900780891134589,1.0,-1.116214974735875,-0.0,0.0
2020-09-03,-0.9192948629665336,-0.6725887159711702,-0.8911536519304044,1.0,-1.1076986640958546,-0.0,0.0
2020-09-04,-0.8818136431716062,-0.6854717923115327,-0.8553079471701539,1.0,-1.1160531929378659,-0.0,0.0
2020-09-08,-0.8820459290187891,-0.6897522011436871,-0.8534537532903693,1.0,-1.1131887083598075,-0.0,0.0
2020-09-09,-0.8650207244548568,-0.7086411966120022,-0.8210938907911336,1.0,-1.1105154081816544,-0.0,0.0
2020-09-10,-0.8510132711621234,-0.7104106886657102,-0.8074784791965568,1.0,-1.114553443328551,-0.0,0.0
2020-09-11,-0.8307706021304095,-0.7180549984400766,-0.7985024735927263,1.0,-1.1096403262468244,-0.0,0.0
2020-09-14,-0.8273804221964907,-0.7180457824886436,-0.797274427718892,1.0,-1.1108043110358956,-0.0,0.0
2020-09-15,-0.8186608122941822,-0.7009440175631174,-0.7810318331503842,1.0,-1.0901427003293085,-0.0,0.0
2020-09-16,-0.8230508772701288,-0.6950002198672002,-0.7828591530715447,1.0,-1.0964337540125764,-0.0,0.0
2020-09-17,-0.8099753042864704,-0.7173663785500088,-0.776106897159993,1.0,-1.1064561651084848,-0.0,0.0
2020-09-18,-0.8071280673157408,-0.7134675536367241,-0.7792854310762588,1.0,-1.1055993656108198,-0.0,0.0
2020-09-21,-0.8004325946852653,-0.7224331243930432,-0.793678820517348,1.0,-1.0976869427032754,-0.0,0.0
2020-09-22,-0.8013740861446313,-0.7182242579053995,-0.7931824187439444,1.0,-1.0913414956399188,-0.0,0.0
2020-09-23,-0.7931623183330414,-0.710427245666258,-0.7921554894064087,1.0,-1.0817720189108737,-0.0,0.0
2020-09-24,-0.7890092608771623,-0.70771448540975,-0.788397693517386,1.0,-1.0831731609295825,-0.0,0.0
2020-09-25,-0.7838639337112953,-0.7179241168774531,-0.7826428259921501,1.0,-1.0766681203663322,-0.0,0.0
2020-09-28,-0.7779325960114953,-0.7209352956544457,-0.7728381085082295,1.0,-1.082513280501611,-0.0,0.0
2020-09-29,-0.7784642157929085,-0.7153360887535349,-0.7736784859691103,1.0,-1.083184685664564,-0.0,0.0
2020-09-30,-0.7775123773126031,-0.7115434725961957,-0.7782072439850604,1.0,-1.0756970381308086,-0.0,0.0
2020-10-01,-0.7788352890047806,-0.7148196436332029,-0.7762277270751846,1.0,-1.0760104302477185,-0.0,0.0
2020-10-02,-0.7774109470026065,-0.7148132059079062,-0.7758905299739357,1.0,-1.0759339704604693,-0.0,0.0
2020-10-05,-0.7732245181455113,-0.7194391387393644,-0.7713144643167217,1.0,-1.077053307865949,-0.0,0.0
2020-10-06,-0.7764495440862091,-0.7256227913267309,-0.7798961650887832,1.0,-1.0807992670476856,-0.0,0.0
2020-10-07,-0.7892139267767408,-0.7726130653266331,-0.8029881550610194,1.0,-1.1218592964824121,-0.0,0.0
2020-10-08,-0.7883231257543922,-0.7637355268451875,-0.8086190710358085,1.0,-1.1098395100362108,-0.0,0.0
2020-10-09,-0.7918976927204436,-0.7613128241817205,-0.8109014487569308,1.0,-1.1073600429261312,-0.0,0.0
2020-10-12,-0.7977257525083612,-0.7623634336677815,-0.8022742474916387,1.0,-1.0969007803790412,-0.0,0.0
2020-10-13,-0.7644067796610169,-0.7909455842997323,-0.8086529884032113,1.0,-1.0962979482604818,-0.0,0.0
2020-10-14,-0.7640659830584039,-0.7917521176995096,-0.8085599643334819,1.0,-1.0939366919304503,-0.0,0.0
2020-10-15,-0.7708976942019252,-0.7950749944034027,-0.812805014551153,1.0,-1.0984553391537946,-0.0,0.0
2020-10-16,-0.7707279967783793,-0.7923844467313974,-0.8144883439974943,1.0,-1.0968723432815786,-0.0,0.0
2020-10-19,-0.7668127347522804,-0.7903773922375246,-0.8203362546950457,1.0,-1.0939456269003756,-0.0,0.0
2020-10-20,-0.7655459551416932,-0.797689931503783,-0.8187760218471594,1.0,-1.0949097909298473,-0.0,0.0
2020-10-21,-0.7623075546007877,-0.7933225921947726,-0.8287235947010383,1.0,-1.0911206587898317,-0.0,0.0
2020-10-22,-0.7644310677867121,-0.7995597682044832,-0.8350029199047662,1.0,-1.0931674228471318,-0.0,0.0
2020-10-23,-0.7624994384798527,-0.8030187323121154,-0.8323525448093078,1.0,-1.0943353847536048,-0.0,0.0
2020-10-26,-0.7623837966497508,-0.8032963578389545,-0.8308258858400323,1.0,-1.09448960344905,-0.0,0.0
2020-10-27,-0.7552872792309412,-0.7973619494746256,-0.8331321260898726,1.0,-1.0854907221104406,-0.0,0.0
2020-10-28,-0.7652829179114461,-0.7969857760734829,-0.8191019752976323,1.0,-1.0775404646185403,-0.0,0.0
