Date,EDIT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-16,1.0,-0.9335924411981505,-2.303424244454868,-0.127253233264089,-1.1975474100381962,-1.1393151511090263,0.0
2018-10-17,1.0,-0.9033867156734052,-2.23897348385403,-0.10508007351010765,-1.1789839852979787,-1.1369782095038068,0.0
2018-10-18,1.0,-0.9015779092702169,-2.236423405654175,-0.10802103879026956,-1.1879026955950032,-1.140696909927679,0.0
2018-10-19,1.0,-0.8818738597862913,-2.2263487099296326,-0.0841151941621058,-1.1879723742507167,-1.1352619233776389,0.0
2018-10-22,1.0,-0.88200416992442,-2.2245895230648944,-0.08652593171748763,-1.1873859786291374,-1.1350664581704457,0.0
2018-10-23,1.0,-0.8812133072407045,-2.227788649706458,-0.08186562296151338,-1.1930854533594262,-1.139269406392694,0.0
2018-10-24,1.0,-0.8848587644334268,-2.2251940765868614,-0.06641007241176854,-1.1994911605453715,-1.1476286776697762,0.0
2018-10-25,1.0,-0.8267311193420805,-2.1404984619247913,-0.05311067863644925,-1.1804884173519996,-1.0771548747567332,0.0
2018-10-26,1.0,-0.812402908096688,-2.118871559062947,-0.04318647859317716,-1.1767227987323683,-1.0626980674827566,0.0
2018-10-29,1.0,-0.7846220516312759,-2.14882684331084,-0.013248313006871787,-1.1657277285953074,-1.0784374419612455,0.0
2018-10-30,1.0,-0.7893073968529302,-2.149857514558295,-0.01554949820344443,-1.1659645644901497,-1.0743402304547143,0.0
2018-10-31,1.0,-0.8076518293815389,-2.11038197238903,-0.014919829133907013,-1.1799665696774593,-1.0778183619141954,0.0
2018-11-01,1.0,-0.7982938740186685,-2.120356061074365,-0.005007108858255548,-1.1798850219447365,-1.0780119923347962,0.0
2018-11-02,1.0,-0.7984682848496079,-2.116855042925082,-0.004817491198814156,-1.179544191217343,-1.0766475202272867,0.0
2018-11-05,1.0,-0.7903784318575314,-2.146735097699728,-0.003524610437793717,-1.1845164481820432,-1.058372495671531,0.0
2018-11-06,1.0,-0.7984913126816299,-2.15216719223397,-0.0,-1.1805478266246212,-1.0516292586409448,0.0
2018-11-07,1.0,-0.7928575857151714,-2.157852315704632,-0.0139500279000558,-1.1801723603447207,-1.0551181102362206,0.0
2018-11-08,1.0,-0.7646444799214048,-2.1578042490482625,-0.0,-1.1639444922018911,-1.0539113348888616,0.0
2018-11-09,1.0,-0.7634168987929434,-2.173320953265243,-0.0,-1.185948622717425,-1.0673475704116373,0.0
2018-11-12,1.0,-0.7606700745211554,-2.14928866169859,-0.0,-1.1896902137094292,-1.0590626347231633,0.0
2018-11-13,1.0,-0.7160900604063701,-2.1502837268899873,-0.0,-1.1884800781011655,-1.0468606992494967,0.0
2018-11-14,1.0,-0.7217428553944067,-2.1523774554800807,-0.0,-1.1950920996267058,-1.0504253105685086,0.0
2018-11-15,1.0,-0.7219518205902286,-2.165362577783254,-0.0,-1.2027601503296161,-1.07097529419013,0.0
2018-11-16,1.0,-0.7187807276302851,-2.1555432645034416,-0.0,-1.1990535889872174,-1.0720870206489674,0.0
2018-11-19,1.0,-0.7137578519522109,-2.161904175391058,-0.0,-1.2060598595886192,-1.0766104200024633,0.0
2018-11-20,1.0,-0.6724380544509023,-2.1563169164882225,-0.0,-1.2025084123585195,-1.086876720709697,0.0
2018-11-21,1.0,-0.6731748726655348,-2.1496483143342227,-0.0,-1.190213436817851,-1.0504487024011642,0.0
2018-11-23,1.0,-0.6741573033707865,-2.200589427150488,-0.0,-1.1988702646282312,-1.0662491557684044,0.0
2018-11-26,1.0,-0.6728455683771175,-2.207647925362141,-0.0,-1.1951264424257304,-1.0623618954087897,0.0
2018-11-27,1.0,-0.6571254195910894,-2.211962160512664,-0.0,-1.1835825450106805,-1.0504119621605128,0.0
2018-11-28,1.0,-0.6534338050603444,-2.241560987563561,-0.0,-1.1803590026343198,-1.0509710224836122,0.0
2018-11-29,1.0,-0.6187507565670015,-2.2187386514949763,-0.0,-1.16711051930759,-1.047936085219707,0.0
2018-11-30,1.0,-0.6210954085036696,-2.2244192394007403,-0.0,-1.1760174683083642,-1.0437920786073878,0.0
2018-12-03,1.0,-0.6213592233009709,-2.2254854368932038,-0.0,-1.176759708737864,-1.044356796116505,0.0
2018-12-04,1.0,-0.6086982821195258,-2.2314904427776434,-0.0,-1.1691265424631019,-1.0395596419066055,0.0
2018-12-06,1.0,-0.5964416165900789,-2.130258041710852,-0.0,-1.1765052433133025,-0.988158359844468,0.0
2018-12-07,1.0,-0.5886135693215339,-2.135221238938053,-0.0,-1.1801769911504423,-0.9956932153392329,0.0
2018-12-10,1.0,-0.5474163070103815,-2.1455733115595472,-0.0,-1.1743846961390412,-0.9648897702087951,0.0
2018-12-11,1.0,-0.5640726253721758,-2.1410473466051725,-0.0,-1.1812715278183197,-0.9516609259151146,0.0
2018-12-12,1.0,-0.5682309625387177,-2.141487931739816,-0.0,-1.1849102916252703,-0.9496230495003214,0.0
2018-12-13,1.0,-0.5679841204974021,-2.1362601436160897,-0.0,-1.1868760581470021,-0.9469321034502891,0.0
2018-12-14,1.0,-0.5666277030976037,-2.144418468731736,-0.0,-1.1842781998831093,-0.9492109877264757,0.0
2018-12-17,1.0,-0.5374898125509373,-2.1474560484340435,-0.0,-1.1624170450576319,-0.9740365583886367,0.0
2018-12-18,1.0,-0.5149378792256573,-2.1322161225079452,-0.0,-1.1552152557064432,-0.9762496388327073,0.0
2018-12-19,1.0,-0.4942455242966752,-2.148453847942339,-0.0,-1.1782724947686585,-0.991687979539642,0.0
2018-12-20,1.0,-0.49236817761332097,-2.129972247918594,-0.0,-1.1772664199814986,-0.9820189639222942,0.0
2018-12-21,1.0,-0.48610228257728977,-2.136839063854377,-0.0,-1.1776365212366366,-0.9780988153712799,0.0
2018-12-24,1.0,-0.5533551356589148,-2.218992248062016,-0.0,-1.2695615310077522,-1.0142926356589148,0.0
2018-12-26,1.0,-0.5635175135668475,-2.314380858411446,-0.0,-1.259558460779477,-1.0293537247163296,0.0
2018-12-27,1.0,-0.4592429995253916,-2.2563478879924066,-0.0,-1.1549003322259137,-1.0621143806359754,0.0
2018-12-28,1.0,-0.4497062488873064,-2.2690641504955193,-0.0,-1.156370541807608,-1.0592249718117621,0.0
2018-12-31,1.0,-0.44730122914316245,-2.274211745145775,-0.0,-1.1570571818775608,-1.0593195178433585,0.0
2019-01-02,1.0,-0.45285740039661077,-2.2960759569737395,-0.0,-1.184904753320113,-1.075476233399435,0.0
2019-01-03,1.0,-0.4534310779954332,-2.2955774546328565,-0.0,-1.1850138204542722,-1.0748708087970196,0.0
2019-01-04,1.0,-0.41889632107023406,-2.3073936932632586,-0.0,-1.1690754897276636,-1.0769827998088868,0.0
2019-01-07,1.0,-0.38291898215852593,-2.262474407721556,-0.0,-1.1618601930389003,-1.0424100614214684,0.0
2019-01-08,1.0,-0.38089380893808944,-2.269606981784104,-0.0,-1.1616587594447374,-1.0450418789902185,0.0
2019-01-09,1.0,-0.3762717810782365,-2.252777452929482,-0.0,-1.1625540872412583,-1.0556075312828908,0.0
2019-01-10,1.0,-0.3756579716925956,-2.2540648029009245,-0.0,-1.1627090887823137,-1.0562054041408353,0.0
2019-01-11,1.0,-0.3735031251825457,-2.254687773818564,-0.0,-1.1609907120743035,-1.0523395058122553,0.0
2019-01-14,1.0,-0.39135317237507017,-2.198259404828748,-0.0,-1.0832678270634475,-0.941886580572712,0.0
2019-01-15,1.0,-0.3912994541054646,-2.198941977601441,-0.0,-1.085711069840734,-0.951826214193258,0.0
2019-01-16,1.0,-0.41364653243847876,-2.173993288590604,-0.0,-1.0868008948545862,-0.9184563758389263,0.0
2019-01-17,1.0,-0.41897410079991043,-2.1662471331878947,-0.0,-1.0886614085137325,-0.919897074453208,0.0
2019-01-18,1.0,-0.4240887837304941,-2.146245281955946,-0.0,-1.1035997971945242,-0.9596079094135541,0.0
2019-01-22,1.0,-0.05899264029438823,-2.563189972401104,-0.0,-1.296630634774609,-0.8310142594296228,0.0
2019-01-23,1.0,-0.0834246742175131,-2.5766045548654244,-0.0,-1.3990987699427597,-1.03032517354768,0.0
2019-01-24,1.0,-0.10322619843246858,-2.5601190837839485,-0.0,-1.398444619964761,-1.0139133604714747,0.0
2019-01-25,1.0,-0.0,-2.6978556289739433,-0.0,-1.5004363545692556,-1.035344720109712,0.0
2019-01-28,1.0,-0.0,-2.6662294672412714,-0.0,-1.5430016863406408,-1.0364749234901005,0.0
2019-01-29,1.0,-0.0,-2.630878770845044,-0.0,-1.5599900068702766,-1.0547748422959216,0.0
2019-01-30,1.0,-0.0,-2.6326772883473915,-0.0,-1.5611371446422992,-1.0542330521711964,0.0
2019-01-31,1.0,-0.0,-2.6505888248559257,-0.0,-1.5452894011525933,-1.0682786269105486,0.0
2019-02-01,1.0,-0.0,-2.6495330031968907,-0.0,-1.5592678493073402,-1.0596126120478906,0.0
2019-02-04,1.0,-0.0,-2.65749311983988,-0.0,-1.5523517638228672,-1.0448461346009508,0.0
2019-02-05,1.0,-0.0,-2.6401126408010014,-0.0,-1.5452440550688362,-1.0724030037546934,0.0
2019-02-06,1.0,-0.0,-2.6195066983848756,-0.0,-1.5393138850632277,-1.1013521973206462,0.0
2019-02-07,1.0,-0.0,-2.623115892175871,-0.0,-1.534054662580524,-1.0970667333791981,0.0
2019-02-08,1.0,-0.0,-2.61509815060279,-0.0,-1.5542510888089378,-1.1425866313198259,0.0
2019-02-11,1.0,-0.0,-2.619804478082624,-0.0,-1.5584358246609902,-1.1288552507095553,0.0
2019-02-12,1.0,-0.0,-2.619306680161943,-0.0,-1.5735703441295548,-1.133097165991903,0.0
2019-02-13,1.0,-0.0,-2.6497948879772797,-0.0,-1.5536762385610603,-1.1076680340801515,0.0
2019-02-14,1.0,-0.0,-2.6408018718775694,-0.0,-1.5736419401758048,-1.1094668943274522,0.0
2019-02-15,1.0,-0.0,-2.6147442769754683,-0.0,-1.5774106073027687,-1.1142712997414392,0.0
2019-02-19,1.0,-0.0,-2.586202547610039,-0.0,-1.6048051456678016,-1.1149577500315297,0.0
2019-02-20,1.0,-0.0,-2.608495619839919,-0.0,-1.588264952416966,-1.1056280330245163,0.0
2019-02-21,1.0,-0.0,-2.5184517892644136,-0.0,-1.5695825049701788,-1.1246893638170974,0.0
2019-02-22,1.0,-0.0,-2.525242476995772,-0.0,-1.5635414076100471,-1.1285749813479233,0.0
2019-02-25,1.0,-0.0,-2.517400812246173,-0.0,-1.5838800374882849,-1.1467041549515777,0.0
2019-02-26,1.0,-0.0,-2.5156591860973934,-0.0,-1.5685441020191284,-1.1669688066512471,0.0
2019-02-27,1.0,-0.0,-2.508911262585204,-0.0,-1.5810768557313488,-1.1634669501594648,0.0
2019-02-28,1.0,-0.0,-2.510447947947948,-0.0,-1.58252002002002,-1.1632882882882882,0.0
2019-03-01,1.0,-0.0,-2.498441202144906,-0.0,-1.5839880284324728,-1.1527621897992268,0.0
2019-03-04,1.0,-0.0,-2.577596715211394,-0.0,-1.6437415795213959,-1.194264451145185,0.0
2019-03-05,1.0,-0.0,-2.5498228663446056,-0.0,-1.687987117552335,-1.2033494363929147,0.0
2019-03-06,1.0,-0.0,-2.5496301061434545,-0.0,-1.6876165969765198,-1.1956899324541654,0.0
2019-03-07,1.0,-0.0,-2.505547360995318,-0.0,-1.720130827935612,-1.1873917783620855,0.0
2019-03-08,1.0,-0.0,-2.5034044484793463,-0.0,-1.7804941313792877,-1.2008300369625835,0.0
2019-03-11,1.0,-0.0,-2.4920697082435868,-0.0,-1.773187128777495,-1.2617322629071208,0.0
2019-03-12,1.0,-0.0,-2.3871806539686666,-0.0,-1.7742963011116168,-1.3392706234154588,0.0
2019-03-13,1.0,-0.0,-2.384289439374185,-0.0,-1.7835071707953063,-1.351108213820078,0.0
2019-03-14,1.0,-0.0,-2.389551169304931,-0.0,-1.7753240831216206,-1.3493583479903588,0.0
2019-03-15,1.0,-0.0010456149522938179,-2.37700954123644,-0.0,-1.7843419160894003,-1.3726963795582277,0.0
2019-03-18,1.0,-0.019139387539598735,-2.395987328405491,-0.0,-1.7899947201689548,-1.394601372756072,0.0
2019-03-19,1.0,-0.0027849612094688683,-2.3997745507592336,-0.0,-1.806909356143492,-1.4213248458325045,0.0
2019-03-20,1.0,-0.011297182349813927,-2.392078681552366,-0.0,-1.8083466241360977,-1.4336788942052099,0.0
2019-03-21,1.0,-0.03885358750330951,-2.3874768334657137,-0.0,-1.826317182949431,-1.3662960021180832,0.0
2019-03-22,1.0,-0.04821202637011387,-2.372777518812013,-0.0,-1.875208097489512,-1.3629220217087301,0.0
2019-03-25,1.0,-0.07210051970265113,-2.2701795934477995,-0.0,-1.8872442602460364,-1.3489901980132886,0.0
2019-03-26,1.0,-0.06638427427361177,-2.2883049837844993,-0.0,-1.895757495532464,-1.3681249586339268,0.0
2019-03-27,1.0,-0.08490815382582265,-2.260737412448791,-0.0,-1.8981102154090128,-1.3639487247257829,0.0
2019-03-28,1.0,-0.08219812194154213,-2.2608120618965746,-0.0,-1.8976325882819733,-1.3721729929903452,0.0
2019-03-29,1.0,-0.0783016996230408,-2.263077838767277,-0.0,-1.90040341247272,-1.3715362740559485,0.0
2019-04-01,1.0,-0.07148530579825259,-2.2667460947842204,-0.0,-1.8968096372782632,-1.3839687582737623,0.0
2019-04-02,1.0,-0.10454755461685697,-2.2748333443337074,-0.0,-1.8959804633357535,-1.3248630453435415,0.0
2019-04-03,1.0,-0.12290020582962619,-2.273819799482106,-0.0,-1.9293539605603878,-1.3135249983400838,0.0
2019-04-04,1.0,-0.12834153477856097,-2.271778161989626,-0.0,-1.919337677882697,-1.3303630801968345,0.0
2019-04-05,1.0,-0.15371812795419745,-2.2517142666932957,-0.0,-1.9196458291724916,-1.3323347313760734,0.0
2019-04-08,1.0,-0.15365189074234067,-2.2443011896059017,-0.0,-1.9140027912540705,-1.3338206951551805,0.0
2019-04-09,1.0,-0.1760319573901465,-2.2304926764314246,-0.0,-1.9249667110519308,-1.3262982689747005,0.0
2019-04-10,1.0,-0.18430669058534316,-2.203109427944987,-0.0,-1.930370075078068,-1.3262906119194737,0.0
2019-04-11,1.0,-0.1886040642847656,-2.196241200690663,-0.0,-1.9306016735290215,-1.3255412405365918,0.0
2019-04-12,1.0,-0.18214189733942487,-2.2150631550658426,-0.0,-1.9778957269551194,-1.3435904326793873,0.0
2019-04-15,1.0,-0.18235570785459923,-2.215211986830612,-0.0,-1.9770207619431568,-1.3444869985889942,0.0
2019-04-16,1.0,-0.17844665412523517,-2.205724267669981,-0.0015452835259338888,-1.986092448266595,-1.346815372211771,0.0
2019-04-17,1.0,-0.17467366437895304,-2.1894765172924235,-0.0008074283407347598,-1.9992598573543265,-1.3643520387565604,0.0
2019-04-18,1.0,-0.16563300525819066,-2.205204260482675,-0.02231360388297155,-1.9993258729944723,-1.348860725360658,0.0
2019-04-22,1.0,-0.17711503347535,-2.202204639210117,-0.01636572665178873,-2.006627443024278,-1.3603841211875296,0.0
2019-04-23,1.0,-0.18781313473256603,-2.201828029790115,-0.016384563303994584,-2.016046039268788,-1.3483412322274881,0.0
2019-04-24,1.0,-0.17742480567759378,-2.1948631294356202,-0.02777965528894897,-2.007637715444407,-1.351334910442717,0.0
2019-04-25,1.0,-0.17616790792146245,-2.187406905890318,-0.02931618144888287,-2.01719702098849,-1.3603926878808394,0.0
2019-04-26,1.0,-0.18653235075383678,-2.147184098438239,-0.043134338449056855,-2.038604556825096,-1.345412750997228,0.0
2019-04-29,1.0,-0.19329428398303372,-2.1386925200296236,-0.04685922035952333,-2.01737022823672,-1.3364303507708881,0.0
2019-04-30,1.0,-0.19026338953212812,-2.136502132845826,-0.06608436590155055,-2.049698693208748,-1.3283905477689757,0.0
2019-05-01,1.0,-0.2483171278982797,-2.146800843135922,-0.012647038825049297,-2.0843135921669953,-1.3073366424151764,0.0
2019-05-02,1.0,-0.23376534788540246,-2.169167803547067,-0.002728512960436562,-2.0987721691678036,-1.3168485675306958,0.0
2019-05-03,1.0,-0.229435456345143,-2.1793296470748853,-0.009966550617789609,-2.094067854461055,-1.313605024233736,0.0
2019-05-06,1.0,-0.25968185784280823,-2.169407342774683,-0.02503523726424592,-2.0294650647694477,-1.2282703537150144,0.0
2019-05-07,1.0,-0.23313498696262616,-2.178979741926857,-0.06485257738851374,-1.9927793006618972,-1.2160861135254395,0.0
2019-05-08,1.0,-0.2499834535707194,-2.1601032497187105,-0.09755774703818916,-1.9232245681381959,-1.1877026937586868,0.0
2019-05-09,1.0,-0.24131337772796202,-2.152502142810048,-0.1014043647392365,-1.9131667435880528,-1.1849409903079053,0.0
2019-05-10,1.0,-0.23825215843933303,-2.149937388782706,-0.10063929348184275,-1.9186713240624793,-1.183154287220721,0.0
2019-05-13,1.0,-0.24971989718579055,-2.1498055756936663,-0.08890792855730574,-1.9139919594015686,-1.188229091148751,0.0
2019-05-14,1.0,-0.1924503742271396,-2.0843475431174747,-0.20032541490400257,-1.8706801171493654,-1.1604946306540838,0.0
2019-05-15,1.0,-0.17964734205218297,-2.0732643633287786,-0.23157004359424815,-1.8770902466002994,-1.1450322076908062,0.0
2019-05-16,1.0,-0.15230109204368175,-2.081708268330733,-0.2582553302132085,-1.8673946957878313,-1.1406006240249609,0.0
2019-05-17,1.0,-0.15177415177415177,-2.045843045843046,-0.29746179746179746,-1.823102823102823,-1.1567599067599068,0.0
2019-05-20,1.0,-0.15388095391973114,-2.0321850966199184,-0.31209203128029467,-1.8123182317585471,-1.1524591223421443,0.0
2019-05-21,1.0,-0.16119248886881332,-2.020971800993741,-0.2987675033877525,-1.8227398851390593,-1.1491901658385495,0.0
2019-05-22,1.0,-0.14938511326860843,-2.027249190938511,-0.29902912621359223,-1.8354692556634304,-1.161294498381877,0.0
2019-05-23,1.0,-0.1493523316062176,-2.029857512953368,-0.2955958549222798,-1.8349093264248704,-1.1670336787564766,0.0
2019-05-24,1.0,-0.13208276929027268,-1.9969058209243862,-0.32269709276091024,-1.8258879649326372,-1.1686327596209631,0.0
2019-05-28,1.0,-0.16295495036905067,-1.9924280987528635,-0.2919954186815984,-1.7700432680071265,-1.145520488673963,0.0
2019-05-29,1.0,-0.1831906121154456,-2.0056454170631146,-0.2870916587377101,-1.7581351094196005,-1.109102442118617,0.0
2019-05-30,1.0,-0.188212927756654,-2.002915082382763,-0.2778833967046895,-1.7557034220532322,-1.1124207858048163,0.0
2019-05-31,1.0,-0.18635586241844557,-1.9967061506302652,-0.28073731551276365,-1.755114968011655,-1.1154747577120416,0.0
2019-06-03,1.0,-0.17893608975167025,-2.0032774486322955,-0.309151645027102,-1.747195260305055,-1.0641623597630152,0.0
2019-06-04,1.0,-0.18460087994971716,-1.9753614079195476,-0.29930861093651795,-1.7481458202388436,-1.0780012570710245,0.0
2019-06-05,1.0,-0.1630869130869131,-1.9485514485514488,-0.36269980019980025,-1.7917082917082916,-0.9777097902097903,0.0
2019-06-06,1.0,-0.16521088095832293,-1.9546418767157474,-0.3238083354130272,-1.7816321437484401,-1.0137883703518842,0.0
2019-06-07,1.0,-0.16905891163255118,-1.9583125312031955,-0.3280703944083874,-1.77009485771343,-1.0151023464802795,0.0
2019-06-10,1.0,-0.18785399622404028,-1.9511642542479544,-0.3348017621145374,-1.8004405286343612,-1.0190685966016362,0.0
2019-06-11,1.0,-0.1680369339741968,-1.9533898305084743,-0.3802807993928662,-1.8105236529218314,-1.012142676448267,0.0
2019-06-12,1.0,-0.16417816019233203,-1.9633050740225229,-0.38744780463115275,-1.8084271795520686,-1.0032266228014677,0.0
2019-06-13,1.0,-0.1678171110126021,-1.972895953391172,-0.40497751883984556,-1.7943765436007852,-0.9926540434424672,0.0
2019-06-14,1.0,-0.17018177211983027,-1.970485781240104,-0.4132623978719362,-1.7953638609158273,-0.9842295268858067,0.0
2019-06-17,1.0,-0.1670257255100748,-1.9752249398048412,-0.41243188442529466,-1.7955899125586114,-0.9860600684323915,0.0
2019-06-18,1.0,-0.17022895921862116,-1.9908035770913934,-0.40362783027842963,-1.8007230291114353,-0.9769772309253505,0.0
2019-06-19,1.0,-0.17032584625118632,-1.9843087630496679,-0.41993040177159124,-1.7980385953812084,-0.9544447959506486,0.0
2019-06-20,1.0,-0.18182393920202658,-1.9951234958834703,-0.3960101329955668,-1.8009499683343888,-0.9591513616212792,0.0
2019-06-21,1.0,-0.17851030110935023,-2.007416798732171,-0.3920760697305864,-1.7892868462757527,-0.9718541996830428,0.0
2019-06-24,1.0,-0.18786219193784626,-1.9706425523785265,-0.38514933452206584,-1.807297968541043,-1.017194166719735,0.0
2019-06-25,1.0,-0.18809356874243102,-1.9755242526611,-0.3807763401109057,-1.810312958123526,-1.0191854165338772,0.0
2019-06-26,1.0,-0.0986477784932389,-1.992466194462331,-0.38280746941403737,-1.8162266580811333,-1.1490019317450095,0.0
2019-06-27,1.0,-0.10154084198310877,-1.9825929985171815,-0.411901231384179,-1.819611888337309,-1.1313906260073496,0.0
2019-06-28,1.0,-0.09835009022944058,-1.9807940190770819,-0.41415313225058004,-1.8217968548594998,-1.1299303944315546,0.0
2019-07-01,1.0,-0.07692800409941071,-1.9728414040481679,-0.42755572636433514,-1.7996413015629003,-1.1284268511401485,0.0
2019-07-02,1.0,-0.04740550928891737,-1.9917360666239592,-0.42767456758488154,-1.795707879564382,-1.143625880845612,0.0
2019-07-03,1.0,-0.0412298644847865,-1.996100741498338,-0.42840705701866527,-1.7818972129890054,-1.1445921759140885,0.0
2019-07-05,1.0,-0.042795094532447626,-1.976558507920286,-0.4344660194174757,-1.7844915687276444,-1.149016351558508,0.0
2019-07-08,1.0,-0.040664961636828645,-1.9726342710997442,-0.437468030690537,-1.7899616368286442,-1.1531969309462915,0.0
2019-07-09,1.0,-0.033716475095785445,-1.96117496807152,-0.4425925925925926,-1.786845466155811,-1.1613665389527459,0.0
2019-07-10,1.0,-0.07522179974651458,-1.8813688212927755,-0.41216730038022814,-1.814638783269962,-1.1538022813688213,0.0
2019-07-11,1.0,-0.10396760108840093,-1.8604062519774724,-0.4265645763462633,-1.805543251281402,-1.1314940201227615,0.0
2019-07-12,1.0,-0.08407667489087113,-1.8744859872208517,-0.4305687353704055,-1.8008477256911497,-1.1363320048079966,0.0
2019-07-15,1.0,-0.09686393525543753,-1.8687405159332322,-0.44088265048052605,-1.8003920080930704,-1.1158320687910976,0.0
2019-07-16,1.0,-0.11590074692999112,-1.8558678313710595,-0.4627167995948854,-1.793897961767312,-1.1014685403215596,0.0
2019-07-17,1.0,-0.11936794009392056,-1.861911410077421,-0.46078182510470866,-1.8043533443330373,-1.099568473156492,0.0
2019-07-18,1.0,-0.12591090551929535,-1.8628730752170333,-0.4639756669412584,-1.7960205310183133,-1.0879538685761359,0.0
2019-07-19,1.0,-0.13513342207010204,-1.8639158268365343,-0.47220637637066615,-1.7800595804018506,-1.0870888001521202,0.0
2019-07-22,1.0,-0.1351968054763263,-1.8401470495024406,-0.4616847309374406,-1.7918488939595616,-1.1094631425492807,0.0
2019-07-23,1.0,-0.14491832454077416,-1.834233776139325,-0.4676158393186296,-1.8004830610818028,-1.1088158647428972,0.0
2019-07-24,1.0,-0.14437178591835437,-1.834042283029649,-0.47552536346898605,-1.794997143038537,-1.0998666751317376,0.0
2019-07-25,1.0,-0.15089449396295593,-1.8060560085972566,-0.49067576964409887,-1.7924015424489539,-1.0815475061634743,0.0
2019-07-26,1.0,-0.14521931208583147,-1.7960239823288102,-0.4855159356263805,-1.8003786683496372,-1.084001262227832,0.0
2019-07-29,1.0,-0.15407398071712142,-1.77604133845863,-0.4729346524670742,-1.805532799798349,-1.0929485159745416,0.0
2019-07-30,1.0,-0.1479659413434248,-1.7684011352885527,-0.48022705771050145,-1.8064963733837907,-1.1040050457269002,0.0
2019-07-31,1.0,-0.1387731919727376,-1.7919348731541083,-0.48182506626277927,-1.7992553325760443,-1.0989524170137575,0.0
2019-08-01,1.0,-0.12326169405815422,-1.8056890012642226,-0.5001896333754741,-1.7963969658659924,-1.0956384323640962,0.0
2019-08-02,1.0,-0.13274560791526607,-1.7737045728420118,-0.5557176381049026,-1.7985666264983826,-1.0815627576584004,0.0
2019-08-05,1.0,-0.12229121784311242,-1.773792928652896,-0.5465720441008745,-1.8057914079330886,-1.0878215688759347,0.0
2019-08-06,1.0,-0.10105486548904563,-1.7703014793084078,-0.5403532863117159,-1.7451469945696274,-1.085075837962674,0.0
2019-08-07,1.0,-0.09549897279462118,-1.7819211853327523,-0.5241237626844301,-1.7352300317499842,-1.088713191807259,0.0
2019-08-08,1.0,-0.09183737002677292,-1.7832015441130689,-0.5243135545731896,-1.7371272025403153,-1.0897827034431231,0.0
2019-08-09,1.0,-0.07283208330750636,-1.7515031302299633,-0.5258786338560714,-1.7191470898159051,-1.1291142378974772,0.0
2019-08-12,1.0,-0.06868336226134392,-1.7405777336969996,-0.5614926853458964,-1.7343168856930324,-1.0937887428713118,0.0
2019-08-13,1.0,-0.06666254023273087,-1.7270982916563504,-0.5582446150037138,-1.7394156969546917,-1.0982916563505818,0.0
2019-08-14,1.0,-0.04582459602812384,-1.745528555569261,-0.5636486986554828,-1.7242506475885035,-1.0882570617984457,0.0
2019-08-15,1.0,-0.053625053625053626,-1.7978795121652265,-0.6002328859471716,-1.702763988478274,-0.9740148311576882,0.0
2019-08-16,1.0,-0.05333496812162825,-1.785617949975478,-0.6078960274644434,-1.7099068170671898,-0.973700343305542,0.0
2019-08-19,1.0,-0.07537719137499237,-1.73654633192841,-0.6140736668499175,-1.7243296072323009,-0.9580355506688657,0.0
2019-08-20,1.0,-0.07009203388797465,-1.7480953251660878,-0.6224172609252149,-1.717559578228805,-0.9368562199061378,0.0
