Date,IWF,IWM,MTUM,SPY,TRMB,VLUE,VXX
2018-09-24,-0.524142862519288,-0.8118249219073427,-0.21384215874449589,-0.6176658763313386,1.0,-0.5960257423506831,0.0
2018-09-25,-0.5227933678286815,-0.8185595044755826,-0.20870944593420704,-0.6234845337462703,1.0,-0.603278317029875,0.0
2018-09-26,-0.5231512954150616,-0.8189440290052118,-0.20953244202734345,-0.6231966160586146,1.0,-0.6018959135886396,0.0
2018-09-27,-0.5267648169120422,-0.8104190260475651,-0.2120800302000755,-0.6237448093620233,1.0,-0.6020007550018874,0.0
2018-09-28,-0.5283831249763946,-0.8096838765721192,-0.21218415983683953,-0.6242399063337992,1.0,-0.6023718699248404,0.0
2018-10-01,-0.5281030444964872,-0.8101155851023646,-0.2125103875500491,-0.6240840069502154,1.0,-0.6025156757573469,0.0
2018-10-02,-0.5281229932383937,-0.8097684433196086,-0.21300948135836512,-0.6239942583009104,1.0,-0.602500661050882,0.0
2018-10-03,-0.5276372423166957,-0.8031790379823304,-0.21218757079211661,-0.626142112814317,1.0,-0.6064335875556899,0.0
2018-10-04,-0.5307971014492754,-0.7973278985507247,-0.21286231884057974,-0.6302838164251209,1.0,-0.6028457125603865,0.0
2018-10-05,-0.5257887207288607,-0.7949326104961976,-0.20533092387621413,-0.6328966192304796,1.0,-0.6058655221745349,0.0
2018-10-08,-0.5243769499680487,-0.7923542457617563,-0.20275908732097886,-0.6344397248430629,1.0,-0.6050445438484381,0.0
2018-10-09,-0.5253976012332219,-0.792645787118848,-0.20460954242959734,-0.6336052938301313,1.0,-0.6035643117644848,0.0
2018-10-10,-0.5268400872114879,-0.7912187053604993,-0.20622509585745433,-0.6343132095331179,1.0,-0.6004811668295618,0.0
2018-10-11,-0.4991342150830785,-0.78686954279188,-0.16652543933979294,-0.6245440813469403,1.0,-0.6071178572744353,0.0
2018-10-12,-0.5049620548744892,-0.7809033858727379,-0.16272621132516055,-0.6098584354932867,1.0,-0.590156158785756,0.0
2018-10-15,-0.4994898702813001,-0.789826555895642,-0.15365835883981926,-0.609677889520478,1.0,-0.5910945926249818,0.0
2018-10-16,-0.49919842600014575,-0.7906434453107921,-0.15302776360854042,-0.6096334620709758,1.0,-0.5909786489834585,0.0
2018-10-17,-0.4905320108205591,-0.7697745716862038,-0.14582506762849415,-0.6065644724977457,1.0,-0.5940847610459874,0.0
2018-10-18,-0.48955891369423304,-0.7681321455620874,-0.14664406535146246,-0.6080715548021783,1.0,-0.5941861723230064,0.0
2018-10-19,-0.48541457105906016,-0.7644417301336399,-0.13967524069550222,-0.6092470182497485,1.0,-0.5937275470613594,0.0
2018-10-22,-0.48463170003954426,-0.7676600639896467,-0.14354531401660856,-0.6070748103677608,1.0,-0.592048028184204,0.0
2018-10-23,-0.4869324513786533,-0.7671567746342166,-0.1487220045296042,-0.6026171046482367,1.0,-0.5894956321673797,0.0
2018-10-24,-0.48782240103455704,-0.765213018176593,-0.14411954881816222,-0.6038149292334218,1.0,-0.5912062648178749,0.0
2018-10-25,-0.46357197952457757,-0.7285604095084497,-0.13919080008414558,-0.608652969637473,1.0,-0.5660893345487694,0.0
2018-10-26,-0.4548048152529399,-0.7201656113005358,-0.12827917333518893,-0.6147797648041193,1.0,-0.5611996381601837,0.0
2018-10-29,-0.439884834188983,-0.7347023726932149,-0.11322325516858611,-0.6093381434716248,1.0,-0.5717011239073124,0.0
2018-10-30,-0.45439665679958213,-0.737036392129549,-0.12087759010969874,-0.6103430262928783,1.0,-0.5598119449764931,0.0
2018-10-31,-0.45592568199937605,-0.7249471385489964,-0.12225727061596589,-0.6075080592048251,1.0,-0.5556865055981143,0.0
2018-11-01,-0.45157938487115545,-0.7300152396785814,-0.11765724577445277,-0.6080285397617069,1.0,-0.5562829038514825,0.0
2018-11-02,-0.45670540363460804,-0.7107831304527742,-0.11417635090865201,-0.6138142694575675,1.0,-0.5529156177799235,0.0
2018-11-05,-0.45235714039383385,-0.7240749043004449,-0.113770390040349,-0.6153740042073318,1.0,-0.5430561782253336,0.0
2018-11-06,-0.4867992005890396,-0.7653658707618948,-0.0922828792819326,-0.6237158584902351,1.0,-0.5380246134427263,0.0
2018-11-07,-0.4850565852633055,-0.7647945061490488,-0.09509127220489821,-0.6217721873795593,1.0,-0.5370169230230195,0.0
2018-11-08,-0.4764195336191572,-0.7657290250618705,-0.08571229391055807,-0.6182857541217889,1.0,-0.5395099166928091,0.0
2018-11-09,-0.47498867082650675,-0.7656429741694845,-0.086729180465019,-0.6193049116324467,1.0,-0.5392337992819046,0.0
2018-11-12,-0.47481563934882426,-0.7594267427299289,-0.08630165576735772,-0.6206344789202727,1.0,-0.5373243356059552,0.0
2018-11-13,-0.46512029867256643,-0.7591261061946902,-0.07179894911504425,-0.6252074115044248,1.0,-0.5356056415929203,0.0
2018-11-14,-0.46588316626339443,-0.7584860006913239,-0.07186311787072243,-0.6251987556170066,1.0,-0.53522295195299,0.0
2018-11-15,-0.46607272350564594,-0.7588659829414,-0.07061707931903725,-0.6264373769812492,1.0,-0.5311302185848958,0.0
2018-11-16,-0.4639029601295702,-0.751369792205107,-0.06761087563320582,-0.6264171749543402,1.0,-0.5367173231331197,0.0
2018-11-19,-0.4642549526270457,-0.7495951765719208,-0.07255813953488371,-0.623634797588286,1.0,-0.5352627045650301,0.0
2018-11-20,-0.4409543426021284,-0.7488499828355647,-0.04322004806041881,-0.6377960865087539,1.0,-0.5620665980089254,0.0
2018-11-21,-0.45305759090597825,-0.7491953708142163,-0.05067451893446553,-0.644319660343765,1.0,-0.5267068410600562,0.0
2018-11-23,-0.4529025191675794,-0.7471933187294634,-0.05151286966046002,-0.6445783132530121,1.0,-0.5265950164293538,0.0
2018-11-26,-0.45295104990922475,-0.7564827184599048,-0.048607542904120844,-0.6430651183502895,1.0,-0.5243722810262733,0.0
2018-11-27,-0.45115246713334467,-0.7587160662455181,-0.04179614136930169,-0.6413522281031244,1.0,-0.521700529281202,0.0
2018-11-28,-0.45071384657421953,-0.7624154655372635,-0.041225493544641036,-0.6400368877655578,1.0,-0.5211421545187512,0.0
2018-11-29,-0.4334982044853987,-0.7560471576665087,-0.024391896469950537,-0.6437089233687919,1.0,-0.5300833389796057,0.0
2018-11-30,-0.4333875448939486,-0.756319035034221,-0.024090262248424477,-0.643830046757471,1.0,-0.5305956495222606,0.0
2018-12-03,-0.43347115840845934,-0.7562868569104588,-0.024774622110757132,-0.6438690435843558,1.0,-0.5307395106080119,0.0
2018-12-04,-0.4347103513770181,-0.7570546737213404,-0.02282593949260616,-0.6456043956043956,1.0,-0.5314746981413648,0.0
2018-12-06,-0.42407277816655004,-0.7206837948615414,-0.04255390049651771,-0.6363091072678196,1.0,-0.5086807291145989,0.0
2018-12-07,-0.4241061015028824,-0.7209170582158685,-0.04212069712419607,-0.6365423706221466,1.0,-0.5086474057782665,0.0
2018-12-10,-0.41523935729667055,-0.7229418585390094,-0.03750207056485009,-0.6369720059632268,1.0,-0.5002153387444095,0.0
2018-12-11,-0.4179336844546027,-0.7210573387657757,-0.04004769949319289,-0.6372188545496704,1.0,-0.49620722779820464,0.0
2018-12-12,-0.4164317224451889,-0.7233407409864341,-0.037845368005572325,-0.6384623038906764,1.0,-0.5007794620053734,0.0
2018-12-13,-0.4148523710110349,-0.7193226629552308,-0.040129900255161215,-0.6408854425555887,1.0,-0.4985585048215529,0.0
2018-12-14,-0.4150380920834713,-0.7149055978800927,-0.04272938058959921,-0.6417025505134151,1.0,-0.49794633984763165,0.0
2018-12-17,-0.405365225147841,-0.717466715121081,-0.03174865373814794,-0.633684627837061,1.0,-0.5154118074597773,0.0
2018-12-18,-0.40205269910194413,-0.7122273759005231,-0.0264811342478371,-0.6325537024244219,1.0,-0.5162669824665285,0.0
2018-12-19,-0.3950332652657928,-0.715367894078124,-0.026678084447664844,-0.6375074105790133,1.0,-0.5190040181806205,0.0
2018-12-20,-0.3873643487098784,-0.7028294154290023,-0.04009704599849185,-0.6361758630864561,1.0,-0.5120815710960296,0.0
2018-12-21,-0.38665184991502155,-0.703131128252059,-0.03788076872793829,-0.6372074781017126,1.0,-0.5035298731860374,0.0
2018-12-24,-0.3778812345357469,-0.694198463341581,-0.040793072014585235,-0.6338064852194296,1.0,-0.5089529886703998,0.0
