Date,IWF,IWM,MDU,MTUM,SPY,VLUE,VXX
2018-09-24,-0.21637531216553693,-0.5621782783752103,1.0,-0.0,-0.4320371031038173,-0.3377248866010907,0.0
2018-09-25,-0.21410302317254082,-0.5662949511483963,1.0,-0.0,-0.4351885006905724,-0.34208910941736154,0.0
2018-09-26,-0.2132255092639984,-0.5659484082301157,1.0,-0.0,-0.43563824342307295,-0.34430340874193877,0.0
2018-09-27,-0.2122409193515288,-0.5709778370613585,1.0,-0.0,-0.4365637184485943,-0.3453468089472604,0.0
2018-09-28,-0.2145370489277,-0.5704122255040452,1.0,-0.0,-0.43739565943238734,-0.3460639527417491,0.0
2018-10-01,-0.21436830339936794,-0.5712376988103497,1.0,-0.0,-0.43736992214599557,-0.3464374726997097,0.0
2018-10-02,-0.21457208943716266,-0.5718838344898484,1.0,-0.0,-0.43718838344898486,-0.3463891030583398,0.0
2018-10-03,-0.21432066967160338,-0.5613650998068256,1.0,-0.0,-0.4436059240180296,-0.35634256278171283,0.0
2018-10-04,-0.22018940469124973,-0.5555698913632493,1.0,-0.0,-0.45160374680669885,-0.35305653755838257,0.0
2018-10-05,-0.20236469951830197,-0.5479250920893332,1.0,-0.0,-0.46121944308492824,-0.36441616650781794,0.0
2018-10-08,-0.19952102593155305,-0.5453094017974404,1.0,-0.0,-0.4658666597996549,-0.36440656142971184,0.0
2018-10-09,-0.1941153697251258,-0.5465737514518002,1.0,-0.0,-0.46984126984126984,-0.3704477997160924,0.0
2018-10-10,-0.19409108502128755,-0.5463811121145659,1.0,-0.0,-0.4699264611017933,-0.3699135595407044,0.0
2018-10-11,-0.14003455788445646,-0.5365236771592417,1.0,-0.0,-0.4528585380512358,-0.37477775273583247,0.0
2018-10-12,-0.13635685142800277,-0.5341576276246394,1.0,-0.0,-0.4488755100009952,-0.36844462135535877,0.0
2018-10-15,-0.11172434367541767,-0.5588951869530628,1.0,-0.0,-0.4454803102625298,-0.3699781225139221,0.0
2018-10-16,-0.11024385393621518,-0.5611872032613289,1.0,-0.0,-0.44490293072161874,-0.36943498471252084,0.0
2018-10-17,-0.09663916970601914,-0.5358969965486011,1.0,-0.0,-0.4412895013830074,-0.3739749834773456,0.0
2018-10-18,-0.09575745692507537,-0.5344721943089631,1.0,-0.0,-0.4453567314526605,-0.37535844709688493,0.0
2018-10-19,-0.07985272962231488,-0.525857654889913,1.0,-0.0,-0.4533684441518543,-0.37917245751347134,0.0
2018-10-22,-0.0798818734288434,-0.5174383130354135,1.0,-0.0,-0.45893637273326343,-0.3843750762697386,0.0
2018-10-23,-0.08241409605622804,-0.5175956657555643,1.0,-0.0,-0.45702362358453724,-0.383395158141351,0.0
2018-10-24,-0.08105404416249848,-0.5182383798950836,1.0,-0.0,-0.4574356471879956,-0.38318897157496645,0.0
2018-10-25,-0.04912314235198547,-0.48786256988579346,1.0,-0.0,-0.4860945190423854,-0.36617766521718353,0.0
2018-10-26,-0.026730126679647123,-0.4902286002740319,1.0,-0.0,-0.5158770221869666,-0.37095262133121804,0.0
2018-10-29,-0.01674601086098419,-0.4920934905863496,1.0,-0.0,-0.5121408578742135,-0.3713069065333365,0.0
2018-10-30,-0.00736947887256544,-0.4927501555247165,1.0,-0.0,-0.5130401493037279,-0.3795281619371202,0.0
2018-10-31,-0.01384124261482752,-0.474652182199352,1.0,-0.0,-0.5156279778921288,-0.37819230036211166,0.0
2018-11-01,-0.0,-0.4918513923023694,1.0,-0.0,-0.5149729175117517,-0.37927414159249806,0.0
2018-11-02,-0.0,-0.514593417231365,1.0,-0.0,-0.5171829622458858,-0.3883833494675702,0.0
2018-11-05,-0.0,-0.5097092091849119,1.0,-0.0,-0.5200009709209185,-0.39759211612214185,0.0
2018-11-06,-0.0,-0.507693805999221,1.0,-0.0,-0.523738800155824,-0.40331612777561354,0.0
2018-11-07,-0.0,-0.507663860639385,1.0,-0.0,-0.5224319984428981,-0.402875772468493,0.0
2018-11-08,-0.0,-0.5028364514182257,1.0,-0.0,-0.5112854556427278,-0.39987929993964993,0.0
2018-11-09,-0.0,-0.5029340030426699,1.0,-0.0,-0.5121827533747073,-0.39970056265243536,0.0
2018-11-12,-0.0,-0.4880568263905611,1.0,-0.0,-0.5213339754394414,-0.3985311822778714,0.0
2018-11-13,-0.0,-0.47945989789589194,1.0,-0.0,-0.5162937163032587,-0.3898325301779665,0.0
2018-11-14,-0.0,-0.4793893129770992,1.0,-0.0,-0.5162929389312977,-0.3897900763358778,0.0
2018-11-15,-0.0,-0.4793873461208131,1.0,-0.0,-0.5163183509876897,-0.39001813150109743,0.0
2018-11-16,-0.0,-0.4751101059397691,1.0,-0.0,-0.5144863706701583,-0.391072491370075,0.0
2018-11-19,-0.0,-0.475028565987431,1.0,-0.0,-0.5142829937154828,-0.3911873928775471,0.0
2018-11-20,-0.0,-0.45956972413956687,1.0,-0.0,-0.5068194217130387,-0.40558362389999764,0.0
2018-11-21,-0.0,-0.4560286697788466,1.0,-0.0,-0.5050926580845947,-0.39656717121705093,0.0
2018-11-23,-0.0,-0.4413309982486865,1.0,-0.0,-0.520968429024471,-0.4043404174752686,0.0
2018-11-26,-0.0,-0.4480111819194049,1.0,-0.0,-0.5189642510246145,-0.40207528843192536,0.0
2018-11-27,-0.0,-0.4478255745433117,1.0,-0.0,-0.5127872716558632,-0.39648791985857396,0.0
2018-11-28,-0.0,-0.45087127732320964,1.0,-0.0,-0.5113301421868,-0.3957886297719823,0.0
2018-11-29,-0.0,-0.43783241578800036,1.0,-0.0,-0.5009564243724923,-0.39397685919567044,0.0
2018-11-30,-0.0,-0.4383558448223575,1.0,-0.0,-0.502344460774022,-0.3920964844752374,0.0
2018-12-03,-0.0,-0.4398297553902998,1.0,-0.0,-0.5046068939712829,-0.39411159440624854,0.0
2018-12-04,-0.0,-0.43948985073929603,1.0,-0.0,-0.503328583775198,-0.3930531872649553,0.0
2018-12-06,-0.0,-0.39974977252047317,1.0,-0.0,-0.5014558689717925,-0.37358962693357595,0.0
2018-12-07,-0.0,-0.40476463702921667,1.0,-0.0,-0.505382020151018,-0.3849808358770742,0.0
