Date,DTIL,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-01-24,1.0,-4.89770821688094,-4.402738960313024,-6.8448854108440464,-5.982392397987702,-4.820570150922303,0.0
2020-01-27,1.0,-4.857222222222222,-4.349722222222223,-6.828611111111112,-5.938611111111112,-4.8036111111111115,0.0
2020-01-28,1.0,-4.72039205009529,-4.310372992104546,-6.758235774571196,-5.800163354206371,-4.636809147835557,0.0
2020-01-29,1.0,-4.757926661152468,-4.377722635787152,-6.865177832919769,-5.874551971326166,-4.695340501792115,0.0
2020-01-30,1.0,-4.76423658872077,-4.3634112792297115,-6.8489683631361755,-5.870426409903714,-4.663548830811554,0.0
2020-01-31,1.0,-4.818915159944367,-4.413908205841445,-6.922948539638385,-5.941307371349096,-4.719610570236439,0.0
2020-02-03,1.0,-4.715606307775966,-4.284937466014138,-6.776237085372485,-5.804241435562806,-4.607395323545405,0.0
2020-02-04,1.0,-4.670632774472688,-4.244186046511628,-6.736073553272039,-5.782044348296377,-4.608436992969172,0.0
2020-02-05,1.0,-4.59451465447701,-4.232320516267814,-6.74401720892713,-5.760419467598817,-4.557945684323743,0.0
2020-02-06,1.0,-4.60502405130946,-4.179583110636024,-6.763495456974879,-5.712453233564938,-4.463388562266168,0.0
2020-02-07,1.0,-4.601656425327278,-4.179000801496127,-6.762757146673792,-5.711461394603259,-4.4616617686347855,0.0
2020-02-10,1.0,-4.570405727923628,-4.121983558737735,-6.728719172633254,-5.675682842747282,-4.421108459294617,0.0
2020-02-11,1.0,-4.526482213438735,-4.100658761528328,-6.675625823451911,-5.640052700922267,-4.40764163372859,0.0
2020-02-12,1.0,-4.575757575757575,-4.118819776714513,-6.755449229133439,-5.703615098351941,-4.42822966507177,0.0
2020-02-13,1.0,-4.546705477639588,-4.09790949986769,-6.738555173326277,-5.678221751786187,-4.400635088647791,0.0
2020-02-14,1.0,-4.547114875595553,-4.1003176283748015,-6.742456326098465,-5.678665960825834,-4.400476442562202,0.0
2020-02-18,1.0,-4.546730209160709,-4.1029917924278525,-6.741064336775219,-5.67963992586709,-4.4053481599152775,0.0
2020-02-19,1.0,-4.546825396825397,-4.101322751322751,-6.738624338624339,-5.674338624338624,-4.393650793650794,0.0
2020-02-20,1.0,-4.535270805812417,-4.094848084544253,-6.736591809775429,-5.666842800528401,-4.386525759577279,0.0
2020-02-21,1.0,-4.516086497890296,-4.0996835443037964,-6.723101265822784,-5.653217299578059,-4.3792194092827,0.0
2020-02-24,1.0,-4.440451206715635,-4.0889296956977965,-6.707764952780692,-5.630377754459601,-4.365424973767051,0.0
2020-02-25,1.0,-4.297127937336815,-4.1566579634464755,-6.83733681462141,-5.555874673629243,-4.26266318537859,0.0
2020-02-26,1.0,-4.126837777224022,-3.895340144530276,-6.593820084724645,-5.327685023673062,-3.975080986792923,0.0
2020-02-27,1.0,-4.161764705882353,-3.8731306081754733,-6.590478564307078,-5.34272183449651,-3.957377866400797,0.0
2020-02-28,1.0,-3.681291202546033,-3.73448511025233,-5.94953398499659,-4.770629688565583,-3.596499204364628,0.0
2020-03-02,1.0,-3.7744378155117024,-3.69894446994034,-5.997475906379073,-4.8425883432767325,-3.6328591096833405,0.0
2020-03-03,1.0,-3.5589345172031077,-3.831520532741399,-5.627968923418424,-4.63906770255272,-3.540066592674806,0.0
2020-03-04,1.0,-3.4410211267605635,-3.913732394366197,-5.69762323943662,-4.550176056338028,-3.404269366197183,0.0
2020-03-05,1.0,-3.208350818296265,-3.984473352916492,-5.290809903483004,-4.274653797733949,-3.223667645824591,0.0
2020-03-06,1.0,-3.155416666666667,-3.9772916666666664,-5.332916666666666,-4.215208333333334,-3.1525000000000003,0.0
2020-03-09,1.0,-3.1119326350379954,-3.8981310330663383,-5.284863421647156,-4.154651879235983,-3.08831382214007,0.0
2020-03-10,1.0,-2.780921584478577,-2.5977364591754246,-4.416491511721908,-3.3157639450282943,-2.057235246564268,0.0
2020-03-11,1.0,-2.451373084509179,-2.705052344105599,-4.21301775147929,-3.0030344409042633,-1.7997269003186165,0.0
2020-03-12,1.0,-2.267642231947484,-2.2748905908096275,-3.81058533916849,-2.747948577680525,-1.5750820568927788,0.0
2020-03-13,1.0,-1.9722952255803767,-1.6236311870346039,-3.124288217257994,-2.234340779675865,-0.9959483136224266,0.0
2020-03-16,1.0,-1.6167002978764295,-1.7144229845296435,-2.7303737868742197,-1.9136158354953396,-0.6337080810992601,0.0
2020-03-17,1.0,-1.3709102432068447,-1.2387704982967598,-1.9849481105917768,-1.712112809950091,-0.6152261744434762,0.0
2020-03-18,1.0,-1.2896442568586073,-1.2326650587880617,-1.7892674103105217,-1.6227012360566777,-0.6025776303889057,0.0
2020-03-19,1.0,-1.3008589677703546,-1.0571176859261435,-1.744291902209823,-1.6075178033918214,-0.6318185155274944,0.0
2020-03-20,1.0,-1.2991409060870842,-1.0804023790292971,-1.7365445333724943,-1.6054042147000513,-0.6211909831852558,0.0
2020-03-23,1.0,-1.2763840830449826,-1.1477076124567474,-1.6213956170703574,-1.5689158016147635,-0.5943627450980391,0.0
2020-03-24,1.0,-1.3186860996301935,-1.2014357189471394,-1.553404394170111,-1.562758320643898,-0.6147487491842505,0.0
2020-03-25,1.0,-1.2928142896100354,-1.1856422143441505,-1.3032451595309518,-1.5152713389691848,-0.5205208617398418,0.0
2020-03-26,1.0,-1.3138671209540036,-1.188006814310051,-1.2779557069846679,-1.5137989778534924,-0.5206814310051108,0.0
2020-03-27,1.0,-1.2992298499535253,-1.1522374186694995,-1.2040897623157614,-1.5038507502323728,-0.47988314964812107,0.0
2020-03-30,1.0,-1.2814844320520482,-1.1368253335988847,-1.2577175861382197,-1.513908252008232,-0.44884817101507013,0.0
2020-03-31,1.0,-1.2581647494380537,-1.159129974877694,-1.2487108290360966,-1.4953060954647626,-0.4497553880735157,0.0
2020-04-01,1.0,-1.2599947222588732,-1.1756828077582795,-1.2235783084839689,-1.4940625412323527,-0.4438580287636892,0.0
2020-04-02,1.0,-1.2610856515845865,-1.094365197185826,-1.196411282514684,-1.4886723036209901,-0.4139288711030788,0.0
2020-04-03,1.0,-1.2366470738563764,-1.0926399182213136,-1.183490927676974,-1.4585356503961155,-0.4176463071811909,0.0
2020-04-06,1.0,-1.2481479095535657,-1.1201443020034787,-1.1939702377117825,-1.4685305675449332,-0.4112607099143206,0.0
2020-04-07,1.0,-1.1892211102132155,-1.0735998010816186,-1.148069870081432,-1.4253745260147945,-0.3799341082861938,0.0
2020-04-08,1.0,-1.1908994840554483,-1.0717971032510722,-1.1529185056256603,-1.4258718219680486,-0.3747125007770249,0.0
2020-04-09,1.0,-1.1988632853524432,-1.0360783344659295,-1.168653858034225,-1.4209550874158274,-0.35324643232223385,0.0
2020-04-13,1.0,-1.2011107682813946,-1.0265350200555383,-1.1715519901265041,-1.4211663066954643,-0.3505708114779389,0.0
2020-04-14,1.0,-1.2131866773774949,-1.0026571093122412,-1.1951430513501822,-1.422789346845455,-0.3455477970710004,0.0
2020-04-15,1.0,-1.2029440748952944,-1.0074525745257452,-1.1858832224685882,-1.4231337767923133,-0.33967726040896773,0.0
2020-04-16,1.0,-1.20629650126053,-1.0038123347475867,-1.1888335485457788,-1.4258131955973683,-0.3241714320851012,0.0
2020-04-17,1.0,-1.1910890482319052,-1.0363424649138935,-1.1578108720965863,-1.415394986823558,-0.32794018508304223,0.0
2020-04-20,1.0,-1.1896677619569185,-1.0158208591943532,-1.1456127540464889,-1.410733844468784,-0.32304977485700376,0.0
2020-04-21,1.0,-1.201060458313018,-1.0318746952705997,-1.1532179424670892,-1.4046196977084349,-0.30381521209166257,0.0
2020-04-22,1.0,-1.1829253514299563,-1.0537445467765392,-1.1289990305380515,-1.40523509452254,-0.2882937469704314,0.0
2020-04-23,1.0,-1.1665961945031713,-1.06698882512836,-1.1152521896707943,-1.3994563575958925,-0.29223799456357596,0.0
2020-04-24,1.0,-1.1694577111420108,-1.0610603953811741,-1.120972129859138,-1.4029986095157487,-0.2910343993712593,0.0
2020-04-27,1.0,-1.1983230040102077,-1.0824523028314497,-1.0918702150929638,-1.4103779317049459,-0.2931097338680277,0.0
2020-04-28,1.0,-1.2451076320939336,-1.0190190802348336,-1.122003424657534,-1.4467954990215266,-0.28253424657534243,0.0
2020-04-29,1.0,-1.2458287662891243,-1.0158324199244915,-1.1082693947144073,-1.4377664109121908,-0.2816952868103763,0.0
2020-04-30,1.0,-1.2460149099945452,-0.9804836656767076,-1.1186132492878356,-1.4488756894357235,-0.2669252681980726,0.0
2020-05-01,1.0,-1.2340127776087617,-1.0043200486766048,-1.1209005171889261,-1.450806206267113,-0.2745968968664436,0.0
2020-05-04,1.0,-1.2441263513921605,-0.9855046204022468,-1.1123995892975782,-1.4520142537899379,-0.24575708159690765,0.0
2020-05-05,1.0,-1.246901638353183,-0.9898434193821413,-1.1131128710476996,-1.4517864699836769,-0.24393930233964087,0.0
2020-05-06,1.0,-1.2455281605027797,-0.9904520183708001,-1.108714043993232,-1.4518975102731448,-0.24649504471839498,0.0
2020-05-07,1.0,-1.2482316667674263,-1.0021764101323982,-1.0970920742397678,-1.4526328517018317,-0.24545069826491747,0.0
2020-05-08,1.0,-1.2498639743667252,-1.0003022791850553,-1.0969107067287347,-1.4545069826491748,-0.24393930233964087,0.0
2020-05-11,1.0,-1.255566954317784,-0.9753786735863859,-1.1065113752941886,-1.4612877919256533,-0.23601472451873756,0.0
2020-05-12,1.0,-1.255280627640314,-0.975196137598069,-1.106940253470127,-1.4601086300543151,-0.2374773687386844,0.0
2020-05-13,1.0,-1.2559817241793916,-0.9588192858001684,-1.1132018756763258,-1.46278706264278,-0.2209330287363232,0.0
2020-05-14,1.0,-1.2570043103448276,-0.9458812260536399,-1.098419540229885,-1.4631824712643677,-0.22210249042145594,0.0
2020-05-15,1.0,-1.2583723442563919,-0.9393230104429241,-1.09830752610731,-1.471251950546153,-0.2343656223742648,0.0
2020-05-18,1.0,-1.2678323786554115,-0.9545372324389509,-1.1014169430208018,-1.4722942417847453,-0.233463973470003,0.0
2020-05-19,1.0,-1.336657141119961,-0.8511582659451572,-1.2401045783425548,-1.5087249954398978,-0.14355201556514866,0.0
2020-05-20,1.0,-1.346137456626286,-0.8354538260181409,-1.2522676082060022,-1.5120228891459182,-0.14171790345163449,0.0
2020-05-21,1.0,-1.3536096256684491,-0.8178779776373358,-1.2644628099173552,-1.5102090422946037,-0.13065143412736993,0.0
2020-05-22,1.0,-1.353737778587478,-0.8238294771360903,-1.2573024837553894,-1.5071962106030241,-0.13062488613590817,0.0
2020-05-26,1.0,-1.3512840750409811,-0.8164045898852529,-1.2501366037277641,-1.509258697104001,-0.14425353651872988,0.0
2020-05-27,1.0,-1.3509197984336108,-0.8168902920284136,-1.2501366037277641,-1.5091979843361059,-0.1441321109829397,0.0
2020-05-28,1.0,-1.4028873799473909,-0.7896861809506331,-1.29461063192023,-1.5403437939683122,-0.08980241022817642,0.0
2020-05-29,1.0,-1.40563328649111,-0.7879269261318506,-1.2959613857151584,-1.538400439909574,-0.08193315818415103,0.0
2020-06-01,1.0,-1.4040163584203138,-0.7994872733931515,-1.2827321003479215,-1.5355551486296772,-0.08203625709577,0.0
2020-06-02,1.0,-1.397869750456482,-0.7971393791844188,-1.281375532562386,-1.528971393791844,-0.08101034692635423,0.0
2020-06-03,1.0,-1.4029541015625,-0.7993164062499999,-1.2794189453125,-1.538818359375,-0.08294677734374999,0.0
2020-06-04,1.0,-1.4062309474454335,-0.7876478478234362,-1.3017924643336178,-1.5323131325448116,-0.06889403731252286,0.0
2020-06-05,1.0,-1.4075858284041711,-0.7880358558448687,-1.302945301542777,-1.532227574852125,-0.0671382401365937,0.0
2020-06-08,1.0,-1.3988968359801188,-0.7466359558734392,-1.3358588919869077,-1.5230330949205966,-0.05691598981694752,0.0
2020-06-09,1.0,-1.4136410947162188,-0.7576685238474254,-1.3453743953958244,-1.5433172105553175,-0.0625727055654197,0.0
2020-06-10,1.0,-1.4304465161923456,-0.7480372914622179,-1.3618743866535818,-1.5461849852796858,-0.04685966633954858,0.0
2020-06-11,1.0,-1.4250046009447275,-0.7560272375927858,-1.3512667934482547,-1.5473283847616712,-0.054965953009017854,0.0
2020-06-12,1.0,-1.4053434654122188,-0.7068331222483565,-1.372896688981364,-1.5178216030396237,-0.02810445690850974,0.0
2020-06-15,1.0,-1.414023875557699,-0.6920294224044374,-1.3840588448088749,-1.5203786325816955,-0.018630170022910886,0.0
2020-06-16,1.0,-1.4138034960819772,-0.6927064496684749,-1.3827606992163954,-1.5207956600361665,-0.017721518987341773,0.0
2020-06-17,1.0,-1.4101715317484202,-0.6855251278964791,-1.3842311164610293,-1.5194101715317485,-0.019259705085765876,0.0
2020-06-18,1.0,-1.4120156203063983,-0.6746170021027336,-1.3890657855211777,-1.5166716731751277,-0.01550015019525383,0.0
2020-06-19,1.0,-1.4107786589762075,-0.6744772891131939,-1.3889689978370583,-1.5153208363374189,-0.018625330449411198,0.0
2020-06-22,1.0,-1.4114144815973058,-0.6742242001443348,-1.4014313206639402,-1.5114265095020445,-0.015395718065912918,0.0
2020-06-23,1.0,-1.4033381364073005,-0.671169548511047,-1.3973342939481268,-1.5078650336215176,-0.024135446685878963,0.0
2020-06-24,1.0,-1.4043115354590765,-0.6708701134930642,-1.3972257250945774,-1.5087972137152463,-0.023659400708581035,0.0
2020-06-25,1.0,-1.3953724739925863,-0.6592729881621429,-1.403682888915461,-1.4985651082147555,-0.021822312567260554,0.0
2020-06-26,1.0,-1.3978816348512955,-0.653641314104482,-1.403327149781581,-1.502662916641733,-0.026629166417329903,0.0
2020-06-29,1.0,-1.3943535872030561,-0.6467112331383551,-1.4047988540050138,-1.499940312761132,-0.022919899725438703,0.0
2020-06-30,1.0,-1.395229881639208,-0.6242788318563016,-1.405935882947719,-1.4968774162850176,-0.02545649200023791,0.0
2020-07-01,1.0,-1.392702204789921,-0.6239377191418554,-1.4038747251441135,-1.4987222915552387,-0.023593035003268554,0.0
2020-07-02,1.0,-1.380138814735718,-0.6291155009788219,-1.3940796108441595,-1.4904787328706175,-0.038441003737319804,0.0
2020-07-06,1.0,-1.381740523224773,-0.6293527911253486,-1.3931897727946847,-1.4905380554072492,-0.03737319807794982,0.0
2020-07-07,1.0,-1.3678065548509453,-0.6455283589166124,-1.3780003555977005,-1.4943400699342144,-0.04095300183725479,0.0
2020-07-08,1.0,-1.3641526175687666,-0.6520556048506359,-1.376338361431529,-1.4847678201715468,-0.038154392191659274,0.0
2020-07-09,1.0,-1.3592169850375542,-0.6541486782187002,-1.3725235081909044,-1.484239162576143,-0.04388195635460406,0.0
2020-07-10,1.0,-1.362259686483289,-0.657438627624963,-1.3726708074534162,-1.4842354333037564,-0.03880508725229222,0.0
2020-07-13,1.0,-1.3762423095125416,-0.6589564600094653,-1.3752957879791765,-1.4845598674869853,-0.02070515854235684,0.0
2020-07-14,1.0,-1.3719267139479907,-0.6573286052009457,-1.3713356973995272,-1.489952718676123,-0.019621749408983452,0.0
2020-07-15,1.0,-1.374098593214328,-0.6519683177680576,-1.3739212672892778,-1.4885920321551012,-0.02222484927296371,0.0
2020-07-16,1.0,-1.3674638322999706,-0.659816947150871,-1.37195157956894,-1.4795394154118688,-0.02621789193976971,0.0
2020-07-17,1.0,-1.3667670860653318,-0.659223817118554,-1.3727922499852325,-1.477878197176443,-0.030303030303030304,0.0
2020-07-20,1.0,-1.382839850471726,-0.6611285824482288,-1.3774995549753752,-1.4800925651219365,-0.032101109594730906,0.0
2020-07-21,1.0,-1.3808760683760684,-0.659900284900285,-1.3807573599240266,-1.482905982905983,-0.030982905982905984,0.0
2020-07-22,1.0,-1.385176833610254,-0.657073344410159,-1.3829812485164965,-1.4804177545691906,-0.02830524566816995,0.0
2020-07-23,1.0,-1.3914618216363854,-0.6696354352214702,-1.385939912124451,-1.4801092506828168,-0.010390689941812137,0.0
2020-07-24,1.0,-1.3552369806904623,-0.6644236395552955,-1.3692217671152722,-1.4503803393797543,-0.01211234640140433,0.0
2020-07-27,1.0,-1.3546460565606886,-0.6644417120440307,-1.3709233561683938,-1.4489724222729667,-0.01616019673282979,0.0
2020-07-28,1.0,-1.361586223055295,-0.6588566073102154,-1.3700796626054357,-1.4516752577319587,-0.015346766635426428,0.0
2020-07-29,1.0,-1.364291573889605,-0.6478964022032111,-1.3618891362943863,-1.4489628501113325,-0.03656392827844838,0.0
2020-07-30,1.0,-1.3637055688938338,-0.6234701645488083,-1.3678046495286058,-1.4540610177431632,-0.04672951923639983,0.0
2020-07-31,1.0,-1.361697140178153,-0.6246483825597751,-1.3680848570089077,-1.4552859821847164,-0.050574308485700895,0.0
2020-08-03,1.0,-1.337382075471698,-0.6526533018867924,-1.3869103773584905,-1.4543042452830188,-0.06503537735849056,0.0
2020-08-04,1.0,-1.3343744475219517,-0.6480641169190877,-1.3836996876657435,-1.4559490836230773,-0.07095291413754494,0.0
2020-08-05,1.0,-1.3307276360644174,-0.6457623133889737,-1.3790407899376982,-1.4469848360173974,-0.07499706124368168,0.0
2020-08-06,1.0,-1.3227224762574743,-0.6370031656700669,-1.376538867393598,-1.441024739125337,-0.08512135068589517,0.0
2020-08-07,1.0,-1.3270181219110377,-0.644504589315133,-1.3785596610967288,-1.4386914568133677,-0.09490468345493057,0.0
2020-08-10,1.0,-1.3238599588114153,-0.6484848484848486,-1.3786407766990292,-1.4385407472786114,-0.09449838187702267,0.0
2020-08-11,1.0,-1.3237613275273625,-0.6498764269742261,-1.377721548781923,-1.4373896669412733,-0.09562198422972813,0.0
2020-08-12,1.0,-1.3178130511463844,-0.6509112286890064,-1.3668430335097002,-1.4400352733686066,-0.10323339212228101,0.0
2020-08-13,1.0,-1.3085331452750353,-0.6668429713211095,-1.342207334273625,-1.440291490362012,-0.11894687353079454,0.0
2020-08-14,1.0,-1.306877060763071,-0.6668629298162977,-1.3400847856806406,-1.4480687706076307,-0.12605982100800753,0.0
2020-08-17,1.0,-1.3065465677616859,-0.6665489226421759,-1.3399269987048157,-1.4464264688567054,-0.12775226657247143,0.0
2020-08-18,1.0,-1.3044041450777202,-0.6628002826189355,-1.333843617522374,-1.4497762600094208,-0.13707018370230806,0.0
2020-08-19,1.0,-1.3014796910923774,-0.6719919825502564,-1.3274774509225962,-1.4477981489123386,-0.1463774096563108,0.0
2020-08-20,1.0,-1.2998290396745857,-0.6728762600955019,-1.32671107705005,-1.4472675823851913,-0.14849967576490009,0.0
2020-08-21,1.0,-1.294485402536125,-0.675493954585668,-1.3230315541138307,-1.4491300501327042,-0.15582424063698022,0.0
2020-08-24,1.0,-1.2953083505458838,-0.6786072587784007,-1.3276482738270878,-1.4493360873413987,-0.1505458837415167,0.0
2020-08-25,1.0,-1.262043165467626,-0.6314820143884893,-1.3108489208633094,-1.4015539568345323,-0.1494676258992806,0.0
2020-08-26,1.0,-1.2606894170455198,-0.6316395235080854,-1.309777291822524,-1.4014501927835643,-0.15111929562064796,0.0
2020-08-27,1.0,-1.241538107299102,-0.6481119042136771,-1.3000230255583698,-1.3999539488832604,-0.16670504259728297,0.0
2020-08-28,1.0,-1.2426737290575163,-0.6474178133456157,-1.3009384535666992,-1.400023029535379,-0.1663308192757211,0.0
2020-08-31,1.0,-1.242143432715552,-0.6479797398411419,-1.299355358581789,-1.399562564751928,-0.16668585242316103,0.0
2020-09-01,1.0,-1.242359712230216,-0.6470791366906475,-1.2999712230215827,-1.4004604316546763,-0.1654676258992806,0.0
2020-09-02,1.0,-1.2309198778872186,-0.6405160993030355,-1.3004435228385463,-1.4024537757041646,-0.18570358850296642,0.0
2020-09-03,1.0,-1.2302290779325429,-0.6459652354092321,-1.3030965810981927,-1.396166685852423,-0.18026936802118107,0.0
2020-09-04,1.0,-1.190696083461604,-0.6472835072116755,-1.2686847956216862,-1.3979818710449803,-0.19628299412804287,0.0
2020-09-08,1.0,-1.1904788956427883,-0.6553428392887577,-1.256547179458047,-1.3817531102652958,-0.19661421348633756,0.0
2020-09-09,1.0,-1.1715473921330792,-0.7038063882631548,-1.202044706290071,-1.4347022468665165,-0.26384797550973255,0.0
2020-09-10,1.0,-1.155595210683859,-0.7011858162560441,-1.1844347225420215,-1.4323624222887403,-0.2828114206769514,0.0
2020-09-11,1.0,-1.1504887866589995,-0.7079355951696377,-1.1848763657274297,-1.4267970097757332,-0.2803335250143761,0.0
2020-09-14,1.0,-1.1510126800160652,-0.7038843307131791,-1.182569281083252,-1.4197601698318894,-0.2803373687532274,0.0
2020-09-15,1.0,-1.1501117670659713,-0.7018971742993065,-1.180776064652949,-1.416117384077492,-0.2827420186851608,0.0
2020-09-16,1.0,-1.155321959905796,-0.6926876902751451,-1.1871445803894538,-1.4187489229708772,-0.29025216841863405,0.0
2020-09-17,1.0,-1.1518180251594003,-0.6945258199781722,-1.1846171520477915,-1.4178298581193636,-0.29536446665517835,0.0
2020-09-18,1.0,-1.1461313113906602,-0.6909070021253375,-1.1873169050491126,-1.4180021827790223,-0.30174047906255386,0.0
2020-09-21,1.0,-1.1417910447761195,-0.6938002296211251,-1.1921928817451206,-1.4128587830080368,-0.29988518943742826,0.0
2020-09-22,1.0,-1.151299149229708,-0.680386295700161,-1.2059668889399862,-1.4117038399632098,-0.29914922970797886,0.0
2020-09-23,1.0,-1.140495867768595,-0.6749118649945096,-1.2241807778997862,-1.4191758654568574,-0.32052245275385777,0.0
2020-09-24,1.0,-1.1302119327343931,-0.6610228058051141,-1.213775627735545,-1.4205828150195807,-0.33339092375028795,0.0
2020-09-25,1.0,-1.1425085691047463,-0.6641491895660256,-1.2189043165049671,-1.4393772148957185,-0.34468134549468427,0.0
2020-09-28,1.0,-1.136492671340015,-0.6594635305022883,-1.2085047216267886,-1.435895950408435,-0.35299229476855337,0.0
2020-09-29,1.0,-1.136995022572057,-0.6566153489987268,-1.2037851603194816,-1.435119805533048,-0.3552494501678435,0.0
2020-09-30,1.0,-1.1356275303643724,-0.6582417582417582,-1.2012145748987855,-1.434065934065934,-0.3545401966454598,0.0
2020-10-01,1.0,-1.137473952303774,-0.6601065061356796,-1.1996411206297755,-1.4355174808983562,-0.35563787913868955,0.0
2020-10-02,1.0,-1.1306860875093925,-0.6529102364025201,-1.195422229928906,-1.43592855904283,-0.3650078030171666,0.0
2020-10-05,1.0,-1.1243864410694693,-0.657215453023041,-1.1888317837962696,-1.4359300109718773,-0.3684240919327828,0.0
2020-10-06,1.0,-1.1278754684347074,-0.6495243586047852,-1.1908330931104065,-1.4357451715191698,-0.36142980686076676,0.0
2020-10-07,1.0,-1.1190201729106628,-0.6644956772334295,-1.183170028818444,-1.4301440922190203,-0.3669164265129683,0.0
2020-10-08,1.0,-1.1193875201473635,-0.6608910891089108,-1.1862767672116048,-1.427584618927009,-0.36219203315680404,0.0
2020-10-09,1.0,-1.1243233905332257,-0.6605435909247955,-1.1896234020499827,-1.4273292640792352,-0.35655879304387883,0.0
