Date,IWF,IWM,MTUM,RPT,SPY,VLUE,VXX
2018-09-24,-0.28272267361643416,-0.7651080791047065,-0.0,1.0,-0.5502376207266595,-0.4680361796719301,0.0
2018-09-25,-0.27993956586087815,-0.7722927972372966,-0.0,1.0,-0.5557782437099161,-0.47533300444005916,0.0
2018-09-26,-0.2857231283463836,-0.7796416081210734,-0.0,1.0,-0.5586332827829531,-0.4709232150041781,0.0
2018-09-27,-0.28570544171361356,-0.7799789512784002,-0.0,1.0,-0.558688788460348,-0.4710270537980561,0.0
2018-09-28,-0.2845999071351184,-0.7810865191146881,-0.0,1.0,-0.5586132177681473,-0.4711964092245782,0.0
2018-10-01,-0.28535369273917105,-0.7916173262698659,-0.0,1.0,-0.5625428482393269,-0.4767217201620442,0.0
2018-10-02,-0.28431311301305684,-0.8042731305054039,-0.0,1.0,-0.5604423064909102,-0.4745736240394828,0.0
2018-10-03,-0.2837162837162837,-0.7979832667332668,-0.0,1.0,-0.5621565934065934,-0.4780531968031968,0.0
2018-10-04,-0.30562269431370054,-0.7984989187126321,-0.0,1.0,-0.5950260781071111,-0.4811092736293092,0.0
2018-10-05,-0.2976220672162333,-0.796448953709575,-0.0,1.0,-0.5956563094483196,-0.4808180088776157,0.0
2018-10-08,-0.29422199695894574,-0.7931132792701469,-0.0,1.0,-0.6001013684744044,-0.4803281804358844,0.0
2018-10-09,-0.28547210849539406,-0.8014969293756399,-0.0,1.0,-0.6135491299897646,-0.49804887410440124,0.0
2018-10-10,-0.28454816095265534,-0.8030026569352413,-0.0,1.0,-0.6137520407183329,-0.4997919267582189,0.0
2018-10-11,-0.21818238271183282,-0.7924053777129195,-0.0,1.0,-0.591362126245847,-0.5029341447511411,0.0
2018-10-12,-0.22244347772808037,-0.7864407818148398,-0.0,1.0,-0.5738618957171742,-0.4807916181606519,0.0
2018-10-15,-0.1987038395695769,-0.8082660797260944,-0.0,1.0,-0.5693017852775739,-0.48071044265101487,0.0
2018-10-16,-0.19420741964094568,-0.8162216717130013,-0.0,1.0,-0.5682478514848457,-0.47967703459032945,0.0
2018-10-17,-0.1791575080545602,-0.7879015988678449,-0.0,1.0,-0.5621330282135437,-0.4818584204028786,0.0
2018-10-18,-0.17893057144577587,-0.7878003251640875,-0.0,1.0,-0.5622629011862468,-0.4818148973324502,0.0
2018-10-19,-0.16205474539803968,-0.7779703562036816,-0.0,1.0,-0.5663997131245517,-0.48186110447047575,0.0
2018-10-22,-0.16215811837931654,-0.7673409539768987,-0.0,1.0,-0.5739721108384703,-0.4889281225686756,0.0
2018-10-23,-0.1571467284935714,-0.7729968986179278,-0.0,1.0,-0.5842943603023094,-0.49661256812501875,0.0
2018-10-24,-0.1550375939849624,-0.7696541353383459,-0.0,1.0,-0.5849323308270676,-0.4978947368421052,0.0
2018-10-25,-0.11991240875912408,-0.7291678832116787,-0.0,1.0,-0.599970802919708,-0.47065693430656935,0.0
2018-10-26,-0.11610280238129811,-0.7227820531436039,-0.0,1.0,-0.5986060694061275,-0.46653114563670683,0.0
2018-10-29,-0.1019187424146102,-0.7273594174420621,-0.0,1.0,-0.5924984106802289,-0.4678957406230134,0.0
2018-10-30,-0.08320296656816734,-0.7308650559128571,-0.0,1.0,-0.5964134654383221,-0.4865577379917724,0.0
2018-10-31,-0.08562383076701684,-0.7170528133544395,-0.0,1.0,-0.5934379047344942,-0.4819974096992373,0.0
2018-11-01,-0.07492240487412347,-0.7247384756868607,-0.0,1.0,-0.5924818944706288,-0.4817795148867686,0.0
2018-11-02,-0.08266781165020753,-0.6939458995276944,-0.0,1.0,-0.6067267783025619,-0.4791183626735366,0.0
2018-11-05,-0.08454175502951797,-0.6902905943715253,-0.0,1.0,-0.6072963833323781,-0.4836934716570185,0.0
2018-11-06,-0.08315406017841263,-0.6892120586294925,-0.0,1.0,-0.6093279407968334,-0.48667641912629434,0.0
2018-11-07,-0.08291284403669726,-0.689019495412844,-0.0,1.0,-0.6087155963302753,-0.48635321100917434,0.0
2018-11-08,-0.06467477825790312,-0.6883102115078462,-0.0,1.0,-0.6015180805094382,-0.48834432567659763,0.0
2018-11-09,-0.0637305109821327,-0.6890292477523614,-0.0,1.0,-0.6036474337088881,-0.4887049049732559,0.0
2018-11-12,-0.06292319460577386,-0.676261438649177,-0.0,1.0,-0.6080120123523245,-0.4858769867127518,0.0
2018-11-13,-0.03413699864803966,-0.6775292924740874,-0.0,1.0,-0.6183246958089229,-0.4865930599369085,0.0
2018-11-14,-0.03594789669561294,-0.677230179316567,-0.0,1.0,-0.6195443780309011,-0.4867204240442089,0.0
2018-11-15,-0.03490892711353847,-0.6773739478055234,-0.0,1.0,-0.6207877030489006,-0.48213732721488695,0.0
2018-11-16,-0.028890459363957597,-0.6695971731448763,-0.0,1.0,-0.6280706713780918,-0.5002685512367491,0.0
2018-11-19,-0.026413385046570224,-0.6717153129688872,-0.0,1.0,-0.6309203635025338,-0.5019675565495569,0.0
2018-11-20,-0.0,-0.6626322900247692,-0.0,1.0,-0.6328248142310291,-0.5192524206259852,0.0
2018-11-21,-0.0,-0.6586325215499205,-0.0,1.0,-0.6332468546879795,-0.4977822411917315,0.0
2018-11-23,-0.0,-0.6524743646901472,-0.0,1.0,-0.6356442264823897,-0.49832813196611686,0.0
2018-11-26,-0.0,-0.6540957580146506,-0.0,1.0,-0.6342366933125365,-0.49695011558922647,0.0
2018-11-27,-0.0,-0.6536862527716186,-0.0,1.0,-0.6273281596452328,-0.4906042128603104,0.0
2018-11-28,-0.0,-0.6501164337990686,-0.0,1.0,-0.6297959636282989,-0.4922931913949878,0.0
2018-11-29,-0.0,-0.6375144159481575,-0.0,1.0,-0.6193091328463947,-0.48907133834916794,0.0
2018-11-30,-0.0,-0.6388812572119347,-0.0,1.0,-0.6219572503983735,-0.48656519588988406,0.0
2018-12-03,-0.0,-0.6394610202117421,-0.0,1.0,-0.6229341399697512,-0.4874742197167607,0.0
2018-12-04,-0.0,-0.6442363151967919,-0.0,1.0,-0.6172374962234612,-0.4851273036886484,0.0
2018-12-06,-0.0,-0.6078110320762314,-0.0,1.0,-0.6120789155818012,-0.4643135149644343,0.0
2018-12-07,-0.0,-0.6281057389398712,-0.0,1.0,-0.6412546226544309,-0.4699904122722915,0.0
2018-12-10,-0.0,-0.6270712987823068,-0.0,1.0,-0.6345022102893716,-0.45043798985707695,0.0
2018-12-11,-0.0,-0.6293609390283665,-0.0,1.0,-0.6298771872622542,-0.45785784153896314,0.0
2018-12-12,-0.0,-0.6294464523492487,-0.0,1.0,-0.6295008016522188,-0.45851789450800295,0.0
