Date,DAVA,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-03-27,1.0,-0.0,-0.461178963110668,-0.12618394815553338,-2.8170488534396805,-1.826956630109671,0.0
2019-03-28,1.0,-0.0,-0.46186889124073965,-0.12482101724459939,-2.8144182282263586,-1.8243790076573492,0.0
2019-03-29,1.0,-0.0,-0.4849624060150376,-0.11134085213032582,-2.838471177944862,-1.8308270676691731,0.0
2019-04-01,1.0,-0.0,-0.48576078112286414,-0.10909432308944109,-2.839707078925956,-1.82437253551981,0.0
2019-04-02,1.0,-0.0,-0.4886582561680443,-0.1789820396494935,-2.8069106954197998,-1.7401031632589647,0.0
2019-04-03,1.0,-0.0,-0.49053784860557764,-0.17990537848605576,-2.8031623505976095,-1.7514940239043824,0.0
2019-04-04,1.0,-0.0,-0.48114092700319006,-0.19690998936636017,-2.8389316319509597,-1.7381622568336774,0.0
2019-04-05,1.0,-0.0,-0.48953948608406106,-0.18181818181818182,-2.8526104165357795,-1.7586856819752466,0.0
2019-04-08,1.0,-0.0,-0.4794503356968062,-0.1859195582606513,-2.8522306582167283,-1.7571061052895776,0.0
2019-04-09,1.0,-0.0,-0.4824275134931592,-0.1863311158528932,-2.850822141332998,-1.7563700263587296,0.0
2019-04-10,1.0,-0.0,-0.45261376457314784,-0.21116961263632944,-2.868998370314655,-1.7353014917888931,0.0
2019-04-11,1.0,-0.0,-0.41715252962196725,-0.22412387938060305,-2.889223246191461,-1.738699768039621,0.0
2019-04-12,1.0,-0.0,-0.4179675255469876,-0.22456272334022942,-2.887279794370259,-1.7393893799761768,0.0
2019-04-15,1.0,-0.0,-0.4183264436928473,-0.2287986972316172,-2.8747964424401857,-1.7413879493924591,0.0
2019-04-16,1.0,-0.0,-0.41414331389881504,-0.23891919001943449,-2.876496771362297,-1.7396401479531063,0.0
2019-04-17,1.0,-0.0,-0.4131063081176175,-0.2714878110077909,-2.8874717265644634,-1.7109198291027896,0.0
2019-04-18,1.0,-0.0,-0.39178963299281117,-0.2533106318577374,-2.9114642451759365,-1.7493378736284524,0.0
2019-04-22,1.0,-0.0,-0.37207207207207205,-0.25566280566280564,-2.9904761904761905,-1.8168597168597167,0.0
2019-04-23,1.0,-0.0,-0.44189932465362386,-0.2820441411961289,-3.257884842999373,-1.9805054654320127,0.0
2019-04-24,1.0,-0.0,-0.3899287610001397,-0.29703869255482607,-3.271476463193183,-2.02577175583182,0.0
2019-04-25,1.0,-0.0,-0.3762265208858985,-0.2853238015138772,-3.297238575834034,-2.0498317914213624,0.0
2019-04-26,1.0,-0.0,-0.36749982496674366,-0.2958762164811314,-3.301687320590912,-2.0362668907092343,0.0
2019-04-29,1.0,-0.0,-0.3401604729729729,-0.2825168918918919,-3.3263654279279273,-2.0892454954954953,0.0
2019-04-30,1.0,-0.0,-0.3701535166012138,-0.2566226347732952,-3.375080328454123,-2.138450553373795,0.0
2019-05-01,1.0,-0.0,-0.3866723866723867,-0.24324324324324323,-3.3858143858143857,-2.134205634205634,0.0
2019-05-02,1.0,-0.0,-0.37035448827901657,-0.2379931389365352,-3.3880789022298456,-2.150586049170955,0.0
2019-05-03,1.0,-0.0,-0.3890359979961354,-0.2381736205539254,-3.3818077721319693,-2.1475703141773423,0.0
2019-05-06,1.0,-0.0,-0.32310765499036886,-0.26560604979667546,-3.3895983448669473,-2.1558821431119357,0.0
2019-05-07,1.0,-0.0,-0.30968387927335145,-0.25218137605492774,-3.4215419825489914,-2.168645401230153,0.0
2019-05-08,1.0,-0.0,-0.3149911816578484,-0.32070546737213407,-3.281340388007055,-2.137636684303351,0.0
2019-05-09,1.0,-0.0,-0.3110264012424114,-0.32803896653960185,-3.2900607087392344,-2.1301002400112945,0.0
2019-05-10,1.0,-0.0,-0.31361323155216286,-0.33608990670059374,-3.2953067571388184,-2.1230562623692397,0.0
2019-05-13,1.0,-0.0,-0.3166077738515901,-0.3243816254416962,-3.2981625441696116,-2.1279858657243818,0.0
2019-05-14,1.0,-0.0,-0.21910073676237693,-0.483577773187358,-3.156785788060318,-2.0260965365282657,0.0
2019-05-15,1.0,-0.0,-0.20656277888377841,-0.48596141964714773,-3.158783551863802,-2.0135237179927237,0.0
2019-05-16,1.0,-0.0,-0.20959769325827268,-0.48777976108746396,-3.150624742551146,-2.0172319099272276,0.0
2019-05-17,1.0,-0.0,-0.21505820761865402,-0.46855410897568367,-3.142040366466901,-2.0627540125370256,0.0
2019-05-20,1.0,-0.0,-0.1944597195490789,-0.47944734671432504,-3.139400604894144,-2.0604894143524883,0.0
2019-05-21,1.0,-0.0,-0.1903420799560379,-0.4902459129001237,-3.130100288501168,-2.0583871410908094,0.0
2019-05-22,1.0,-0.0,-0.21427574658107731,-0.47397432319285515,-3.1798771978788722,-2.1091962042980743,0.0
2019-05-23,1.0,-0.0,-0.20703587600139323,-0.5001741553465692,-3.1809822361546494,-2.077951933124347,0.0
2019-05-24,1.0,-0.0,-0.12730434782608696,-0.5425391304347826,-3.188313043478261,-2.0982956521739133,0.0
2019-05-28,1.0,-0.0,-0.1029216930479046,-0.5527508541942681,-3.2033331008995187,-2.1140087859981866,0.0
2019-05-29,1.0,-0.0,-0.1202227636616777,-0.5578141315697878,-3.2105812739296904,-2.072815871910895,0.0
2019-05-30,1.0,-0.0,-0.10962249668550694,-0.558928197613565,-3.2168725141302073,-2.092456911590259,0.0
2019-05-31,1.0,-0.0,-0.11192519712511338,-0.5572535063847603,-3.2147791500942016,-2.093852487614263,0.0
2019-06-03,1.0,-0.0,-0.1202223766504517,-0.6134815844336344,-3.214454482279361,-2.0010423905489922,0.0
2019-06-04,1.0,-0.0,-0.12141218986725971,-0.6126902494961429,-3.2119674751546325,-2.0037528667732296,0.0
2019-06-05,1.0,-0.0,-0.09907575969752135,-0.6924100266069179,-3.3290155440414506,-1.8813191429771738,0.0
2019-06-06,1.0,-0.0,-0.09333146343173691,-0.7012832199705491,-3.340509080709628,-1.8770773438047823,0.0
2019-06-07,1.0,-0.0,-0.13504777965148962,-0.6880972456436201,-3.331084879145587,-1.8721894322653176,0.0
2019-06-10,1.0,-0.0,-0.13906403250665544,-0.6794871794871795,-3.314067535379011,-1.8731259632898976,0.0
2019-06-11,1.0,-0.0,-0.13695271453590194,-0.6919089316987741,-3.3163572679509636,-1.8600350262697023,0.0
2019-06-12,1.0,-0.0,-0.1441511023732622,-0.7007442774891167,-3.3215840471843845,-1.8550063193371717,0.0
2019-06-13,1.0,-0.0,-0.14683793079244753,-0.7030953885028426,-3.318172246788797,-1.8509861725275494,0.0
2019-06-14,1.0,-0.0,-0.1282987085906794,-0.7207327344188659,-3.3314851207186975,-1.838012352610893,0.0
2019-06-17,1.0,-0.0,-0.13424657534246573,-0.7210396909027046,-3.3279241306638565,-1.841657885493502,0.0
2019-06-18,1.0,-0.0,-0.1511186154495568,-0.7171098916561138,-3.331363444491347,-1.8356549880399606,0.0
2019-06-19,1.0,-0.0,-0.1507061055294035,-0.744396824281599,-3.3356987283074546,-1.7951240075879995,0.0
2019-06-20,1.0,-0.0,-0.1500562271577172,-0.7454315434354793,-3.337644082091651,-1.7952628619623279,0.0
2019-06-21,1.0,-0.0,-0.1709793414651343,-0.7353169287174786,-3.3264471550447716,-1.8178805612352815,0.0
2019-06-24,1.0,-0.0,-0.1606374726747056,-0.7297792821380721,-3.3371412453282563,-1.8240603624568086,0.0
2019-06-25,1.0,-0.0,-0.13808918995201805,-0.7391335026813434,-3.349421394298617,-1.8295230031047134,0.0
2019-06-26,1.0,-0.0,-0.14320096269554752,-0.7174913286614285,-3.331917604586961,-1.8859630494797195,0.0
2019-06-27,1.0,-0.0,-0.1449501026258051,-0.7194422818316937,-3.330242763111331,-1.8830065822068087,0.0
2019-06-28,1.0,-0.0,-0.1494936619219602,-0.7177961900715247,-3.3303590397280645,-1.88407336590893,0.0
2019-07-01,1.0,-0.0,-0.1339601300721052,-0.7281210236109147,-3.342146189735614,-1.8649088081436447,0.0
2019-07-02,1.0,-0.0,-0.1308800678061873,-0.7217827376748128,-3.346941658426331,-1.8635400480293827,0.0
2019-07-03,1.0,-0.0,-0.1461103253182461,-0.7111739745403112,-3.3432814710042433,-1.8715700141442715,0.0
2019-07-05,1.0,-0.0,-0.14782979327981813,-0.698941535838602,-3.3591674362435175,-1.8978475527456133,0.0
2019-07-08,1.0,-0.0,-0.14720090934924693,-0.7000568343279341,-3.359192952543336,-1.8978402955385052,0.0
2019-07-09,1.0,-0.0,-0.13393427496628577,-0.700049684150756,-3.361913549577685,-1.9018383135779688,0.0
2019-07-10,1.0,-0.0,-0.1340052523245085,-0.699765774717865,-3.3609908439207894,-1.9029029739513097,0.0
2019-07-11,1.0,-0.0,-0.13313462493790362,-0.6986019445035838,-3.3623589525228867,-1.9026328862394435,0.0
2019-07-12,1.0,-0.0,-0.1530373001776199,-0.6983303730017763,-3.3606394316163413,-1.8927175843694497,0.0
2019-07-15,1.0,-0.0,-0.15064898219731895,-0.7048726860060996,-3.365841549046032,-1.8713383927938152,0.0
2019-07-16,1.0,-0.0,-0.14413783443059253,-0.6418966241770556,-3.3254657515058135,-1.8922117943689596,0.0
2019-07-17,1.0,-0.0,-0.1464780843019185,-0.6416468281753256,-3.322293796387061,-1.891401764458759,0.0
2019-07-18,1.0,-0.0,-0.14138655462184874,-0.6370448179271708,-3.3327030812324927,-1.8916666666666664,0.0
2019-07-19,1.0,-0.0,-0.14171740499685073,-0.6358737490377213,-3.3310238645111627,-1.8897053677654139,0.0
2019-07-22,1.0,-0.0,-0.12654947825477975,-0.628405350514742,-3.34106029834022,-1.9072764199173613,0.0
2019-07-23,1.0,-0.0,-0.12995179207713267,-0.6182491441347027,-3.3261370781806745,-1.9123174736253754,0.0
2019-07-24,1.0,-0.0,-0.12826768909027536,-0.6400139421401185,-3.3130707563611015,-1.8897873823631928,0.0
2019-07-25,1.0,-0.0,-0.1053839732888147,-0.6494156928213689,-3.3281163049526987,-1.8731218697829717,0.0
2019-07-26,1.0,-0.0,-0.07874453162974793,-0.6509270189570169,-3.3379626414832306,-1.8763280327755016,0.0
2019-07-29,1.0,-0.0,-0.025857300884955754,-0.6484375,-3.324045907079646,-1.9153761061946903,0.0
2019-07-30,1.0,-0.0,-0.01949766434229233,-0.641053415476271,-3.2384401868526163,-1.8710310744025456,0.0
2019-07-31,1.0,-0.0,-0.008281854592356256,-0.6461204263118594,-3.248319869662616,-1.8856153689498338,0.0
2019-08-01,1.0,-0.0,-0.03751862386563727,-0.6314506298252742,-3.239333604225924,-1.8640796424217796,0.0
2019-08-02,1.0,-0.0,-0.005404675043912985,-0.6566680178354275,-3.22733414403459,-1.8664369679773003,0.0
2019-08-05,1.0,-0.0,-0.0,-0.630655462184874,-3.2223193277310926,-1.869781512605042,0.0
2019-08-06,1.0,-0.0,-0.0,-0.6159505208333333,-3.059505208333334,-1.8350260416666668,0.0
2019-08-07,1.0,-0.0,-0.05987681757571909,-0.5682265540669249,-2.933710076830275,-1.7878595466378817,0.0
2019-08-08,1.0,-0.0,-0.04960669880740929,-0.5607713778228877,-2.93669119512814,-1.7964983506724181,0.0
2019-08-09,1.0,-0.0,-0.030361716748922348,-0.534078840507278,-2.8916099206597115,-1.791216342850003,0.0
2019-08-12,1.0,-0.0,-0.021681224059964074,-0.5590658489747878,-2.8616737904974294,-1.7521526358173822,0.0
2019-08-13,1.0,-0.0,-0.0,-0.5489214413746215,-2.8765065826070835,-1.7554236973854997,0.0
2019-08-14,1.0,-0.0,-0.017607584805762484,-0.545281044142092,-2.8455950255494677,-1.748014529335714,0.0
2019-08-15,1.0,-0.0,-0.05237012209719895,-0.5661359827627483,-2.755745750538664,-1.6109049557098396,0.0
2019-08-16,1.0,-0.0,-0.05503982751392466,-0.5670479726897047,-2.7488171527819367,-1.618254776307121,0.0
2019-08-19,1.0,-0.0,-0.02556632380046376,-0.5745288067067007,-2.750876984362923,-1.5946845829121825,0.0
2019-08-20,1.0,-0.0,-0.03492439964423362,-0.578298250815298,-2.7471093981618737,-1.5691076193299733,0.0
2019-08-21,1.0,-0.0,-0.03901255031967796,-0.5954889888704713,-2.7372128818375563,-1.5481884915936537,0.0
2019-08-22,1.0,-0.0,-0.03882693102023957,-0.597922936212899,-2.7317519324954267,-1.5323066029385732,0.0
2019-08-23,1.0,-0.0,-0.03665014164305949,-0.5990911237016053,-2.731586402266289,-1.534466477809254,0.0
2019-08-26,1.0,-0.0,-0.0,-0.6017621659470183,-2.7366670556657717,-1.496615707783872,0.0
2019-08-27,1.0,-0.0,-0.0,-0.5994644000698609,-2.72992955696571,-1.4924026314257437,0.0
2019-08-28,1.0,-0.0,-0.0,-0.6037461462393112,-2.7322436158455004,-1.481007503926473,0.0
2019-08-29,1.0,-0.0,-0.0,-0.6166598801698563,-2.738874992728753,-1.4614623931126753,0.0
2019-08-30,1.0,-0.0,-0.0,-0.6218565303047862,-2.740294356240584,-1.4322632981805539,0.0
2019-09-03,1.0,-0.0,-0.0,-0.643706151794515,-2.7349104192033393,-1.419493245202064,0.0
2019-09-04,1.0,-0.0,-0.0,-0.6335382117592485,-2.748811318566624,-1.4161544706018787,0.0
2019-09-05,1.0,-0.0,-0.0,-0.6413387867964745,-2.7417477965320582,-1.377613917852411,0.0
2019-09-06,1.0,-0.0,-0.0,-0.6621854532919683,-2.7590486039296795,-1.3238538435022407,0.0
2019-09-09,1.0,-0.0,-0.0,-0.666704963235294,-2.7609145220588234,-1.3168658088235292,0.0
2019-09-10,1.0,-0.0,-0.0,-0.6760781169463376,-2.7617547677681693,-1.2892159670121988,0.0
2019-09-11,1.0,-0.0,-0.0,-0.6681509390877434,-2.7516698064737115,-1.2889193355026547,0.0
2019-09-12,1.0,-0.0,-0.0,-0.6679027841168417,-2.750969876768599,-1.2863418530351438,0.0
2019-09-13,1.0,-0.0,-0.0,-0.6745261475222654,-2.7550239780771864,-1.279515871203471,0.0
2019-09-16,1.0,-0.0,-0.0,-0.6712865663163873,-2.7327463788696393,-1.2761715421755182,0.0
2019-09-17,1.0,-0.0,-0.06108749160886104,-0.6409711344819871,-2.679234728127098,-1.2127992839561423,0.0
2019-09-18,1.0,-0.0,-0.009894935794096392,-0.6391127911501473,-2.680082272499861,-1.2298626938684751,0.0
2019-09-19,1.0,-0.0,-0.030534351145038167,-0.6418298484345614,-2.62744772651842,-1.2318840579710146,0.0
2019-09-20,1.0,-0.0,-0.04577191621411947,-0.6671284495178986,-2.603901141527208,-1.2245927075252132,0.0
2019-09-23,1.0,-0.0,-0.05118677905944986,-0.6771850044365572,-2.587400177462289,-1.229924578527063,0.0
2019-09-24,1.0,-0.0,-0.05138384120771596,-0.6695554934302488,-2.6197372099524743,-1.2506010623427453,0.0
2019-09-25,1.0,-0.0,-0.04602301150575287,-0.6687788338613752,-2.615807903951976,-1.227669390250681,0.0
2019-09-26,1.0,-0.0,-0.0,-0.7539120502569959,-2.746887492861222,-1.2101656196459165,0.0
2019-09-27,1.0,-0.0,-0.0,-0.7376818130567143,-2.748844289096854,-1.1510316833915886,0.0
2019-09-30,1.0,-0.0,-0.002651201325600663,-0.6457884562275614,-2.7627727147196905,-1.112123722728528,0.0
2019-10-01,1.0,-0.0,-0.0,-0.6567716970702046,-2.759038142620232,-1.112106135986733,0.0
2019-10-02,1.0,-0.0,-0.0,-0.7005907925537844,-2.789767027087281,-1.083156838702486,0.0
2019-10-03,1.0,-0.0,-0.0658105054290911,-0.6759080637160337,-2.7615609325910815,-1.0085432398170093,0.0
2019-10-04,1.0,-0.0,-0.08302909613895343,-0.6942139617214294,-2.741121805509459,-1.013275804845669,0.0
2019-10-07,1.0,-0.0,-0.07561270469282338,-0.6460600065941312,-2.7501923288273438,-1.0231893614682932,0.0
2019-10-08,1.0,-0.0,-0.07936507936507936,-0.6417861262151919,-2.7486680946888553,-1.0225737353765036,0.0
2019-10-09,1.0,-0.0,-0.09335805431344749,-0.6271130984840223,-2.7495364816228602,-0.9831497437016034,0.0
2019-10-10,1.0,-0.0,-0.16761395297002116,-0.7399977710910509,-2.632174300679817,-1.0324306252089601,0.0
2019-10-11,1.0,-0.0,-0.18438556933483655,-0.8153889515219842,-2.5991544532130777,-1.038105975197294,0.0
2019-10-14,1.0,-0.0,-0.15489762350405537,-0.8624014519879757,-2.634337246894674,-1.0201349895071181,0.0
2019-10-15,1.0,-0.0,-0.16536369816451393,-0.8996147745297982,-2.617323815998187,-0.982721504645366,0.0
2019-10-16,1.0,-0.0,-0.22411474675033619,-0.8970192738682204,-2.538939937247871,-0.9427947108919768,0.0
2019-10-17,1.0,-0.0,-0.2068325078793336,-0.9282980639351643,-2.541310220621342,-0.9516546600630346,0.0
2019-10-18,1.0,-0.0,-0.24802215189873417,-0.9629294755877034,-2.4855899638336347,-0.9543964737793852,0.0
2019-10-21,1.0,-0.0,-0.16591676040494935,-0.9653543307086613,-2.4633295838020244,-1.0297525309336333,0.0
2019-10-22,1.0,-0.0,-0.1460813632003611,-0.9676127066523726,-2.4753709868532416,-1.053320543925972,0.0
2019-10-23,1.0,-0.0,-0.143943661971831,-0.9455774647887324,-2.48743661971831,-1.0568450704225354,0.0
2019-10-24,1.0,-0.0,-0.12109997722614439,-1.0704281484855387,-2.456160327943521,-1.0457754497836484,0.0
2019-10-25,1.0,-0.0,-0.12253481102585961,-1.0635407786302926,-2.4505825518613245,-1.0467746518897414,0.0
2019-10-28,1.0,-0.0,-0.1583780084407437,-1.0859473023839399,-2.4474164480438008,-1.0114634424546596,0.0
2019-10-29,1.0,-0.0,-0.1601654506807606,-1.1926811053024644,-2.377721606250359,-1.0141896938013444,0.0
2019-10-30,1.0,-0.0,-0.18155384973249594,-1.2179576645731565,-2.395382647127239,-1.0204117236566643,0.0
2019-10-31,1.0,-0.0,-0.1664167051222889,-1.221677434240886,-2.322335025380711,-1.0579718504845408,0.0
2019-11-01,1.0,-0.0,-0.18739155581260844,-1.2431463273568537,-2.3153846153846156,-1.0378253325621747,0.0
2019-11-04,1.0,-0.0,-0.14183607709883414,-1.348409397152733,-2.3563184720838946,-1.0120686624875503,0.0
2019-11-05,1.0,-0.0,-0.20087336244541484,-1.564912073645698,-2.2312050041307683,-0.9040481529564499,0.0
2019-11-06,1.0,-0.0,-0.1831348375127177,-1.590998862888264,-2.237057873002574,-0.9736668861092825,0.0
2019-11-07,1.0,-0.0,-0.20313626532083634,-1.5857366017784187,-2.2453136265320834,-0.9739846190819514,0.0
2019-11-08,1.0,-0.0,-0.17414851365988687,-1.5900830424840533,-2.258274160548803,-0.9950655915272597,0.0
2019-11-11,1.0,-0.0,-0.12439882697947213,-1.6331378299120232,-2.1329032258064515,-0.9747214076246333,0.0
2019-11-12,1.0,-0.0,-0.12606323693318472,-1.6374142077784946,-2.1292896110752624,-0.9733677479908487,0.0
2019-11-13,1.0,-0.0,-0.14566811758392464,-1.8127720469858686,-2.0555721185379525,-0.9486613797626855,0.0
2019-11-14,1.0,-0.0,-0.1355210270562121,-1.8620793088967544,-2.0548323234747135,-0.9467874497570339,0.0
2019-11-15,1.0,-0.0,-0.12909429653224352,-1.8846685497926556,-2.0469980167077346,-0.9492156980587775,0.0
2019-11-18,1.0,-0.0,-0.11881009615384616,-1.89296875,-2.0576322115384618,-0.9401442307692308,0.0
2019-11-19,1.0,-0.0,-0.24177519906178635,-1.892043701006111,-2.0738226035429914,-0.9648169866057652,0.0
2019-11-20,1.0,-0.0,-0.24076127124907612,-1.894370534614437,-2.063008130081301,-0.9610125646711012,0.0
2019-11-21,1.0,-0.0,-0.20886999555865743,-2.0453016940549458,-2.0604022587399276,-1.0302011293699638,0.0
2019-11-22,1.0,-0.0,-0.2037917697038869,-2.0473020100183885,-2.0646122630143937,-1.0250459704520958,0.0
2019-11-25,1.0,-0.0,-0.2039044178234138,-2.047854471699309,-2.064080623692717,-1.022501109209609,0.0
2019-11-26,1.0,-0.0,-0.1432475373371465,-2.067047982205275,-2.0927867810613283,-1.0521131236097871,0.0
2019-11-27,1.0,-0.0,-0.1298025020638852,-2.0622340763319995,-2.0979869181431385,-1.0603924557058486,0.0
2019-11-29,1.0,-0.0,-0.13379886526591434,-2.0947066525344473,-2.0856661886651287,-0.9206309620300518,0.0
2019-12-02,1.0,-0.0,-0.16415662650602408,-2.182730923694779,-2.0417921686746987,-0.8864834337349398,0.0
2019-12-03,1.0,-0.0,-0.15821365812276555,-2.075622614070169,-1.9902441980246015,-0.835484457371387,0.0
2019-12-04,1.0,-0.0,-0.19742148356348527,-2.1028351460344616,-1.9904069412196015,-0.8195649517291946,0.0
2019-12-05,1.0,-0.0,-0.1878483835005574,-2.151802303976217,-1.993125232255667,-0.8607085346215783,0.0
2019-12-06,1.0,-0.0,-0.2182023742227247,-2.1851014383518623,-2.0281389359964828,-0.8495697506438038,0.0
2019-12-09,1.0,-0.0,-0.12658309225329475,-2.269173899067824,-2.117325618772099,-0.9157184185149471,0.0
2019-12-10,1.0,-0.0,-0.1192460046441743,-2.6169239174976098,-2.314711105040295,-0.778787050949324,0.0
2019-12-11,1.0,-0.0,-0.1112176414189837,-2.6302561292973565,-2.319545267771538,-0.7873578961786056,0.0
2019-12-12,1.0,-0.0,-0.10059414054497029,-2.619818343235676,-2.318718841767397,-0.7900703407771631,0.0
