Date,INFR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2171076980014804,-0.42928849000740193,-0.0,-0.36669596595114734,-0.3000092524056255,0.0
2018-09-25,1.0,-0.21707147814018043,-0.4293314827665972,-0.0,-0.36673606291926897,-0.30006939625260237,0.0
2018-09-26,1.0,-0.2173621391561806,-0.4295891931902295,-0.0,-0.36669596595114734,-0.2994541080680977,0.0
2018-09-27,1.0,-0.21937407544378695,-0.4255269970414201,-0.0,-0.36695636094674555,-0.29953309911242604,0.0
2018-09-28,1.0,-0.21712155936754865,-0.42938167002338123,-0.0,-0.36787276894228765,-0.30062272843021504,0.0
2018-10-01,1.0,-0.2172755475297495,-0.42927258415520675,-0.0,-0.3679214705746169,-0.30066675927212116,0.0
2018-10-02,1.0,-0.21981610579706787,-0.42027005118465854,-0.0,-0.3715404034555435,-0.30442133543321676,0.0
2018-10-03,1.0,-0.21932078616570594,-0.4157696136305762,-0.0,-0.3728499664328541,-0.30703521077852625,0.0
2018-10-04,1.0,-0.22108064329515215,-0.41277334258937876,-0.0,-0.3749392572023603,-0.3052180955686683,0.0
2018-10-05,1.0,-0.21547292468706056,-0.40918416745429814,-0.0,-0.3752737499711842,-0.3053320731229397,0.0
2018-10-08,1.0,-0.21304227687206412,-0.40646587455098093,-0.0,-0.37830431979368145,-0.3048263792944644,0.0
2018-10-09,1.0,-0.21297170354338868,-0.40646513020053876,-0.0,-0.37828379342895957,-0.3046761678907743,0.0
2018-10-10,1.0,-0.2136429541322409,-0.4058134450300338,-0.0,-0.3786103887137235,-0.30337621688798877,0.0
2018-10-11,1.0,-0.1668680900586366,-0.39722930934156936,-0.0,-0.3638377870283335,-0.31012488250302134,0.0
2018-10-12,1.0,-0.16573825428882133,-0.3929958498857054,-0.0,-0.3580416786879425,-0.30255886726292197,0.0
2018-10-15,1.0,-0.14189954054114043,-0.418040973963998,-0.0,-0.35502630235500415,-0.30464120036401576,0.0
2018-10-16,1.0,-0.13704963214865196,-0.42737436376164123,-0.0,-0.3543375341735014,-0.30388299882198666,0.0
2018-10-17,1.0,-0.1293243659061937,-0.4122159215789705,-0.0,-0.35118027166029275,-0.30517824959338874,0.0
2018-10-18,1.0,-0.1293796984217699,-0.41258187892908954,-0.0,-0.35094737767617706,-0.30518310106827273,0.0
2018-10-19,1.0,-0.1211764192520836,-0.40581227909412226,-0.0,-0.35124580006108996,-0.3035519483352969,0.0
2018-10-22,1.0,-0.12103538663171691,-0.3978593272171254,-0.0,-0.35679335954565317,-0.3086719091306247,0.0
2018-10-23,1.0,-0.12245031666302687,-0.39783795588556453,-0.0,-0.3555798209215986,-0.3080148504040184,0.0
2018-10-24,1.0,-0.12157530508437576,-0.39810509310804026,-0.0,-0.3556879952845635,-0.30770406269784095,0.0
2018-10-25,1.0,-0.1011553327953107,-0.37064095484857495,-0.0,-0.36244318905831885,-0.28951280635433035,0.0
2018-10-26,1.0,-0.08950006317651518,-0.36345449185022954,-0.0,-0.36806637745861936,-0.28488396580044645,0.0
2018-10-29,1.0,-0.08390874556635255,-0.36426217810145445,-0.0,-0.36575230339790543,-0.28484479610468655,0.0
2018-10-30,1.0,-0.07301293900184842,-0.3654637875987229,-0.0,-0.3672071920685599,-0.2947823895143673,0.0
2018-10-31,1.0,-0.0760526920106052,-0.35349992693263194,-0.0,-0.3661301434208054,-0.2919563265902591,0.0
2018-11-01,1.0,-0.06544589972470176,-0.3618920497205306,-0.0,-0.36591724368065404,-0.2923166763994327,0.0
2018-11-02,1.0,-0.06743509865005193,-0.35138110072689516,-0.0,-0.36805815160955346,-0.2899480789200416,0.0
2018-11-05,1.0,-0.06677324917467765,-0.3531133857940743,-0.0,-0.3680833835101634,-0.28831260511180784,0.0
2018-11-06,1.0,-0.06426179034304853,-0.35184838461378437,-0.0,-0.3714452141712954,-0.2928082548003911,0.0
2018-11-07,1.0,-0.0638890621426641,-0.3518992078837398,-0.0,-0.370652196511362,-0.2925840454063494,0.0
2018-11-08,1.0,-0.06241561948281234,-0.3517291515214456,-0.0,-0.3705680756049434,-0.29234603801017756,0.0
2018-11-09,1.0,-0.06373987801577885,-0.3531713815857949,-0.0,-0.3708653385790712,-0.2938862174483233,0.0
2018-11-12,1.0,-0.06455995151211152,-0.33883002069095236,-0.0,-0.3891362049867285,-0.2974690158212636,0.0
2018-11-13,1.0,-0.0610443275732532,-0.3386760163619668,-0.0,-0.3905584773353369,-0.2967067367893814,0.0
2018-11-14,1.0,-0.06088499269463578,-0.33888541014402,-0.0,-0.3906282613233146,-0.2968691296180338,0.0
2018-11-15,1.0,-0.06048731683931884,-0.3394334785418013,-0.0,-0.39277153636117307,-0.29166058736477896,0.0
2018-11-16,1.0,-0.05838064932093758,-0.3341652627857158,-0.0,-0.39212994738046214,-0.29512697323266984,0.0
2018-11-19,1.0,-0.05933119826976667,-0.33381857505303,-0.0,-0.3915484756477977,-0.29490912115792534,0.0
2018-11-20,1.0,-0.03575194888443167,-0.3288186762060338,-0.0,-0.39550464217034387,-0.3077273009242985,0.0
2018-11-21,1.0,-0.04139473792225916,-0.3256577597176045,-0.0,-0.3964413249599803,-0.2887985880228215,0.0
2018-11-23,1.0,-0.042111737570476676,-0.3197744746283957,-0.0,-0.3989133777549974,-0.28945156330087135,0.0
2018-11-26,1.0,-0.04213655936026245,-0.3195612056592167,-0.0,-0.39911831043674384,-0.28964527373385274,0.0
2018-11-27,1.0,-0.039171213142892174,-0.31968368785631096,-0.0,-0.39712703569750096,-0.2873577310529435,0.0
2018-11-28,1.0,-0.039788286263129934,-0.3181019332161687,-0.0,-0.3978215555646381,-0.2878775493521887,0.0
2018-11-29,1.0,-0.027971461002107994,-0.31265201880979404,-0.0,-0.3962015566726123,-0.29007215826171556,0.0
2018-11-30,1.0,-0.02796409248414355,-0.31267097610893835,-0.0,-0.39668483657216963,-0.28906360817848387,0.0
2018-12-03,1.0,-0.027118438107582635,-0.3128240440699935,-0.0,-0.39650842514581985,-0.28880427738172393,0.0
2018-12-04,1.0,-0.02492671585969878,-0.31329222682704944,-0.0,-0.39541089659355105,-0.28798140099059943,0.0
2018-12-06,1.0,-0.02225120543830527,-0.2823689826891154,-0.0,-0.39745869891708163,-0.2740494822543672,0.0
2018-12-07,1.0,-0.02414494872656142,-0.2820335500187707,-0.0,-0.3974234850131395,-0.27225306751496714,0.0
2018-12-10,1.0,-0.009027356218301448,-0.28509605028687807,-0.0,-0.40055221571660765,-0.26353613879804966,0.0
2018-12-11,1.0,-0.004763118176294176,-0.2872179861614756,-0.0,-0.3997687045494639,-0.26840072916870844,0.0
2018-12-12,1.0,-0.006119206856649733,-0.2872496910977308,-0.0,-0.4006315335281542,-0.2672838174436621,0.0
2018-12-13,1.0,-0.006396672160740915,-0.287811003845852,-0.0,-0.4002825523899223,-0.26767914606388826,0.0
2018-12-14,1.0,-0.008139808567393693,-0.2832457241487526,-0.0,-0.40245959516711133,-0.26753491291385534,0.0
2018-12-17,1.0,-0.0,-0.282754846779237,-0.0,-0.39597013758599126,-0.2756214821763602,0.0
2018-12-18,1.0,-0.0,-0.28413450246613947,-0.0,-0.3976356376732169,-0.27546386909888043,0.0
