Date,IGT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5725841906269235,-1.1459597291831531,-0.07733227820276094,-0.8622614965268619,-0.7382836542688824,0.0
2018-09-25,1.0,-0.5783821846668428,-1.1440454185371007,-0.08485168559105712,-0.8602235718686735,-0.7335621864272511,0.0
2018-09-26,1.0,-0.5811811370647862,-1.1481269281621862,-0.08929043631555753,-0.860511238431027,-0.728074041427942,0.0
2018-09-27,1.0,-0.5855173325111218,-1.1376029599612385,-0.09245474166409726,-0.8609875346870457,-0.7280976082456063,0.0
2018-09-28,1.0,-0.5825401022386744,-1.1409747928785474,-0.09338092719901286,-0.8612286268288383,-0.7287590340208002,0.0
2018-10-01,1.0,-0.5827163758152653,-1.1404900405429224,-0.0937334743521946,-0.8611845584346907,-0.7287149656266526,0.0
2018-10-02,1.0,-0.5832415524912992,-1.1336182210670074,-0.0965240759504824,-0.8620644081237059,-0.7300762148112252,0.0
2018-10-03,1.0,-0.5939775722646652,-1.1749542063172944,-0.10096948577045078,-0.8686056382075683,-0.7291694589643926,0.0
2018-10-04,1.0,-0.5934174045255344,-1.1778016277613808,-0.10155621143010464,-0.8676325910025936,-0.7314640908684374,0.0
2018-10-05,1.0,-0.5836860159486791,-1.1743217356439613,-0.08843052523722546,-0.8727224127945827,-0.7357330600971176,0.0
2018-10-08,1.0,-0.588659793814433,-1.1849843119677275,-0.0907216494845361,-0.8761093679964141,-0.7418198117436128,0.0
2018-10-09,1.0,-0.6036488750056589,-1.1982887410023086,-0.10923989315949115,-0.8783104712752954,-0.737652225089411,0.0
2018-10-10,1.0,-0.6287405762915683,-1.2210813560889875,-0.12016095462744553,-0.910873687618519,-0.744276397946441,0.0
2018-10-11,1.0,-0.5635987590486039,-1.2303853244008813,-0.021491839395710626,-0.904770468953734,-0.7759543186007825,0.0
2018-10-12,1.0,-0.5791413222039692,-1.2250144296940904,-0.0146072903254451,-0.8789237668161435,-0.7422634640145628,0.0
2018-10-15,1.0,-0.5465921192758253,-1.26726127085552,-0.0,-0.8766418175363863,-0.746893858714945,0.0
2018-10-16,1.0,-0.5390697881035937,-1.2819066234285459,-0.0,-0.8754830971525033,-0.7457687352849718,0.0
2018-10-17,1.0,-0.5201695730081727,-1.24369564267296,-0.0,-0.8633363926401817,-0.7432367466456885,0.0
2018-10-18,1.0,-0.5191036806862445,-1.2417611274016367,-0.0,-0.869928662085868,-0.7457656790231519,0.0
2018-10-19,1.0,-0.5127185314685314,-1.2445804195804195,-0.0,-0.8701486013986013,-0.7431381118881119,0.0
2018-10-22,1.0,-0.5150917772812897,-1.2541288824637489,-0.0,-0.8689271476759977,-0.7426293424453498,0.0
2018-10-23,1.0,-0.512652953817815,-1.255515108986448,-0.0,-0.8724617341344678,-0.7450988991710891,0.0
2018-10-24,1.0,-0.5108090331067748,-1.2501205875904406,-0.0,-0.8747643060732295,-0.7492655119491339,0.0
2018-10-25,1.0,-0.4562602045200653,-1.1989773996734554,-0.0,-0.9224886139039271,-0.7188708430007733,0.0
2018-10-26,1.0,-0.46039667856989197,-1.1985544034763154,-0.0,-0.9221270920277073,-0.7212924321301036,0.0
2018-10-29,1.0,-0.4529954906592227,-1.201631951900365,-0.0,-0.9202490873953189,-0.7196907880609835,0.0
2018-10-30,1.0,-0.5046942177766078,-1.2288321488110907,-0.0,-0.9451610072826182,-0.7084320435202247,0.0
2018-10-31,1.0,-0.5071864111498258,-1.2085365853658536,-0.0,-0.9392421602787457,-0.7004355400696863,0.0
2018-11-01,1.0,-0.6605924770999805,-1.2754336386669265,-0.0,-1.0920385889690118,-0.8442798674722276,0.0
2018-11-02,1.0,-0.6693774808790782,-1.2294026527253363,-0.0,-1.105624939490754,-0.8363345919256462,0.0
2018-11-05,1.0,-0.6734090027163369,-1.223079161816065,-0.0,-1.1078288707799766,-0.8462359332557237,0.0
2018-11-06,1.0,-0.6895123970967899,-1.2421452579278094,-0.0,-1.103804374299771,-0.8356958449023333,0.0
2018-11-07,1.0,-0.6883256154033635,-1.2455276626858398,-0.0,-1.1032902754082379,-0.837338532780892,0.0
2018-11-08,1.0,-0.6288508557457213,-1.2772616136919315,-0.0,-1.107677261613692,-0.8761858190709048,0.0
2018-11-09,1.0,-0.6269272316606107,-1.2839536482372582,-0.0,-1.1178925660414416,-0.8814200137484042,0.0
2018-11-12,1.0,-0.6346965434083601,-1.3386756430868167,-0.0,-1.1375602893890675,-0.9131832797427654,0.0
2018-11-13,1.0,-0.6052304479689753,-1.3305324914234575,-0.0,-1.1351364788942475,-0.901059016556456,0.0
2018-11-14,1.0,-0.6114359974009097,-1.335532563602739,-0.0,-1.1443994601889338,-0.9068825910931174,0.0
2018-11-15,1.0,-0.6128481806775408,-1.3491091593475533,-0.0,-1.1637139272271015,-0.8930991217063989,0.0
2018-11-16,1.0,-0.6104104104104104,-1.3404404404404404,-0.0,-1.16001001001001,-0.8941441441441441,0.0
2018-11-19,1.0,-0.6189186478082054,-1.3413080549704082,-0.0,-1.159343966295516,-0.8959775303440666,0.0
2018-11-20,1.0,-0.5488200369206206,-1.3312378386469093,-0.0,-1.1727286334381082,-0.9365364466397246,0.0
2018-11-21,1.0,-0.5528784437641947,-1.3192455811197787,-0.0,-1.1638194924459366,-0.9013034462328429,0.0
2018-11-23,1.0,-0.5556173807476351,-1.3912185745358894,-0.0,-1.1825079670190703,-0.9290808842126561,0.0
2018-11-26,1.0,-0.5561743709179282,-1.3902080907295833,-0.0,-1.1851551820161006,-0.9314971393853476,0.0
2018-11-27,1.0,-0.5548690940396009,-1.391401225502608,-0.0,-1.1863067807768268,-0.9314832632804982,0.0
2018-11-28,1.0,-0.558766859344894,-1.3799817462731974,-0.0,-1.1945543048372376,-0.9372274617178785,0.0
