Date,BEP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.16615665774151048,-0.38242169237961665,-0.0,-0.3073866292660122,-0.2690722087636534,0.0
2018-09-25,1.0,-0.16264267374371588,-0.3958616523183809,-0.0,-0.31764731266317126,-0.2815068936500745,0.0
2018-09-26,1.0,-0.16334016614521524,-0.3965260545905707,-0.0,-0.3176394433056425,-0.28022440392706877,0.0
2018-09-27,1.0,-0.16352377664624146,-0.3961983257098472,-0.0,-0.31764045913523775,-0.2802278415465608,0.0
2018-09-28,1.0,-0.16397263525908023,-0.3960549884541511,-0.0,-0.3177374452381466,-0.28033752724604527,0.0
2018-10-01,1.0,-0.1639974098856033,-0.3962659184113965,-0.0,-0.3177206993308871,-0.2804446363047701,0.0
2018-10-02,1.0,-0.17019247442344373,-0.37974683544303794,-0.0,-0.32746662042656494,-0.29009883821744403,0.0
2018-10-03,1.0,-0.16970012133818688,-0.374696654532848,-0.0,-0.3291298318599411,-0.2932267290691628,0.0
2018-10-04,1.0,-0.17414414023517158,-0.3698095196771814,-0.0,-0.3352063175250575,-0.2902980865188528,0.0
2018-10-05,1.0,-0.1759043997827268,-0.37325366648560565,-0.0,-0.3349918522542097,-0.28858229223248233,0.0
2018-10-08,1.0,-0.17386400607309402,-0.3707190109532588,-0.0,-0.33662292592994253,-0.287756208654159,0.0
2018-10-09,1.0,-0.1710746132650626,-0.3706363498296848,-0.0,-0.3378967694343798,-0.2900132346879001,0.0
2018-10-10,1.0,-0.17017395270050167,-0.3718591873520533,-0.0,-0.3379156079657741,-0.2917236736378049,0.0
2018-10-11,1.0,-0.1416158019667684,-0.3617327907765344,-0.0,-0.32547049847405907,-0.2905222109189556,0.0
2018-10-12,1.0,-0.14237202867563828,-0.3563493061669392,-0.0,-0.3170041504213307,-0.28046786567727333,0.0
2018-10-15,1.0,-0.14044014490022405,-0.3569529074271835,-0.0,-0.3165609230060515,-0.27997989823481373,0.0
2018-10-16,1.0,-0.13834621102665579,-0.3603032016248927,-0.0,-0.315932742843981,-0.2793517180727433,0.0
2018-10-17,1.0,-0.12868954113269945,-0.34173212071103765,-0.0,-0.31347664324100866,-0.28305084745762715,0.0
2018-10-18,1.0,-0.12901424760644348,-0.3427903802808164,-0.0,-0.3129096962302777,-0.28317376289832297,0.0
2018-10-19,1.0,-0.12318125770653515,-0.33766954377311964,-0.0,-0.31259761611179615,-0.2816070694615701,0.0
2018-10-22,1.0,-0.12315594822272447,-0.3342305321553318,-0.0,-0.31417711115677005,-0.2830901993014177,0.0
2018-10-23,1.0,-0.12691200657894736,-0.33499177631578947,-0.0,-0.3118832236842105,-0.28213404605263154,0.0
2018-10-24,1.0,-0.12623833600526166,-0.3353270029185678,-0.0,-0.3119168002630822,-0.2818267768323262,0.0
2018-10-25,1.0,-0.10710354076179421,-0.309601489161546,-0.0,-0.3195492484137627,-0.2653069394127419,0.0
2018-10-26,1.0,-0.094251137650776,-0.3035391371738569,-0.0,-0.3277427816306659,-0.261629871033126,0.0
2018-10-29,1.0,-0.08746413376867519,-0.304798654397942,-0.0,-0.3243692490353221,-0.26217473038488176,0.0
2018-10-30,1.0,-0.09598936317993294,-0.3062848524538112,-0.0,-0.3254946319779326,-0.2567125081859856,0.0
2018-10-31,1.0,-0.10027239350992855,-0.29280328451304727,-0.0,-0.3260431881883858,-0.25476688642374956,0.0
2018-11-01,1.0,-0.07053253965083298,-0.3274140066317766,-0.0,-0.33522432184091727,-0.2643522032679478,0.0
2018-11-02,1.0,-0.07236082925470536,-0.31783454697385705,-0.0,-0.33717321236719594,-0.26218614460228407,0.0
2018-11-05,1.0,-0.06935185369445383,-0.32671986627131794,-0.0,-0.33836142564327076,-0.25557700344271755,0.0
2018-11-06,1.0,-0.06377735032459725,-0.3256191392161577,-0.0,-0.34747936202612806,-0.26681093211509177,0.0
2018-11-07,1.0,-0.06428428026500703,-0.32644047380044167,-0.0,-0.34910660509937763,-0.26779763099779164,0.0
2018-11-08,1.0,-0.05644710578842315,-0.3255289421157685,-0.0,-0.345688622754491,-0.2683433133732535,0.0
2018-11-09,1.0,-0.05710804386473044,-0.32596927870882686,-0.0,-0.34556458861834083,-0.2688612348440964,0.0
2018-11-12,1.0,-0.05690005174541257,-0.316005254149584,-0.0,-0.35005771603709745,-0.267245153843092,0.0
2018-11-13,1.0,-0.040218764808087185,-0.31383272784710153,-0.0,-0.3544463749802559,-0.2659335018164587,0.0
2018-11-14,1.0,-0.03885476520705369,-0.3172577768971666,-0.0,-0.35662769962353874,-0.26861501882306316,0.0
2018-11-15,1.0,-0.03835545766613092,-0.31779669424767343,-0.0,-0.35682679524574873,-0.2712859892453916,0.0
2018-11-16,1.0,-0.034940212972694284,-0.31142794820440617,-0.0,-0.35804794860100336,-0.27856987051101545,0.0
2018-11-19,1.0,-0.034120891110714355,-0.311928425479577,-0.0,-0.3587652998472495,-0.27893828483008987,0.0
2018-11-20,1.0,-0.004383107267665699,-0.30731110189737215,-0.0,-0.365416888783589,-0.29726154514403047,0.0
2018-11-21,1.0,-0.003873301743968856,-0.3052830262873321,-0.0,-0.3647588525589351,-0.29222783665283814,0.0
2018-11-23,1.0,-0.002915278438838648,-0.32141440583848957,-0.0,-0.36411232746311284,-0.2947405997144217,0.0
2018-11-26,1.0,-0.0017697355339033603,-0.33038377411016107,-0.0,-0.3631735931596739,-0.2931596738914297,0.0
2018-11-27,1.0,-0.0,-0.33048145287465586,-0.0,-0.359931079555582,-0.2900600083179847,0.0
2018-11-28,1.0,-0.0,-0.3293852004436698,-0.0,-0.3606797654888291,-0.2906037078117572,0.0
2018-11-29,1.0,-0.0,-0.32383521720294595,-0.0,-0.35601197274624863,-0.28935449568744825,0.0
2018-11-30,1.0,-0.0,-0.32454205239314554,-0.0,-0.3576521567855032,-0.2874532204057514,0.0
2018-12-03,1.0,-0.0,-0.32444724459057706,-0.0,-0.35728770845228486,-0.2871374849874978,0.0
2018-12-04,1.0,-0.0,-0.32503240504340314,-0.0,-0.35376487686083513,-0.2851251031069563,0.0
2018-12-06,1.0,-0.0,-0.2912846676128736,-0.0,-0.3560550845832215,-0.2706471287736392,0.0
2018-12-07,1.0,-0.0,-0.29531954414410927,-0.0,-0.3588800959696612,-0.2806725615773078,0.0
2018-12-10,1.0,-0.0,-0.2930736429641581,-0.0,-0.35499980792132463,-0.27269409550151746,0.0
2018-12-11,1.0,-0.0,-0.29653416652201586,-0.0,-0.34963065825763273,-0.28251268105460087,0.0
2018-12-12,1.0,-0.0,-0.2966799776221618,-0.0,-0.34930647992746494,-0.28315681848872426,0.0
2018-12-13,1.0,-0.0,-0.29429794124450614,-0.0,-0.3514920194309507,-0.2818837227234174,0.0
2018-12-14,1.0,-0.0,-0.28855529647543987,-0.0,-0.3560595841442969,-0.2824273023336481,0.0
2018-12-17,1.0,-0.0,-0.2863593566858175,-0.0,-0.3421977979747517,-0.29293084564686894,0.0
2018-12-18,1.0,-0.0,-0.2948583624369422,-0.0,-0.3496701590997284,-0.29571206829646873,0.0
2018-12-19,1.0,-0.0,-0.2960522479444866,-0.0,-0.35125468929189263,-0.29644099753144015,0.0
2018-12-20,1.0,-0.0,-0.29169896140133317,-0.0,-0.3517284141993489,-0.29425670438691676,0.0
2018-12-21,1.0,-0.0,-0.2906900413175271,-0.0,-0.35129551685523425,-0.2887400084951925,0.0
2018-12-24,1.0,-0.0,-0.2882940178846747,-0.0,-0.3499460376194881,-0.28896854764107305,0.0
2018-12-26,1.0,-0.0,-0.2878913399479819,-0.0,-0.3500626143916771,-0.28864271264810715,0.0
2018-12-27,1.0,-0.0,-0.279835625820444,-0.0,-0.33500751479177365,-0.287635789433632,0.0
2018-12-28,1.0,-0.0,-0.28189527322508273,-0.0,-0.33382134844278816,-0.28565996121230564,0.0
2018-12-31,1.0,-0.0,-0.2867104887110603,-0.0,-0.3335048108983519,-0.28509097837477376,0.0
2019-01-02,1.0,-0.0,-0.28797540858408427,-0.0,-0.33580265770581946,-0.2854933557354513,0.0
2019-01-03,1.0,-0.0,-0.2901458105803683,-0.0,-0.33015270832135807,-0.29574064493878255,0.0
2019-01-04,1.0,-0.0,-0.29999424967894045,-0.0,-0.3108240210078396,-0.30595541584405134,0.0
2019-01-07,1.0,-0.0,-0.2997011036174126,-0.0,-0.31062231759656644,-0.3056981912936848,0.0
2019-01-08,1.0,-0.0,-0.2980238970588235,-0.0,-0.3115425857843137,-0.30526194852941174,0.0
2019-01-09,1.0,-0.0,-0.2959816303099886,-0.0,-0.3112897053195561,-0.30625717566016075,0.0
2019-01-10,1.0,-0.0,-0.2986863553552594,-0.0,-0.31082558251030784,-0.3082174705149104,0.0
2019-01-11,1.0,-0.0,-0.29609163644736086,-0.0,-0.31186323605594884,-0.3107503981273623,0.0
2019-01-14,1.0,-0.0,-0.2979674874767288,-0.0,-0.31426213461796826,-0.307026466806134,0.0
2019-01-15,1.0,-0.0,-0.2999942441626216,-0.0,-0.3146332572283725,-0.30398495807831777,0.0
2019-01-16,1.0,-0.0,-0.30288259356959896,-0.0,-0.3042015521657682,-0.3044500516114233,0.0
2019-01-17,1.0,-0.0,-0.3026210216635464,-0.0,-0.30413021052229394,-0.30363351545485806,0.0
2019-01-18,1.0,-0.0,-0.3021492740987832,-0.0,-0.3004814070732724,-0.2926917099427619,0.0
2019-01-22,1.0,-0.0,-0.29418994413407823,-0.0,-0.3010800744878957,-0.2669459962756052,0.0
2019-01-23,1.0,-0.0,-0.28695571269073317,-0.0,-0.3042426497953108,-0.2696315593598809,0.0
2019-01-24,1.0,-0.0,-0.28364820846905536,-0.0,-0.310134946486738,-0.2675476966030712,0.0
