Date,COHR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.9210453463263385,-1.2695310337190633,-0.39732019268036106,-1.0075300370965063,-0.9413653729029401,0.0
2018-09-25,1.0,-0.9270550412948285,-1.2678343772518152,-0.4051881824732554,-1.0059309350922898,-0.9369768859819301,0.0
2018-09-26,1.0,-0.9273876170943961,-1.268222382351311,-0.4059641926722466,-1.005709217892578,-0.9356465827836595,0.0
2018-09-27,1.0,-0.9365052393089774,-1.3272727272727272,-0.4032285471537808,-1.03387142452563,-0.9632398753894079,0.0
2018-09-28,1.0,-0.933223740150785,-1.3320106569922339,-0.4042854713451618,-1.0346919108894053,-0.9644577971770308,0.0
2018-10-01,1.0,-0.9332842081396667,-1.331538374333976,-0.4045459698446888,-1.0346332615349734,-0.9643464459811814,0.0
2018-10-02,1.0,-0.9345349430368984,-1.3192200872867426,-0.4092274556481324,-1.0374086039789152,-0.9675225301819418,0.0
2018-10-03,1.0,-0.9343007765999659,-1.3061617822118927,-0.40734652230599167,-1.043421574740661,-0.9773255484382971,0.0
2018-10-04,1.0,-0.9337390513024685,-1.3171994084859515,-0.40820156978728245,-1.0433397793197587,-0.9851552724377204,0.0
2018-10-05,1.0,-0.9237436972409495,-1.3114837686250072,-0.3934054727777463,-1.0470228315676167,-0.9897456234774233,0.0
2018-10-08,1.0,-0.9432218564084791,-1.3488130306705943,-0.4029342112863166,-1.0664240743949631,-1.014613296366892,0.0
2018-10-09,1.0,-0.9467962063381912,-1.3509137173259311,-0.4081656257228777,-1.0653481378672218,-1.0117395327318992,0.0
2018-10-10,1.0,-0.9501924647148023,-1.3707570278782222,-0.40248454450017496,-1.076519304794121,-1.0323107430304443,0.0
2018-10-11,1.0,-0.8867050717270982,-1.3592567491245906,-0.31023381904439173,-1.0502089687111713,-1.0413419179939003,0.0
2018-10-12,1.0,-0.8974916387959865,-1.3477703455964325,-0.3011705685618729,-1.0205685618729097,-1.0071348940914158,0.0
2018-10-15,1.0,-0.8743947910289945,-1.3896711002281708,-0.26495631365128836,-1.0215370916578552,-1.0145806667037676,0.0
2018-10-16,1.0,-0.8710791687559194,-1.4075435957434952,-0.2530503092094267,-1.023622485932364,-1.0160454621427377,0.0
2018-10-17,1.0,-0.8557295960428689,-1.3735641659796647,-0.24226435834020335,-1.01225611431712,-1.01225611431712,0.0
2018-10-18,1.0,-0.8548112326207616,-1.3719843930318185,-0.24289718085398695,-1.0134637577622685,-1.01225476726933,0.0
2018-10-19,1.0,-0.8400545702592087,-1.3586903137789905,-0.22297407912687586,-1.020300136425648,-1.0149522510231923,0.0
2018-10-22,1.0,-0.839826602282704,-1.3791703248463565,-0.237928007023705,-1.0171202809482,-1.0131694468832309,0.0
2018-10-23,1.0,-0.8428611188421932,-1.4070136376287226,-0.21669913721124406,-1.0552184803785136,-1.0445866963540216,0.0
2018-10-24,1.0,-0.8473452560031199,-1.4037550838486823,-0.2031868070644604,-1.0627890133155051,-1.0542648615521757,0.0
2018-10-25,1.0,-0.7968826108134438,-1.337554797856795,-0.18038642636791688,-1.0854575959300752,-1.011852573469719,0.0
2018-10-26,1.0,-0.7770922746781116,-1.3252682403433476,-0.14796137339055793,-1.1074570815450644,-1.0070815450643775,0.0
2018-10-29,1.0,-0.7502154243860405,-1.3710685049547606,-0.11266695389918138,-1.1097587246876346,-1.041900043084877,0.0
2018-10-30,1.0,-0.7502692804825505,-1.371176217147781,-0.112505385609651,-1.1098125807841448,-1.041846186988367,0.0
2018-10-31,1.0,-0.7518029809284684,-1.343180725466104,-0.11405523799348256,-1.1020887867941664,-1.0310379827982266,0.0
2018-11-01,1.0,-0.7324643410438593,-1.372669480207276,-0.09006891393771035,-1.1086596506223623,-1.0382499065121,0.0
2018-11-02,1.0,-0.7326289687887445,-1.4002479650692683,-0.09314861732521158,-1.1136865937146245,-1.050778933750202,0.0
2018-11-05,1.0,-0.7263362278194273,-1.4218219082034411,-0.09222803516530932,-1.1163367671646622,-1.0367294104956584,0.0
2018-11-06,1.0,-0.7397223272648695,-1.4342823186213605,-0.0859488952514721,-1.1134460590999946,-1.0287936902382366,0.0
2018-11-07,1.0,-0.737168762480436,-1.433050893194452,-0.0894813535538885,-1.110367531976901,-1.0269307571914297,0.0
2018-11-08,1.0,-0.7094547594841887,-1.4408475573866981,-0.05714591470918722,-1.1039113917277543,-1.039381454331425,0.0
2018-11-09,1.0,-0.7080791867308721,-1.4403959336543606,-0.0584804708400214,-1.104601391118245,-1.0388978063135366,0.0
2018-11-12,1.0,-0.7065558928476329,-1.421632848697875,-0.05671832561111999,-1.107578420407946,-1.033178889066411,0.0
2018-11-13,1.0,-0.696794701986755,-1.4240000000000002,-0.03708609271523179,-1.1098278145695364,-1.030251655629139,0.0
2018-11-14,1.0,-0.6994697773064688,-1.423594909862142,-0.03706256627783669,-1.111558854718982,-1.030540827147402,0.0
2018-11-15,1.0,-0.7104091811015177,-1.4528342360701452,-0.025151498900627445,-1.1489247600150159,-1.0254732664771813,0.0
2018-11-16,1.0,-0.7113794954374665,-1.4544820182501341,-0.026945786366076224,-1.1494900697799249,-1.0253354804079442,0.0
2018-11-19,1.0,-0.7152161042036708,-1.452930728241563,-0.04418967651649712,-1.1452177189299746,-1.0248129608697993,0.0
2018-11-20,1.0,-0.6823655338506824,-1.4510034787262514,-0.0024083489430024086,-1.1600749264115602,-1.055980733208456,0.0
2018-11-21,1.0,-0.6917720846178377,-1.4443499521632825,-0.010524077814393537,-1.1581800786648242,-1.0103646220899332,0.0
2018-11-23,1.0,-0.6909361069836554,-1.430694120144343,-0.014752706431755466,-1.1605816174909787,-1.0097643812354065,0.0
2018-11-26,1.0,-0.6907681690290386,-1.4405160057333968,-0.011891490152359716,-1.1584116366725061,-1.0070605722779635,0.0
2018-11-27,1.0,-0.684924994717938,-1.4433234734840483,-0.0,-1.1532854426368055,-1.0005282062117051,0.0
2018-11-28,1.0,-0.6837376460017971,-1.4512446488029174,-0.0,-1.1506791395803604,-0.9994714867078908,0.0
2018-11-29,1.0,-0.642901878914405,-1.431054279749478,-0.0,-1.1427453027139876,-1.0024530271398748,0.0
2018-11-30,1.0,-0.6437297692388013,-1.4325989349483137,-0.0,-1.1455570637986845,-0.9990080400960635,0.0
