Date,IGE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.192326310157703,-0.4768795699472625,-0.05258464752490382,-0.4071488624493643,-0.41879187791393846,0.0
2018-09-25,1.0,-0.19698400142889952,-0.47561940241381956,-0.0583042024954709,-0.4056288433568932,-0.4150697864305581,0.0
2018-09-26,1.0,-0.19737177851492727,-0.47614187292676696,-0.059249808624649146,-0.4053585098239347,-0.4135493748405205,0.0
2018-09-27,1.0,-0.19692559113426278,-0.4782697512895153,-0.05878147183494203,-0.4056483325672846,-0.41384505387875997,0.0
2018-09-28,1.0,-0.196905084139833,-0.4783074998084829,-0.05903832894972039,-0.40555654860703244,-0.413779014836189,0.0
2018-10-01,1.0,-0.19753811579028016,-0.4776668284087137,-0.058993283448680954,-0.40590443598845677,-0.41374466889700434,0.0
2018-10-02,1.0,-0.20132664037289352,-0.4569994365620038,-0.06671618091481843,-0.41392204066997906,-0.4221175024330277,0.0
2018-10-03,1.0,-0.20110087045570915,-0.4522273425499232,-0.06610343061955964,-0.41559139784946236,-0.4251408090117768,0.0
2018-10-04,1.0,-0.20099871959026888,-0.4528297055057618,-0.06629961587708066,-0.4152112676056338,-0.42550576184379,0.0
2018-10-05,1.0,-0.19398146966487148,-0.44883738737589013,-0.059853492942647836,-0.4191531177416473,-0.43053676714566474,0.0
2018-10-08,1.0,-0.19281253982413663,-0.44682044093284057,-0.05760163119663566,-0.4212055562635402,-0.4303045749968141,0.0
2018-10-09,1.0,-0.19285368402273365,-0.44684863776537453,-0.05782807044371384,-0.4210566557076229,-0.43002777990162344,0.0
2018-10-10,1.0,-0.19402186377188288,-0.4457100629411615,-0.05919527049410086,-0.42178222867772597,-0.42754121754198204,0.0
2018-10-11,1.0,-0.1802019591548941,-0.4435295006421395,-0.042607841655964346,-0.41993402331847596,-0.4318954445871421,0.0
2018-10-12,1.0,-0.17956423741547708,-0.44129727022289006,-0.03961933383420987,-0.4163035311795642,-0.42759829701978463,0.0
2018-10-15,1.0,-0.17188437687537506,-0.45291558311662333,-0.02923084616923385,-0.41670834166833365,-0.4297609521904381,0.0
2018-10-16,1.0,-0.17152572885932887,-0.4543431514727209,-0.028179226884032606,-0.41668750312546876,-0.4296644496674501,0.0
2018-10-17,1.0,-0.16322845552587315,-0.43474819432076783,-0.019887206886316417,-0.4177550212723855,-0.43791431681013165,0.0
2018-10-18,1.0,-0.16501511172769162,-0.43826487638111283,-0.018183619878115245,-0.41698459099241936,-0.4388842094832285,0.0
2018-10-19,1.0,-0.15809312638580933,-0.4322246858832225,-0.012244395171224439,-0.42037447647203746,-0.44072431633407244,0.0
2018-10-22,1.0,-0.15810354599443088,-0.43288731179616075,-0.013380646115177053,-0.41967916019812224,-0.4401567235898573,0.0
2018-10-23,1.0,-0.15720911872101054,-0.4342001381624396,-0.010214151781308594,-0.4231471429981249,-0.44244054080726336,0.0
2018-10-24,1.0,-0.15617328340813844,-0.4425322984600888,-0.013291343268777742,-0.425075011778709,-0.4426562848711781,0.0
2018-10-25,1.0,-0.14724843730849368,-0.4309596764309352,-0.011447481308983943,-0.4262287044981003,-0.4354210074764065,0.0
2018-10-26,1.0,-0.14112805026545225,-0.42606302664263795,-0.0020213335931031124,-0.4333690516779504,-0.43276021625834105,0.0
2018-10-29,1.0,-0.1297437639522469,-0.431185091720858,-0.0,-0.4286615548869262,-0.43688731437445405,0.0
2018-10-30,1.0,-0.143125030441771,-0.4334908187618723,-0.0,-0.43034922799668796,-0.4281574204860942,0.0
2018-10-31,1.0,-0.1432846715328467,-0.4318248175182482,-0.0004379562043795621,-0.4299513381995134,-0.42759124087591244,0.0
2018-11-01,1.0,-0.13774158259389815,-0.4360763340221223,-0.0,-0.42963413151817187,-0.42756776467728214,0.0
2018-11-02,1.0,-0.13921963285399036,-0.42857142857142855,-0.0,-0.4312874360404491,-0.42592817130247107,0.0
2018-11-05,1.0,-0.138762941590088,-0.4297456538079189,-0.0,-0.43132167883034694,-0.4248236064301821,0.0
2018-11-06,1.0,-0.1344241569619022,-0.42758503318664753,-0.0,-0.4369939947971117,-0.43227735771072917,0.0
2018-11-07,1.0,-0.13426015944001557,-0.4275471514680148,-0.0,-0.4365642621038305,-0.43211646898697265,0.0
2018-11-08,1.0,-0.12341619112099818,-0.42753167617758003,-0.0,-0.43273043814682277,-0.43435051745816816,0.0
2018-11-09,1.0,-0.1257463229940294,-0.4304402698898112,-0.0,-0.4335954565312364,-0.4372845978350565,0.0
2018-11-12,1.0,-0.12540231832151585,-0.42158120175205094,-0.0,-0.43718994264695205,-0.43581056554461195,0.0
2018-11-13,1.0,-0.11741876386076561,-0.4199450390512005,-0.0,-0.4380001928454344,-0.4352039340468615,0.0
2018-11-14,1.0,-0.11558652055059632,-0.4243171976679488,-0.0,-0.4406705856738515,-0.43859012506955025,0.0
2018-11-15,1.0,-0.11523678294292551,-0.42599173254043077,-0.0,-0.4446056035003747,-0.43155171997002445,0.0
2018-11-16,1.0,-0.11569428661234554,-0.4261708455233444,-0.0,-0.44454653158925506,-0.43144176600014505,0.0
2018-11-19,1.0,-0.1138909724406591,-0.42727866631179073,-0.0,-0.4461758087541436,-0.43226305983691843,0.0
2018-11-20,1.0,-0.08674391154578084,-0.422445980777106,-0.0,-0.4512080553079758,-0.44846192758894804,0.0
2018-11-21,1.0,-0.08453111833393524,-0.4225111351871915,-0.0,-0.4519321054532322,-0.4486096063560852,0.0
2018-11-23,1.0,-0.08404537774559497,-0.4306058411778904,-0.0,-0.450132754042964,-0.44890176200820664,0.0
2018-11-26,1.0,-0.08565518919576592,-0.42752159630125325,-0.0,-0.461248327047086,-0.458985278014357,0.0
2018-11-27,1.0,-0.08271023499708682,-0.42797145076713927,-0.0,-0.45962808312293646,-0.4573460866187609,0.0
2018-11-28,1.0,-0.08196920386651771,-0.43255452470005346,-0.0,-0.4578374702482149,-0.4563559527857386,0.0
2018-11-29,1.0,-0.07006154217449016,-0.42753710631108965,-0.0,-0.456908410763847,-0.4589115482080367,0.0
2018-11-30,1.0,-0.0704164152082076,-0.4283162341581171,-0.0,-0.45875678937839465,-0.45651176825588413,0.0
2018-12-03,1.0,-0.06839958487196197,-0.4294161658581324,-0.0,-0.4591991890522048,-0.45652016508580123,0.0
2018-12-04,1.0,-0.06994242028354382,-0.429355978129385,-0.0,-0.4618957758745827,-0.45814583635747813,0.0
2018-12-06,1.0,-0.06585214823282844,-0.4036391349909498,-0.0,-0.4638229970467753,-0.4482947508812042,0.0
2018-12-07,1.0,-0.05816314343723874,-0.4069031410486086,-0.0,-0.46735936940164813,-0.45620446673832554,0.0
2018-12-10,1.0,-0.03880087278246845,-0.41267431932454224,-0.0,-0.47251209562660085,-0.4477042026373209,0.0
2018-12-11,1.0,-0.02895037079292641,-0.417760030424035,-0.0,-0.4713348545350827,-0.45880870888001524,0.0
2018-12-12,1.0,-0.02895105892419957,-0.41781749898980297,-0.0,-0.4712034418007654,-0.458985999857384,0.0
2018-12-13,1.0,-0.029211133030684764,-0.4176074917405462,-0.0,-0.47118104247379555,-0.45882157202956764,0.0
2018-12-14,1.0,-0.032123170499904964,-0.4098080212887284,-0.0,-0.47543242729519103,-0.45861053031743015,0.0
2018-12-17,1.0,-0.03137404035842464,-0.41012050483683127,-0.0,-0.47712309557198207,-0.4581798302949635,0.0
2018-12-18,1.0,-0.027059046535873373,-0.4068808643730452,-0.0,-0.47649511894607144,-0.45900862477490284,0.0
2018-12-19,1.0,-0.019210676291793315,-0.41066679331306993,-0.0,-0.48252279635258355,-0.4622197948328267,0.0
2018-12-20,1.0,-0.019014918304522854,-0.405470044991712,-0.0,-0.4837793038124556,-0.45972057778830216,0.0
2018-12-21,1.0,-0.01671355287109052,-0.4053332072527836,-0.0,-0.48474031346776675,-0.457223233493298,0.0
2018-12-24,1.0,-0.008641800885372516,-0.39747574644438166,-0.0,-0.48363473674295937,-0.4649618536309692,0.0
2018-12-26,1.0,-0.006452980381997597,-0.39754127316831916,-0.0,-0.4852923859541697,-0.4658392407150091,0.0
2018-12-27,1.0,-0.0052387857243089,-0.39269844239674445,-0.0,-0.47520931755460966,-0.4655970812479536,0.0
2018-12-28,1.0,-0.004676393565282455,-0.39314440703329595,-0.0,-0.47512158623269735,-0.4652543958099513,0.0
2018-12-31,1.0,-0.006455838323353293,-0.390625,-0.0,-0.47572043413173654,-0.4662705838323353,0.0
2019-01-02,1.0,-0.0058690111534594434,-0.39048799307877574,-0.0,-0.47538990343021487,-0.4665045478990811,0.0
2019-01-03,1.0,-0.001147729135923922,-0.39306209448855783,-0.0,-0.4727707118262947,-0.4753238235776357,0.0
2019-01-04,1.0,-0.0,-0.3955961933196492,-0.0,-0.4587609628662064,-0.4781442433289793,0.0
2019-01-07,1.0,-0.0,-0.3886222964044788,-0.0,-0.4562672415791548,-0.47330597862623736,0.0
2019-01-08,1.0,-0.0,-0.387938626987438,-0.0,-0.4566587864460205,-0.4731145413248042,0.0
2019-01-09,1.0,-0.0,-0.3865758439331804,-0.0,-0.45652325015639117,-0.4738073723963763,0.0
2019-01-10,1.0,-0.0,-0.38847268931926243,-0.0,-0.45582743824655,-0.47507827902122235,0.0
2019-01-11,1.0,-0.0,-0.38370446049179185,-0.0,-0.45779831425453366,-0.48046067754893534,0.0
2019-01-14,1.0,-0.0,-0.38560256201991133,-0.0,-0.4592142210670441,-0.4758534264695644,0.0
2019-01-15,1.0,-0.0,-0.3833688798219584,-0.0,-0.46005656528189903,-0.47482381305637983,0.0
2019-01-16,1.0,-0.0,-0.38332676846080777,-0.0,-0.4553163882388378,-0.478370675872935,0.0
2019-01-17,1.0,-0.0,-0.37924724956572087,-0.0,-0.4568616097278518,-0.4800694846554719,0.0
2019-01-18,1.0,-0.0,-0.3807574916759157,-0.0,-0.4559748427672956,-0.475536440991491,0.0
2019-01-22,1.0,-0.0,-0.34829261553339935,-0.0,-0.4666467107232494,-0.48766952957701076,0.0
2019-01-23,1.0,-0.0,-0.33429614566965526,-0.0,-0.4691514927442462,-0.5073019687586654,0.0
2019-01-24,1.0,-0.0,-0.3424983262922178,-0.0,-0.4540480642703788,-0.5120160675947087,0.0
2019-01-25,1.0,-0.0,-0.314703771444447,-0.0,-0.4634084226610794,-0.5370777672308013,0.0
2019-01-28,1.0,-0.0,-0.3085155778427822,-0.0,-0.47685378650694155,-0.5361935274179319,0.0
2019-01-29,1.0,-0.0,-0.3083012210409026,-0.0,-0.4768327220390919,-0.5362598077905195,0.0
2019-01-30,1.0,-0.0,-0.30596650951064863,-0.0,-0.4746498827136122,-0.5418863367164456,0.0
2019-01-31,1.0,-0.0,-0.30488257681240133,-0.0,-0.47185092360530956,-0.543906061449921,0.0
2019-02-01,1.0,-0.0,-0.303869199684147,-0.0,-0.47867992010776156,-0.5398996702122718,0.0
2019-02-04,1.0,-0.0,-0.304950863090398,-0.0,-0.47584973166368516,-0.5424343098761704,0.0
2019-02-05,1.0,-0.0,-0.30304368029739776,-0.0,-0.4740473977695167,-0.5463289962825278,0.0
2019-02-06,1.0,-0.0,-0.30971439177745297,-0.0,-0.46947866638825086,-0.5409387253195982,0.0
2019-02-07,1.0,-0.0,-0.31436590967083444,-0.0,-0.4736829896309355,-0.5316523231807744,0.0
2019-02-08,1.0,-0.0,-0.31166596921932394,-0.0,-0.47252057469661035,-0.5406611800809038,0.0
