Date,AVDL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.4389767623511034,-2.9606522163639917,-0.16715485256785784,-2.1718414372192933,-2.0250927553212263,0.0
2018-09-25,1.0,-1.4394382679929782,-2.9552369806904624,-0.17056758338209477,-2.1673493270918662,-2.019699629412912,0.0
2018-09-26,1.0,-1.4450850107484854,-2.96374829001368,-0.1773500097713504,-2.1703146374829,-2.0148524526089506,0.0
2018-09-27,1.0,-1.4460093896713615,-2.9676251956181536,-0.17811032863849766,-2.1721439749608766,-2.0169209702660407,0.0
2018-09-28,1.0,-1.4425540236628531,-2.96871027671849,-0.1797203480981715,-2.1708223330399923,-2.0161337635670287,0.0
2018-10-01,1.0,-1.4760950185426482,-3.0513180314723862,-0.19434699809561995,-2.2270221509471786,-2.0743710534228725,0.0
2018-10-02,1.0,-1.4762047890992887,-3.0446849013124937,-0.19767558360885684,-2.2263300270513975,-2.0741408676485324,0.0
2018-10-03,1.0,-1.5066353613719885,-3.0550224581461816,-0.19691710902409146,-2.295835034708044,-2.1538383013474887,0.0
2018-10-04,1.0,-1.5068381302306593,-3.052255562359665,-0.19973463972239233,-2.2944478464992857,-2.152888344560114,0.0
2018-10-05,1.0,-1.4635158384778868,-3.0255034915494385,-0.152008905981176,-2.307863576561077,-2.1715413419694367,0.0
2018-10-08,1.0,-1.452723794179841,-3.0073507199677776,-0.13966367938777566,-2.307421206323633,-2.1622193132615046,0.0
2018-10-09,1.0,-1.4501610954490534,-3.0083568264196536,-0.13300443012484897,-2.3105114780507447,-2.1664317358034633,0.0
2018-10-10,1.0,-1.4939412610392278,-3.0596631751899777,-0.15167385500102692,-2.368966933661943,-2.1947011706715958,0.0
2018-10-11,1.0,-1.2707018927444793,-3.0438682965299684,-0.0,-2.305993690851735,-2.237578864353312,0.0
2018-10-12,1.0,-1.2887248713217443,-3.026124113819559,-0.0,-2.2391958822958142,-2.1574244925706516,0.0
2018-10-15,1.0,-1.2063819342169857,-3.1666175748649974,-0.0,-2.253019145802651,-2.1924398625429555,0.0
2018-10-16,1.0,-1.2131405527687618,-3.165535556211272,-0.0,-2.2589751155699815,-2.1980918658404645,0.0
2018-10-17,1.0,-1.1112051933389784,-2.9682942892087687,-0.0,-2.1747106971493086,-2.1540126070185344,0.0
2018-10-18,1.0,-1.1184421968049911,-2.9876169770299654,-0.0,-2.1818697419415827,-2.164854901219397,0.0
2018-10-19,1.0,-1.0658105939004814,-2.9737512982721177,-0.0,-2.21423850439052,-2.188178642243414,0.0
2018-10-22,1.0,-1.0651395173453997,-2.9580505279034695,-0.0,-2.2149321266968327,-2.1887254901960786,0.0
2018-10-23,1.0,-1.0688648139425343,-2.956476683937824,-0.0,-2.209985869053227,-2.185303815355629,0.0
2018-10-24,1.0,-1.0713608794541318,-2.9610500379075058,-0.0,-2.231899166034875,-2.2126611068991657,0.0
2018-10-25,1.0,-0.9213302342213481,-2.7545145717861614,-0.0,-2.201412479885571,-2.0625782227784732,0.0
2018-10-26,1.0,-0.8562483694234282,-2.6714496912775028,-0.0,-2.169840855726585,-1.9987825028263326,0.0
2018-10-29,1.0,-0.7892779939472546,-2.701859057501081,-0.0,-2.1413748378728923,-2.014267185473411,0.0
2018-10-30,1.0,-0.7564802774165583,-2.7109666233203296,-0.0,-2.150845253576073,-2.0508885999133075,0.0
2018-10-31,1.0,-0.7674678111587983,-2.641459227467811,-0.0,-2.142575107296137,-2.0321888412017164,0.0
2018-11-01,1.0,-0.7135479428473059,-2.6990015493200206,-0.0,-2.150886555345154,-2.0439834739197793,0.0
2018-11-02,1.0,-0.7267303102625299,-2.6046709853392436,-0.0,-2.1691953631094445,-2.02309921581998,0.0
2018-11-05,1.0,-0.7202315090646013,-2.616307770874117,-0.0,-2.1664822538088346,-2.00834113541578,0.0
2018-11-06,1.0,-1.1231644260599793,-3.1802481902792143,-0.0,-2.6249224405377456,-2.4129265770423993,0.0
2018-11-07,1.0,-1.1227324556857055,-3.1924950761894886,-0.0,-2.630040427075775,-2.420648906395771,0.0
2018-11-08,1.0,-1.0370742489701599,-3.1161458856626143,-0.0,-2.5340098462775043,-2.3599919622224457,0.0
2018-11-09,1.0,-1.043293115684883,-3.144479367332455,-0.0,-2.566663287032343,-2.384568589678597,0.0
2018-11-12,1.0,-1.0981698931556119,-3.2090341690468636,-0.0,-2.757643076272083,-2.5138051412250078,0.0
2018-11-13,1.0,-0.9986507524649714,-3.1704203425012976,-0.0,-2.73523611831863,-2.4745199792423453,0.0
2018-11-14,1.0,-1.001868964801163,-3.169660471394455,-0.0,-2.736891288547399,-2.4747170594953793,0.0
2018-11-15,1.0,-0.9951401096060387,-3.1636852445455483,-0.0,-2.734670664874366,-2.446696308551339,0.0
2018-11-16,1.0,-0.9825286881008994,-3.1389434508425516,-0.0,-2.7412384989145044,-2.475343740308074,0.0
2018-11-19,1.0,-0.9893418874172185,-3.140211092715232,-0.0,-2.7413079470198674,-2.47682119205298,0.0
2018-11-20,1.0,-0.876189512046973,-3.072383073496659,-0.0,-2.7001417290949585,-2.4747924681109534,0.0
2018-11-21,1.0,-0.8682859399684045,-3.0066153238546605,-0.0,-2.6411927330173777,-2.3575236966824646,0.0
2018-11-23,1.0,-0.8687426093811589,-2.9948758376034688,-0.0,-2.637465510445408,-2.3531730390224674,0.0
2018-11-26,1.0,-0.877963389016705,-3.06852055616685,-0.0,-2.6732019605881763,-2.3833149944983494,0.0
2018-11-27,1.0,-0.8585360845909045,-3.192382712247203,-0.0,-2.7589569859357357,-2.4561133353865108,0.0
2018-11-28,1.0,-0.8625718981101068,-3.183853738701725,-0.0,-2.764482333607231,-2.4602506162695152,0.0
2018-11-29,1.0,-0.745928338762215,-3.15757328990228,-0.0,-2.775447882736157,-2.5001017915309447,0.0
2018-11-30,1.0,-0.7468173948467258,-3.1610143599144513,-0.0,-2.780833078724921,-2.4957735003564516,0.0
2018-12-03,1.0,-0.7402966876651087,-3.156573867100183,-0.0,-2.774334484860801,-2.489331436699858,0.0
2018-12-04,1.0,-0.7089688834655278,-3.187411022981493,-0.0,-2.77618466544641,-2.496237543217409,0.0
2018-12-06,1.0,-0.6461805221076967,-2.922454484153742,-0.0,-2.717175609286196,-2.3471727193911955,0.0
2018-12-07,1.0,-0.6332782261985801,-2.9538072546922103,-0.0,-2.7510454147622285,-2.386657590197413,0.0
2018-12-10,1.0,-0.5326526680793682,-2.9861298401078793,-0.0,-2.769215950683876,-2.3442496628780582,0.0
2018-12-11,1.0,-0.5290092521202775,-2.989109483423284,-0.0,-2.769082498072475,-2.35032767925983,0.0
2018-12-12,1.0,-0.533667759984565,-2.9907389542735867,-0.0,-2.7728149720239244,-2.349700945398418,0.0
2018-12-13,1.0,-0.5320192307692307,-2.9729807692307695,-0.0,-2.772211538461539,-2.338173076923077,0.0
2018-12-14,1.0,-0.5515777284570106,-2.9376628389462507,-0.0,-2.8103830936987357,-2.3500916722956675,0.0
2018-12-17,1.0,-0.522469230035302,-2.9115542410075372,-0.0,-2.7681518939032537,-2.3388989600228984,0.0
2018-12-18,1.0,-0.4815678954736351,-2.843583761082595,-0.0,-2.7105926271581895,-2.2969668688754084,0.0
2018-12-19,1.0,-0.4854396117229793,-2.842542467799141,-0.0,-2.7090722419264517,-2.2964345715885757,0.0
2018-12-20,1.0,-0.4782973174366617,-2.8057935916542474,-0.0,-2.739940387481371,-2.290424739195231,0.0
2018-12-21,1.0,-0.4568037537951974,-2.7906891158340232,-0.0,-2.7264697764283743,-2.226515778820499,0.0
2018-12-24,1.0,-0.409029467423628,-2.7137064071370642,-0.0,-2.6728845633955123,-2.2158240966026854,0.0
2018-12-26,1.0,-0.39620152993933,-2.6767783346522465,-0.0,-2.5791787567044753,-2.140596148773411,0.0
2018-12-27,1.0,-0.20237890018962248,-2.654714704361317,-0.0,-2.4828477848646786,-2.2793483882089296,0.0
2018-12-28,1.0,-1.263315247480899,-2.9490643339608016,-0.18945853172406157,-2.8551655409146277,-2.81585649429742,0.0
2018-12-31,1.0,-1.2625456962445996,-2.952697463166057,-0.18976404120970422,-2.8562091503267975,-2.816661127727927,0.0
2019-01-02,1.0,-1.2546919849856482,-2.9468977699271366,-0.1766394347538088,-2.8495252815190995,-2.8122102009273573,0.0
2019-01-03,1.0,-1.2550194120909597,-2.9694952856350527,-0.15906821963394344,-2.867554076539102,-2.841597337770383,0.0
2019-01-04,1.0,-1.2104347826086959,-3.1888695652173915,-0.11849275362318841,-3.019130434782609,-3.0572753623188405,0.0
2019-01-07,1.0,-1.208121197069415,-3.3914069290947473,-0.18340990935055257,-3.321370917670433,-3.3132993915311064,0.0
2019-01-08,1.0,-1.1978198934720674,-3.386349560262604,-0.16883438622569058,-3.323052149139106,-3.310789049919485,0.0
2019-01-09,1.0,-1.1880479071490306,-3.3552290406222984,-0.16285961229781454,-3.320286455117915,-3.320903815285837,0.0
2019-01-10,1.0,-1.2008706467661692,-3.3708955223880595,-0.1640547263681592,-3.3568407960199007,-3.3451492537313436,0.0
2019-01-11,1.0,-1.2010450360786267,-3.335406817616323,-0.1776561333665091,-3.3609106742970893,-3.365887036576263,0.0
2019-01-14,1.0,-1.2061932595448328,-3.3281930108195503,-0.1897773908717821,-3.3551797040169133,-3.3569207809973887,0.0
2019-01-15,1.0,-1.2056028014007003,-3.3304152076038016,-0.20697848924462228,-3.3713106553276635,-3.3918209104552277,0.0
2019-01-16,1.0,-1.1844211052763192,-3.3377094273568395,-0.18754688672168043,-3.3684671167791946,-3.424981245311328,0.0
2019-01-17,1.0,-1.2203237410071943,-3.409686536485097,-0.20799075025693728,-3.477132579650565,-3.5316032887975326,0.0
2019-01-18,1.0,-1.2316376849208408,-3.4005969374513367,-0.25746171814170776,-3.4928627043861926,-3.5944718401245783,0.0
2019-01-22,1.0,-1.1186910704381585,-3.7534664448141983,-0.04977814753189129,-3.9859955629506376,-3.957709373266778,0.0
2019-01-23,1.0,-1.0911476315426045,-3.647562491368596,-0.10040049716889933,-3.981218063803342,-3.990056622013534,0.0
2019-01-24,1.0,-1.1023524556335123,-3.6174164259182833,-0.10579171825560599,-3.9680836428669686,-3.9635438162058048,0.0
2019-01-25,1.0,-1.1738755568328783,-3.6408966805575513,-0.15964937491018824,-4.212961632418451,-4.1823537864635725,0.0
2019-01-28,1.0,-1.167716986536809,-3.56459467201375,-0.237324548839874,-4.208106559725008,-4.144944142079634,0.0
2019-01-29,1.0,-1.162548207398943,-3.51506927581774,-0.2473932295386373,-4.207256106270532,-4.151406941865448,0.0
2019-01-30,1.0,-1.1951480012206286,-3.7689960329569727,-0.21559353066829418,-4.5642355813243825,-4.513884650595056,0.0
2019-01-31,1.0,-1.0383359363907425,-3.564106204742297,-0.20616214681243786,-4.1723697288087465,-4.21737895783047,0.0
2019-02-01,1.0,-1.044967880085653,-3.5794432548179875,-0.2118486795146324,-4.20085653104925,-4.238543897216275,0.0
2019-02-04,1.0,-1.0427594070695554,-3.5791049030786772,-0.20994868871151653,-4.19327251995439,-4.228050171037628,0.0
2019-02-05,1.0,-1.030835734870317,-3.6524495677233424,-0.14207492795389048,-4.279827089337176,-4.304178674351585,0.0
2019-02-06,1.0,-1.0304122225425194,-3.6400980109541656,-0.13779187085615452,-4.289852983568752,-4.315220524646873,0.0
2019-02-07,1.0,-1.0322859613721533,-3.6406745459786682,-0.13836840588065724,-4.289564716056501,-4.31262611703661,0.0
2019-02-08,1.0,-1.0698573127229487,-3.730231866825208,-0.12187871581450654,-4.447235434007133,-4.4940546967895365,0.0
2019-02-11,1.0,-1.0849414982525454,-3.7951679076128255,-0.11077343868712962,-4.562680443701566,-4.641543838322444,0.0
2019-02-12,1.0,-1.119076923076923,-3.830923076923077,-0.09846153846153846,-4.639846153846154,-4.696461538461538,0.0
2019-02-13,1.0,-1.1042253521126761,-3.942566510172144,-0.11658841940532082,-4.721439749608765,-4.764475743348983,0.0
2019-02-14,1.0,-1.1127996240012532,-3.8704370985430048,-0.16058279805733983,-4.744007519974934,-4.778630737897541,0.0
2019-02-15,1.0,-1.113607793840352,-3.9233186675047143,-0.14582023884349465,-4.748428661219359,-4.782212445003142,0.0
2019-02-19,1.0,-1.0838600277478032,-3.824880530291352,-0.12147371666409743,-4.685370741482966,-4.699861260983505,0.0
2019-02-20,1.0,-1.0853395061728397,-3.844598765432099,-0.11913580246913581,-4.684104938271606,-4.69891975308642,0.0
2019-02-21,1.0,-1.0969197261978842,-3.86403235843186,-0.12632233976353455,-4.728531425015556,-4.7411325451151205,0.0
2019-02-22,1.0,-1.0993874425727415,-3.7660030627871364,-0.1669218989280245,-4.6442572741194486,-4.6373660030627875,0.0
2019-02-25,1.0,-1.0876708122217105,-3.7535697835099033,-0.20006141563027793,-4.660678642714571,-4.6519269153999705,0.0
2019-02-26,1.0,-1.0872833256634453,-3.747967479674797,-0.20631998772817917,-4.655161834637215,-4.642890013805799,0.0
2019-02-27,1.0,-1.0916218293620292,-3.7563412759415837,-0.2089162182936203,-4.667794004611838,-4.648116833205227,0.0
2019-02-28,1.0,-1.0838719606032627,-3.756694367497692,-0.21068020929516776,-4.6735918744228995,-4.664666051092644,0.0
2019-03-01,1.0,-1.0818378712871288,-3.7755259900990095,-0.2266398514851485,-4.708384900990099,-4.677908415841584,0.0
2019-03-04,1.0,-1.0689228867253902,-3.772832637923041,-0.21511358368103847,-4.711945603461598,-4.684747334260546,0.0
2019-03-05,1.0,-1.110904296572049,-3.7513572204125953,-0.20443617186288196,-4.747169225996587,-4.697223514813091,0.0
2019-03-06,1.0,-1.1130057355448768,-3.742365524724849,-0.21128507208184777,-4.744690745620835,-4.690125561928383,0.0
2019-03-07,1.0,-1.1143514965464314,-3.6543361473522644,-0.2158096699923254,-4.725095932463546,-4.63960092095165,0.0
2019-03-08,1.0,-1.0948986058301649,-3.7122940430925224,-0.345532319391635,-4.9073193916349815,-4.7826362484157166,0.0
2019-03-11,1.0,-1.0939217588102166,-3.7680245716133203,-0.40236016812156483,-4.985774329130295,-4.915454251535726,0.0
2019-03-12,1.0,-1.094823336072309,-3.6793755135579294,-0.5492193919474117,-5.0565324568611345,-5.053738701725555,0.0
2019-03-13,1.0,-1.146970705725699,-3.7180426098535286,-0.6398135818908123,-5.07190412782956,-5.067743009320906,0.0
2019-03-14,1.0,-1.1537315902697336,-3.6900546086380936,-0.6574549065033924,-5.026311434717856,-5.020354128744001,0.0
2019-03-15,1.0,-1.1842501253970907,-3.6941982945995653,-0.6920247450259154,-5.069887978598897,-5.079418157498746,0.0
2019-03-18,1.0,-1.2146419665122907,-3.964018525115782,-0.82703954399715,-5.401496259351621,-5.405415033843961,0.0
2019-03-19,1.0,-1.2178610010803026,-4.011163125675189,-0.8422758372344257,-5.4549873964710125,-5.478934101548434,0.0
2019-03-20,1.0,-1.2343043242265244,-4.040528315541885,-0.8391532476931427,-5.469151438393341,-5.509860683915325,0.0
2019-03-21,1.0,-1.2514430014430014,-4.021825396825396,-0.8481240981240981,-5.4689754689754695,-5.447150072150071,0.0
2019-03-22,1.0,-1.249771939427112,-4.018974639664295,-0.9573070607553367,-5.5586571793468345,-5.460135011859149,0.0
2019-03-25,1.0,-1.1845364472753006,-3.6610049539985843,-1.105095541401274,-5.439313517338995,-5.302724699221514,0.0
2019-03-26,1.0,-1.1938278289117488,-3.739758166395957,-1.1844432412921855,-5.512723335138062,-5.4163508391987,0.0
2019-03-27,1.0,-1.1979522184300342,-3.689599425184121,-1.1834021914855397,-5.499012035207473,-5.392850727501347,0.0
2019-03-28,1.0,-1.164425318271472,-3.6654115115653574,-1.2347140039447733,-5.46763492917339,-5.398601398601399,0.0
2019-03-29,1.0,-1.1560756075607561,-3.6595859585958594,-1.263186318631863,-5.491449144914491,-5.431503150315031,0.0
2019-04-01,1.0,-1.1419308357348703,-3.6896613832853027,-1.2550432276657062,-5.4965778097982705,-5.428134005763689,0.0
2019-04-02,1.0,-1.1754672473235348,-3.7160225004536382,-1.3834149882054074,-5.509889312284521,-5.360914534567229,0.0
2019-04-03,1.0,-1.1741573033707866,-3.712939470822762,-1.381841246828561,-5.5,-5.353570134106561,0.0
2019-04-04,1.0,-1.190666424550572,-3.714908298529145,-1.3684401670601052,-5.511530779008535,-5.373161430906119,0.0
2019-04-05,1.0,-1.2320058458165877,-3.702594081110705,-1.380343441724516,-5.548958713920351,-5.404274753379613,0.0
2019-04-08,1.0,-1.243681977494927,-3.7111234089651353,-1.4012174875484227,-5.6233167312304,-5.467441431470208,0.0
2019-04-09,1.0,-1.3055555555555554,-3.666107382550335,-1.4394108873974647,-5.730984340044743,-5.5007457121551075,0.0
2019-04-10,1.0,-1.317857142857143,-3.644172932330827,-1.4915413533834587,-5.808082706766918,-5.535338345864663,0.0
2019-04-11,1.0,-1.3588732394366196,-3.5769014084507043,-1.5325821596244131,-5.817089201877934,-5.493896713615023,0.0
2019-04-12,1.0,-1.3556058890147225,-3.59437523593809,-1.5386938467346167,-5.860135900339752,-5.5266138165345415,0.0
2019-04-15,1.0,-1.3573876618431076,-3.6348057882711347,-1.5607387661843108,-5.900418888042651,-5.587014470677838,0.0
2019-04-16,1.0,-1.3569248378481495,-3.6472720335749713,-1.559900801220908,-5.914536436474627,-5.598054177794735,0.0
2019-04-17,1.0,-1.350313628587721,-3.585440030412469,-1.577646835202433,-5.909332826458848,-5.584869796616614,0.0
2019-04-18,1.0,-1.3339654845439028,-3.5839180732031104,-1.5473165181111321,-5.904229091598711,-5.595107149630192,0.0
2019-04-22,1.0,-1.3604031951312285,-3.597755800684671,-1.5237732978318752,-5.922403955876759,-5.614302015975657,0.0
2019-04-23,1.0,-1.3688133002102043,-3.6204853812344733,-1.534301547869291,-5.962163195107968,-5.623542900821708,0.0
2019-04-24,1.0,-1.3586153247763517,-3.6254375729288215,-1.58829249319331,-6.09704395176974,-5.7782963827304545,0.0
2019-04-25,1.0,-1.3458837300039015,-3.6256340226297303,-1.6344127975029261,-6.121732344908311,-5.780725712056183,0.0
2019-04-26,1.0,-1.3587084148727986,-3.6090019569471625,-1.6467710371819961,-6.15518590998043,-5.799804305283758,0.0
2019-04-29,1.0,-1.3638318670576735,-3.588660801564027,-1.6404692082111436,-6.147214076246334,-5.810361681329423,0.0
2019-04-30,1.0,-1.3616481156024214,-3.5887521968365554,-1.6381566100371023,-6.140206990822105,-5.79867213434876,0.0
2019-05-01,1.0,-1.331009759012149,-3.6026687910774746,-1.687711611232822,-6.3322047400916155,-5.962756423023302,0.0
2019-05-02,1.0,-1.328838800563494,-3.645803984705172,-1.6816260817065807,-6.3902193600322,-6.078285369289596,0.0
2019-05-03,1.0,-1.33010101010101,-3.6416161616161613,-1.6830303030303029,-6.433737373737373,-6.113737373737374,0.0
2019-05-06,1.0,-1.343295803480041,-3.5690890481064486,-1.7619242579324461,-6.557830092118731,-6.2388945752302964,0.0
2019-05-07,1.0,-1.3113246970330128,-3.663184287505224,-1.815921437526118,-6.715837860426243,-6.38800668616799,0.0
2019-05-08,1.0,-1.2836705497649705,-3.5612098916819943,-1.833435520130799,-6.524627018189249,-6.234212139791539,0.0
2019-05-09,1.0,-1.2967952643396612,-3.5478669116146153,-1.8409879567258627,-6.519493774239641,-6.206981016533987,0.0
2019-05-10,1.0,-1.2932545343386999,-3.5406562054208273,-1.8414509883839412,-6.511717953943346,-6.191970654167515,0.0
2019-05-13,1.0,-1.2820720356131121,-3.513354917037637,-1.8265884257385674,-6.460542290570619,-6.1523674625657625,0.0
2019-05-14,1.0,-1.138900372054568,-3.3794956593633736,-2.233980983877635,-6.641380735841256,-6.27594047126912,0.0
2019-05-15,1.0,-1.1001243781094527,-3.404228855721393,-2.2893864013267,-6.680555555555556,-6.255389718076285,0.0
2019-05-16,1.0,-1.0576292042657915,-3.384741591468417,-2.306603773584906,-6.584495488105005,-6.175143560295324,0.0
2019-05-17,1.0,-1.0770194113963683,-3.4253809225631393,-2.366938008766437,-6.668127739511584,-6.335211855562513,0.0
2019-05-20,1.0,-1.0767766497461928,-3.4048223350253806,-2.4513536379018612,-6.77982233502538,-6.437817258883248,0.0
2019-05-21,1.0,-1.039677487799703,-3.423933800127308,-2.4928920008487165,-6.798217695735201,-6.4633991088478675,0.0
2019-05-22,1.0,-0.9813025210084033,-3.3546218487394954,-2.484453781512605,-6.768697478991595,-6.41953781512605,0.0
2019-05-23,1.0,-0.9894714676774058,-3.343440724363024,-2.544325121078122,-6.794904190355864,-6.3849231417140455,0.0
2019-05-24,1.0,-0.9856145546858472,-3.2576687116564416,-2.6551724137931036,-6.822720541569707,-6.433890416754813,0.0
2019-05-28,1.0,-0.9900927487352444,-3.231661045531197,-2.641863406408094,-6.798903878583474,-6.416736930860034,0.0
2019-05-29,1.0,-1.0538599640933572,-3.4582585278276476,-2.7993716337522443,-7.327423698384202,-6.802737881508079,0.0
2019-05-30,1.0,-1.0620857269111799,-3.406098099867432,-2.7421564295183383,-7.191338930623067,-6.692885550154662,0.0
2019-05-31,1.0,-1.066135810661358,-3.4129617341296172,-2.7458526874585267,-7.200176952001769,-6.693651846936518,0.0
2019-06-03,1.0,-1.0452261306532664,-3.378632291894254,-2.797902556259559,-7.112956084771685,-6.513436748962203,0.0
2019-06-04,1.0,-1.1063782829397484,-3.3804899580666516,-2.8362392407856984,-7.21672919885235,-6.5303465018759645,0.0
