Date,IWF,IWM,MTUM,NLR,SPY,VLUE,VXX
2018-09-24,-0.10791101085138656,-0.32968379292909644,-0.0,1.0,-0.2759908210493563,-0.23110730815604216,0.0
2018-09-25,-0.10828731430349228,-0.329489772108579,-0.0,1.0,-0.2758419537994867,-0.23084700941121572,0.0
2018-09-26,-0.10709973906609027,-0.3291856525295011,-0.0,1.0,-0.2767067803871169,-0.23427581103711492,0.0
2018-09-27,-0.10709695010322128,-0.3293927472441865,-0.0,1.0,-0.27673041716978924,-0.2343317882600397,0.0
2018-09-28,-0.11051634203997109,-0.32912653603454,-0.0,1.0,-0.27835192529353153,-0.23562623322327933,0.0
2018-10-01,-0.11026824118245092,-0.3303550480957222,-0.0,1.0,-0.27838820677250325,-0.23607961210604517,0.0
2018-10-02,-0.10984989334011781,-0.33457932951053876,-0.0,1.0,-0.27745268802473727,-0.23516057694189482,0.0
2018-10-03,-0.10953800298062594,-0.3262020550631422,-0.0,1.0,-0.2823554788610872,-0.24282296650717705,0.0
2018-10-04,-0.1141145270602102,-0.3215794126313722,-0.0,1.0,-0.28867498281111875,-0.2400942932914252,0.0
2018-10-05,-0.1054338693604799,-0.3159499013267161,-0.0,1.0,-0.29021669043943804,-0.2423259540045722,0.0
2018-10-08,-0.10317988031446787,-0.31429186060155667,-0.0,1.0,-0.29520475613095004,-0.24296945281026322,0.0
2018-10-09,-0.10187321575221932,-0.3141058230026202,-0.0,1.0,-0.2956083062844629,-0.24375268859254626,0.0
2018-10-10,-0.10235512557412292,-0.3135541874328153,-0.0,1.0,-0.29588585947424995,-0.24266588488224372,0.0
2018-10-11,-0.0698275698180643,-0.30394859413319136,-0.0,1.0,-0.2836828197182563,-0.24364555806923824,0.0
2018-10-12,-0.06626517432721626,-0.3027668882449861,-0.0,1.0,-0.28299528435884325,-0.241804442929379,0.0
2018-10-15,-0.045261722596772976,-0.3245019316718431,-0.0,1.0,-0.28037648662980075,-0.2436557836527536,0.0
2018-10-16,-0.04158611016338754,-0.3312672959551158,-0.0,1.0,-0.2796921793851169,-0.242920504947117,0.0
2018-10-17,-0.03635851183765502,-0.3213453588876362,-0.0,1.0,-0.2775836151822623,-0.24366779406238254,0.0
2018-10-18,-0.03663740436490779,-0.3223302065905972,-0.0,1.0,-0.2770456980656804,-0.24377314510216738,0.0
2018-10-19,-0.029252639826872127,-0.31659266445281886,-0.0,1.0,-0.27730308570575724,-0.24245363978956005,0.0
2018-10-22,-0.029395223276217613,-0.30756252109032284,-0.0,1.0,-0.28667841475760186,-0.2510592028795321,0.0
2018-10-23,-0.028970017438262927,-0.3076447094560387,-0.0,1.0,-0.2871313119948998,-0.2513359959498228,0.0
2018-10-24,-0.028867338292062894,-0.3134733075981546,-0.0,1.0,-0.2890311646737595,-0.2516900480180774,0.0
2018-10-25,-0.009408010563380281,-0.28955765845070425,-0.0,1.0,-0.2983788145539906,-0.23657570422535212,0.0
2018-10-26,-0.002202041893392054,-0.28400880816757357,-0.0,1.0,-0.3008607981946896,-0.2328158838195417,0.0
2018-10-29,-0.004326238545507649,-0.2836698185535395,-0.0,1.0,-0.3051002153992188,-0.23232083531086853,0.0
2018-10-30,-0.0,-0.28331323760458915,-0.0,1.0,-0.30417625780993096,-0.23937666703204358,0.0
2018-10-31,-0.0,-0.27320608052886797,-0.0,1.0,-0.3049526888360182,-0.23800875392746226,0.0
2018-11-01,-0.0,-0.27487025006351395,-0.0,1.0,-0.30297971182811306,-0.23683446448662576,0.0
2018-11-02,-0.0,-0.26349252221660285,-0.0,1.0,-0.30745610866266887,-0.23529730510801242,0.0
2018-11-05,-0.0,-0.2618242937955215,-0.0,1.0,-0.3079105745423,-0.23757025898682477,0.0
2018-11-06,-0.0,-0.2594114118481086,-0.0,1.0,-0.3130896333593878,-0.24525112246196357,0.0
2018-11-07,-0.0,-0.25950034546710793,-0.0,1.0,-0.3133386668606131,-0.2454089239608713,0.0
2018-11-08,-0.0,-0.2565519732683103,-0.0,1.0,-0.3055359884403504,-0.24410728799783257,0.0
2018-11-09,-0.0,-0.25655660718156204,-0.0,1.0,-0.3056137562314861,-0.24405751029549885,0.0
2018-11-12,-0.0,-0.2549433499314426,-0.0,1.0,-0.30574799740203507,-0.24345096341199396,0.0
2018-11-13,-0.0,-0.25234568788870115,-0.0,1.0,-0.3042384153575152,-0.24087788043282884,0.0
2018-11-14,-0.0,-0.2522556526115245,-0.0,1.0,-0.304270462633452,-0.24082461626945614,0.0
2018-11-15,-0.0,-0.2519748653500897,-0.0,1.0,-0.30452423698384196,-0.2388330341113106,0.0
2018-11-16,-0.0,-0.24651887958997148,-0.0,1.0,-0.3034354223042598,-0.24212827727101666,0.0
2018-11-19,-0.0,-0.24954082183887352,-0.0,1.0,-0.3069290884863327,-0.24421075377246373,0.0
2018-11-20,-0.0,-0.24374899177286657,-0.0,1.0,-0.30320302557760215,-0.2454517753759567,0.0
2018-11-21,-0.0,-0.24129530177472705,-0.0,1.0,-0.3042109755663834,-0.23277732332752427,0.0
2018-11-23,-0.0,-0.2354529786969422,-0.0,1.0,-0.3074285308174759,-0.23383614945898404,0.0
2018-11-26,-0.0,-0.23378614468570616,-0.0,1.0,-0.3114593361143794,-0.2374763789353585,0.0
2018-11-27,-0.0,-0.23376206361382162,-0.0,1.0,-0.3122357600299695,-0.23791854719303562,0.0
2018-11-28,-0.0,-0.23305976806422837,-0.0,1.0,-0.3127564674397859,-0.2383050847457627,0.0
2018-11-29,-0.0,-0.2275177304964539,-0.0,1.0,-0.3081382978723404,-0.23737588652482272,0.0
2018-11-30,-0.0,-0.22759770787872335,-0.0,1.0,-0.30792839782142034,-0.2385793105895293,0.0
2018-12-03,-0.0,-0.2277055662936889,-0.0,1.0,-0.3074495061443796,-0.23811465962087494,0.0
2018-12-04,-0.0,-0.22809232520093892,-0.0,1.0,-0.3103705811224127,-0.23975745074329613,0.0
2018-12-06,-0.0,-0.1992140633965676,-0.0,1.0,-0.31207942828328494,-0.2274869155465911,0.0
2018-12-07,-0.0,-0.19934555201643084,-0.0,1.0,-0.3117678798322107,-0.2294223104102484,0.0
2018-12-10,-0.0,-0.19867172675521821,-0.0,1.0,-0.30841814731757805,-0.21792306365361394,0.0
2018-12-11,-0.0,-0.19860603132979088,-0.0,1.0,-0.3099510040714926,-0.21665171485749773,0.0
2018-12-12,-0.0,-0.19865081692862444,-0.0,1.0,-0.30998429978778835,-0.216662928520902,0.0
2018-12-13,-0.0,-0.2010061544844755,-0.0,1.0,-0.3095221630592629,-0.21825945646912387,0.0
2018-12-14,-0.0,-0.1939872761219833,-0.0,1.0,-0.3156247839015283,-0.21917571398935068,0.0
2018-12-17,-0.0,-0.19182259898687068,-0.0,1.0,-0.30896998518212204,-0.2221992487680485,0.0
2018-12-18,-0.0,-0.19318985899936145,-0.0,1.0,-0.31051205495055484,-0.22211483699497783,0.0
2018-12-19,-0.0,-0.19369213762608817,-0.0,1.0,-0.3111786651927594,-0.2223642393256874,0.0
2018-12-20,-0.0,-0.19135291683905667,-0.0,1.0,-0.31135360639911736,-0.22117638946352225,0.0
2018-12-21,-0.0,-0.19126630061770764,-0.0,1.0,-0.3130576527110501,-0.2115305422100206,0.0
2018-12-24,-0.0,-0.19732441471571907,-0.0,1.0,-0.3176050753370341,-0.20903010033444816,0.0
2018-12-26,-0.0,-0.1966260155589671,-0.0,1.0,-0.3190795715246753,-0.20923533368982114,0.0
2018-12-27,-0.0,-0.18681430485137268,-0.0,1.0,-0.29959472979159957,-0.2092822138944941,0.0
2018-12-28,-0.0,-0.1876059106622382,-0.0,1.0,-0.2988544702772317,-0.20811021487155157,0.0
2018-12-31,-0.0,-0.1879099089938482,-0.0,1.0,-0.29874421678783875,-0.20804311352890334,0.0
2019-01-02,-0.0,-0.18766410868865513,-0.0,1.0,-0.29830089275126626,-0.20804323152242044,0.0
2019-01-03,-0.0,-0.18755081300813006,-0.0,1.0,-0.30423441734417345,-0.20198170731707316,0.0
2019-01-04,-0.0,-0.18828388401888066,-0.0,1.0,-0.294807821982468,-0.20268037761294674,0.0
2019-01-07,-0.0,-0.18688160463081377,-0.0,1.0,-0.29432254156289966,-0.20150434138789794,0.0
2019-01-08,-0.0,-0.1753615137282629,-0.0,1.0,-0.30675218423311956,-0.20130296449674262,0.0
2019-01-09,-0.0,-0.17487755205089794,-0.0,1.0,-0.3066668910844428,-0.2015888778550149,0.0
2019-01-10,-0.0,-0.17350852989669907,-0.0,1.0,-0.30801843938221335,-0.2009152394091322,0.0
2019-01-11,-0.0,-0.17558976780264068,-0.0,1.0,-0.30907373994570264,-0.20157496248081885,0.0
2019-01-14,-0.0,-0.17818960574685508,-0.0,1.0,-0.3109844524636606,-0.19710970962193516,0.0
2019-01-15,-0.0,-0.18653263938497125,-0.0,1.0,-0.31355240330645984,-0.20076878593053712,0.0
2019-01-16,-0.0,-0.18616786212054257,-0.0,1.0,-0.3068803752931978,-0.20664921643947376,0.0
2019-01-17,-0.0,-0.1862132228035605,-0.0,1.0,-0.3067201195895903,-0.2057994156417748,0.0
2019-01-18,-0.0,-0.18723244589224497,-0.0,1.0,-0.30707963092456464,-0.21121211604386608,0.0
2019-01-22,-0.0,-0.15113154988544397,-0.0,1.0,-0.34350327185218155,-0.15366991379452438,0.0
2019-01-23,-0.0,-0.12269857752723798,-0.0,1.0,-0.3444427961561918,-0.18113039608366713,0.0
2019-01-24,-0.0,-0.11612296731206914,-0.0,1.0,-0.3562357753075832,-0.17689745027542303,0.0
2019-01-25,-0.0,-0.09052777594292886,-0.0,1.0,-0.3868815641720061,-0.17395468657110774,0.0
2019-01-28,-0.0,-0.07807877295340727,-0.0,1.0,-0.40452539543493715,-0.17018990793844935,0.0
2019-01-29,-0.0,-0.07953944760142724,-0.0,1.0,-0.40689837452094624,-0.16547178538390378,0.0
2019-01-30,-0.0,-0.07751783969933276,-0.0,1.0,-0.4067617013526714,-0.1713770095531383,0.0
2019-01-31,-0.0,-0.07852779019520191,-0.0,1.0,-0.40273845593470087,-0.17439030447523965,0.0
2019-02-01,-0.0,-0.07833750227773452,-0.0,1.0,-0.40454221677406527,-0.1736544800967416,0.0
2019-02-04,-0.0,-0.07379664996610281,-0.0,1.0,-0.4104866312813135,-0.1692378920912082,0.0
2019-02-05,-0.0,-0.07441729851165403,-0.0,1.0,-0.4111865470703867,-0.16627847432148934,0.0
2019-02-06,-0.0,-0.06705934909578253,-0.0,1.0,-0.4190340674068069,-0.16848392594185874,0.0
2019-02-07,-0.0,-0.06778763405269429,-0.0,1.0,-0.42224943730967823,-0.1649510128425791,0.0
2019-02-08,-0.0,-0.06708762160460068,-0.0,1.0,-0.42869454250153305,-0.1615041681168067,0.0
2019-02-11,-0.0,-0.07325590972737007,-0.0,1.0,-0.4220245449304011,-0.15203031051807925,0.0
2019-02-12,-0.0,-0.06537819526724052,-0.0,1.0,-0.416440284096488,-0.15468202795142866,0.0
2019-02-13,-0.0,-0.06897003010077216,-0.0,1.0,-0.414245517602408,-0.1527123413165816,0.0
2019-02-14,-0.0,-0.06118800839674627,-0.0,1.0,-0.4247736814484388,-0.154027814221989,0.0
2019-02-15,-0.0,-0.08429614113180374,-0.0,1.0,-0.41058161228029977,-0.14160638889798055,0.0
2019-02-19,-0.0,-0.08090784223951862,-0.0,1.0,-0.4134835502648963,-0.14078749427693113,0.0
2019-02-20,-0.0,-0.08108860013746604,-0.0,1.0,-0.4120871927470297,-0.14334107943573463,0.0
2019-02-21,-0.0,-0.08310956840657542,-0.0,1.0,-0.41155281943807714,-0.14262558124304148,0.0
2019-02-22,-0.0,-0.0766500948518349,-0.0,1.0,-0.4196703081049258,-0.13905606070517432,0.0
2019-02-25,-0.0,-0.07542435424354244,-0.0,1.0,-0.4238786387863879,-0.1406970069700697,0.0
2019-02-26,-0.0,-0.07597054337307901,-0.0,1.0,-0.4236440274884781,-0.14050942251234194,0.0
