Date,EMD,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.12639461729990686,-0.2971508942656758,-0.0,-0.24965312755402658,-0.22745329101172715,0.0
2018-09-25,1.0,-0.1283634843417452,-0.29649969595621767,-0.0,-0.24918288233505623,-0.226227576771055,0.0
2018-09-26,1.0,-0.12748640322519303,-0.29608641083178033,-0.0,-0.24962917886890046,-0.22846384969383485,0.0
2018-09-27,1.0,-0.12978274505331583,-0.29201117636996066,-0.0,-0.25019482617703526,-0.228754442987208,0.0
2018-09-28,1.0,-0.1288286404167538,-0.29319162689887257,-0.0,-0.25028043424529917,-0.22894841911135613,0.0
2018-10-01,1.0,-0.1291475727786123,-0.29288281264855204,-0.0,-0.25046110551235,-0.22895552470955108,0.0
2018-10-02,1.0,-0.1323420215905413,-0.28248576813967213,-0.0,-0.2552786398339775,-0.23382137349351714,0.0
2018-10-03,1.0,-0.13202771116440182,-0.27924327204902744,-0.0,-0.25627117353736056,-0.23571618895359903,0.0
2018-10-04,1.0,-0.13497201172841855,-0.2754084002894025,-0.0,-0.2602147671451963,-0.23336887399565895,0.0
2018-10-05,1.0,-0.13120506838141843,-0.27269106014909233,-0.0,-0.25984939016293934,-0.2330848460706766,0.0
2018-10-08,1.0,-0.1306597426226712,-0.2720087940412789,-0.0,-0.2598790819324147,-0.2327388510888312,0.0
2018-10-09,1.0,-0.13945811867964128,-0.27727532913566116,-0.0,-0.2608662468994467,-0.23043312344972333,0.0
2018-10-10,1.0,-0.13943995116740424,-0.2770868304593316,-0.0,-0.2608347321837326,-0.23016175797344726,0.0
2018-10-11,1.0,-0.10496130074057576,-0.26857471648384285,-0.0,-0.24828776657943094,-0.23425580488891362,0.0
2018-10-12,1.0,-0.10754087543075004,-0.26297749101840306,-0.0,-0.23885548793899847,-0.2236234328029914,0.0
2018-10-15,1.0,-0.09939489223231751,-0.2690078791978209,-0.0,-0.23665015264803205,-0.22306721997769693,0.0
2018-10-16,1.0,-0.0940833608270098,-0.2799406136588585,-0.0,-0.23631731368451922,-0.22257047545731148,0.0
2018-10-17,1.0,-0.08663828245312075,-0.26554941570794455,-0.0,-0.23426034966935408,-0.22531026361083428,0.0
2018-10-18,1.0,-0.08716860697058718,-0.2671453958582672,-0.0,-0.23350741667573352,-0.22554673049722557,0.0
2018-10-19,1.0,-0.08040662108672185,-0.2606693055055776,-0.0,-0.23359121986326017,-0.22452320978769344,0.0
2018-10-22,1.0,-0.08085137033168871,-0.2625238592573919,-0.0,-0.23315446393200567,-0.22418698455000544,0.0
2018-10-23,1.0,-0.08141439965432189,-0.26248132077849595,-0.0,-0.2326305745098392,-0.22388059701492538,0.0
2018-10-24,1.0,-0.08075483917392243,-0.26217888752968266,-0.0,-0.23242426422968987,-0.22360941210333163,0.0
2018-10-25,1.0,-0.06698152960179789,-0.24248542734742612,-0.0,-0.23562047896621957,-0.21065383805042492,0.0
2018-10-26,1.0,-0.06326437906212873,-0.23915018519812706,-0.0,-0.23642462785659377,-0.20833042141309666,0.0
2018-10-29,1.0,-0.06433055307838921,-0.23840248998933358,-0.0,-0.23822763118781584,-0.20760985504205354,0.0
2018-10-30,1.0,-0.06583757499431529,-0.23851253257770547,-0.0,-0.23828514456630107,-0.20652078851165798,0.0
2018-10-31,1.0,-0.06864399408541359,-0.22854657736800904,-0.0,-0.23787074889101506,-0.20452291902235364,0.0
2018-11-01,1.0,-0.062039482830529694,-0.2335777839566245,-0.0,-0.23757472542749897,-0.20459126928958712,0.0
2018-11-02,1.0,-0.06221442346114422,-0.23301308222866968,-0.0,-0.23766917423860734,-0.2044684584513282,0.0
2018-11-05,1.0,-0.06089237021727426,-0.236552790176633,-0.0,-0.23792486583184258,-0.20143460062177607,0.0
2018-11-06,1.0,-0.05984391566579181,-0.23588201553890809,-0.0,-0.23920184937340308,-0.20320511706325065,0.0
2018-11-07,1.0,-0.05967893255498801,-0.23586643038326557,-0.0,-0.23878522533792004,-0.2030473609228952,0.0
2018-11-08,1.0,-0.056535143935982274,-0.2352686458585929,-0.0,-0.23727786053278832,-0.20301728617452455,0.0
2018-11-09,1.0,-0.05624263839811542,-0.2352767962308598,-0.0,-0.23770179449871817,-0.2029377121873484,0.0
2018-11-12,1.0,-0.056039097848236796,-0.2298725520671433,-0.0,-0.23935343487721478,-0.2016889441508652,0.0
2018-11-13,1.0,-0.047959288578184434,-0.226911346424043,-0.0,-0.23924814091360816,-0.1993249031904321,0.0
2018-11-14,1.0,-0.047650063419149145,-0.22733193925473927,-0.0,-0.23941585821535083,-0.19963319735353605,0.0
2018-11-15,1.0,-0.04736715968227883,-0.2272493837304848,-0.0,-0.23996850178033416,-0.19725760065735415,0.0
2018-11-16,1.0,-0.04705781731098187,-0.2260006842285323,-0.0,-0.2396510434485118,-0.19786178583646938,0.0
2018-11-19,1.0,-0.047619047619047616,-0.22579707170224408,-0.0,-0.23930966064586753,-0.1977285166940339,0.0
2018-11-20,1.0,-0.03958844371763423,-0.22330675933496869,-0.0,-0.23967702371218313,-0.20090624148269284,0.0
2018-11-21,1.0,-0.03953085749202254,-0.22179034557675334,-0.0,-0.2388655034286102,-0.19714508792178695,0.0
2018-11-23,1.0,-0.04009157975069957,-0.21706096837106756,-0.0,-0.24102433647078775,-0.19774442465869582,0.0
2018-11-26,1.0,-0.03966020075963104,-0.21961475854584916,-0.0,-0.23984332609875203,-0.19646975040694523,0.0
2018-11-27,1.0,-0.03744083840432725,-0.21987829614604462,-0.0,-0.23823529411764707,-0.19479377958079783,0.0
2018-11-28,1.0,-0.034766215458822324,-0.2338185091458754,-0.0,-0.2357886513018224,-0.1940250343925678,0.0
2018-11-29,1.0,-0.025540241906914757,-0.23004774034649705,-0.0,-0.23519290136473284,-0.19617402452807908,0.0
2018-11-30,1.0,-0.025321367117649048,-0.23005162117480346,-0.0,-0.23512939033030805,-0.19648098788758056,0.0
