Date,IWF,IWM,MTUM,NTB,SPY,VLUE,VXX
2018-09-24,-0.3473025536952477,-0.8372738034838492,-0.1542026044309149,1.0,-0.5450363605614746,-0.4985624894300693,0.0
2018-09-25,-0.3503247192531457,-0.8352726288729535,-0.15857123528615882,1.0,-0.5431606007306183,-0.4951630361250169,0.0
2018-09-26,-0.3500456713691262,-0.8351432727764808,-0.15768463073852293,1.0,-0.5435907845326295,-0.49660002029838624,0.0
2018-09-27,-0.35394189467987963,-0.8266310413636825,-0.16024622044847295,1.0,-0.5443568843643252,-0.4969053336490006,0.0
2018-09-28,-0.350633511755539,-0.8320346906972017,-0.16098651670167355,1.0,-0.5456331729791992,-0.49847550647062805,0.0
2018-10-01,-0.3504218479991868,-0.8325144851421408,-0.16128485752041474,1.0,-0.5454884288279741,-0.49866160674956794,0.0
2018-10-02,-0.3505063549242166,-0.8505743220281383,-0.1564942567797186,1.0,-0.5440766668932236,-0.4967035954597975,0.0
2018-10-03,-0.35137801973460364,-0.855427015991834,-0.1572984008166043,1.0,-0.5434161279346716,-0.49493024838380406,0.0
2018-10-04,-0.3501467476622756,-0.8630468909972016,-0.15722476281482492,1.0,-0.5419766568834892,-0.500341273633199,0.0
2018-10-05,-0.33623770463905245,-0.8579354004288486,-0.14359620162690173,1.0,-0.5527041285184303,-0.5130526530751166,0.0
2018-10-08,-0.33459157994967015,-0.8554376657824934,-0.13867918111949942,1.0,-0.5584234509963953,-0.5135686594572536,0.0
2018-10-09,-0.3316397858628568,-0.8594469260408498,-0.1276298291676612,1.0,-0.5668496607222014,-0.5242609199713575,0.0
2018-10-10,-0.3331514882880426,-0.8581949606191823,-0.12939411503972176,1.0,-0.5677997886051349,-0.5210201507040813,0.0
2018-10-11,-0.2860329615448643,-0.8680539370734144,-0.06445813217912436,1.0,-0.5642084235059097,-0.546695521891127,0.0
2018-10-12,-0.287475280158207,-0.8649637442320369,-0.060547132498352016,1.0,-0.5513843111404086,-0.5316084377059986,0.0
2018-10-15,-0.27083813601185575,-0.8953400296393875,-0.036258850650419894,1.0,-0.5533344310884242,-0.537493825127614,0.0
2018-10-16,-0.2687211601845748,-0.9062623599208964,-0.028543177323665125,1.0,-0.5544495715227423,-0.5380026367831245,0.0
2018-10-17,-0.2549153423678138,-0.8750446849306165,-0.014559162848136232,1.0,-0.5552305742419811,-0.550063371356147,0.0
2018-10-18,-0.2531765165830456,-0.8732325535935362,-0.01645272691731283,1.0,-0.5622597250276927,-0.5528116244217111,0.0
2018-10-19,-0.24130786662350273,-0.8662350275169958,-0.005147296859825186,1.0,-0.5688248624150211,-0.5557785691162188,0.0
2018-10-22,-0.24038555155291597,-0.874371206958102,-0.012559633920747736,1.0,-0.5650861649303864,-0.5530133385259468,0.0
2018-10-23,-0.24090717368028292,-0.8739495798319328,-0.014048862788358586,1.0,-0.563576782064177,-0.5520586613023588,0.0
2018-10-24,-0.24015569250729804,-0.8749270191372039,-0.011903989620499513,1.0,-0.5641907233214402,-0.5524164774570223,0.0
2018-10-25,-0.42156659048410555,-1.1501350509038022,-0.027841263245377106,1.0,-0.7537502597132765,-0.8021192603365884,0.0
2018-10-26,-0.4044160371876816,-1.1498298331534822,-0.0,1.0,-0.7885780692288538,-0.8075869511081598,0.0
2018-10-29,-0.38319841400958204,-1.1584751362960517,-0.0,1.0,-0.777672228646952,-0.8108376011894928,0.0
2018-10-30,-0.38199463142680157,-1.1584142060706173,-0.0,1.0,-0.7776171794342349,-0.8116456741689035,0.0
2018-10-31,-0.3836116696073202,-1.1410693036806039,-0.0,1.0,-0.7732140658979935,-0.8053834475401092,0.0
2018-11-01,-0.3896013152486642,-1.1385121249486232,-0.0,1.0,-0.7751746814632141,-0.8067817509247842,0.0
2018-11-02,-0.39401740836091703,-1.1101712230803809,-0.0,1.0,-0.781414735809734,-0.8008663315761513,0.0
2018-11-05,-0.3869328196089683,-1.1387875558470304,-0.0,1.0,-0.7873099151535025,-0.7858343238922819,0.0
2018-11-06,-0.39233449477351917,-1.14326706292273,-0.0,1.0,-0.783685181389629,-0.7799549087927854,0.0
2018-11-07,-0.3913257358366812,-1.1449536771337214,-0.0,1.0,-0.7826924653603345,-0.780396818889891,0.0
2018-11-08,-0.36553546027230244,-1.1447266815687869,-0.0,1.0,-0.7715504978662874,-0.7824019508230035,0.0
2018-11-09,-0.3664457365917131,-1.1451225958606106,-0.0,1.0,-0.7716016752734518,-0.783027690806327,0.0
2018-11-12,-0.365529535694028,-1.1262863625313995,-0.0,1.0,-0.7795154363503767,-0.7801636820354915,0.0
2018-11-13,-0.3396544797107272,-1.124387304138208,-0.0,1.0,-0.7786661309762957,-0.7750100441944555,0.0
2018-11-14,-0.3385154456482339,-1.1288815498006362,-0.0,1.0,-0.7815457730879214,-0.7785653872487817,0.0
2018-11-15,-0.33722099336416644,-1.1292982103358133,-0.0,1.0,-0.782465312688518,-0.7727327568871908,0.0
2018-11-16,-0.3362913588178606,-1.1248393832316093,-0.0,1.0,-0.7809588821072919,-0.7733697398008351,0.0
2018-11-19,-0.33942485340187967,-1.1241866816611774,-0.0,1.0,-0.7796610169491525,-0.7730741425014057,0.0
2018-11-20,-0.29151851703887177,-1.1177340098278135,-0.0,1.0,-0.78630498182254,-0.7994886340937238,0.0
2018-11-21,-0.2902585282554307,-1.1141733846948096,-0.0,1.0,-0.7818593383900561,-0.7849171994757953,0.0
2018-11-23,-0.2909393843224373,-1.107108854331958,-0.0,1.0,-0.7838781339257378,-0.7850682323072039,0.0
2018-11-26,-0.28998096144693,-1.1123671267650324,-0.0,1.0,-0.7814929398699032,-0.7825241948278597,0.0
2018-11-27,-0.28201382033563677,-1.1135636722606121,-0.0,1.0,-0.7759921026653506,-0.7771372161895361,0.0
2018-11-28,-0.2836492890995261,-1.1086887835703003,-0.0,1.0,-0.778436018957346,-0.7787124802527647,0.0
2018-11-29,-0.24778034184691203,-1.0969218132749246,-0.0,1.0,-0.7785817655571634,-0.7880470919544725,0.0
2018-11-30,-0.246868149076104,-1.0980660820544943,-0.0,1.0,-0.7790087691825869,-0.7908706545568431,0.0
2018-12-03,-0.24491392801251957,-1.098435054773083,-0.0,1.0,-0.7786776212832551,-0.7903364632237871,0.0
2018-12-04,-0.2344122125483153,-1.1051419201186896,-0.0,1.0,-0.7753094131886151,-0.7894428610471244,0.0
2018-12-06,-0.23201007199905574,-1.1215328323562967,-0.0,1.0,-0.7821536766730928,-0.7986780501239328,0.0
2018-12-07,-0.23300550747442958,-1.121597167584579,-0.0,1.0,-0.7820220298977184,-0.7973249409913454,0.0
2018-12-10,-0.1943346766305411,-1.1402637035877772,-0.0,1.0,-0.7939277749520717,-0.7839899839586839,0.0
2018-12-11,-0.19187570931006145,-1.141274997064924,-0.0,1.0,-0.7932923727155325,-0.7869526083043087,0.0
2018-12-12,-0.19050043073067585,-1.1422977523690188,-0.0,1.0,-0.79348421959433,-0.789451014174955,0.0
2018-12-13,-0.18992642454602376,-1.1371321227301188,-0.0,1.0,-0.7991938008766436,-0.7873356293049467,0.0
2018-12-14,-0.19256796401329945,-1.1301779777038923,-0.0,1.0,-0.8019166829649912,-0.786935263054958,0.0
2018-12-17,-0.1827294356254144,-1.130270291353017,-0.0,1.0,-0.7950778111470806,-0.792230586216311,0.0
2018-12-18,-0.1665826515180891,-1.120051184613595,-0.0,1.0,-0.7934002869440459,-0.7976268951878708,0.0
2018-12-19,-0.16063041031015876,-1.1230154108924342,-0.0,1.0,-0.7978727533869027,-0.8003183106245875,0.0
2018-12-20,-0.15934469301804413,-1.1110467138054942,-0.0,1.0,-0.7989644913256829,-0.7944824388547583,0.0
2018-12-21,-0.1539349624783529,-1.111756782759284,-0.0,1.0,-0.7985376178564555,-0.7841446988647296,0.0
2018-12-24,-0.12479386385426655,-1.0888974113135188,-0.0,1.0,-0.801418983700863,-0.8200191754554171,0.0
2018-12-26,-0.1228797444283867,-1.0984254963109454,-0.0,1.0,-0.7767931847569787,-0.8050505818817981,0.0
2018-12-27,-0.07235560130887164,-1.0663259678664656,-0.0,1.0,-0.7196955770432737,-0.8182286113460053,0.0
2018-12-28,-0.06820019107812156,-1.0708458881458074,-0.0,1.0,-0.71933563606967,-0.8161975453810539,0.0
2018-12-31,-0.06740664510438106,-1.072809467803587,-0.0,1.0,-0.7193104969126728,-0.8158629814760365,0.0
2019-01-02,-0.06378759502038119,-1.0727846939150234,-0.0,1.0,-0.7178216003819177,-0.8179280966545481,0.0
2019-01-03,-0.0636844424856765,-1.0728294402820624,-0.0,1.0,-0.7175334214778903,-0.8186793007198472,0.0
2019-01-04,-0.04045609034097139,-1.080290903775171,-0.0,1.0,-0.7094982275335308,-0.8242882724847422,0.0
2019-01-07,-0.022356408597512756,-1.0575803321112787,-0.0,1.0,-0.7057364675436704,-0.8086047013155057,0.0
2019-01-08,-0.025144373901502926,-1.0441192295276016,-0.0,1.0,-0.7122206678862226,-0.8054090892786685,0.0
2019-01-09,-0.02310254665281708,-1.035674630180164,-0.0,1.0,-0.7125255202550235,-0.8104874816433254,0.0
2019-01-10,-0.023524778000572906,-1.0346247493554857,-0.0,1.0,-0.7126897737038098,-0.8098324262389002,0.0
2019-01-11,-0.023667790289033923,-1.0259987090296205,-0.0,1.0,-0.7170264648927777,-0.8193358674603743,0.0
2019-01-14,-0.034627529783263965,-1.0251542988373763,-0.0,1.0,-0.7196426008324961,-0.8089206258073777,0.0
2019-01-15,-0.03190342746281527,-1.0211611697923404,-0.0,1.0,-0.7193001365236762,-0.8203635841057699,0.0
2019-01-16,-0.02570915619389587,-1.02294434470377,-0.0,1.0,-0.716193895870736,-0.8258527827648114,0.0
2019-01-17,-0.03287965616045845,-1.0110673352435529,-0.0,1.0,-0.7125716332378222,-0.8251432664756447,0.0
2019-01-18,-0.03882094021719522,-1.0028863152577838,-0.0,1.0,-0.7180430782552224,-0.8481437384998376,0.0
2019-01-22,-0.0,-1.0810751347585348,-0.0,1.0,-0.7205089655678193,-0.8653148032708737,0.0
2019-01-23,-0.0,-1.0539736194290332,-0.0,1.0,-0.7293603262666715,-0.8908402836462505,0.0
2019-01-24,-0.0,-1.049173098125689,-0.0,1.0,-0.7371554575523704,-0.8887908857037854,0.0
2019-01-25,-0.0,-1.039039712811308,-0.0,1.0,-0.7676314411786702,-0.9328023334081221,0.0
2019-01-28,-0.0,-1.0356034257077675,-0.0,1.0,-0.7719810015333407,-0.9322712143311268,0.0
2019-01-29,-0.0,-1.0194022024121658,-0.0,1.0,-0.7745524009289085,-0.9516443179264366,0.0
2019-01-30,-0.0,-1.017026064129008,-0.0,1.0,-0.774610913182074,-0.9585974123382711,0.0
2019-01-31,-0.0,-1.0269427326018337,-0.0,1.0,-0.7416203216594017,-0.9891026604539305,0.0
2019-02-01,-0.0,-0.995656855707107,-0.0,1.0,-0.6356066044508255,-0.9581119885139985,0.0
