Date,IWF,IWM,MTUM,SPY,SSL,VLUE,VXX
2018-09-24,-0.3846302686316876,-0.5709632687284337,-0.08210519526589055,-0.6154664774742816,1.0,-0.5717049888741979,0.0
2018-09-25,-0.3892511297611362,-0.5693027759845061,-0.0881536475145255,-0.6135894125242092,1.0,-0.5675919948353776,0.0
2018-09-26,-0.3958604107096439,-0.5806147647517547,-0.09565895502989344,-0.6169742656615544,1.0,-0.5602092539641279,0.0
2018-09-27,-0.40147623073421346,-0.5708200559276843,-0.09891396241139365,-0.6189113611237563,1.0,-0.5614554204331144,0.0
2018-09-28,-0.3984703010577705,-0.574906427990236,-0.09965825874694874,-0.6193978844589096,1.0,-0.5622457282343368,0.0
2018-10-01,-0.4002410109431996,-0.573931735278791,-0.09936816050026055,-0.6207660239708181,1.0,-0.562597707139135,0.0
2018-10-02,-0.4011201927773617,-0.5651763326712039,-0.1026734833436452,-0.6225862125109903,1.0,-0.5647855677488685,0.0
2018-10-03,-0.4008401719421649,-0.5558486387911945,-0.10121141070730753,-0.6267747818158135,1.0,-0.5717728279275759,0.0
2018-10-04,-0.40506741353481407,-0.5495668598970885,-0.10190190842180681,-0.6323519833257344,1.0,-0.5678043379144141,0.0
2018-10-05,-0.40301177388928644,-0.5484615884993169,-0.09663045599427568,-0.6349443830091719,1.0,-0.5693748780329148,0.0
2018-10-08,-0.40146767542293077,-0.545442737929019,-0.0933857193882521,-0.6378543364613436,1.0,-0.5688865798616748,0.0
2018-10-09,-0.4097975179621163,-0.5509144350097975,-0.10578053559764859,-0.636185499673416,1.0,-0.5632266492488569,0.0
2018-10-10,-0.41405713163836266,-0.5502437747455908,-0.10935506037106116,-0.6399332482575832,1.0,-0.5585550211053303,0.0
2018-10-11,-0.38121564617154546,-0.5434935446759556,-0.0632430014061102,-0.6351783203374665,1.0,-0.5726064169755849,0.0
2018-10-12,-0.384430227402293,-0.5362323430670805,-0.059130930512446944,-0.62643314119212,1.0,-0.5609362133400899,0.0
2018-10-15,-0.38036188789067443,-0.5417879286346957,-0.052353536631658856,-0.6270403644185752,1.0,-0.5618436036947994,0.0
2018-10-16,-0.3779692151770444,-0.5546652308861721,-0.043390131120542214,-0.6285234686767592,1.0,-0.5625831380249572,0.0
2018-10-17,-0.36714915434395223,-0.5277456466689593,-0.033544877606527655,-0.6276299746772126,1.0,-0.570200393910026,0.0
2018-10-18,-0.36810660327191974,-0.5296068065938878,-0.032531514905064285,-0.6271387907034941,1.0,-0.5706778441615316,0.0
2018-10-19,-0.3747751159928037,-0.543067260044819,-0.02780671022314806,-0.6339993056213111,1.0,-0.5766183757851213,0.0
2018-10-22,-0.380607402720658,-0.5338500474533376,-0.013097121164188546,-0.6476431509016135,1.0,-0.5883581145207213,0.0
2018-10-23,-0.38125810430437396,-0.5333818273822701,-0.014927733324899585,-0.6458458521774881,1.0,-0.5872418482557955,0.0
2018-10-24,-0.3822155382055548,-0.5531805964418277,-0.019454754895686675,-0.6536541661333674,1.0,-0.5913221553820555,0.0
2018-10-25,-0.36092456660940186,-0.5190067156020616,-0.015930032797126348,-0.6581602373887241,1.0,-0.5695142901764798,0.0
2018-10-26,-0.355572803477181,-0.512853151195281,-0.010959329400807204,-0.6599503259857188,1.0,-0.5652902825209563,0.0
2018-10-29,-0.3500526348380705,-0.515418911387702,-0.004365595392903585,-0.6585237476004706,1.0,-0.5678060561025451,0.0
2018-10-30,-0.3506626207579886,-0.515388902650483,-0.004768392370572206,-0.6584097101808273,1.0,-0.5671600198166955,0.0
2018-10-31,-0.3530588995966624,-0.5006311770682594,-0.006558083684842513,-0.6558083684842513,1.0,-0.56282521013578,0.0
2018-11-01,-0.3300444005920079,-0.5257770103601381,-0.0,-0.6599654662062161,1.0,-0.5675875678342378,0.0
2018-11-02,-0.3314366561067881,-0.5177006120628672,-0.0,-0.6610894103896903,1.0,-0.5654661212438102,0.0
2018-11-05,-0.32950038431975404,-0.522705611068409,-0.0,-0.6613066871637202,1.0,-0.5610146041506534,0.0
2018-11-06,-0.320272783632982,-0.5216057036577806,-0.0,-0.6772783632982021,1.0,-0.5806261624302542,0.0
2018-11-07,-0.3201723122695013,-0.5215235379799795,-0.0,-0.6769454861003502,1.0,-0.580469210028822,0.0
2018-11-08,-0.3052287984233541,-0.5203855392005913,-0.0,-0.6711215125946912,1.0,-0.582681529839256,0.0
2018-11-09,-0.3100661963514311,-0.5298505143425428,-0.0,-0.6763526742704415,1.0,-0.5915405413804892,0.0
2018-11-12,-0.30953857603572316,-0.523598362689159,-0.0,-0.6779025055817415,1.0,-0.5899280575539568,0.0
2018-11-13,-0.29522136981236713,-0.5185014018547617,-0.0,-0.6799457744092183,1.0,-0.5873309301537418,0.0
2018-11-14,-0.29281511303809227,-0.5259523072158563,-0.0,-0.6849798699287705,1.0,-0.5931867451223288,0.0
2018-11-15,-0.2926303287910989,-0.5324728091011376,-0.0,-0.6890548818602324,1.0,-0.6112326540817602,0.0
2018-11-16,-0.2930145335208626,-0.5324894514767932,-0.0,-0.6887951242381621,1.0,-0.6111579934364744,0.0
2018-11-19,-0.2887440869646941,-0.5361987406409574,-0.0,-0.6937126029886281,1.0,-0.6140785063124589,0.0
