Date,AXSM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-11-01,1.0,-1.1648726420121496,-3.303421080677822,-0.0,-2.759991473942236,-2.429287008419482,0.0
2018-11-02,1.0,-1.1803797468354431,-3.185443037974684,-0.0,-2.780696202531646,-2.402004219409283,0.0
2018-11-05,1.0,-1.1688531527719,-3.2385738468049086,-0.0,-2.7932712653406684,-2.37907321201862,0.0
2018-11-06,1.0,-1.1978279386712096,-3.2781090289608175,-0.0,-2.798232538330494,-2.3731899488926746,0.0
2018-11-07,1.0,-1.1948286869546714,-3.279633964673335,-0.0,-2.793892317514365,-2.3722068525218134,0.0
2018-11-08,1.0,-1.0840062926061875,-3.2749868904037753,-0.0,-2.7478762454116414,-2.3807026743576296,0.0
2018-11-09,1.0,-1.0828265883833088,-3.2735374292304464,-0.0,-2.748479765149926,-2.379534493604529,0.0
2018-11-12,1.0,-1.0755717255717256,-3.203638253638254,-0.0,-2.7575883575883577,-2.3582120582120583,0.0
2018-11-13,1.0,-1.0508024123479505,-3.1491362567719516,-0.0,-2.7088827558008792,-2.312889706633957,0.0
2018-11-14,1.0,-1.0755672823218998,-3.258047493403694,-0.0,-2.8094986807387863,-2.410976253298153,0.0
2018-11-15,1.0,-1.0683895367160416,-3.249606051055783,-0.0,-2.804181111461288,-2.3831284798823407,0.0
2018-11-16,1.0,-1.0539470943553426,-3.208498229535514,-0.0,-2.7792126640283277,-2.3727348469068947,0.0
2018-11-19,1.0,-1.0790634187316253,-3.229210415791684,-0.0,-2.7974590508189836,-2.3940571188576225,0.0
2018-11-20,1.0,-0.9052096007078863,-3.391770821811746,-0.0,-3.0418095343435456,-2.7218228072115913,0.0
2018-11-21,1.0,-0.9284145805884937,-3.380983750548968,-0.0,-3.0461133069828725,-2.6237373737373737,0.0
2018-11-23,1.0,-0.9272985678364493,-3.345905761451842,-0.0,-3.0437301847600304,-2.615611675959331,0.0
2018-11-26,1.0,-0.9247676325861126,-3.362493165664297,-0.0,-3.03827227993439,-2.6095133952979768,0.0
2018-11-27,1.0,-0.8931491712707182,-3.439779005524862,-0.0,-3.076795580110497,-2.639889502762431,0.0
2018-11-28,1.0,-0.8958126173903437,-3.4339851950060765,-0.0,-3.077891945641366,-2.64081316981549,0.0
2018-11-29,1.0,-0.7696142175986129,-3.3694191590810574,-0.0,-3.050173385348938,-2.6473775465973124,0.0
2018-11-30,1.0,-0.7714099641810485,-3.377292955606208,-0.0,-3.0610007597959403,-2.6444154998371867,0.0
2018-12-03,1.0,-0.7640364188163885,-3.3765445480164757,-0.0,-3.057663125948407,-2.640580966832864,0.0
2018-12-04,1.0,-0.7311432893883726,-3.3938837259563437,-0.0,-3.0458180246379944,-2.635400907715583,0.0
2018-12-06,1.0,-0.6801741113068711,-3.133485335267903,-0.0,-3.0380350295367395,-2.5119701523473936,0.0
2018-12-07,1.0,-0.672825410006228,-3.1404401079510067,-0.0,-3.045567780776417,-2.5211750051899524,0.0
2018-12-10,1.0,-0.5723518125820458,-3.10703827123094,-0.0,-2.9941431889326466,-2.4244168433807936,0.0
2018-12-11,1.0,-0.7004573981491332,-3.2358259759600045,-0.0,-3.1990213807041807,-2.501861504095309,0.0
2018-12-12,1.0,-0.7049616695059625,-3.2377555366269166,-0.0,-3.203364565587734,-2.501277683134582,0.0
2018-12-13,1.0,-0.7115718627876683,-3.2797438124185847,-0.0,-3.3087277464177163,-2.5553625705601393,0.0
2018-12-14,1.0,-0.7152152694935473,-3.2710118208437264,-0.0,-3.306149007699816,-2.552434660015183,0.0
2018-12-17,1.0,-0.6525150472914876,-3.2569862424763545,-0.0,-3.2521496130696477,-2.586414445399828,0.0
2018-12-18,1.0,-0.6064041994750656,-3.1743832020997376,-0.0,-3.182782152230971,-2.5351181102362204,0.0
2018-12-19,1.0,-0.5915180926258045,-3.194957273974048,-0.0,-3.2085663044624964,-2.5544888701339805,0.0
2018-12-20,1.0,-0.5821669258683255,-3.1195438050803523,-0.0,-3.1673405909797823,-2.4990150336962156,0.0
2018-12-21,1.0,-0.5596489437697725,-3.0854168792733954,-0.0,-3.131237881416471,-2.4287172160424535,0.0
2018-12-24,1.0,-0.48600483286347157,-3.0013089005235605,-0.0,-3.104812726540475,-2.4764397905759163,0.0
2018-12-26,1.0,-0.47685001978630787,-3.0111792639493467,-0.0,-3.001978630787495,-2.403244954491492,0.0
2018-12-27,1.0,-0.2476501434649253,-3.04759077866825,-0.0,-2.9544869892153955,-2.6444048679133276,0.0
2018-12-28,1.0,-0.23012801428996724,-3.0774039892825247,-0.0,-2.967053686613079,-2.6489034434851644,0.0
2018-12-31,1.0,-0.21592741935483872,-3.1493951612903226,-0.0,-3.0201612903225805,-2.6952620967741936,0.0
2019-01-02,1.0,-0.6104755495737999,-3.3665320771646474,-0.0,-3.2557200538358004,-2.9830641543292953,0.0
2019-01-03,1.0,-0.6506949937846084,-3.3810600067804275,-0.0,-3.3100915357667535,-2.958865408520737,0.0
2019-01-04,1.0,-0.5325198701444084,-3.412067614463226,-0.0,-3.2673234075898354,-2.9824247173401988,0.0
2019-01-07,1.0,-0.4379819343467724,-3.3330028640669753,-0.0,-3.2953293677021374,-2.9494382022471908,0.0
2019-01-08,0.43280371547298946,-0.7727694940112441,-0.7854803226594964,-0.7677340503544366,-0.7806893180151552,-0.7821559520899535,0.5671962845270104
2019-01-09,0.4285486950986632,-0.8539677487799702,-0.8714725228092509,-0.8469127943984722,-0.8651601952047527,-0.8670167621472522,0.5714513049013367
2019-01-10,0.42719236401106353,-0.8772167688052498,-0.8958186452627582,-0.869624166169532,-0.8893649330223982,-0.8912630836813277,0.5728076359889366
2019-01-11,0.42745608327911516,-0.8769789633485144,-0.8952504879635653,-0.869496855345912,-0.8891238343092605,-0.891075688570809,0.5725439167208849
2019-01-14,0.42687811214548604,-0.8751894349426285,-0.893266940896298,-0.867720285776142,-0.8872050227321933,-0.8889911236198312,0.573121887854514
2019-01-15,0.4263129399025447,-0.8754195993502978,-0.893557119653492,-0.86816459122902,-0.8875473741201949,-0.8894964807796426,0.5736870600974553
2019-01-16,0.42695897547210765,-0.8777403950510093,-0.8961363143043196,-0.8703603212502714,-0.8900586064684176,-0.8922292164098112,0.5730410245278923
2019-01-17,0.4267578125,-0.8774414062500001,-0.89599609375,-0.8701171875,-0.8898111979166667,-0.8919813368055557,0.5732421875000001
2019-01-18,0.42324525855081857,-0.8729129518560544,-0.8913384124925703,-0.8658345490895336,-0.885394715513049,-0.887880261522667,0.5767547414491814
2019-01-22,0.403476428759547,-0.8454042665262048,-0.8639978930734791,-0.8389781406373452,-0.8586252304450881,-0.8603634448248617,0.596523571240453
2019-01-23,0.40509675372739773,-0.8492650946388919,-0.8673998096647987,-0.8433435550385959,-0.8625885587395581,-0.8644390398646506,0.5949032462726024
2019-01-24,0.4048953267075492,-0.8491753013322055,-0.8672552336646225,-0.8432015225206175,-0.8625502220342567,-0.8643476422076549,0.5951046732924509
2019-01-25,0.3926783479349187,-0.8352628285356697,-0.8516374634960369,-0.8296829370045891,-0.8483521068001669,-0.8499165623696289,0.6073216520650814
2019-01-28,0.3916844460633814,-0.833064474163501,-0.8489878753187281,-0.8278607482957798,-0.8462299006088358,-0.8475828693344434,0.6083155539366186
2019-01-29,0.39148115322454513,-0.8349408268599133,-0.8508419790417601,-0.8297794692664615,-0.848235232782441,-0.8496428757624732,0.6085188467754549
2019-01-30,0.39154430907008225,-0.8336457357075914,-0.8494741226699989,-0.8284910965323337,-0.8468187024888055,-0.8482765802353431,0.6084556909299177
2019-01-31,0.3899061154624202,-0.8292961253177031,-0.8458944966025208,-0.8244722236630531,-0.8426785621660874,-0.8446496187561595,0.6100938845375797
2019-02-01,0.39014011416709915,-0.8297353399065907,-0.8463414634146343,-0.8249610793980281,-0.8432278152568761,-0.845096004151531,0.609859885832901
2019-02-04,0.3893038073849689,-0.8361623230793336,-0.8531884890583381,-0.831305165300047,-0.8500548388781531,-0.8520394839922704,0.610696192615031
2019-02-05,0.38881603105492313,-0.8405287730157898,-0.85794470964696,-0.8355977548129884,-0.8547972512196401,-0.8568955568378533,0.6111839689450768
2019-02-06,0.3887519017889932,-0.840616966580977,-0.8580347306017523,-0.835737894129374,-0.854886941923299,-0.8570379308535754,0.6112480982110068
2019-02-07,0.38844495846914096,-0.8427610135632426,-0.860214488487015,-0.8377667963410788,-0.8571128167385133,-0.8592156450425823,0.611555041530859
2019-02-08,0.38732874914702636,-0.841110702850244,-0.8585376095743006,-0.8362815600230958,-0.8555456406487848,-0.8575927772820323,0.6126712508529736
2019-02-11,0.3867086945101129,-0.8419753086419753,-0.8593117940635672,-0.837089571841345,-0.856474914630943,-0.858628841607565,0.6132913054898871
2019-02-12,0.38518479630407393,-0.8412431751364972,-0.85872532549349,-0.8362032759344813,-0.8558378832423351,-0.8579378412431752,0.6148152036959261
2019-02-13,0.3846436251114491,-0.8401426548486914,-0.8577647243929302,-0.8352651177426968,-0.854722819531127,-0.8567682383175119,0.6153563748885509
2019-02-14,0.38343895668569633,-0.8387890850049756,-0.8558634054365475,-0.8341276907767246,-0.8534017702823025,-0.8553920284921176,0.6165610433143037
2019-02-15,0.3832410406436109,-0.8361717688851741,-0.8532546233413437,-0.831470065823843,-0.8505903249399227,-0.8525232473095812,0.6167589593563891
2019-02-19,0.3833054743000418,-0.8361888842457167,-0.8529565399080652,-0.8314876723777684,-0.8505536982866695,-0.8524341830338488,0.6166945256999582
2019-02-20,0.38250734985300294,-0.8413481730365394,-0.8584103317933641,-0.8364657706845864,-0.8559428811423772,-0.8577803443931122,0.6174926501469972
2019-02-21,0.38286043950280585,-0.8403524413908848,-0.8572927046729951,-0.8355273509204385,-0.8548277128022237,-0.8566633450464153,0.6171395604971941
2019-02-22,0.3828637389159977,-0.8408101159557165,-0.8576525525998216,-0.835983000157406,-0.8553439320006297,-0.8571278661000054,0.6171362610840024
2019-02-25,0.380580181503436,-0.8403714000944237,-0.8574201332424067,-0.8357551277343543,-0.8552169123432828,-0.857000472118764,0.619419818496564
2019-02-26,0.38042280858206995,-0.8403714000944237,-0.8573676756019514,-0.8357026700938991,-0.855269369983738,-0.857000472118764,0.61957719141793
2019-02-27,0.38032821265663497,-0.839878362082525,-0.8568132962827033,-0.8352645100403712,-0.8547160908089969,-0.8563938551879621,0.6196717873433649
2019-02-28,0.37975614883329833,-0.8422850536052133,-0.8593125919697288,-0.837607735968047,-0.8572629808702963,-0.8589972671852008,0.6202438511667017
2019-03-01,0.379441023211748,-0.8438338859939997,-0.8608874151271121,-0.8390967945681352,-0.8589399442075899,-0.8607295120795833,0.6205589767882521
2019-03-04,0.37971884378455223,-0.8441004580634971,-0.8611593745063972,-0.8394671721160428,-0.859263939346075,-0.8611593745063972,0.6202811562154478
2019-03-05,0.3774893594661342,-0.842152277862435,-0.8588093111239556,-0.8372129683148547,-0.8572854815826808,-0.8590720403552099,0.6225106405338658
2019-03-06,0.3772751183587586,-0.8433456075749606,-0.8599158337716992,-0.838400841662283,-0.8584955286691216,-0.8602314571278276,0.6227248816412415
2019-03-07,0.3771726535341831,-0.84478036447909,-0.8608448330348679,-0.8399346887180028,-0.8600021068155485,-0.8614768776993575,0.6228273464658169
2019-03-08,0.37164108742339325,-0.8389293384317218,-0.8545911686134827,-0.8348960243046462,-0.8541721229898905,-0.8554292598606674,0.6283589125766068
2019-03-11,0.3695515176977208,-0.8413506984560445,-0.8573154080453734,-0.8375695830269929,-0.8568952841088121,-0.8584182333788467,0.6304484823022791
2019-03-12,0.3696826645685812,-0.8400734329923945,-0.8551796485706793,-0.8370312090217676,-0.8555468135326515,-0.8573301862050879,0.6303173354314189
2019-03-13,0.3677341579747366,-0.8394569946013941,-0.8543948844279049,-0.8366790712301483,-0.8544997117249331,-0.8562817757744116,0.6322658420252634
2019-03-14,0.36830555410418514,-0.8363028371388265,-0.8510893986101677,-0.8335336224463138,-0.8511416479439886,-0.8529181252939024,0.6316944458958148
2019-03-15,0.3679619763919356,-0.8359970751070719,-0.8505170792854905,-0.8332811031024756,-0.8507260002089209,-0.85250182805808,0.6320380236080643
2019-03-18,0.3663474549807432,-0.8324138648901843,-0.8467263453731655,-0.8301759133964819,-0.8467263453731655,-0.8484958884146978,0.6336525450192568
2019-03-19,0.36625942292695607,-0.8311411489472317,-0.8456979464517806,-0.8289576293215494,-0.8455419807642319,-0.847465557577333,0.6337405770730439
2019-03-20,0.36447375307478935,-0.8379651436646256,-0.8526194588370755,-0.8357146595488564,-0.8526717956769772,-0.8547129324331398,0.6355262469252106
2019-03-21,0.3638273290620733,-0.8414032139481148,-0.8563176136960405,-0.8390925322970277,-0.8563701291881105,-0.8583657178867767,0.6361726709379267
2019-03-22,0.36274974959143863,-0.8452211502978544,-0.8602456639780695,-0.8432178818071591,-0.8606146871210923,-0.8624598028362064,0.6372502504085613
2019-03-25,0.3666772520376839,-0.849476024134646,-0.8630782258918175,-0.848523340743093,-0.8650365195300096,-0.8666243251825977,0.6333227479623161
2019-03-26,0.35975135975135974,-0.898989898989899,-0.9155289155289155,-0.8982683982683982,-0.9177489177489178,-0.9194694194694195,0.6402486402486403
2019-03-27,0.3581686095624261,-0.9151320605958214,-0.9316325955961029,-0.914231007490004,-0.9344483865517823,-0.9361378611251899,0.6418313904375739
2019-03-28,0.3580712316435042,-0.9139706296067068,-0.9305125752545996,-0.9135205086366961,-0.9333258313171665,-0.9351263151972092,0.6419287683564958
2019-03-29,0.35812408512554894,-0.9146492512104493,-0.9310325413804751,-0.9143677513793491,-0.9340164395901362,-0.935930638441617,0.6418759148744511
2019-04-01,0.3577857785778578,-0.9137038703870387,-0.9303555355535553,-0.9133663366336634,-0.9331683168316831,-0.9350247524752475,0.6422142214221422
2019-04-02,0.35555555555555557,-0.9139240506329114,-0.930295358649789,-0.9141490857946553,-0.9331082981715892,-0.9344022503516173,0.6444444444444444
2019-04-03,0.35560805489931374,-0.9137698278771517,-0.9301383732703342,-0.913938575767803,-0.9329508381145236,-0.934188322645967,0.6443919451006862
2019-04-04,0.355379337495079,-0.9136156571621394,-0.9299252010573084,-0.9137281367752096,-0.9327371913840616,-0.9340307069343682,0.644620662504921
2019-04-05,0.355038236617184,-0.9135739991003149,-0.9295434098065678,-0.9135177687809266,-0.9325798470535313,-0.9338731443994602,0.644961763382816
2019-04-08,0.3551764904576929,-0.9148229465743399,-0.930867533637336,-0.9148229465743399,-0.9339638574565107,-0.9352023869841805,0.644823509542307
2019-04-09,0.35513860716700474,-0.9160468785215236,-0.9314852377732702,-0.9159905341446923,-0.9349222447599729,-0.9359927879197656,0.6448613928329953
2019-04-10,0.35498957570293566,-0.9161548430720685,-0.9314813771341635,-0.9161548430720685,-0.9350876204428916,-0.9358764861666758,0.6450104242970642
2019-04-11,0.35535853685736585,-0.9050407048065128,-0.9192595070815212,-0.9050964648154344,-0.92305118768819,-0.9235530277684845,0.6446414631426342
2019-04-12,0.35525801952580194,-0.9056066945606693,-0.9197768479776847,-0.9056624825662483,-0.923626220362622,-0.9241283124128311,0.6447419804741981
2019-04-15,0.3567936895900455,-0.9009554493945117,-0.91506499277858,-0.9011776469281191,-0.9185646039328963,-0.9192311965337183,0.6432063104099545
2019-04-16,0.35643068010917395,-0.9039157800924635,-0.9180638333426167,-0.9041385840806548,-0.9216286971536789,-0.9222971091182531,0.643569319890826
2019-04-17,0.35569457632798973,-0.9068312573311735,-0.9214656761436631,-0.9068871138915267,-0.9248170697648439,-0.9256549181701391,0.6443054236720103
2019-04-18,0.3545109423849933,-0.9061523001339884,-0.9210026797677535,-0.9060406431442608,-0.9243523894595801,-0.9253014738722644,0.6454890576150067
2019-04-22,0.3533247868011816,-0.9044088958252047,-0.9192352711666016,-0.9040744663062259,-0.9225238281032271,-0.9235271166601638,0.6466752131988183
2019-04-23,0.3532950810539803,-0.9038493677232466,-0.9186674837056431,-0.9035708317085399,-0.9218985014762409,-0.9227898167233023,0.6467049189460197
2019-04-24,0.3534136546184739,-0.9051204819277109,-0.9200133868808568,-0.9050089245872379,-0.9233601070950468,-0.9243641231593039,0.6465863453815262
2019-04-25,0.3532757178700864,-0.9047114580429327,-0.9195427934206858,-0.9047672149428491,-0.9228882074156677,-0.9237803178143295,0.6467242821299135
2019-04-26,0.35256731894965715,-0.904610581479623,-0.9191057590455484,-0.9047220828455149,-0.9228968054858672,-0.9236773150471093,0.6474326810503428
2019-04-29,0.3527112302451555,-0.906405316356732,-0.9209247780197688,-0.9064611604400513,-0.9248897079354441,-0.9257273691852348,0.6472887697548444
2019-04-30,0.3525798525798526,-0.9063547018092473,-0.9208175117266025,-0.9063547018092473,-0.9248380612016974,-0.9256756756756755,0.6474201474201474
2019-05-01,0.351505016722408,-0.9045707915273132,-0.9186176142697882,-0.9044035674470458,-0.9229654403567447,-0.9235785953177258,0.6484949832775919
2019-05-02,0.35184978827724533,-0.9040561622464898,-0.9182081568977045,-0.9038332961889904,-0.9223311789614441,-0.9232783597058167,0.6481502117227547
2019-05-03,0.3517744721154382,-0.9039500807844449,-0.9182127138002119,-0.9037272271435735,-0.922279792746114,-0.9232269207198174,0.6482255278845619
2019-05-06,0.35253764640267704,-0.9051310652537645,-0.9189068600111544,-0.9051310652537645,-0.9235359732292246,-0.9244841048522029,0.6474623535973228
2019-05-07,0.35249706392259944,-0.9080029081147587,-0.9220960796376042,-0.9082825345338628,-0.9265701023432694,-0.9275208321682232,0.6475029360774006
2019-05-08,0.35869749561874614,-0.9199502515687716,-0.9339702640058793,-0.9207982361919838,-0.9386624455876533,-0.9397930917519363,0.6413025043812539
2019-05-09,0.35871347012605276,-0.9199027754225312,-0.9338081510372506,-0.9206941382623932,-0.9384998021592901,-0.9395737945848172,0.6412865298739472
2019-05-10,0.35880492488422006,-0.9190105049135887,-0.9329041003049814,-0.919801197334237,-0.9375352987687791,-0.938608381339659,0.64119507511578
2019-05-13,0.3598776619845945,-0.9221794290892614,-0.9361123697326689,-0.9228024467603081,-0.9407566832804712,-0.9418894426823743,0.6401223380154055
2019-05-14,0.3622742551130861,-0.9280464877798666,-0.9412066313450692,-0.9314647068877115,-0.9477582179684385,-0.9485558024269357,0.6377257448869139
2019-05-15,0.36256976876637426,-0.927497437065725,-0.9408816493905912,-0.9314842237156851,-0.9475452785055244,-0.9479439571705205,0.6374302312336256
2019-05-16,0.36289954337899544,-0.9297374429223745,-0.9434931506849316,-0.9340182648401827,-0.9500570776255707,-0.9505136986301371,0.6371004566210046
2019-05-17,0.3625834426884236,-0.9292520111827467,-0.9428310606492841,-0.9337022878986707,-0.9494494208934787,-0.9503052433388488,0.6374165573115765
2019-05-20,0.36294141137543495,-0.929145986650693,-0.942552341833533,-0.9337098522448515,-0.9492840435849164,-0.9501397683838211,0.637058588624565
2019-05-21,0.36303085506091315,-0.9267334623704885,-0.9401685073437323,-0.9314584993737903,-0.9467721735170217,-0.9476260958670158,0.636969144939087
2019-05-22,0.3633308651819787,-0.9272654781568604,-0.9405365381329384,-0.9323346813236886,-0.9474283761462664,-0.9482257788916101,0.6366691348180213
2019-05-23,0.3628737731111618,-0.9294110933576808,-0.942593015293312,-0.9346039716959599,-0.9496690253366812,-0.9502396713079205,0.6371262268888381
2019-05-24,0.36448437678837126,-0.9325283278013048,-0.9454618290030903,-0.9381938880622639,-0.9530159093510359,-0.9535881881652741,0.6355156232116287
2019-05-28,0.3646930829134219,-0.9331768208886854,-0.9460604672469081,-0.9387883646358224,-0.9536761337608796,-0.9543060009161705,0.635306917086578
2019-05-29,0.3651174755616532,-0.9315154633281885,-0.9442634196535756,-0.9370033727776825,-0.9517521294231979,-0.9521522894872235,0.6348825244383468
2019-05-30,0.36542194815576107,-0.93017014959461,-0.9428457234212629,-0.9356514788169463,-0.9502683567431768,-0.9507251341783715,0.6345780518442389
2019-05-31,0.3652407333371409,-0.9304928893711805,-0.9433434233822605,-0.9358615569135872,-0.950596835912959,-0.9510537437889084,0.634759266662859
2019-06-03,0.3663162705667276,-0.9308158135283363,-0.9436700182815356,-0.9364145338208409,-0.9509255027422303,-0.9511540219378428,0.6336837294332724
2019-06-04,0.36633154347081004,-0.930538101222438,-0.9436193305152519,-0.9362504284245401,-0.9507597395178796,-0.9511024791500058,0.63366845652919
2019-06-05,0.3674829157175399,-0.9272779043280182,-0.9398633257403188,-0.9334282460136674,-0.9473804100227791,-0.9468678815489749,0.6325170842824601
2019-06-06,0.36622140686808463,-0.9344722811442986,-0.9479447342773605,-0.9403772286877258,-0.9550536031645932,-0.9551109327523934,0.6337785931319153
2019-06-07,0.3664395229982964,-0.923793299261783,-0.9373083475298126,-0.9296990346394094,-0.9438387279954571,-0.9439522998296421,0.6335604770017036
2019-06-10,0.36632988988534454,-0.9231467817005335,-0.9368827335679419,-0.929049835395618,-0.9433533885798614,-0.9435804291065955,0.6336701101146555
2019-06-11,0.3607555680857062,-0.915759797011559,-0.9291795883845503,-0.9223005356639413,-0.935607555680857,-0.9356639413588949,0.6392444319142937
2019-06-12,0.36031567080045096,-0.915445321307779,-0.9289177001127396,-0.9220405862457722,-0.9352311161217587,-0.9352874859075536,0.639684329199549
2019-06-13,0.3588846240686385,-0.9169112666516145,-0.930740573492888,-0.9237412508466922,-0.936667419282005,-0.9366109731316324,0.6411153759313616
2019-06-14,0.35902361848796477,-0.9180698383998193,-0.9317436998530907,-0.9249632726861793,-0.9378460843033111,-0.9376765736241383,0.6409763815120353
2019-06-17,0.3586300287761666,-0.9165491169666535,-0.9301472662641764,-0.9234328273994244,-0.9362974665688654,-0.9359589234328274,0.6413699712238334
2019-06-18,0.35878336436995656,-0.9166525591106598,-0.9302522431014052,-0.9235934766661026,-0.9364031375204561,-0.9361209864003162,0.6412166356300435
2019-06-19,0.3590539625197562,-0.9170241589523594,-0.93034545044028,-0.9240799277489276,-0.9367803115827501,-0.9363287423797698,0.6409460374802439
2019-06-20,0.35883547731888965,-0.9165538253215979,-0.929981945384789,-0.9233807266982622,-0.9362446400361092,-0.9359061160009027,0.6411645226811103
2019-06-21,0.3583173780831175,-0.9144610879603559,-0.9279198107895033,-0.9211622930510192,-0.934001576754139,-0.9336637008672147,0.6416826219168824
2019-06-24,0.35773776027011817,-0.913618458075408,-0.9268992684299381,-0.9204839617332583,-0.9332583005064715,-0.9332583005064715,0.6422622397298818
2019-06-25,0.3576695750070363,-0.9139318885448916,-0.9271038558964256,-0.9207993245144948,-0.9336335491134253,-0.933577258654658,0.6423304249929637
2019-06-26,0.3574123078655481,-0.9137998986543551,-0.9274815607229322,-0.9208377906649401,-0.9337875119644165,-0.9343505433252632,0.6425876921344519
2019-06-27,0.35673142082674497,-0.9171560876440026,-0.9307092839394624,-0.9244409306528123,-0.9372599954822679,-0.9375988253896543,0.643268579173255
2019-06-28,0.3561401506505364,-0.9284980598036977,-0.9425359506961881,-0.9361447158183063,-0.9494978315453093,-0.949783154530929,0.6438598493494636
2019-07-01,0.35625035659268556,-0.9285102983967592,-0.9421464026929879,-0.9360415359160154,-0.949335311234096,-0.9494494208934786,0.6437496434073144
2019-07-02,0.35704084547272213,-0.9297343616109685,-0.9437874892887747,-0.9373893173379036,-0.9507569265924022,-0.9509854327335049,0.6429591545272779
2019-07-03,0.3572490281271438,-0.9304825062885891,-0.9447747541733363,-0.9381431511548136,-0.951577864166476,-0.95192087811571,0.6427509718728562
2019-07-05,0.3570897868205978,-0.9302166085614675,-0.9443904669371891,-0.9378179116419958,-0.9513059381608274,-0.9516488540892724,0.6429102131794022
2019-07-08,0.357053040695016,-0.9302126200274349,-0.9444444444444444,-0.937814357567444,-0.951360310928212,-0.9517604023776863,0.642946959304984
2019-07-09,0.3574205351017608,-0.9304825062885889,-0.9446032471987192,-0.9381431511548135,-0.951635033158015,-0.9520352160987879,0.6425794648982391
2019-07-10,0.35731017539850307,-0.9298405987544992,-0.9436667999771468,-0.9373821630577613,-0.9510369650916984,-0.9513797634691195,0.6426898246014968
2019-07-11,0.35771428571428576,-0.9301714285714286,-0.9437142857142857,-0.9377714285714287,-0.9512,-0.9514285714285715,0.6422857142857143
2019-07-12,0.3583811743306997,-0.9241743875404993,-0.9379298584664356,-0.9317910532598194,-0.9449212755073042,-0.9452623202410051,0.6416188256693004
2019-07-15,0.3577882593623913,-0.9239643120986532,-0.9379439677217707,-0.9318065579360117,-0.9444791725862361,-0.9445928283230096,0.6422117406376087
